Date,HUDCO
2017-05-19,48.390594482421875
2017-05-22,46.7898063659668
2017-05-23,45.455806732177734
2017-05-24,44.4553108215332
2017-05-25,47.18999481201172
2017-05-26,48.657386779785156
2017-05-29,48.790802001953125
2017-05-30,48.690738677978516
2017-05-31,48.824127197265625
2017-06-01,48.690738677978516
2017-06-02,48.690738677978516
2017-06-05,48.157135009765625
2017-06-06,47.95704650878906
2017-06-07,47.72359848022461
2017-06-08,46.68975067138672
2017-06-09,46.889854431152344
2017-06-12,45.85601043701172
2017-06-13,45.55585861206055
2017-06-14,45.489158630371094
2017-06-15,46.05610656738281
2017-06-16,45.72261428833008
2017-06-19,45.28905487060547
2017-06-20,45.35575485229492
2017-06-21,45.38911056518555
2017-06-22,45.35575485229492
2017-06-23,45.72261428833008
2017-06-27,44.55537033081055
2017-06-28,44.088462829589844
2017-06-29,45.25570297241211
2017-06-30,44.75546646118164
2017-07-03,44.9889030456543
2017-07-04,44.9889030456543
2017-07-05,45.122314453125
2017-07-06,45.82265090942383
2017-07-07,46.02274703979492
2017-07-10,46.35624694824219
2017-07-11,52.325862884521484
2017-07-12,60.063026428222656
2017-07-13,65.16555786132812
2017-07-14,60.4965705871582
2017-07-17,59.79623031616211
2017-07-18,58.028690338134766
2017-07-19,58.16209411621094
2017-07-20,60.196434020996094
2017-07-21,59.12923812866211
2017-07-24,58.562286376953125
2017-07-25,57.62849426269531
2017-07-26,55.56080627441406
2017-07-27,55.16060256958008
2017-07-28,55.56080627441406
2017-07-31,54.56031799316406
2017-08-01,54.060054779052734
2017-08-02,55.127254486083984
2017-08-03,54.393550872802734
2017-08-04,53.29302215576172
2017-08-07,56.22780227661133
2017-08-08,54.59364700317383
2017-08-09,53.79327392578125
2017-08-10,51.225318908691406
2017-08-11,51.52546310424805
2017-08-14,52.4259147644043
2017-08-16,53.89331817626953
2017-08-17,54.393550872802734
2017-08-18,53.45976257324219
2017-08-21,53.192970275878906
2017-08-22,52.592674255371094
2017-08-23,53.2263069152832
2017-08-24,53.0595703125
2017-08-28,53.192970275878906
2017-08-29,52.82611083984375
2017-08-30,53.726558685302734
2017-08-31,55.46076202392578
2017-09-01,56.1944580078125
2017-09-04,54.993865966796875
2017-09-05,57.895301818847656
2017-09-06,58.09539031982422
2017-09-07,57.59514236450195
2017-09-08,56.46123504638672
2017-09-11,56.79475021362305
2017-09-12,56.66135787963867
2017-09-13,55.32735824584961
2017-09-14,55.49420928955078
2017-09-15,57.129337310791016
2017-09-18,58.364013671875
2017-09-19,58.89793395996094
2017-09-20,59.69881820678711
2017-09-21,60.69992446899414
2017-09-22,57.296180725097656
2017-09-25,55.827919006347656
2017-09-26,56.69552993774414
2017-09-27,55.42747116088867
2017-09-28,55.66104507446289
2017-09-29,55.52756881713867
2017-10-03,55.327354431152344
2017-10-04,55.72779083251953
2017-10-05,55.92802047729492
2017-10-06,55.994754791259766
2017-10-09,55.594322204589844
2017-10-10,55.72779083251953
2017-10-11,54.62657928466797
2017-10-12,54.65996170043945
2017-10-13,54.86016082763672
2017-10-16,54.593223571777344
2017-10-17,54.693321228027344
2017-10-18,54.39299011230469
2017-10-19,54.32625961303711
2017-10-23,53.892452239990234
2017-10-24,53.859066009521484
2017-10-25,53.892452239990234
2017-10-26,54.8935546875
2017-10-27,57.296180725097656
2017-10-30,58.76445388793945
2017-10-31,57.3629264831543
2017-11-01,57.06258773803711
2017-11-02,57.96359634399414
2017-11-03,57.52976989746094
2017-11-06,56.662139892578125
2017-11-07,55.093780517578125
2017-11-08,54.65996170043945
2017-11-09,54.693321228027344
2017-11-10,54.52647399902344
2017-11-13,53.82571792602539
2017-11-14,54.32625961303711
2017-11-15,53.29179763793945
2017-11-16,54.359622955322266
2017-11-17,54.8935546875
2017-11-20,54.7266960144043
2017-11-21,54.32625961303711
2017-11-22,55.460838317871094
2017-11-23,56.328460693359375
2017-11-24,56.69552993774414
2017-11-27,56.29508972167969
2017-11-28,56.19497299194336
2017-11-29,55.761173248291016
2017-11-30,54.8935546875
2017-12-01,54.09265899658203
2017-12-04,52.6244010925293
2017-12-05,52.42417907714844
2017-12-06,52.12384033203125
2017-12-07,52.9914665222168
2017-12-08,53.39188766479492
2017-12-11,53.29179763793945
2017-12-12,52.791236877441406
2017-12-13,52.19057846069336
2017-12-14,52.057098388671875
2017-12-15,52.357425689697266
2017-12-18,52.39080047607422
2017-12-19,53.2584114074707
2017-12-20,53.49201202392578
2017-12-21,53.859066009521484
2017-12-22,53.95918655395508
2017-12-26,54.259525299072266
2017-12-27,54.45974349975586
2017-12-28,55.093780517578125
2017-12-29,55.06039810180664
2018-01-01,55.260616302490234
2018-01-02,54.7266960144043
2018-01-03,55.627681732177734
2018-01-04,56.19497299194336
2018-01-05,55.994754791259766
2018-01-08,56.461936950683594
2018-01-09,56.62879180908203
2018-01-10,58.13043212890625
2018-01-11,57.629886627197266
2018-01-12,56.76225662231445
2018-01-15,56.72890090942383
2018-01-16,55.49420928955078
2018-01-17,55.994754791259766
2018-01-18,54.8935546875
2018-01-19,55.72779083251953
2018-01-22,56.261714935302734
2018-01-23,55.8946418762207
2018-01-24,55.29397964477539
2018-01-25,54.86016082763672
2018-01-29,55.093780517578125
2018-01-30,54.259525299072266
2018-01-31,54.8935546875
2018-02-01,55.460838317871094
2018-02-02,52.9914665222168
2018-02-05,53.49201202392578
2018-02-06,51.28960037231445
2018-02-07,52.09048080444336
2018-02-08,52.89134979248047
2018-02-09,53.39188766479492
2018-02-12,54.76007080078125
2018-02-14,54.55984878540039
2018-02-15,54.79343795776367
2018-02-16,55.8946418762207
2018-02-19,53.82571792602539
2018-02-20,53.558753967285156
2018-02-21,52.791236877441406
2018-02-22,52.324058532714844
2018-02-23,52.591033935546875
2018-02-26,52.82461929321289
2018-02-27,51.656654357910156
2018-02-28,51.389713287353516
2018-03-01,50.82242202758789
2018-03-05,50.08827590942383
2018-03-06,49.320777893066406
2018-03-07,48.18618392944336
2018-03-08,48.08530807495117
2018-03-09,47.41278839111328
2018-03-12,47.04289245605469
2018-03-13,47.61454391479492
2018-03-14,47.04289245605469
2018-03-15,47.58091735839844
2018-03-16,47.00927734375
2018-03-19,45.66423034667969
2018-03-20,44.9917106628418
2018-03-21,45.294342041015625
2018-03-22,45.15984344482422
2018-03-23,44.18467712402344
2018-03-26,44.319190979003906
2018-03-27,45.058963775634766
2018-03-28,44.588191986083984
2018-04-02,45.86598205566406
2018-04-03,47.61454391479492
2018-04-04,46.67301559448242
2018-04-05,47.715431213378906
2018-04-06,47.34553909301758
2018-04-09,47.984432220458984
2018-04-10,47.681800842285156
2018-04-11,47.34553909301758
2018-04-12,47.211036682128906
2018-04-13,46.67301559448242
2018-04-16,46.336753845214844
2018-04-17,46.067745208740234
2018-04-18,45.6306037902832
2018-04-19,45.4288444519043
2018-04-20,45.66423034667969
2018-04-23,45.02532958984375
2018-04-24,44.92446517944336
2018-04-25,44.857208251953125
2018-04-26,44.621822357177734
2018-04-27,44.35281753540039
2018-04-30,44.151065826416016
2018-05-02,43.81480026245117
2018-05-03,43.007774353027344
2018-05-04,42.3016242980957
2018-05-07,41.52822494506836
2018-05-08,40.956581115722656
2018-05-09,40.788448333740234
2018-05-10,40.519439697265625
2018-05-11,39.71241760253906
2018-05-14,38.838134765625
2018-05-15,38.50187301635742
2018-05-16,37.25770950317383
2018-05-17,39.47703170776367
2018-05-18,38.60274887084961
2018-05-21,37.392208099365234
2018-05-22,37.62759780883789
2018-05-23,37.66122055053711
2018-05-24,38.4682502746582
2018-05-25,38.77088928222656
2018-05-28,39.88054275512695
2018-05-29,41.023834228515625
2018-05-30,41.22557830810547
2018-05-31,40.082305908203125
2018-06-01,38.838134765625
2018-06-04,37.82935333251953
2018-06-05,37.35858154296875
2018-06-06,37.86298370361328
2018-06-07,38.4682502746582
2018-06-08,38.43462371826172
2018-06-11,38.60274887084961
2018-06-12,39.57791519165039
2018-06-13,42.20074462890625
2018-06-14,41.32646560668945
2018-06-15,40.92294692993164
2018-06-18,39.88054275512695
2018-06-19,40.115928649902344
2018-06-20,39.94779968261719
2018-06-21,39.308895111083984
2018-06-22,39.27527618408203
2018-06-25,38.93901824951172
2018-06-26,38.3337516784668
2018-06-27,37.25770950317383
2018-06-28,37.35858154296875
2018-06-29,37.9638557434082
2018-07-02,37.32496643066406
2018-07-03,37.12320327758789
2018-07-04,36.61882019042969
2018-07-05,36.652442932128906
2018-07-06,37.12320327758789
2018-07-09,37.49309158325195
2018-07-10,38.06473159790039
2018-07-11,37.62759780883789
2018-07-12,37.12320327758789
2018-07-13,36.55155563354492
2018-07-16,35.57640075683594
2018-07-17,35.509159088134766
2018-07-18,35.20651626586914
2018-07-19,35.20651626586914
2018-07-20,34.39949417114258
2018-07-23,34.702125549316406
2018-07-24,36.181678771972656
2018-07-25,35.71091079711914
2018-07-26,35.57640075683594
2018-07-27,35.91266632080078
2018-07-30,36.955074310302734
2018-07-31,37.728477478027344
2018-08-01,37.5267219543457
2018-08-02,37.089576721191406
2018-08-03,37.86298370361328
2018-08-06,37.8966064453125
2018-08-07,38.4682502746582
2018-08-08,37.392208099365234
2018-08-09,37.62759780883789
2018-08-10,37.392208099365234
2018-08-13,36.71969223022461
2018-08-14,36.8878173828125
2018-08-16,36.71969223022461
2018-08-17,37.15682601928711
2018-08-20,37.089576721191406
2018-08-21,37.0223274230957
2018-08-23,36.55155563354492
2018-08-24,37.19046401977539
2018-08-27,37.66122055053711
2018-08-28,37.19046401977539
2018-08-29,37.49309158325195
2018-08-30,37.45946502685547
2018-08-31,37.19046401977539
2018-09-03,38.4009895324707
2018-09-04,37.76211166381836
2018-09-05,37.45946502685547
2018-09-06,40.115928649902344
2018-09-07,39.308895111083984
2018-09-10,39.24164962768555
2018-09-11,38.16560745239258
2018-09-12,37.593971252441406
2018-09-14,38.03110885620117
2018-09-17,37.93023681640625
2018-09-18,37.392208099365234
2018-09-19,37.12320327758789
2018-09-21,36.585182189941406
2018-09-24,34.56761169433594
2018-09-25,34.231361389160156
2018-09-26,34.332237243652344
2018-09-27,33.15532684326172
2018-09-28,31.036888122558594
2018-10-01,29.590959548950195
2018-10-03,29.82634162902832
2018-10-04,29.994464874267578
2018-10-05,29.45644760131836
2018-10-08,28.582183837890625
2018-10-09,28.313169479370117
2018-10-10,28.279544830322266
2018-10-11,27.674274444580078
2018-10-12,28.716684341430664
2018-10-15,29.254695892333984
2018-10-16,29.65821075439453
2018-10-17,28.85118865966797
2018-10-19,28.38042449951172
2018-10-22,27.94328498840332
2018-10-23,27.674274444580078
2018-10-24,27.741527557373047
2018-10-25,27.539772033691406
2018-10-26,27.438892364501953
2018-10-29,28.14503288269043
2018-10-30,29.01932144165039
2018-10-31,29.254695892333984
2018-11-01,29.55733299255371
2018-11-02,30.196237564086914
2018-11-05,30.02809715270996
2018-11-06,29.994464874267578
2018-11-07,30.498863220214844
2018-11-09,30.969635009765625
2018-11-12,30.061725616455078
2018-11-13,29.994464874267578
2018-11-14,30.162599563598633
2018-11-15,29.893596649169922
2018-11-16,29.691843032836914
2018-11-19,30.162599563598633
2018-11-20,29.792713165283203
2018-11-21,29.725467681884766
2018-11-22,29.590959548950195
2018-11-26,30.83512306213379
2018-11-27,29.691843032836914
2018-11-28,29.052940368652344
2018-11-29,28.649429321289062
2018-11-30,28.918437957763672
2018-12-03,28.918437957763672
2018-12-04,28.750301361083984
2018-12-05,28.24591636657715
2018-12-06,27.87602996826172
2018-12-07,27.70790672302246
2018-12-10,27.102632522583008
2018-12-11,27.573394775390625
2018-12-12,28.514930725097656
2018-12-13,28.615800857543945
2018-12-14,28.14503288269043
2018-12-17,28.98569107055664
2018-12-18,29.18745231628418
2018-12-19,29.792713165283203
2018-12-20,30.061725616455078
2018-12-21,29.65821075439453
2018-12-24,29.18745231628418
2018-12-26,28.98569107055664
2018-12-27,28.952070236206055
2018-12-28,28.85118865966797
