Date,RAYMOND
1996-10-15,97.1863021850586
1996-10-16,95.93557739257812
1996-10-17,96.78164672851562
1996-10-18,97.1863021850586
1996-10-21,97.1863021850586
1996-10-22,101.60050201416016
1996-10-23,103.84439086914062
1996-10-24,98.65769958496094
1996-10-25,98.51055908203125
1996-10-28,100.31301879882812
1996-10-29,99.17267608642578
1996-10-30,99.17267608642578
1996-10-31,98.65769958496094
1996-11-01,99.0255355834961
1996-11-04,98.80482482910156
1996-11-05,100.7176513671875
1996-11-06,99.13589477539062
1996-11-07,100.0555191040039
1996-11-08,96.89199829101562
1996-11-11,98.43698120117188
1996-11-12,98.43698120117188
1996-11-13,93.5445785522461
1996-11-14,88.87284851074219
1996-11-15,84.45864868164062
1996-11-18,83.79650115966797
1996-11-19,83.75971984863281
1996-11-20,79.6030044555664
1996-11-21,75.63021850585938
1996-11-22,71.87812042236328
1996-11-25,71.28955841064453
1996-11-26,71.28955841064453
1996-11-27,67.7214126586914
1996-11-28,64.33717346191406
1996-11-29,61.136863708496094
1996-12-02,60.69544219970703
1996-12-03,60.69544219970703
1996-12-04,57.679054260253906
1996-12-05,60.58509063720703
1996-12-06,63.63825988769531
1996-12-09,66.83854675292969
1996-12-10,63.52791213989258
1996-12-11,66.65463256835938
1996-12-12,65.03609466552734
1996-12-13,65.25679016113281
1996-12-16,68.0892562866211
1996-12-17,68.97209167480469
1996-12-18,70.48028564453125
1996-12-19,71.43669891357422
1996-12-20,75.0416488647461
1996-12-23,78.79373168945312
1996-12-24,79.23515319824219
1996-12-25,79.23515319824219
1996-12-26,83.1711654663086
1996-12-27,83.1711654663086
1996-12-30,83.1711654663086
1996-12-31,84.34828186035156
1997-01-01,88.57858276367188
1997-01-02,86.81288146972656
1997-01-03,84.60576629638672
1997-01-06,84.56898498535156
1997-01-07,82.50902557373047
1997-01-08,81.84689331054688
1997-01-09,81.51583099365234
1997-01-10,81.3319320678711
1997-01-13,79.7501449584961
1997-01-14,75.85094451904297
1997-01-15,77.94766235351562
1997-01-16,74.19558715820312
1997-01-17,71.28955841064453
1997-01-20,68.86174774169922
1997-01-21,65.55107879638672
1997-01-22,68.86174774169922
1997-01-23,68.86174774169922
1997-01-24,68.45712280273438
1997-01-27,70.48028564453125
1997-01-28,71.03206634521484
1997-01-29,70.22279357910156
1997-01-30,68.86174774169922
1997-01-31,66.98570251464844
1997-02-03,65.5143051147461
1997-02-04,65.66143035888672
1997-02-05,67.02249145507812
1997-02-06,67.3167724609375
1997-02-07,67.46392822265625
1997-02-10,66.94890594482422
1997-02-11,66.50749969482422
1997-02-12,66.80178833007812
1997-02-13,66.94890594482422
1997-02-14,66.83854675292969
1997-02-17,66.17642211914062
1997-02-18,65.40394592285156
1997-02-19,64.30038452148438
1997-02-20,63.78540802001953
1997-02-21,63.160037994384766
1997-02-24,61.467933654785156
1997-02-25,61.79899215698242
1997-02-26,62.75541687011719
1997-02-27,64.77860260009766
1997-02-28,67.05928039550781
1997-03-03,73.9748764038086
1997-03-04,74.74736785888672
1997-03-05,75.77735900878906
1997-03-06,74.19558715820312
1997-03-07,74.19558715820312
1997-03-10,72.35633087158203
1997-03-11,68.824951171875
1997-03-12,65.80859375
1997-03-13,65.77178955078125
1997-03-14,64.96255493164062
1997-03-17,64.88896179199219
1997-03-18,64.07968139648438
1997-03-19,64.44754028320312
1997-03-20,64.48430633544922
1997-03-21,64.55789184570312
1997-03-24,64.55789184570312
1997-03-25,64.48430633544922
1997-03-26,64.63145446777344
1997-03-27,64.04290008544922
1997-03-28,64.04290008544922
1997-03-31,60.842594146728516
1997-04-01,59.37118911743164
1997-04-02,62.31401443481445
1997-04-03,63.78540802001953
1997-04-04,63.23360824584961
1997-04-07,62.3875617980957
1997-04-08,62.3875617980957
1997-04-09,64.37396240234375
1997-04-10,62.64505386352539
1997-04-11,62.24041748046875
1997-04-14,62.24041748046875
1997-04-15,61.65186309814453
1997-04-16,61.65186309814453
1997-04-17,62.2772102355957
1997-04-18,62.2772102355957
1997-04-21,61.504730224609375
1997-04-22,61.467933654785156
1997-04-23,61.762210845947266
1997-04-24,60.03331756591797
1997-04-25,60.69544219970703
1997-04-28,59.66547775268555
1997-04-29,60.106895446777344
1997-04-30,60.76902389526367
1997-05-01,60.76902389526367
1997-05-02,59.481536865234375
1997-05-05,59.591896057128906
1997-05-06,59.591896057128906
1997-05-07,57.752628326416016
1997-05-08,59.003334045410156
1997-05-09,56.06052017211914
1997-05-12,53.26486587524414
1997-05-13,51.388824462890625
1997-05-14,51.6830940246582
1997-05-15,51.535953521728516
1997-05-16,52.124515533447266
1997-05-19,51.388824462890625
1997-05-20,50.46917724609375
1997-05-21,51.42560577392578
1997-05-22,51.57274627685547
1997-05-23,51.57274627685547
1997-05-26,50.80025100708008
1997-05-27,50.322052001953125
1997-05-28,50.35882568359375
1997-05-29,47.89423370361328
1997-05-30,49.14493179321289
1997-06-02,51.20488739013672
1997-06-03,48.66671371459961
1997-06-04,46.23889923095703
1997-06-05,43.95821762084961
1997-06-06,43.77428436279297
1997-06-09,45.09856033325195
1997-06-10,45.28247833251953
1997-06-11,46.60675048828125
1997-06-12,48.961002349853516
1997-06-13,51.42560577392578
1997-06-16,50.43240737915039
1997-06-17,52.014156341552734
1997-06-18,52.676292419433594
1997-06-19,52.27164840698242
1997-06-20,52.05095291137695
1997-06-23,50.17490768432617
1997-06-24,48.26206970214844
1997-06-25,48.99777603149414
1997-06-26,49.73348617553711
1997-06-27,48.99777603149414
1997-06-30,48.66671371459961
1997-07-01,48.92420959472656
1997-07-02,49.40241241455078
1997-07-03,49.255279541015625
1997-07-04,49.439205169677734
1997-07-07,50.28525924682617
1997-07-08,52.823448181152344
1997-07-09,55.47196960449219
1997-07-10,58.26765060424805
1997-07-11,58.892982482910156
1997-07-14,55.950164794921875
1997-07-15,55.58232116699219
1997-07-16,56.685874938964844
1997-07-17,56.906585693359375
1997-07-18,56.906585693359375
1997-07-21,57.01693344116211
1997-07-22,57.826210021972656
1997-07-23,60.73223114013672
1997-07-24,62.203643798828125
1997-07-25,62.3875617980957
1997-07-28,62.01971435546875
1997-07-29,64.00611877441406
1997-07-30,65.7350082397461
1997-07-31,65.99250793457031
1997-08-01,65.9189453125
1997-08-04,67.24320220947266
1997-08-05,70.6274185180664
1997-08-06,73.45989990234375
1997-08-07,70.55386352539062
1997-08-08,69.48709106445312
1997-08-11,69.2663803100586
1997-08-12,67.90531921386719
1997-08-13,67.20643615722656
1997-08-14,66.13963317871094
1997-08-15,66.13963317871094
1997-08-18,64.85216522216797
1997-08-19,62.68183898925781
1997-08-20,62.31401443481445
1997-08-21,62.424346923828125
1997-08-22,60.36438751220703
1997-08-25,58.892982482910156
1997-08-26,58.07345962524414
1997-08-27,55.9501838684082
1997-08-28,53.268157958984375
1997-08-29,53.93867492675781
1997-09-01,53.603416442871094
1997-09-02,51.927146911621094
1997-09-03,54.08766555786133
1997-09-04,53.04464340209961
1997-09-05,52.56040573120117
1997-09-08,53.34265899658203
1997-09-09,54.79542541503906
1997-09-10,56.09918975830078
1997-09-11,60.04774475097656
1997-09-12,59.414485931396484
1997-09-15,57.92445755004883
1997-09-16,54.31117630004883
1997-09-17,54.49742889404297
1997-09-18,54.90717315673828
1997-09-19,53.23090744018555
1997-09-22,52.821144104003906
1997-09-23,51.182125091552734
1997-09-24,52.78390121459961
1997-09-25,52.37415313720703
1997-09-26,52.225154876708984
1997-09-29,51.33112335205078
1997-09-30,50.43711471557617
1997-10-01,52.895660400390625
1997-10-02,52.895660400390625
1997-10-03,52.895660400390625
1997-10-06,52.895660400390625
1997-10-07,52.895660400390625
1997-10-08,52.895660400390625
1997-10-09,51.6291389465332
1997-10-10,51.33112335205078
1997-10-13,51.219390869140625
1997-10-14,49.990116119384766
1997-10-15,49.31960678100586
1997-10-16,48.90985107421875
1997-10-17,48.38833999633789
1997-10-20,51.778141021728516
1997-10-21,49.39410400390625
1997-10-22,49.2823600769043
1997-10-23,48.38833999633789
1997-10-24,47.01007843017578
1997-10-27,47.233577728271484
1997-10-28,44.10455322265625
1997-10-29,47.19633483886719
1997-10-30,47.86683654785156
1997-10-31,47.86683654785156
1997-11-03,47.27083206176758
1997-11-04,46.153316497802734
1997-11-05,46.749332427978516
1997-11-06,45.59456253051758
1997-11-07,46.041568756103516
1997-11-10,46.11606216430664
1997-11-11,46.00431823730469
1997-11-12,45.520057678222656
1997-11-13,43.9927978515625
1997-11-14,43.9927978515625
1997-11-17,44.03004837036133
1997-11-18,41.310760498046875
1997-11-19,43.76929473876953
1997-11-20,41.199012756347656
1997-11-21,40.640254974365234
1997-11-24,38.55422592163086
1997-11-25,38.40522766113281
1997-11-26,39.82073974609375
1997-11-27,40.938255310058594
1997-11-28,39.07572555541992
1997-12-01,39.89523696899414
1997-12-02,39.522735595703125
1997-12-03,40.45399475097656
1997-12-04,38.81498336791992
1997-12-05,39.07572555541992
1997-12-08,38.36796569824219
1997-12-09,38.06997299194336
1997-12-10,38.181724548339844
1997-12-11,38.36796569824219
1997-12-12,38.81498336791992
1997-12-15,37.77197265625
1997-12-16,39.038490295410156
1997-12-17,39.70899200439453
1997-12-18,39.74624252319336
1997-12-19,40.826499938964844
1997-12-22,41.90676498413086
1997-12-23,41.90676498413086
1997-12-24,42.3165168762207
1997-12-25,42.3165168762207
1997-12-26,43.32228469848633
1997-12-29,46.37681579589844
1997-12-30,46.041568756103516
1997-12-31,46.71208572387695
1998-01-01,48.35110092163086
1998-01-02,50.62336730957031
1998-01-05,51.703636169433594
1998-01-06,51.25664138793945
1998-01-07,52.15064239501953
1998-01-08,48.90985107421875
1998-01-09,46.45132064819336
1998-01-12,44.06729507446289
1998-01-13,44.06729507446289
1998-01-14,44.849552154541016
1998-01-15,44.14179992675781
1998-01-16,44.328041076660156
1998-01-19,44.849552154541016
1998-01-20,44.77505111694336
1998-01-21,45.07305145263672
1998-01-22,44.328041076660156
1998-01-23,43.173282623291016
1998-01-26,43.173282623291016
1998-01-27,42.01851272583008
1998-01-28,42.3537712097168
1998-01-29,42.87527084350586
1998-01-30,43.43404006958008
1998-02-02,44.03004837036133
1998-02-03,42.61452865600586
1998-02-04,42.577274322509766
1998-02-05,42.3537712097168
1998-02-06,41.90676498413086
1998-02-09,41.981266021728516
1998-02-10,40.6775016784668
1998-02-11,41.012760162353516
1998-02-12,40.901004791259766
1998-02-13,41.608760833740234
1998-02-16,41.608760833740234
1998-02-17,42.279273986816406
1998-02-18,42.242027282714844
1998-02-19,42.46552276611328
1998-02-20,42.46552276611328
1998-02-23,43.061527252197266
1998-02-24,42.46552276611328
1998-02-25,43.210533142089844
1998-02-26,42.13026809692383
1998-02-27,42.540016174316406
1998-03-02,46.48857498168945
1998-03-03,45.48280715942383
1998-03-04,50.06461715698242
1998-03-05,50.58612060546875
1998-03-06,55.465938568115234
1998-03-09,56.806949615478516
1998-03-10,53.78966522216797
1998-03-11,54.27391815185547
1998-03-12,55.39142990112305
1998-03-13,55.39142990112305
1998-03-16,56.881446838378906
1998-03-17,55.80119323730469
1998-03-18,57.25395584106445
1998-03-19,56.09918975830078
1998-03-20,56.173702239990234
1998-03-23,55.91294860839844
1998-03-24,59.377235412597656
1998-03-25,61.686767578125
1998-03-26,59.302730560302734
1998-03-27,59.600730895996094
1998-03-30,57.589202880859375
1998-03-31,55.05619430541992
1998-04-01,56.76969528198242
1998-04-02,57.738216400146484
1998-04-03,63.51202392578125
1998-04-06,68.76435089111328
1998-04-07,68.80160522460938
1998-04-08,68.80160522460938
1998-04-09,75.69293212890625
1998-04-10,86.01130676269531
1998-04-13,86.04856872558594
1998-04-14,86.04856872558594
1998-04-15,94.6534194946289
1998-04-16,85.22905731201172
1998-04-17,90.70487976074219
1998-04-20,89.40111541748047
1998-04-21,91.3753662109375
1998-04-22,89.28934478759766
1998-04-23,84.78203582763672
1998-04-24,86.60731506347656
1998-04-27,83.06852722167969
1998-04-28,76.73593139648438
1998-04-29,78.0396957397461
1998-04-30,80.83348083496094
1998-05-01,80.83348083496094
1998-05-04,88.9168472290039
1998-05-05,95.84545135498047
1998-05-06,93.16339874267578
1998-05-07,93.16339874267578
1998-05-08,102.10350036621094
1998-05-11,100.94873809814453
1998-05-12,93.98291015625
1998-05-13,89.02861785888672
1998-05-14,97.93145751953125
1998-05-15,106.20105743408203
1998-05-18,106.49905395507812
1998-05-19,106.3873291015625
1998-05-20,105.9403305053711
1998-05-21,97.52169799804688
1998-05-22,107.28131866455078
1998-05-25,112.43833923339844
1998-05-26,113.07828521728516
1998-05-27,116.72960662841797
1998-05-28,114.32051086425781
1998-05-29,113.49235534667969
1998-06-01,110.97029113769531
1998-06-02,106.79199981689453
1998-06-03,101.1832275390625
1998-06-04,99.60224914550781
1998-06-05,91.62200164794922
1998-06-08,83.90528869628906
1998-06-09,86.61553955078125
1998-06-10,78.0707015991211
1998-06-11,75.77449035644531
1998-06-12,77.76956939697266
1998-06-15,70.01517486572266
1998-06-16,67.00376892089844
1998-06-17,73.36536407470703
1998-06-18,69.71404266357422
1998-06-19,64.444091796875
1998-06-22,58.64712905883789
1998-06-23,59.58820343017578
1998-06-24,57.89425277709961
1998-06-25,59.58820343017578
1998-06-26,60.378692626953125
1998-06-29,66.36385345458984
1998-06-30,60.002262115478516
1998-07-01,57.8189811706543
1998-07-02,56.42621612548828
1998-07-03,50.892757415771484
1998-07-06,51.30683135986328
1998-07-07,53.67830276489258
1998-07-08,53.56538772583008
1998-07-09,52.81254196166992
1998-07-10,53.03837966918945
1998-07-13,52.323184967041016
1998-07-14,51.41974639892578
1998-07-15,51.98439407348633
1998-07-16,52.58668518066406
1998-07-17,52.09730529785156
1998-07-20,53.56538772583008
1998-07-21,54.092376708984375
1998-07-22,53.67830276489258
1998-07-23,49.38704299926758
1998-07-24,45.886287689208984
1998-07-27,42.799598693847656
1998-07-28,43.02546310424805
1998-07-29,42.23496627807617
1998-07-30,41.5197639465332
1998-07-31,41.293907165527344
1998-08-03,38.54598617553711
1998-08-04,38.58362579345703
1998-08-05,41.5197639465332
1998-08-06,44.380584716796875
1998-08-07,47.956634521484375
1998-08-10,51.796180725097656
1998-08-11,47.65550231933594
1998-08-12,47.241432189941406
1998-08-13,47.843711853027344
1998-08-14,46.52622604370117
1998-08-17,46.18743133544922
1998-08-18,43.92887878417969
1998-08-19,44.71937942504883
1998-08-20,45.058162689208984
1998-08-21,44.15473556518555
1998-08-24,44.34293746948242
1998-08-25,42.6490364074707
1998-08-26,42.6490364074707
1998-08-27,43.477176666259766
1998-08-28,41.293907165527344
1998-08-31,41.18097686767578
1998-09-01,38.65891647338867
1998-09-02,36.58857345581055
1998-09-03,36.24979019165039
1998-09-04,37.002647399902344
1998-09-07,37.34143829345703
1998-09-08,38.99770736694336
1998-09-09,39.26120376586914
1998-09-10,39.71290588378906
1998-09-11,39.37412643432617
1998-09-14,42.536102294921875
1998-09-15,42.799598693847656
1998-09-16,41.406829833984375
1998-09-17,41.482112884521484
1998-09-18,40.99276351928711
1998-09-21,42.310245513916016
1998-09-22,41.557403564453125
1998-09-23,42.3478889465332
1998-09-24,42.76195526123047
1998-09-25,41.8585319519043
1998-09-28,40.202266693115234
1998-09-29,37.07792663574219
1998-09-30,38.3577880859375
1998-10-01,38.3577880859375
1998-10-02,38.3577880859375
1998-10-05,35.760440826416016
1998-10-06,33.01253128051758
1998-10-07,34.4805908203125
1998-10-08,33.80303192138672
1998-10-09,34.29239273071289
1998-10-12,35.08287048339844
1998-10-13,37.64257049560547
1998-10-14,40.57869338989258
1998-10-15,38.88478469848633
1998-10-16,39.44941711425781
1998-10-19,40.54104995727539
1998-10-20,40.089332580566406
1998-10-21,40.089332580566406
1998-10-22,41.5197639465332
1998-10-23,43.02546310424805
1998-10-26,46.48857116699219
1998-10-27,46.97793197631836
1998-10-28,47.99427795410156
1998-10-29,50.36575698852539
1998-10-30,52.36082077026367
1998-11-02,50.25283432006836
1998-11-03,48.86005783081055
1998-11-04,48.86005783081055
1998-11-05,52.69960021972656
1998-11-06,53.86653137207031
1998-11-09,58.00718688964844
1998-11-10,59.51291275024414
1998-11-11,57.59312057495117
1998-11-12,57.93191146850586
1998-11-13,56.5767822265625
1998-11-16,55.78628158569336
1998-11-17,58.157779693603516
1998-11-18,59.09883499145508
1998-11-19,57.25434494018555
1998-11-20,57.59312057495117
1998-11-23,56.2756462097168
1998-11-24,54.50645446777344
1998-11-25,54.50645446777344
1998-11-26,53.79123306274414
1998-11-27,54.9205207824707
1998-11-30,57.66840362548828
1998-12-01,57.14141845703125
1998-12-02,57.40491485595703
1998-12-03,56.5767822265625
1998-12-04,56.840274810791016
1998-12-07,61.395050048828125
1998-12-08,61.09387969970703
1998-12-09,59.926971435546875
1998-12-10,59.663482666015625
1998-12-11,61.658531188964844
1998-12-14,63.126583099365234
1998-12-15,63.61595153808594
1998-12-16,67.304931640625
1998-12-17,62.637237548828125
1998-12-18,63.50301742553711
1998-12-21,67.2296371459961
1998-12-22,64.0676498413086
1998-12-23,62.11023712158203
1998-12-24,60.98097229003906
1998-12-25,60.98097229003906
1998-12-28,62.486663818359375
1998-12-29,61.432682037353516
1998-12-30,63.239524841308594
1998-12-31,65.15929412841797
1999-01-01,70.39160919189453
1999-01-04,69.52583312988281
1999-01-05,69.2623291015625
1999-01-06,66.28857421875
1999-01-07,65.0463638305664
1999-01-08,67.19197845458984
1999-01-11,64.444091796875
1999-01-12,61.8090934753418
1999-01-13,61.62089157104492
1999-01-14,58.609474182128906
1999-01-15,54.20530319213867
1999-01-18,51.94675064086914
1999-01-19,50.51632308959961
1999-01-20,50.51632308959961
1999-01-21,54.581722259521484
1999-01-22,52.247886657714844
1999-01-25,52.022029876708984
1999-01-26,52.022029876708984
1999-01-27,55.44751739501953
1999-01-28,52.77489471435547
1999-01-29,54.20530319213867
1999-02-01,53.113670349121094
1999-02-02,51.68324661254883
1999-02-03,53.45245361328125
1999-02-04,52.022029876708984
1999-02-05,49.38704299926758
1999-02-08,49.311763763427734
1999-02-09,50.064613342285156
1999-02-10,51.94675064086914
1999-02-11,56.12507247924805
1999-02-12,60.6422004699707
1999-02-15,55.82394027709961
1999-02-16,57.216712951660156
1999-02-17,60.67982864379883
1999-02-18,59.09883499145508
1999-02-19,58.722408294677734
1999-02-22,56.38856887817383
1999-02-23,56.38856887817383
1999-02-24,57.59312057495117
1999-02-25,56.72734451293945
1999-02-26,54.95815658569336
1999-03-01,54.54408264160156
1999-03-02,54.54408264160156
1999-03-03,55.14636993408203
1999-03-04,53.75359344482422
1999-03-05,52.69960021972656
1999-03-08,53.60301208496094
1999-03-09,51.94675064086914
1999-03-10,51.64560317993164
1999-03-11,50.3281135559082
1999-03-12,48.33306884765625
1999-03-15,48.55891418457031
1999-03-16,46.67679214477539
1999-03-17,50.4410514831543
1999-03-18,54.50645446777344
1999-03-19,51.94675064086914
1999-03-22,56.087440490722656
1999-03-23,60.60453796386719
1999-03-24,58.345985412597656
1999-03-25,58.53419876098633
1999-03-26,57.216712951660156
1999-03-29,57.216712951660156
1999-03-30,58.64712905883789
1999-03-31,56.53914260864258
1999-04-01,54.20530319213867
1999-04-02,54.20530319213867
1999-04-05,49.876407623291016
1999-04-06,50.81748962402344
1999-04-07,49.010623931884766
1999-04-08,49.23648452758789
1999-04-09,47.241432189941406
1999-04-12,48.182498931884766
1999-04-13,47.69314193725586
1999-04-14,47.69314193725586
1999-04-15,45.547508239746094
1999-04-16,49.19884490966797
1999-04-19,46.86499786376953
1999-04-20,47.128501892089844
1999-04-21,46.450927734375
1999-04-22,45.50987243652344
1999-04-23,43.2889518737793
1999-04-26,39.82583999633789
1999-04-27,39.82583999633789
1999-04-28,43.02546310424805
1999-04-29,44.380584716796875
1999-04-30,45.923927307128906
1999-05-03,44.49352264404297
1999-05-04,48.06956481933594
1999-05-05,49.876407623291016
1999-05-06,53.86653137207031
1999-05-07,54.39352035522461
1999-05-10,58.76004409790039
1999-05-11,63.465370178222656
1999-05-12,63.05130386352539
1999-05-13,68.09541320800781
1999-05-14,73.5535888671875
1999-05-17,74.3817138671875
1999-05-18,80.32923889160156
1999-05-19,86.76612091064453
1999-05-20,79.83989715576172
1999-05-21,76.715576171875
1999-05-24,74.15585327148438
1999-05-25,74.53229522705078
1999-05-26,70.01517486572266
1999-05-27,65.00872039794922
1999-05-28,63.61595153808594
1999-05-31,68.7353286743164
1999-06-01,70.76803588867188
1999-06-02,74.83342742919922
1999-06-03,80.81861114501953
1999-06-04,80.93153381347656
1999-06-07,78.10834503173828
1999-06-08,81.30793762207031
1999-06-09,82.22842407226562
1999-06-10,80.27242279052734
1999-06-11,77.58775329589844
1999-06-14,74.59620666503906
1999-06-15,72.5634994506836
1999-06-16,71.681396484375
1999-06-17,72.83197784423828
1999-06-18,72.25666809082031
1999-06-21,73.67574310302734
1999-06-22,72.98539733886719
1999-06-23,71.1061019897461
1999-06-24,68.45974731445312
1999-06-25,65.0463638305664
1999-06-28,66.3886947631836
1999-06-29,63.55059814453125
1999-06-30,62.783531188964844
1999-07-01,60.52072525024414
1999-07-02,62.97531509399414
1999-07-05,63.972469329833984
1999-07-06,67.00236511230469
1999-07-07,69.34188079833984
1999-07-08,68.72823333740234
1999-07-09,69.18846130371094
1999-07-12,74.74961853027344
1999-07-13,76.05361938476562
1999-07-14,78.46983337402344
1999-07-15,74.9030532836914
1999-07-16,72.21833038330078
1999-07-19,72.60186004638672
1999-07-20,69.64871978759766
1999-07-21,74.82633972167969
1999-07-22,71.14445495605469
1999-07-23,66.77225494384766
1999-07-26,62.47671890258789
1999-07-27,63.55059814453125
1999-07-28,63.12871170043945
