Date,RBA
2024-08-16,107.2300033569336
2024-08-19,106.3499984741211
2024-08-20,106.41999816894531
2024-08-21,109.01000213623047
2024-08-22,109.12000274658203
2024-08-23,111.80999755859375
2024-08-26,111.18000030517578
2024-08-27,112.05000305175781
2024-08-28,112.16000366210938
2024-08-29,110.1500015258789
2024-08-30,109.94000244140625
2024-09-02,108.51000213623047
2024-09-03,108.06999969482422
2024-09-04,105.62999725341797
2024-09-05,109.91000366210938
2024-09-06,108.12999725341797
2024-09-09,106.76000213623047
2024-09-10,106.68000030517578
2024-09-11,105.08999633789062
2024-09-12,104.4000015258789
2024-09-13,104.48999786376953
2024-09-16,105.73999786376953
2024-09-17,104.05999755859375
2024-09-18,108.30999755859375
2024-09-19,107.06999969482422
2024-09-20,107.75
2024-09-23,112.98999786376953
2024-09-24,112.20999908447266
2024-09-25,113.19000244140625
2024-09-26,112.62000274658203
2024-09-27,111.4800033569336
2024-09-30,110.81999969482422
2024-10-01,110.0
2024-10-03,109.72000122070312
2024-10-04,110.16000366210938
2024-10-07,106.01000213623047
2024-10-08,106.61000061035156
2024-10-09,106.0
2024-10-10,106.66000366210938
2024-10-11,106.94999694824219
2024-10-14,105.79000091552734
2024-10-15,105.45999908447266
2024-10-16,105.12999725341797
2024-10-17,104.0199966430664
2024-10-18,102.9800033569336
2024-10-21,99.13999938964844
2024-10-22,96.13999938964844
2024-10-23,96.45999908447266
2024-10-24,96.69999694824219
2024-10-25,94.06999969482422
2024-10-28,95.33999633789062
2024-10-29,92.41999816894531
2024-10-30,91.13999938964844
2024-10-31,90.63999938964844
2024-11-01,91.80000305175781
2024-11-04,91.33999633789062
2024-11-05,91.08999633789062
2024-11-06,93.05000305175781
2024-11-07,92.4800033569336
2024-11-08,90.86000061035156
2024-11-11,89.19999694824219
2024-11-12,88.0
2024-11-13,84.70999908447266
2024-11-14,85.2300033569336
2024-11-18,81.37999725341797
2024-11-19,78.81999969482422
2024-11-21,79.94000244140625
2024-11-22,79.18000030517578
2024-11-25,81.26000213623047
2024-11-26,85.4000015258789
2024-11-27,84.93000030517578
2024-11-28,85.43000030517578
