Date,IGL
2004-04-19,6.049745559692383
2004-04-20,5.965109348297119
2004-04-21,6.134380340576172
2004-04-22,6.117454528808594
2004-04-23,6.124224662780762
2004-04-27,5.711205005645752
2004-04-28,5.653652191162109
2004-04-29,5.714589595794678
2004-04-30,5.704432010650635
2004-05-03,5.470837593078613
2004-05-04,5.640109539031982
2004-05-05,5.6841206550598145
2004-05-06,5.761985778808594
2004-05-07,5.978651523590088
2004-05-10,5.822922706604004
2004-05-11,5.555473327636719
2004-05-12,5.596099853515625
2004-05-13,5.460681915283203
2004-05-14,4.841150283813477
2004-05-17,4.0421905517578125
2004-05-18,4.6041717529296875
2004-05-19,4.919013977050781
2004-05-20,4.956254959106445
2004-05-21,4.861462116241455
2004-05-24,4.935943126678467
2004-05-25,4.946098804473877
2004-05-26,4.949483871459961
2004-05-27,4.885161399841309
2004-05-28,4.614328384399414
2004-05-31,4.4416704177856445
2004-06-01,4.526305675506592
2004-06-02,4.55677604675293
2004-06-03,4.5432329177856445
2004-06-04,4.489068031311035
2004-06-07,4.5059943199157715
2004-06-08,4.434900283813477
2004-06-09,4.461984634399414
2004-06-10,4.489068031311035
2004-06-11,4.394275188446045
2004-06-14,4.214846611022949
2004-06-15,4.245316505432129
2004-06-16,4.2960991859436035
2004-06-17,4.238546848297119
2004-06-18,4.214846611022949
2004-06-21,4.0828166007995605
2004-06-22,3.967712640762329
2004-06-23,3.839066982269287
2004-06-24,3.8187546730041504
2004-06-25,3.916930913925171
2004-06-28,3.9846396446228027
2004-06-29,3.9541707038879395
2004-06-30,4.052347660064697
2004-07-01,4.309638977050781
2004-07-02,4.55677604675293
2004-07-05,4.550003528594971
2004-07-06,4.51953649520874
2004-07-07,4.5432329177856445
2004-07-08,4.265631198883057
2004-07-09,4.329951286315918
2004-07-12,4.37057638168335
2004-07-13,4.309638977050781
2004-07-14,4.279170989990234
2004-07-15,4.367190837860107
2004-07-16,4.590628623962402
2004-07-19,4.726046085357666
2004-07-20,4.8140668869018555
2004-07-21,4.875004291534424
2004-07-22,4.908857822418213
2004-07-23,5.040891647338867
2004-07-26,4.946098804473877
2004-07-27,4.851306438446045
2004-07-28,4.766670227050781
2004-07-29,4.803910732269287
2004-07-30,4.919013977050781
2004-08-02,4.861462116241455
2004-08-03,4.766670227050781
2004-08-04,4.736202239990234
2004-08-05,4.77005672454834
2004-08-06,4.749743461608887
2004-08-09,4.871618747711182
2004-08-10,4.793754577636719
2004-08-11,4.654952526092529
2004-08-12,4.6041717529296875
2004-08-13,4.56693172454834
2004-08-16,4.533078193664551
2004-08-17,4.610942363739014
2004-08-18,4.587244987487793
2004-08-19,4.614328384399414
2004-08-20,4.6177144050598145
2004-08-23,4.5059943199157715
2004-08-24,4.610942363739014
2004-08-25,4.570316314697266
2004-08-26,4.6041717529296875
2004-08-27,4.83437967300415
2004-08-30,5.101827621459961
2004-08-31,5.101827621459961
2004-09-01,5.078129768371582
2004-09-02,4.983339786529541
2004-09-03,4.986724376678467
2004-09-06,5.1085991859436035
2004-09-07,5.244014263153076
2004-09-08,5.1627655029296875
2004-09-09,5.128911018371582
2004-09-10,5.122140407562256
2004-09-13,5.1661505699157715
2004-09-14,5.183416843414307
2004-09-15,5.200684070587158
2004-09-16,5.283563137054443
2004-09-17,5.224857330322266
2004-09-20,5.197229862213135
2004-09-21,5.23521614074707
2004-09-22,5.23521614074707
2004-09-23,5.186870098114014
2004-09-24,5.15579080581665
2004-09-27,5.159244060516357
2004-09-28,5.131618022918701
2004-09-29,5.1039910316467285
2004-09-30,5.1247100830078125
2004-10-01,5.197229862213135
2004-10-04,5.387162685394287
2004-10-05,5.604720592498779
2004-10-06,5.632348537445068
2004-10-07,5.55982780456543
2004-10-08,5.521842002868652
2004-10-11,5.421694755554199
2004-10-12,5.321549892425537
2004-10-14,5.242123603820801
2004-10-15,5.26629638671875
2004-10-18,5.3042826652526855
2004-10-19,5.2801103591918945
2004-10-20,5.200684070587158
2004-10-21,5.190323829650879
2004-10-22,5.190323829650879
2004-10-25,4.99003267288208
2004-10-26,5.024565696716309
2004-10-27,5.145431041717529
2004-10-28,5.107443809509277
2004-10-29,5.045284748077393
2004-11-01,5.090177536010742
2004-11-02,5.052191734313965
2004-11-03,5.066005229949951
2004-11-04,5.066005229949951
2004-11-05,5.262843132019043
2004-11-08,5.183416843414307
2004-11-09,5.097084999084473
2004-11-10,5.141978740692139
2004-11-11,5.1247100830078125
2004-11-12,5.1247100830078125
2004-11-15,5.1247100830078125
2004-11-16,5.093631267547607
2004-11-17,5.110897541046143
2004-11-18,5.152338027954102
2004-11-19,5.145431041717529
2004-11-22,5.249030590057373
2004-11-23,5.273202896118164
2004-11-24,5.435508728027344
2004-11-25,5.255937099456787
2004-11-26,5.255937099456787
2004-11-29,5.314642906188965
2004-11-30,5.297377109527588
2004-12-01,5.335361480712891
2004-12-02,5.456228256225586
2004-12-03,5.528748035430908
2004-12-06,5.494215488433838
2004-12-07,5.532202243804932
2004-12-08,5.4527764320373535
2004-12-09,5.525294780731201
2004-12-10,5.483855724334717
2004-12-13,5.490761756896973
2004-12-14,5.5425615310668945
2004-12-15,5.528748035430908
2004-12-16,5.525294780731201
2004-12-17,5.653067111968994
2004-12-20,5.7601189613342285
2004-12-21,5.694507122039795
2004-12-22,5.601267337799072
2004-12-23,5.570187568664551
2004-12-24,5.618535041809082
2004-12-27,5.7601189613342285
2004-12-28,5.722133159637451
2004-12-29,5.718678951263428
2004-12-30,6.00184965133667
2004-12-31,6.302290916442871
2005-01-03,7.479870796203613
2005-01-04,7.500586986541748
2005-01-05,6.979138374328613
2005-01-06,6.954963684082031
2005-01-07,7.303748607635498
2005-01-10,6.968776702880859
2005-01-11,6.647620677947998
2005-01-12,6.295382976531982
2005-01-13,6.944606304168701
2005-01-14,6.93424654006958
2005-01-17,6.968776702880859
2005-01-18,6.986043930053711
2005-01-19,6.737406253814697
2005-01-20,6.606181621551514
2005-01-24,6.595821380615234
2005-01-25,6.633807182312012
2005-01-27,6.630354404449463
2005-01-28,6.647620677947998
2005-01-31,6.751219272613525
2005-02-01,6.716686248779297
2005-02-02,6.644166469573975
2005-02-03,6.882445812225342
2005-02-04,6.813379287719727
2005-02-07,6.823737144470215
2005-02-08,7.245042324066162
2005-02-09,7.455694198608398
2005-02-10,7.2174177169799805
2005-02-11,7.120723247528076
2005-02-14,7.058563709259033
2005-02-15,6.965325355529785
2005-02-16,6.837551593780518
2005-02-17,6.785752296447754
2005-02-18,6.8686323165893555
2005-02-21,6.951512336730957
2005-02-22,6.961872100830078
2005-02-23,7.2554030418396
2005-02-24,7.300295352935791
2005-02-25,7.055111885070801
2005-02-28,7.079284191131592
2005-03-01,7.082736968994141
2005-03-02,7.096551418304443
2005-03-03,7.09309720993042
2005-03-04,7.110363960266113
2005-03-07,7.231230735778809
2005-03-08,7.234683036804199
2005-03-09,7.10690975189209
2005-03-10,7.359003067016602
2005-03-11,7.331376075744629
2005-03-14,7.2554030418396
2005-03-15,7.251949787139893
2005-03-16,7.251949787139893
2005-03-17,7.175976753234863
2005-03-18,7.124177932739258
2005-03-21,7.127628803253174
2005-03-22,6.713233470916748
2005-03-23,6.488768577575684
2005-03-24,6.533660411834717
2005-03-28,6.675245761871338
2005-03-29,6.4300618171691895
2005-03-30,6.689060688018799
2005-03-31,6.713233470916748
2005-04-01,6.885898590087891
2005-04-04,7.151803970336914
2005-04-05,7.155256271362305
2005-04-06,7.058563709259033
2005-04-07,6.93424654006958
2005-04-08,6.896258354187012
2005-04-11,6.916980266571045
2005-04-12,6.903165817260742
2005-04-13,6.885898590087891
2005-04-15,6.747766971588135
2005-04-18,6.602726459503174
2005-04-19,6.716686248779297
2005-04-20,6.644166469573975
2005-04-21,6.6787004470825195
2005-04-22,6.775393486022949
2005-04-25,6.761579513549805
2005-04-26,6.8444600105285645
2005-04-27,6.837551593780518
2005-04-28,6.837551593780518
2005-04-29,6.73395299911499
2005-05-02,6.771939754486084
2005-05-03,6.692512512207031
2005-05-04,6.716686248779297
2005-05-05,6.730501174926758
2005-05-06,6.737406253814697
2005-05-09,6.979138374328613
2005-05-10,6.996404647827148
2005-05-11,6.98949670791626
2005-05-12,7.141443729400635
2005-05-13,7.117271423339844
2005-05-16,7.006764888763428
2005-05-17,7.013672351837158
2005-05-18,6.954963684082031
2005-05-19,6.948057651519775
2005-05-20,6.979138374328613
2005-05-23,6.98949670791626
2005-05-24,7.003310680389404
2005-05-25,7.041296482086182
2005-05-26,7.141443729400635
2005-05-27,7.169070720672607
2005-05-30,7.0343918800354
2005-05-31,6.923884391784668
2005-06-01,6.920432090759277
2005-06-02,6.8444600105285645
2005-06-03,6.923884391784668
2005-06-06,6.906620502471924
2005-06-07,6.9376983642578125
2005-06-08,6.923884391784668
2005-06-09,6.954963684082031
2005-06-10,6.920432090759277
2005-06-13,6.923884391784668
2005-06-14,6.916980266571045
2005-06-15,7.0240325927734375
2005-06-16,6.799566745758057
2005-06-17,6.82719087600708
2005-06-20,6.768486022949219
2005-06-21,6.830644607543945
2005-06-22,6.882445812225342
2005-06-23,6.8340983390808105
2005-06-24,6.6959662437438965
2005-06-27,6.799566745758057
2005-06-28,6.98949670791626
2005-06-29,6.916980266571045
2005-06-30,6.903165817260742
2005-07-01,6.98949670791626
2005-07-04,6.9100728034973145
2005-07-05,6.896258354187012
2005-07-06,6.906620502471924
2005-07-07,6.8444600105285645
2005-07-08,6.799566745758057
2005-07-11,6.8686323165893555
2005-07-12,6.792658805847168
2005-07-13,6.841004371643066
2005-07-14,6.903165817260742
2005-07-15,6.8686323165893555
2005-07-18,7.31065559387207
2005-07-19,7.327922821044922
2005-07-20,7.486774921417236
2005-07-21,7.251949787139893
2005-07-22,7.227777004241943
2005-07-25,7.327922821044922
2005-07-26,7.75268030166626
2005-07-27,7.57656192779541
2005-07-28,6.841004371643066
2005-07-29,7.445333480834961
2005-08-01,7.403893947601318
2005-08-02,7.731956958770752
2005-08-03,7.6110944747924805
2005-08-04,7.583468437194824
2005-08-05,7.5731072425842285
2005-08-08,7.434974193572998
2005-08-09,7.359003067016602
2005-08-10,7.441879749298096
2005-08-11,7.507495403289795
2005-08-12,7.472962379455566
2005-08-16,7.57656192779541
2005-08-17,7.638721466064453
2005-08-18,7.628360271453857
2005-08-19,7.863183975219727
2005-08-22,8.19815444946289
2005-08-23,8.464061737060547
2005-08-24,8.187796592712402
2005-08-25,8.056571006774902
2005-08-26,8.170525550842285
2005-08-29,8.201608657836914
2005-08-30,8.177436828613281
2005-08-31,8.12908935546875
2005-09-01,8.13599681854248
2005-09-02,8.251923561096191
2005-09-05,8.399465560913086
2005-09-06,8.297590255737305
2005-09-08,8.525932312011719
2005-09-09,8.350286483764648
2005-09-12,8.38892936706543
2005-09-13,8.45216178894043
2005-09-14,8.329208374023438
2005-09-15,8.258951187133789
2005-09-16,8.220306396484375
2005-09-19,8.223820686340332
2005-09-20,8.209771156311035
2005-09-21,8.10086727142334
2005-09-22,7.876038074493408
2005-09-23,7.802267551422119
2005-09-26,8.1289701461792
2005-09-27,8.188692092895508
2005-09-28,8.283540725708008
2005-09-29,8.241384506225586
2005-09-30,9.042337417602539
2005-10-03,9.196907997131348
2005-10-04,9.46389102935791
2005-10-05,9.035313606262207
2005-10-06,8.705095291137695
2005-10-07,9.084493637084961
2005-10-10,8.817509651184082
2005-10-11,8.810482025146484
2005-10-13,8.715633392333984
2005-10-14,8.508370399475098
2005-10-17,8.427571296691895
2005-10-18,8.360822677612305
2005-10-19,7.998989582061768
2005-10-20,7.809289932250977
2005-10-21,7.928731918334961
2005-10-24,7.998989582061768
2005-10-25,7.960350036621094
2005-10-26,8.1289701461792
2005-10-27,8.251923561096191
2005-10-28,8.132484436035156
2005-10-31,8.424060821533203
2005-11-02,8.652399063110352
2005-11-04,8.652399063110352
2005-11-07,8.796432495117188
2005-11-08,8.821022033691406
2005-11-09,8.655912399291992
2005-11-10,8.66294002532959
2005-11-11,8.701581954956055
2005-11-14,8.578628540039062
2005-11-16,8.803457260131836
2005-11-17,8.852640151977539
2005-11-18,8.873717308044434
2005-11-21,8.655912399291992
2005-11-22,8.785893440246582
2005-11-23,8.940462112426758
2005-11-24,9.376070976257324
2005-11-25,9.140701293945312
2005-11-28,9.225013732910156
2005-11-29,9.358504295349121
2005-11-30,9.172318458557129
2005-12-01,9.27067756652832
2005-12-02,9.31986141204834
2005-12-05,9.193394660949707
2005-12-06,9.130162239074707
2005-12-07,9.084493637084961
2005-12-08,9.358504295349121
2005-12-09,9.235551834106445
2005-12-12,9.35147762298584
2005-12-13,9.407685279846191
2005-12-14,9.428762435913086
2005-12-15,9.397148132324219
2005-12-16,9.442814826965332
2005-12-19,9.523613929748535
2005-12-20,9.520101547241211
2005-12-21,9.491994857788086
2005-12-22,9.488482475280762
2005-12-23,9.425250053405762
2005-12-26,9.088006019592285
2005-12-27,9.2531156539917
2005-12-28,9.281219482421875
2005-12-29,9.302294731140137
2005-12-30,9.509559631347656
2006-01-02,9.874907493591309
2006-01-03,9.948680877685547
2006-01-04,9.744928359985352
2006-01-05,10.096223831176758
2006-01-06,9.903013229370117
2006-01-09,9.69223403930664
2006-01-10,9.48145866394043
2006-01-12,9.541175842285156
2006-01-13,9.456867218017578
2006-01-16,9.376070976257324
2006-01-17,9.330399513244629
2006-01-18,9.407685279846191
2006-01-19,9.57982063293457
2006-01-20,9.425250053405762
2006-01-23,9.456867218017578
2006-01-24,9.239063262939453
2006-01-25,9.491994857788086
2006-01-27,9.727363586425781
2006-01-30,9.966243743896484
2006-01-31,10.001374244689941
2006-02-01,9.723851203918457
2006-02-02,9.888959884643555
2006-02-03,9.839778900146484
2006-02-06,9.874907493591309
2006-02-07,9.797622680664062
2006-02-08,9.853828430175781
2006-02-10,9.94516658782959
2006-02-13,10.117300987243652
2006-02-14,10.155942916870117
2006-02-15,9.955705642700195
2006-02-16,9.874907493591309
2006-02-17,9.76952075958252
2006-02-20,9.709797859191895
2006-02-21,9.846803665161133
2006-02-22,9.734389305114746
2006-02-23,9.664131164550781
2006-02-24,9.632514953613281
2006-02-27,9.685209274291992
2006-02-28,9.762493133544922
2006-03-01,9.678181648254395
2006-03-02,9.636025428771973
2006-03-03,9.811675071716309
2006-03-06,9.688721656799316
2006-03-07,9.607924461364746
2006-03-08,9.506048202514648
2006-03-09,9.316350936889648
2006-03-10,9.516587257385254
2006-03-13,9.520101547241211
2006-03-14,9.65359115600586
2006-03-16,9.604409217834473
2006-03-17,9.586845397949219
2006-03-20,9.734389305114746
2006-03-21,9.604409217834473
2006-03-22,9.484969139099121
2006-03-23,9.41471004486084
2006-03-24,9.41471004486084
2006-03-27,9.491994857788086
2006-03-28,9.239063262939453
2006-03-29,9.337425231933594
2006-03-30,10.338618278503418
2006-03-31,10.226203918457031
2006-04-03,10.307001113891602
2006-04-04,10.134868621826172
2006-04-05,10.015422821044922
2006-04-07,9.758979797363281
2006-04-10,9.966243743896484
2006-04-12,9.67467212677002
2006-04-13,9.625487327575684
2006-04-17,9.794109344482422
2006-04-18,9.867881774902344
2006-04-19,9.843294143676758
2006-04-20,9.853828430175781
2006-04-21,9.7765474319458
2006-04-24,9.758979797363281
2006-04-25,9.706286430358887
2006-04-26,9.906526565551758
2006-04-27,9.853828430175781
2006-04-28,9.839778900146484
2006-05-02,9.836264610290527
2006-05-03,9.906526565551758
2006-05-04,9.787084579467773
2006-05-05,10.05758285522461
2006-05-08,9.99434757232666
2006-05-09,10.479135513305664
2006-05-10,10.408875465393066
2006-05-11,10.124329566955566
2006-05-12,10.145403861999512
2006-05-15,9.88544750213623
2006-05-16,9.808161735534668
2006-05-17,10.120814323425293
2006-05-18,9.456867218017578
2006-05-19,9.305808067321777
2006-05-22,8.99666976928711
2006-05-23,9.27067756652832
2006-05-24,9.499022483825684
2006-05-25,9.15826416015625
2006-05-26,9.330399513244629
2006-05-29,9.235551834106445
2006-05-30,9.1266508102417
2006-05-31,8.803457260131836
2006-06-01,8.336234092712402
2006-06-02,8.339744567871094
2006-06-05,8.19571590423584
2006-06-06,7.977911472320557
2006-06-07,7.49663782119751
2006-06-08,6.811612606048584
2006-06-09,7.566898345947266
2006-06-12,7.23316764831543
2006-06-13,6.253053665161133
2006-06-14,6.544628620147705
2006-06-15,6.7905354499816895
2006-06-16,7.082111358642578
2006-06-19,7.320992946624756
2006-06-20,7.401789665222168
2006-06-21,8.05871295928955
2006-06-22,8.171125411987305
2006-06-23,8.062223434448242
2006-06-26,7.640671253204346
2006-06-27,7.384226322174072
2006-06-28,7.285861968994141
2006-06-29,7.570411205291748
2006-06-30,7.802267551422119
2006-07-03,7.774163722991943
2006-07-04,7.644181728363037
2006-07-05,7.742548942565918
2006-07-06,7.693365573883057
2006-07-07,7.514204025268555
2006-07-10,7.640671253204346
2006-07-11,7.587979793548584
2006-07-12,7.510692119598389
2006-07-13,7.472048759460449
2006-07-14,7.830368995666504
2006-07-17,7.847934246063232
2006-07-18,7.651210308074951
2006-07-19,7.514204025268555
2006-07-20,7.503663063049316
2006-07-21,7.320992946624756
2006-07-24,7.082111358642578
2006-07-25,7.30694055557251
2006-07-26,7.377196311950684
2006-07-27,7.412329196929932
2006-07-28,7.41935396194458
2006-07-31,7.45097017288208
2006-08-01,7.869012355804443
2006-08-02,7.777675628662109
2006-08-03,7.833881378173828
2006-08-04,7.805779933929443
2006-08-07,7.795238971710205
2006-08-08,7.893600940704346
2006-08-09,8.037633895874023
2006-08-10,7.932245254516602
2006-08-11,7.844421863555908
2006-08-14,8.002504348754883
2006-08-16,8.308131217956543
2006-08-17,8.171125411987305
2006-08-18,8.297590255737305
2006-08-21,8.273001670837402
2006-08-22,8.237873077392578
2006-08-23,8.121944427490234
2006-08-24,8.234357833862305
2006-08-25,8.353798866271973
2006-08-28,8.350286483764648
2006-08-29,8.227334022521973
2006-08-30,8.301105499267578
2006-08-31,8.336234092712402
2006-09-01,8.258951187133789
2006-09-04,8.341503143310547
2006-09-05,8.535326957702637
2006-09-06,8.43841552734375
2006-09-07,8.517378807067871
2006-09-08,8.743500709533691
2006-09-11,8.599930763244629
2006-09-12,8.578397750854492
2006-09-13,8.58557415008545
2006-09-14,8.556859016418457
2006-09-15,8.574807167053223
2006-09-18,8.542501449584961
2006-09-19,8.413289070129395
2006-09-20,8.34868335723877
2006-09-21,8.370216369628906
2006-09-22,8.330737113952637
2006-09-25,8.327147483825684
2006-09-26,8.31637954711914
2006-09-27,8.402520179748535
2006-09-28,8.327147483825684
2006-09-29,8.431235313415527
2006-10-03,8.395341873168945
2006-10-04,8.398931503295898
2006-10-05,8.686077117919922
2006-10-06,8.782983779907227
2006-10-09,8.793753623962402
2006-10-10,9.001931190490723
2006-10-11,9.070128440856934
2006-10-12,9.07371711730957
2006-10-13,9.045003890991211
2006-10-16,8.7542724609375
2006-10-17,8.635826110839844
2006-10-18,8.538917541503906
2006-10-19,8.456360816955566
2006-10-20,8.589163780212402
2006-10-23,8.614290237426758
2006-10-26,8.571218490600586
2006-10-27,8.589163780212402
2006-10-30,8.599930763244629
2006-10-31,8.808109283447266
2006-11-01,8.815286636352539
2006-11-02,8.933734893798828
2006-11-03,8.811697959899902
2006-11-06,8.581985473632812
2006-11-07,8.614290237426758
2006-11-08,8.492253303527832
2006-11-09,8.503022193908691
2006-11-10,8.531736373901367
2006-11-13,8.409701347351074
2006-11-14,8.33791446685791
2006-11-15,8.190752983093262
2006-11-16,8.352272987365723
2006-11-17,8.26253890991211
2006-11-20,7.957448959350586
2006-11-21,8.129734992980957
2006-11-22,8.12614631652832
2006-11-23,7.978984832763672
2006-11-24,8.115376472473145
2006-11-27,8.28048324584961
2006-11-28,8.276895523071289
2006-11-29,9.023468971252441
2006-11-30,8.506611824035645
2006-12-01,8.384574890136719
2006-12-04,8.45995044708252
2006-12-05,8.510199546813965
2006-12-06,8.47789478302002
2006-12-07,8.621466636657715
2006-12-08,8.43482494354248
2006-12-11,8.25536060333252
2006-12-12,7.978984832763672
2006-12-13,8.183574676513672
2006-12-14,8.248181343078613
2006-12-15,8.427645683288574
2006-12-18,8.205110549926758
2006-12-19,8.190752983093262
2006-12-20,8.144091606140137
2006-12-21,8.104610443115234
2006-12-22,8.172804832458496
2006-12-26,8.230234146118164
2006-12-27,8.32355785369873
2006-12-28,8.384574890136719
2006-12-29,8.363037109375
2007-01-02,8.63941478729248
2007-01-03,8.643003463745117
2007-01-04,8.804521560668945
2007-01-05,8.793753623962402
2007-01-08,8.768630027770996
2007-01-09,8.693253517150879
2007-01-10,8.513789176940918
2007-01-11,8.535326957702637
2007-01-12,8.542501449584961
2007-01-15,8.535326957702637
2007-01-16,8.524556159973145
2007-01-17,8.467127799987793
2007-01-18,8.488662719726562
2007-01-19,8.442002296447754
2007-01-22,8.409701347351074
2007-01-23,8.352272987365723
2007-01-24,8.32355785369873
2007-01-25,8.341503143310547
2007-01-29,8.535326957702637
2007-01-31,8.499432563781738
2007-02-01,8.503022193908691
2007-02-02,8.445591926574707
2007-02-05,8.481485366821289
2007-02-06,8.449182510375977
2007-02-07,8.488662719726562
2007-02-08,8.45277214050293
2007-02-09,8.481485366821289
2007-02-12,8.244592666625977
2007-02-13,8.108198165893555
2007-02-14,8.129734992980957
2007-02-15,8.162039756774902
2007-02-19,8.15485954284668
2007-02-20,8.029234886169434
2007-02-21,7.982575416564941
2007-02-22,8.032824516296387
2007-02-23,7.939504146575928
2007-02-26,7.878484725952148
2007-02-27,7.799520015716553
2007-02-28,7.69902229309082
2007-03-01,7.788753509521484
2007-03-02,7.882073402404785
2007-03-05,7.408289432525635
2007-03-06,7.2180585861206055
2007-03-07,7.060127258300781
2007-03-08,7.304200649261475
2007-03-09,7.225236415863037
2007-03-12,7.264715194702148
2007-03-13,7.343680381774902
2007-03-14,7.232412338256836
2007-03-15,7.139093399047852
2007-03-16,7.139093399047852
2007-03-19,7.246770858764648
2007-03-20,7.203700065612793
2007-03-21,7.124734401702881
2007-03-22,7.210877895355225
2007-03-23,7.203700065612793
2007-03-26,7.099609851837158
2007-03-28,7.1606292724609375
2007-03-29,7.167805194854736
2007-03-30,7.135500907897949
2007-04-02,7.11755895614624
2007-04-03,7.157038688659668
2007-04-04,7.074483871459961
2007-04-05,7.099609851837158
2007-04-09,7.167805194854736
2007-04-10,7.1606292724609375
2007-04-11,7.157038688659668
2007-04-12,7.045769214630127
2007-04-13,6.948859691619873
2007-04-16,6.855538368225098
2007-04-17,6.751449108123779
2007-04-18,6.672485828399658
2007-04-19,7.113968849182129
2007-04-20,7.146270751953125
2007-04-23,7.164217948913574
2007-04-24,6.956038475036621
2007-04-25,7.035004138946533
2007-04-26,7.171394348144531
2007-04-27,7.1606292724609375
2007-04-30,7.106786727905273
2007-05-03,7.178575038909912
2007-05-04,7.228822708129883
2007-05-07,7.268307685852051
2007-05-08,7.1211442947387695
2007-05-09,7.056539058685303
2007-05-10,7.11755895614624
2007-05-11,7.056539058685303
2007-05-14,7.106786727905273
2007-05-15,7.113968849182129
2007-05-16,7.178575038909912
2007-05-17,7.487252235412598
2007-05-18,7.817468166351318
2007-05-21,7.756449222564697
2007-05-22,7.9682207107543945
2007-05-23,8.054360389709473
2007-05-24,7.86053991317749
2007-05-25,8.258949279785156
2007-05-28,8.12614631652832
2007-05-29,8.542501449584961
2007-05-30,8.366630554199219
2007-05-31,8.47789478302002
2007-06-01,8.366630554199219
2007-06-04,8.241004943847656
2007-06-05,8.118968963623047
2007-06-06,8.215877532958984
2007-06-07,8.025646209716797
2007-06-08,8.219467163085938
2007-06-11,8.215877532958984
2007-06-12,8.276895523071289
2007-06-13,8.115376472473145
2007-06-14,8.226646423339844
2007-06-15,8.592753410339355
2007-06-18,8.765039443969727
2007-06-19,8.64659309387207
2007-06-20,8.732735633850098
2007-06-21,8.930146217346191
2007-06-22,8.711197853088379
2007-06-25,8.714790344238281
2007-06-26,8.840412139892578
2007-06-27,8.678894996643066
2007-06-28,8.635826110839844
2007-06-29,8.686077117919922
2007-07-02,8.686077117919922
2007-07-03,8.840412139892578
2007-07-04,8.976808547973633
2007-07-05,8.897844314575195
2007-07-06,8.617877960205078
2007-07-09,8.657361030578613
2007-07-10,8.686077117919922
2007-07-11,8.721967697143555
2007-07-12,8.711197853088379
2007-07-13,8.574807167053223
2007-07-16,8.592753410339355
2007-07-17,8.467127799987793
2007-07-18,8.144091606140137
2007-07-19,8.212289810180664
2007-07-20,8.287666320800781
2007-07-23,8.449182510375977
2007-07-24,8.31637954711914
2007-07-25,8.212289810180664
2007-07-26,8.208700180053711
2007-07-27,8.079485893249512
2007-07-30,8.384574890136719
2007-07-31,8.34868335723877
2007-08-01,8.312788009643555
2007-08-02,8.244592666625977
2007-08-03,8.054360389709473
2007-08-06,8.140504837036133
2007-08-07,8.179985046386719
2007-08-08,8.179985046386719
2007-08-09,8.022056579589844
2007-08-10,8.011290550231934
2007-08-13,8.061538696289062
2007-08-14,8.097431182861328
2007-08-16,7.914378643035889
2007-08-17,7.896432876586914
2007-08-20,7.978984832763672
2007-08-21,7.788753509521484
2007-08-22,7.803110122680664
2007-08-23,8.040003776550293
2007-08-24,8.13691520690918
2007-08-27,8.352272987365723
2007-08-28,8.377396583557129
2007-08-29,8.409701347351074
2007-08-30,8.406109809875488
2007-08-31,8.574807167053223
2007-09-03,8.635826110839844
