Date,EMAMILTD
2006-08-03,33.83388900756836
2006-08-04,32.467166900634766
2006-08-07,32.12706756591797
2006-08-08,31.906627655029297
2006-08-09,32.56163787841797
2006-08-10,32.12076950073242
2006-08-11,32.78837203979492
2006-08-14,32.19634246826172
2006-08-16,33.28593063354492
2006-08-17,33.39299774169922
2006-08-18,33.56434631347656
2006-08-21,33.887996673583984
2006-08-22,33.12647247314453
2006-08-23,32.99955368041992
2006-08-24,32.36494827270508
2006-08-25,32.168209075927734
2006-08-28,32.76473617553711
2006-08-29,32.25071334838867
2006-08-30,33.6595344543457
2006-08-31,33.64684295654297
2006-09-01,34.42741012573242
2006-09-04,33.887996673583984
2006-09-05,33.875301361083984
2006-09-06,33.13915252685547
2006-09-07,32.396671295166016
2006-09-08,32.777427673339844
2006-09-11,31.355911254882812
2006-09-12,31.2226505279541
2006-09-13,31.495527267456055
2006-09-14,31.476490020751953
2006-09-15,33.18992233276367
2006-09-18,33.221656799316406
2006-09-19,31.42572784423828
2006-09-20,32.015907287597656
2006-09-21,32.26340866088867
2006-09-22,33.221656799316406
2006-09-25,32.91706085205078
2006-09-26,33.96415328979492
2006-09-27,33.12647247314453
2006-09-28,33.55165100097656
2006-09-29,34.00223159790039
2006-10-03,33.145511627197266
2006-10-04,32.47916793823242
2006-10-05,33.22800064086914
2006-10-06,35.98854446411133
2006-10-09,37.5369758605957
2006-10-10,37.448143005371094
2006-10-11,36.394691467285156
2006-10-12,37.69564437866211
2006-10-13,37.65121078491211
2006-10-16,37.21968460083008
2006-10-17,38.13351821899414
2006-10-18,37.873321533203125
2006-10-19,37.206993103027344
2006-10-20,37.50525665283203
2006-10-23,37.035648345947266
2006-10-26,37.981197357177734
2006-10-27,38.025634765625
2006-10-30,37.568721771240234
2006-10-31,36.052005767822266
2006-11-01,36.217010498046875
2006-11-02,36.92141342163086
2006-11-03,37.638519287109375
2006-11-06,37.333919525146484
2006-11-07,36.93410873413086
2006-11-08,37.85428237915039
2006-11-09,37.12449264526367
2006-11-10,36.15354537963867
2006-11-13,36.781803131103516
2006-11-14,36.496219635009766
2006-11-15,36.82622528076172
2006-11-16,36.470848083496094
2006-11-17,36.229698181152344
2006-11-20,35.32221221923828
2006-11-21,33.83723068237305
2006-11-22,34.77008819580078
2006-11-23,34.446449279785156
2006-11-24,36.781803131103516
2006-11-27,36.34392547607422
2006-11-28,35.48086166381836
2006-11-29,35.23337173461914
2006-11-30,34.12279510498047
2006-12-01,34.16087341308594
2006-12-04,32.923397064208984
2006-12-05,33.050315856933594
2006-12-06,32.548973083496094
2006-12-07,31.41938591003418
2006-12-08,33.710304260253906
2006-12-11,32.93609619140625
2006-12-12,30.797460556030273
2006-12-13,30.75939178466797
2006-12-14,31.2416934967041
2006-12-15,31.635143280029297
2006-12-18,31.070341110229492
2006-12-19,31.2416934967041
2006-12-20,30.66419792175293
2006-12-21,30.873611450195312
2006-12-22,30.264392852783203
2006-12-26,30.074005126953125
2006-12-27,31.508230209350586
2006-12-28,31.819190979003906
2006-12-29,32.872623443603516
2007-01-02,32.86628341674805
2007-01-03,31.952434539794922
2007-01-04,32.098411560058594
2007-01-05,32.52357864379883
2007-01-08,32.44108963012695
2007-01-09,33.259727478027344
2007-01-10,33.031280517578125
2007-01-11,34.205291748046875
2007-01-12,34.55434799194336
2007-01-15,34.74470901489258
2007-01-16,33.76107406616211
2007-01-17,33.74204635620117
2007-01-18,33.063011169433594
2007-01-19,34.0910758972168
2007-01-22,33.843570709228516
2007-01-23,32.00321578979492
2007-01-24,31.80649757385254
2007-01-25,32.46648025512695
2007-01-29,33.513572692871094
2007-01-31,32.1174430847168
2007-02-01,31.920719146728516
2007-02-02,31.7176456451416
2007-02-05,31.470144271850586
2007-02-06,31.501876831054688
2007-02-07,30.975147247314453
2007-02-08,30.94977378845215
2007-02-09,30.429384231567383
2007-02-12,30.708621978759766
2007-02-13,29.579023361206055
2007-02-14,29.477474212646484
2007-02-15,29.91535186767578
2007-02-19,29.242671966552734
2007-02-20,29.414018630981445
2007-02-21,29.19190216064453
2007-02-22,28.658832550048828
2007-02-23,27.167505264282227
2007-02-26,27.18654441833496
2007-02-27,27.19923973083496
2007-02-28,27.161169052124023
2007-03-01,27.541927337646484
2007-03-02,27.535587310791016
2007-03-05,25.97445297241211
2007-03-06,25.98079490661621
2007-03-07,24.15312957763672
2007-03-08,26.221954345703125
2007-03-09,26.653478622436523
2007-03-12,26.3361759185791
2007-03-13,25.63810920715332
2007-03-14,25.422340393066406
2007-03-15,25.26369285583496
2007-03-16,25.580997467041016
2007-03-19,25.257343292236328
2007-03-20,25.409648895263672
2007-03-21,25.536575317382812
2007-03-22,25.71050453186035
2007-03-23,25.736284255981445
2007-03-26,25.80069923400879
2007-03-28,25.446380615234375
2007-03-29,25.201583862304688
2007-03-30,25.175811767578125
2007-04-02,24.9825496673584
2007-04-03,25.09206199645996
2007-04-04,24.995431900024414
2007-04-05,24.57025718688965
2007-04-09,24.808618545532227
2007-04-10,25.485034942626953
2007-04-11,24.78928565979004
2007-04-12,24.87947654724121
2007-04-13,24.86659049987793
2007-04-16,25.259563446044922
2007-04-17,26.000408172607422
2007-04-18,25.774925231933594
2007-04-19,25.74271583557129
2007-04-20,25.1242733001709
2007-04-23,25.1242733001709
2007-04-24,25.510799407958984
2007-04-25,25.562339782714844
2007-04-26,25.420610427856445
2007-04-27,25.832908630371094
2007-04-30,25.845792770385742
2007-05-03,25.613872528076172
2007-05-04,25.517240524291992
2007-05-07,25.13071060180664
2007-05-08,25.510799407958984
2007-05-09,25.704072952270508
2007-05-10,25.220909118652344
2007-05-11,25.336872100830078
2007-05-14,26.270973205566406
2007-05-15,25.169370651245117
2007-05-16,25.517240524291992
2007-05-17,25.639644622802734
2007-05-18,25.427059173583984
2007-05-21,25.517240524291992
2007-05-22,26.59307861328125
2007-05-23,27.656030654907227
2007-05-24,27.424114227294922
2007-05-25,27.791318893432617
2007-05-28,28.036113739013672
2007-05-29,28.126306533813477
2007-05-30,28.268037796020508
2007-05-31,28.242265701293945
2007-06-01,28.081207275390625
2007-06-04,27.591609954833984
2007-06-05,27.540071487426758
2007-06-06,27.50786018371582
2007-06-07,26.20655059814453
2007-06-08,25.94243049621582
2007-06-11,25.716951370239258
2007-06-12,26.41914176940918
2007-06-13,26.219436645507812
2007-06-14,26.290302276611328
2007-06-15,26.09060287475586
2007-06-18,27.121334075927734
2007-06-19,27.03759002685547
2007-06-20,27.681800842285156
2007-06-21,27.282381057739258
2007-06-22,26.528661727905273
2007-06-25,27.095561981201172
2007-06-26,27.894386291503906
2007-06-27,27.591609954833984
2007-06-28,27.192203521728516
2007-06-29,26.386930465698242
2007-07-02,26.83788299560547
2007-07-03,27.15998649597168
2007-07-04,27.10845375061035
2007-07-05,26.76701545715332
2007-07-06,26.457799911499023
2007-07-09,26.502891540527344
2007-07-10,25.93598175048828
2007-07-11,25.948869705200195
2007-07-12,25.910215377807617
2007-07-13,26.142133712768555
2007-07-16,26.135690689086914
2007-07-17,26.180782318115234
2007-07-18,26.361162185668945
2007-07-19,26.303186416625977
2007-07-20,26.219436645507812
2007-07-23,25.652524948120117
2007-07-24,25.86511993408203
2007-07-25,26.116363525390625
2007-07-26,27.353248596191406
2007-07-27,26.631736755371094
2007-07-30,27.958799362182617
2007-07-31,28.918699264526367
2007-08-01,28.203609466552734
2007-08-02,28.822052001953125
2007-08-03,29.131277084350586
2007-08-06,31.52775001525879
2007-08-07,33.460391998291016
2007-08-08,31.669479370117188
2007-08-09,29.917219161987305
2007-08-10,28.95089340209961
2007-08-13,28.53216552734375
2007-08-14,29.260116577148438
2007-08-16,27.398351669311523
2007-08-17,27.205081939697266
2007-08-20,28.686771392822266
2007-08-21,28.963777542114258
2007-08-22,29.27944564819336
2007-08-23,28.416202545166016
2007-08-24,28.345335006713867
2007-08-27,29.47270965576172
2007-08-28,30.058940887451172
2007-08-29,30.084712982177734
2007-08-30,29.376081466674805
2007-08-31,29.234357833862305
2007-09-03,28.99599838256836
2007-09-04,29.504919052124023
2007-09-05,29.144163131713867
2007-09-06,29.81414794921875
2007-09-07,29.659521102905273
2007-09-10,29.743288040161133
2007-09-11,29.730396270751953
2007-09-12,29.227916717529297
2007-09-13,29.24723243713379
2007-09-14,28.609468460083008
2007-09-17,28.6030216217041
2007-09-18,28.6287899017334
2007-09-19,28.441970825195312
2007-09-20,28.700822830200195
2007-09-21,28.08603286743164
2007-09-24,28.124874114990234
2007-09-25,28.124874114990234
2007-09-26,28.500213623046875
2007-09-27,28.26723861694336
2007-09-28,28.39019775390625
2007-10-01,29.15383529663086
2007-10-03,28.797897338867188
2007-10-04,28.137813568115234
2007-10-05,28.176639556884766
2007-10-08,28.319019317626953
2007-10-09,28.280179977416992
2007-10-10,27.885419845581055
2007-10-11,27.872488021850586
2007-10-12,31.729463577270508
2007-10-15,33.76795959472656
2007-10-16,33.12729263305664
2007-10-17,32.52543258666992
2007-10-18,30.40281867980957
2007-10-19,30.124534606933594
2007-10-22,29.982168197631836
2007-10-23,32.82960510253906
2007-10-24,32.739013671875
2007-10-25,34.809871673583984
2007-10-26,36.84837341308594
2007-10-29,36.90013122558594
2007-10-30,36.395362854003906
2007-10-31,35.489376068115234
2007-11-01,34.91987609863281
2007-11-02,35.288753509521484
2007-11-05,37.935569763183594
2007-11-06,38.00675964355469
2007-11-07,36.8613166809082
2007-11-08,35.689971923828125
2007-11-12,35.23051071166992
2007-11-13,35.9294319152832
2007-11-14,36.453609466552734
2007-11-15,37.275489807128906
2007-11-16,39.29457092285156
2007-11-19,38.848045349121094
2007-11-20,39.41752624511719
2007-11-21,35.98118591308594
2007-11-22,35.98118591308594
2007-11-23,36.485965728759766
2007-11-26,36.240055084228516
2007-11-27,36.75777053833008
2007-11-28,35.70939636230469
2007-11-29,34.945762634277344
2007-11-30,34.945762634277344
2007-12-03,36.54421615600586
2007-12-04,37.521385192871094
2007-12-05,37.46962356567383
2007-12-06,36.29829406738281
2007-12-07,36.74483108520508
2007-12-10,36.90013122558594
2007-12-11,36.330650329589844
2007-12-12,35.884124755859375
2007-12-13,37.02957534790039
2007-12-14,36.926021575927734
2007-12-17,35.004005432128906
2007-12-18,35.004005432128906
2007-12-19,36.97132873535156
2007-12-20,35.72234344482422
2007-12-24,36.686588287353516
2007-12-26,37.17193603515625
2007-12-27,38.705665588378906
2007-12-28,38.932167053222656
2007-12-31,41.32660675048828
2008-01-01,43.13860321044922
2008-01-02,46.87909698486328
2008-01-03,48.335174560546875
2008-01-04,47.15089416503906
2008-01-07,45.927799224853516
2008-01-08,43.986366271972656
2008-01-09,45.38418960571289
2008-01-10,43.3845100402832
2008-01-11,43.13860321044922
2008-01-14,43.09331130981445
2008-01-15,43.26803970336914
2008-01-16,41.514278411865234
2008-01-17,40.91243362426758
2008-01-18,40.91243362426758
2008-01-21,32.674293518066406
2008-01-22,29.25089454650879
2008-01-23,34.939292907714844
2008-01-24,34.97812271118164
2008-01-25,35.152854919433594
2008-01-28,35.71586990356445
2008-01-29,35.5864372253418
2008-01-30,35.5864372253418
2008-01-31,35.25639724731445
2008-02-01,37.26900863647461
2008-02-04,37.961456298828125
2008-02-05,37.417850494384766
2008-02-06,38.87393569946289
2008-02-07,38.28501892089844
2008-02-08,39.48871994018555
2008-02-11,36.013553619384766
2008-02-12,37.79319381713867
2008-02-13,36.18180847167969
2008-02-14,36.74483108520508
2008-02-15,37.281951904296875
2008-02-18,36.73835754394531
2008-02-19,37.689659118652344
2008-02-20,37.372554779052734
2008-02-21,37.43080139160156
2008-02-22,36.142974853515625
2008-02-25,36.54421615600586
2008-02-26,36.38242721557617
2008-02-27,35.81293869018555
2008-02-28,36.11063766479492
2008-02-29,35.13991165161133
2008-03-03,33.58676528930664
2008-03-04,32.60309600830078
2008-03-05,32.21481704711914
2008-03-07,31.93007469177246
2008-03-10,32.370140075683594
2008-03-11,33.57381820678711
2008-03-12,32.74547576904297
2008-03-13,29.76860809326172
2008-03-14,30.51930809020996
2008-03-17,29.833332061767578
2008-03-18,29.82038688659668
2008-03-19,29.775083541870117
2008-03-24,28.170162200927734
2008-03-25,29.949819564819336
2008-03-26,31.697105407714844
2008-03-27,31.12114906311035
2008-03-28,34.79691696166992
2008-03-31,36.79658889770508
2008-04-01,35.85177230834961
2008-04-02,34.6869010925293
2008-04-03,34.69985580444336
2008-04-04,33.308494567871094
2008-04-07,33.65148162841797
2008-04-08,33.65148162841797
2008-04-09,34.337440490722656
2008-04-10,34.73867416381836
2008-04-11,34.298622131347656
2008-04-15,35.61878967285156
2008-04-16,35.33404541015625
2008-04-17,34.41509246826172
2008-04-21,34.88105010986328
2008-04-22,34.85517120361328
2008-04-23,34.55101013183594
2008-04-24,34.848697662353516
2008-04-25,33.6644287109375
2008-04-28,32.596641540527344
2008-04-29,33.644996643066406
2008-04-30,32.26659393310547
2008-05-02,33.28261184692383
2008-05-05,34.77750778198242
2008-05-06,37.17840576171875
2008-05-07,37.521385192871094
2008-05-08,36.65422058105469
2008-05-09,36.466556549072266
2008-05-12,36.608924865722656
2008-05-13,35.70292663574219
2008-05-14,35.146385192871094
2008-05-15,35.85177230834961
2008-05-16,36.240055084228516
2008-05-20,36.98427963256836
2008-05-21,36.86779022216797
2008-05-22,36.46009063720703
2008-05-23,35.12696838378906
2008-05-26,35.780582427978516
2008-05-27,35.62525939941406
2008-05-28,38.72509002685547
2008-05-29,37.806148529052734
2008-05-30,41.11304473876953
2008-06-02,38.82863235473633
2008-06-03,36.816017150878906
2008-06-04,36.091217041015625
2008-06-05,35.98118591308594
2008-06-06,35.068721771240234
2008-06-09,34.861629486083984
2008-06-10,34.03329849243164
2008-06-11,34.272727966308594
2008-06-12,35.34699630737305
2008-06-13,34.04623031616211
2008-06-16,35.20462417602539
2008-06-17,35.49584197998047
2008-06-18,35.12049102783203
2008-06-19,35.107547760009766
2008-06-20,34.92634582519531
2008-06-23,33.76795959472656
2008-06-24,32.8490104675293
2008-06-25,32.88138198852539
2008-06-26,33.49616622924805
2008-06-27,32.35719299316406
2008-06-30,32.35719299316406
2008-07-01,31.522377014160156
2008-07-02,33.004329681396484
2008-07-03,31.483549118041992
2008-07-04,31.943025588989258
2008-07-07,31.871841430664062
2008-07-08,31.684158325195312
2008-07-09,30.596956253051758
2008-07-10,30.111610412597656
2008-07-11,29.723312377929688
2008-07-14,29.522705078125
2008-07-15,29.451513290405273
2008-07-16,30.532241821289062
2008-07-17,29.639188766479492
2008-07-18,30.08571434020996
2008-07-21,29.600353240966797
2008-07-22,30.092191696166992
2008-07-23,31.075849533081055
2008-07-24,30.668140411376953
2008-07-25,30.24103355407715
2008-07-28,30.88817596435547
2008-07-29,31.25057029724121
2008-07-30,31.269989013671875
2008-07-31,31.60650634765625
2008-08-01,30.771686553955078
2008-08-04,31.011133193969727
2008-08-05,31.049972534179688
2008-08-06,30.804044723510742
2008-08-07,30.88817596435547
2008-08-08,30.810510635375977
2008-08-11,34.5963020324707
2008-08-12,35.32758331298828
2008-08-13,36.9907341003418
2008-08-14,36.53773880004883
2008-08-18,35.58417510986328
2008-08-19,36.84025192260742
2008-08-20,38.10946273803711
2008-08-21,37.879302978515625
2008-08-22,38.32647705078125
2008-08-25,38.806549072265625
2008-08-26,38.83285903930664
2008-08-27,39.47075271606445
2008-08-28,38.148921966552734
2008-08-29,39.58912658691406
