Date,INDOSTAR
2019-04-26,394.96990966796875
2019-04-30,394.92034912109375
2019-05-02,386.7950439453125
2019-05-03,385.8041687011719
2019-05-06,378.768798828125
2019-05-07,373.566650390625
2019-05-08,361.7254638671875
2019-05-09,356.67193603515625
2019-05-10,360.2886657714844
2019-05-13,339.5294494628906
2019-05-14,341.8085021972656
2019-05-15,347.0107116699219
2019-05-16,333.930908203125
2019-05-17,342.7498474121094
2019-05-20,368.76080322265625
2019-05-21,354.5414733886719
2019-05-22,346.5152587890625
2019-05-23,356.67193603515625
2019-05-24,377.2825012207031
2019-05-27,395.0690002441406
2019-05-28,394.8212890625
2019-05-29,389.2227478027344
2019-05-30,389.470458984375
2019-05-31,390.06500244140625
2019-06-03,389.2723083496094
2019-06-04,392.0467834472656
2019-06-06,379.75970458984375
2019-06-07,371.6839294433594
2019-06-10,370.99029541015625
2019-06-11,358.4059753417969
2019-06-12,360.9822998046875
2019-06-13,357.2169189453125
2019-06-14,360.2391052246094
2019-06-17,367.5221862792969
2019-06-18,373.6161804199219
2019-06-19,357.0682678222656
2019-06-20,362.4190673828125
2019-06-21,374.2602844238281
2019-06-24,365.68902587890625
2019-06-25,360.78411865234375
2019-06-26,361.0318603515625
2019-06-27,361.8245544433594
2019-06-28,361.4777526855469
2019-07-01,361.8245544433594
2019-07-02,359.050048828125
2019-07-03,355.6810302734375
2019-07-04,361.0813903808594
2019-07-05,354.0955810546875
2019-07-08,351.56878662109375
2019-07-09,360.73455810546875
2019-07-10,354.3432922363281
2019-07-11,349.1411437988281
2019-07-12,350.5283508300781
2019-07-15,346.5152587890625
2019-07-16,349.9833679199219
2019-07-17,349.04205322265625
2019-07-18,346.91162109375
2019-07-19,336.85406494140625
2019-07-22,327.93603515625
2019-07-23,328.08465576171875
2019-07-24,320.90069580078125
2019-07-25,317.3829650878906
2019-07-26,310.7935485839844
2019-07-29,308.31634521484375
2019-07-30,294.4438171386719
2019-07-31,291.6693420410156
2019-08-01,293.7502136230469
2019-08-02,288.15167236328125
2019-08-05,289.0929870605469
2019-08-06,289.9352722167969
2019-08-07,298.30828857421875
2019-08-08,297.2678527832031
2019-08-09,284.1880798339844
2019-08-13,285.07989501953125
2019-08-14,279.03546142578125
2019-08-16,275.7159729003906
2019-08-19,275.1709899902344
2019-08-20,273.04052734375
2019-08-21,273.23870849609375
2019-08-22,272.6917724609375
2019-08-23,274.6310119628906
2019-08-26,277.7139587402344
2019-08-27,282.7361755371094
2019-08-28,281.4433288574219
2019-08-29,281.0455627441406
2019-08-30,275.37689208984375
2019-09-03,273.93487548828125
2019-09-04,276.9681091308594
2019-09-05,277.66424560546875
2019-09-06,282.68646240234375
2019-09-09,277.5150451660156
2019-09-11,282.68646240234375
2019-09-12,288.8523864746094
2019-09-13,280.9958190917969
2019-09-16,277.06756591796875
2019-09-17,260.90692138671875
2019-09-18,248.9232177734375
2019-09-19,246.8347625732422
2019-09-20,224.16017150878906
2019-09-23,238.72959899902344
2019-09-24,238.63014221191406
2019-09-25,232.46424865722656
2019-09-26,228.13816833496094
2019-09-27,228.4365234375
2019-09-30,215.35885620117188
2019-10-01,206.7067108154297
2019-10-03,209.73992919921875
2019-10-04,213.6184844970703
2019-10-07,212.12673950195312
2019-10-09,214.16546630859375
2019-10-10,209.54103088378906
2019-10-11,201.634765625
2019-10-14,199.1982421875
2019-10-15,190.34718322753906
2019-10-16,180.00439453125
2019-10-17,181.39669799804688
2019-10-18,190.44664001464844
2019-10-22,188.6565399169922
2019-10-23,183.2365264892578
2019-10-24,181.1977996826172
2019-10-25,178.5126495361328
2019-10-27,186.1205596923828
2019-10-29,189.9493865966797
2019-10-30,189.05435180664062
2019-10-31,187.66204833984375
2019-11-01,189.55160522460938
2019-11-04,207.55203247070312
2019-11-05,204.5685272216797
2019-11-06,197.1097869873047
2019-11-07,201.18724060058594
2019-11-08,194.17601013183594
2019-11-11,185.7725067138672
2019-11-13,183.7834930419922
2019-11-14,179.8054962158203
2019-11-15,179.65631103515625
2019-11-18,180.8000030517578
2019-11-19,185.6999969482422
2019-11-20,187.85000610351562
2019-11-21,196.0
2019-11-22,197.25
2019-11-25,197.5
2019-11-26,197.0500030517578
2019-11-27,196.75
2019-11-28,193.8000030517578
2019-11-29,191.1999969482422
2019-12-02,191.64999389648438
2019-12-03,186.8000030517578
2019-12-04,182.25
2019-12-05,179.9499969482422
2019-12-06,176.14999389648438
2019-12-09,175.5500030517578
2019-12-10,167.1999969482422
2019-12-11,169.10000610351562
2019-12-12,168.9499969482422
2019-12-13,178.0
2019-12-16,171.0
2019-12-17,168.35000610351562
2019-12-18,167.85000610351562
2019-12-19,171.9499969482422
2019-12-20,172.60000610351562
2019-12-23,175.39999389648438
2019-12-24,175.1999969482422
2019-12-26,173.75
2019-12-27,174.35000610351562
2019-12-30,174.39999389648438
2019-12-31,180.89999389648438
2020-01-01,190.75
2020-01-02,196.10000610351562
2020-01-03,200.64999389648438
2020-01-06,191.8000030517578
2020-01-07,191.75
2020-01-08,189.60000610351562
2020-01-09,192.5
2020-01-10,189.89999389648438
2020-01-13,190.0
2020-01-14,191.9499969482422
2020-01-15,192.9499969482422
2020-01-16,226.14999389648438
2020-01-17,239.89999389648438
2020-01-20,237.6999969482422
2020-01-21,232.9499969482422
2020-01-22,237.25
2020-01-23,238.3000030517578
2020-01-24,260.20001220703125
2020-01-27,270.95001220703125
2020-01-28,274.70001220703125
2020-01-29,266.8999938964844
2020-01-30,272.04998779296875
2020-01-31,281.54998779296875
2020-02-03,280.79998779296875
2020-02-04,281.1499938964844
2020-02-05,285.45001220703125
2020-02-06,292.5
2020-02-07,290.29998779296875
2020-02-10,287.04998779296875
2020-02-11,286.0
2020-02-12,285.54998779296875
2020-02-13,283.1499938964844
2020-02-14,284.1000061035156
2020-02-17,283.0
2020-02-18,282.20001220703125
2020-02-19,281.6499938964844
2020-02-20,281.5
2020-02-24,280.45001220703125
2020-02-25,281.1499938964844
2020-02-26,280.1000061035156
2020-02-27,281.1499938964844
2020-02-28,278.54998779296875
2020-03-02,279.3999938964844
2020-03-03,281.04998779296875
2020-03-04,280.20001220703125
2020-03-05,280.5
2020-03-06,280.1499938964844
2020-03-09,280.1000061035156
2020-03-11,280.20001220703125
2020-03-12,278.79998779296875
2020-03-13,274.6000061035156
2020-03-16,273.8500061035156
2020-03-17,274.29998779296875
2020-03-18,268.8500061035156
2020-03-19,260.04998779296875
2020-03-20,260.45001220703125
2020-03-23,247.25
2020-03-24,247.8000030517578
2020-03-25,252.4499969482422
2020-03-26,261.54998779296875
2020-03-27,252.0
2020-03-30,247.14999389648438
2020-03-31,248.3000030517578
2020-04-01,248.60000610351562
2020-04-03,251.0
2020-04-07,253.35000610351562
2020-04-08,253.64999389648438
2020-04-09,257.20001220703125
2020-04-13,260.1499938964844
2020-04-15,262.75
2020-04-16,263.45001220703125
2020-04-17,269.6000061035156
2020-04-20,270.1000061035156
2020-04-21,265.3500061035156
2020-04-22,268.25
2020-04-23,266.75
2020-04-24,264.6000061035156
2020-04-27,268.75
2020-04-28,265.3999938964844
2020-04-29,265.75
2020-04-30,265.79998779296875
2020-05-04,272.3500061035156
2020-05-05,272.1000061035156
2020-05-06,272.54998779296875
2020-05-07,273.0
2020-05-08,275.54998779296875
2020-05-11,275.75
2020-05-12,275.79998779296875
2020-05-13,275.79998779296875
2020-05-14,276.0
2020-05-15,277.25
2020-05-18,279.5
2020-05-19,279.0
2020-05-20,278.04998779296875
2020-05-21,277.8500061035156
2020-05-22,278.70001220703125
2020-05-26,278.25
2020-05-27,279.95001220703125
2020-05-28,278.75
2020-05-29,279.3500061035156
2020-06-01,285.0
2020-06-02,285.5
2020-06-03,285.6499938964844
2020-06-04,285.3999938964844
2020-06-05,285.1000061035156
2020-06-08,285.29998779296875
2020-06-09,285.1000061035156
2020-06-10,285.1499938964844
2020-06-11,285.20001220703125
2020-06-12,285.3500061035156
2020-06-15,285.3500061035156
2020-06-16,285.3500061035156
2020-06-17,285.25
2020-06-18,285.45001220703125
2020-06-19,285.79998779296875
2020-06-22,285.0
2020-06-23,285.3500061035156
2020-06-24,285.95001220703125
2020-06-25,285.79998779296875
2020-06-26,280.6000061035156
2020-06-29,260.04998779296875
2020-06-30,258.3500061035156
2020-07-01,262.95001220703125
2020-07-02,273.54998779296875
2020-07-03,270.75
2020-07-06,266.6000061035156
2020-07-07,264.6000061035156
2020-07-08,267.25
2020-07-09,278.8999938964844
2020-07-10,276.79998779296875
2020-07-13,273.70001220703125
2020-07-14,268.1000061035156
2020-07-15,270.04998779296875
2020-07-16,280.6000061035156
2020-07-17,272.70001220703125
2020-07-20,274.1000061035156
2020-07-21,271.25
2020-07-22,269.29998779296875
2020-07-23,268.45001220703125
2020-07-24,265.29998779296875
2020-07-27,260.8999938964844
2020-07-28,260.20001220703125
2020-07-29,262.6499938964844
2020-07-30,258.79998779296875
2020-07-31,255.64999389648438
2020-08-03,249.39999389648438
2020-08-04,252.89999389648438
2020-08-05,250.75
2020-08-06,248.5
2020-08-07,247.9499969482422
2020-08-10,247.0
2020-08-11,248.85000610351562
2020-08-12,255.4499969482422
2020-08-13,254.1999969482422
2020-08-14,253.4499969482422
2020-08-17,242.0
2020-08-18,254.6999969482422
2020-08-19,259.8500061035156
2020-08-20,256.04998779296875
2020-08-21,255.10000610351562
2020-08-24,259.25
2020-08-25,276.0
2020-08-26,328.1499938964844
2020-08-27,305.6000061035156
2020-08-28,307.8500061035156
2020-08-31,282.8999938964844
2020-09-01,261.6000061035156
2020-09-02,262.45001220703125
2020-09-03,269.1499938964844
2020-09-04,261.79998779296875
2020-09-07,260.04998779296875
2020-09-08,267.29998779296875
2020-09-09,259.6499938964844
2020-09-10,260.0
2020-09-11,260.54998779296875
2020-09-14,262.04998779296875
2020-09-15,260.1499938964844
2020-09-16,299.8500061035156
2020-09-17,305.3999938964844
2020-09-18,301.29998779296875
2020-09-21,295.3999938964844
2020-09-22,276.25
2020-09-23,282.1499938964844
2020-09-24,262.5
2020-09-25,277.0
2020-09-28,279.79998779296875
2020-09-29,280.1499938964844
2020-09-30,280.1499938964844
2020-10-01,290.8999938964844
2020-10-05,286.04998779296875
2020-10-06,288.29998779296875
2020-10-07,289.3999938964844
2020-10-08,290.20001220703125
2020-10-09,291.5
2020-10-12,292.6000061035156
2020-10-13,290.04998779296875
2020-10-14,287.79998779296875
2020-10-15,285.8500061035156
2020-10-16,289.70001220703125
2020-10-19,287.45001220703125
2020-10-20,288.1000061035156
2020-10-21,288.04998779296875
2020-10-22,287.8999938964844
2020-10-23,288.20001220703125
2020-10-26,290.3500061035156
2020-10-27,285.6000061035156
2020-10-28,288.04998779296875
2020-10-29,287.54998779296875
2020-10-30,287.70001220703125
2020-11-02,289.8500061035156
2020-11-03,292.6499938964844
2020-11-04,292.25
2020-11-05,295.70001220703125
2020-11-06,295.3999938964844
2020-11-09,297.25
2020-11-10,296.29998779296875
2020-11-11,295.0
2020-11-12,295.6499938964844
2020-11-13,295.25
2020-11-14,298.45001220703125
2020-11-17,295.04998779296875
2020-11-18,295.95001220703125
2020-11-19,295.1000061035156
2020-11-20,295.04998779296875
2020-11-23,295.0
2020-11-24,295.1499938964844
2020-11-25,295.04998779296875
2020-11-26,295.20001220703125
2020-11-27,296.20001220703125
2020-12-01,295.20001220703125
2020-12-02,296.8999938964844
2020-12-03,299.20001220703125
2020-12-04,356.6499938964844
2020-12-07,373.29998779296875
2020-12-08,362.3500061035156
2020-12-09,347.29998779296875
2020-12-10,336.29998779296875
2020-12-11,319.54998779296875
2020-12-14,317.6499938964844
2020-12-15,311.95001220703125
2020-12-16,350.25
2020-12-17,334.70001220703125
2020-12-18,335.95001220703125
2020-12-21,320.25
2020-12-22,311.20001220703125
2020-12-23,322.3999938964844
2020-12-24,322.45001220703125
2020-12-28,319.54998779296875
2020-12-29,314.3999938964844
2020-12-30,314.95001220703125
2020-12-31,313.1499938964844
2021-01-01,333.6000061035156
2021-01-04,329.70001220703125
2021-01-05,337.75
2021-01-06,328.70001220703125
2021-01-07,335.25
2021-01-08,330.29998779296875
2021-01-11,329.3999938964844
2021-01-12,327.6499938964844
2021-01-13,333.3999938964844
2021-01-14,330.0
2021-01-15,321.79998779296875
2021-01-18,319.54998779296875
2021-01-19,321.29998779296875
2021-01-20,320.70001220703125
2021-01-21,319.3500061035156
2021-01-22,316.3999938964844
2021-01-25,313.79998779296875
2021-01-27,313.79998779296875
2021-01-28,319.0
2021-01-29,327.8500061035156
2021-02-01,336.0
2021-02-02,353.54998779296875
2021-02-03,352.75
2021-02-04,360.95001220703125
2021-02-05,341.75
2021-02-08,328.3999938964844
2021-02-09,323.45001220703125
2021-02-10,327.70001220703125
2021-02-11,325.8999938964844
2021-02-12,322.29998779296875
2021-02-15,319.1499938964844
2021-02-16,315.95001220703125
2021-02-17,320.29998779296875
2021-02-18,322.04998779296875
2021-02-19,324.04998779296875
2021-02-22,317.25
2021-02-23,318.25
2021-02-24,327.1000061035156
2021-02-25,336.75
2021-02-26,339.3999938964844
2021-03-01,331.8500061035156
2021-03-02,327.54998779296875
2021-03-03,326.6000061035156
2021-03-04,327.29998779296875
2021-03-05,326.1499938964844
2021-03-08,328.0
2021-03-09,330.29998779296875
2021-03-10,326.79998779296875
2021-03-12,336.29998779296875
2021-03-15,366.0
2021-03-16,346.5
2021-03-17,334.20001220703125
2021-03-18,323.8500061035156
2021-03-19,325.6499938964844
2021-03-22,328.6000061035156
2021-03-23,327.5
2021-03-24,323.3500061035156
2021-03-25,317.95001220703125
2021-03-26,316.29998779296875
2021-03-30,314.04998779296875
2021-03-31,312.25
2021-04-01,317.1499938964844
2021-04-05,318.3999938964844
2021-04-06,317.1000061035156
2021-04-07,326.25
2021-04-08,325.1000061035156
2021-04-09,323.6499938964844
2021-04-12,315.20001220703125
2021-04-13,309.8999938964844
2021-04-15,310.29998779296875
2021-04-16,315.04998779296875
2021-04-19,305.3999938964844
2021-04-20,303.25
2021-04-22,308.8500061035156
2021-04-23,310.29998779296875
2021-04-26,309.8999938964844
2021-04-27,306.95001220703125
2021-04-28,310.29998779296875
2021-04-29,310.04998779296875
2021-04-30,303.95001220703125
2021-05-03,307.0
2021-05-04,304.45001220703125
2021-05-05,304.95001220703125
2021-05-06,302.75
2021-05-07,303.45001220703125
2021-05-10,302.3500061035156
2021-05-11,303.5
2021-05-12,300.8999938964844
2021-05-14,299.79998779296875
2021-05-17,302.25
2021-05-18,302.79998779296875
2021-05-19,302.95001220703125
2021-05-20,302.79998779296875
2021-05-21,302.95001220703125
2021-05-24,303.1000061035156
2021-05-25,303.04998779296875
2021-05-26,305.54998779296875
2021-05-27,310.3999938964844
2021-05-28,311.75
2021-05-31,318.70001220703125
2021-06-01,341.6000061035156
2021-06-02,371.20001220703125
2021-06-03,377.8999938964844
2021-06-04,392.8999938964844
2021-06-07,374.20001220703125
2021-06-08,374.04998779296875
2021-06-09,357.1499938964844
2021-06-10,379.6499938964844
2021-06-11,400.5
2021-06-14,398.79998779296875
2021-06-15,399.6000061035156
2021-06-16,389.3999938964844
2021-06-17,384.20001220703125
2021-06-18,357.1499938964844
2021-06-21,350.95001220703125
2021-06-22,355.45001220703125
2021-06-23,349.0
2021-06-24,341.04998779296875
2021-06-25,354.3999938964844
2021-06-28,352.54998779296875
2021-06-29,353.95001220703125
2021-06-30,352.20001220703125
2021-07-01,353.6000061035156
2021-07-02,355.04998779296875
2021-07-05,351.1499938964844
2021-07-06,353.54998779296875
2021-07-07,344.45001220703125
2021-07-08,338.45001220703125
2021-07-09,339.04998779296875
2021-07-12,342.3999938964844
2021-07-13,343.45001220703125
2021-07-14,344.04998779296875
2021-07-15,342.04998779296875
2021-07-16,341.8999938964844
2021-07-19,349.8999938964844
2021-07-20,346.3999938964844
2021-07-22,342.8999938964844
2021-07-23,348.20001220703125
2021-07-26,348.25
2021-07-27,341.6499938964844
2021-07-28,340.29998779296875
2021-07-29,336.5
2021-07-30,338.6499938964844
2021-08-02,332.54998779296875
2021-08-03,344.54998779296875
2021-08-04,347.3500061035156
2021-08-05,376.20001220703125
2021-08-06,373.04998779296875
2021-08-09,360.1499938964844
2021-08-10,349.25
2021-08-11,340.5
2021-08-12,343.29998779296875
2021-08-13,372.95001220703125
2021-08-16,358.3999938964844
2021-08-17,330.70001220703125
2021-08-18,338.25
2021-08-20,296.25
2021-08-23,284.29998779296875
2021-08-24,289.29998779296875
2021-08-25,291.29998779296875
2021-08-26,288.25
2021-08-27,288.20001220703125
2021-08-30,302.75
2021-08-31,291.6499938964844
2021-09-01,289.79998779296875
2021-09-02,288.04998779296875
2021-09-03,290.0
2021-09-06,295.75
2021-09-07,296.8500061035156
2021-09-08,299.79998779296875
2021-09-09,301.79998779296875
2021-09-13,294.70001220703125
2021-09-14,294.8999938964844
2021-09-15,292.5
2021-09-16,293.70001220703125
2021-09-17,290.79998779296875
2021-09-20,279.75
2021-09-21,284.70001220703125
2021-09-22,288.6000061035156
2021-09-23,294.8500061035156
2021-09-24,289.95001220703125
2021-09-27,283.1499938964844
2021-09-28,285.79998779296875
2021-09-29,284.79998779296875
2021-09-30,286.04998779296875
2021-10-01,282.75
2021-10-04,283.5
2021-10-05,282.25
2021-10-06,280.54998779296875
2021-10-07,285.25
2021-10-08,289.5
2021-10-11,286.70001220703125
2021-10-12,284.20001220703125
2021-10-13,283.54998779296875
2021-10-14,284.1499938964844
2021-10-18,287.1000061035156
2021-10-19,284.29998779296875
2021-10-20,282.1000061035156
2021-10-21,286.29998779296875
2021-10-22,276.8500061035156
2021-10-25,269.70001220703125
2021-10-26,270.04998779296875
2021-10-27,273.04998779296875
2021-10-28,270.3500061035156
2021-10-29,267.25
2021-11-01,263.1499938964844
2021-11-02,265.79998779296875
2021-11-03,270.1000061035156
2021-11-04,272.3500061035156
2021-11-08,273.54998779296875
2021-11-09,271.95001220703125
2021-11-10,273.8500061035156
2021-11-11,278.1499938964844
2021-11-12,273.5
2021-11-15,265.3999938964844
2021-11-16,262.54998779296875
2021-11-17,263.20001220703125
2021-11-18,257.3500061035156
2021-11-22,256.25
2021-11-23,262.8999938964844
2021-11-24,262.6499938964844
2021-11-25,259.45001220703125
2021-11-26,251.8000030517578
2021-11-29,250.5
2021-11-30,256.0
2021-12-01,254.9499969482422
2021-12-02,253.10000610351562
2021-12-03,251.0500030517578
2021-12-06,243.10000610351562
2021-12-07,244.10000610351562
2021-12-08,247.89999389648438
2021-12-09,249.75
2021-12-10,273.04998779296875
2021-12-13,262.5
2021-12-14,265.75
2021-12-15,254.35000610351562
2021-12-16,253.35000610351562
2021-12-17,248.4499969482422
2021-12-20,235.3000030517578
2021-12-21,236.85000610351562
2021-12-22,238.60000610351562
2021-12-23,237.85000610351562
2021-12-24,233.3000030517578
2021-12-27,231.39999389648438
2021-12-28,236.6999969482422
2021-12-29,241.5
2021-12-30,238.89999389648438
2021-12-31,239.89999389648438
2022-01-03,247.89999389648438
2022-01-04,244.35000610351562
2022-01-05,242.14999389648438
2022-01-06,241.85000610351562
2022-01-07,237.9499969482422
2022-01-10,250.89999389648438
2022-01-11,271.0
2022-01-12,269.04998779296875
2022-01-13,274.1499938964844
2022-01-14,269.95001220703125
2022-01-17,275.45001220703125
2022-01-18,266.5
2022-01-19,270.25
2022-01-20,267.75
2022-01-21,262.1499938964844
2022-01-24,243.1999969482422
2022-01-25,248.14999389648438
2022-01-27,245.64999389648438
2022-01-28,238.9499969482422
2022-01-31,240.75
2022-02-01,241.9499969482422
2022-02-02,242.89999389648438
2022-02-03,243.60000610351562
2022-02-04,258.3999938964844
2022-02-07,265.8999938964844
2022-02-08,255.5500030517578
2022-02-09,261.6499938964844
2022-02-10,263.75
2022-02-11,260.6499938964844
2022-02-14,243.6999969482422
2022-02-15,247.9499969482422
2022-02-16,245.64999389648438
2022-02-17,241.39999389648438
2022-02-18,241.5
2022-02-21,239.64999389648438
2022-02-22,239.0
2022-02-23,232.60000610351562
2022-02-24,203.75
2022-02-25,213.5500030517578
2022-02-28,211.9499969482422
2022-03-02,209.0500030517578
2022-03-03,219.14999389648438
2022-03-04,223.14999389648438
2022-03-07,215.75
2022-03-08,217.85000610351562
2022-03-09,218.9499969482422
2022-03-10,225.14999389648438
2022-03-11,225.39999389648438
2022-03-14,219.3000030517578
2022-03-15,226.75
2022-03-16,234.39999389648438
2022-03-17,240.9499969482422
2022-03-21,237.6999969482422
2022-03-22,243.14999389648438
2022-03-23,237.75
2022-03-24,233.75
2022-03-25,233.35000610351562
2022-03-28,226.8000030517578
2022-03-29,211.0500030517578
2022-03-30,208.4499969482422
2022-03-31,211.10000610351562
2022-04-01,214.5
2022-04-04,238.5
2022-04-05,248.0
2022-04-06,244.3000030517578
2022-04-07,230.89999389648438
2022-04-08,232.9499969482422
2022-04-11,241.3000030517578
2022-04-12,235.85000610351562
2022-04-13,232.5
2022-04-18,227.5
2022-04-19,227.3000030517578
2022-04-20,223.9499969482422
2022-04-21,233.0500030517578
