Date,HSCL
2007-03-02,28.420989990234375
2007-03-05,26.263147354125977
2007-03-06,27.048677444458008
2007-03-07,26.33412742614746
2007-03-08,26.679576873779297
2007-03-09,26.476099014282227
2007-03-12,26.65591812133789
2007-03-13,26.972965240478516
2007-03-14,26.42877197265625
2007-03-15,26.376718521118164
2007-03-16,26.816801071166992
2007-03-19,26.736358642578125
2007-03-20,26.736358642578125
2007-03-21,26.36725425720215
2007-03-22,26.594398498535156
2007-03-23,27.001354217529297
2007-03-26,26.65591812133789
2007-03-28,25.65744400024414
2007-03-29,25.993417739868164
2007-03-30,26.230022430419922
2007-04-02,25.827796936035156
2007-04-03,25.638511657714844
2007-04-04,25.931909561157227
2007-04-05,25.638511657714844
2007-04-09,25.58172607421875
2007-04-10,25.349855422973633
2007-04-11,26.476099014282227
2007-04-12,25.718961715698242
2007-04-13,26.703237533569336
2007-04-16,28.368932723999023
2007-04-17,27.725366592407227
2007-04-18,27.07234001159668
2007-04-19,26.736358642578125
2007-04-20,26.381454467773438
2007-04-23,23.74567222595215
2007-04-24,23.45228385925293
2007-04-25,25.170032501220703
2007-04-26,23.991741180419922
2007-04-27,25.54387092590332
2007-04-30,25.567527770996094
2007-05-03,25.278871536254883
2007-05-04,25.084856033325195
2007-05-07,25.95555877685547
2007-05-08,25.340389251708984
2007-05-09,25.349855422973633
2007-05-10,25.77100944519043
2007-05-11,26.02654457092285
2007-05-14,26.02654457092285
2007-05-15,25.345123291015625
2007-05-16,25.61485481262207
2007-05-17,25.647977828979492
2007-05-18,25.25048065185547
2007-05-21,26.225290298461914
2007-05-22,28.293224334716797
2007-05-23,30.72551918029785
2007-05-24,30.498382568359375
2007-05-25,33.03005599975586
2007-05-28,31.64354705810547
2007-05-29,32.07417297363281
2007-05-30,36.06805419921875
2007-05-31,36.285736083984375
2007-06-01,38.06027603149414
2007-06-04,37.033409118652344
2007-06-05,37.37885665893555
2007-06-06,36.30939865112305
2007-06-07,36.48447799682617
2007-06-08,35.8172607421875
2007-06-11,35.25886917114258
2007-06-12,33.60737228393555
2007-06-13,32.96379852294922
2007-06-14,34.615299224853516
2007-06-15,34.43074417114258
2007-06-18,36.153236389160156
2007-06-19,37.889915466308594
2007-06-20,37.97509002685547
2007-06-21,37.104393005371094
2007-06-22,36.54600143432617
2007-06-25,35.58065414428711
2007-06-26,36.129581451416016
2007-06-27,35.670562744140625
2007-06-28,34.913421630859375
2007-06-29,34.85190963745117
2007-07-02,34.86137771606445
2007-07-03,34.49226760864258
2007-07-04,34.35976791381836
2007-07-05,34.07111740112305
2007-07-06,35.33932113647461
2007-07-09,35.419761657714844
2007-07-10,35.027000427246094
2007-07-11,34.913421630859375
2007-07-12,35.23046875
2007-07-13,34.15156555175781
2007-07-16,33.66415786743164
2007-07-17,32.613624572753906
2007-07-18,32.16880798339844
2007-07-19,32.01265335083008
2007-07-20,33.44173812866211
2007-07-23,34.56325149536133
2007-07-24,33.95280838012695
2007-07-25,33.115234375
2007-07-26,34.10423278808594
2007-07-27,33.067901611328125
2007-07-30,32.07417297363281
2007-07-31,32.46220016479492
2007-08-01,31.89434814453125
2007-08-02,30.872211456298828
2007-08-03,31.65774917602539
2007-08-06,30.479450225830078
2007-08-07,32.60417175292969
2007-08-08,33.22880172729492
2007-08-09,32.71299743652344
2007-08-10,31.705066680908203
2007-08-13,32.66096115112305
2007-08-14,31.520505905151367
2007-08-16,31.014177322387695
2007-08-17,30.94793128967285
2007-08-20,31.023643493652344
2007-08-21,29.42892074584961
2007-08-22,29.471513748168945
2007-08-23,28.203306198120117
2007-08-24,28.411523818969727
2007-08-27,31.406936645507812
2007-08-28,33.048980712890625
2007-08-29,34.28878402709961
2007-08-30,34.56325149536133
2007-08-31,34.179954528808594
2007-09-03,33.86764144897461
2007-09-04,34.89924240112305
2007-09-05,34.9891471862793
2007-09-06,34.3607292175293
2007-09-07,33.890628814697266
2007-09-10,32.91685485839844
2007-09-11,33.49248123168945
2007-09-12,32.912052154541016
2007-09-13,33.219058990478516
2007-09-14,33.458900451660156
2007-09-17,32.93603515625
2007-09-18,32.92644119262695
2007-09-19,32.912052154541016
2007-09-20,33.3245964050293
2007-09-21,32.91685485839844
2007-09-24,34.346343994140625
2007-09-25,34.43748474121094
2007-09-26,34.05852508544922
2007-09-27,33.18067169189453
2007-09-28,33.444515228271484
2007-10-01,32.653018951416016
2007-10-03,31.98623275756836
2007-10-04,32.29323959350586
2007-10-05,32.75855255126953
2007-10-08,31.410600662231445
2007-10-09,30.806180953979492
2007-10-10,30.273712158203125
2007-10-11,30.97407341003418
2007-10-12,32.883270263671875
2007-10-15,34.878814697265625
2007-10-16,36.437828063964844
2007-10-17,35.25777053833008
2007-10-18,34.811649322509766
2007-10-19,33.04157257080078
2007-10-22,32.20689010620117
2007-10-23,33.60761260986328
2007-10-24,33.53565979003906
2007-10-25,33.22864532470703
2007-10-26,33.88103485107422
2007-10-29,34.140079498291016
2007-10-30,35.49282455444336
2007-10-31,38.65402603149414
2007-11-01,41.364322662353516
2007-11-02,43.801185607910156
2007-11-05,49.173805236816406
2007-11-06,50.83354568481445
2007-11-07,46.132511138916016
2007-11-08,46.63619613647461
2007-11-12,49.78781509399414
2007-11-13,52.12394332885742
2007-11-14,52.89146041870117
2007-11-15,52.70437240600586
2007-11-16,57.90909194946289
2007-11-19,62.84038543701172
2007-11-20,64.81193542480469
2007-11-21,66.96578979492188
2007-11-22,64.03961181640625
2007-11-23,61.602760314941406
2007-11-26,62.37028503417969
2007-11-27,61.11346435546875
2007-11-28,59.007606506347656
2007-11-29,62.360687255859375
2007-11-30,65.17649841308594
2007-12-03,62.09205627441406
2007-12-04,61.14705276489258
2007-12-05,64.20751190185547
2007-12-06,64.24110412597656
2007-12-07,61.37730407714844
2007-12-10,58.83011245727539
2007-12-11,61.19501876831055
2007-12-12,62.000911712646484
