Date,GHCL
1996-01-01,8.567009925842285
1996-01-02,8.319668769836426
1996-01-03,8.364639282226562
1996-01-04,8.364639282226562
1996-01-05,8.364639282226562
1996-01-08,7.7575273513793945
1996-01-09,7.420243263244629
1996-01-10,7.7575273513793945
1996-01-11,7.6451005935668945
1996-01-12,7.735042572021484
1996-01-15,7.1953887939453125
1996-01-16,7.307816028594971
1996-01-17,7.442729473114014
1996-01-18,7.105447292327881
1996-01-19,6.903076648712158
1996-01-22,6.565792083740234
1996-01-23,6.633249282836914
1996-01-24,6.768163204193115
1996-01-25,6.970532417297363
1996-01-26,6.970532417297363
1996-01-29,6.7456769943237305
1996-01-30,7.1953887939453125
1996-01-31,7.015503883361816
1996-02-01,7.375271797180176
1996-02-02,7.7575273513793945
1996-02-05,7.532670497894287
1996-02-06,7.532670497894287
1996-02-07,7.532670497894287
1996-02-08,7.6451005935668945
1996-02-09,7.869957447052002
1996-02-12,7.914927959442139
1996-02-13,8.02735710144043
1996-02-14,8.072328567504883
1996-02-15,8.499552726745605
1996-02-16,8.13978385925293
1996-02-19,8.04984188079834
1996-02-20,7.959897994995117
1996-02-21,7.959897994995117
1996-02-22,8.184755325317383
1996-02-23,8.072328567504883
1996-02-26,7.98238468170166
1996-02-27,7.735042572021484
1996-02-28,7.869957447052002
1996-02-29,7.735042572021484
1996-03-01,7.690073490142822
1996-03-04,7.4652180671691895
1996-03-05,7.4652180671691895
1996-03-06,7.240361213684082
1996-03-07,7.420243263244629
1996-03-08,7.285330772399902
1996-03-11,7.240361213684082
1996-03-12,6.8581037521362305
1996-03-13,7.0604753494262695
1996-03-14,6.993018627166748
1996-03-15,6.835620403289795
1996-03-18,6.633249282836914
1996-03-19,6.655735492706299
1996-03-20,6.655735492706299
1996-03-21,6.700705051422119
1996-03-22,6.498333930969238
1996-03-25,6.363421440124512
1996-03-26,6.655735492706299
1996-03-27,6.520820140838623
1996-03-28,7.105447292327881
1996-03-29,6.7456769943237305
1996-04-01,6.880592346191406
1996-04-02,6.813132286071777
1996-04-03,6.948047637939453
1996-04-04,6.790647983551025
1996-04-05,6.790647983551025
1996-04-08,6.790647983551025
1996-04-09,6.948047637939453
1996-04-10,6.948047637939453
1996-04-11,6.970532417297363
1996-04-12,7.2178754806518555
1996-04-15,7.330303192138672
1996-04-16,7.780013084411621
1996-04-17,8.611981391906738
1996-04-18,8.634466171264648
1996-04-19,8.814351081848145
1996-04-22,8.544524192810059
1996-04-23,8.207240104675293
1996-04-24,8.544524192810059
1996-04-25,8.544524192810059
1996-04-26,8.387125968933105
1996-04-29,8.319668769836426
1996-04-30,8.22972583770752
1996-05-01,8.162271499633789
1996-05-02,8.274698257446289
1996-05-03,8.274698257446289
1996-05-06,8.094812393188477
1996-05-07,7.780013084411621
1996-05-08,7.98238468170166
1996-05-09,7.735042572021484
1996-05-10,7.375271797180176
1996-05-13,7.307816028594971
1996-05-14,7.375271797180176
1996-05-15,7.6001296043396
1996-05-16,8.00486946105957
1996-05-17,7.824984550476074
1996-05-20,7.735042572021484
1996-05-21,7.690073490142822
1996-05-22,7.6451005935668945
1996-05-23,7.487701416015625
1996-05-24,7.397758960723877
1996-05-27,7.240361213684082
1996-05-28,6.970532417297363
1996-05-29,7.307816028594971
1996-05-30,7.307816028594971
1996-05-31,7.442729473114014
1996-06-03,7.51018762588501
1996-06-04,7.577643871307373
1996-06-05,7.622613906860352
1996-06-06,8.22972583770752
1996-06-07,8.02735710144043
1996-06-10,8.00486946105957
1996-06-11,7.98238468170166
1996-06-12,7.622613906860352
1996-06-13,7.735042572021484
1996-06-14,7.824984550476074
1996-06-17,7.847470283508301
1996-06-18,7.780013084411621
1996-06-19,7.712556838989258
1996-06-20,7.869957447052002
1996-06-21,7.7575273513793945
1996-06-24,7.6001296043396
1996-06-25,7.442729473114014
1996-06-26,7.51018762588501
1996-06-27,7.352786540985107
1996-06-28,7.442729473114014
1996-07-01,7.1953887939453125
1996-07-02,7.127933025360107
1996-07-03,7.015503883361816
1996-07-04,6.970532417297363
1996-07-05,7.127933025360107
1996-07-08,7.015503883361816
1996-07-09,6.633249282836914
1996-07-10,6.655735492706299
1996-07-11,6.7456769943237305
1996-07-12,6.768163204193115
1996-07-15,6.700705051422119
1996-07-16,6.340935707092285
1996-07-17,6.588278770446777
1996-07-18,6.633249282836914
1996-07-19,6.543307304382324
1996-07-22,6.700705051422119
1996-07-23,6.633249282836914
1996-07-24,6.520820140838623
1996-07-25,6.408390998840332
1996-07-26,6.340935707092285
1996-07-29,6.385906219482422
1996-07-30,6.2734785079956055
1996-07-31,6.295965194702148
1996-08-01,6.295965194702148
1996-08-02,6.183536529541016
1996-08-05,6.183536529541016
1996-08-06,6.161051273345947
1996-08-07,6.295965194702148
1996-08-08,6.430878162384033
1996-08-09,6.318449974060059
1996-08-12,6.363421440124512
1996-08-13,6.295965194702148
1996-08-14,6.250993728637695
1996-08-15,6.250993728637695
1996-08-16,6.295965194702148
1996-08-19,6.295965194702148
1996-08-20,6.228508472442627
1996-08-21,5.8012824058532715
1996-08-22,5.91370964050293
1996-08-23,5.981167316436768
1996-08-26,6.071108818054199
1996-08-27,6.138567924499512
1996-08-28,6.2734785079956055
1996-08-29,6.565792083740234
1996-08-30,6.700705051422119
1996-09-02,6.588278770446777
1996-09-03,6.498333930969238
1996-09-04,6.408390998840332
1996-09-05,6.588278770446777
1996-09-06,6.430878162384033
1996-09-09,6.2734785079956055
1996-09-10,6.206023216247559
1996-09-11,6.2734785079956055
1996-09-12,6.206023216247559
1996-09-13,6.138567924499512
1996-09-16,6.138567924499512
1996-09-17,6.0486226081848145
1996-09-18,6.250993728637695
1996-09-19,6.026137351989746
1996-09-20,6.093595504760742
1996-09-23,6.0486226081848145
1996-09-24,5.958680629730225
1996-09-25,5.891224384307861
1996-09-26,5.936195373535156
1996-09-27,5.688854694366455
1996-09-30,5.621397495269775
1996-10-01,5.823768138885498
1996-10-02,5.823768138885498
1996-10-03,5.756310939788818
1996-10-04,5.8012824058532715
1996-10-07,5.419027328491211
1996-10-08,5.374056339263916
1996-10-09,5.531453609466553
1996-10-10,5.846253395080566
1996-10-11,5.891224384307861
1996-10-14,5.688854694366455
1996-10-15,5.711338996887207
1996-10-16,5.8012824058532715
1996-10-17,5.936195373535156
1996-10-18,6.295965194702148
1996-10-21,6.295965194702148
1996-10-22,6.318449974060059
1996-10-23,6.678221702575684
1996-10-24,6.520820140838623
1996-10-25,6.250993728637695
1996-10-28,6.543307304382324
1996-10-29,6.183536529541016
1996-10-30,6.183536529541016
1996-10-31,6.0486226081848145
1996-11-01,6.071108818054199
1996-11-04,6.138567924499512
1996-11-05,5.8012824058532715
1996-11-06,5.846253395080566
1996-11-07,5.778796672821045
1996-11-08,5.846253395080566
1996-11-11,6.026137351989746
1996-11-12,6.026137351989746
1996-11-13,6.003652095794678
1996-11-14,6.228508472442627
1996-11-15,6.093595504760742
1996-11-18,6.183536529541016
1996-11-19,6.363421440124512
1996-11-20,6.363421440124512
1996-11-21,6.340935707092285
1996-11-22,6.183536529541016
1996-11-25,6.071108818054199
1996-11-26,6.228508472442627
1996-11-27,6.071108818054199
1996-11-28,6.116081237792969
1996-11-29,6.206023216247559
1996-12-02,6.161051273345947
1996-12-03,6.093595504760742
1996-12-04,5.981167316436768
1996-12-05,5.891224384307861
1996-12-06,5.981167316436768
1996-12-09,6.161051273345947
1996-12-10,6.026137351989746
1996-12-11,6.161051273345947
1996-12-12,6.093595504760742
1996-12-13,6.206023216247559
1996-12-16,6.363421440124512
1996-12-17,6.430878162384033
1996-12-18,6.475850582122803
1996-12-19,6.588278770446777
1996-12-20,6.880592346191406
1996-12-23,7.0604753494262695
1996-12-24,7.0604753494262695
1996-12-25,7.0604753494262695
1996-12-26,7.532670497894287
1996-12-27,7.532670497894287
1996-12-30,7.532670497894287
1996-12-31,7.51018762588501
1997-01-01,7.914927959442139
1997-01-02,7.6001296043396
1997-01-03,7.532670497894287
1997-01-06,7.150417327880859
1997-01-07,7.082961082458496
1997-01-08,7.307816028594971
1997-01-09,7.262844562530518
1997-01-10,7.397758960723877
1997-01-13,7.6451005935668945
1997-01-14,7.667585372924805
1997-01-15,8.184755325317383
1997-01-16,7.869957447052002
1997-01-17,7.780013084411621
1997-01-20,7.824984550476074
1997-01-21,7.914927959442139
1997-01-22,7.892440319061279
1997-01-23,7.892440319061279
1997-01-24,7.98238468170166
1997-01-27,8.432095527648926
1997-01-28,8.454582214355469
1997-01-29,8.544524192810059
1997-01-30,8.656950950622559
1997-01-31,8.589496612548828
1997-02-03,8.207240104675293
1997-02-04,8.769378662109375
1997-02-05,8.791865348815918
1997-02-06,8.836834907531738
1997-02-07,8.971749305725098
1997-02-10,9.084177017211914
1997-02-11,9.264063835144043
1997-02-12,8.859319686889648
1997-02-13,8.994235038757324
1997-02-14,9.061692237854004
1997-02-17,9.30903434753418
1997-02-18,9.44394588470459
