Date,SUNTECK
2011-08-25,121.193603515625
2011-08-26,120.15270233154297
2011-08-29,119.01717376708984
2011-08-30,118.70963287353516
2011-09-02,116.69881439208984
2011-09-05,120.64949035644531
2011-09-06,120.57852935791016
2011-09-07,120.62581634521484
2011-09-08,123.79583740234375
2011-09-09,127.74652862548828
2011-09-12,125.806640625
2011-09-13,127.86477661132812
2011-09-14,125.52276611328125
2011-09-15,126.39805603027344
2011-09-16,128.78744506835938
2011-09-19,129.75733947753906
2011-09-20,137.09092712402344
2011-09-21,141.01795959472656
2011-09-22,140.03797912597656
2011-09-23,145.6479949951172
2011-09-26,144.2514190673828
2011-09-27,145.7427215576172
2011-09-28,145.6479949951172
2011-09-29,146.1924591064453
2011-09-30,146.7605743408203
2011-10-03,145.83740234375
2011-10-04,147.73106384277344
2011-10-05,152.29957580566406
2011-10-07,156.20530700683594
2011-10-10,158.95114135742188
2011-10-11,160.51344299316406
2011-10-12,163.4249725341797
2011-10-13,163.35397338867188
2011-10-14,164.5375213623047
2011-10-17,163.96942138671875
2011-10-18,163.282958984375
2011-10-19,164.30081176757812
2011-10-20,166.54959106445312
2011-10-21,165.3896942138672
2011-10-24,169.05870056152344
2011-10-25,170.10023498535156
2011-10-28,172.7277069091797
2011-10-31,170.5499725341797
2011-11-01,168.9639892578125
2011-11-02,168.6326141357422
2011-11-03,168.7036590576172
2011-11-04,169.76882934570312
2011-11-08,172.7277069091797
2011-11-09,175.04750061035156
2011-11-11,176.4914093017578
2011-11-14,183.4033660888672
2011-11-15,182.4564971923828
2011-11-16,182.66954040527344
2011-11-17,179.5449981689453
2011-11-18,182.2434844970703
2011-11-21,181.9594268798828
2011-11-22,182.36183166503906
2011-11-23,182.2671356201172
2011-11-24,183.02462768554688
2011-11-25,180.37342834472656
2011-11-28,180.56283569335938
2011-11-29,179.28460693359375
2011-11-30,176.77545166015625
2011-12-01,177.17788696289062
2011-12-02,175.4261932373047
2011-12-05,174.47935485839844
2011-12-07,174.83441162109375
2011-12-08,174.2899932861328
2011-12-09,174.64508056640625
2011-12-12,174.3373260498047
2011-12-13,173.88760375976562
2011-12-14,165.81576538085938
2011-12-15,159.0695037841797
2011-12-16,152.4889373779297
2011-12-19,150.99769592285156
2011-12-20,150.47694396972656
2011-12-21,148.2755126953125
2011-12-22,146.4054718017578
2011-12-23,143.73068237304688
2011-12-26,146.00308227539062
2011-12-27,146.12142944335938
2011-12-28,146.7368621826172
2011-12-29,145.76637268066406
2011-12-30,142.9731903076172
2012-01-02,145.86105346679688
2012-01-03,146.26348876953125
2012-01-04,145.7900390625
2012-01-05,146.57122802734375
2012-01-06,145.81370544433594
2012-01-09,145.76637268066406
2012-01-10,123.72860717773438
2012-01-11,136.81871032714844
2012-01-12,137.22109985351562
2012-01-13,140.2747039794922
2012-01-16,137.74188232421875
2012-01-17,137.41050720214844
2012-01-18,136.7950439453125
2012-01-19,136.86607360839844
2012-01-20,135.49314880371094
2012-01-23,134.80667114257812
2012-01-24,136.81871032714844
2012-01-25,141.97898864746094
2012-01-27,143.8253631591797
2012-01-30,146.0504150390625
2012-01-31,143.96734619140625
2012-02-01,146.33450317382812
2012-02-02,149.8141326904297
2012-02-03,153.74351501464844
2012-02-06,156.6077117919922
2012-02-07,159.0695037841797
2012-02-08,160.79750061035156
2012-02-09,160.96319580078125
2012-02-10,161.36558532714844
2012-02-13,165.46070861816406
2012-02-14,165.72105407714844
2012-02-15,195.94900512695312
2012-02-16,189.27377319335938
2012-02-17,179.9000244140625
2012-02-21,175.07113647460938
2012-02-22,174.47935485839844
2012-02-23,176.75180053710938
2012-02-24,186.81199645996094
2012-02-27,179.5449981689453
2012-02-28,181.32029724121094
2012-02-29,182.40914916992188
2012-03-01,182.52752685546875
2012-03-02,181.27297973632812
2012-03-05,181.29664611816406
2012-03-06,180.207763671875
2012-03-07,179.11891174316406
2012-03-09,178.12469482421875
2012-03-12,177.93536376953125
2012-03-13,175.8996124267578
2012-03-14,173.84024047851562
2012-03-15,173.6035614013672
2012-03-16,166.6442108154297
2012-03-19,168.49058532714844
2012-03-20,169.69781494140625
2012-03-21,171.09439086914062
2012-03-22,174.69244384765625
2012-03-23,177.29623413085938
2012-03-26,177.1068572998047
2012-03-27,179.92369079589844
2012-03-28,178.2667236328125
2012-03-29,179.2135772705078
2012-03-30,179.8290557861328
2012-04-02,179.73435974121094
2012-04-03,179.4502716064453
2012-04-04,178.4797821044922
2012-04-09,176.53875732421875
2012-04-10,175.9706573486328
2012-04-11,174.716064453125
2012-04-12,175.0001220703125
2012-04-13,175.04750061035156
2012-04-16,176.01797485351562
2012-04-17,178.71649169921875
2012-04-18,179.5923309326172
2012-04-19,180.3261260986328
2012-04-20,181.15463256835938
2012-04-23,179.87637329101562
2012-04-24,179.8290557861328
2012-04-25,179.5923309326172
2012-04-26,179.663330078125
2012-04-27,179.5213165283203
2012-04-30,179.8290557861328
2012-05-02,179.85267639160156
2012-05-03,179.8053436279297
2012-05-04,178.9532012939453
2012-05-07,178.83485412597656
2012-05-08,178.9532012939453
2012-05-09,179.0715789794922
2012-05-10,179.78170776367188
2012-05-11,178.83485412597656
2012-05-14,179.18991088867188
2012-05-15,179.37928771972656
2012-05-16,177.485595703125
2012-05-17,178.3850860595703
2012-05-18,177.46192932128906
2012-05-21,179.63967895507812
2012-05-22,178.17202758789062
2012-05-23,177.50924682617188
2012-05-24,177.50924682617188
2012-05-25,177.46192932128906
2012-05-28,176.96482849121094
2012-05-29,177.50924682617188
2012-05-30,177.17788696289062
2012-05-31,177.1068572998047
2012-06-01,177.39089965820312
2012-06-04,177.485595703125
2012-06-05,176.04168701171875
2012-06-06,176.08900451660156
2012-06-07,176.4677276611328
2012-06-08,176.75180053710938
2012-06-11,176.04168701171875
2012-06-12,176.04168701171875
2012-06-13,176.0653076171875
2012-06-14,175.94699096679688
2012-06-15,176.4440460205078
2012-06-18,176.60977172851562
2012-06-19,176.8227996826172
2012-06-20,175.56825256347656
2012-06-21,164.89259338378906
2012-06-22,165.69740295410156
2012-06-25,167.14134216308594
2012-06-26,167.42543029785156
2012-06-27,166.71527099609375
2012-06-28,166.9756622314453
2012-06-29,166.52587890625
2012-07-02,166.8099822998047
2012-07-03,166.5731964111328
2012-07-04,166.36019897460938
2012-07-05,166.12347412109375
2012-07-06,166.26553344726562
2012-07-09,166.1471405029297
2012-07-10,166.052490234375
2012-07-11,165.53172302246094
2012-07-12,166.3838653564453
2012-07-13,165.65003967285156
2012-07-16,166.12347412109375
2012-07-17,166.12347412109375
2012-07-18,166.9756622314453
2012-07-19,165.413330078125
2012-07-20,166.21817016601562
2012-07-23,166.31283569335938
2012-07-24,166.052490234375
2012-07-25,165.8867645263672
2012-07-26,165.7683868408203
2012-07-27,165.8867645263672
2012-07-30,167.94613647460938
2012-07-31,168.01712036132812
2012-08-01,167.8041229248047
2012-08-02,167.73312377929688
2012-08-03,165.67372131347656
2012-08-06,165.65003967285156
2012-08-07,165.60267639160156
2012-08-08,165.50802612304688
2012-08-09,165.15298461914062
2012-08-10,165.46070861816406
2012-08-13,160.9158477783203
2012-08-14,160.6791534423828
2012-08-16,160.32406616210938
2012-08-17,157.98068237304688
2012-08-21,156.9627685546875
2012-08-22,155.23477172851562
2012-08-23,155.70823669433594
2012-08-24,155.7792510986328
2012-08-27,155.14010620117188
2012-08-28,153.79083251953125
2012-08-29,153.0807647705078
2012-08-30,152.29957580566406
2012-08-31,147.8257598876953
2012-09-03,149.00930786132812
2012-09-04,148.58323669433594
2012-09-05,148.6068878173828
2012-09-06,149.57737731933594
2012-09-07,149.08030700683594
2012-09-10,148.01515197753906
2012-09-11,149.93247985839844
2012-09-12,150.818115234375
2012-09-13,151.03125
2012-09-14,151.45748901367188
2012-09-17,151.69430541992188
2012-09-18,151.88372802734375
2012-09-20,150.60499572753906
2012-09-21,151.05491638183594
2012-09-24,150.06033325195312
2012-09-25,147.02932739257812
2012-09-26,147.97653198242188
2012-09-27,150.2734375
2012-09-28,150.5813446044922
2012-10-01,149.13682556152344
2012-10-03,149.25523376464844
2012-10-04,150.912841796875
2012-10-05,150.98387145996094
2012-10-08,151.45748901367188
2012-10-09,151.48117065429688
2012-10-10,150.770751953125
2012-10-11,150.41552734375
2012-10-12,150.62864685058594
2012-10-15,150.9365234375
2012-10-16,150.53396606445312
2012-10-17,150.65235900878906
2012-10-18,150.79443359375
2012-10-19,149.04214477539062
2012-10-22,150.36817932128906
2012-10-23,148.7816162109375
2012-10-25,149.98931884765625
2012-10-29,149.16050720214844
2012-10-30,150.7470703125
2012-10-31,150.51026916503906
2012-11-01,149.7288360595703
2012-11-02,149.44467163085938
2012-11-05,150.5813446044922
2012-11-06,150.41552734375
2012-11-07,153.77813720703125
2012-11-08,151.90740966796875
2012-11-09,151.22064208984375
2012-11-12,150.98387145996094
2012-11-15,147.92913818359375
2012-11-16,152.94932556152344
2012-11-19,153.06771850585938
2012-11-20,154.86741638183594
2012-11-21,160.8821258544922
2012-11-22,164.4814910888672
2012-11-23,165.00244140625
2012-11-26,166.0443572998047
2012-11-27,172.67477416992188
2012-11-29,183.7096710205078
2012-11-30,184.01751708984375
2012-12-03,183.9701385498047
2012-12-04,184.0648956298828
2012-12-05,190.07958984375
2012-12-06,192.61338806152344
2012-12-07,192.3528594970703
2012-12-10,194.0578155517578
2012-12-11,196.52056884765625
2012-12-12,194.17625427246094
2012-12-13,196.4495391845703
2012-12-14,198.8412322998047
2012-12-17,201.8959197998047
2012-12-18,203.5298614501953
2012-12-19,208.62107849121094
2012-12-20,210.0655059814453
2012-12-21,208.313232421875
2012-12-24,210.3023681640625
2012-12-26,213.1439208984375
2012-12-27,226.59420776367188
2012-12-28,224.58140563964844
2012-12-31,222.0713348388672
2013-01-01,222.11868286132812
2013-01-02,222.49757385253906
2013-01-03,222.331787109375
2013-01-04,224.34457397460938
2013-01-07,222.94747924804688
2013-01-08,225.05502319335938
2013-01-09,230.8329315185547
2013-01-10,230.64349365234375
2013-01-11,232.11167907714844
2013-01-14,234.88223266601562
2013-01-15,234.29022216796875
2013-01-16,236.42144775390625
2013-01-17,237.74749755859375
2013-01-18,238.69471740722656
2013-01-21,236.871337890625
2013-01-22,236.37405395507812
2013-01-23,231.4959716796875
2013-01-24,225.71804809570312
2013-01-25,226.9257354736328
2013-01-28,229.2227020263672
2013-01-29,228.1570587158203
2013-01-30,230.24095153808594
2013-01-31,229.0806427001953
2013-02-01,228.1807861328125
2013-02-04,229.45947265625
2013-02-05,227.84925842285156
2013-02-06,232.4668731689453
2013-02-07,230.97499084472656
2013-02-08,228.39389038085938
2013-02-11,227.09146118164062
2013-02-12,228.4649200439453
2013-02-13,226.45213317871094
2013-02-14,227.04412841796875
2013-02-15,227.1862335205078
2013-02-18,227.2572784423828
2013-02-19,227.32827758789062
2013-02-20,228.9385528564453
2013-02-21,227.09146118164062
2013-02-22,226.97308349609375
2013-02-25,225.1970977783203
2013-02-26,224.7944793701172
2013-02-27,224.46299743652344
2013-02-28,222.49757385253906
2013-03-01,222.5448760986328
2013-03-04,219.89276123046875
2013-03-05,221.24252319335938
2013-03-06,224.46299743652344
2013-03-07,224.67611694335938
2013-03-08,224.9365997314453
2013-03-11,223.7762908935547
2013-03-12,223.18429565429688
2013-03-13,220.74520874023438
2013-03-14,219.06394958496094
2013-03-15,220.41371154785156
2013-03-18,221.5503692626953
2013-03-19,217.9510040283203
2013-03-20,214.96730041503906
2013-03-21,209.11834716796875
2013-03-22,207.3423614501953
2013-03-25,201.56443786621094
2013-03-26,193.0633087158203
2013-03-28,189.27447509765625
2013-04-01,192.8028106689453
2013-04-02,196.7810516357422
2013-04-03,202.86683654785156
2013-04-04,200.78297424316406
2013-04-05,200.0489044189453
2013-04-08,200.73562622070312
2013-04-09,202.3458709716797
2013-04-10,202.44058227539062
2013-04-11,201.68280029296875
2013-04-12,201.0908203125
2013-04-15,201.25657653808594
2013-04-16,201.25657653808594
2013-04-17,201.23289489746094
2013-04-18,201.23289489746094
2013-04-22,203.3878173828125
2013-04-23,201.25657653808594
2013-04-25,198.7702178955078
2013-04-26,196.40219116210938
2013-04-29,197.04153442382812
2013-04-30,197.42039489746094
2013-05-02,196.40219116210938
2013-05-03,195.4075927734375
2013-05-06,196.73370361328125
2013-05-07,197.25466918945312
2013-05-08,195.2655487060547
2013-05-09,194.1288604736328
2013-05-10,191.7371826171875
2013-05-13,188.3035888671875
2013-05-14,189.22708129882812
2013-05-15,187.90103149414062
2013-05-16,187.02488708496094
2013-05-17,186.40921020507812
2013-05-20,188.7535400390625
2013-05-21,184.7279052734375
2013-05-22,188.7535400390625
2013-05-23,191.6188201904297
2013-05-24,190.434814453125
2013-05-27,195.83384704589844
2013-05-28,197.84664916992188
2013-05-29,198.93589782714844
2013-05-30,200.97244262695312
2013-05-31,190.340087890625
2013-06-03,195.0287322998047
2013-06-04,196.54425048828125
2013-06-05,194.36570739746094
2013-06-06,194.17625427246094
2013-06-07,198.6991424560547
2013-06-10,201.13815307617188
2013-06-11,201.32762145996094
2013-06-12,197.84664916992188
2013-06-13,200.78297424316406
2013-06-14,199.7647247314453
2013-06-17,203.8613739013672
2013-06-18,198.93589782714844
2013-06-19,198.08346557617188
2013-06-20,198.8175506591797
2013-06-21,197.9176788330078
2013-06-24,196.33111572265625
2013-06-25,189.1560821533203
2013-06-26,186.1013641357422
2013-06-27,183.09397888183594
2013-06-28,183.30709838867188
2013-07-01,182.66773986816406
2013-07-02,182.2178497314453
2013-07-03,173.31414794921875
2013-07-04,182.78616333007812
2013-07-05,183.4018096923828
2013-07-08,182.52566528320312
2013-07-09,184.8226318359375
2013-07-10,185.31993103027344
2013-07-11,185.15414428710938
2013-07-12,185.1068115234375
2013-07-15,185.13046264648438
2013-07-16,186.55126953125
2013-07-17,181.22325134277344
2013-07-18,180.3708038330078
2013-07-19,182.07577514648438
2013-07-22,179.9918975830078
2013-07-23,179.802490234375
2013-07-24,179.944580078125
2013-07-25,177.50547790527344
2013-07-26,177.38710021972656
2013-07-29,177.41079711914062
2013-07-30,174.7822723388672
2013-07-31,174.5691680908203
2013-08-01,169.47799682617188
2013-08-02,169.0517578125
2013-08-05,165.5707550048828
2013-08-06,164.836669921875
2013-08-07,165.52340698242188
2013-08-08,167.06260681152344
2013-08-12,167.82041931152344
2013-08-13,166.92054748535156
2013-08-14,164.52883911132812
2013-08-16,162.77655029296875
2013-08-19,163.79478454589844
2013-08-20,162.61074829101562
2013-08-21,161.85301208496094
2013-08-22,161.40310668945312
2013-08-23,158.8693389892578
2013-08-26,158.5851593017578
