Date,SUNTECK
2009-11-13,244.0998077392578
2009-11-16,250.4818115234375
2009-11-17,246.3926239013672
2009-11-18,247.90533447265625
2009-11-19,245.6125946044922
2009-11-20,249.7490692138672
2009-11-23,258.5184020996094
2009-11-24,269.6514587402344
2009-11-25,271.9679260253906
2009-11-26,268.1623840332031
2009-11-27,263.9076232910156
2009-11-30,264.3803405761719
2009-12-01,269.79327392578125
2009-12-02,268.800537109375
2009-12-03,269.7223815917969
2009-12-04,252.32546997070312
2009-12-07,250.50552368164062
2009-12-08,250.62367248535156
2009-12-09,250.45819091796875
2009-12-10,249.13446044921875
2009-12-11,248.89810180664062
2009-12-14,240.45970153808594
2009-12-15,239.65606689453125
2009-12-16,232.09222412109375
2009-12-17,231.97401428222656
2009-12-18,232.23402404785156
2009-12-21,231.64308166503906
2009-12-22,228.49937438964844
2009-12-23,237.2923583984375
2009-12-24,245.70713806152344
2009-12-29,255.70562744140625
2009-12-30,255.61105346679688
2009-12-31,275.915283203125
2010-01-04,259.5347900390625
2010-01-05,244.5725555419922
2010-01-06,246.03807067871094
2010-01-07,247.33815002441406
2010-01-08,249.5127410888672
2010-01-11,249.6544952392578
2010-01-12,245.80174255371094
2010-01-13,244.6907501220703
2010-01-14,241.6651611328125
2010-01-15,242.25613403320312
2010-01-18,252.91641235351562
2010-01-19,248.61453247070312
2010-01-20,250.4109344482422
2010-01-21,241.2397003173828
2010-01-22,241.59426879882812
2010-01-25,250.7891082763672
2010-01-27,240.8142852783203
2010-01-28,233.8886260986328
2010-01-29,239.18331909179688
2010-02-01,235.4723358154297
2010-02-02,229.72848510742188
2010-02-03,230.39031982421875
2010-02-04,232.06857299804688
2010-02-05,228.28663635253906
2010-02-08,230.0830535888672
2010-02-09,229.91761779785156
2010-02-10,230.15396118164062
2010-02-11,232.2812957763672
2010-02-15,232.91949462890625
2010-02-16,255.98931884765625
2010-02-17,256.6747131347656
2010-02-18,256.5802001953125
2010-02-19,258.9202575683594
2010-02-22,258.4711608886719
2010-02-23,259.8658142089844
2010-02-24,259.6292419433594
2010-02-25,260.66943359375
2010-02-26,270.4314880371094
2010-03-02,267.1222839355469
2010-03-03,268.18597412109375
2010-03-04,267.642333984375
2010-03-05,269.438720703125
2010-03-08,271.54241943359375
2010-03-09,271.9206237792969
2010-03-10,274.54437255859375
2010-03-11,277.8299255371094
2010-03-12,277.2626037597656
2010-03-15,277.0971374511719
2010-03-16,276.34075927734375
2010-03-17,275.7026062011719
2010-03-18,275.77349853515625
2010-03-19,275.82080078125
2010-03-22,278.0662841796875
2010-03-23,272.3934326171875
2010-03-25,277.002685546875
2010-03-26,277.0261535644531
2010-03-29,274.94622802734375
2010-03-30,271.3533630371094
2010-03-31,274.61529541015625
2010-04-01,276.6480407714844
2010-04-05,276.78985595703125
2010-04-06,277.5698547363281
2010-04-07,279.4608154296875
2010-04-08,287.9228820800781
2010-04-09,303.7361145019531
2010-04-12,302.71966552734375
2010-04-13,304.6579284667969
2010-04-15,307.65985107421875
2010-04-16,306.1471252441406
2010-04-19,304.5633850097656
2010-04-20,308.1562194824219
2010-04-21,303.57928466796875
2010-04-22,308.2602844238281
2010-04-23,299.962158203125
2010-04-26,301.7352294921875
2010-04-27,301.80621337890625
2010-04-28,293.7916259765625
2010-04-29,299.0164794921875
2010-04-30,300.00933837890625
2010-05-03,297.9289855957031
2010-05-04,295.49383544921875
2010-05-05,296.1322021484375
2010-05-06,296.1795349121094
2010-05-07,292.13677978515625
2010-05-10,298.4018249511719
2010-05-11,302.98822021484375
2010-05-12,295.5411376953125
2010-05-13,308.07110595703125
2010-05-14,302.7045593261719
2010-05-17,307.2909851074219
2010-05-18,307.81109619140625
2010-05-19,299.6311340332031
2010-05-20,294.8083190917969
2010-05-21,292.3731994628906
2010-05-24,288.9689025878906
2010-05-25,288.0233154296875
2010-05-26,287.4795227050781
2010-05-27,288.21234130859375
2010-05-28,291.73486328125
2010-05-31,295.5175476074219
2010-06-01,291.59307861328125
2010-06-02,292.5859680175781
2010-06-03,296.98333740234375
2010-06-04,298.094482421875
2010-06-07,293.10614013671875
2010-06-08,291.0256652832031
2010-06-09,292.51513671875
2010-06-10,293.31890869140625
2010-06-11,295.5647888183594
2010-06-14,297.8580017089844
2010-06-15,297.7162170410156
2010-06-16,291.4275207519531
2010-06-17,291.59307861328125
2010-06-18,290.4346008300781
2010-06-21,294.0517578125
2010-06-22,291.7112731933594
2010-06-23,292.8697814941406
2010-06-24,292.3969421386719
2010-06-25,291.8294982910156
2010-06-28,293.3898010253906
2010-06-29,292.7987976074219
2010-06-30,293.4134826660156
2010-07-01,291.9949951171875
2010-07-02,292.0185546875
2010-07-05,291.4275207519531
2010-07-06,298.378173828125
2010-07-07,294.4535827636719
2010-07-08,296.51043701171875
2010-07-09,296.8887939453125
2010-07-12,293.4371337890625
2010-07-13,291.30938720703125
2010-07-14,292.6333312988281
2010-07-15,291.8058776855469
2010-07-16,291.6404113769531
2010-07-19,291.0020446777344
2010-07-20,293.224365234375
2010-07-21,293.3898010253906
2010-07-22,294.3117980957031
2010-07-23,293.5315856933594
2010-07-26,292.1841125488281
2010-07-27,300.3167419433594
2010-07-28,298.6618957519531
2010-07-29,298.89825439453125
2010-07-30,297.6689453125
2010-08-02,298.496337890625
2010-08-03,301.2860107421875
2010-08-04,301.9480285644531
2010-08-05,302.1371154785156
2010-08-06,300.1512756347656
2010-08-09,301.7352294921875
2010-08-10,302.4681701660156
2010-08-11,300.2694396972656
2010-08-12,302.8700256347656
2010-08-13,304.099365234375
2010-08-16,299.8675537109375
2010-08-17,300.2222595214844
2010-08-18,306.250732421875
2010-08-19,300.9078063964844
2010-08-20,300.3876647949219
2010-08-23,300.3640441894531
2010-08-24,297.0306091308594
2010-08-25,297.36163330078125
2010-08-26,299.8675537109375
2010-08-27,297.5743103027344
2010-08-30,298.780029296875
2010-08-31,297.3143005371094
2010-09-01,303.2955322265625
2010-09-02,303.4373474121094
2010-09-03,304.501220703125
2010-09-06,300.647705078125
2010-09-07,297.1015319824219
2010-09-08,294.21728515625
2010-09-09,294.1226806640625
2010-09-13,293.9335632324219
2010-09-14,292.9170227050781
2010-09-15,295.5411376953125
2010-09-16,295.3378601074219
2010-09-17,300.49261474609375
2010-09-20,309.667236328125
2010-09-21,308.8160095214844
2010-09-22,312.5757141113281
2010-09-23,309.5254211425781
2010-09-24,315.1767883300781
2010-09-27,314.4673767089844
2010-09-28,317.91973876953125
2010-09-29,313.99444580078125
2010-09-30,313.592529296875
2010-10-01,325.51007080078125
2010-10-04,319.6695251464844
2010-10-05,317.8724060058594
2010-10-06,320.7572021484375
2010-10-07,318.6763916015625
2010-10-08,318.132568359375
2010-10-11,321.017333984375
2010-10-12,318.0378723144531
2010-10-13,319.43310546875
2010-10-14,319.6221923828125
2010-10-15,317.9906921386719
2010-10-18,318.43994140625
2010-10-19,316.311767578125
2010-10-20,316.1462097167969
2010-10-21,318.96014404296875
2010-10-22,319.19659423828125
2010-10-25,322.6724853515625
2010-10-26,321.9394836425781
2010-10-27,317.6360168457031
2010-10-28,318.9837646484375
2010-10-29,321.2301025390625
2010-11-01,322.88531494140625
2010-11-02,317.91973876953125
2010-11-03,321.3010559082031
2010-11-04,324.70611572265625
2010-11-08,323.4292297363281
2010-11-09,327.5909118652344
2010-11-10,327.63818359375
2010-11-11,324.51690673828125
2010-11-12,326.3376770019531
2010-11-15,325.3209228515625
2010-11-16,320.4497985839844
2010-11-18,319.1730041503906
2010-11-19,317.16302490234375
2010-11-22,317.39947509765625
2010-11-23,309.1234436035156
2010-11-24,306.7351379394531
2010-11-25,298.22259521484375
2010-11-26,293.91912841796875
2010-11-29,294.2973937988281
2010-11-30,291.7673034667969
2010-12-01,290.6086730957031
2010-12-02,290.7977600097656
2010-12-03,283.63311767578125
2010-12-06,281.244873046875
2010-12-07,279.4477844238281
2010-12-08,277.9580383300781
2010-12-09,222.366455078125
2010-12-10,222.9812469482422
2010-12-13,267.5065612792969
2010-12-14,273.0633544921875
2010-12-15,268.6178894042969
2010-12-16,269.3746337890625
2010-12-20,267.7193603515625
2010-12-21,263.88873291015625
2010-12-22,265.4729919433594
2010-12-23,265.2602233886719
2010-12-24,266.39520263671875
2010-12-27,267.1991271972656
2010-12-28,257.5043029785156
2010-12-29,258.2373046875
2010-12-30,256.6057434082031
2010-12-31,259.3487548828125
2011-01-03,260.9093322753906
2011-01-04,260.7202453613281
2011-01-05,259.08856201171875
2011-01-06,249.84304809570312
2011-01-07,247.50205993652344
2011-01-10,247.3838653564453
2011-01-11,248.09324645996094
2011-01-12,249.48831176757812
2011-01-13,245.72860717773438
2011-01-14,245.65773010253906
2011-01-17,245.79959106445312
2011-01-18,248.7553253173828
2011-01-19,248.99179077148438
2011-01-20,250.5997314453125
2011-01-21,249.062744140625
2011-01-24,236.17567443847656
2011-01-25,233.5746307373047
2011-01-27,234.3549346923828
2011-01-28,232.0139923095703
2011-01-31,223.09947204589844
2011-02-01,222.83935546875
2011-02-02,219.2215576171875
2011-02-03,210.63804626464844
2011-02-04,210.7563018798828
2011-02-07,206.38177490234375
2011-02-08,199.0279083251953
2011-02-09,196.6160125732422
2011-02-10,178.14852905273438
2011-02-11,176.611572265625
2011-02-14,161.24171447753906
2011-02-15,162.0692901611328
2011-02-16,162.68409729003906
2011-02-17,161.5963897705078
2011-02-18,160.2721710205078
2011-02-21,156.08685302734375
2011-02-22,157.0799560546875
2011-02-23,157.43466186523438
2011-02-24,148.82757568359375
2011-02-25,153.88778686523438
2011-02-28,156.2996826171875
2011-03-01,164.9777374267578
2011-03-03,166.3019561767578
2011-03-04,166.39645385742188
2011-03-07,165.3087615966797
2011-03-08,160.53228759765625
2011-03-09,161.71461486816406
2011-03-10,160.76876831054688
2011-03-11,159.0662841796875
2011-03-14,156.6543426513672
2011-03-15,151.80697631835938
2011-03-16,151.0266571044922
2011-03-17,146.36837768554688
2011-03-18,143.9801483154297
2011-03-21,139.08544921875
2011-03-22,138.3287811279297
2011-03-23,133.90695190429688
2011-03-24,134.9001007080078
2011-03-25,134.9947052001953
2011-03-28,135.3020477294922
2011-03-29,141.59190368652344
2011-03-30,134.3562774658203
2011-03-31,138.47067260742188
2011-04-01,140.4332733154297
2011-04-04,141.7574462890625
2011-04-05,141.61557006835938
2011-04-06,150.22267150878906
2011-04-07,150.50640869140625
2011-04-08,180.6077423095703
2011-04-11,160.34312438964844
2011-04-13,164.10289001464844
2011-04-15,163.819091796875
2011-04-18,158.5224151611328
2011-04-19,165.35606384277344
2011-04-20,169.47047424316406
2011-04-21,164.05557250976562
2011-04-25,164.15013122558594
2011-04-26,164.9541015625
2011-04-27,157.7420654296875
2011-04-28,158.61697387695312
2011-04-29,158.9716796875
2011-05-02,159.87022399902344
2011-05-03,159.13719177246094
2011-05-04,158.5933380126953
2011-05-05,158.23866271972656
2011-05-06,161.31263732910156
2011-05-09,160.65052795410156
2011-05-10,158.5224151611328
2011-05-11,156.60708618164062
2011-05-12,183.35061645507812
2011-05-13,148.54383850097656
2011-05-16,143.62548828125
2011-05-17,144.90235900878906
2011-05-18,143.64910888671875
2011-05-19,141.2845001220703
2011-05-20,143.8382568359375
2011-05-23,143.45994567871094
2011-05-24,144.24024963378906
2011-05-25,143.5545196533203
2011-05-26,146.32110595703125
2011-05-27,147.479736328125
2011-05-30,148.21275329589844
2011-05-31,149.5605926513672
2011-06-01,148.96945190429688
2011-06-02,146.36837768554688
2011-06-03,151.8778839111328
2011-06-06,142.82150268554688
2011-06-07,141.99391174316406
2011-06-08,140.17315673828125
2011-06-09,143.08160400390625
2011-06-10,143.34170532226562
2011-06-13,142.39585876464844
2011-06-14,142.86880493164062
2011-06-15,143.45994567871094
2011-06-16,141.8756561279297
2011-06-17,136.6026153564453
2011-06-20,139.18002319335938
2011-06-21,141.0953369140625
2011-06-22,138.47067260742188
2011-06-23,138.84898376464844
2011-06-24,142.91610717773438
2011-06-27,143.1998291015625
2011-06-28,141.2845001220703
2011-06-29,142.70327758789062
2011-06-30,141.9466094970703
2011-07-01,143.38900756835938
2011-07-04,142.67962646484375
2011-07-05,140.05491638183594
2011-07-06,139.10910034179688
2011-07-07,137.59571838378906
2011-07-08,138.70709228515625
2011-07-11,139.8420867919922
2011-07-12,138.9672088623047
2011-07-13,140.40960693359375
2011-07-14,139.34552001953125
2011-07-15,140.33868408203125
2011-07-18,139.3218994140625
2011-07-19,141.2845001220703
2011-07-20,140.81158447265625
2011-07-21,140.69337463378906
2011-07-22,142.20672607421875
2011-07-25,142.3722381591797
2011-07-26,139.08544921875
2011-07-27,137.07553100585938
2011-07-28,137.9977264404297
2011-07-29,137.76126098632812
2011-08-01,138.6834716796875
2011-08-02,137.24102783203125
2011-08-03,135.65675354003906
2011-08-04,136.20065307617188
2011-08-05,135.9641571044922
2011-08-08,135.82228088378906
2011-08-09,135.04196166992188
2011-08-10,137.40655517578125
2011-08-11,137.24102783203125
2011-08-12,138.30511474609375
2011-08-16,127.75902557373047
2011-08-17,127.56986999511719
2011-08-18,132.13351440429688
2011-08-19,128.49208068847656
2011-08-22,125.15797424316406
2011-08-23,124.54320526123047
2011-08-24,124.0938949584961
