Date,FRETAIL
2016-08-29,156.78115844726562
2016-08-30,154.1040496826172
2016-08-31,155.36959838867188
2016-09-01,152.7898406982422
2016-09-02,153.08187866210938
2016-09-06,155.02886962890625
2016-09-07,154.6881561279297
2016-09-08,152.69248962402344
2016-09-09,154.4447784423828
2016-09-12,150.16140747070312
2016-09-14,150.16140747070312
2016-09-15,149.28526306152344
2016-09-16,145.3912811279297
2016-09-19,147.0462188720703
2016-09-20,146.4134521484375
2016-09-21,147.97103881835938
2016-09-22,147.58164978027344
2016-09-23,143.54164123535156
2016-09-26,141.59466552734375
2016-09-27,141.35128784179688
2016-09-28,143.6876678466797
2016-09-29,144.3204345703125
2016-09-30,146.02406311035156
2016-10-03,152.9845428466797
2016-10-04,154.98019409179688
2016-10-05,154.98019409179688
2016-10-06,152.5951385498047
2016-10-07,151.2809295654297
2016-10-10,148.40911865234375
2016-10-13,143.93104553222656
2016-10-14,151.96237182617188
2016-10-17,149.3339385986328
2016-10-18,151.76766967773438
2016-10-19,151.13490295410156
2016-10-20,153.71466064453125
2016-10-21,154.6394805908203
2016-10-24,169.9720001220703
2016-10-25,164.08236694335938
2016-10-26,165.49392700195312
2016-10-27,163.69296264648438
2016-10-28,161.98934936523438
2016-11-01,162.37875366210938
2016-11-02,155.7589874267578
2016-11-03,153.51995849609375
2016-11-04,146.02406311035156
2016-11-07,150.25875854492188
2016-11-08,143.15225219726562
2016-11-09,136.43515014648438
2016-11-10,138.67417907714844
2016-11-11,130.93490600585938
2016-11-15,123.73104858398438
2016-11-16,130.78887939453125
2016-11-17,126.50550842285156
2016-11-18,123.92575073242188
2016-11-21,119.88574981689453
2016-11-22,123.24430084228516
2016-11-23,129.91273498535156
2016-11-24,130.2047882080078
2016-11-25,131.0809326171875
2016-11-28,124.94792175292969
2016-11-29,121.34599304199219
2016-11-30,119.83707427978516
2016-12-01,118.66888427734375
2016-12-02,116.96527099609375
2016-12-05,116.96527099609375
2016-12-06,119.30165100097656
2016-12-07,120.76189422607422
2016-12-08,124.02310180664062
2016-12-09,123.3416519165039
2016-12-12,121.78406524658203
2016-12-13,122.75756072998047
2016-12-14,125.775390625
2016-12-15,123.92575073242188
2016-12-16,127.8197250366211
2016-12-19,127.77104949951172
2016-12-20,123.09828186035156
2016-12-21,124.55851745605469
2016-12-22,118.86357879638672
2016-12-23,120.42117309570312
2016-12-26,117.2086410522461
2016-12-27,117.59803771972656
2016-12-28,122.27081298828125
2016-12-29,122.75756072998047
2016-12-30,124.99658966064453
2017-01-02,127.52767944335938
2017-01-03,129.42599487304688
2017-01-04,143.73634338378906
2017-01-05,146.4134521484375
2017-01-06,148.21441650390625
2017-01-09,148.5064697265625
2017-01-10,154.6394805908203
2017-01-11,157.26791381835938
2017-01-12,155.02886962890625
2017-01-13,158.0953826904297
2017-01-16,158.533447265625
2017-01-17,159.16622924804688
2017-01-18,161.1132049560547
2017-01-19,161.21055603027344
2017-01-20,161.01585388183594
2017-01-23,160.8211669921875
2017-01-24,166.5647735595703
2017-01-25,167.19754028320312
2017-01-27,167.44091796875
2017-01-30,167.97633361816406
2017-01-31,168.7064666748047
2017-02-01,167.8789825439453
2017-02-02,169.48526000976562
2017-02-03,174.10934448242188
2017-02-06,183.9903106689453
2017-02-07,215.19078063964844
2017-02-08,210.3719940185547
2017-02-09,213.3411407470703
2017-02-10,208.76573181152344
2017-02-13,208.76573181152344
2017-02-14,210.03126525878906
2017-02-15,205.69921875
2017-02-16,213.68186950683594
2017-02-17,215.72621154785156
2017-02-20,224.1956024169922
2017-02-21,238.26258850097656
2017-02-22,227.26210021972656
2017-02-23,228.13824462890625
2017-02-27,232.9083709716797
2017-02-28,243.03269958496094
2017-03-01,252.32957458496094
2017-03-02,249.70114135742188
2017-03-03,245.2230682373047
2017-03-06,252.52426147460938
2017-03-07,255.05535888671875
2017-03-08,267.4674072265625
2017-03-09,263.4273986816406
2017-03-10,256.1261901855469
2017-03-14,257.9271545410156
2017-03-15,260.6042785644531
2017-03-16,260.6529541015625
2017-03-17,260.36090087890625
2017-03-20,250.82064819335938
2017-03-21,247.65679931640625
2017-03-22,239.38211059570312
2017-03-23,236.1208953857422
2017-03-24,247.9488525390625
2017-03-27,248.14353942871094
2017-03-28,249.6524658203125
2017-03-29,248.53294372558594
2017-03-30,249.84716796875
2017-03-31,260.7016296386719
2017-04-03,269.60906982421875
2017-04-05,284.1141357421875
2017-04-06,272.87030029296875
2017-04-07,274.37921142578125
2017-04-10,279.0032958984375
2017-04-11,276.9589538574219
2017-04-12,272.7242736816406
2017-04-13,273.69775390625
2017-04-17,285.2823181152344
2017-04-18,285.0389709472656
2017-04-19,284.8442687988281
2017-04-20,298.1811218261719
2017-04-21,296.5748596191406
2017-04-24,309.5710144042969
2017-04-25,313.7083435058594
2017-04-26,310.34979248046875
2017-04-27,304.5088195800781
2017-04-28,304.4114990234375
2017-05-02,315.9960632324219
2017-05-03,326.9965515136719
2017-05-04,340.7228088378906
2017-05-05,342.3290710449219
2017-05-08,340.8201599121094
2017-05-09,342.0370178222656
2017-05-10,342.37774658203125
2017-05-11,336.58544921875
2017-05-12,313.0755920410156
2017-05-15,316.531494140625
2017-05-16,312.0047302246094
2017-05-17,303.4866638183594
2017-05-18,287.9107666015625
2017-05-19,277.6890869140625
2017-05-22,303.6326904296875
2017-05-23,297.012939453125
2017-05-24,299.641357421875
2017-05-25,306.35845947265625
2017-05-26,315.9473876953125
2017-05-29,306.35845947265625
2017-05-30,303.0972595214844
2017-05-31,320.57147216796875
2017-06-01,327.3372497558594
2017-06-02,321.15557861328125
2017-06-05,337.2182312011719
2017-06-06,383.5078430175781
2017-06-07,372.45867919921875
2017-06-08,383.751220703125
2017-06-09,382.92376708984375
2017-06-12,384.1893005371094
2017-06-13,372.5560302734375
2017-06-14,378.2509765625
2017-06-15,367.9806213378906
2017-06-16,363.7945861816406
2017-06-19,382.72906494140625
2017-06-20,382.972412109375
2017-06-21,376.5960388183594
2017-06-22,365.2061767578125
2017-06-23,361.7989501953125
2017-06-27,345.5415954589844
2017-06-28,354.30303955078125
2017-06-29,356.93145751953125
2017-06-30,359.99798583984375
2017-07-03,358.0509948730469
2017-07-04,361.11749267578125
2017-07-05,361.9449768066406
2017-07-06,384.96807861328125
2017-07-07,385.2601318359375
2017-07-10,388.2779541015625
2017-07-11,385.16278076171875
2017-07-12,380.83074951171875
2017-07-13,389.8842468261719
2017-07-14,386.67169189453125
2017-07-17,387.8885803222656
2017-07-18,385.7955627441406
2017-07-19,383.4104919433594
2017-07-20,384.676025390625
2017-07-21,425.2220458984375
2017-07-24,398.8890380859375
2017-07-25,392.7073669433594
2017-07-26,390.8090515136719
2017-07-27,398.79168701171875
2017-07-28,402.1502380371094
2017-07-31,393.972900390625
2017-08-01,393.4374694824219
2017-08-02,389.4461669921875
2017-08-03,389.0080871582031
2017-08-04,391.4905090332031
2017-08-07,418.89434814453125
2017-08-08,431.5010986328125
2017-08-09,429.11602783203125
2017-08-10,429.7974853515625
2017-08-11,433.2047119140625
2017-08-14,454.0374755859375
2017-08-16,478.5208435058594
2017-08-17,477.20660400390625
2017-08-18,467.6177062988281
2017-08-21,473.3126525878906
2017-08-22,476.08709716796875
2017-08-23,493.9507141113281
2017-08-24,491.8576965332031
2017-08-28,492.8311767578125
2017-08-29,489.4726257324219
2017-08-30,496.5791320800781
2017-08-31,520.9651489257812
2017-09-01,536.1516723632812
2017-09-04,556.9357299804688
2017-09-05,562.0952758789062
2017-09-06,564.7723999023438
2017-09-07,555.524169921875
2017-09-08,540.4837036132812
2017-09-11,549.342529296875
2017-09-12,542.528076171875
2017-09-13,520.9651489257812
2017-09-14,513.0311889648438
2017-09-15,535.3728637695312
2017-09-18,538.342041015625
2017-09-19,522.0846557617188
2017-09-20,528.4610595703125
2017-09-21,535.1295166015625
2017-09-22,529.045166015625
2017-09-25,533.377197265625
2017-09-26,529.3858642578125
2017-09-27,514.9295043945312
2017-09-28,494.5834655761719
2017-09-29,512.54443359375
2017-10-03,509.23455810546875
2017-10-04,510.6947937011719
2017-10-05,513.5665893554688
2017-10-06,522.5227661132812
2017-10-09,516.6331176757812
2017-10-10,525.1998291015625
2017-10-11,524.0316772460938
2017-10-12,525.39453125
2017-10-13,522.4740600585938
2017-10-16,512.9824829101562
2017-10-17,505.82733154296875
2017-10-18,510.8894958496094
2017-10-19,506.41143798828125
2017-10-23,517.4605712890625
2017-10-24,504.12371826171875
2017-10-25,499.1589050292969
2017-10-26,499.1102294921875
2017-10-27,506.9955139160156
2017-10-30,506.2654113769531
2017-10-31,506.7521667480469
2017-11-01,504.0263671875
2017-11-02,503.8316650390625
2017-11-03,512.933837890625
2017-11-06,511.71697998046875
2017-11-07,509.0885314941406
2017-11-08,494.6808166503906
2017-11-09,492.5391540527344
2017-11-10,469.66204833984375
2017-11-13,461.8254089355469
2017-11-14,473.3126525878906
2017-11-15,455.4003601074219
2017-11-16,486.2601013183594
2017-11-17,491.7603454589844
2017-11-20,501.30059814453125
2017-11-21,501.83599853515625
2017-11-22,558.2986450195312
2017-11-23,577.3304443359375
2017-11-24,627.7574462890625
2017-11-27,569.396484375
2017-11-28,550.9000854492188
2017-11-29,573.2000122070312
2017-11-30,548.6500244140625
2017-12-01,544.75
2017-12-04,526.9000244140625
2017-12-05,528.7999877929688
2017-12-06,528.0999755859375
2017-12-07,517.2999877929688
2017-12-08,530.2000122070312
2017-12-11,521.8499755859375
2017-12-12,526.7000122070312
2017-12-13,524.5999755859375
2017-12-14,528.0
2017-12-15,541.4500122070312
2017-12-18,535.5999755859375
2017-12-19,539.1500244140625
2017-12-20,535.75
2017-12-21,523.4500122070312
2017-12-22,526.2000122070312
2017-12-26,522.8499755859375
2017-12-27,524.4500122070312
2017-12-28,517.6500244140625
2017-12-29,524.8499755859375
2018-01-01,526.2999877929688
2018-01-02,511.25
2018-01-03,523.2999877929688
2018-01-04,553.6500244140625
2018-01-05,578.2999877929688
2018-01-08,573.8499755859375
2018-01-09,567.2000122070312
2018-01-10,554.2000122070312
2018-01-11,579.4000244140625
2018-01-12,568.0499877929688
2018-01-15,569.3499755859375
2018-01-16,536.75
2018-01-17,541.0999755859375
2018-01-18,530.25
2018-01-19,531.5999755859375
2018-01-22,538.8499755859375
2018-01-23,566.25
2018-01-24,564.1500244140625
2018-01-25,556.5
2018-01-29,548.5499877929688
2018-01-30,558.2999877929688
2018-01-31,557.8499755859375
2018-02-01,542.5499877929688
2018-02-02,512.2999877929688
2018-02-05,539.4000244140625
2018-02-06,523.8499755859375
2018-02-07,523.2000122070312
2018-02-08,517.5499877929688
2018-02-09,520.5
2018-02-12,528.8499755859375
2018-02-14,526.9000244140625
2018-02-15,528.0499877929688
2018-02-16,514.8499755859375
2018-02-19,517.5
2018-02-20,515.1500244140625
2018-02-21,519.9000244140625
2018-02-22,511.1000061035156
2018-02-23,518.9000244140625
2018-02-26,516.0499877929688
2018-02-27,519.75
2018-02-28,519.0499877929688
2018-03-01,517.75
2018-03-05,516.6500244140625
2018-03-06,500.79998779296875
2018-03-07,493.70001220703125
2018-03-08,497.20001220703125
2018-03-09,498.29998779296875
2018-03-12,500.95001220703125
2018-03-13,506.8500061035156
2018-03-14,514.2999877929688
2018-03-15,558.25
2018-03-16,548.0499877929688
2018-03-19,529.4500122070312
2018-03-20,537.6500244140625
2018-03-21,534.75
2018-03-22,535.7999877929688
2018-03-23,542.0999755859375
2018-03-26,547.2999877929688
2018-03-27,568.4500122070312
2018-03-28,550.7999877929688
2018-04-02,549.2999877929688
2018-04-03,549.9000244140625
2018-04-04,546.1500244140625
2018-04-05,532.6500244140625
2018-04-06,551.7000122070312
2018-04-09,555.0499877929688
2018-04-10,558.8499755859375
2018-04-11,577.0499877929688
2018-04-12,602.9000244140625
2018-04-13,610.1500244140625
2018-04-16,594.5999755859375
2018-04-17,616.7000122070312
2018-04-18,626.2000122070312
2018-04-19,615.8499755859375
2018-04-20,597.9000244140625
2018-04-23,605.6500244140625
2018-04-24,612.5
2018-04-25,603.75
2018-04-26,596.1500244140625
2018-04-27,618.75
2018-04-30,603.2999877929688
2018-05-02,596.5999755859375
2018-05-03,584.4500122070312
2018-05-04,595.2000122070312
2018-05-07,595.0
2018-05-08,584.4500122070312
2018-05-09,572.2000122070312
2018-05-10,603.8499755859375
2018-05-11,586.4500122070312
2018-05-14,576.7000122070312
2018-05-15,572.5499877929688
2018-05-16,585.5999755859375
2018-05-17,578.5
2018-05-18,560.1500244140625
2018-05-21,527.4500122070312
2018-05-22,529.9000244140625
2018-05-23,552.7000122070312
2018-05-24,551.5999755859375
2018-05-25,587.75
2018-05-28,590.0499877929688
2018-05-29,594.2000122070312
2018-05-30,589.9500122070312
2018-05-31,589.0999755859375
2018-06-01,586.9000244140625
2018-06-04,587.0
2018-06-05,576.3499755859375
2018-06-06,571.75
2018-06-07,570.5499877929688
2018-06-08,563.1500244140625
2018-06-11,576.6500244140625
2018-06-12,574.9000244140625
2018-06-13,557.8499755859375
2018-06-14,564.7999877929688
2018-06-15,555.9000244140625
2018-06-18,562.2999877929688
2018-06-19,558.5499877929688
2018-06-20,555.6500244140625
2018-06-21,550.2000122070312
2018-06-22,574.8499755859375
2018-06-25,571.4500122070312
2018-06-26,538.4500122070312
2018-06-27,539.75
2018-06-28,556.8499755859375
2018-06-29,574.75
2018-07-02,573.1500244140625
2018-07-03,566.5
2018-07-04,559.1500244140625
2018-07-05,557.8499755859375
2018-07-06,554.1500244140625
2018-07-09,551.2000122070312
2018-07-10,552.25
2018-07-11,560.75
2018-07-12,560.0
2018-07-13,557.9500122070312
2018-07-16,530.7000122070312
2018-07-17,527.9000244140625
2018-07-18,531.2000122070312
2018-07-19,525.5499877929688
2018-07-20,533.9000244140625
2018-07-23,526.0
2018-07-24,519.5
2018-07-25,521.2000122070312
2018-07-26,521.9000244140625
2018-07-27,520.8499755859375
2018-07-30,524.5499877929688
2018-07-31,534.5999755859375
2018-08-01,540.7999877929688
2018-08-02,537.9000244140625
2018-08-03,535.7000122070312
2018-08-06,520.9000244140625
2018-08-07,524.9500122070312
2018-08-08,520.0
2018-08-09,517.6500244140625
2018-08-10,508.8500061035156
2018-08-13,483.29998779296875
2018-08-14,494.95001220703125
2018-08-16,512.2999877929688
2018-08-17,520.4500122070312
2018-08-20,511.1000061035156
2018-08-21,520.9500122070312
2018-08-23,520.1500244140625
2018-08-24,519.7000122070312
2018-08-27,547.4500122070312
2018-08-28,549.6500244140625
2018-08-29,554.6500244140625
2018-08-30,543.5999755859375
2018-08-31,556.7999877929688
2018-09-03,574.8499755859375
2018-09-04,566.9500122070312
2018-09-05,558.4500122070312
2018-09-06,580.25
2018-09-07,588.4000244140625
2018-09-10,581.5499877929688
2018-09-11,565.7999877929688
2018-09-12,569.5999755859375
2018-09-14,577.0
2018-09-17,552.6500244140625
2018-09-18,538.7999877929688
2018-09-19,531.6500244140625
2018-09-21,518.0999755859375
2018-09-24,504.3500061035156
2018-09-25,469.8999938964844
2018-09-26,482.3999938964844
2018-09-27,475.25
2018-09-28,466.1499938964844
2018-10-01,444.6499938964844
2018-10-03,438.29998779296875
2018-10-04,443.1000061035156
2018-10-05,436.95001220703125
2018-10-08,428.3500061035156
2018-10-09,435.29998779296875
2018-10-10,448.3500061035156
2018-10-11,434.3999938964844
2018-10-12,443.95001220703125
2018-10-15,433.54998779296875
2018-10-16,494.6499938964844
2018-10-17,501.20001220703125
2018-10-19,497.8500061035156
2018-10-22,503.1000061035156
