Date,FRETAIL
2018-10-23,502.0
2018-10-24,499.0
2018-10-25,485.54998779296875
2018-10-26,480.3500061035156
2018-10-29,497.20001220703125
2018-10-30,495.0
2018-10-31,489.1499938964844
2018-11-01,491.8999938964844
2018-11-02,503.25
2018-11-05,495.29998779296875
2018-11-06,486.95001220703125
2018-11-07,494.1499938964844
2018-11-09,491.1499938964844
2018-11-12,508.25
2018-11-13,506.6000061035156
2018-11-14,528.5499877929688
2018-11-15,528.1500244140625
2018-11-16,534.4500122070312
2018-11-19,526.2999877929688
2018-11-20,520.4500122070312
2018-11-21,522.4000244140625
2018-11-22,531.6500244140625
2018-11-26,528.5999755859375
2018-11-27,526.0
2018-11-28,525.5
2018-11-29,504.1000061035156
2018-11-30,525.9000244140625
2018-12-03,523.4000244140625
2018-12-04,524.3499755859375
2018-12-05,521.7000122070312
2018-12-06,510.54998779296875
2018-12-07,512.7999877929688
2018-12-10,506.5
2018-12-11,505.04998779296875
2018-12-12,523.8499755859375
2018-12-13,526.0
2018-12-14,540.75
2018-12-17,543.2999877929688
2018-12-18,548.1500244140625
2018-12-19,542.9000244140625
2018-12-20,548.1500244140625
2018-12-21,561.7000122070312
2018-12-24,564.7999877929688
2018-12-26,543.4000244140625
2018-12-27,512.6500244140625
2018-12-28,511.70001220703125
2018-12-31,501.8999938964844
2019-01-01,495.5
2019-01-02,468.5
2019-01-03,460.0
2019-01-04,448.0
2019-01-07,458.6000061035156
2019-01-08,462.1000061035156
2019-01-09,453.8999938964844
2019-01-10,449.3999938964844
2019-01-11,440.20001220703125
2019-01-14,441.6000061035156
2019-01-15,447.95001220703125
2019-01-16,457.5
2019-01-17,455.70001220703125
2019-01-18,447.25
2019-01-21,422.70001220703125
2019-01-22,440.25
2019-01-23,441.04998779296875
2019-01-24,441.1499938964844
2019-01-25,440.45001220703125
2019-01-28,439.20001220703125
2019-01-29,435.25
2019-01-30,424.0
2019-01-31,429.70001220703125
2019-02-01,427.6000061035156
2019-02-04,445.75
2019-02-05,434.6000061035156
2019-02-06,440.5
2019-02-07,431.70001220703125
2019-02-08,427.04998779296875
2019-02-11,421.3500061035156
2019-02-12,432.45001220703125
2019-02-14,440.75
2019-02-15,438.1499938964844
2019-02-18,426.75
2019-02-19,424.45001220703125
2019-02-20,432.5
2019-02-21,430.0
2019-02-22,427.3999938964844
2019-02-25,421.1499938964844
2019-02-26,415.54998779296875
2019-02-27,410.6000061035156
2019-02-28,423.6000061035156
2019-03-01,433.8999938964844
2019-03-05,436.8500061035156
2019-03-06,441.45001220703125
2019-03-07,449.75
2019-03-08,447.8500061035156
2019-03-11,444.45001220703125
2019-03-12,445.3999938964844
2019-03-13,436.6000061035156
2019-03-14,436.25
2019-03-15,445.79998779296875
2019-03-18,435.70001220703125
2019-03-19,437.95001220703125
2019-03-20,432.79998779296875
2019-03-22,443.0
2019-03-25,440.1000061035156
2019-03-26,458.29998779296875
2019-03-27,464.25
2019-03-28,455.1000061035156
2019-04-01,466.3999938964844
2019-04-02,467.0
2019-04-03,465.45001220703125
2019-04-04,451.1000061035156
2019-04-05,445.6000061035156
2019-04-08,439.3999938964844
2019-04-09,429.6499938964844
2019-04-10,427.1000061035156
2019-04-11,426.8500061035156
2019-04-12,422.25
2019-04-15,428.95001220703125
2019-04-16,430.6000061035156
2019-04-18,430.0
2019-04-22,427.3999938964844
2019-04-23,425.29998779296875
2019-04-24,423.25
2019-04-25,420.04998779296875
2019-04-26,422.20001220703125
2019-04-30,420.20001220703125
2019-05-02,421.0
2019-05-03,419.1499938964844
2019-05-06,404.3500061035156
2019-05-07,410.29998779296875
2019-05-08,409.6499938964844
2019-05-09,413.29998779296875
2019-05-10,418.79998779296875
2019-05-13,418.54998779296875
2019-05-14,425.95001220703125
2019-05-15,431.79998779296875
2019-05-16,430.6499938964844
2019-05-17,431.3999938964844
2019-05-20,442.25
2019-05-21,438.6499938964844
2019-05-22,435.54998779296875
2019-05-23,444.6499938964844
2019-05-24,440.20001220703125
2019-05-27,449.95001220703125
2019-05-28,446.54998779296875
2019-05-29,446.6000061035156
2019-05-30,442.54998779296875
2019-05-31,449.6499938964844
2019-06-03,456.3500061035156
2019-06-04,452.75
2019-06-06,455.29998779296875
2019-06-07,458.6499938964844
2019-06-10,469.3500061035156
2019-06-11,476.3500061035156
2019-06-12,471.6499938964844
2019-06-13,460.1499938964844
2019-06-14,457.3999938964844
2019-06-17,454.1000061035156
2019-06-18,460.1000061035156
2019-06-19,457.8500061035156
2019-06-20,471.3999938964844
2019-06-21,471.70001220703125
2019-06-24,469.1000061035156
2019-06-25,477.6499938964844
2019-06-26,483.54998779296875
2019-06-27,479.3999938964844
2019-06-28,484.95001220703125
2019-07-01,480.3999938964844
2019-07-02,481.95001220703125
2019-07-03,471.1499938964844
2019-07-04,471.3999938964844
2019-07-05,469.0
2019-07-08,464.8999938964844
2019-07-09,478.45001220703125
2019-07-10,471.25
2019-07-11,469.6000061035156
2019-07-12,471.54998779296875
2019-07-15,450.54998779296875
2019-07-16,437.95001220703125
2019-07-17,428.25
2019-07-18,424.04998779296875
2019-07-19,424.8500061035156
2019-07-22,420.3999938964844
2019-07-23,413.5
2019-07-24,423.3500061035156
2019-07-25,425.1000061035156
2019-07-26,425.79998779296875
2019-07-29,423.75
2019-07-30,420.0
2019-07-31,412.3500061035156
2019-08-01,412.29998779296875
2019-08-02,407.6000061035156
2019-08-05,400.8500061035156
2019-08-06,393.0
2019-08-07,407.1000061035156
2019-08-08,400.04998779296875
2019-08-09,403.79998779296875
2019-08-13,413.3500061035156
2019-08-14,419.8500061035156
2019-08-16,418.70001220703125
2019-08-19,415.20001220703125
2019-08-20,413.25
2019-08-21,416.3500061035156
2019-08-22,413.70001220703125
2019-08-23,394.6000061035156
2019-08-26,397.04998779296875
2019-08-27,395.3999938964844
2019-08-28,391.0
2019-08-29,394.54998779296875
2019-08-30,394.70001220703125
2019-09-03,395.70001220703125
2019-09-04,409.45001220703125
2019-09-05,401.70001220703125
2019-09-06,405.6000061035156
2019-09-09,404.04998779296875
2019-09-11,405.6000061035156
2019-09-12,406.8500061035156
2019-09-13,406.5
2019-09-16,391.3999938964844
2019-09-17,392.1499938964844
2019-09-18,393.8500061035156
2019-09-19,388.54998779296875
2019-09-20,394.29998779296875
2019-09-23,397.54998779296875
2019-09-24,398.75
2019-09-25,393.25
2019-09-26,390.04998779296875
2019-09-27,386.6000061035156
2019-09-30,380.79998779296875
2019-10-01,379.20001220703125
2019-10-03,380.54998779296875
2019-10-04,380.79998779296875
2019-10-07,379.3999938964844
2019-10-09,374.54998779296875
2019-10-10,381.54998779296875
2019-10-11,382.3500061035156
2019-10-14,380.95001220703125
2019-10-15,380.04998779296875
2019-10-16,380.79998779296875
2019-10-17,382.29998779296875
2019-10-18,396.79998779296875
2019-10-22,380.54998779296875
2019-10-23,390.1000061035156
2019-10-24,381.25
2019-10-25,379.95001220703125
2019-10-27,397.1000061035156
2019-10-29,381.54998779296875
2019-10-30,384.6499938964844
2019-10-31,381.3500061035156
2019-11-01,379.3500061035156
2019-11-04,378.79998779296875
2019-11-05,375.0
2019-11-06,359.1499938964844
2019-11-07,360.3500061035156
2019-11-08,359.5
2019-11-11,359.95001220703125
2019-11-13,349.0
2019-11-14,344.45001220703125
2019-11-15,331.95001220703125
2019-11-18,331.70001220703125
2019-11-19,327.70001220703125
2019-11-20,328.04998779296875
2019-11-21,333.20001220703125
2019-11-22,332.54998779296875
2019-11-25,329.6499938964844
2019-11-26,329.3999938964844
2019-11-27,329.04998779296875
2019-11-28,328.70001220703125
2019-11-29,338.8999938964844
2019-12-02,341.8500061035156
2019-12-03,341.0
2019-12-04,344.3500061035156
2019-12-05,339.6499938964844
2019-12-06,333.29998779296875
2019-12-09,337.0
2019-12-10,338.95001220703125
2019-12-11,335.8500061035156
2019-12-12,331.75
2019-12-13,332.25
2019-12-16,331.04998779296875
2019-12-17,335.04998779296875
2019-12-18,342.29998779296875
2019-12-19,339.1499938964844
2019-12-20,330.5
2019-12-23,340.04998779296875
2019-12-24,348.95001220703125
2019-12-26,347.25
2019-12-27,341.0
2019-12-30,344.75
2019-12-31,341.75
2020-01-01,340.54998779296875
2020-01-02,332.1499938964844
2020-01-03,334.1000061035156
2020-01-06,334.95001220703125
2020-01-07,344.8500061035156
2020-01-08,351.5
2020-01-09,353.8999938964844
2020-01-10,351.04998779296875
2020-01-13,347.75
2020-01-14,349.70001220703125
2020-01-15,344.8500061035156
2020-01-16,349.29998779296875
2020-01-17,348.20001220703125
2020-01-20,348.6000061035156
2020-01-21,342.54998779296875
2020-01-22,342.6499938964844
2020-01-23,339.95001220703125
2020-01-24,334.04998779296875
2020-01-27,335.0
2020-01-28,334.20001220703125
2020-01-29,332.04998779296875
2020-01-30,329.1000061035156
2020-01-31,329.75
2020-02-03,329.95001220703125
2020-02-04,327.45001220703125
2020-02-05,328.45001220703125
2020-02-06,338.3999938964844
2020-02-07,339.5
2020-02-10,341.0
2020-02-11,354.5
2020-02-12,369.95001220703125
2020-02-13,374.8999938964844
2020-02-14,375.20001220703125
2020-02-17,376.1499938964844
2020-02-18,363.6499938964844
2020-02-19,354.1499938964844
2020-02-20,343.1000061035156
2020-02-24,339.5
2020-02-25,329.8999938964844
2020-02-26,321.25
2020-02-27,316.8500061035156
2020-02-28,303.54998779296875
2020-03-02,305.79998779296875
2020-03-03,304.5
2020-03-04,304.70001220703125
2020-03-05,294.54998779296875
2020-03-06,289.54998779296875
2020-03-09,285.3500061035156
2020-03-11,265.70001220703125
2020-03-12,212.60000610351562
2020-03-13,170.10000610351562
2020-03-16,153.10000610351562
2020-03-17,137.8000030517578
2020-03-18,124.05000305175781
2020-03-19,117.8499984741211
2020-03-20,112.0
2020-03-23,106.4000015258789
2020-03-24,101.0999984741211
2020-03-25,96.05000305175781
2020-03-26,91.25
2020-03-27,86.69999694824219
2020-03-30,82.4000015258789
2020-03-31,78.30000305175781
2020-04-01,74.4000015258789
2020-04-03,70.69999694824219
2020-04-07,67.19999694824219
2020-04-08,63.849998474121094
2020-04-09,66.25
2020-04-13,69.55000305175781
2020-04-15,73.0
2020-04-16,76.6500015258789
2020-04-17,80.44999694824219
2020-04-20,84.44999694824219
2020-04-21,88.6500015258789
2020-04-22,93.05000305175781
2020-04-23,97.69999694824219
2020-04-24,102.19999694824219
2020-04-27,97.0999984741211
2020-04-28,92.25
2020-04-29,89.55000305175781
2020-04-30,85.0999984741211
2020-05-04,80.8499984741211
2020-05-05,76.8499984741211
2020-05-06,73.05000305175781
2020-05-07,76.69999694824219
2020-05-08,80.5
2020-05-11,84.1500015258789
2020-05-12,81.9000015258789
2020-05-13,83.4000015258789
2020-05-14,80.5
2020-05-15,78.3499984741211
2020-05-18,74.44999694824219
2020-05-19,70.75
2020-05-20,71.05000305175781
2020-05-21,69.94999694824219
2020-05-22,69.94999694824219
2020-05-26,73.4000015258789
2020-05-27,77.05000305175781
2020-05-28,80.9000015258789
2020-05-29,84.80000305175781
2020-06-01,89.0
2020-06-02,93.44999694824219
2020-06-03,98.0999984741211
2020-06-04,96.0999984741211
2020-06-05,100.9000015258789
2020-06-08,103.05000305175781
2020-06-09,99.55000305175781
2020-06-10,104.4000015258789
2020-06-11,109.5999984741211
2020-06-12,109.8499984741211
2020-06-15,111.55000305175781
2020-06-16,106.0
2020-06-17,101.30000305175781
2020-06-18,106.3499984741211
2020-06-19,111.6500015258789
2020-06-22,117.19999694824219
2020-06-23,123.05000305175781
2020-06-24,129.1999969482422
2020-06-25,135.64999389648438
2020-06-26,142.39999389648438
2020-06-29,135.60000610351562
2020-06-30,128.85000610351562
2020-07-01,135.25
2020-07-02,142.0
2020-07-03,136.60000610351562
2020-07-06,129.8000030517578
2020-07-07,123.3499984741211
2020-07-08,117.19999694824219
2020-07-09,111.3499984741211
2020-07-10,105.80000305175781
2020-07-13,111.05000305175781
2020-07-14,116.5999984741211
2020-07-15,110.80000305175781
2020-07-16,105.30000305175781
2020-07-17,110.55000305175781
2020-07-20,110.8499984741211
2020-07-21,107.25
2020-07-22,105.69999694824219
2020-07-23,100.44999694824219
2020-07-24,95.44999694824219
2020-07-27,100.19999694824219
2020-07-28,105.19999694824219
2020-07-29,110.44999694824219
2020-07-30,115.94999694824219
