Date,SIS
2020-07-02,375.4042663574219
2020-07-03,376.580322265625
2020-07-06,382.362548828125
2020-07-07,380.8924865722656
2020-07-08,374.8162841796875
2020-07-09,374.66925048828125
2020-07-10,369.6220397949219
2020-07-13,367.1229553222656
2020-07-14,362.2227478027344
2020-07-15,358.1065673828125
2020-07-16,355.85247802734375
2020-07-17,359.3806457519531
2020-07-20,354.8724670410156
2020-07-21,355.85247802734375
2020-07-22,352.86334228515625
2020-07-23,350.65826416015625
2020-07-24,338.9468078613281
2020-07-27,356.489501953125
2020-07-28,346.9831237792969
2020-07-29,352.5693664550781
2020-07-30,334.4386291503906
2020-07-31,354.0393981933594
2020-08-03,355.5584716796875
2020-08-04,354.82342529296875
2020-08-05,354.970458984375
2020-08-06,354.62744140625
2020-08-07,355.5584716796875
2020-08-10,363.1537780761719
2020-08-11,372.4151611328125
2020-08-12,371.9251403808594
2020-08-13,371.14111328125
2020-08-14,365.21185302734375
2020-08-17,369.0830383300781
2020-08-18,379.96148681640625
2020-08-19,384.420654296875
2020-08-20,380.5985107421875
2020-08-21,379.5694274902344
2020-08-24,383.68560791015625
2020-08-25,379.17742919921875
2020-08-26,378.6874084472656
2020-08-27,391.08489990234375
2020-08-28,383.8326110839844
2020-08-31,356.4405212402344
2020-09-01,359.9196472167969
2020-09-02,358.7926025390625
2020-09-03,352.7163391113281
2020-09-04,353.40240478515625
2020-09-07,350.75628662109375
2020-09-08,345.9540710449219
2020-09-09,336.79071044921875
2020-09-10,350.707275390625
2020-09-11,354.4314270019531
2020-09-14,372.8071594238281
2020-09-15,364.4768371582031
2020-09-16,357.81256103515625
2020-09-17,362.124755859375
2020-09-18,372.95416259765625
2020-09-21,368.0539855957031
2020-09-22,370.8961181640625
2020-09-23,366.6819152832031
2020-09-24,360.8016662597656
2020-09-25,370.6510925292969
2020-09-28,366.8779296875
2020-09-29,362.07574462890625
2020-09-30,359.0376281738281
2020-10-01,359.1356201171875
2020-10-05,368.25
2020-10-06,368.593017578125
2020-10-07,360.5566711425781
2020-10-08,355.85247802734375
2020-10-09,352.61834716796875
2020-10-12,348.79620361328125
2020-10-13,349.9722595214844
2020-10-14,347.0321350097656
2020-10-15,342.57293701171875
2020-10-16,342.033935546875
2020-10-19,351.2463073730469
2020-10-20,350.5112609863281
2020-10-21,341.73992919921875
2020-10-22,343.01397705078125
2020-10-23,355.3134460449219
2020-10-26,352.079345703125
2020-10-27,349.82525634765625
2020-10-28,349.4332275390625
2020-10-29,347.7181396484375
2020-10-30,362.810791015625
2020-11-02,377.3643493652344
2020-11-03,375.60028076171875
2020-11-04,368.3970031738281
2020-11-05,367.0739440917969
2020-11-06,367.7109680175781
2020-11-09,375.8453063964844
2020-11-10,370.7001037597656
2020-11-11,367.0739440917969
2020-11-12,352.765380859375
2020-11-13,365.9468994140625
2020-11-14,382.9505920410156
2020-11-17,376.4333190917969
2020-11-18,374.9632568359375
2020-11-19,377.4623718261719
2020-11-20,368.20098876953125
2020-11-23,378.29541015625
2020-11-24,392.79998779296875
2020-11-25,400.5423278808594
2020-11-26,423.0342102050781
2020-11-27,437.73480224609375
2020-12-01,456.4535827636719
2020-12-02,450.3283386230469
2020-12-03,452.9254455566406
2020-12-04,443.4190673828125
2020-12-07,449.8872985839844
2020-12-08,442.2919921875
2020-12-09,433.275634765625
2020-12-10,434.99072265625
2020-12-11,430.7275390625
2020-12-14,444.0070495605469
2020-12-15,450.18133544921875
2020-12-16,461.40277099609375
2020-12-17,454.1504821777344
2020-12-18,455.3265380859375
2020-12-21,419.80010986328125
2020-12-22,426.51336669921875
2020-12-23,430.5805358886719
2020-12-24,427.9344177246094
2020-12-28,430.1394958496094
2020-12-29,434.59869384765625
2020-12-30,429.012451171875
2020-12-31,420.8781433105469
2021-01-01,420.5351257324219
2021-01-04,415.242919921875
2021-01-05,409.8526916503906
2021-01-06,416.5169677734375
2021-01-07,417.8890075683594
2021-01-08,416.8599853515625
2021-01-11,411.0287170410156
2021-01-12,406.2265319824219
2021-01-13,404.5604553222656
2021-01-14,402.1103515625
2021-01-15,396.5731506347656
2021-01-18,400.88531494140625
2021-01-19,404.9524841308594
2021-01-20,401.6693420410156
2021-01-21,396.4261474609375
2021-01-22,391.8199462890625
2021-01-25,384.2736511230469
2021-01-27,387.70379638671875
2021-01-28,391.4769592285156
2021-01-29,393.5350036621094
2021-02-01,388.9288330078125
2021-02-02,396.9161682128906
2021-02-03,396.7691650390625
2021-02-04,397.40618896484375
2021-02-05,399.072265625
2021-02-08,411.27374267578125
2021-02-09,413.52783203125
2021-02-10,401.3753356933594
2021-02-11,409.8526916503906
2021-02-12,423.4262390136719
2021-02-15,417.2519836425781
2021-02-16,425.0433044433594
2021-02-17,425.1903076171875
2021-02-18,421.5151672363281
2021-02-19,421.4661560058594
2021-02-22,412.4007873535156
2021-02-23,422.9852294921875
2021-02-24,428.13043212890625
2021-02-25,428.865478515625
2021-02-26,420.38812255859375
2021-03-01,417.30096435546875
2021-03-02,422.1521911621094
2021-03-03,421.5151672363281
2021-03-04,418.42803955078125
2021-03-05,414.0178527832031
2021-03-08,412.9888000488281
2021-03-09,413.9688415527344
2021-03-10,404.8544921875
2021-03-12,411.86175537109375
2021-03-15,411.95977783203125
2021-03-16,405.73651123046875
2021-03-17,404.0704345703125
