Date,ADANIPORTS
2008-06-26,95.30379486083984
2008-06-27,89.45158386230469
2008-06-30,89.11795043945312
2008-07-01,86.23239135742188
2008-07-02,86.80050659179688
2008-07-03,79.95635986328125
2008-07-04,81.22781372070312
2008-07-07,84.28466796875
2008-07-08,82.85993194580078
2008-07-09,99.43370056152344
2008-07-10,102.39139556884766
2008-07-11,98.53199005126953
2008-07-14,96.46702575683594
2008-07-15,88.0088119506836
2008-07-16,86.2414321899414
2008-07-17,86.3405990600586
2008-07-18,84.2936782836914
2008-07-21,85.90776062011719
2008-07-22,93.13964080810547
2008-07-23,99.83047485351562
2008-07-24,105.43022155761719
2008-07-25,106.00733947753906
2008-07-28,106.12454986572266
2008-07-29,100.03787994384766
2008-07-30,101.69707489013672
2008-07-31,104.23992919921875
2008-08-01,103.92433166503906
2008-08-04,105.51139068603516
2008-08-05,105.8630599975586
2008-08-06,103.99646759033203
2008-08-07,103.47347259521484
2008-08-08,104.88018798828125
2008-08-11,106.58442687988281
2008-08-12,112.9867172241211
2008-08-13,110.86764526367188
2008-08-14,103.21196746826172
2008-08-18,103.47347259521484
2008-08-19,102.59878540039062
2008-08-20,104.627685546875
2008-08-21,101.77823638916016
2008-08-22,103.8612060546875
2008-08-25,104.99739074707031
2008-08-26,102.55372619628906
2008-08-27,101.13801574707031
2008-08-28,100.5518798828125
2008-08-29,104.10468292236328
2008-09-01,106.59345245361328
2008-09-02,106.52131652832031
2008-09-04,105.28595733642578
2008-09-05,102.93244934082031
2008-09-08,104.627685546875
2008-09-09,104.6817855834961
2008-09-10,106.34097290039062
2008-09-11,104.52851104736328
2008-09-12,101.75299835205078
2008-09-15,96.87103271484375
2008-09-16,97.34114074707031
2008-09-17,89.2587661743164
2008-09-18,82.2251205444336
2008-09-19,82.5234603881836
2008-09-22,80.25421905517578
2008-09-23,80.01918029785156
2008-09-24,80.80570983886719
2008-09-25,79.54905700683594
2008-09-26,77.9217300415039
2008-09-29,76.45714569091797
2008-09-30,78.04830932617188
2008-10-01,78.49129486083984
2008-10-03,78.08448028564453
2008-10-06,74.52245330810547
2008-10-07,75.08295440673828
2008-10-08,71.73790740966797
2008-10-10,63.17636489868164
2008-10-13,68.72734069824219
2008-10-14,72.09048461914062
2008-10-15,68.7815933227539
2008-10-16,72.41594696044922
2008-10-17,72.50636291503906
2008-10-20,74.1336898803711
2008-10-21,78.83485412597656
2008-10-22,75.98702239990234
2008-10-23,73.28385925292969
2008-10-24,67.87752532958984
2008-10-27,61.52191925048828
2008-10-29,61.95585632324219
2008-10-31,64.71327209472656
2008-11-03,64.25220489501953
2008-11-04,62.796669006347656
2008-11-05,64.14371490478516
2008-11-06,62.977455139160156
2008-11-07,61.68466567993164
2008-11-10,62.06436538696289
2008-11-11,62.60679244995117
2008-11-12,61.395347595214844
2008-11-14,58.375755310058594
2008-11-17,59.569122314453125
2008-11-18,58.72834014892578
2008-11-19,56.01612854003906
2008-11-20,56.01612854003906
2008-11-21,51.649478912353516
2008-11-24,50.790611267089844
2008-11-25,49.79613494873047
2008-11-26,48.53947448730469
2008-11-27,48.53947448730469
2008-11-28,46.64093017578125
2008-12-01,48.033203125
2008-12-02,46.91215515136719
2008-12-03,47.47267532348633
2008-12-04,48.873992919921875
2008-12-05,48.71125411987305
2008-12-08,47.96087646484375
2008-12-10,50.51940155029297
2008-12-11,51.39633560180664
2008-12-12,51.10703659057617
2008-12-15,53.014625549316406
2008-12-16,58.0502815246582
2008-12-17,55.645469665527344
2008-12-18,56.847877502441406
2008-12-19,57.95988845825195
2008-12-22,56.359683990478516
2008-12-23,55.98899841308594
2008-12-24,56.55857849121094
2008-12-26,55.22958755493164
2008-12-29,57.091976165771484
2008-12-30,57.806190490722656
2008-12-31,58.818748474121094
2009-01-02,59.89459228515625
2009-01-05,70.58972930908203
2009-01-06,71.45763397216797
2009-01-07,63.6555290222168
2009-01-09,61.115081787109375
2009-01-12,66.87401580810547
2009-01-13,63.2396354675293
2009-01-14,69.56813049316406
2009-01-15,67.4616470336914
2009-01-16,67.88655853271484
2009-01-19,65.58118438720703
2009-01-20,67.81422424316406
2009-01-21,64.46919250488281
2009-01-22,66.73839569091797
2009-01-23,65.79815673828125
2009-01-27,67.9317855834961
2009-01-28,71.3401107788086
2009-01-29,68.97144317626953
2009-01-30,69.8212661743164
2009-02-02,70.44507598876953
2009-02-03,68.81775665283203
2009-02-04,66.63893127441406
2009-02-05,66.52142333984375
2009-02-06,67.84135437011719
2009-02-09,69.70375061035156
2009-02-10,68.0673828125
2009-02-11,67.19041442871094
2009-02-12,66.43101501464844
2009-02-13,66.59374237060547
2009-02-16,64.83080291748047
2009-02-17,62.55255126953125
2009-02-18,60.770263671875
2009-02-19,64.01656341552734
2009-02-20,63.88016128540039
2009-02-24,62.96173858642578
2009-02-25,62.788978576660156
2009-02-26,62.76170349121094
2009-02-27,62.134254455566406
2009-03-02,57.53306579589844
2009-03-03,55.75988006591797
2009-03-04,57.10568618774414
2009-03-05,56.523719787597656
2009-03-06,56.341861724853516
2009-03-09,54.17765808105469
2009-03-12,54.17765808105469
2009-03-13,56.68739700317383
2009-03-16,56.77832794189453
2009-03-17,56.44186782836914
2009-03-18,59.39719772338867
2009-03-19,56.86016845703125
2009-03-20,57.160247802734375
2009-03-23,58.587886810302734
2009-03-24,57.160247802734375
2009-03-25,58.960723876953125
2009-03-26,58.48787307739258
2009-03-27,56.04178237915039
2009-03-30,57.85133743286133
2009-03-31,58.79703140258789
2009-04-01,61.97968673706055
2009-04-02,63.152687072753906
2009-04-06,70.04541015625
2009-04-08,66.4990234375
2009-04-09,68.79962158203125
2009-04-13,69.12696838378906
2009-04-15,72.6915283203125
2009-04-16,69.14517211914062
2009-04-17,68.5632095336914
2009-04-20,68.89055633544922
2009-04-21,69.0360336303711
2009-04-22,70.34548950195312
2009-04-23,71.2093276977539
2009-04-24,73.38262176513672
2009-04-27,70.8729019165039
2009-04-28,67.19921112060547
2009-04-29,70.70011138916016
2009-04-30,70.70011138916016
2009-05-04,73.70999908447266
2009-05-05,74.66477966308594
2009-05-06,72.99162292480469
2009-05-07,74.9194107055664
2009-05-08,75.146728515625
2009-05-11,73.37351989746094
2009-05-12,74.22830963134766
2009-05-13,79.76609802246094
2009-05-14,84.01265716552734
2009-05-15,85.79491424560547
2009-05-18,95.17916870117188
2009-05-19,96.1612319946289
2009-05-20,97.57071685791016
2009-05-21,101.68085479736328
2009-05-22,99.35298919677734
2009-05-25,109.08277130126953
2009-05-26,104.79985046386719
2009-05-27,107.24593353271484
2009-05-28,107.02769470214844
2009-05-29,111.1560287475586
2009-06-01,118.42153930664062
2009-06-02,114.39324188232422
2009-06-03,109.29192352294922
2009-06-04,112.80193328857422
2009-06-05,113.96585083007812
2009-06-08,113.16565704345703
2009-06-09,123.70475006103516
2009-06-10,125.01416015625
2009-06-11,122.72266387939453
2009-06-12,121.04949188232422
2009-06-15,114.62967681884766
2009-06-16,115.22073364257812
2009-06-17,111.61980438232422
2009-06-18,112.33817291259766
2009-06-19,112.6109619140625
2009-06-22,112.36544799804688
2009-06-23,109.27373504638672
2009-06-24,111.40155792236328
2009-06-25,111.19241333007812
2009-06-26,111.83802795410156
2009-06-29,115.44806671142578
2009-06-30,109.86479187011719
2009-07-01,110.5376968383789
2009-07-02,107.16409301757812
2009-07-03,106.5457534790039
2009-07-06,98.17994689941406
2009-07-07,94.76085662841797
2009-07-08,91.97834777832031
2009-07-09,89.98693084716797
2009-07-10,93.86065673828125
2009-07-13,92.0238037109375
2009-07-14,95.49744415283203
2009-07-15,98.23452758789062
2009-07-16,96.18854522705078
2009-07-17,98.85286712646484
2009-07-20,100.34416198730469
2009-07-21,100.62604522705078
2009-07-22,101.1080093383789
2009-07-23,101.34441375732422
2009-07-24,101.56265258789062
2009-07-27,101.68085479736328
2009-07-28,102.0354995727539
2009-07-29,99.27114868164062
2009-07-30,101.30804443359375
2009-07-31,109.36466217041016
2009-08-03,109.25555419921875
2009-08-04,109.19189453125
2009-08-05,108.61901092529297
2009-08-06,103.8996353149414
2009-08-07,98.2708969116211
2009-08-10,102.10824584960938
2009-08-11,99.580322265625
2009-08-12,99.03472900390625
2009-08-13,100.6896743774414
2009-08-14,100.46235656738281
2009-08-17,98.7406005859375
2009-08-18,97.52899932861328
2009-08-19,96.59071350097656
2009-08-20,96.60895538330078
2009-08-21,96.3447494506836
2009-08-24,97.97539520263672
2009-08-25,98.83171844482422
2009-08-26,100.74476623535156
2009-08-27,106.52944946289062
2009-08-28,103.70543670654297
2009-08-31,101.57376098632812
2009-09-01,97.57456970214844
2009-09-02,95.84370422363281
2009-09-03,99.50582885742188
2009-09-04,100.24373626708984
2009-09-07,103.47769165039062
2009-09-08,99.21432495117188
2009-09-09,98.41268157958984
2009-09-10,98.44911193847656
2009-09-11,97.29218292236328
2009-09-14,97.51080322265625
2009-09-15,99.70623779296875
2009-09-16,98.376220703125
2009-09-17,97.46526336669922
2009-09-18,97.51993560791016
2009-09-22,98.8681640625
2009-09-23,97.92986297607422
2009-09-24,96.87311553955078
2009-09-25,96.28099060058594
2009-09-29,95.83460235595703
2009-09-30,94.71410369873047
2009-10-01,95.75263214111328
2009-10-05,93.79402160644531
2009-10-06,93.09258270263672
2009-10-07,93.01057434082031
2009-10-08,95.68885803222656
2009-10-09,98.0391616821289
2009-10-12,97.9662857055664
2009-10-13,97.9662857055664
2009-10-14,100.54436492919922
2009-10-15,101.24581146240234
2009-10-16,101.12736511230469
2009-10-20,99.72445678710938
2009-10-21,98.47643280029297
2009-10-22,95.67974853515625
2009-10-23,94.67766571044922
2009-10-26,95.94393920898438
2009-10-27,92.6370849609375
2009-10-28,93.70292663574219
2009-10-29,92.58242797851562
2009-10-30,91.1248779296875
2009-11-03,87.70870208740234
2009-11-04,89.5853271484375
2009-11-05,96.40852355957031
2009-11-06,95.7161865234375
2009-11-09,97.56546783447266
2009-11-10,94.55014038085938
2009-11-11,96.37207794189453
2009-11-12,98.71330261230469
2009-11-13,98.90457916259766
2009-11-16,99.33277130126953
2009-11-17,96.56339263916016
2009-11-18,97.3468246459961
2009-11-19,98.23048400878906
2009-11-20,97.5381088256836
2009-11-23,100.4988021850586
2009-11-24,99.9704360961914
2009-11-25,99.80644989013672
2009-11-26,99.68802642822266
2009-11-27,96.75468444824219
2009-11-30,98.90457916259766
2009-12-01,101.44622039794922
2009-12-02,103.75098419189453
2009-12-03,104.3340072631836
2009-12-04,103.31370544433594
2009-12-07,101.40977478027344
2009-12-08,104.53441619873047
2009-12-09,102.02014923095703
2009-12-10,102.62137603759766
2009-12-11,103.58702087402344
2009-12-14,103.13151550292969
2009-12-15,101.80150604248047
2009-12-16,100.66278839111328
2009-12-17,99.96133422851562
2009-12-18,98.9410400390625
2009-12-21,99.20520782470703
2009-12-22,98.38533020019531
2009-12-23,98.9592514038086
2009-12-24,101.47354888916016
2009-12-29,100.56256866455078
2009-12-30,100.19818115234375
2009-12-31,100.83586120605469
2010-01-04,101.43710327148438
2010-01-05,104.93525695800781
2010-01-06,110.13691711425781
2010-01-07,108.834228515625
2010-01-08,108.70668029785156
2010-01-11,112.40525817871094
2010-01-12,114.09056091308594
2010-01-13,118.39947509765625
2010-01-14,116.4590835571289
2010-01-15,118.25369262695312
2010-01-18,118.25369262695312
2010-01-19,115.20194244384766
2010-01-20,113.62596893310547
2010-01-21,113.58039855957031
2010-01-22,112.12285614013672
2010-01-25,109.56300354003906
2010-01-27,106.64788818359375
2010-01-28,106.80276489257812
2010-01-29,108.44251251220703
2010-02-01,111.86778259277344
2010-02-02,113.90837097167969
2010-02-03,119.31382751464844
2010-02-04,118.29859924316406
2010-02-05,116.18580627441406
2010-02-08,118.7376480102539
2010-02-09,117.06381225585938
2010-02-10,117.12786102294922
2010-02-11,117.06381225585938
2010-02-15,116.59738159179688
2010-02-16,116.19493865966797
2010-02-17,124.77420043945312
2010-02-18,122.22236633300781
2010-02-19,119.87176513671875
2010-02-22,118.5455551147461
2010-02-23,118.72846221923828
2010-02-24,117.01811218261719
2010-02-25,122.1491928100586
2010-02-26,123.26506805419922
2010-03-02,125.78028869628906
2010-03-03,130.7193145751953
2010-03-04,130.7833251953125
2010-03-05,131.14007568359375
2010-03-08,134.17662048339844
2010-03-09,130.8656463623047
2010-03-10,129.88699340820312
2010-03-11,126.7680892944336
2010-03-12,127.92052459716797
2010-03-15,128.33212280273438
2010-03-16,131.78939819335938
2010-03-17,130.88392639160156
2010-03-18,130.39920043945312
2010-03-19,133.29856872558594
2010-03-22,132.97845458984375
2010-03-23,132.87786865234375
2010-03-25,134.76199340820312
2010-03-26,135.548583984375
2010-03-29,141.7132110595703
2010-03-30,143.8900146484375
2010-03-31,144.4387969970703
2010-04-01,137.46017456054688
2010-04-05,137.3686981201172
2010-04-06,135.56686401367188
2010-04-07,135.8138427734375
2010-04-08,135.64004516601562
2010-04-09,135.8595428466797
2010-04-12,136.71929931640625
2010-04-13,138.70404052734375
2010-04-15,136.97537231445312
2010-04-16,137.0394287109375
2010-04-19,136.3260040283203
2010-04-20,138.3107452392578
2010-04-21,141.5668487548828
2010-04-22,143.21316528320312
2010-04-23,143.47840881347656
2010-04-26,139.5637969970703
2010-04-27,138.2650146484375
2010-04-28,136.2711181640625
2010-04-29,135.5760040283203
2010-04-30,135.18272399902344
2010-05-03,133.33518981933594
2010-05-04,130.20709228515625
2010-05-05,127.26200866699219
2010-05-06,124.86566162109375
2010-05-07,119.322998046875
2010-05-10,126.68575286865234
2010-05-11,128.4693603515625
2010-05-12,132.3199005126953
2010-05-13,136.13388061523438
2010-05-14,130.25283813476562
2010-05-17,128.31381225585938
2010-05-18,124.93883514404297
2010-05-19,119.67052459716797
2010-05-20,118.76505279541016
2010-05-21,122.75286865234375
2010-05-24,123.84126281738281
2010-05-25,117.66748046875
2010-05-26,123.1552734375
2010-05-27,122.52420806884766
2010-05-28,122.94493103027344
2010-05-31,127.39918518066406
2010-06-01,123.79553985595703
2010-06-02,121.72846221923828
2010-06-03,125.52420043945312
2010-06-04,126.16441345214844
2010-06-07,120.99674224853516
2010-06-08,121.28947448730469
2010-06-09,122.01200103759766
2010-06-10,124.77420043945312
2010-06-11,125.02111053466797
2010-06-14,126.36564636230469
2010-06-15,128.5607452392578
2010-06-16,129.57601928710938
2010-06-17,130.68270874023438
2010-06-18,130.67356872558594
2010-06-21,131.3321075439453
2010-06-22,130.99368286132812
2010-06-23,132.43881225585938
2010-06-24,129.83213806152344
2010-06-25,127.8930892944336
2010-06-28,130.88392639160156
2010-06-29,131.9449005126953
2010-06-30,135.09127807617188
2010-07-01,133.4723358154297
2010-07-02,130.7833251953125
2010-07-05,134.0943145751953
2010-07-06,131.82598876953125
2010-07-07,132.786376953125
2010-07-08,132.3565216064453
2010-07-09,132.4479522705078
2010-07-12,135.7681121826172
2010-07-13,138.80465698242188
2010-07-14,137.12173461914062
2010-07-15,136.60040283203125
2010-07-16,138.0729522705078
2010-07-19,136.67356872558594
2010-07-20,133.9205322265625
2010-07-21,133.66439819335938
2010-07-22,132.7223663330078
2010-07-23,132.786376953125
2010-07-26,132.91439819335938
2010-07-27,132.69491577148438
2010-07-28,132.53941345214844
2010-07-29,131.93580627441406
2010-07-30,132.4662322998047
2010-08-02,135.0546875
2010-08-03,136.06077575683594
2010-08-04,137.9906005859375
2010-08-05,141.42050170898438
2010-08-06,143.5881805419922
2010-08-09,145.06353759765625
2010-08-10,149.7187957763672
2010-08-11,146.1998748779297
2010-08-12,146.30067443847656
2010-08-13,146.22735595703125
2010-08-16,145.45761108398438
2010-08-17,144.8802947998047
2010-08-18,144.44039916992188
2010-08-19,146.4656524658203
2010-08-20,146.9604949951172
2010-08-23,149.37054443359375
2010-08-24,146.3831787109375
2010-08-25,145.8241729736328
2010-08-26,145.51258850097656
2010-08-27,140.8298797607422
2010-08-30,140.2433624267578
2010-08-31,140.87570190429688
2010-09-01,142.35107421875
2010-09-02,139.8310089111328
2010-09-03,140.2158966064453
2010-09-06,144.56871032714844
2010-09-07,142.4427032470703
2010-09-08,144.85281372070312
2010-09-09,144.78863525390625
2010-09-13,146.74972534179688
2010-09-14,147.63861083984375
2010-09-15,148.6283416748047
2010-09-16,144.35791015625
2010-09-17,151.23081970214844
2010-09-20,155.4370574951172
2010-09-21,154.57562255859375
2010-09-22,153.40261840820312
2010-09-23,151.75318908691406
2010-09-24,149.23309326171875
2010-09-27,152.94447326660156
2010-09-28,156.51834106445312
2010-09-29,154.22738647460938
2010-09-30,153.6317596435547
2010-10-01,153.0819091796875
2010-10-04,152.94447326660156
2010-10-05,155.87689208984375
2010-10-06,164.85745239257812
2010-10-07,165.91131591796875
2010-10-08,166.32363891601562
2010-10-11,165.4073028564453
2010-10-12,161.6042938232422
2010-10-13,157.5721893310547
2010-10-14,152.94447326660156
2010-10-15,148.36251831054688
2010-10-18,145.6592254638672
2010-10-19,151.7073516845703
2010-10-20,150.97425842285156
2010-10-21,159.45079040527344
2010-10-22,156.88494873046875
2010-10-25,150.56185913085938
2010-10-26,150.1494903564453
2010-10-27,146.94215393066406
2010-10-28,141.4896697998047
2010-10-29,139.1986846923828
2010-11-01,142.22279357910156
2010-11-02,140.3441925048828
2010-11-03,146.5297393798828
2010-11-04,147.7210693359375
2010-11-08,147.90435791015625
2010-11-09,148.6832733154297
2010-11-10,146.5297393798828
2010-11-11,142.4060516357422
2010-11-12,139.1528778076172
2010-11-15,138.87799072265625
2010-11-16,136.0371551513672
2010-11-18,135.39572143554688
2010-11-19,133.15057373046875
2010-11-22,133.83787536621094
2010-11-23,133.19638061523438
2010-11-24,132.7840118408203
2010-11-25,127.42316436767578
2010-11-26,129.48504638671875
2010-11-29,131.50108337402344
2010-11-30,139.65692138671875
2010-12-01,140.8023681640625
2010-12-02,137.77830505371094
2010-12-03,134.75424194335938
2010-12-06,134.7084503173828
2010-12-07,133.51712036132812
2010-12-08,129.66831970214844
2010-12-09,126.23187255859375
2010-12-10,134.34185791015625
2010-12-13,135.85389709472656
2010-12-14,138.7863311767578
2010-12-15,135.89974975585938
2010-12-16,135.670654296875
2010-12-20,132.23419189453125
2010-12-21,137.1826629638672
2010-12-22,137.4117431640625
2010-12-23,133.15057373046875
2010-12-24,131.7301788330078
2010-12-27,131.6385498046875
2010-12-28,129.0726776123047
2010-12-29,129.5308380126953
2010-12-30,129.8516082763672
2010-12-31,132.005126953125
2011-01-03,132.92149353027344
2011-01-04,136.1288299560547
2011-01-05,144.42208862304688
2011-01-06,141.9936981201172
2011-01-07,134.93756103515625
2011-01-10,128.66026306152344
2011-01-11,127.42316436767578
2011-01-12,128.06466674804688
2011-01-13,129.57664489746094
2011-01-14,127.56061553955078
2011-01-17,125.63623046875
2011-01-18,128.15631103515625
2011-01-19,128.11045837402344
2011-01-20,127.74392700195312
2011-01-21,128.2937469482422
2011-01-24,130.35562133789062
2011-01-25,128.43115234375
2011-01-27,126.59841918945312
2011-01-28,127.83554077148438
2011-01-31,128.79774475097656
2011-02-01,127.78974151611328
2011-02-02,125.08639526367188
2011-02-03,126.7817153930664
2011-02-04,123.6659927368164
2011-02-07,123.52852630615234
2011-02-08,120.68775177001953
2011-02-09,118.21350860595703
2011-02-10,118.85496520996094
2011-02-11,126.9649658203125
2011-02-14,131.24159240722656
2011-02-15,130.27590942382812
2011-02-16,131.83941650390625
2011-02-17,135.93211364746094
2011-02-18,132.713134765625
2011-02-21,132.11529541015625
2011-02-22,128.9423370361328
2011-02-23,132.34523010253906
2011-02-24,134.5525665283203
2011-02-25,136.2999725341797
2011-02-28,126.91899871826172
2011-03-01,127.79268646240234
2011-03-03,124.71172332763672
2011-03-04,122.13655090332031
2011-03-07,120.94091796875
2011-03-08,122.04456329345703
2011-03-09,120.52705383300781
2011-03-10,123.0562515258789
2011-03-11,121.03292083740234
2011-03-14,122.55043029785156
2011-03-15,120.2971420288086
2011-03-16,120.80299377441406
2011-03-17,122.9183120727539
2011-03-18,123.19422149658203
2011-03-21,120.9869155883789
2011-03-22,120.75697326660156
2011-03-23,120.75697326660156
2011-03-24,121.99858856201172
2011-03-25,126.8730239868164
2011-03-28,126.8730239868164
2011-03-29,125.5394515991211
2011-03-30,125.49344635009766
2011-03-31,125.67741394042969
2011-04-01,129.81605529785156
2011-04-04,136.2999725341797
2011-04-05,144.25543212890625
2011-04-06,141.3123321533203
2011-04-07,143.24371337890625
2011-04-08,142.0021209716797
2011-04-11,134.32261657714844
2011-04-13,135.42623901367188
2011-04-15,134.32261657714844
2011-04-18,138.0474090576172
2011-04-19,135.10433959960938
2011-04-20,135.9780731201172
2011-04-21,135.3342742919922
2011-04-25,135.01235961914062
2011-04-26,133.26490783691406
2011-04-27,130.82774353027344
2011-04-28,132.9890594482422
2011-04-29,132.85110473632812
2011-05-02,132.29925537109375
2011-05-03,127.56278991699219
2011-05-04,122.50443267822266
2011-05-05,118.58391571044922
2011-05-06,121.6741943359375
2011-05-09,120.38273620605469
2011-05-10,125.08736419677734
2011-05-11,124.34935760498047
2011-05-12,122.87339782714844
2011-05-13,127.48577880859375
2011-05-16,127.94699096679688
2011-05-17,133.20509338378906
2011-05-18,136.6643829345703
2011-05-19,133.02061462402344
2011-05-20,136.47988891601562
2011-05-23,138.27870178222656
2011-05-24,140.0314178466797
2011-05-25,142.47596740722656
2011-05-26,140.1236572265625
2011-05-27,140.8155059814453
2011-05-30,143.5368194580078
2011-05-31,148.9333038330078
2011-06-01,151.28555297851562
2011-06-02,148.748779296875
2011-06-03,148.56430053710938
2011-06-06,147.45733642578125
2011-06-07,145.05889892578125
2011-06-08,142.89105224609375
2011-06-09,142.9372100830078
2011-06-10,140.21591186523438
2011-06-13,142.7527313232422
2011-06-14,144.41314697265625
2011-06-15,142.29144287109375
2011-06-16,139.80081176757812
2011-06-17,136.7104949951172
2011-06-20,135.7418975830078
2011-06-21,136.8489227294922
2011-06-22,136.6182861328125
2011-06-23,138.50930786132812
2011-06-24,142.33758544921875
2011-06-27,144.1363983154297
2011-06-28,144.92054748535156
2011-06-29,144.92054748535156
2011-06-30,149.39450073242188
2011-07-01,149.7635040283203
2011-07-04,148.37979125976562
2011-07-05,147.50341796875
2011-07-06,148.5181884765625
2011-07-07,149.48675537109375
2011-07-08,145.61236572265625
2011-07-11,144.92054748535156
2011-07-12,141.96859741210938
2011-07-13,142.52206420898438
2011-07-14,144.64381408691406
2011-07-15,144.59762573242188
2011-07-18,142.844970703125
2011-07-19,147.9646759033203
2011-07-20,143.85968017578125
2011-07-21,145.15113830566406
2011-07-22,148.2875518798828
2011-07-25,146.62710571289062
2011-07-26,146.5809783935547
2011-07-27,144.1363983154297
2011-07-28,142.9372100830078
2011-07-29,132.42100524902344
2011-08-01,133.85086059570312
2011-08-02,130.57606506347656
2011-08-03,131.6369171142578
2011-08-04,127.43964385986328
2011-08-05,128.91561889648438
2011-08-08,125.59467315673828
2011-08-09,123.10403442382812
2011-08-10,127.25511932373047
2011-08-11,124.94894409179688
2011-08-12,125.8714599609375
2011-08-16,128.8695068359375
2011-08-17,127.85479736328125
2011-08-18,125.8714599609375
2011-08-19,125.73307800292969
2011-08-22,125.5024642944336
2011-08-23,127.71639251708984
2011-08-24,135.4190673828125
2011-08-25,129.51522827148438
2011-08-26,129.6536102294922
2011-08-29,134.0814666748047
2011-08-30,140.30813598632812
2011-09-02,145.2895050048828
2011-09-05,145.05889892578125
2011-09-06,142.10699462890625
2011-09-07,147.64181518554688
2011-09-08,148.2875518798828
2011-09-09,142.19923400878906
