Date,VRLLOG
2015-09-30,168.2605743408203
2015-10-01,165.6241455078125
2015-10-05,166.6743927001953
2015-10-06,165.70985412597656
2015-10-07,162.36607360839844
2015-10-08,159.06517028808594
2015-10-09,160.30838012695312
2015-10-12,160.54415893554688
2015-10-13,161.76593017578125
2015-10-14,160.2655029296875
2015-10-15,164.3166046142578
2015-10-16,165.30264282226562
2015-10-19,164.6381378173828
2015-10-20,165.3668975830078
2015-10-21,166.28858947753906
2015-10-23,174.64805603027344
2015-10-26,176.55572509765625
2015-10-27,173.42625427246094
2015-10-28,174.6051788330078
2015-10-29,178.39907836914062
2015-10-30,174.51942443847656
2015-11-02,166.73873901367188
2015-11-03,160.9728546142578
2015-11-04,162.73048400878906
2015-11-05,158.65792846679688
2015-11-06,158.50790405273438
2015-11-09,166.78160095214844
2015-11-10,165.92420959472656
2015-11-13,167.0602569580078
2015-11-16,180.56396484375
2015-11-17,174.09072875976562
2015-11-18,170.8970184326172
2015-11-19,176.72718811035156
2015-11-20,175.8697967529297
2015-11-23,179.8566131591797
2015-11-24,186.41555786132812
2015-11-26,187.40155029296875
2015-11-27,189.09487915039062
2015-11-30,190.9596710205078
2015-12-01,187.44442749023438
2015-12-02,185.5367431640625
2015-12-03,186.2869415283203
2015-12-04,184.07920837402344
2015-12-07,186.97286987304688
2015-12-08,180.37106323242188
2015-12-09,175.50543212890625
2015-12-10,178.93490600585938
2015-12-11,181.8500213623047
2015-12-14,178.74203491210938
2015-12-15,174.99098205566406
2015-12-16,174.56228637695312
2015-12-17,180.26388549804688
2015-12-18,175.2267608642578
2015-12-21,174.45513916015625
2015-12-22,174.62661743164062
2015-12-23,175.7626495361328
2015-12-24,174.4980010986328
2015-12-28,173.96214294433594
2015-12-29,173.2976837158203
2015-12-30,175.63404846191406
2015-12-31,178.61338806152344
2016-01-01,185.0437774658203
2016-01-04,179.38507080078125
2016-01-05,179.14927673339844
2016-01-06,179.5351104736328
2016-01-07,174.0264434814453
2016-01-08,177.0487060546875
2016-01-11,176.87722778320312
2016-01-12,177.1129913330078
2016-01-13,173.0618896484375
2016-01-14,169.63241577148438
2016-01-15,164.68101501464844
2016-01-18,157.6505126953125
2016-01-19,165.6884307861328
2016-01-20,165.774169921875
2016-01-21,163.67359924316406
2016-01-22,166.18141174316406
2016-01-25,169.24655151367188
2016-01-27,164.3809356689453
2016-01-28,167.8533172607422
2016-01-29,171.47572326660156
2016-02-01,169.3537139892578
2016-02-02,156.021484375
2016-02-03,153.17068481445312
2016-02-04,147.83355712890625
2016-02-05,150.0198516845703
2016-02-08,151.17234802246094
2016-02-09,148.97605895996094
2016-02-10,141.9306640625
2016-02-11,143.27883911132812
2016-02-12,143.69198608398438
2016-02-15,144.73577880859375
2016-02-16,144.99673461914062
2016-02-17,138.6036376953125
2016-02-18,138.5819091796875
2016-02-19,134.60250854492188
2016-02-22,136.9292449951172
2016-02-23,135.68978881835938
2016-02-24,133.7327117919922
2016-02-25,132.4932403564453
2016-02-26,132.7976531982422
2016-02-29,137.75558471679688
2016-03-01,159.45724487304688
2016-03-02,154.02093505859375
2016-03-03,159.0006103515625
2016-03-04,154.78204345703125
2016-03-08,154.39060974121094
2016-03-09,153.80349731445312
2016-03-10,150.30252075195312
2016-03-11,157.41319274902344
2016-03-14,160.0008544921875
2016-03-15,158.52220153808594
2016-03-16,159.45724487304688
2016-03-17,158.65267944335938
2016-03-18,160.30528259277344
2016-03-21,166.3721923828125
2016-03-22,167.06805419921875
2016-03-23,162.63204956054688
2016-03-28,161.4578094482422
2016-03-29,158.3047332763672
2016-03-30,163.13217163085938
2016-03-31,160.3922576904297
2016-04-01,161.6969757080078
2016-04-04,163.4801025390625
2016-04-05,160.67498779296875
2016-04-06,160.37054443359375
2016-04-07,163.84976196289062
2016-04-08,164.69781494140625
2016-04-11,163.8280029296875
2016-04-12,165.5458984375
2016-04-13,166.9158172607422
2016-04-18,169.1555938720703
2016-04-20,178.48423767089844
2016-04-21,175.85308837890625
2016-04-22,176.87510681152344
2016-04-25,174.1787109375
2016-04-26,177.70143127441406
2016-04-27,183.1812286376953
2016-04-28,177.2012939453125
2016-04-29,174.3091583251953
2016-05-02,174.7006072998047
2016-05-03,173.7438201904297
2016-05-04,169.02511596679688
2016-05-05,171.00392150878906
2016-05-06,170.2863311767578
2016-05-09,169.69923400878906
2016-05-10,171.7867431640625
2016-05-11,169.59046936035156
2016-05-12,173.20018005371094
2016-05-13,170.78646850585938
2016-05-16,169.45999145507812
2016-05-17,172.52609252929688
2016-05-18,170.48202514648438
2016-05-19,171.61280822753906
2016-05-20,173.52635192871094
2016-05-23,171.09088134765625
2016-05-24,136.8857879638672
2016-05-25,120.1202621459961
2016-05-26,126.4915771484375
2016-05-27,120.38119506835938
2016-05-30,121.14225769042969
2016-05-31,120.38119506835938
2016-06-01,119.48963928222656
2016-06-02,115.87995147705078
2016-06-03,120.05500793457031
2016-06-06,119.94630432128906
2016-06-07,122.72965240478516
2016-06-08,132.6019744873047
2016-06-09,133.34130859375
2016-06-10,134.79824829101562
2016-06-13,135.14614868164062
2016-06-14,131.01458740234375
2016-06-15,130.6884002685547
2016-06-16,130.3839874267578
2016-06-17,129.79685974121094
2016-06-20,131.88438415527344
2016-06-21,132.6019744873047
2016-06-22,134.18936157226562
2016-06-23,134.624267578125
2016-06-24,133.95016479492188
2016-06-27,135.3201141357422
2016-06-28,134.7329559326172
2016-06-29,138.5383758544922
2016-06-30,138.29920959472656
2016-07-01,136.1246795654297
2016-07-04,136.27688598632812
2016-07-05,135.84201049804688
2016-07-07,135.55931091308594
2016-07-08,136.84230041503906
2016-07-11,137.66856384277344
2016-07-12,137.45111083984375
2016-07-13,136.40736389160156
2016-07-14,143.32232666015625
2016-07-15,136.9510040283203
2016-07-18,136.21168518066406
2016-07-19,135.7767791748047
2016-07-20,136.69004821777344
2016-07-21,151.9116668701172
2016-07-22,154.84725952148438
2016-07-25,157.8480987548828
2016-07-26,152.9119415283203
2016-07-27,151.34629821777344
2016-07-28,156.84780883789062
2016-07-29,157.00003051757812
2016-08-01,154.08616638183594
2016-08-02,147.25819396972656
2016-08-03,142.40902709960938
2016-08-04,135.86373901367188
2016-08-05,136.53785705566406
2016-08-08,136.60304260253906
2016-08-09,130.7536163330078
2016-08-10,125.14336395263672
2016-08-11,125.2738265991211
2016-08-12,124.62149810791016
2016-08-16,124.01264190673828
2016-08-17,126.5133285522461
2016-08-18,132.5150146484375
2016-08-19,133.45004272460938
2016-08-22,128.27468872070312
2016-08-23,128.90530395507812
2016-08-24,130.36221313476562
2016-08-25,129.05751037597656
2016-08-26,128.14419555664062
2016-08-29,127.86153411865234
2016-08-30,125.40431213378906
2016-08-31,127.05695343017578
2016-09-01,126.4915771484375
2016-09-02,126.40458679199219
2016-09-06,126.10018157958984
2016-09-07,125.81747436523438
2016-09-08,127.20918273925781
2016-09-09,127.9702377319336
2016-09-12,126.75251770019531
2016-09-14,126.6438217163086
2016-09-15,126.25238800048828
2016-09-16,128.07896423339844
2016-09-19,127.55706787109375
2016-09-20,127.03520965576172
2016-09-21,128.53562927246094
2016-09-22,128.75308227539062
2016-09-23,129.05751037597656
2016-09-26,128.94879150390625
2016-09-27,128.9922637939453
2016-09-28,133.14561462402344
2016-09-29,130.47093200683594
2016-09-30,130.29696655273438
2016-10-03,136.5595703125
2016-10-04,134.7329559326172
2016-10-05,134.64602661132812
2016-10-06,135.7985076904297
2016-10-07,135.64627075195312
2016-10-10,136.9945068359375
2016-10-13,136.36386108398438
2016-10-14,136.01593017578125
2016-10-17,135.9724578857422
2016-10-18,138.10350036621094
2016-10-19,142.43077087402344
2016-10-20,140.1040496826172
2016-10-21,139.9953155517578
2016-10-24,138.84283447265625
2016-10-25,138.45140075683594
2016-10-26,136.40736389160156
2016-10-27,134.60250854492188
2016-10-28,125.46955108642578
2016-11-01,124.86068725585938
2016-11-02,122.31649780273438
2016-11-03,123.2950439453125
2016-11-04,123.83866119384766
2016-11-07,123.14282989501953
2016-11-08,121.8816146850586
2016-11-09,121.51193237304688
2016-11-10,124.44754028320312
2016-11-11,121.90335845947266
2016-11-15,116.42356872558594
2016-11-16,115.09712982177734
2016-11-17,113.09654998779297
2016-11-18,116.38008117675781
2016-11-21,114.7274398803711
2016-11-22,113.98812103271484
2016-11-23,113.96636962890625
2016-11-24,113.7054214477539
2016-11-25,115.70597076416016
2016-11-28,116.01041412353516
2016-11-29,117.07593536376953
2016-11-30,119.59835815429688
2016-12-01,119.1199722290039
2016-12-02,114.8796615600586
2016-12-05,115.3580551147461
2016-12-06,114.74920654296875
2016-12-07,114.8796615600586
2016-12-08,115.6407470703125
2016-12-09,116.46705627441406
2016-12-12,115.87995147705078
2016-12-13,116.48880767822266
2016-12-14,115.4667739868164
2016-12-15,115.6189956665039
2016-12-16,115.85819244384766
2016-12-19,114.98838806152344
2016-12-20,116.48880767822266
2016-12-21,116.83672332763672
2016-12-22,114.11859130859375
2016-12-23,115.07538604736328
2016-12-26,114.0316162109375
2016-12-27,113.11831665039062
2016-12-28,112.87911987304688
2016-12-29,112.74864196777344
2016-12-30,112.4224624633789
2017-01-02,112.55292510986328
2017-01-03,114.09684753417969
2017-01-04,115.83646392822266
2017-01-05,115.814697265625
2017-01-06,118.03272247314453
2017-01-09,120.5986557006836
2017-01-10,124.5562744140625
2017-01-11,124.44754028320312
2017-01-12,123.88217163085938
2017-01-13,123.07760620117188
2017-01-16,122.79490661621094
2017-01-17,123.5994644165039
2017-01-18,127.60057830810547
2017-01-19,130.01429748535156
2017-01-20,127.53536987304688
2017-01-23,128.92701721191406
2017-01-24,127.94853210449219
2017-01-25,128.75308227539062
2017-01-27,129.51417541503906
2017-01-30,127.40489196777344
2017-01-31,124.66498565673828
2017-02-01,129.01400756835938
2017-02-02,131.68113708496094
2017-02-03,132.9816436767578
2017-02-06,137.2137908935547
2017-02-07,135.80307006835938
2017-02-08,136.0014190673828
2017-02-09,134.8993377685547
2017-02-10,135.62672424316406
2017-02-13,133.13595581054688
2017-02-14,133.33433532714844
2017-02-15,130.0500030517578
2017-02-16,130.13819885253906
2017-02-17,129.78549194335938
2017-02-20,129.71934509277344
2017-02-21,128.1984405517578
2017-02-22,129.45486450195312
2017-02-23,127.9780502319336
2017-02-27,127.8678207397461
2017-02-28,129.05810546875
2017-03-01,128.9258575439453
2017-03-02,128.11029052734375
2017-03-03,127.49312591552734
2017-03-06,129.05810546875
2017-03-07,128.11029052734375
2017-03-08,129.23443603515625
2017-03-09,129.3887481689453
2017-03-10,132.29833984375
2017-03-14,133.5988311767578
2017-03-15,130.75535583496094
2017-03-16,131.85748291015625
2017-03-17,132.09994506835938
2017-03-20,132.1219940185547
2017-03-21,130.97579956054688
2017-03-22,130.29248046875
2017-03-23,131.04193115234375
2017-03-24,131.61502075195312
2017-03-27,131.81338500976562
2017-03-28,131.50479125976562
2017-03-29,133.9735107421875
2017-03-30,137.23580932617188
2017-03-31,137.6546173095703
2017-04-03,139.5943603515625
2017-04-05,151.05638122558594
2017-04-06,152.84181213378906
2017-04-07,150.4612579345703
2017-04-10,152.48915100097656
2017-04-11,152.7977294921875
2017-04-12,146.80221557617188
2017-04-13,148.1468048095703
2017-04-17,146.47157287597656
2017-04-18,148.85214233398438
2017-04-19,150.28489685058594
2017-04-20,151.2768096923828
2017-04-21,154.4068145751953
2017-04-24,154.2745819091797
2017-04-25,152.07037353515625
2017-04-26,147.7059326171875
2017-04-27,145.9866485595703
2017-04-28,146.38339233398438
2017-05-02,149.40322875976562
2017-05-03,149.42526245117188
2017-05-04,148.2349395751953
2017-05-05,144.79635620117188
2017-05-08,145.08291625976562
2017-05-09,144.8624725341797
2017-05-10,144.2893524169922
2017-05-11,143.9367218017578
2017-05-12,142.83457946777344
2017-05-15,143.76039123535156
2017-05-16,146.20706176757812
2017-05-17,148.89625549316406
2017-05-18,149.91018676757812
2017-05-19,147.7279815673828
2017-05-22,134.61276245117188
2017-05-23,139.1314697265625
2017-05-24,135.80307006835938
2017-05-25,136.11166381835938
2017-05-26,138.29388427734375
2017-05-29,141.02711486816406
2017-05-30,140.18948364257812
2017-05-31,140.2115478515625
2017-06-01,143.3856658935547
2017-06-02,144.48776245117188
2017-06-05,144.3114471435547
2017-06-06,145.1710662841797
2017-06-07,143.73831176757812
2017-06-08,143.73831176757812
2017-06-09,143.91465759277344
2017-06-12,142.85662841796875
2017-06-13,142.17332458496094
2017-06-14,140.23358154296875
2017-06-15,139.39596557617188
2017-06-16,142.17332458496094
2017-06-19,146.55975341796875
2017-06-20,148.5435791015625
2017-06-21,149.00645446777344
2017-06-22,146.11891174316406
2017-06-23,143.53993225097656
2017-06-27,141.68838500976562
2017-06-28,143.4517822265625
2017-06-29,145.10496520996094
2017-06-30,147.7279815673828
2017-07-03,146.22911071777344
2017-07-04,148.30108642578125
2017-07-05,148.279052734375
2017-07-06,147.24305725097656
2017-07-07,146.80221557617188
2017-07-10,147.28713989257812
2017-07-11,145.63397216796875
2017-07-12,143.89259338378906
2017-07-13,144.26731872558594
2017-07-14,141.99697875976562
2017-07-17,141.8426971435547
2017-07-18,140.47605895996094
2017-07-19,141.57815551757812
2017-07-20,142.8125457763672
2017-07-21,141.7324676513672
2017-07-24,142.3937225341797
2017-07-25,142.5480194091797
2017-07-26,141.71043395996094
2017-07-27,142.65826416015625
2017-07-28,144.0910186767578
2017-07-31,144.26731872558594
2017-08-01,143.4517822265625
2017-08-02,142.79049682617188
2017-08-03,144.33346557617188
2017-08-04,151.40907287597656
2017-08-07,153.54718017578125
2017-08-08,151.47520446777344
2017-08-09,147.0667266845703
2017-08-10,141.9088134765625
2017-08-11,142.68028259277344
2017-08-14,144.113037109375
2017-08-16,146.6699676513672
2017-08-17,145.81033325195312
2017-08-18,146.55975341796875
2017-08-21,146.18504333496094
2017-08-22,146.58177185058594
2017-08-23,146.86837768554688
2017-08-24,145.63397216796875
2017-08-28,147.11083984375
2017-08-29,146.20706176757812
2017-08-30,146.00868225097656
2017-08-31,149.86610412597656
2017-09-01,153.56922912597656
2017-09-04,156.03797912597656
2017-09-05,157.9777069091797
2017-09-06,156.2143096923828
2017-09-07,154.47296142578125
2017-09-08,152.84181213378906
2017-09-11,151.07843017578125
2017-09-12,151.76174926757812
2017-09-13,152.4230194091797
2017-09-14,153.63534545898438
2017-09-15,155.5750732421875
2017-09-18,160.60073852539062
2017-09-19,163.5103302001953
2017-09-20,167.08119201660156
2017-09-21,161.52650451660156
2017-09-22,158.83734130859375
2017-09-25,154.5170440673828
2017-09-26,163.642578125
2017-09-27,158.37445068359375
2017-09-28,160.38031005859375
2017-09-29,160.13784790039062
2017-10-03,160.0717315673828
2017-10-04,159.8292236328125
2017-10-05,157.7131805419922
2017-10-06,158.396484375
2017-10-09,161.72488403320312
2017-10-10,160.20396423339844
2017-10-11,158.28628540039062
2017-10-12,157.53683471679688
2017-10-13,160.75503540039062
2017-10-16,158.68304443359375
2017-10-17,156.54495239257812
2017-10-18,160.13784790039062
2017-10-19,158.19813537597656
2017-10-23,156.61106872558594
2017-10-24,159.16798400878906
2017-10-25,155.31057739257812
2017-10-26,153.92189025878906
2017-10-27,154.8035888671875
2017-10-30,156.36859130859375
2017-10-31,157.7131805419922
2017-11-01,162.82701110839844
2017-11-02,163.1796875
2017-11-03,165.69252014160156
2017-11-06,166.2876739501953
2017-11-07,165.97909545898438
2017-11-08,171.62193298339844
2017-11-09,171.55580139160156
2017-11-10,175.5013885498047
2017-11-13,170.431640625
2017-11-14,169.50587463378906
2017-11-15,168.69027709960938
2017-11-16,170.34344482421875
2017-11-17,170.18914794921875
2017-11-20,173.4073486328125
2017-11-21,171.77621459960938
2017-11-22,169.9907989501953
2017-11-23,174.86215209960938
2017-11-24,175.1927947998047
2017-11-27,177.94808959960938
2017-11-28,178.3448486328125
2017-11-29,180.41683959960938
2017-11-30,181.7173309326172
2017-12-01,177.00025939941406
2017-12-04,181.36465454101562
2017-12-05,182.1802520751953
2017-12-06,184.60488891601562
2017-12-07,187.16180419921875
2017-12-08,184.560791015625
2017-12-11,184.82530212402344
2017-12-12,184.6489715576172
2017-12-13,183.3043975830078
2017-12-14,182.13613891601562
2017-12-15,184.6489715576172
2017-12-18,186.12579345703125
2017-12-19,185.53067016601562
2017-12-20,186.9854736328125
2017-12-21,190.7106170654297
2017-12-22,194.28150939941406
2017-12-26,194.3917236328125
2017-12-27,191.43801879882812
2017-12-28,186.56663513183594
2017-12-29,190.29180908203125
2018-01-01,189.43218994140625
2018-01-02,188.50637817382812
2018-01-03,186.94134521484375
2018-01-04,191.96705627441406
2018-01-05,189.05746459960938
2018-01-08,189.29994201660156
2018-01-09,190.732666015625
2018-01-10,188.68272399902344
2018-01-11,191.12940979003906
2018-01-12,191.9009246826172
2018-01-15,194.08311462402344
2018-01-16,190.93104553222656
2018-01-17,187.33816528320312
2018-01-18,180.13027954101562
2018-01-19,178.609375
2018-01-22,176.20675659179688
2018-01-23,175.94224548339844
2018-01-24,191.34983825683594
2018-01-25,197.03677368164062
2018-01-29,198.62384033203125
2018-01-30,196.55186462402344
2018-01-31,193.3116455078125
2018-02-01,193.99493408203125
2018-02-02,189.0133514404297
2018-02-05,184.14199829101562
2018-02-06,180.15232849121094
2018-02-07,185.24412536621094
2018-02-08,190.7106170654297
2018-02-09,190.62245178222656
2018-02-12,188.66067504882812
2018-02-14,190.07139587402344
2018-02-15,187.71286010742188
2018-02-16,185.3102569580078
2018-02-19,186.87522888183594
2018-02-20,186.63278198242188
2018-02-21,184.7371368408203
2018-02-22,181.95980834960938
2018-02-23,182.6651611328125
2018-02-26,180.9899139404297
2018-02-27,178.6754913330078
2018-02-28,179.7555389404297
2018-03-01,182.4888153076172
2018-03-05,180.549072265625
2018-03-06,178.08035278320312
2018-03-07,178.43299865722656
2018-03-08,179.072265625
2018-03-09,177.529296875
2018-03-12,175.34707641601562
2018-03-13,177.617431640625
2018-03-14,177.17662048339844
2018-03-15,174.84010314941406
2018-03-16,171.07086181640625
2018-03-19,171.6439666748047
2018-03-20,170.8284149169922
2018-03-21,171.33535766601562
2018-03-22,169.70423889160156
2018-03-23,170.0128173828125
2018-03-26,174.22293090820312
2018-03-27,171.6439666748047
2018-03-28,169.72628784179688
2018-04-02,170.18914794921875
2018-04-03,169.70423889160156
2018-04-04,168.02903747558594
2018-04-05,169.70423889160156
2018-04-06,169.70423889160156
2018-04-09,171.1370086669922
2018-04-10,171.666015625
2018-04-11,170.60800170898438
2018-04-12,170.58592224121094
2018-04-13,175.5013885498047
2018-04-16,184.5167236328125
2018-04-17,182.3785858154297
2018-04-18,179.88780212402344
2018-04-19,179.1383819580078
2018-04-20,183.59091186523438
2018-04-23,184.60488891601562
2018-04-24,189.14559936523438
2018-04-25,184.5167236328125
2018-04-26,182.863525390625
2018-04-27,187.0515899658203
2018-04-30,187.3160858154297
2018-05-02,184.2963104248047
2018-05-03,182.775390625
2018-05-04,182.2022705078125
2018-05-07,182.246337890625
2018-05-08,180.39479064941406
2018-05-09,180.306640625
2018-05-10,187.07363891601562
2018-05-11,185.68496704101562
2018-05-14,182.90762329101562
2018-05-15,179.02813720703125
2018-05-16,182.4888153076172
2018-05-17,181.320556640625
2018-05-18,176.58145141601562
2018-05-21,177.28680419921875
2018-05-22,178.38894653320312
2018-05-23,176.33897399902344
2018-05-24,174.3551788330078
2018-05-25,171.97459411621094
2018-05-28,160.93138122558594
2018-05-29,161.01953125
2018-05-30,160.9975128173828
2018-05-31,163.68666076660156
2018-06-01,163.35604858398438
2018-06-04,155.0460662841797
2018-06-05,150.76983642578125
2018-06-06,153.7896728515625
2018-06-07,153.08428955078125
2018-06-08,152.6654815673828
2018-06-11,155.37667846679688
2018-06-12,154.75950622558594
2018-06-13,153.54718017578125
2018-06-14,152.6654815673828
2018-06-15,153.833740234375
2018-06-18,154.95790100097656
2018-06-19,152.7095489501953
2018-06-20,149.71182250976562
2018-06-21,150.1746826171875
2018-06-22,146.7801971435547
2018-06-25,144.62001037597656
2018-06-26,138.64654541015625
2018-06-27,137.80892944335938
2018-06-28,141.20346069335938
2018-06-29,143.0550079345703
2018-07-02,143.4738006591797
2018-07-03,148.8080596923828
2018-07-04,149.88816833496094
2018-07-05,149.38116455078125
2018-07-06,151.87196350097656
2018-07-09,155.5089569091797
2018-07-10,154.1643829345703
2018-07-11,163.1796875
2018-07-12,160.8211669921875
2018-07-13,158.55079650878906
2018-07-16,158.68304443359375
2018-07-17,158.74917602539062
2018-07-18,155.02403259277344
2018-07-19,154.69337463378906
2018-07-20,150.06446838378906
2018-07-23,147.7500457763672
2018-07-24,158.74917602539062
2018-07-25,157.9115753173828
2018-07-26,157.22825622558594
2018-07-27,156.76536560058594
2018-07-30,157.64706420898438
2018-07-31,154.7154541015625
2018-08-01,154.38478088378906
2018-08-02,152.53321838378906
2018-08-03,152.0924072265625
2018-08-06,149.513427734375
2018-08-07,147.79409790039062
2018-08-08,145.21519470214844
2018-08-09,145.9866485595703
2018-08-10,140.16748046875
2018-08-13,140.9830322265625
2018-08-14,141.26959228515625
2018-08-16,139.5061798095703
2018-08-17,139.2637176513672
2018-08-20,139.7706756591797
2018-08-21,141.8426971435547
2018-08-23,139.8147735595703
2018-08-24,141.07118225097656
2018-08-27,139.74867248535156
2018-08-28,139.32981872558594
2018-08-29,138.22772216796875
2018-08-30,138.09547424316406
2018-08-31,138.9771728515625
2018-09-03,137.323974609375
2018-09-04,136.5084228515625
2018-09-05,135.53855895996094
2018-09-06,139.63844299316406
2018-09-07,138.62449645996094
2018-09-10,135.09771728515625
2018-09-11,134.23805236816406
2018-09-12,130.0059356689453
2018-09-14,131.87950134277344
2018-09-17,130.62310791015625
2018-09-18,130.3144989013672
2018-09-19,130.33656311035156
2018-09-21,129.91775512695312
2018-09-24,126.03829956054688
2018-09-25,127.9780502319336
2018-09-26,123.83405303955078
2018-09-27,123.63568115234375
2018-09-28,118.16915893554688
2018-10-01,121.51960754394531
2018-10-03,117.37564086914062
2018-10-04,118.96269989013672
2018-10-05,119.27127838134766
2018-10-08,115.8326644897461
2018-10-09,113.93704223632812
2018-10-10,114.3558349609375
2018-10-11,112.96717834472656
2018-10-12,115.59020233154297
2018-10-15,113.07737731933594
2018-10-16,113.07737731933594
2018-10-17,112.08548736572266
2018-10-19,111.33602905273438
2018-10-22,111.20379638671875
2018-10-23,111.62256622314453
2018-10-24,114.24562072753906
2018-10-25,112.74674987792969
2018-10-26,112.46019744873047
2018-10-29,114.44400787353516
2018-10-30,114.24562072753906
2018-10-31,112.26180267333984
2018-11-01,115.41387176513672
2018-11-02,120.6820068359375
2018-11-05,123.81201171875
2018-11-06,125.17866516113281
2018-11-07,125.9281005859375
2018-11-09,126.21464538574219
2018-11-12,125.50929260253906
2018-11-13,128.44090270996094
2018-11-14,130.3144989013672
2018-11-15,129.24383544921875
2018-11-16,127.59313201904297
2018-11-19,131.0060272216797
2018-11-20,128.77537536621094
2018-11-21,136.87261962890625
2018-11-22,136.6272430419922
2018-11-26,133.95050048828125
2018-11-27,137.51951599121094
2018-11-28,135.82421875
2018-11-29,136.69418334960938
2018-11-30,135.0657958984375
2018-12-03,134.15126037597656
2018-12-04,134.4188995361328
2018-12-05,130.53759765625
2018-12-06,127.34777069091797
2018-12-07,126.27703857421875
2018-12-10,126.1432113647461
2018-12-11,127.6823501586914
2018-12-12,130.96139526367188
2018-12-13,127.50389099121094
2018-12-14,124.51484680175781
2018-12-17,125.6524658203125
2018-12-18,127.12471771240234
2018-12-19,133.6158905029297
2018-12-20,135.40037536621094
2018-12-21,130.60450744628906
2018-12-24,127.61544036865234
2018-12-26,130.4483642578125
2018-12-27,130.2030029296875
2018-12-28,129.97991943359375
2018-12-31,130.7383270263672
2019-01-01,130.60450744628906
2019-01-02,128.596923828125
2019-01-03,126.00938415527344
2019-01-04,125.74169158935547
2019-01-07,125.00556182861328
2019-01-08,124.49251556396484
2019-01-09,124.31405639648438
2019-01-10,126.5000991821289
2019-01-11,123.24336242675781
2019-01-14,125.02788543701172
2019-01-15,127.37007904052734
2019-01-16,128.81997680664062
2019-01-17,129.35533142089844
2019-01-18,128.79766845703125
2019-01-21,125.54093170166016
2019-01-22,121.63729858398438
2019-01-23,120.78966522216797
2019-01-24,116.37297058105469
2019-01-25,115.79298400878906
2019-01-28,115.99375915527344
2019-01-29,119.62969207763672
2019-01-30,121.0127182006836
2019-01-31,122.01649475097656
2019-02-01,119.94200134277344
2019-02-04,117.35443115234375
2019-02-05,116.26144409179688
2019-02-06,115.92684173583984
2019-02-07,115.79298400878906
2019-02-08,112.80392456054688
