Date,NATCOPHARM
1996-01-01,14.28429126739502
1996-01-02,14.28429126739502
1996-01-03,14.28429126739502
1996-01-04,14.28429126739502
1996-01-05,14.107741355895996
1996-01-08,14.107741355895996
1996-01-09,12.679313659667969
1996-01-10,12.037322044372559
1996-01-11,12.037322044372559
1996-01-12,12.438563346862793
1996-01-15,12.438563346862793
1996-01-16,12.438563346862793
1996-01-17,13.642300605773926
1996-01-18,13.642300605773926
1996-01-19,12.278068542480469
1996-01-22,11.074335098266602
1996-01-23,11.074335098266602
1996-01-24,11.074335098266602
1996-01-25,11.234832763671875
1996-01-26,11.234832763671875
1996-01-29,11.234832763671875
1996-01-30,11.154585838317871
1996-01-31,11.154585838317871
1996-02-01,10.616917610168457
1996-02-02,11.218782424926758
1996-02-05,11.716326713562012
1996-02-06,12.679313659667969
1996-02-07,12.518815994262695
1996-02-08,13.08055591583252
1996-02-09,13.401554107666016
1996-02-12,13.562049865722656
1996-02-13,13.642300605773926
1996-02-14,13.802794456481934
1996-02-15,14.12378978729248
1996-02-16,14.476884841918945
1996-02-19,14.131816864013672
1996-02-20,14.12378978729248
1996-02-21,14.12378978729248
1996-02-22,14.043542861938477
1996-02-23,13.88304615020752
1996-02-26,13.92317008972168
1996-02-27,13.160807609558105
1996-02-28,13.000307083129883
1996-02-29,12.518815994262695
1996-03-01,12.037322044372559
1996-03-04,11.957071304321289
1996-03-05,11.957071304321289
1996-03-06,11.957071304321289
1996-03-07,11.716326713562012
1996-03-08,11.395329475402832
1996-03-11,11.355206489562988
1996-03-12,10.761366844177246
1996-03-13,10.849637985229492
1996-03-14,11.555828094482422
1996-03-15,12.679313659667969
1996-03-18,12.037322044372559
1996-03-19,11.78855037689209
1996-03-20,11.78855037689209
1996-03-21,11.708303451538086
1996-03-22,11.555828094482422
1996-03-25,10.753337860107422
1996-03-26,11.146559715270996
1996-03-27,11.395329475402832
1996-03-28,11.475581169128418
1996-03-29,11.475581169128418
1996-04-01,11.957071304321289
1996-04-02,11.475581169128418
1996-04-03,11.234832763671875
1996-04-04,11.074335098266602
1996-04-05,11.074335098266602
1996-04-08,10.51259708404541
1996-04-09,11.018162727355957
1996-04-10,10.408271789550781
1996-04-11,10.4724702835083
1996-04-12,10.271846771240234
1996-04-15,10.873716354370117
1996-04-16,10.673091888427734
1996-04-17,11.074335098266602
1996-04-18,11.234832763671875
1996-04-19,11.074335098266602
1996-04-22,11.218782424926758
1996-04-23,10.600871086120605
1996-04-24,10.753337860107422
1996-04-25,11.034212112426758
1996-04-26,10.592842102050781
1996-04-29,10.432345390319824
1996-04-30,10.432345390319824
1996-05-01,10.432345390319824
1996-05-02,10.432345390319824
1996-05-03,10.432345390319824
1996-05-06,10.913838386535645
1996-05-07,10.833588600158691
1996-05-08,10.881739616394043
1996-05-09,11.234832763671875
1996-05-10,10.432345390319824
1996-05-13,10.448395729064941
1996-05-14,9.950854301452637
1996-05-15,10.271846771240234
1996-05-16,10.51259708404541
1996-05-17,10.432345390319824
1996-05-20,9.950854301452637
1996-05-21,9.790351867675781
1996-05-22,10.223695755004883
1996-05-23,9.629858016967773
1996-05-24,9.629858016967773
1996-05-27,9.469362258911133
1996-05-28,9.469362258911133
1996-05-29,9.38910961151123
1996-05-30,9.38910961151123
1996-05-31,10.25579833984375
1996-06-03,10.271846771240234
1996-06-04,9.790351867675781
1996-06-05,9.710107803344727
1996-06-06,10.11135196685791
1996-06-07,10.03110122680664
1996-06-10,9.950854301452637
1996-06-11,9.268739700317383
1996-06-12,9.629858016967773
1996-06-13,10.03110122680664
1996-06-14,9.950854301452637
1996-06-17,9.950854301452637
1996-06-18,10.03110122680664
1996-06-19,9.950854301452637
1996-06-20,9.950854301452637
1996-06-21,9.950854301452637
1996-06-24,9.950854301452637
1996-06-25,9.870606422424316
1996-06-26,9.790351867675781
1996-06-27,9.790351867675781
1996-06-28,9.910727500915527
1996-07-01,9.469362258911133
1996-07-02,9.148365020751953
1996-07-03,9.148365020751953
1996-07-04,8.466248512268066
1996-07-05,7.703886032104492
1996-07-08,7.703886032104492
1996-07-09,7.382891654968262
1996-07-10,7.519311428070068
1996-07-11,7.543390274047852
1996-07-12,7.222392559051514
1996-07-15,7.2304182052612305
1996-07-16,7.222392559051514
1996-07-17,7.222392559051514
1996-07-18,7.06189489364624
1996-07-19,7.374867916107178
1996-07-22,7.382891654968262
1996-07-23,7.222392559051514
1996-07-24,7.302641868591309
1996-07-25,7.134120464324951
1996-07-26,7.069921016693115
1996-07-29,6.5483012199401855
1996-07-30,6.299532890319824
1996-07-31,6.419905185699463
1996-08-01,6.427929878234863
1996-08-02,6.419905185699463
1996-08-05,6.195208549499512
1996-08-06,6.0347113609313965
1996-08-07,6.098910808563232
1996-08-08,6.10693359375
1996-08-09,6.179157733917236
1996-08-12,6.058786392211914
1996-08-13,5.785938739776611
