Date,WHIRLPOOL
2002-08-12,23.691085815429688
2002-08-13,23.787981033325195
2002-08-14,23.206605911254883
2002-08-15,23.206605911254883
2002-08-16,23.109710693359375
2002-08-19,22.770570755004883
2002-08-20,22.770570755004883
2002-08-21,23.351951599121094
2002-08-22,23.400394439697266
2002-08-23,23.012813568115234
2002-08-26,22.915918350219727
2002-08-27,21.704713821411133
2002-08-28,21.41402816772461
2002-08-29,21.46247673034668
2002-08-30,21.898509979248047
2002-09-02,22.479883193969727
2002-09-03,21.753164291381836
2002-09-04,21.55937385559082
2002-09-05,21.656269073486328
2002-09-06,21.46247673034668
2002-09-09,20.929548263549805
2002-09-10,20.929548263549805
2002-09-11,21.801612854003906
2002-09-12,22.38298988342285
2002-09-13,22.237646102905273
2002-09-16,21.46247673034668
2002-09-17,21.365583419799805
2002-09-18,20.832653045654297
2002-09-19,20.34817123413086
2002-09-20,20.105934143066406
2002-09-23,20.154380798339844
2002-09-24,19.669898986816406
2002-09-25,19.718345642089844
2002-09-26,20.396617889404297
2002-09-27,20.445068359375
2002-09-30,20.105934143066406
2002-10-01,19.81524658203125
2002-10-02,19.81524658203125
2002-10-03,19.37921142578125
2002-10-04,19.330764770507812
2002-10-07,19.1854190826416
2002-10-08,19.37921142578125
2002-10-09,19.37921142578125
2002-10-10,19.476106643676758
2002-10-11,19.476106643676758
2002-10-14,19.1854190826416
2002-10-15,19.1854190826416
2002-10-16,19.282316207885742
2002-10-17,19.136972427368164
2002-10-18,19.040075302124023
2002-10-21,18.65249252319336
2002-10-22,18.797834396362305
2002-10-23,18.410249710083008
2002-10-24,18.313352584838867
2002-10-25,17.44129180908203
2002-10-28,16.811466217041016
2002-10-29,17.24749755859375
2002-10-30,17.24749755859375
2002-10-31,17.44129180908203
2002-11-01,17.102155685424805
2002-11-04,17.24749755859375
2002-11-05,17.538185119628906
2002-11-06,17.538185119628906
2002-11-07,17.489734649658203
2002-11-08,17.780426025390625
2002-11-11,17.974218368530273
2002-11-12,17.877323150634766
2002-11-13,18.07111358642578
2002-11-14,18.36180305480957
2002-11-15,18.894733428955078
2002-11-18,19.282316207885742
2002-11-19,19.282316207885742
2002-11-20,20.396617889404297
2002-11-21,19.766794204711914
2002-11-22,19.718345642089844
2002-11-25,19.960588455200195
2002-11-26,19.81524658203125
2002-11-27,20.009037017822266
2002-11-28,19.863693237304688
2002-11-29,19.863693237304688
2002-12-02,20.8810977935791
2002-12-03,20.34817123413086
2002-12-04,20.105934143066406
2002-12-05,20.68730926513672
2002-12-06,20.541963577270508
2002-12-09,20.34817123413086
2002-12-10,20.396617889404297
2002-12-11,20.493511199951172
2002-12-12,20.34817123413086
2002-12-13,20.638856887817383
2002-12-16,20.009037017822266
2002-12-17,19.863693237304688
2002-12-18,19.476106643676758
2002-12-19,19.1854190826416
2002-12-20,19.37921142578125
2002-12-23,19.282316207885742
2002-12-24,19.040075302124023
2002-12-25,19.040075302124023
2002-12-26,19.330764770507812
2002-12-27,19.427658081054688
2002-12-30,19.427658081054688
2002-12-31,19.62145233154297
2003-01-01,19.81524658203125
2003-01-02,19.863693237304688
2003-01-03,19.37921142578125
2003-01-06,18.894733428955078
2003-01-07,19.136972427368164
2003-01-08,19.1854190826416
2003-01-09,19.23386573791504
2003-01-10,19.040075302124023
2003-01-13,18.943178176879883
2003-01-14,18.797834396362305
2003-01-15,18.797834396362305
2003-01-16,18.749385833740234
2003-01-17,18.507150650024414
2003-01-20,18.55559730529785
2003-01-21,18.410249710083008
2003-01-22,17.925769805908203
2003-01-23,18.216459274291992
2003-01-24,17.538185119628906
2003-01-27,17.780426025390625
2003-01-28,17.44129180908203
2003-01-29,17.053707122802734
2003-01-30,17.24749755859375
2003-01-31,17.102155685424805
2003-02-03,16.569225311279297
2003-02-04,17.053707122802734
2003-02-05,16.811466217041016
2003-02-06,17.005258560180664
2003-02-07,16.85991096496582
2003-02-10,16.763017654418945
2003-02-11,16.811466217041016
2003-02-12,16.617671966552734
2003-02-13,16.617671966552734
2003-02-14,16.423879623413086
2003-02-17,17.005258560180664
2003-02-18,16.763017654418945
2003-02-19,16.811466217041016
2003-02-20,16.95680809020996
2003-02-21,16.52077865600586
2003-02-24,17.150606155395508
2003-02-25,17.053707122802734
2003-02-26,17.053707122802734
2003-02-27,17.24749755859375
2003-02-28,17.24749755859375
2003-03-03,17.102155685424805
2003-03-04,17.34439468383789
2003-03-05,17.053707122802734
2003-03-06,16.95680809020996
2003-03-07,16.52077865600586
2003-03-10,15.939401626586914
2003-03-11,15.987852096557617
2003-03-12,15.794054985046387
2003-03-13,15.551816940307617
2003-03-14,15.551816940307617
2003-03-17,15.309576988220215
2003-03-18,15.309576988220215
2003-03-19,15.309576988220215
2003-03-20,14.82509708404541
2003-03-21,14.82509708404541
2003-03-24,14.776647567749023
2003-03-25,14.679753303527832
2003-03-26,13.710790634155273
2003-03-27,14.485960006713867
2003-03-28,14.728199005126953
2003-03-31,14.195271492004395
2003-04-01,14.243719100952148
2003-04-02,14.728199005126953
2003-04-03,15.648712158203125
2003-04-04,17.053707122802734
2003-04-07,17.29594612121582
2003-04-08,17.19904899597168
2003-04-09,17.053707122802734
2003-04-10,16.423879623413086
2003-04-11,16.27853775024414
2003-04-15,15.939401626586914
2003-04-16,16.472328186035156
2003-04-17,16.084745407104492
2003-04-18,16.084745407104492
2003-04-21,16.181642532348633
2003-04-22,16.036296844482422
2003-04-23,16.32698631286621
2003-04-24,16.32698631286621
2003-04-25,16.23008918762207
2003-04-28,17.150606155395508
2003-04-29,17.102155685424805
2003-04-30,16.23008918762207
2003-05-01,16.23008918762207
2003-05-02,15.939401626586914
2003-05-05,17.683530807495117
2003-05-06,18.11956214904785
2003-05-07,18.55559730529785
2003-05-08,18.507150650024414
2003-05-09,18.11956214904785
2003-05-12,18.07111358642578
2003-05-13,18.022666931152344
2003-05-14,18.16800880432129
2003-05-15,18.65249252319336
2003-05-16,18.943178176879883
2003-05-19,19.524555206298828
2003-05-20,19.573001861572266
2003-05-21,19.573001861572266
2003-05-22,19.23386573791504
2003-05-23,18.65249252319336
2003-05-26,19.136972427368164
2003-05-27,18.749385833740234
2003-05-28,18.11956214904785
2003-05-29,18.313352584838867
2003-05-30,18.11956214904785
2003-06-02,18.894733428955078
2003-06-03,19.136972427368164
2003-06-04,21.41402816772461
2003-06-05,20.154380798339844
2003-06-06,20.638856887817383
2003-06-09,20.638856887817383
2003-06-10,20.97799301147461
2003-06-11,20.832653045654297
2003-06-12,20.590412139892578
2003-06-13,20.541963577270508
2003-06-16,20.590412139892578
2003-06-17,20.832653045654297
2003-06-18,21.171791076660156
2003-06-19,21.026445388793945
2003-06-20,20.929548263549805
2003-06-23,20.735754013061523
2003-06-24,20.590412139892578
2003-06-25,21.51092529296875
2003-06-26,21.704713821411133
2003-06-27,22.770570755004883
2003-06-30,22.43143653869629
2003-07-01,21.898509979248047
2003-07-02,22.67367935180664
2003-07-03,22.38298988342285
2003-07-04,21.995403289794922
2003-07-07,22.28609275817871
2003-07-08,21.898509979248047
2003-07-09,21.94695472717285
2003-07-10,20.832653045654297
2003-07-11,20.20282745361328
2003-07-14,20.590412139892578
2003-07-15,20.057485580444336
2003-07-16,20.009037017822266
2003-07-17,19.960588455200195
2003-07-18,19.37921142578125
2003-07-21,19.524555206298828
2003-07-22,19.040075302124023
2003-07-23,18.991626739501953
2003-07-24,18.846281051635742
2003-07-25,19.282316207885742
2003-07-28,19.912139892578125
2003-07-29,19.37921142578125
2003-07-30,19.330764770507812
2003-07-31,19.524555206298828
2003-08-01,19.136972427368164
2003-08-04,19.912139892578125
2003-08-05,20.105934143066406
2003-08-06,19.766794204711914
2003-08-07,19.718345642089844
2003-08-08,20.396617889404297
2003-08-11,20.396617889404297
2003-08-12,20.396617889404297
2003-08-13,20.396617889404297
2003-08-14,20.396617889404297
2003-08-15,20.396617889404297
2003-08-18,20.396617889404297
2003-08-19,20.396617889404297
2003-08-20,20.396617889404297
2003-08-21,20.396617889404297
2003-08-22,20.396617889404297
2003-08-25,20.396617889404297
2003-08-26,20.396617889404297
2003-08-27,20.396617889404297
2003-08-28,20.396617889404297
2003-08-29,20.396617889404297
2003-09-01,20.396617889404297
2003-09-02,20.396617889404297
2003-09-03,20.396617889404297
2003-09-04,20.396617889404297
2003-09-05,20.396617889404297
2003-09-08,20.396617889404297
2003-09-09,20.396617889404297
2003-09-10,20.396617889404297
2003-09-11,20.396617889404297
2003-09-12,20.396617889404297
2003-09-15,20.396617889404297
2003-09-16,20.396617889404297
2003-09-17,20.396617889404297
2003-09-18,20.396617889404297
2003-09-19,20.396617889404297
2003-09-22,20.396617889404297
2003-09-23,20.396617889404297
2003-09-24,20.396617889404297
2003-09-25,20.396617889404297
2003-09-26,20.396617889404297
2003-09-29,20.396617889404297
2003-09-30,20.396617889404297
2003-10-01,20.396617889404297
2003-10-02,20.396617889404297
2003-10-03,20.396617889404297
2003-10-06,20.396617889404297
2003-10-07,20.396617889404297
2003-10-08,20.396617889404297
2003-10-09,20.396617889404297
2003-10-10,20.396617889404297
2003-10-13,20.396617889404297
2003-10-14,20.396617889404297
2003-10-15,20.396617889404297
2003-10-16,20.396617889404297
2003-10-17,20.396617889404297
2003-10-20,20.396617889404297
2003-10-21,20.396617889404297
2003-10-22,20.396617889404297
2003-10-23,20.396617889404297
2003-10-24,20.396617889404297
2003-10-27,20.396617889404297
2003-10-28,20.396617889404297
2003-10-29,20.396617889404297
2003-10-30,20.396617889404297
2003-10-31,20.396617889404297
2003-11-03,20.396617889404297
2003-11-04,20.396617889404297
2003-11-05,20.396617889404297
2003-11-06,20.396617889404297
2003-11-07,20.396617889404297
2003-11-10,20.396617889404297
2003-11-11,20.396617889404297
2003-11-12,20.396617889404297
2003-11-13,20.396617889404297
2003-11-14,20.396617889404297
2003-11-17,20.396617889404297
2003-11-18,20.396617889404297
2003-11-19,20.396617889404297
2003-11-20,20.396617889404297
2003-11-21,20.396617889404297
2003-11-24,20.396617889404297
2003-11-25,20.396617889404297
2003-11-26,20.396617889404297
2003-11-27,20.396617889404297
2003-11-28,20.396617889404297
2003-12-01,20.396617889404297
2003-12-02,20.396617889404297
2003-12-03,20.396617889404297
2003-12-04,20.396617889404297
2003-12-05,20.396617889404297
2003-12-08,20.396617889404297
2003-12-09,20.396617889404297
2003-12-10,20.396617889404297
2003-12-11,20.396617889404297
2003-12-12,20.396617889404297
2003-12-15,20.396617889404297
2003-12-16,20.396617889404297
2003-12-17,20.396617889404297
2003-12-18,20.396617889404297
2003-12-19,20.396617889404297
2003-12-22,20.396617889404297
2003-12-23,20.396617889404297
2003-12-24,20.396617889404297
2003-12-25,20.396617889404297
2003-12-26,20.396617889404297
2003-12-29,20.396617889404297
2003-12-30,20.396617889404297
2003-12-31,20.396617889404297
2004-01-01,20.396617889404297
2004-01-02,20.396617889404297
2004-01-05,20.396617889404297
2004-01-06,20.396617889404297
2004-01-07,20.396617889404297
2004-01-08,20.396617889404297
2004-01-09,20.396617889404297
2004-01-12,20.396617889404297
2004-01-13,20.396617889404297
2004-01-14,20.396617889404297
2004-01-15,20.396617889404297
2004-01-16,20.396617889404297
2004-01-19,20.396617889404297
2004-01-20,20.396617889404297
2004-01-21,20.396617889404297
2004-01-22,20.396617889404297
2004-01-23,20.396617889404297
2004-01-26,20.396617889404297
2004-01-27,20.396617889404297
2004-01-28,20.396617889404297
2004-01-29,20.396617889404297
2004-01-30,20.396617889404297
2004-02-02,20.396617889404297
2004-02-03,20.396617889404297
2004-02-04,20.396617889404297
2004-02-05,20.396617889404297
2004-02-06,20.396617889404297
2004-02-09,20.396617889404297
2004-02-10,20.396617889404297
2004-02-11,20.396617889404297
2004-02-12,20.396617889404297
2004-02-13,20.396617889404297
2004-02-16,20.396617889404297
2004-02-17,20.396617889404297
2004-02-18,20.396617889404297
2004-02-19,20.396617889404297
2004-02-20,20.396617889404297
2004-02-23,20.396617889404297
2004-02-24,20.396617889404297
2004-02-25,20.396617889404297
2004-02-26,20.396617889404297
2004-02-27,20.396617889404297
2004-03-01,20.396617889404297
2004-03-02,20.396617889404297
