Date,MASFIN
2018-11-28,168.1326446533203
2018-11-29,165.77154541015625
2018-11-30,169.77586364746094
2018-12-03,173.62059020996094
2018-12-04,171.06808471679688
2018-12-05,174.49807739257812
2018-12-06,167.33502197265625
2018-12-07,168.4197998046875
2018-12-10,162.97970581054688
2018-12-11,167.6540069580078
2018-12-12,181.35800170898438
2018-12-13,184.83584594726562
2018-12-14,186.00042724609375
2018-12-17,184.22959899902344
2018-12-18,181.94825744628906
2018-12-19,179.63502502441406
2018-12-20,179.41168212890625
2018-12-21,182.09188842773438
2018-12-24,187.45216369628906
2018-12-26,180.59225463867188
2018-12-27,180.60818481445312
2018-12-28,186.43115234375
2018-12-31,191.24911499023438
2019-01-01,184.13388061523438
2019-01-02,181.10276794433594
2019-01-03,180.2572021484375
2019-01-04,177.09841918945312
2019-01-07,177.1462860107422
2019-01-08,175.05641174316406
2019-01-09,172.1050262451172
2019-01-10,171.24354553222656
2019-01-11,171.08401489257812
2019-01-14,172.9984130859375
2019-01-15,174.33851623535156
2019-01-16,175.9497833251953
2019-01-17,178.03968811035156
2019-01-18,175.4074249267578
2019-01-21,178.3906707763672
2019-01-22,175.47119140625
2019-01-23,173.66848754882812
2019-01-24,171.19570922851562
2019-01-25,169.9353790283203
2019-01-28,168.2762451171875
2019-01-29,172.2007293701172
2019-01-30,170.8606719970703
2019-01-31,168.59527587890625
2019-02-01,166.28204345703125
2019-02-04,166.66493225097656
2019-02-05,167.36688232421875
2019-02-06,171.5626220703125
2019-02-07,179.23619079589844
2019-02-08,174.45018005371094
2019-02-11,171.8338165283203
2019-02-12,170.98831176757812
2019-02-14,164.3357391357422
2019-02-15,166.56922912597656
2019-02-18,167.7338104248047
2019-02-19,165.9789276123047
2019-02-20,163.18707275390625
2019-02-21,171.25950622558594
2019-02-22,172.56765747070312
2019-02-25,172.39219665527344
2019-02-26,174.5299530029297
2019-02-27,175.008544921875
2019-02-28,175.23191833496094
2019-03-01,173.6046600341797
2019-03-05,171.1318817138672
2019-03-06,174.3544921875
2019-03-07,177.8641815185547
2019-03-08,178.02374267578125
2019-03-11,170.11085510253906
2019-03-12,171.211669921875
2019-03-13,169.9832305908203
2019-03-14,171.41905212402344
2019-03-15,178.58212280273438
2019-03-18,177.05056762695312
2019-03-19,178.18325805664062
2019-03-20,174.91285705566406
2019-03-22,171.41905212402344
2019-03-25,174.97662353515625
2019-03-26,179.491455078125
2019-03-27,178.8373565673828
2019-03-28,179.01283264160156
2019-04-01,189.7015838623047
2019-04-02,187.7393341064453
2019-04-03,186.09616088867188
2019-04-04,187.19692993164062
2019-04-05,187.2288360595703
2019-04-08,189.6856689453125
2019-04-09,191.90316772460938
2019-04-10,194.9183807373047
2019-04-11,189.38259887695312
2019-04-12,190.08447265625
2019-04-15,188.5689239501953
2019-04-16,190.51524353027344
2019-04-18,191.2012176513672
2019-04-22,191.1214599609375
2019-04-23,191.07362365722656
2019-04-24,191.3926239013672
2019-04-25,191.32882690429688
2019-04-26,189.8611602783203
2019-04-30,190.65884399414062
2019-05-02,187.29261779785156
2019-05-03,186.11212158203125
2019-05-06,181.72491455078125
2019-05-07,181.48565673828125
2019-05-08,178.5342254638672
2019-05-09,172.42413330078125
2019-05-10,170.7170867919922
2019-05-13,165.94700622558594
2019-05-14,171.5785675048828
2019-05-15,171.67431640625
2019-05-16,169.0260009765625
2019-05-17,166.36178588867188
2019-05-20,172.6634063720703
2019-05-21,172.34434509277344
2019-05-22,170.477783203125
2019-05-23,170.03109741210938
2019-05-24,174.96067810058594
2019-05-27,174.7532958984375
2019-05-28,172.12098693847656
2019-05-29,172.2964630126953
2019-05-30,171.6583251953125
2019-05-31,169.36105346679688
2019-06-03,170.70111083984375
2019-06-04,187.21286010742188
2019-06-06,191.9669952392578
2019-06-07,192.3817901611328
2019-06-10,191.61599731445312
2019-06-11,198.98646545410156
2019-06-12,200.58181762695312
2019-06-13,194.85455322265625
2019-06-14,191.1693115234375
2019-06-17,187.86697387695312
2019-06-18,197.0002899169922
2019-06-19,194.2715301513672
2019-06-20,195.44329833984375
2019-06-21,192.28114318847656
2019-06-24,191.18960571289062
2019-06-25,191.91195678710938
2019-06-26,189.84129333496094
2019-06-27,191.59092712402344
2019-06-28,195.94088745117188
2019-07-01,196.6632080078125
2019-07-02,197.0002899169922
2019-07-03,196.37425231933594
2019-07-04,197.20895385742188
2019-07-05,195.90878295898438
2019-07-08,185.52345275878906
2019-07-09,183.01939392089844
2019-07-10,183.00335693359375
2019-07-11,193.0997772216797
2019-07-12,196.00506591796875
2019-07-15,191.0291290283203
2019-07-16,192.5540008544922
2019-07-17,195.42724609375
2019-07-18,191.43040466308594
2019-07-19,188.71768188476562
2019-07-22,185.0579376220703
2019-07-23,184.09486389160156
2019-07-24,183.54910278320312
2019-07-25,190.6599578857422
2019-07-26,200.94895935058594
2019-07-29,198.58938598632812
2019-07-30,192.65032958984375
2019-07-31,188.54115295410156
2019-08-01,189.5363311767578
2019-08-02,192.4576873779297
2019-08-05,187.81881713867188
2019-08-06,189.2473907470703
2019-08-07,194.22337341308594
2019-08-08,192.6021728515625
2019-08-09,196.21377563476562
2019-08-13,198.156005859375
2019-08-14,198.97462463378906
2019-08-16,197.9312744140625
2019-08-19,196.2940216064453
2019-08-20,198.9585723876953
2019-08-21,195.79641723632812
2019-08-22,195.07411193847656
2019-08-23,191.89588928222656
2019-08-26,196.53480529785156
2019-08-27,190.22654724121094
2019-08-28,188.0595703125
2019-08-29,188.18797302246094
2019-08-30,187.99539184570312
2019-09-03,191.83172607421875
2019-09-04,192.65032958984375
2019-09-05,199.6808624267578
2019-09-06,198.55731201171875
2019-09-09,196.245849609375
2019-09-11,197.81890869140625
2019-09-12,200.3389892578125
2019-09-13,198.9425048828125
2019-09-16,206.69541931152344
2019-09-17,210.05020141601562
2019-09-18,210.53172302246094
2019-09-19,202.4899139404297
2019-09-20,211.76768493652344
2019-09-23,221.6072998046875
2019-09-24,227.0647735595703
2019-09-25,218.5093231201172
2019-09-26,224.35208129882812
2019-09-27,224.9459991455078
2019-09-30,221.52700805664062
2019-10-01,230.8047637939453
2019-10-03,226.35850524902344
2019-10-04,224.89784240722656
2019-10-07,218.81431579589844
2019-10-09,225.82879638671875
2019-10-10,224.67312622070312
2019-10-11,223.80633544921875
2019-10-14,224.30392456054688
2019-10-15,223.61370849609375
2019-10-16,221.7838134765625
2019-10-17,215.84475708007812
2019-10-18,213.67779541015625
2019-10-22,218.46116638183594
2019-10-23,234.96214294433594
2019-10-24,235.79678344726562
2019-10-25,233.7582550048828
2019-10-27,235.36343383789062
2019-10-29,233.77432250976562
2019-10-30,234.44851684570312
2019-10-31,232.0568084716797
2019-11-01,230.3713836669922
2019-11-04,233.0680694580078
2019-11-05,227.11293029785156
2019-11-06,229.1675262451172
2019-11-07,228.41311645507812
2019-11-08,231.52708435058594
2019-11-11,232.24942016601562
2019-11-13,227.9957733154297
2019-11-14,231.27024841308594
2019-11-15,230.91714477539062
2019-11-18,228.3167724609375
2019-11-19,232.44204711914062
2019-11-20,232.5865020751953
2019-11-21,232.31288146972656
2019-11-22,230.46185302734375
2019-11-25,229.5765838623047
2019-11-26,229.06149291992188
2019-11-27,230.83203125
2019-11-28,230.18821716308594
2019-11-29,229.68923950195312
2019-12-02,231.91046142578125
2019-12-03,230.86424255371094
2019-12-04,231.31492614746094
2019-12-05,243.35470581054688
2019-12-06,251.1612091064453
2019-12-09,252.64205932617188
2019-12-10,258.275634765625
2019-12-11,262.3800964355469
2019-12-12,261.5270080566406
2019-12-13,260.6256408691406
2019-12-16,262.9435119628906
2019-12-17,260.7061462402344
2019-12-18,256.939697265625
2019-12-19,266.903076171875
2019-12-20,267.402099609375
2019-12-23,263.233154296875
2019-12-24,260.1910705566406
2019-12-26,278.7175598144531
2019-12-27,282.14593505859375
2019-12-30,285.7835998535156
2019-12-31,279.24871826171875
2020-01-01,278.3955383300781
2020-01-02,278.0415344238281
2020-01-03,277.8000183105469
2020-01-06,271.6513366699219
2020-01-07,278.2668762207031
2020-01-08,276.3513488769531
2020-01-09,280.8099670410156
2020-01-10,281.32501220703125
2020-01-13,277.381591796875
2020-01-14,287.55419921875
2020-01-15,279.6833190917969
2020-01-16,282.14593505859375
2020-01-17,282.0332336425781
2020-01-20,293.5579528808594
2020-01-21,295.6343688964844
2020-01-22,289.6144714355469
2020-01-23,283.707275390625
2020-01-24,286.3147277832031
2020-01-27,293.4130859375
2020-01-28,295.8757629394531
2020-01-29,297.0830383300781
2020-01-30,311.74639892578125
2020-01-31,317.1867370605469
2020-02-03,317.3638916015625
2020-02-04,335.3752746582031
2020-02-05,349.12115478515625
2020-02-06,351.7770690917969
2020-02-07,359.3743896484375
2020-02-10,362.8188171386719
2020-02-11,374.3596496582031
2020-02-12,379.864501953125
2020-02-13,396.0248107910156
2020-02-14,363.2534484863281
2020-02-17,315.75433349609375
2020-02-18,327.166259765625
2020-02-19,333.07354736328125
2020-02-20,350.4571228027344
2020-02-24,361.3218688964844
2020-02-25,345.59619140625
2020-02-26,356.9438781738281
2020-02-27,352.69451904296875
2020-02-28,334.71533203125
2020-03-02,330.42510986328125
2020-03-03,345.2870178222656
2020-03-04,331.2669677734375
2020-03-05,337.5808410644531
2020-03-06,349.3666687011719
2020-03-09,342.09771728515625
2020-03-11,342.98809814453125
2020-03-12,318.2183532714844
2020-03-13,343.2632751464844
2020-03-16,328.3691101074219
2020-03-17,308.68280029296875
2020-03-18,254.30270385742188
2020-03-19,203.45188903808594
2020-03-20,186.3882598876953
2020-03-23,168.11048889160156
2020-03-24,151.30587768554688
2020-03-25,151.30587768554688
2020-03-26,155.96844482421875
2020-03-27,163.70693969726562
2020-03-30,164.38694763183594
2020-03-31,169.76177978515625
2020-04-01,171.13787841796875
2020-04-03,164.3383331298828
2020-04-07,171.25119018554688
2020-04-08,179.7991943359375
2020-04-09,188.7843017578125
2020-04-13,198.20652770996094
2020-04-15,191.19650268554688
2020-04-16,185.09312438964844
2020-04-17,194.33724975585938
2020-04-20,204.05088806152344
2020-04-21,205.1841583251953
2020-04-22,208.68101501464844
2020-04-23,206.4307098388672
2020-04-24,196.11807250976562
2020-04-27,186.32351684570312
2020-04-28,192.20025634765625
2020-04-29,198.7569580078125
2020-04-30,201.2663116455078
2020-05-04,191.21270751953125
2020-05-05,182.89138793945312
2020-05-06,183.5227508544922
2020-05-07,182.4866485595703
2020-05-08,180.62486267089844
2020-05-11,181.38575744628906
2020-05-12,182.27615356445312
2020-05-13,184.07318115234375
2020-05-14,183.65225219726562
2020-05-15,181.17529296875
2020-05-18,178.68212890625
2020-05-19,178.97352600097656
2020-05-20,175.36331176757812
2020-05-21,177.35458374023438
2020-05-22,180.3334503173828
2020-05-26,179.1840057373047
2020-05-27,179.7344512939453
2020-05-28,184.13795471191406
2020-05-29,185.5788116455078
2020-06-01,193.33352661132812
2020-06-02,202.36720275878906
2020-06-03,205.39459228515625
2020-06-04,196.0047607421875
2020-06-05,201.25010681152344
2020-06-08,220.2240753173828
2020-06-09,213.23023986816406
2020-06-10,222.74960327148438
2020-06-11,223.0086212158203
2020-06-12,219.9326629638672
2020-06-15,217.64993286132812
2020-06-16,212.5341033935547
2020-06-17,210.38092041015625
2020-06-18,215.4158172607422
2020-06-19,209.4257354736328
2020-06-22,214.1044921875
2020-06-23,215.6424560546875
2020-06-24,210.38092041015625
2020-06-25,217.3099822998047
2020-06-26,217.8118438720703
2020-06-29,215.62628173828125
2020-06-30,214.36351013183594
2020-07-01,206.5278778076172
2020-07-02,200.9586944580078
2020-07-03,205.8802947998047
2020-07-06,207.59634399414062
2020-07-07,223.5752716064453
2020-07-08,220.1754913330078
2020-07-09,222.60391235351562
2020-07-10,218.5079803466797
2020-07-13,216.04722595214844
2020-07-14,226.0360565185547
2020-07-15,216.95379638671875
2020-07-16,210.3647003173828
2020-07-17,219.7060089111328
2020-07-20,219.2850799560547
2020-07-21,219.7383575439453
2020-07-22,218.02230834960938
2020-07-23,218.23277282714844
2020-07-24,216.031005859375
2020-07-27,212.69601440429688
2020-07-28,213.6835479736328
2020-07-29,209.63621520996094
2020-07-30,205.23269653320312
2020-07-31,207.92013549804688
2020-08-03,203.07952880859375
2020-08-04,204.03466796875
2020-08-05,203.24139404296875
2020-08-06,203.354736328125
2020-08-07,210.3647003173828
2020-08-10,209.4257354736328
2020-08-11,209.87904357910156
2020-08-12,215.77198791503906
2020-08-13,214.3473358154297
2020-08-14,211.02850341796875
2020-08-17,214.5901641845703
2020-08-18,211.30372619628906
2020-08-19,222.08583068847656
2020-08-20,260.60040283203125
2020-08-21,270.6701354980469
2020-08-24,258.94903564453125
2020-08-25,256.48828125
2020-08-26,264.04876708984375
2020-08-27,265.05242919921875
2020-08-28,278.31158447265625
2020-08-31,265.05242919921875
2020-09-01,271.5443420410156
2020-09-02,272.79095458984375
2020-09-03,271.3339538574219
2020-09-04,268.69500732421875
2020-09-07,267.9341125488281
2020-09-08,266.3962097167969
2020-09-09,260.3736572265625
2020-09-10,262.70501708984375
2020-09-11,262.18695068359375
2020-09-14,275.1707763671875
2020-09-15,275.30035400390625
2020-09-16,270.7835388183594
2020-09-17,277.9229736328125
2020-09-18,278.6514892578125
2020-09-21,269.731201171875
2020-09-22,259.7585144042969
2020-09-23,262.9316711425781
2020-09-24,254.28648376464844
2020-09-25,254.93409729003906
2020-09-28,260.8108215332031
2020-09-29,259.2889709472656
2020-09-30,257.11968994140625
2020-10-01,266.12091064453125
2020-10-05,269.14837646484375
2020-10-06,270.3948669433594
2020-10-07,268.19317626953125
2020-10-08,267.86944580078125
2020-10-09,267.85321044921875
2020-10-12,266.59039306640625
2020-10-13,263.9192199707031
2020-10-14,262.6564636230469
2020-10-15,265.9428405761719
2020-10-16,264.7610168457031
2020-10-19,270.9130554199219
2020-10-20,267.85321044921875
2020-10-21,269.9902038574219
2020-10-22,267.9341125488281
2020-10-23,269.32647705078125
2020-10-26,267.9503479003906
2020-10-27,267.238037109375
2020-10-28,264.2753601074219
2020-10-29,267.0760803222656
2020-10-30,266.94659423828125
2020-11-02,267.3028564453125
2020-11-03,268.74359130859375
2020-11-04,266.36376953125
2020-11-05,264.7286071777344
2020-11-06,269.0835876464844
2020-11-09,267.3512878417969
2020-11-10,268.1122741699219
2020-11-11,271.7224426269531
2020-11-12,272.6938171386719
2020-11-13,300.00531005859375
2020-11-14,322.99420166015625
2020-11-17,347.61822509765625
2020-11-18,337.2732849121094
2020-11-19,338.9569396972656
2020-11-20,344.6556091308594
2020-11-23,338.68170166015625
2020-11-24,339.39404296875
2020-11-25,329.5023498535156
2020-11-26,328.126220703125
2020-11-27,338.9892883300781
2020-12-01,335.63812255859375
2020-12-02,334.553466796875
2020-12-03,333.40399169921875
2020-12-04,325.2769470214844
2020-12-07,322.2333068847656
2020-12-08,322.18475341796875
2020-12-09,322.5085144042969
2020-12-10,324.66168212890625
2020-12-11,324.88836669921875
2020-12-14,323.5931396484375
2020-12-15,322.0228576660156
2020-12-16,328.6443176269531
2020-12-17,325.0826416015625
2020-12-18,321.8447265625
2020-12-21,299.859619140625
2020-12-22,296.03887939453125
2020-12-23,295.5370178222656
2020-12-24,298.726318359375
2020-12-28,301.0899353027344
2020-12-29,303.1136169433594
2020-12-30,303.2755126953125
2020-12-31,300.2805480957031
2021-01-01,300.2481384277344
2021-01-04,298.74249267578125
2021-01-05,302.20703125
2021-01-06,300.4100646972656
2021-01-07,300.68524169921875
2021-01-08,297.4635925292969
2021-01-11,293.9504699707031
2021-01-12,295.3913269042969
2021-01-13,291.2630615234375
2021-01-14,292.1372985839844
2021-01-15,288.8831787109375
2021-01-18,282.2779235839844
2021-01-19,287.53948974609375
2021-01-20,288.3813171386719
2021-01-21,288.1384582519531
2021-01-22,283.2978515625
2021-01-25,274.3451232910156
2021-01-27,286.11480712890625
2021-01-28,290.2754821777344
2021-01-29,287.1671447753906
2021-02-01,287.9927673339844
2021-02-02,286.4385986328125
2021-02-03,291.6677551269531
2021-02-04,296.0875244140625
2021-02-05,292.5257873535156
2021-02-08,290.0973815917969
2021-02-09,286.2605285644531
2021-02-10,284.64154052734375
2021-02-11,277.4858703613281
2021-02-12,274.4422302246094
2021-02-15,273.0986022949219
2021-02-16,271.04248046875
2021-02-17,273.989013671875
2021-02-18,279.0562438964844
2021-02-19,273.3251647949219
2021-02-22,269.3587341308594
2021-02-23,271.4310607910156
2021-02-24,273.8594055175781
2021-02-25,270.37872314453125
2021-02-26,283.67022705078125
2021-03-01,304.3764343261719
2021-03-02,297.2369079589844
2021-03-03,298.4187316894531
2021-03-04,299.1472473144531
2021-03-05,292.44488525390625
2021-03-08,288.3813171386719
2021-03-09,285.17584228515625
2021-03-10,280.4161682128906
2021-03-12,286.2119445800781
2021-03-15,280.642822265625
2021-03-16,279.23431396484375
2021-03-17,278.9590759277344
2021-03-18,279.23431396484375
2021-03-19,280.8047180175781
2021-03-22,285.88818359375
2021-03-23,285.7100830078125
2021-03-24,278.6514892578125
2021-03-25,277.77728271484375
2021-03-26,281.2094421386719
2021-03-30,280.35137939453125
2021-03-31,276.2230529785156
2021-04-01,278.11724853515625
2021-04-05,266.8494873046875
2021-04-06,260.0175476074219
2021-04-07,261.3612976074219
2021-04-08,265.10101318359375
2021-04-09,262.8020935058594
2021-04-12,254.4484100341797
2021-04-13,263.0611877441406
2021-04-15,256.42352294921875
2021-04-16,262.1059875488281
2021-04-19,249.4458770751953
2021-04-20,247.68124389648438
2021-04-22,261.8631591796875
2021-04-23,265.5866394042969
2021-04-26,260.64892578125
2021-04-27,259.2242431640625
2021-04-28,264.21063232421875
2021-04-29,264.58294677734375
2021-04-30,258.0100402832031
2021-05-03,255.3874053955078
2021-05-04,256.9577941894531
2021-05-05,259.4994812011719
2021-05-06,264.6153869628906
2021-05-07,267.70751953125
2021-05-10,265.9753112792969
2021-05-11,260.2603454589844
2021-05-12,270.3464050292969
2021-05-14,281.2256774902344
2021-05-17,280.2381286621094
2021-05-18,277.4535217285156
2021-05-19,283.9940185546875
2021-05-20,277.74493408203125
2021-05-21,284.57684326171875
2021-05-24,288.6726989746094
2021-05-25,291.4249572753906
2021-05-26,293.2867126464844
2021-05-27,307.9219055175781
2021-05-28,298.726318359375
2021-05-31,301.39764404296875
2021-06-01,299.2606201171875
2021-06-02,294.306640625
2021-06-03,295.61798095703125
2021-06-04,297.28546142578125
2021-06-07,289.33648681640625
2021-06-08,283.49212646484375
2021-06-09,284.8682556152344
2021-06-10,294.63043212890625
2021-06-11,292.3476867675781
2021-06-14,288.65655517578125
2021-06-15,290.8582763671875
2021-06-16,282.4559631347656
2021-06-17,275.60791015625
2021-06-18,277.5020446777344
2021-06-21,282.5693664550781
2021-06-22,279.7685852050781
2021-06-23,279.0724792480469
2021-06-24,280.4647521972656
2021-06-25,281.41986083984375
2021-06-28,282.4559631347656
2021-06-29,279.02386474609375
2021-06-30,277.5182800292969
2021-07-01,280.3837890625
2021-07-02,273.2119140625
2021-07-05,273.0823974609375
2021-07-06,274.2965393066406
2021-07-07,277.4535217285156
2021-07-08,274.55560302734375
2021-07-09,274.9603576660156
2021-07-12,284.5606689453125
2021-07-13,288.5108642578125
2021-07-14,283.6540222167969
2021-07-15,283.5569152832031
2021-07-16,284.5606689453125
2021-07-19,281.3389587402344
2021-07-20,279.299072265625
2021-07-22,270.7187194824219
2021-07-23,266.4932861328125
2021-07-26,257.993896484375
2021-07-27,259.06231689453125
2021-07-28,255.37120056152344
2021-07-29,263.9353942871094
2021-07-30,263.4334716796875
2021-08-02,263.2068786621094
2021-08-03,262.1708068847656
2021-08-04,258.3662109375
