Date,MASFIN
2017-10-18,206.94017028808594
2017-10-19,206.94017028808594
2017-10-23,213.34381103515625
2017-10-24,211.87335205078125
2017-10-25,207.2880401611328
2017-10-26,208.7584991455078
2017-10-27,211.4148406982422
2017-10-30,208.47386169433594
2017-10-31,201.40615844726562
2017-11-01,208.15768432617188
2017-11-02,204.22059631347656
2017-11-03,203.0189208984375
2017-11-06,200.9634552001953
2017-11-07,195.99867248535156
2017-11-08,192.156494140625
2017-11-09,187.44467163085938
2017-11-10,183.4127655029297
2017-11-13,184.31398010253906
2017-11-14,192.97865295410156
2017-11-15,186.11654663085938
2017-11-16,186.4801788330078
2017-11-17,186.92404174804688
2017-11-20,186.74964904785156
2017-11-21,188.223876953125
2017-11-22,194.73892211914062
2017-11-23,194.70724487304688
2017-11-24,196.54605102539062
2017-11-27,195.4205780029297
2017-11-28,195.84854125976562
2017-11-29,205.97784423828125
2017-11-30,205.04258728027344
2017-12-01,202.79164123535156
2017-12-04,198.8128662109375
2017-12-05,206.31072998046875
2017-12-06,201.82467651367188
2017-12-07,202.4904327392578
2017-12-08,201.808837890625
2017-12-11,202.75994873046875
2017-12-12,194.80233764648438
2017-12-13,196.244873046875
2017-12-14,205.97784423828125
2017-12-15,202.07830810546875
2017-12-18,203.28305053710938
2017-12-19,203.48912048339844
2017-12-20,200.3029327392578
2017-12-21,199.1457061767578
2017-12-22,199.55787658691406
2017-12-26,197.52883911132812
2017-12-27,197.49717712402344
2017-12-28,198.16294860839844
2017-12-29,198.70188903808594
2018-01-01,198.2421875
2018-01-02,195.0877227783203
2018-01-03,194.70724487304688
2018-01-04,192.9318389892578
2018-01-05,193.13792419433594
2018-01-08,194.025634765625
2018-01-09,197.32278442382812
2018-01-10,198.84454345703125
2018-01-11,198.5116729736328
2018-01-12,204.7414093017578
2018-01-15,202.06246948242188
2018-01-16,197.6081085205078
2018-01-17,198.03607177734375
2018-01-18,197.6081085205078
2018-01-19,198.47994995117188
2018-01-22,202.4904327392578
2018-01-23,205.26451110839844
2018-01-24,203.93299865722656
2018-01-25,201.15890502929688
2018-01-29,202.9659881591797
2018-01-30,202.4112091064453
2018-01-31,199.3834991455078
2018-02-01,202.55386352539062
2018-02-02,195.94369506835938
2018-02-05,198.1470947265625
2018-02-06,192.53553771972656
2018-02-07,188.88961791992188
2018-02-08,189.999267578125
2018-02-09,194.92918395996094
2018-02-12,193.42324829101562
2018-02-14,196.3082275390625
2018-02-15,195.0559539794922
2018-02-16,195.43643188476562
2018-02-19,194.46946716308594
2018-02-20,195.81686401367188
2018-02-21,191.2198486328125
2018-02-22,190.47482299804688
2018-02-23,190.53819274902344
2018-02-26,190.17359924316406
2018-02-27,190.12606811523438
2018-02-28,188.01780700683594
2018-03-01,188.85792541503906
2018-03-05,187.35205078125
2018-03-06,187.19351196289062
2018-03-07,186.28994750976562
2018-03-08,187.06671142578125
2018-03-09,186.0204620361328
2018-03-12,183.76953125
2018-03-13,181.70880126953125
2018-03-14,180.42478942871094
2018-03-15,183.9121856689453
2018-03-16,181.1539764404297
2018-03-19,177.96778869628906
2018-03-20,176.57284545898438
2018-03-21,177.8726348876953
2018-03-22,179.31520080566406
2018-03-23,180.0126495361328
2018-03-26,182.42208862304688
2018-03-27,187.0825653076172
2018-03-28,188.01780700683594
2018-04-02,191.5052032470703
2018-04-03,191.8222198486328
2018-04-04,190.26876831054688
2018-04-05,195.18275451660156
2018-04-06,195.9595489501953
2018-04-09,196.2131805419922
2018-04-10,196.62530517578125
2018-04-11,195.18275451660156
2018-04-12,194.81820678710938
2018-04-13,192.44044494628906
2018-04-16,191.4259033203125
2018-04-17,191.04550170898438
2018-04-18,193.106201171875
2018-04-19,194.1524200439453
2018-04-20,194.5803985595703
2018-04-23,192.5989532470703
2018-04-24,195.9119873046875
2018-04-25,196.6411590576172
2018-04-26,197.25936889648438
2018-04-27,199.6688232421875
2018-04-30,198.4324188232422
2018-05-02,194.77069091796875
2018-05-03,196.6094512939453
2018-05-04,200.09683227539062
2018-05-07,196.79969787597656
2018-05-08,196.57777404785156
2018-05-09,193.4866485595703
2018-05-10,195.78515625
2018-05-11,197.6873779296875
2018-05-14,193.89878845214844
2018-05-15,189.33351135253906
2018-05-16,191.67953491210938
2018-05-17,190.11024475097656
2018-05-18,188.47750854492188
2018-05-21,185.2437286376953
2018-05-22,187.01910400390625
2018-05-23,186.81304931640625
2018-05-24,187.00331115722656
2018-05-25,189.42860412597656
2018-05-28,186.97158813476562
2018-05-29,183.8804931640625
2018-05-30,185.97296142578125
2018-05-31,192.8525848388672
2018-06-01,189.0006103515625
2018-06-04,190.1419219970703
2018-06-05,189.82489013671875
2018-06-06,189.55545043945312
2018-06-07,190.53819274902344
2018-06-08,189.34933471679688
2018-06-11,187.78004455566406
2018-06-12,188.04949951171875
2018-06-13,185.47531127929688
2018-06-14,184.6479949951172
2018-06-15,184.47300720214844
2018-06-18,184.55255126953125
2018-06-19,183.7888641357422
2018-06-20,185.45938110351562
2018-06-21,183.05706787109375
2018-06-22,185.1571044921875
2018-06-25,188.1322479248047
2018-06-26,184.6161651611328
2018-06-27,182.0706329345703
2018-06-28,179.2705078125
2018-06-29,176.3749542236328
2018-07-02,181.08421325683594
2018-07-03,179.2864227294922
2018-07-04,177.536376953125
2018-07-05,175.70672607421875
2018-07-06,176.58180236816406
2018-07-09,176.59768676757812
2018-07-10,178.9205322265625
2018-07-11,182.2615203857422
2018-07-12,185.93670654296875
2018-07-13,183.8365936279297
2018-07-16,177.71136474609375
2018-07-17,177.26588439941406
2018-07-18,176.34315490722656
2018-07-19,175.00668334960938
2018-07-20,175.00668334960938
2018-07-23,179.54098510742188
2018-07-24,179.84324645996094
2018-07-25,179.1273193359375
2018-07-26,179.1273193359375
2018-07-27,179.82733154296875
2018-07-30,181.8319854736328
2018-07-31,183.104736328125
2018-08-01,178.69773864746094
2018-08-02,177.85458374023438
2018-08-03,178.1886444091797
2018-08-06,177.55226135253906
2018-08-07,181.29104614257812
2018-08-08,180.65467834472656
2018-08-09,179.55691528320312
2018-08-10,180.7819061279297
2018-08-13,185.7616729736328
2018-08-14,183.5661163330078
2018-08-16,179.81146240234375
2018-08-17,183.3592987060547
2018-08-20,179.74783325195312
2018-08-21,181.3228759765625
2018-08-23,178.79322814941406
2018-08-24,177.45680236816406
2018-08-27,189.1504364013672
2018-08-28,196.42115783691406
2018-08-29,195.49839782714844
2018-08-30,191.2664337158203
2018-08-31,192.66647338867188
2018-09-03,193.76426696777344
2018-09-04,193.52560424804688
2018-09-05,192.93695068359375
2018-09-06,194.8302001953125
2018-09-07,193.4937744140625
2018-09-10,191.61647033691406
2018-09-11,185.25257873535156
2018-09-12,185.9525909423828
2018-09-14,179.84324645996094
2018-09-17,179.8909912109375
2018-09-18,177.05908203125
2018-09-19,172.41342163085938
2018-09-21,169.8201446533203
2018-09-24,167.6564483642578
2018-09-25,172.31797790527344
2018-09-26,172.36569213867188
2018-09-27,164.15628051757812
2018-09-28,166.5586700439453
2018-10-01,157.45831298828125
2018-10-03,163.13809204101562
2018-10-04,159.43113708496094
2018-10-05,157.06057739257812
2018-10-08,150.01258850097656
2018-10-09,146.44883728027344
2018-10-10,149.2012176513672
2018-10-11,148.67617797851562
2018-10-12,155.26278686523438
2018-10-15,158.12652587890625
2018-10-16,159.82884216308594
2018-10-17,153.75137329101562
2018-10-19,143.82371520996094
2018-10-22,122.85472106933594
2018-10-23,125.82980346679688
2018-10-24,129.95042419433594
2018-10-25,131.11183166503906
2018-10-26,132.20960998535156
2018-10-29,136.66433715820312
2018-10-30,137.71438598632812
2018-10-31,143.80780029296875
2018-11-01,151.87399291992188
2018-11-02,159.36746215820312
2018-11-05,158.28561401367188
2018-11-06,158.9856719970703
2018-11-07,158.79473876953125
2018-11-09,156.67874145507812
2018-11-12,165.1268310546875
2018-11-13,167.35415649414062
2018-11-14,169.9156036376953
2018-11-15,174.87945556640625
2018-11-16,176.07264709472656
2018-11-19,174.3385009765625
2018-11-20,175.99769592285156
2018-11-21,173.6365509033203
2018-11-22,178.18325805664062
2018-11-26,174.6735076904297
2018-11-27,170.3182373046875
