Date,ORIENTELEC
2019-07-29,148.00338745117188
2019-07-30,144.6136474609375
2019-07-31,146.23690795898438
2019-08-01,147.52598571777344
2019-08-02,147.81243896484375
2019-08-05,144.04075622558594
2019-08-06,145.95045471191406
2019-08-07,148.00338745117188
2019-08-08,153.63711547851562
2019-08-09,161.8966522216797
2019-08-13,156.59715270996094
2019-08-14,153.8758087158203
2019-08-16,154.87840270996094
2019-08-19,154.8306884765625
2019-08-20,152.2047882080078
2019-08-21,147.23951721191406
2019-08-22,145.80723571777344
2019-08-23,143.51556396484375
2019-08-26,145.42526245117188
2019-08-27,145.66400146484375
2019-08-28,145.61627197265625
2019-08-29,146.80982971191406
2019-08-30,150.24732971191406
2019-09-03,147.38275146484375
2019-09-04,146.9053497314453
2019-09-05,146.6666259765625
2019-09-06,145.2342987060547
2019-09-09,147.0963134765625
2019-09-11,146.71434020996094
2019-09-12,146.85760498046875
2019-09-13,148.0511474609375
2019-09-16,145.66400146484375
2019-09-17,145.9027099609375
2019-09-18,150.53378295898438
2019-09-19,150.0086212158203
2019-09-20,152.8732147216797
2019-09-23,160.89402770996094
2019-09-24,159.27076721191406
2019-09-25,159.700439453125
2019-09-26,156.5493927001953
2019-09-27,159.27076721191406
2019-09-30,158.1249237060547
2019-10-01,156.0719757080078
2019-10-03,155.35581970214844
2019-10-04,156.0242462158203
2019-10-07,152.30030822753906
2019-10-09,156.31069946289062
2019-10-10,152.8732147216797
2019-10-11,155.97650146484375
2019-10-14,153.20742797851562
2019-10-15,151.15443420410156
2019-10-16,150.9635009765625
2019-10-17,155.40357971191406
2019-10-18,165.5728302001953
2019-10-22,171.92266845703125
2019-10-23,175.5511474609375
2019-10-24,174.88275146484375
2019-10-25,172.3046112060547
2019-10-27,173.88014221191406
2019-10-29,174.11888122558594
2019-10-30,183.333251953125
2019-10-31,187.96429443359375
2019-11-01,182.1874542236328
2019-11-04,188.29852294921875
2019-11-05,185.2907257080078
2019-11-06,178.8454132080078
2019-11-07,178.74993896484375
2019-11-08,183.2855224609375
2019-11-11,182.2828826904297
2019-11-13,181.51902770996094
2019-11-14,181.28030395507812
2019-11-15,179.2273712158203
2019-11-18,174.93048095703125
2019-11-19,178.22474670410156
2019-11-20,177.74732971191406
2019-11-21,179.5615692138672
2019-11-22,179.03640747070312
2019-11-25,186.4842987060547
2019-11-26,189.53981018066406
2019-11-27,190.97213745117188
2019-11-28,201.1414031982422
2019-11-29,202.38272094726562
2019-12-02,199.6136474609375
2019-12-03,193.40701293945312
2019-12-04,189.82632446289062
2019-12-05,188.87147521972656
2019-12-06,182.4261474609375
2019-12-09,175.78985595703125
2019-12-10,177.36537170410156
2019-12-11,180.37318420410156
2019-12-12,179.4183349609375
2019-12-13,177.317626953125
2019-12-16,174.73951721191406
2019-12-17,176.74473571777344
2019-12-18,186.341064453125
2019-12-19,179.03640747070312
2019-12-20,178.22474670410156
2019-12-23,179.13185119628906
2019-12-24,189.06240844726562
2019-12-26,187.58238220214844
2019-12-27,186.19786071777344
2019-12-30,183.2855224609375
2019-12-31,179.5615692138672
2020-01-01,182.2828826904297
2020-01-02,183.14227294921875
2020-01-03,182.33065795898438
2020-01-06,184.622314453125
2020-01-07,183.57196044921875
2020-01-08,184.8132781982422
2020-01-09,186.86624145507812
2020-01-10,184.43133544921875
2020-01-13,186.72300720214844
2020-01-14,184.52685546875
2020-01-15,195.17352294921875
2020-01-16,200.23428344726562
2020-01-17,203.2898406982422
2020-01-20,200.6639862060547
2020-01-21,200.0433349609375
2020-01-22,203.2421112060547
2020-01-23,199.18394470214844
2020-01-24,201.4278564453125
2020-01-27,205.96347045898438
2020-01-28,219.95217895507812
2020-01-29,223.8193359375
2020-01-30,226.2064971923828
2020-01-31,240.4339141845703
2020-02-03,234.27508544921875
2020-02-04,236.23251342773438
2020-02-05,233.03375244140625
2020-02-06,235.28367614746094
2020-02-07,238.01229858398438
2020-02-10,234.9007110595703
2020-02-11,238.77822875976562
2020-02-12,238.06015014648438
2020-02-13,240.21434020996094
2020-02-14,243.32591247558594
2020-02-17,256.3467102050781
2020-02-18,249.54908752441406
2020-02-19,261.8517761230469
2020-02-20,264.197509765625
2020-02-24,246.86834716796875
2020-02-25,246.10238647460938
2020-02-26,249.59695434570312
2020-02-27,252.85215759277344
2020-02-28,251.22454833984375
2020-03-02,248.87890625
2020-03-03,251.84681701660156
2020-03-04,245.81520080566406
2020-03-05,243.1822967529297
2020-03-06,246.86834716796875
2020-03-09,226.3318634033203
2020-03-11,219.72573852539062
2020-03-12,202.15725708007812
2020-03-13,211.49203491210938
2020-03-16,194.019287109375
2020-03-17,191.81724548339844
2020-03-18,177.31243896484375
2020-03-19,161.85028076171875
2020-03-20,166.01498413085938
2020-03-23,153.61654663085938
2020-03-24,143.80307006835938
2020-03-25,147.8720703125
2020-03-26,170.61056518554688
2020-03-27,184.78024291992188
2020-03-30,169.36590576171875
2020-03-31,188.03543090820312
2020-04-01,177.21673583984375
2020-04-03,174.29661560058594
2020-04-07,170.03611755371094
2020-04-08,170.89779663085938
2020-04-09,176.45079040527344
2020-04-13,171.08929443359375
2020-04-15,167.54684448242188
2020-04-16,173.0041046142578
2020-04-17,188.13121032714844
2020-04-20,182.29098510742188
2020-04-21,170.4191131591797
2020-04-22,176.78587341308594
2020-04-23,178.1741180419922
2020-04-24,175.44549560546875
2020-04-27,173.53070068359375
2020-04-28,171.80731201171875
2020-04-29,171.08929443359375
2020-04-30,176.59439086914062
2020-05-04,170.7541961669922
2020-05-05,166.01498413085938
2020-05-06,166.39794921875
2020-05-07,168.64788818359375
2020-05-08,164.2916717529297
2020-05-11,162.75979614257812
2020-05-12,161.32369995117188
2020-05-13,166.06288146972656
2020-05-14,162.13748168945312
2020-05-15,160.41415405273438
2020-05-18,156.05792236328125
2020-05-19,151.94107055664062
2020-05-20,151.12728881835938
2020-05-21,160.74923706054688
2020-05-22,157.5419158935547
2020-05-26,158.69081115722656
2020-05-27,160.70138549804688
2020-05-28,158.5471954345703
2020-05-29,161.99386596679688
2020-06-01,170.1318817138672
2020-06-02,180.71124267578125
2020-06-03,182.96116638183594
2020-06-04,182.72183227539062
2020-06-05,177.98260498046875
2020-06-08,175.11041259765625
2020-06-09,172.28607177734375
2020-06-10,173.099853515625
2020-06-11,171.13717651367188
2020-06-12,171.08929443359375
2020-06-15,170.3712158203125
2020-06-16,170.2276153564453
2020-06-17,172.76475524902344
2020-06-18,172.1903076171875
2020-06-19,175.92417907714844
2020-06-22,172.5732421875
2020-06-23,176.11569213867188
2020-06-24,177.45608520507812
2020-06-25,178.12625122070312
2020-06-26,190.52474975585938
2020-06-29,193.0139923095703
2020-06-30,194.97665405273438
2020-07-01,189.51942443847656
2020-07-02,189.04074096679688
2020-07-03,184.34938049316406
2020-07-06,178.9879608154297
2020-07-07,174.966796875
2020-07-08,170.7063446044922
2020-07-09,169.94041442871094
2020-07-10,170.27548217773438
2020-07-13,167.11602783203125
2020-07-14,165.87139892578125
2020-07-15,165.67991638183594
2020-07-16,166.73304748535156
2020-07-17,172.28607177734375
2020-07-20,175.0625762939453
2020-07-21,175.68482971191406
2020-07-22,173.052001953125
2020-07-23,174.5359649658203
2020-07-24,171.08929443359375
2020-07-27,168.74363708496094
2020-07-28,170.84994506835938
2020-07-29,169.84463500976562
2020-07-30,168.98056030273438
2020-07-31,172.3889617919922
2020-08-03,172.29296875
2020-08-04,171.86090087890625
2020-08-05,170.1326904296875
2020-08-06,170.0846710205078
2020-08-07,169.940673828125
2020-08-10,168.16444396972656
2020-08-11,169.02854919433594
2020-08-12,171.52484130859375
2020-08-13,170.1807098388672
2020-08-14,168.40447998046875
2020-08-17,169.17254638671875
2020-08-18,169.36459350585938
2020-08-19,173.82913208007812
2020-08-20,178.4376983642578
2020-08-21,182.08612060546875
2020-08-24,192.79144287109375
2020-08-25,194.9036865234375
2020-08-26,193.55953979492188
2020-08-27,195.095703125
2020-08-28,199.65628051757812
2020-08-31,191.831298828125
2020-09-01,192.8394775390625
2020-09-02,190.6311798095703
2020-09-03,191.92730712890625
2020-09-04,190.87118530273438
2020-09-07,185.97457885742188
2020-09-08,186.11863708496094
2020-09-09,184.72647094726562
2020-09-10,186.9346923828125
2020-09-11,186.5507049560547
2020-09-14,205.0329132080078
2020-09-15,217.1304168701172
2020-09-16,211.7537384033203
2020-09-17,207.04917907714844
2020-09-18,196.5839080810547
2020-09-21,182.9982452392578
2020-09-22,182.18212890625
2020-09-23,181.8941192626953
2020-09-24,178.14964294433594
2020-09-25,170.66073608398438
2020-09-28,172.3889617919922
2020-09-29,171.9088897705078
2020-09-30,174.21316528320312
2020-10-01,169.07656860351562
2020-10-05,172.00491333007812
2020-10-06,172.6289825439453
2020-10-07,173.445068359375
2020-10-08,177.2855224609375
2020-10-09,176.70948791503906
2020-10-12,179.30181884765625
2020-10-13,180.6459503173828
2020-10-14,183.3343048095703
2020-10-15,185.11048889160156
2020-10-16,188.99896240234375
2020-10-19,187.27078247070312
2020-10-20,185.6865692138672
2020-10-21,184.7744598388672
2020-10-22,182.32615661621094
2020-10-23,193.22344970703125
2020-10-26,192.26336669921875
2020-10-27,194.9036865234375
2020-10-28,195.43174743652344
2020-10-29,203.4007110595703
2020-10-30,199.51226806640625
2020-11-02,204.07278442382812
2020-11-03,207.24119567871094
2020-11-04,200.0883026123047
2020-11-05,204.07278442382812
2020-11-06,204.93692016601562
2020-11-09,203.0166778564453
2020-11-10,204.07278442382812
2020-11-11,203.97679138183594
2020-11-12,206.52113342285156
2020-11-13,207.19320678710938
2020-11-14,206.713134765625
2020-11-17,207.52923583984375
2020-11-18,213.91400146484375
2020-11-19,217.3224334716797
2020-11-20,220.92283630371094
2020-11-23,219.24266052246094
2020-11-24,223.7552032470703
2020-11-25,221.450927734375
2020-11-26,218.13851928710938
2020-11-27,228.2197265625
2020-12-01,228.2197265625
2020-12-02,220.39479064941406
2020-12-03,219.72271728515625
2020-12-04,216.9383544921875
2020-12-07,218.95460510253906
2020-12-08,216.31430053710938
2020-12-09,211.08168029785156
2020-12-10,210.31356811523438
2020-12-11,212.04183959960938
2020-12-14,212.47381591796875
2020-12-15,214.92214965820312
2020-12-16,217.9464874267578
2020-12-17,220.9708251953125
2020-12-18,221.30690002441406
2020-12-21,217.3224334716797
2020-12-22,211.36968994140625
2020-12-23,209.7855224609375
2020-12-24,211.51370239257812
2020-12-28,216.21829223632812
2020-12-29,219.81871032714844
2020-12-30,217.658447265625
2020-12-31,215.73822021484375
2021-01-01,222.26699829101562
2021-01-04,226.53953552246094
2021-01-05,231.96421813964844
2021-01-06,230.95606994628906
2021-01-07,230.47598266601562
2021-01-08,226.58753967285156
2021-01-11,231.5801239013672
2021-01-12,227.3076171875
2021-01-13,224.23526000976562
2021-01-14,217.2744140625
2021-01-15,223.27513122558594
2021-01-18,219.0026397705078
2021-01-19,220.68283081054688
2021-01-20,220.5387725830078
2021-01-21,229.3718719482422
2021-01-22,246.41395568847656
2021-01-25,233.98045349121094
2021-01-27,234.7005157470703
2021-01-28,235.42063903808594
2021-01-29,243.43759155273438
2021-02-01,260.33563232421875
2021-02-02,262.8319091796875
2021-02-03,264.3200988769531
2021-02-04,271.4730529785156
2021-02-05,268.6406555175781
2021-02-08,268.73663330078125
2021-02-09,272.00982666015625
2021-02-10,269.4587097167969
2021-02-11,264.7414855957031
2021-02-12,264.2601318359375
2021-02-15,273.0206604003906
2021-02-16,271.3359375
2021-02-17,260.79437255859375
2021-02-18,257.47314453125
2021-02-19,259.3985595703125
2021-02-22,258.3877258300781
2021-02-23,257.5693664550781
2021-02-24,257.7137756347656
2021-02-25,258.91717529296875
2021-02-26,260.55377197265625
2021-03-01,261.4682922363281
2021-03-02,264.78961181640625
2021-03-03,267.2925720214844
2021-03-04,267.9665222167969
2021-03-05,266.5705871582031
2021-03-08,271.96173095703125
2021-03-09,272.6355895996094
2021-03-10,278.5561828613281
2021-03-12,284.1398010253906
2021-03-15,287.7498779296875
2021-03-16,302.5754699707031
2021-03-17,301.2757568359375
2021-03-18,305.1746826171875
2021-03-19,313.64642333984375
2021-03-22,312.2986755371094
2021-03-23,306.0892639160156
2021-03-24,291.5525817871094
2021-03-25,292.41900634765625
2021-03-26,300.0243225097656
2021-03-30,298.77276611328125
2021-03-31,299.8317565917969
2021-04-01,305.4153747558594
2021-04-05,297.8582458496094
2021-04-06,287.99053955078125
2021-04-07,288.8569641113281
2021-04-08,294.0074462890625
2021-04-09,292.7559814453125
2021-04-12,280.4815979003906
2021-04-13,283.9472351074219
2021-04-15,275.28302001953125
2021-04-16,278.7486572265625
2021-04-19,278.171142578125
2021-04-20,269.9881896972656
2021-04-22,266.4261474609375
2021-04-23,273.3576354980469
2021-04-26,272.1061096191406
2021-04-27,271.09527587890625
2021-04-28,267.0037841796875
2021-04-29,267.48516845703125
2021-04-30,259.63922119140625
2021-05-03,258.14703369140625
2021-05-04,262.4791259765625
2021-05-05,262.71978759765625
2021-05-06,265.4634704589844
2021-05-07,263.9231872558594
2021-05-10,273.06878662109375
2021-05-11,278.07489013671875
2021-05-12,270.132568359375
2021-05-14,270.5657653808594
2021-05-17,272.6837158203125
2021-05-18,273.453857421875
2021-05-19,274.4165954589844
2021-05-20,281.0591735839844
2021-05-21,287.84619140625
2021-05-24,288.2794189453125
2021-05-25,290.6861572265625
2021-05-26,293.81494140625
2021-05-27,296.79925537109375
2021-05-28,291.02313232421875
2021-05-31,293.2372741699219
2021-06-01,289.3383483886719
2021-06-02,291.1675109863281
2021-06-03,289.8678283691406
2021-06-04,297.8582458496094
2021-06-07,293.5742492675781
2021-06-08,292.85223388671875
2021-06-09,290.30108642578125
2021-06-10,293.5742492675781
2021-06-11,294.199951171875
2021-06-14,301.9015197753906
2021-06-15,305.0302734375
2021-06-16,313.2613830566406
2021-06-17,314.9942932128906
2021-06-18,308.68853759765625
2021-06-21,301.1313781738281
2021-06-22,303.6343688964844
2021-06-23,302.09405517578125
2021-06-24,296.9918212890625
2021-06-25,298.77276611328125
2021-06-28,297.1361999511719
2021-06-29,295.4514465332031
2021-06-30,301.8533630371094
2021-07-01,302.3347473144531
2021-07-02,304.8377990722656
2021-07-05,304.8858947753906
2021-07-06,297.8100891113281
2021-07-07,295.3551940917969
2021-07-08,296.79925537109375
2021-07-09,295.6921691894531
2021-07-12,298.1470031738281
2021-07-13,300.216796875
2021-07-14,298.58026123046875
2021-07-15,299.3985900878906
2021-07-16,320.91485595703125
2021-07-19,323.6103820800781
2021-07-20,332.5485534667969
2021-07-22,337.62152099609375
2021-07-23,336.172119140625
2021-07-26,341.8731689453125
2021-07-27,350.0866394042969
2021-07-28,333.9979553222656
2021-07-29,323.5620422363281
2021-07-30,310.95196533203125
2021-08-02,308.77783203125
2021-08-03,307.95648193359375
2021-08-04,312.9811706542969
2021-08-05,310.6137390136719
2021-08-06,309.4059143066406
2021-08-09,306.7485656738281
2021-08-10,312.7879333496094
2021-08-11,312.063232421875
2021-08-12,316.7013854980469
2021-08-13,317.3778076171875
2021-08-16,316.1216125488281
2021-08-17,317.66766357421875
2021-08-18,314.18902587890625
2021-08-20,308.7295227050781
2021-08-23,320.1317443847656
2021-08-24,308.294677734375
2021-08-25,309.4059143066406
2021-08-26,311.2901306152344
2021-08-27,312.7879333496094
2021-08-30,318.5856628417969
2021-08-31,319.6002502441406
2021-09-01,320.1317443847656
2021-09-02,314.8654479980469
2021-09-03,318.82720947265625
2021-09-06,319.8901062011719
2021-09-07,319.406982421875
2021-09-08,332.59686279296875
2021-09-09,326.1709899902344
2021-09-13,325.6878356933594
2021-09-14,345.8833312988281
2021-09-15,341.34173583984375
2021-09-16,346.5114440917969
2021-09-17,342.694580078125
2021-09-20,330.2294006347656
2021-09-21,332.1136779785156
2021-09-22,336.3653259277344
2021-09-23,337.33172607421875
2021-09-24,333.3698425292969
2021-09-27,328.1036071777344
2021-09-28,322.5473937988281
2021-09-29,317.2811584472656
2021-09-30,320.6631774902344
2021-10-01,319.55194091796875
2021-10-04,316.8462829589844
2021-10-05,317.66766357421875
2021-10-06,315.2035827636719
2021-10-07,314.81707763671875
2021-10-08,315.638427734375
2021-10-11,316.4598388671875
2021-10-12,325.011474609375
2021-10-13,324.1901550292969
2021-10-14,325.8328552246094
2021-10-18,325.59124755859375
2021-10-19,314.5755310058594
2021-10-20,314.3339538574219
2021-10-21,321.62945556640625
2021-10-22,313.5126037597656
2021-10-25,326.41259765625
2021-10-26,328.9732971191406
2021-10-27,328.63507080078125
2021-10-28,334.2395324707031
2021-10-29,334.287841796875
2021-11-01,345.1102600097656
2021-11-02,371.10345458984375
2021-11-03,363.61474609375
2021-11-04,371.0552062988281
2021-11-08,379.1236572265625
2021-11-09,371.68328857421875
2021-11-10,363.61474609375
2021-11-11,359.1698303222656
2021-11-12,353.0821228027344
2021-11-15,359.8462219238281
2021-11-16,364.5810241699219
2021-11-17,367.7214660644531
2021-11-18,364.0012512207031
2021-11-22,355.0630798339844
2021-11-23,358.9282531738281
2021-11-24,364.4360656738281
2021-11-25,359.6529541015625
2021-11-26,346.9461975097656
2021-11-29,338.9260559082031
2021-11-30,375.7417297363281
2021-12-01,363.6630859375
2021-12-02,361.7787780761719
2021-12-03,362.1652526855469
2021-12-06,357.7204284667969
2021-12-07,358.6866760253906
2021-12-08,363.0349426269531
2021-12-09,360.4259338378906
2021-12-10,365.35406494140625
2021-12-13,362.7934265136719
2021-12-14,376.5630187988281
2021-12-15,367.6731262207031
2021-12-16,371.6349792480469
2021-12-17,365.6439514160156
2021-12-20,351.1012878417969
2021-12-21,354.48333740234375
2021-12-22,354.8698425292969
2021-12-23,357.91357421875
2021-12-24,357.4304504394531
2021-12-27,353.5653381347656
2021-12-28,365.40234375
2021-12-29,366.03045654296875
2021-12-30,366.7068176269531
2021-12-31,363.083251953125
2022-01-03,361.19903564453125
2022-01-04,358.6866760253906
2022-01-05,355.8843994140625
2022-01-06,360.5709228515625
2022-01-07,363.7113342285156
2022-01-10,366.4653015136719
2022-01-11,356.27093505859375
2022-01-12,357.3821105957031
2022-01-13,356.8507080078125
2022-01-14,357.3338928222656
2022-01-17,356.9472961425781
2022-01-18,352.5506896972656
2022-01-19,351.82598876953125
2022-01-20,351.7776794433594
2022-01-21,338.49114990234375
2022-01-24,328.9248962402344
2022-01-25,327.9103088378906
2022-01-27,328.683349609375
2022-01-28,330.51934814453125
2022-01-31,320.61480712890625
2022-02-01,326.909912109375
2022-02-02,324.77935791015625
2022-02-03,324.6340637207031
2022-02-04,329.71856689453125
2022-02-07,325.4088134765625
2022-02-08,324.3434753417969
2022-02-09,322.4065246582031
2022-02-10,324.48876953125
2022-02-11,322.5517578125
2022-02-14,315.9661560058594
2022-02-15,316.353515625
2022-02-16,321.5833435058594
2022-02-17,325.0698547363281
2022-02-18,333.8346252441406
2022-02-21,319.2106018066406
2022-02-22,318.2904968261719
2022-02-23,314.12603759765625
2022-02-24,316.1598205566406
