Date,CSBBANK
2020-03-31,118.05000305175781
2020-04-01,113.5999984741211
2020-04-03,110.4000015258789
2020-04-07,112.4000015258789
2020-04-08,117.94999694824219
2020-04-09,117.69999694824219
2020-04-13,112.9000015258789
2020-04-15,110.30000305175781
2020-04-16,112.8499984741211
2020-04-17,117.55000305175781
2020-04-20,121.0
2020-04-21,120.1500015258789
2020-04-22,117.0999984741211
2020-04-23,116.5999984741211
2020-04-24,110.55000305175781
2020-04-27,112.80000305175781
2020-04-28,117.25
2020-04-29,122.0
2020-04-30,120.5
2020-05-04,117.44999694824219
2020-05-05,116.19999694824219
2020-05-06,111.3499984741211
2020-05-07,112.69999694824219
2020-05-08,114.19999694824219
2020-05-11,116.80000305175781
2020-05-12,117.30000305175781
2020-05-13,120.55000305175781
2020-05-14,116.94999694824219
2020-05-15,117.19999694824219
2020-05-18,113.19999694824219
2020-05-19,113.44999694824219
2020-05-20,115.0
2020-05-21,116.6500015258789
2020-05-22,116.94999694824219
2020-05-26,116.5
2020-05-27,123.1500015258789
2020-05-28,124.05000305175781
2020-05-29,122.94999694824219
2020-06-01,127.0999984741211
2020-06-02,131.3000030517578
2020-06-03,135.9499969482422
2020-06-04,135.14999389648438
2020-06-05,134.3000030517578
2020-06-08,138.0
2020-06-09,131.64999389648438
2020-06-10,132.0
2020-06-11,134.8000030517578
2020-06-12,134.89999389648438
2020-06-15,141.35000610351562
2020-06-16,152.14999389648438
2020-06-17,148.0
2020-06-18,150.5500030517578
2020-06-19,164.1999969482422
2020-06-22,167.5500030517578
2020-06-23,180.25
2020-06-24,186.39999389648438
2020-06-25,183.6999969482422
2020-06-26,186.75
2020-06-29,187.3000030517578
2020-06-30,187.14999389648438
2020-07-01,186.9499969482422
2020-07-02,184.8000030517578
2020-07-03,183.9499969482422
2020-07-06,185.0
2020-07-07,192.89999389648438
2020-07-08,187.39999389648438
2020-07-09,191.25
2020-07-10,186.4499969482422
2020-07-13,178.9499969482422
2020-07-14,180.75
2020-07-15,178.14999389648438
2020-07-16,184.25
2020-07-17,181.14999389648438
2020-07-20,182.4499969482422
2020-07-21,181.5500030517578
2020-07-22,184.8000030517578
2020-07-23,184.75
2020-07-24,195.14999389648438
2020-07-27,196.0
2020-07-28,190.14999389648438
2020-07-29,190.0
2020-07-30,189.1999969482422
2020-07-31,190.75
2020-08-03,192.14999389648438
2020-08-04,191.0500030517578
2020-08-05,191.0500030517578
2020-08-06,201.6999969482422
2020-08-07,199.5500030517578
2020-08-10,196.35000610351562
2020-08-11,192.8000030517578
2020-08-12,192.75
2020-08-13,192.6999969482422
2020-08-14,191.5500030517578
2020-08-17,193.5
2020-08-18,199.3000030517578
2020-08-19,222.35000610351562
2020-08-20,223.89999389648438
2020-08-21,214.64999389648438
2020-08-24,213.39999389648438
2020-08-25,228.39999389648438
2020-08-26,229.9499969482422
2020-08-27,233.5500030517578
2020-08-28,234.85000610351562
2020-08-31,213.85000610351562
2020-09-01,217.64999389648438
2020-09-02,234.5500030517578
2020-09-03,230.10000610351562
2020-09-04,227.60000610351562
2020-09-07,226.5
2020-09-08,220.75
2020-09-09,214.3000030517578
2020-09-10,225.0500030517578
2020-09-11,226.25
2020-09-14,229.14999389648438
2020-09-15,225.4499969482422
2020-09-16,226.85000610351562
2020-09-17,224.6999969482422
2020-09-18,223.1999969482422
2020-09-21,220.60000610351562
2020-09-22,222.14999389648438
2020-09-23,220.25
2020-09-24,215.5
2020-09-25,219.10000610351562
2020-09-28,230.14999389648438
2020-09-29,228.39999389648438
2020-09-30,226.35000610351562
2020-10-01,231.39999389648438
2020-10-05,226.0500030517578
2020-10-06,226.8000030517578
2020-10-07,229.89999389648438
2020-10-08,228.6999969482422
2020-10-09,227.5
2020-10-12,227.3000030517578
2020-10-13,226.0500030517578
2020-10-14,227.0500030517578
2020-10-15,227.0500030517578
2020-10-16,230.89999389648438
2020-10-19,234.85000610351562
2020-10-20,230.35000610351562
2020-10-21,228.75
2020-10-22,229.60000610351562
2020-10-23,232.5500030517578
2020-10-26,230.0500030517578
2020-10-27,225.5
2020-10-28,228.10000610351562
2020-10-29,225.10000610351562
2020-10-30,231.3000030517578
2020-11-02,236.0500030517578
2020-11-03,235.0
2020-11-04,236.75
2020-11-05,236.85000610351562
2020-11-06,255.6999969482422
2020-11-09,263.75
2020-11-10,256.1000061035156
2020-11-11,258.79998779296875
2020-11-12,255.0500030517578
2020-11-13,252.8000030517578
2020-11-14,258.95001220703125
2020-11-17,251.9499969482422
2020-11-18,254.60000610351562
2020-11-19,248.8000030517578
2020-11-20,261.6000061035156
2020-11-23,253.9499969482422
2020-11-24,253.75
2020-11-25,256.45001220703125
2020-11-26,251.89999389648438
2020-11-27,250.5
2020-12-01,247.5
2020-12-02,232.75
2020-12-03,224.8000030517578
2020-12-04,224.35000610351562
2020-12-07,224.85000610351562
2020-12-08,224.6999969482422
2020-12-09,232.3000030517578
2020-12-10,225.8000030517578
2020-12-11,223.0500030517578
2020-12-14,220.35000610351562
2020-12-15,213.75
2020-12-16,215.64999389648438
2020-12-17,221.64999389648438
2020-12-18,224.35000610351562
2020-12-21,215.1999969482422
2020-12-22,221.5
2020-12-23,225.89999389648438
2020-12-24,221.8000030517578
2020-12-28,221.35000610351562
2020-12-29,220.75
2020-12-30,217.0
2020-12-31,218.0500030517578
2021-01-01,218.75
2021-01-04,224.39999389648438
2021-01-05,225.10000610351562
2021-01-06,227.5
2021-01-07,237.85000610351562
2021-01-08,235.35000610351562
2021-01-11,230.8000030517578
2021-01-12,232.1999969482422
2021-01-13,228.39999389648438
2021-01-14,226.1999969482422
2021-01-15,223.0
2021-01-18,231.4499969482422
2021-01-19,234.3000030517578
2021-01-20,226.39999389648438
2021-01-21,226.3000030517578
2021-01-22,222.64999389648438
2021-01-25,221.3000030517578
2021-01-27,220.14999389648438
2021-01-28,215.4499969482422
2021-01-29,219.60000610351562
2021-02-01,227.8000030517578
2021-02-02,225.39999389648438
2021-02-03,229.9499969482422
2021-02-04,226.39999389648438
2021-02-05,219.0500030517578
2021-02-08,220.39999389648438
2021-02-09,220.10000610351562
2021-02-10,218.64999389648438
2021-02-11,218.0500030517578
2021-02-12,221.3000030517578
2021-02-15,219.9499969482422
2021-02-16,218.6999969482422
2021-02-17,222.1999969482422
2021-02-18,227.4499969482422
2021-02-19,224.8000030517578
2021-02-22,221.9499969482422
2021-02-23,225.0
2021-02-24,225.35000610351562
2021-02-25,227.85000610351562
2021-02-26,225.10000610351562
2021-03-01,227.25
2021-03-02,227.0
2021-03-03,234.8000030517578
2021-03-04,236.6999969482422
2021-03-05,259.8500061035156
2021-03-08,270.29998779296875
2021-03-09,257.45001220703125
2021-03-10,260.8500061035156
2021-03-12,264.8500061035156
2021-03-15,258.45001220703125
2021-03-16,255.3000030517578
2021-03-17,244.4499969482422
2021-03-18,245.25
2021-03-19,244.0500030517578
2021-03-22,246.10000610351562
2021-03-23,248.14999389648438
2021-03-24,245.1999969482422
2021-03-25,237.64999389648438
2021-03-26,238.35000610351562
2021-03-30,237.5
2021-03-31,232.89999389648438
2021-04-01,236.1999969482422
2021-04-05,238.75
2021-04-06,242.85000610351562
2021-04-07,256.95001220703125
2021-04-08,265.8999938964844
2021-04-09,268.54998779296875
2021-04-12,253.5500030517578
2021-04-13,251.1999969482422
2021-04-15,259.25
2021-04-16,263.1000061035156
2021-04-19,249.1999969482422
2021-04-20,253.60000610351562
2021-04-22,256.95001220703125
2021-04-23,254.0
2021-04-26,255.9499969482422
2021-04-27,253.0500030517578
2021-04-28,256.0
2021-04-29,261.04998779296875
2021-04-30,258.25
2021-05-03,257.5
2021-05-04,251.14999389648438
2021-05-05,263.6499938964844
2021-05-06,262.54998779296875
2021-05-07,257.6000061035156
2021-05-10,272.20001220703125
2021-05-11,274.04998779296875
2021-05-12,275.6499938964844
2021-05-14,268.1499938964844
2021-05-17,273.0
2021-05-18,286.6000061035156
2021-05-19,320.0
2021-05-20,305.70001220703125
2021-05-21,314.5
2021-05-24,305.79998779296875
2021-05-25,314.79998779296875
2021-05-26,324.04998779296875
2021-05-27,316.04998779296875
2021-05-28,312.54998779296875
2021-05-31,309.8500061035156
2021-06-01,304.79998779296875
2021-06-02,319.0
2021-06-03,327.79998779296875
2021-06-04,322.45001220703125
2021-06-07,327.0
2021-06-08,324.45001220703125
2021-06-09,330.8999938964844
2021-06-10,337.1000061035156
2021-06-11,335.0
2021-06-14,333.20001220703125
2021-06-15,332.45001220703125
2021-06-16,323.70001220703125
2021-06-17,315.45001220703125
2021-06-18,317.8500061035156
2021-06-21,327.6000061035156
2021-06-22,324.95001220703125
2021-06-23,321.20001220703125
2021-06-24,333.0
2021-06-25,337.79998779296875
2021-06-28,356.25
2021-06-29,347.6000061035156
2021-06-30,347.1499938964844
2021-07-01,340.54998779296875
2021-07-02,348.0
2021-07-05,357.1499938964844
2021-07-06,351.5
2021-07-07,359.1000061035156
2021-07-08,344.70001220703125
2021-07-09,342.75
2021-07-12,349.79998779296875
2021-07-13,351.04998779296875
2021-07-14,347.6000061035156
2021-07-15,350.04998779296875
2021-07-16,351.25
2021-07-19,341.95001220703125
2021-07-20,336.8999938964844
2021-07-22,322.8500061035156
2021-07-23,351.20001220703125
2021-07-26,352.20001220703125
2021-07-27,349.6499938964844
2021-07-28,343.1000061035156
2021-07-29,343.79998779296875
2021-07-30,350.04998779296875
2021-08-02,343.6000061035156
2021-08-03,343.79998779296875
2021-08-04,342.1499938964844
2021-08-05,341.54998779296875
2021-08-06,340.3999938964844
2021-08-09,325.0
2021-08-10,325.95001220703125
2021-08-11,319.1499938964844
2021-08-12,320.04998779296875
2021-08-13,322.1499938964844
2021-08-16,316.0
2021-08-17,316.6000061035156
2021-08-18,314.0
2021-08-20,307.25
2021-08-23,300.6000061035156
2021-08-24,295.6499938964844
2021-08-25,296.95001220703125
2021-08-26,299.20001220703125
2021-08-27,296.6499938964844
2021-08-30,301.3999938964844
2021-08-31,297.3999938964844
2021-09-01,301.95001220703125
2021-09-02,301.8999938964844
2021-09-03,301.8999938964844
2021-09-06,300.79998779296875
2021-09-07,299.1000061035156
2021-09-08,299.6000061035156
2021-09-09,299.04998779296875
2021-09-13,300.04998779296875
2021-09-14,303.3500061035156
2021-09-15,302.6499938964844
2021-09-16,316.8500061035156
2021-09-17,307.20001220703125
2021-09-20,303.29998779296875
2021-09-21,298.0
2021-09-22,301.79998779296875
2021-09-23,302.79998779296875
2021-09-24,302.8999938964844
2021-09-27,310.70001220703125
2021-09-28,305.6499938964844
2021-09-29,319.54998779296875
2021-09-30,316.79998779296875
2021-10-01,310.70001220703125
2021-10-04,318.1499938964844
2021-10-05,313.54998779296875
2021-10-06,312.1000061035156
2021-10-07,313.29998779296875
2021-10-08,312.0
2021-10-11,311.8500061035156
2021-10-12,314.8500061035156
2021-10-13,320.8500061035156
2021-10-14,319.3999938964844
2021-10-18,309.1000061035156
2021-10-19,306.6000061035156
2021-10-20,304.25
2021-10-21,306.1000061035156
2021-10-22,306.0
2021-10-25,306.20001220703125
2021-10-26,303.54998779296875
2021-10-27,300.29998779296875
2021-10-28,296.29998779296875
2021-10-29,294.1499938964844
2021-11-01,291.5
2021-11-02,297.45001220703125
2021-11-03,297.5
2021-11-04,299.6499938964844
2021-11-08,298.3999938964844
2021-11-09,298.8500061035156
2021-11-10,296.8999938964844
2021-11-11,296.0
2021-11-12,290.04998779296875
2021-11-15,286.6499938964844
2021-11-16,294.45001220703125
2021-11-17,295.8999938964844
2021-11-18,295.04998779296875
2021-11-22,282.25
2021-11-23,281.25
2021-11-24,282.45001220703125
2021-11-25,281.04998779296875
2021-11-26,280.1499938964844
2021-11-29,271.0
2021-11-30,276.6499938964844
2021-12-01,274.04998779296875
2021-12-02,266.8500061035156
2021-12-03,268.29998779296875
2021-12-06,266.3999938964844
2021-12-07,268.8999938964844
2021-12-08,272.0
2021-12-09,273.5
2021-12-10,274.70001220703125
2021-12-13,273.70001220703125
2021-12-14,270.79998779296875
2021-12-15,261.25
2021-12-16,261.6499938964844
2021-12-17,256.6000061035156
2021-12-20,236.5
2021-12-21,231.5500030517578
2021-12-22,232.5500030517578
2021-12-23,234.1999969482422
2021-12-24,229.25
2021-12-27,233.14999389648438
2021-12-28,233.14999389648438
2021-12-29,237.64999389648438
2021-12-30,236.0
2021-12-31,235.3000030517578
2022-01-03,237.25
2022-01-04,251.75
2022-01-05,255.0500030517578
2022-01-06,253.64999389648438
2022-01-07,259.3999938964844
2022-01-10,258.5
2022-01-11,258.75
2022-01-12,253.3000030517578
2022-01-13,239.9499969482422
2022-01-14,242.9499969482422
2022-01-17,244.4499969482422
2022-01-18,242.1999969482422
2022-01-19,243.5
2022-01-20,244.35000610351562
2022-01-21,241.3000030517578
2022-01-24,242.5
2022-01-25,244.8000030517578
2022-01-27,243.5
2022-01-28,240.14999389648438
2022-01-31,251.89999389648438
2022-02-01,255.3000030517578
2022-02-02,262.6499938964844
2022-02-03,257.0
2022-02-04,260.20001220703125
2022-02-07,259.0
2022-02-08,250.14999389648438
2022-02-09,252.0
2022-02-10,258.6000061035156
2022-02-11,250.10000610351562
2022-02-14,237.5500030517578
2022-02-15,239.0500030517578
2022-02-16,241.5
2022-02-17,237.5500030517578
2022-02-18,232.5
2022-02-21,220.39999389648438
2022-02-22,229.6999969482422
2022-02-23,228.9499969482422
2022-02-24,210.75
2022-02-25,217.14999389648438
2022-02-28,218.35000610351562
2022-03-02,217.0
2022-03-03,217.75
2022-03-04,215.89999389648438
2022-03-07,207.3000030517578
2022-03-08,206.3000030517578
2022-03-09,213.89999389648438
2022-03-10,213.25
2022-03-11,212.10000610351562
2022-03-14,212.85000610351562
2022-03-15,211.35000610351562
2022-03-16,213.35000610351562
2022-03-17,221.35000610351562
2022-03-21,219.35000610351562
2022-03-22,219.9499969482422
2022-03-23,219.39999389648438
2022-03-24,217.5500030517578
2022-03-25,217.39999389648438
2022-03-28,212.9499969482422
2022-03-29,217.0500030517578
2022-03-30,223.39999389648438
2022-03-31,211.14999389648438
2022-04-01,216.25
2022-04-04,219.60000610351562
2022-04-05,221.35000610351562
2022-04-06,220.60000610351562
2022-04-07,222.85000610351562
2022-04-08,223.89999389648438
2022-04-11,222.3000030517578
2022-04-12,221.4499969482422
2022-04-13,222.39999389648438
2022-04-18,219.0
2022-04-19,218.25
2022-04-20,216.8000030517578
2022-04-21,222.1999969482422
2022-04-22,219.9499969482422
2022-04-25,217.6999969482422
2022-04-26,221.1999969482422
2022-04-27,218.85000610351562
2022-04-28,216.75
2022-04-29,214.1999969482422
2022-05-02,210.8000030517578
2022-05-04,207.35000610351562
2022-05-05,207.1999969482422
2022-05-06,227.85000610351562
2022-05-09,209.10000610351562
2022-05-10,207.1999969482422
2022-05-11,199.75
2022-05-12,193.6999969482422
2022-05-13,190.35000610351562
2022-05-16,189.9499969482422
2022-05-17,191.35000610351562
2022-05-18,189.89999389648438
2022-05-19,184.5
2022-05-20,186.3000030517578
2022-05-23,187.89999389648438
2022-05-24,185.4499969482422
2022-05-25,184.35000610351562
2022-05-26,188.85000610351562
2022-05-27,189.9499969482422
2022-05-30,189.89999389648438
2022-05-31,188.9499969482422
2022-06-01,185.60000610351562
2022-06-02,184.89999389648438
2022-06-03,185.3000030517578
2022-06-06,184.25
2022-06-07,181.4499969482422
2022-06-08,182.5500030517578
2022-06-09,186.5
2022-06-10,186.25
2022-06-13,184.10000610351562
2022-06-14,183.9499969482422
2022-06-15,183.0
2022-06-16,179.9499969482422
2022-06-17,179.60000610351562
2022-06-20,179.75
2022-06-21,191.3000030517578
2022-06-22,187.85000610351562
2022-06-23,189.10000610351562
2022-06-24,192.5500030517578
2022-06-27,196.60000610351562
2022-06-28,199.4499969482422
2022-06-29,199.5500030517578
2022-06-30,193.10000610351562
2022-07-01,191.5500030517578
2022-07-04,193.9499969482422
2022-07-05,189.4499969482422
2022-07-06,193.3000030517578
2022-07-07,192.85000610351562
2022-07-08,189.6999969482422
2022-07-11,191.0500030517578
2022-07-12,192.25
2022-07-13,197.10000610351562
2022-07-14,200.39999389648438
2022-07-15,199.85000610351562
2022-07-18,202.10000610351562
2022-07-19,207.3000030517578
2022-07-20,207.0
2022-07-21,210.0500030517578
2022-07-22,204.39999389648438
2022-07-25,200.9499969482422
2022-07-26,196.8000030517578
2022-07-27,198.6999969482422
2022-07-28,201.5500030517578
2022-07-29,200.0500030517578
2022-08-01,203.1999969482422
2022-08-02,207.9499969482422
2022-08-03,207.25
2022-08-04,206.75
2022-08-05,207.25
2022-08-08,208.60000610351562
2022-08-10,207.75
2022-08-11,209.39999389648438
2022-08-12,207.0
2022-08-16,206.1999969482422
2022-08-17,209.14999389648438
2022-08-18,207.14999389648438
2022-08-19,207.8000030517578
2022-08-22,204.35000610351562
2022-08-23,202.8000030517578
2022-08-24,202.9499969482422
2022-08-25,202.4499969482422
2022-08-26,203.0500030517578
2022-08-29,207.3000030517578
2022-08-30,210.3000030517578
2022-09-01,211.1999969482422
2022-09-02,215.89999389648438
2022-09-05,222.25
2022-09-06,221.14999389648438
2022-09-07,221.1999969482422
2022-09-08,224.10000610351562
2022-09-09,222.1999969482422
2022-09-12,224.8000030517578
2022-09-13,219.60000610351562
2022-09-14,225.64999389648438
2022-09-15,229.1999969482422
2022-09-16,234.1999969482422
2022-09-19,239.0
2022-09-20,232.25
2022-09-21,238.3000030517578
2022-09-22,236.4499969482422
2022-09-23,231.5500030517578
2022-09-26,223.0500030517578
2022-09-27,220.9499969482422
2022-09-28,220.14999389648438
2022-09-29,220.5
2022-09-30,222.64999389648438
2022-10-03,238.0500030517578
2022-10-04,246.5
2022-10-06,249.60000610351562
2022-10-07,242.0
2022-10-10,236.64999389648438
2022-10-11,236.0
2022-10-12,238.35000610351562
2022-10-13,243.3000030517578
2022-10-14,244.14999389648438
2022-10-17,247.10000610351562
2022-10-18,250.85000610351562
2022-10-19,250.89999389648438
2022-10-20,250.0500030517578
2022-10-21,235.35000610351562
2022-10-24,233.85000610351562
2022-10-25,229.25
2022-10-27,225.60000610351562
2022-10-28,230.10000610351562
2022-10-31,227.25
2022-11-01,230.14999389648438
2022-11-02,227.64999389648438
2022-11-03,229.64999389648438
2022-11-04,228.60000610351562
2022-11-07,227.60000610351562
2022-11-09,223.75
2022-11-10,219.5
2022-11-11,222.64999389648438
2022-11-14,217.60000610351562
2022-11-15,216.5
2022-11-16,218.35000610351562
2022-11-17,222.10000610351562
2022-11-18,219.10000610351562
2022-11-21,217.0
2022-11-22,215.5500030517578
2022-11-23,217.8000030517578
2022-11-24,216.1999969482422
2022-11-25,218.0
2022-11-28,219.75
2022-11-29,220.5
2022-11-30,218.3000030517578
2022-12-01,219.85000610351562
2022-12-02,219.25
2022-12-05,224.4499969482422
2022-12-06,223.10000610351562
2022-12-07,226.8000030517578
2022-12-08,231.85000610351562
2022-12-09,226.85000610351562
2022-12-12,240.5500030517578
2022-12-13,258.3500061035156
2022-12-14,262.5
2022-12-15,265.3999938964844
2022-12-16,254.10000610351562
2022-12-19,272.1000061035156
2022-12-20,270.29998779296875
2022-12-21,259.6499938964844
2022-12-22,246.3000030517578
2022-12-23,228.1999969482422
2022-12-26,237.6999969482422
2022-12-27,235.89999389648438
2022-12-28,234.85000610351562
2022-12-29,236.39999389648438
2022-12-30,237.8000030517578
2023-01-02,243.39999389648438
2023-01-03,251.1999969482422
2023-01-04,250.89999389648438
2023-01-05,251.3000030517578
2023-01-06,243.85000610351562
2023-01-09,250.9499969482422
2023-01-10,249.39999389648438
2023-01-11,252.0500030517578
2023-01-12,247.9499969482422
2023-01-13,251.3000030517578
2023-01-16,250.60000610351562
2023-01-17,245.64999389648438
2023-01-18,253.39999389648438
2023-01-19,253.64999389648438
2023-01-20,252.75
2023-01-23,255.0
2023-01-24,248.64999389648438
2023-01-25,249.3000030517578
2023-01-27,244.60000610351562
2023-01-30,243.35000610351562
2023-01-31,248.35000610351562
2023-02-01,240.10000610351562
2023-02-02,247.4499969482422
2023-02-03,251.6999969482422
2023-02-06,253.8000030517578
2023-02-07,248.6999969482422
2023-02-08,251.1999969482422
2023-02-09,246.8000030517578
2023-02-10,245.9499969482422
2023-02-13,235.5
2023-02-14,238.89999389648438
2023-02-15,240.3000030517578
2023-02-16,240.6999969482422
2023-02-17,240.35000610351562
2023-02-20,242.0500030517578
2023-02-21,235.14999389648438
2023-02-22,234.64999389648438
2023-02-23,229.0
2023-02-24,230.8000030517578
2023-02-27,222.85000610351562
2023-02-28,229.0500030517578
2023-03-01,229.8000030517578
2023-03-02,228.35000610351562
2023-03-03,231.5
2023-03-06,236.85000610351562
2023-03-08,237.10000610351562
2023-03-09,238.5
2023-03-10,234.6999969482422
2023-03-13,224.9499969482422
2023-03-14,220.75
2023-03-15,224.64999389648438
2023-03-16,224.14999389648438
2023-03-17,227.89999389648438
2023-03-20,225.5
2023-03-21,245.5500030517578
2023-03-22,241.25
2023-03-23,245.39999389648438
2023-03-24,238.0500030517578
2023-03-27,234.89999389648438
2023-03-28,244.5
2023-03-29,251.39999389648438
2023-03-31,245.10000610351562
2023-04-03,253.25
2023-04-05,257.25
2023-04-06,255.39999389648438
2023-04-10,255.0
2023-04-11,259.1000061035156
2023-04-12,269.20001220703125
2023-04-13,269.04998779296875
2023-04-17,285.6000061035156
2023-04-18,289.0
2023-04-19,278.6000061035156
2023-04-20,288.3500061035156
2023-04-21,282.79998779296875
2023-04-24,286.3500061035156
2023-04-25,284.70001220703125
2023-04-26,292.1499938964844
2023-04-27,293.20001220703125
2023-04-28,279.5
2023-05-02,283.1000061035156
2023-05-03,286.6000061035156
2023-05-04,288.1000061035156
2023-05-05,279.5
2023-05-08,291.3500061035156
2023-05-09,293.79998779296875
2023-05-10,289.20001220703125
2023-05-11,290.3999938964844
2023-05-12,291.20001220703125
2023-05-15,290.70001220703125
2023-05-16,286.70001220703125
2023-05-17,289.54998779296875
2023-05-18,290.3999938964844
2023-05-19,283.8500061035156
2023-05-22,287.0
2023-05-23,286.3999938964844
2023-05-24,281.0
2023-05-25,282.70001220703125
2023-05-26,280.25
2023-05-29,281.95001220703125
2023-05-30,283.0
2023-05-31,278.29998779296875
2023-06-01,278.5
2023-06-02,273.1499938964844
2023-06-05,274.54998779296875
2023-06-06,272.1499938964844
2023-06-07,273.29998779296875
2023-06-08,265.3500061035156
2023-06-09,269.5
2023-06-12,273.95001220703125
2023-06-13,273.04998779296875
2023-06-14,275.0
2023-06-15,270.45001220703125
2023-06-16,271.45001220703125
2023-06-19,267.20001220703125
2023-06-20,266.5
2023-06-21,268.20001220703125
2023-06-22,270.20001220703125
2023-06-23,270.04998779296875
2023-06-26,281.3999938964844
2023-06-27,280.1499938964844
2023-06-28,280.1000061035156
2023-06-30,284.25
2023-07-03,291.04998779296875
2023-07-04,290.75
2023-07-05,288.8500061035156
2023-07-06,289.75
2023-07-07,288.5
2023-07-10,291.0
2023-07-11,294.3999938964844
2023-07-12,297.25
2023-07-13,295.5
2023-07-14,291.79998779296875
2023-07-17,290.8999938964844
2023-07-18,291.45001220703125
2023-07-19,289.29998779296875
2023-07-20,289.29998779296875
2023-07-21,290.75
2023-07-24,286.79998779296875
2023-07-25,289.79998779296875
2023-07-26,297.29998779296875
2023-07-27,298.95001220703125
2023-07-28,293.54998779296875
2023-07-31,297.95001220703125
2023-08-01,299.1000061035156
2023-08-02,291.1000061035156
2023-08-03,296.6000061035156
2023-08-04,297.0
2023-08-07,307.3999938964844
2023-08-08,311.04998779296875
2023-08-09,309.20001220703125
2023-08-10,305.8500061035156
2023-08-11,299.1000061035156
2023-08-14,304.8500061035156
2023-08-16,303.6499938964844
2023-08-17,302.25
2023-08-18,315.70001220703125
2023-08-21,322.25
2023-08-22,317.8999938964844
2023-08-23,327.25
2023-08-24,328.45001220703125
2023-08-25,320.8500061035156
2023-08-28,329.1000061035156
2023-08-29,328.20001220703125
2023-08-30,330.29998779296875
2023-08-31,330.29998779296875
2023-09-01,327.25
2023-09-04,324.29998779296875
2023-09-05,331.70001220703125
2023-09-06,330.8500061035156
2023-09-07,327.45001220703125
2023-09-08,328.29998779296875
2023-09-11,335.8999938964844
2023-09-12,324.0
2023-09-13,324.8500061035156
2023-09-14,326.75
2023-09-15,323.1499938964844
2023-09-18,331.6000061035156
2023-09-20,327.75
2023-09-21,321.1499938964844
2023-09-22,329.5
2023-09-25,329.29998779296875
2023-09-26,329.29998779296875
2023-09-27,329.6499938964844
2023-09-28,340.6499938964844
2023-09-29,336.29998779296875
2023-10-03,353.8500061035156
2023-10-04,349.5
2023-10-05,349.45001220703125
2023-10-06,354.1499938964844
2023-10-09,351.1000061035156
2023-10-10,354.95001220703125
2023-10-11,355.8500061035156
2023-10-12,356.54998779296875
2023-10-13,355.8999938964844
2023-10-16,364.3999938964844
2023-10-17,365.1499938964844
2023-10-18,364.25
2023-10-19,365.3500061035156
2023-10-20,359.3500061035156
2023-10-23,334.1000061035156
2023-10-25,322.45001220703125
2023-10-26,318.95001220703125
2023-10-27,320.04998779296875
2023-10-30,331.20001220703125
2023-10-31,330.3999938964844
2023-11-01,317.8999938964844
2023-11-02,324.0
2023-11-03,331.70001220703125
2023-11-06,339.6000061035156
2023-11-07,339.1499938964844
2023-11-08,343.25
2023-11-09,342.29998779296875
2023-11-10,347.8999938964844
2023-11-13,365.54998779296875
2023-11-15,362.25
2023-11-16,360.29998779296875
2023-11-17,357.25
2023-11-20,366.5
2023-11-21,372.3500061035156
