Date,OBEROIRLTY
2011-05-31,206.28199768066406
2011-06-01,226.55087280273438
2011-06-02,221.3454132080078
2011-06-03,220.8387451171875
2011-06-06,218.1669158935547
2011-06-07,217.3377227783203
2011-06-08,215.08056640625
2011-06-09,213.6985321044922
2011-06-10,213.51429748535156
2011-06-13,210.7042694091797
2011-06-14,211.8559112548828
2011-06-15,216.78492736816406
2011-06-16,214.6569061279297
2011-06-17,216.22976684570312
2011-06-20,218.5891876220703
2011-06-21,213.9629669189453
2011-06-22,209.984375
2011-06-23,214.4255828857422
2011-06-24,214.98072814941406
2011-06-27,217.0625457763672
2011-06-28,217.3863525390625
2011-06-29,222.52146911621094
2011-06-30,222.19760131835938
2011-07-01,222.70651245117188
2011-07-04,226.6387939453125
2011-07-05,226.50001525878906
2011-07-06,226.037353515625
2011-07-07,224.46449279785156
2011-07-08,223.2153778076172
2011-07-11,220.0233154296875
2011-07-12,218.4503631591797
2011-07-13,218.4041290283203
2011-07-14,219.37559509277344
2011-07-15,217.2938690185547
2011-07-18,216.6461181640625
2011-07-19,216.97000122070312
2011-07-20,219.0055389404297
2011-07-21,219.69944763183594
2011-07-22,224.83456420898438
2011-07-25,226.54627990722656
2011-07-26,221.17987060546875
2011-07-27,225.0658721923828
2011-07-28,223.58546447753906
2011-07-29,220.62472534179688
2011-08-01,218.4503631591797
2011-08-02,221.4574432373047
2011-08-03,217.66387939453125
2011-08-04,213.0839385986328
2011-08-05,210.30821228027344
2011-08-08,208.55026245117188
2011-08-09,208.27264404296875
2011-08-10,212.06619262695312
2011-08-11,212.85264587402344
2011-08-12,212.85264587402344
2011-08-16,212.06619262695312
2011-08-17,208.64276123046875
2011-08-18,203.55393981933594
2011-08-19,201.10203552246094
2011-08-22,201.564697265625
2011-08-23,203.55393981933594
2011-08-24,205.68199157714844
2011-08-25,205.9595947265625
2011-08-26,202.53614807128906
2011-08-29,203.55393981933594
2011-08-30,207.3474578857422
2011-09-02,208.13389587402344
2011-09-05,205.72830200195312
2011-09-06,207.902587890625
2011-09-07,207.11611938476562
2011-09-08,205.26564025878906
2011-09-09,204.5717315673828
2011-09-12,202.8599853515625
2011-09-13,202.5824432373047
2011-09-14,203.183837890625
2011-09-15,201.6571807861328
2011-09-16,206.60726928710938
2011-09-19,206.23712158203125
2011-09-20,207.99508666992188
2011-09-21,208.59654235839844
2011-09-22,204.75680541992188
2011-09-23,203.73898315429688
2011-09-26,204.8955535888672
2011-09-27,205.543212890625
2011-09-28,205.91329956054688
2011-09-29,210.03065490722656
2011-09-30,214.24049377441406
2011-10-03,213.9629669189453
2011-10-04,210.5858154296875
2011-10-05,207.2086639404297
2011-10-07,212.85264587402344
2011-10-10,219.51437377929688
2011-10-11,216.36859130859375
2011-10-12,215.16575622558594
2011-10-13,213.59288024902344
2011-10-14,208.59654235839844
2011-10-17,217.2938690185547
2011-10-18,213.50033569335938
2011-10-19,214.88816833496094
2011-10-20,216.6924285888672
2011-10-21,211.3722686767578
2011-10-24,211.51107788085938
2011-10-25,209.984375
2011-10-28,217.20132446289062
2011-10-31,216.7387237548828
2011-11-01,217.80270385742188
2011-11-02,214.88816833496094
2011-11-03,214.1017608642578
2011-11-04,212.1587371826172
2011-11-08,211.55728149414062
2011-11-09,212.52883911132812
2011-11-11,209.89187622070312
2011-11-14,204.0628204345703
2011-11-15,204.47918701171875
2011-11-16,206.74598693847656
2011-11-17,201.6571807861328
2011-11-18,202.6749267578125
2011-11-21,201.42584228515625
2011-11-22,198.83518981933594
2011-11-23,202.7212371826172
2011-11-24,200.77821350097656
2011-11-25,203.13758850097656
2011-11-28,209.47547912597656
2011-11-29,203.13758850097656
2011-11-30,203.8314666748047
2011-12-01,206.19090270996094
2011-12-02,212.66758728027344
2011-12-05,208.87408447265625
2011-12-07,206.46841430664062
2011-12-08,203.09127807617188
2011-12-09,202.1198272705078
2011-12-12,203.46145629882812
2011-12-13,204.7105255126953
2011-12-14,206.1446533203125
2011-12-15,202.6749267578125
2011-12-16,201.28707885742188
2011-12-19,199.4828338623047
2011-12-20,196.9384307861328
2011-12-21,191.8033447265625
2011-12-22,191.98838806152344
2011-12-23,190.32293701171875
2011-12-26,190.50794982910156
2011-12-27,196.56834411621094
2011-12-28,194.5328369140625
2011-12-29,194.76409912109375
2011-12-30,194.116455078125
2012-01-02,201.564697265625
2012-01-03,198.46507263183594
2012-01-04,197.2159881591797
2012-01-05,197.4010772705078
2012-01-06,193.1449432373047
2012-01-09,195.31922912597656
2012-01-10,198.74266052246094
2012-01-11,207.76382446289062
2012-01-12,208.4114532470703
2012-01-13,211.64981079101562
2012-01-16,215.30455017089844
2012-01-17,232.2827911376953
2012-01-18,233.5318603515625
2012-01-19,229.55331420898438
2012-01-20,231.17251586914062
2012-01-23,225.5285186767578
2012-01-24,231.31130981445312
2012-01-25,236.12255859375
2012-01-27,231.496337890625
2012-01-30,226.40748596191406
2012-01-31,233.11550903320312
2012-02-01,235.2898712158203
2012-02-02,237.74176025390625
2012-02-03,236.03005981445312
2012-02-06,243.755859375
2012-02-07,239.59226989746094
2012-02-08,247.0404815673828
2012-02-09,254.95132446289062
2012-02-10,250.69520568847656
2012-02-13,249.3535614013672
2012-02-14,251.8054962158203
2012-02-15,257.07940673828125
2012-02-16,258.09722900390625
2012-02-17,266.42431640625
2012-02-21,289.6943359375
2012-02-22,265.961669921875
2012-02-23,260.27142333984375
2012-02-24,245.88394165039062
2012-02-27,240.2399139404297
2012-02-28,244.81988525390625
2012-02-29,262.8621520996094
2012-03-01,252.40687561035156
2012-03-02,257.12567138671875
2012-03-05,257.0331115722656
2012-03-06,259.0223693847656
2012-03-07,256.431640625
2012-03-09,255.36764526367188
2012-03-12,255.27517700195312
2012-03-13,256.0616149902344
2012-03-14,257.4494934082031
2012-03-15,250.4175262451172
2012-03-16,250.00123596191406
2012-03-19,243.84832763671875
2012-03-20,244.81988525390625
2012-03-21,242.8768310546875
2012-03-22,238.66696166992188
2012-03-23,238.43569946289062
2012-03-26,240.47120666503906
2012-03-27,243.7095184326172
2012-03-28,240.19369506835938
2012-03-29,242.7380828857422
2012-03-30,249.49229431152344
2012-04-02,256.5242004394531
2012-04-03,260.1789245605469
2012-04-04,259.06866455078125
2012-04-09,259.2074279785156
2012-04-10,257.819580078125
2012-04-11,250.6488494873047
2012-04-12,252.82327270507812
2012-04-13,248.47467041015625
2012-04-16,247.7344207763672
2012-04-17,248.3820343017578
2012-04-18,247.4568634033203
2012-04-19,250.7876739501953
2012-04-20,249.0760040283203
2012-04-23,243.52452087402344
2012-04-24,246.1614532470703
2012-04-25,245.7914276123047
2012-04-26,250.1862335205078
2012-04-27,244.95864868164062
2012-04-30,252.91583251953125
2012-05-02,246.4853057861328
2012-05-03,244.8661346435547
2012-05-04,244.21853637695312
2012-05-07,237.55667114257812
2012-05-08,232.32907104492188
2012-05-09,228.99815368652344
2012-05-10,222.1513671875
2012-05-11,223.35418701171875
2012-05-14,224.603271484375
2012-05-15,219.6531982421875
2012-05-16,221.08734130859375
2012-05-17,228.67434692382812
2012-05-18,229.92340087890625
2012-05-21,233.2543182373047
2012-05-22,237.6492462158203
2012-05-23,239.0833282470703
2012-05-24,241.7665557861328
2012-05-25,240.93382263183594
2012-05-28,240.3324737548828
2012-05-29,245.14366149902344
2012-05-30,244.1260223388672
2012-05-31,238.66696166992188
2012-06-01,238.43569946289062
2012-06-04,239.22210693359375
2012-06-05,239.26840209960938
2012-06-06,231.6813507080078
2012-06-07,235.0585479736328
2012-06-08,242.69183349609375
2012-06-11,245.9301300048828
2012-06-12,242.09034729003906
2012-06-13,230.10848999023438
2012-06-14,223.8167724609375
2012-06-15,226.037353515625
2012-06-18,229.2757568359375
2012-06-19,222.9378204345703
2012-06-20,223.16909790039062
2012-06-21,224.66195678710938
2012-06-22,223.96218872070312
2012-06-25,222.4227294921875
2012-06-26,225.45492553710938
2012-06-27,225.78150939941406
2012-06-28,225.4083251953125
2012-06-29,227.08767700195312
2012-07-02,225.59490966796875
2012-07-03,225.78150939941406
2012-07-04,226.34129333496094
2012-07-05,227.4608612060547
2012-07-06,224.3353729248047
2012-07-09,221.76968383789062
2012-07-10,221.48974609375
2012-07-11,219.81039428710938
2012-07-12,216.0318145751953
2012-07-13,220.4168701171875
2012-07-16,221.0232696533203
2012-07-17,220.23025512695312
2012-07-18,219.5771484375
2012-07-19,221.7230224609375
2012-07-20,219.3905487060547
2012-07-23,220.83670043945312
2012-07-24,222.1428985595703
2012-07-25,219.71710205078125
2012-07-26,215.192138671875
2012-07-27,218.2709503173828
2012-07-30,218.59754943847656
2012-07-31,215.751953125
2012-08-01,215.6119842529297
2012-08-02,219.1573486328125
2012-08-03,218.0843963623047
2012-08-06,219.20396423339844
2012-08-07,219.20396423339844
2012-08-08,217.29135131835938
2012-08-09,218.31761169433594
2012-08-10,218.7374725341797
2012-08-13,218.97076416015625
2012-08-14,219.1107177734375
2012-08-16,215.192138671875
2012-08-17,216.54495239257812
2012-08-21,218.7374725341797
2012-08-22,217.57122802734375
2012-08-23,218.3643035888672
2012-08-24,216.3117218017578
2012-08-27,216.87149047851562
2012-08-28,214.8656005859375
2012-08-29,213.13958740234375
2012-08-30,212.9995880126953
2012-08-31,213.41944885253906
2012-09-03,211.41358947753906
2012-09-04,213.23287963867188
2012-09-05,212.673095703125
2012-09-06,214.72567749023438
2012-09-07,215.8919219970703
2012-09-10,216.7315673828125
2012-09-11,216.82485961914062
2012-09-12,219.20396423339844
2012-09-13,218.55091857910156
2012-09-14,215.0055389404297
2012-09-17,220.3235626220703
2012-09-18,219.62380981445312
2012-09-20,217.66455078125
2012-09-21,215.23878479003906
2012-09-24,237.677001953125
2012-09-25,241.92202758789062
2012-09-26,244.25450134277344
2012-09-27,248.77943420410156
2012-09-28,247.14674377441406
2012-10-01,246.16722106933594
2012-10-03,241.22230529785156
2012-10-04,258.76239013671875
2012-10-05,251.578369140625
2012-10-08,250.78536987304688
2012-10-09,252.09156799316406
2012-10-10,241.7354278564453
2012-10-11,247.38002014160156
2012-10-12,246.30714416503906
2012-10-15,249.8990936279297
2012-10-16,250.69210815429688
2012-10-17,252.18482971191406
2012-10-18,255.6834716796875
2012-10-19,250.78536987304688
2012-10-22,257.4095764160156
2012-10-23,260.2552185058594
2012-10-25,253.53768920898438
2012-10-29,246.16722106933594
2012-10-30,245.60733032226562
2012-10-31,254.7505340576172
2012-11-01,249.80580139160156
2012-11-02,251.2985076904297
2012-11-05,250.78536987304688
2012-11-06,251.3917999267578
2012-11-07,260.58172607421875
2012-11-08,257.03631591796875
2012-11-09,255.49697875976562
2012-11-12,261.4679870605469
2012-11-15,275.18280029296875
2012-11-16,264.68682861328125
2012-11-19,264.2203369140625
2012-11-20,258.1559753417969
2012-11-21,262.7275085449219
2012-11-22,258.6690368652344
2012-11-23,256.8497619628906
2012-11-26,256.7098693847656
2012-11-27,265.9462585449219
2012-11-29,272.6637878417969
2012-11-30,266.4128112792969
2012-12-03,270.238037109375
2012-12-04,267.6723327636719
2012-12-05,267.6723327636719
2012-12-06,269.3050537109375
2012-12-07,277.14208984375
2012-12-10,273.5502014160156
2012-12-11,262.96087646484375
2012-12-12,269.7249755859375
2012-12-13,262.77423095703125
2012-12-14,263.84710693359375
2012-12-17,266.9725646972656
2012-12-18,262.8675537109375
2012-12-19,276.6289978027344
2012-12-20,282.27349853515625
2012-12-21,274.6230773925781
2012-12-24,271.7774963378906
2012-12-26,269.1184997558594
2012-12-27,274.66973876953125
2012-12-28,273.03692626953125
2012-12-31,268.8385314941406
2013-01-01,283.0664978027344
2013-01-02,278.21502685546875
2013-01-03,278.6815490722656
2013-01-04,279.8477783203125
2013-01-07,278.3550109863281
2013-01-08,274.0633239746094
2013-01-09,269.445068359375
2013-01-10,264.64013671875
2013-01-11,252.74459838867188
2013-01-14,263.0074768066406
2013-01-15,270.70458984375
2013-01-16,284.3727722167969
2013-01-17,289.9706726074219
2013-01-18,295.4284973144531
2013-01-21,283.25311279296875
2013-01-22,290.5769958496094
2013-01-23,283.99951171875
2013-01-24,277.37530517578125
2013-01-25,283.6263122558594
2013-01-28,278.8681335449219
2013-01-29,275.13616943359375
2013-01-30,271.1243896484375
2013-01-31,271.7308349609375
2013-02-01,271.1243896484375
2013-02-04,272.99041748046875
2013-02-05,265.2932434082031
2013-02-06,264.0803527832031
2013-02-07,264.64013671875
2013-02-08,255.31036376953125
2013-02-11,263.6605529785156
2013-02-12,266.9725646972656
2013-02-13,272.29058837890625
2013-02-14,271.6375427246094
2013-02-15,270.4714050292969
2013-02-18,271.6841735839844
2013-02-19,273.3169250488281
2013-02-20,270.93780517578125
2013-02-21,264.03375244140625
2013-02-22,265.4331970214844
2013-02-25,259.5553894042969
2013-02-26,263.6605529785156
2013-02-27,264.3602600097656
2013-02-28,257.1296691894531
2013-03-01,249.10604858398438
2013-03-04,242.94833374023438
2013-03-05,250.13229370117188
2013-03-06,265.33990478515625
2013-03-07,260.81494140625
2013-03-08,261.4679870605469
2013-03-11,260.58172607421875
2013-03-12,266.69268798828125
2013-03-13,269.6782531738281
2013-03-14,267.95220947265625
2013-03-15,266.50616455078125
2013-03-18,259.9285888671875
2013-03-19,255.1237335205078
2013-03-20,254.7039031982422
2013-03-21,250.45884704589844
2013-03-22,245.84060668945312
2013-03-25,241.5489044189453
2013-03-26,233.01211547851562
2013-03-28,240.38265991210938
2013-04-01,240.70919799804688
2013-04-02,241.08236694335938
2013-04-03,238.0501708984375
2013-04-04,234.03839111328125
2013-04-05,235.25123596191406
2013-04-08,238.4233856201172
2013-04-09,234.87803649902344
2013-04-10,232.59226989746094
2013-04-11,224.3820343017578
2013-04-12,223.91552734375
2013-04-15,227.2276153564453
2013-04-16,230.63299560546875
2013-04-17,240.0094451904297
2013-04-18,242.01536560058594
2013-04-22,242.94833374023438
2013-04-23,239.7295684814453
2013-04-25,240.05612182617188
2013-04-26,235.76437377929688
2013-04-29,232.77882385253906
2013-04-30,227.5541534423828
2013-05-02,229.18687438964844
2013-05-03,225.92144775390625
2013-05-06,223.02919006347656
2013-05-07,220.97662353515625
2013-05-08,221.11656188964844
2013-05-09,217.57122802734375
2013-05-10,218.8307647705078
2013-05-13,220.83670043945312
2013-05-14,218.41098022460938
2013-05-15,221.8163604736328
2013-05-16,231.1461181640625
2013-05-17,233.94508361816406
2013-05-20,241.17572021484375
2013-05-21,237.35047912597656
2013-05-22,231.37937927246094
2013-05-23,222.60935974121094
2013-05-24,224.10211181640625
2013-05-27,231.8925323486328
2013-05-28,231.51930236816406
2013-05-29,225.12838745117188
2013-05-30,220.27688598632812
2013-05-31,217.94444274902344
2013-06-03,213.93264770507812
2013-06-04,211.46018981933594
2013-06-05,209.2677459716797
2013-06-06,206.18887329101562
2013-06-07,203.43658447265625
2013-06-10,198.07196044921875
2013-06-11,188.55552673339844
2013-06-12,185.10353088378906
2013-06-13,191.3078155517578
2013-06-14,200.26446533203125
2013-06-17,197.9786376953125
2013-06-18,197.74537658691406
2013-06-19,196.29925537109375
2013-06-20,188.41558837890625
2013-06-21,186.31637573242188
2013-06-24,183.93731689453125
2013-06-25,180.06541442871094
2013-06-26,179.13243103027344
2013-06-27,178.8058624267578
2013-06-28,184.5903778076172
2013-07-01,201.71054077148438
2013-07-02,194.99310302734375
2013-07-03,192.56735229492188
2013-07-04,194.7598876953125
2013-07-05,199.37814331054688
2013-07-08,191.72769165039062
2013-07-09,193.50033569335938
2013-07-10,194.8531494140625
2013-07-11,198.47987365722656
2013-07-12,199.42185974121094
2013-07-15,203.1898956298828
2013-07-16,189.90765380859375
2013-07-17,183.45497131347656
2013-07-18,185.57444763183594
2013-07-19,182.8897247314453
2013-07-22,180.39344787597656
2013-07-23,182.65423583984375
2013-07-24,183.17233276367188
2013-07-25,185.24468994140625
2013-07-26,188.16493225097656
2013-07-29,189.3424530029297
2013-07-30,188.49462890625
2013-07-31,187.7410430908203
2013-08-01,186.6106414794922
2013-08-02,179.31011962890625
2013-08-05,165.60397338867188
2013-08-06,160.56430053710938
2013-08-07,153.2166748046875
2013-08-08,160.23460388183594
2013-08-12,165.22718811035156
2013-08-13,180.53469848632812
2013-08-14,177.14353942871094
2013-08-16,173.65811157226562
2013-08-19,165.98077392578125
2013-08-20,162.0714569091797
2013-08-21,154.4412384033203
2013-08-22,157.31436157226562
2013-08-23,158.91578674316406
2013-08-26,159.48098754882812
2013-08-27,154.11155700683594
2013-08-28,158.3976593017578
2013-08-29,159.15127563476562
2013-08-30,156.8433837890625
2013-09-02,156.27816772460938
2013-09-03,153.1695556640625
2013-09-04,150.62612915039062
2013-09-05,149.4957275390625
2013-09-06,147.3762664794922
2013-09-10,152.9811553955078
2013-09-11,155.28907775878906
2013-09-12,161.78887939453125
2013-09-13,162.63668823242188
2013-09-16,157.78536987304688
2013-09-17,162.3069610595703
2013-09-18,164.944580078125
2013-09-19,167.77059936523438
2013-09-20,161.17660522460938
2013-09-23,158.30349731445312
2013-09-24,158.96287536621094
2013-09-25,158.3976593017578
2013-09-26,163.90841674804688
2013-09-27,156.51364135742188
2013-09-30,159.29258728027344
2013-10-01,159.6222686767578
2013-10-03,161.17660522460938
2013-10-04,161.12945556640625
2013-10-07,157.5498504638672
2013-10-08,162.40115356445312
2013-10-09,163.57864379882812
2013-10-10,164.56776428222656
2013-10-11,165.83949279785156
2013-10-14,163.0606231689453
2013-10-15,160.42295837402344
2013-10-17,161.27078247070312
2013-10-18,164.56776428222656
2013-10-21,163.5316162109375
2013-10-22,164.85037231445312
2013-10-23,173.32843017578125
2013-10-24,173.37547302246094
2013-10-25,166.59310913085938
2013-10-28,170.2198028564453
2013-10-29,172.99868774414062
2013-10-30,174.7884979248047
2013-10-31,177.19058227539062
2013-11-01,178.88624572753906
2013-11-05,177.89712524414062
2013-11-06,177.3319091796875
2013-11-07,178.60365295410156
2013-11-08,175.63632202148438
2013-11-11,175.77760314941406
2013-11-12,176.15443420410156
2013-11-13,175.21241760253906
2013-11-14,178.22682189941406
2013-11-18,186.04542541503906
2013-11-19,185.8099365234375
2013-11-20,187.45843505859375
2013-11-21,180.4405517578125
2013-11-22,177.28480529785156
2013-11-25,180.5818328857422
2013-11-26,178.933349609375
2013-11-27,177.09642028808594
2013-11-28,180.01666259765625
2013-11-29,181.7593536376953
2013-12-02,181.85357666015625
2013-12-03,179.5456085205078
2013-12-04,174.3175048828125
2013-12-05,173.7993927001953
2013-12-06,175.63632202148438
2013-12-09,180.34632873535156
2013-12-10,189.67214965820312
2013-12-11,194.00538635253906
2013-12-12,196.69007873535156
2013-12-13,198.80955505371094
2013-12-16,203.37826538085938
2013-12-17,204.55580139160156
2013-12-18,207.28761291503906
2013-12-19,208.60638427734375
2013-12-20,210.914306640625
2013-12-23,220.4285125732422
2013-12-24,216.4721221923828
2013-12-26,216.61343383789062
2013-12-27,217.88511657714844
2013-12-30,216.84889221191406
2013-12-31,220.52276611328125
2014-01-01,223.9139404296875
2014-01-02,222.5480499267578
2014-01-03,221.74729919433594
2014-01-06,223.06614685058594
2014-01-07,218.3090057373047
2014-01-08,211.008544921875
2014-01-09,203.23695373535156
2014-01-10,195.4654998779297
2014-01-13,197.82044982910156
2014-01-14,198.24435424804688
2014-01-15,196.1719512939453
2014-01-16,198.43276977539062
2014-01-17,197.82044982910156
2014-01-20,195.22996520996094
2014-01-21,195.51254272460938
2014-01-22,195.0415496826172
2014-01-23,194.1466827392578
2014-01-24,185.29185485839844
2014-01-27,177.9442138671875
2014-01-28,179.1688232421875
2014-01-29,178.88624572753906
2014-01-30,187.64683532714844
2014-01-31,191.9800567626953
2014-02-03,180.53469848632812
2014-02-04,176.15443420410156
2014-02-05,178.27391052246094
2014-02-06,174.17620849609375
2014-02-07,174.2704315185547
2014-02-10,176.0602264404297
2014-02-11,174.92984008789062
2014-02-12,174.22329711914062
2014-02-13,174.4116973876953
2014-02-14,175.0240020751953
2014-02-17,174.22329711914062
2014-02-18,174.3175048828125
2014-02-19,179.1688232421875
2014-02-20,180.67601013183594
2014-02-21,183.031005859375
2014-02-24,182.1831817626953
2014-02-25,180.5818328857422
2014-02-26,181.09988403320312
2014-02-28,178.60365295410156
2014-03-03,181.0528106689453
2014-03-04,184.2085418701172
2014-03-05,178.88624572753906
2014-03-06,179.451416015625
2014-03-07,179.9695281982422
2014-03-10,199.2805938720703
2014-03-11,198.85665893554688
2014-03-12,197.9617156982422
2014-03-13,197.3965606689453
2014-03-14,191.46192932128906
2014-03-18,191.22642517089844
2014-03-19,191.22642517089844
2014-03-20,188.73016357421875
2014-03-21,197.72625732421875
2014-03-24,191.88584899902344
2014-03-25,187.6939239501953
2014-03-26,204.0847625732422
2014-03-27,210.01939392089844
2014-03-28,206.5810546875
2014-03-31,203.3311767578125
2014-04-01,204.0847625732422
2014-04-02,205.4977569580078
2014-04-03,205.7332763671875
2014-04-04,208.79478454589844
2014-04-07,205.1209716796875
2014-04-09,206.3927001953125
2014-04-10,208.5592803955078
2014-04-11,212.37442016601562
2014-04-15,207.75857543945312
2014-04-16,207.28761291503906
2014-04-17,207.19342041015625
2014-04-21,210.77297973632812
2014-04-22,211.10272216796875
2014-04-23,210.44332885742188
2014-04-24,210.44332885742188
2014-04-25,204.4144744873047
2014-04-28,204.0377197265625
2014-04-29,201.91819763183594
2014-04-30,194.61769104003906
2014-05-02,195.9835662841797
2014-05-05,193.06333923339844
2014-05-06,191.27354431152344
2014-05-07,189.0127410888672
2014-05-08,188.16493225097656
2014-05-09,194.85321044921875
2014-05-12,191.17935180664062
2014-05-13,197.4436492919922
2014-05-14,201.30589294433594
2014-05-15,208.46511840820312
2014-05-16,212.2331085205078
2014-05-19,211.19686889648438
2014-05-20,229.61305236816406
2014-05-21,231.73255920410156
2014-05-22,231.1202392578125
2014-05-23,232.91004943847656
2014-05-26,219.67491149902344
2014-05-27,218.21481323242188
2014-05-28,219.0626220703125
2014-05-29,217.88511657714844
2014-05-30,225.8921356201172
2014-06-02,231.9680633544922
2014-06-03,231.3557586669922
2014-06-04,233.56944274902344
2014-06-05,239.2214813232422
2014-06-06,244.82638549804688
2014-06-09,258.3911437988281
2014-06-10,247.88783264160156
2014-06-11,243.46047973632812
2014-06-12,247.9821014404297
2014-06-13,234.04043579101562
2014-06-16,232.10934448242188
2014-06-17,241.10545349121094
2014-06-18,241.8590545654297
2014-06-19,241.38807678222656
2014-06-20,240.1163330078125
2014-06-23,244.77931213378906
2014-06-24,249.63063049316406
2014-06-25,251.51461791992188
2014-06-26,244.63800048828125
2014-06-27,244.07273864746094
2014-06-30,244.3553924560547
2014-07-01,247.6052703857422
2014-07-02,254.38766479492188
2014-07-03,249.9132080078125
2014-07-04,244.3553924560547
2014-07-07,239.5040740966797
2014-07-08,232.1564178466797
2014-07-09,225.421142578125
2014-07-10,233.1455078125
2014-07-11,233.80496215820312
2014-07-14,224.66751098632812
2014-07-15,223.5371551513672
2014-07-16,235.87733459472656
2014-07-17,230.93186950683594
2014-07-18,225.5153045654297
2014-07-21,231.2144317626953
2014-07-22,243.7430877685547
2014-07-23,244.5908660888672
2014-07-24,251.04354858398438
2014-07-25,248.7356719970703
2014-07-28,245.39157104492188
2014-07-30,246.0980682373047
2014-07-31,244.9205322265625
2014-08-01,239.12728881835938
2014-08-04,238.5149688720703
