Date,MMTC
2010-08-10,988.4266967773438
2010-08-11,942.0628051757812
2010-08-12,896.081298828125
2010-08-13,888.1787719726562
2010-08-16,894.9024047851562
2010-08-17,886.011962890625
2010-08-18,880.8499145507812
2010-08-19,889.64453125
2010-08-20,890.7599487304688
2010-08-23,887.3502807617188
2010-08-24,880.6585693359375
2010-08-25,878.2050170898438
2010-08-26,877.1534423828125
2010-08-27,865.8413696289062
2010-08-30,852.9358520507812
2010-08-31,838.4691162109375
2010-09-01,871.7044067382812
2010-09-02,868.2630615234375
2010-09-03,867.2114868164062
2010-09-06,867.3389282226562
2010-09-07,891.0465698242188
2010-09-08,895.63671875
2010-09-09,894.2343139648438
2010-09-13,883.2371826171875
2010-09-14,883.8428955078125
2010-09-15,878.8702392578125
2010-09-16,871.1564331054688
2010-09-17,871.6026000976562
2010-09-20,869.7219848632812
2010-09-21,876.511474609375
2010-09-22,871.47509765625
2010-09-23,866.3750610351562
2010-09-24,866.7255859375
2010-09-27,863.2831420898438
2010-09-28,861.3706665039062
2010-09-29,858.820556640625
2010-09-30,862.6138305664062
2010-10-01,860.7968139648438
2010-10-04,861.9443359375
2010-10-05,864.3988647460938
2010-10-06,864.7174682617188
2010-10-07,857.6731567382812
2010-10-08,855.5693969726562
2010-10-11,857.4181518554688
2010-10-12,855.8880615234375
2010-10-13,852.4774780273438
2010-10-14,852.6367797851562
2010-10-15,845.8472900390625
2010-10-18,841.06591796875
2010-10-19,838.1333618164062
2010-10-20,833.4158935546875
2010-10-21,831.9495849609375
2010-10-22,829.2083129882812
2010-10-25,838.0376586914062
2010-10-26,841.7672729492188
2010-10-27,835.6790161132812
2010-10-28,834.0533447265625
2010-10-29,823.9487915039062
2010-11-01,827.0087890625
2010-11-02,819.2313842773438
2010-11-03,823.5025024414062
2010-11-04,831.6945190429688
2010-11-08,827.0407104492188
2010-11-09,827.837646484375
2010-11-10,827.0726928710938
2010-11-11,824.6820068359375
2010-11-12,807.1823120117188
2010-11-15,802.1777954101562
2010-11-16,773.4581298828125
2010-11-18,757.6478881835938
2010-11-19,748.4358520507812
2010-11-22,742.22021484375
2010-11-23,734.6655883789062
2010-11-24,730.8087158203125
2010-11-25,716.8153076171875
2010-11-26,678.756103515625
2010-11-29,663.551513671875
2010-11-30,660.9378051757812
2010-12-01,695.36328125
2010-12-02,714.4247436523438
2010-12-03,705.5314331054688
2010-12-06,691.283203125
2010-12-07,684.1112060546875
2010-12-08,665.3046264648438
2010-12-09,645.4143676757812
2010-12-10,645.7012329101562
2010-12-13,652.8732299804688
2010-12-14,655.3912963867188
2010-12-15,646.5619506835938
2010-12-16,644.6812133789062
2010-12-20,646.0518188476562
2010-12-21,644.4580688476562
2010-12-22,648.5062866210938
2010-12-23,657.1764526367188
2010-12-24,654.658203125
2010-12-27,649.20751953125
2010-12-28,649.717529296875
2010-12-29,651.7255859375
2010-12-30,752.77099609375
2010-12-31,744.897705078125
2011-01-03,741.9652099609375
2011-01-04,733.4225463867188
2011-01-05,774.1593627929688
2011-01-06,776.008056640625
2011-01-07,745.8220825195312
2011-01-10,714.0103759765625
2011-01-11,712.671630859375
2011-01-12,713.3091430664062
2011-01-13,707.922119140625
2011-01-14,703.1089477539062
2011-01-17,675.5685424804688
2011-01-18,675.5685424804688
2011-01-19,678.6923828125
2011-01-20,678.3735961914062
2011-01-21,675.6640625
2011-01-24,678.532958984375
2011-01-25,671.3928833007812
2011-01-27,658.578857421875
2011-01-28,645.3506469726562
2011-01-31,640.9518432617188
2011-02-01,633.556640625
2011-02-02,631.5485229492188
2011-02-03,654.467041015625
2011-02-04,639.7086181640625
2011-02-07,637.6367797851562
2011-02-08,624.535888671875
2011-02-09,604.804931640625
2011-02-10,585.8709106445312
2011-02-11,594.3817138671875
2011-02-14,617.2364501953125
2011-02-15,625.7471923828125
2011-02-16,627.022216796875
2011-02-17,630.4010009765625
2011-02-18,626.4165649414062
2011-02-21,621.348388671875
2011-02-22,623.77099609375
2011-02-23,613.9850463867188
2011-02-24,598.3660888671875
2011-02-25,595.816162109375
2011-02-28,598.6212768554688
2011-03-01,604.6456909179688
2011-03-03,605.123779296875
2011-03-04,607.2275390625
2011-03-07,599.927978515625
2011-03-08,612.6782836914062
2011-03-09,610.5426635742188
2011-03-10,610.0645141601562
2011-03-11,599.0674438476562
2011-03-14,600.246826171875
2011-03-15,588.1979370117188
2011-03-16,593.2662353515625
2011-03-17,589.63232421875
2011-03-18,591.512939453125
2011-03-21,589.6961059570312
2011-03-22,594.2223510742188
2011-03-23,592.5648193359375
2011-03-24,595.4974365234375
2011-03-25,591.289794921875
2011-03-28,590.5247192382812
2011-03-29,588.8035278320312
2011-03-30,595.0830078125
2011-03-31,594.2543334960938
2011-04-01,594.668701171875
2011-04-04,608.088134765625
2011-04-05,619.4677734375
2011-04-06,622.1771240234375
2011-04-07,623.9302978515625
2011-04-08,615.1964111328125
2011-04-11,609.5226440429688
2011-04-13,610.8932495117188
2011-04-15,612.6782836914062
2011-04-18,685.1630249023438
2011-04-19,662.7864379882812
2011-04-20,659.5989379882812
2011-04-21,647.677490234375
2011-04-25,652.8094482421875
2011-04-26,653.8295288085938
2011-04-27,646.3068237304688
2011-04-28,641.3980102539062
2011-04-29,629.0623168945312
2011-05-02,627.6278076171875
2011-05-03,610.7020263671875
2011-05-04,607.3231811523438
2011-05-05,600.7249145507812
2011-05-06,598.04736328125
2011-05-09,602.7012329101562
2011-05-10,600.9481811523438
2011-05-11,602.0318603515625
2011-05-12,603.6893920898438
2011-05-13,604.0718994140625
2011-05-16,596.2623291015625
2011-05-17,591.5447387695312
2011-05-18,583.767333984375
2011-05-19,589.122314453125
2011-05-20,587.68798828125
2011-05-23,582.7152709960938
2011-05-24,575.5752563476562
2011-05-25,575.6389770507812
2011-05-26,572.7383422851562
2011-05-27,577.902099609375
2011-05-30,578.73095703125
2011-05-31,589.6641845703125
2011-06-01,590.9072875976562
2011-06-02,587.5604248046875
2011-06-03,581.4085083007812
2011-06-06,577.2964477539062
2011-06-07,582.7152709960938
2011-06-08,583.25732421875
2011-06-09,579.2409057617188
2011-06-10,577.3284301757812
2011-06-13,579.08154296875
2011-06-14,619.818359375
2011-06-15,599.5137329101562
2011-06-16,588.6441040039062
2011-06-17,582.4284057617188
2011-06-20,565.8850708007812
2011-06-21,564.6737670898438
2011-06-22,560.306884765625
2011-06-23,559.7969360351562
2011-06-24,570.4751586914062
2011-06-27,573.75830078125
2011-06-28,571.9095458984375
2011-06-29,581.791015625
2011-06-30,581.82275390625
2011-07-01,580.3565673828125
2011-07-04,579.6553344726562
2011-07-05,578.3484497070312
2011-07-06,578.7945556640625
2011-07-07,602.1912231445312
2011-07-08,585.0741577148438
2011-07-11,584.2134399414062
2011-07-12,579.0496826171875
2011-07-13,584.5322265625
2011-07-14,582.0459594726562
2011-07-15,581.6952514648438
2011-07-18,578.8265991210938
2011-07-19,581.4085083007812
2011-07-20,575.9258422851562
2011-07-21,586.8910522460938
2011-07-22,582.651611328125
2011-07-25,580.5159301757812
2011-07-26,576.308349609375
2011-07-27,574.8739624023438
2011-07-28,569.2319946289062
2011-07-29,564.5782470703125
2011-08-01,561.8051147460938
2011-08-02,559.605712890625
2011-08-03,549.5010986328125
2011-08-04,549.11865234375
2011-08-05,524.3831787109375
2011-08-08,499.9985046386719
2011-08-09,479.59814453125
2011-08-10,492.8903503417969
2011-08-11,491.71087646484375
2011-08-12,480.5225524902344
2011-08-16,477.14385986328125
2011-08-17,463.1504821777344
2011-08-18,448.6470947265625
2011-08-19,433.8250427246094
2011-08-22,441.0926513671875
2011-08-23,455.0859680175781
2011-08-24,444.7583312988281
2011-08-25,445.1090087890625
2011-08-26,431.9124755859375
2011-08-29,440.4232482910156
2011-08-30,443.29205322265625
2011-09-02,453.9384765625
2011-09-05,441.0926513671875
2011-09-06,443.9295654296875
2011-09-07,456.5841369628906
2011-09-08,457.8272705078125
2011-09-09,460.249755859375
2011-09-12,448.04150390625
2011-09-13,444.6626892089844
2011-09-14,444.9815673828125
2011-09-15,447.2774658203125
2011-09-16,450.7530822753906
2011-09-19,450.6255187988281
2011-09-20,451.5821533203125
2011-09-21,451.42266845703125
2011-09-22,440.8681335449219
2011-09-23,430.12225341796875
2011-09-26,421.0025939941406
2011-09-27,430.82379150390625
2011-09-28,425.466796875
2011-09-29,427.3162536621094
2011-09-30,417.1761779785156
2011-10-03,406.2070617675781
2011-10-04,404.8040466308594
2011-10-05,402.6357421875
2011-10-07,404.8678283691406
2011-10-10,408.9812316894531
2011-10-11,413.3497619628906
2011-10-12,422.4694519042969
2011-10-13,423.64923095703125
2011-10-14,420.5242919921875
2011-10-17,429.771484375
2011-10-18,416.92108154296875
2011-10-19,419.3445129394531
2011-10-20,413.54107666015625
2011-10-21,409.7465515136719
2011-10-24,408.08843994140625
2011-10-25,406.94049072265625
2011-10-28,428.2728271484375
2011-10-31,427.7945556640625
2011-11-01,423.90435791015625
2011-11-02,420.2373352050781
2011-11-03,418.3240966796875
2011-11-04,420.0779113769531
2011-11-08,420.9707336425781
2011-11-09,415.61370849609375
2011-11-11,408.9174499511719
2011-11-14,407.8652038574219
2011-11-15,399.957275390625
2011-11-16,383.822509765625
2011-11-17,376.5522766113281
2011-11-18,372.47076416015625
2011-11-21,363.9250793457031
2011-11-22,359.4291076660156
2011-11-23,353.498046875
2011-11-24,347.9178771972656
2011-11-25,345.78143310546875
2011-11-28,356.11279296875
2011-11-29,357.0056457519531
2011-11-30,352.6370849609375
2011-12-01,354.9010925292969
2011-12-02,356.4316711425781
2011-12-05,356.6867370605469
2011-12-07,354.2633361816406
2011-12-08,348.8745422363281
2011-12-09,340.7433166503906
2011-12-12,327.70159912109375
2011-12-13,328.2755432128906
2011-12-14,326.55364990234375
2011-12-15,317.1151428222656
2011-12-16,303.0211181640625
2011-12-19,292.147705078125
2011-12-20,282.1990051269531
2011-12-21,286.8226013183594
2011-12-22,316.9556884765625
2011-12-23,316.2222900390625
2011-12-26,316.7643737792969
2011-12-27,311.949462890625
2011-12-28,306.40106201171875
2011-12-29,297.7278747558594
2011-12-30,343.8682556152344
2012-01-02,330.7945861816406
2012-01-03,395.1104736328125
2012-01-04,465.45294189453125
2012-01-05,497.7224426269531
2012-01-06,527.7599487304688
2012-01-09,617.043212890625
2012-01-10,627.4703369140625
2012-01-11,605.8827514648438
2012-01-12,604.4478759765625
2012-01-13,606.3930053710938
2012-01-16,601.6099853515625
2012-01-17,582.82861328125
2012-01-18,553.6840209960938
2012-01-19,552.4085693359375
2012-01-20,539.3667602539062
2012-01-23,527.4730224609375
2012-01-24,521.5101928710938
2012-01-25,530.6298217773438
2012-01-27,531.2673950195312
2012-01-30,555.4696044921875
2012-01-31,569.0215454101562
2012-02-01,570.6159057617188
2012-02-02,562.5803833007812
2012-02-03,549.1879272460938
2012-02-06,550.048828125
2012-02-07,576.7380981445312
2012-02-08,570.8390502929688
2012-02-09,564.2066040039062
2012-02-10,558.1481323242188
2012-02-13,547.8487548828125
2012-02-14,553.1419067382812
2012-02-15,551.3242797851562
2012-02-16,549.7619018554688
2012-02-17,535.4765625
2012-02-21,535.4446411132812
2012-02-22,547.1151733398438
2012-02-23,535.4446411132812
2012-02-24,516.0255126953125
2012-02-27,491.21759033203125
2012-02-28,515.7705078125
2012-02-29,541.5350341796875
2012-03-01,551.1331176757812
2012-03-02,532.6704711914062
2012-03-05,532.2559204101562
2012-03-06,524.0291748046875
2012-03-07,530.8849487304688
2012-03-09,527.8236694335938
2012-03-12,529.7687377929688
2012-03-13,532.95751953125
2012-03-14,531.968994140625
2012-03-15,527.441162109375
2012-03-16,518.4169921875
2012-03-19,504.6419372558594
2012-03-20,509.87139892578125
2012-03-21,511.8164978027344
2012-03-22,518.0982055664062
2012-03-23,524.06103515625
2012-03-26,516.1212158203125
2012-03-27,516.1212158203125
2012-03-28,503.6214599609375
2012-03-29,496.1281433105469
2012-03-30,500.5284729003906
2012-04-02,505.9493103027344
2012-04-03,511.40191650390625
2012-04-04,508.24517822265625
2012-04-09,506.714599609375
2012-04-10,504.83331298828125
2012-04-11,503.5897521972656
2012-04-12,506.7464294433594
2012-04-13,497.3398742675781
2012-04-16,491.40887451171875
2012-04-17,496.3194885253906
2012-04-18,495.7773742675781
2012-04-19,492.74810791015625
2012-04-20,484.3618469238281
2012-04-23,464.1455993652344
2012-04-24,455.3448181152344
2012-04-25,443.0364990234375
2012-04-26,438.5085144042969
2012-04-27,430.12225341796875
2012-04-30,493.9917297363281
2012-05-02,513.666015625
2012-05-03,514.1123657226562
2012-05-04,488.6665954589844
2012-05-07,476.9003601074219
2012-05-08,498.2007751464844
2012-05-09,497.818115234375
2012-05-10,497.244140625
2012-05-11,489.46380615234375
2012-05-14,476.8684387207031
2012-05-15,485.9243469238281
2012-05-16,482.60809326171875
2012-05-17,483.245849609375
2012-05-18,473.2652587890625
2012-05-21,475.082763671875
2012-05-22,474.82769775390625
2012-05-23,467.20672607421875
2012-05-24,470.1403503417969
2012-05-25,469.1837158203125
2012-05-28,473.6159973144531
2012-05-29,475.3697814941406
2012-05-30,470.42730712890625
2012-05-31,459.0118103027344
2012-06-01,444.3757019042969
2012-06-04,435.0009765625
2012-06-05,435.8937683105469
2012-06-06,443.8973693847656
2012-06-07,445.523681640625
2012-06-08,441.3145751953125
2012-06-11,442.81329345703125
2012-06-12,441.7290954589844
2012-06-13,441.760986328125
2012-06-14,475.6248779296875
2012-06-15,479.99334716796875
2012-06-18,471.47955322265625
2012-06-19,471.47955322265625
2012-06-20,468.80108642578125
2012-06-21,471.3839111328125
2012-06-22,464.815185546875
2012-06-25,462.5512390136719
2012-06-26,459.4582214355469
2012-06-27,454.19683837890625
2012-06-28,469.7895812988281
2012-06-29,470.778076171875
2012-07-02,471.35198974609375
2012-07-03,474.6044921875
2012-07-04,476.2625732421875
2012-07-05,497.11669921875
2012-07-06,486.97662353515625
2012-07-09,478.49468994140625
2012-07-10,485.9243469238281
2012-07-11,481.01373291015625
2012-07-12,473.9986267089844
2012-07-13,467.33428955078125
2012-07-16,459.17120361328125
2012-07-17,458.11895751953125
2012-07-18,452.5068664550781
2012-07-19,459.6495361328125
2012-07-20,460.1596984863281
2012-07-23,450.33856201171875
2012-07-24,452.3155212402344
2012-07-25,457.8957214355469
2012-07-26,444.6307678222656
2012-07-27,440.6767883300781
2012-07-30,446.1294860839844
2012-07-31,444.4713439941406
2012-08-01,448.0427551269531
2012-08-02,454.19683837890625
2012-08-03,447.85137939453125
2012-08-06,450.8168640136719
2012-08-07,452.2836608886719
2012-08-08,506.9696960449219
2012-08-09,493.8641662597656
2012-08-10,490.675537109375
2012-08-13,507.8307189941406
2012-08-14,505.4391174316406
2012-08-16,509.967041015625
2012-08-17,500.3052673339844
2012-08-21,494.4381103515625
2012-08-22,499.1892395019531
2012-08-23,495.7454833984375
2012-08-24,489.24053955078125
2012-08-27,482.193603515625
2012-08-28,464.97467041015625
2012-08-29,457.5130920410156
2012-08-30,462.8700866699219
2012-08-31,479.164306640625
2012-09-03,480.69482421875
2012-09-04,474.9233703613281
2012-09-05,471.5752258300781
2012-09-06,482.0978698730469
2012-09-07,501.676513671875
2012-09-10,493.513427734375
2012-09-11,495.1076965332031
2012-09-12,491.9828796386719
2012-09-13,496.6717224121094
2012-09-14,495.6829528808594
2012-09-17,493.03546142578125
2012-09-18,496.8631286621094
2012-09-20,488.2508850097656
2012-09-21,491.18536376953125
2012-09-24,493.3863220214844
2012-09-25,489.7819519042969
2012-09-26,487.03875732421875
2012-09-27,487.6129150390625
2012-09-28,485.12493896484375
2012-10-01,485.63531494140625
2012-10-03,482.92401123046875
2012-10-04,486.6878967285156
2012-10-05,481.6800231933594
2012-10-08,479.4153137207031
2012-10-09,486.0818786621094
2012-10-10,479.4472351074219
2012-10-11,478.71356201171875
2012-10-12,470.4203186035156
2012-10-15,466.3055419921875
2012-10-16,463.9451599121094
2012-10-17,467.1029968261719
2012-10-18,468.921142578125
2012-10-19,463.626220703125
2012-10-22,460.3407897949219
2012-10-23,468.921142578125
2012-10-25,461.6804504394531
2012-10-29,461.36151123046875
2012-10-30,452.4302673339844
2012-10-31,454.918212890625
2012-11-01,456.5769348144531
2012-11-02,486.7516784667969
2012-11-05,473.4186706542969
2012-11-06,470.1651611328125
2012-11-07,468.2194519042969
2012-11-08,464.6788024902344
2012-11-09,460.81927490234375
2012-11-12,457.7571105957031
2012-11-15,451.34576416015625
2012-11-16,452.653564453125
2012-11-19,454.7906494140625
2012-11-20,453.7061767578125
2012-11-21,450.9630126953125
2012-11-22,461.52099609375
2012-11-23,442.7654113769531
2012-11-26,429.4642639160156
2012-11-27,431.4100036621094
2012-11-29,431.0272521972656
2012-11-30,431.5375671386719
2012-12-03,428.89013671875
2012-12-04,425.9237060546875
2012-12-05,432.7178039550781
2012-12-06,432.6858825683594
2012-12-07,430.8996276855469
2012-12-10,429.27288818359375
2012-12-11,429.1134033203125
2012-12-12,425.6047058105469
2012-12-13,420.0545959472656
2012-12-14,417.63037109375
2012-12-17,417.6942138671875
2012-12-18,415.620849609375
2012-12-19,415.0467529296875
2012-12-20,412.62255859375
2012-12-21,411.6018371582031
2012-12-24,409.6880187988281
2012-12-26,405.7646179199219
2012-12-27,403.8827209472656
2012-12-28,400.24639892578125
2012-12-31,407.3275451660156
2013-01-01,408.2845153808594
2013-01-02,408.4120788574219
2013-01-03,410.26214599609375
2013-01-04,410.3897705078125
2013-01-07,406.5939636230469
2013-01-08,406.75347900390625
2013-01-09,405.8922119140625
2013-01-10,404.9671936035156
2013-01-11,399.5127868652344
2013-01-14,401.90509033203125
2013-01-15,398.52398681640625
2013-01-16,394.7919921875
2013-01-17,394.058349609375
2013-01-18,389.8479309082031
2013-01-21,384.6167297363281
2013-01-22,383.1175842285156
2013-01-23,377.5993957519531
2013-01-24,368.03021240234375
2013-01-25,365.82928466796875
2013-01-28,365.9568176269531
2013-01-29,359.99212646484375
2013-01-30,356.6748046875
2013-01-31,356.73858642578125
2013-02-01,356.7705078125
2013-02-04,351.7945251464844
2013-02-05,343.2779541015625
2013-02-06,343.884033203125
2013-02-07,335.2398986816406
2013-02-08,326.30865478515625
2013-02-11,388.3487243652344
2013-02-12,402.89385986328125
2013-02-13,383.1495056152344
2013-02-14,369.27423095703125
2013-02-15,352.7833557128906
2013-02-18,381.8417053222656
2013-02-19,380.6614990234375
2013-02-20,369.8802185058594
2013-02-21,353.2618103027344
2013-02-22,344.6814880371094
2013-02-25,327.8397521972656
2013-02-26,310.74285888671875
2013-02-27,300.91845703125
2013-02-28,274.25238037109375
2013-03-01,259.8667297363281
2013-03-04,235.9438018798828
2013-03-05,215.65716552734375
2013-03-06,203.2172393798828
2013-03-07,192.8506317138672
2013-03-08,193.6161651611328
2013-03-11,189.40573120117188
2013-03-12,203.08966064453125
2013-03-13,200.82493591308594
2013-03-14,191.5747528076172
2013-03-15,189.05487060546875
2013-03-18,184.27027893066406
2013-03-19,176.58306884765625
2013-03-20,160.79393005371094
2013-03-21,152.75582885742188
2013-03-22,145.13238525390625
2013-03-25,138.0830841064453
2013-03-26,131.51226806640625
2013-03-28,126.60010528564453
2013-04-01,132.91575622558594
2013-04-02,139.5503692626953
2013-04-03,146.50396728515625
2013-04-04,150.96957397460938
2013-04-05,149.2471160888672
2013-04-08,147.84365844726562
2013-04-09,144.33494567871094
2013-04-10,139.29519653320312
2013-04-11,136.0735626220703
2013-04-12,133.33042907714844
2013-04-15,131.1933135986328
2013-04-16,137.73223876953125
2013-04-17,137.12619018554688
2013-04-18,137.92361450195312
2013-04-22,140.1564178466797
2013-04-23,141.59178161621094
2013-04-25,139.42279052734375
2013-04-26,137.92361450195312
2013-04-29,136.9986114501953
2013-04-30,136.39256286621094
2013-05-02,137.2218780517578
2013-05-03,136.5839385986328
2013-05-06,136.96670532226562
2013-05-07,143.79269409179688
2013-05-08,145.41946411132812
2013-05-09,147.93936157226562
2013-05-10,156.04124450683594
2013-05-13,172.46832275390625
2013-05-14,167.0776824951172
2013-05-15,165.76988220214844
2013-05-16,168.60873413085938
2013-05-17,164.30262756347656
2013-05-20,163.98367309570312
2013-05-21,160.28355407714844
2013-05-22,156.77487182617188
2013-05-23,145.77032470703125
2013-05-24,149.4385223388672
2013-05-27,147.84365844726562
2013-05-28,152.97911071777344
2013-05-29,147.04620361328125
2013-05-30,145.80223083496094
2013-05-31,138.59344482421875
2013-06-03,138.11497497558594
2013-06-04,139.32708740234375
2013-06-05,143.2823486328125
2013-06-06,140.8900604248047
2013-06-07,138.81674194335938
2013-06-10,137.50894165039062
2013-06-11,131.48036193847656
2013-06-12,134.000244140625
2013-06-13,120.60342407226562
2013-06-14,108.54627227783203
2013-06-17,103.12372589111328
2013-06-18,97.98828887939453
2013-06-19,93.1080093383789
2013-06-20,88.48289489746094
2013-06-21,84.08110046386719
2013-06-24,79.90255737304688
2013-06-25,75.91539764404297
2013-06-26,72.11962890625
2013-06-27,68.51525115966797
2013-06-28,65.10224151611328
2013-07-01,61.848716735839844
2013-07-02,58.786590576171875
2013-07-03,55.8520393371582
2013-07-04,53.076988220214844
2013-07-05,50.42951965332031
2013-07-08,47.909637451171875
2013-07-09,45.51734161376953
2013-07-10,43.25263977050781
2013-07-11,41.11552810668945
2013-07-12,39.07410430908203
2013-07-15,37.12836837768555
2013-07-16,35.27833557128906
2013-07-17,33.52398681640625
2013-07-18,31.897226333618164
2013-07-19,33.492088317871094
2013-07-22,35.15074157714844
2013-07-23,35.62919998168945
2013-07-24,33.87485885620117
2013-07-25,32.69465637207031
2013-07-26,31.067895889282227
2013-07-29,29.53683090209961
2013-07-30,28.06955909729004
2013-07-31,27.27212905883789
2013-08-01,25.93244743347168
2013-08-02,24.656557083129883
2013-08-05,25.868650436401367
2013-08-06,27.144540786743164
2013-08-07,28.484224319458008
2013-08-08,29.88770294189453
2013-08-12,31.354976654052734
2013-08-13,32.917938232421875
2013-08-14,33.30070495605469
2013-08-16,31.64204978942871
2013-08-19,30.079082489013672
2013-08-20,31.450664520263672
2013-08-21,29.88770294189453
2013-08-22,30.653236389160156
2013-08-23,30.39805793762207
2013-08-26,30.42995262145996
2013-08-27,29.473037719726562
2013-08-28,29.50493621826172
2013-08-29,29.217863082885742
2013-08-30,29.154064178466797
2013-09-02,29.441139221191406
2013-09-03,28.994579315185547
2013-09-04,29.154064178466797
2013-09-05,30.592588424682617
2013-09-06,33.62947463989258
2013-09-10,34.30078125
2013-09-11,34.71635437011719
2013-09-12,33.981109619140625
2013-09-13,34.30078125
2013-09-16,33.69340133666992
2013-09-17,32.7983283996582
2013-09-18,33.0220947265625
2013-09-19,32.73438262939453
2013-09-20,32.702423095703125
2013-09-23,32.7983283996582
2013-09-24,32.41471862792969
2013-09-25,32.09505081176758
2013-09-26,31.87127685546875
2013-09-27,31.967178344726562
2013-09-30,30.848325729370117
2013-10-01,30.816356658935547
2013-10-03,31.423734664916992
2013-10-04,31.231931686401367
2013-10-07,30.944231033325195
2013-10-08,31.839311599731445
2013-10-09,32.06308364868164
2013-10-10,32.15897750854492
2013-10-11,32.5425910949707
2013-10-14,32.09505081176758
2013-10-15,31.743404388427734
2013-10-17,31.423734664916992
2013-10-18,32.15897750854492
2013-10-21,31.999143600463867
2013-10-22,31.807340621948242
2013-10-23,34.78029251098633
2013-10-24,33.62947463989258
