Date,DCAL
2004-04-22,48.73456573486328
2004-04-23,42.229122161865234
2004-04-26,42.229122161865234
2004-04-27,42.2606315612793
2004-04-28,42.97645950317383
2004-04-29,42.82788848876953
2004-04-30,41.79692459106445
2004-05-03,43.908382415771484
2004-05-04,44.2640380859375
2004-05-05,46.63661575317383
2004-05-06,46.71315002441406
2004-05-07,44.21902084350586
2004-05-10,44.74576187133789
2004-05-11,43.80033493041992
2004-05-12,44.0794563293457
2004-05-13,45.547119140625
2004-05-14,42.584781646728516
2004-05-17,37.55599594116211
2004-05-18,40.365272521972656
2004-05-19,40.455322265625
2004-05-20,41.21166229248047
2004-05-21,40.59938049316406
2004-05-24,42.233619689941406
2004-05-25,41.59883499145508
2004-05-26,40.66241455078125
2004-05-27,41.03607940673828
2004-05-28,37.236366271972656
2004-05-31,34.422584533691406
2004-06-01,35.19242858886719
2004-06-02,34.33254623413086
2004-06-03,33.78779983520508
2004-06-04,34.4856071472168
2004-06-07,36.2234001159668
2004-06-08,37.38943099975586
2004-06-09,38.38438034057617
2004-06-10,38.84809494018555
2004-06-11,37.75408935546875
2004-06-14,37.2093505859375
2004-06-15,37.1328125
2004-06-16,36.94823455810547
2004-06-17,35.75069046020508
2004-06-18,34.92230987548828
2004-06-21,35.178924560546875
2004-06-22,33.288082122802734
2004-06-23,33.765289306640625
2004-06-24,33.95437240600586
2004-06-25,33.88234329223633
2004-06-28,35.21044921875
2004-06-29,35.651641845703125
2004-06-30,35.83623123168945
2004-07-01,35.57061004638672
2004-07-02,35.59761428833008
2004-07-05,35.57061004638672
2004-07-06,36.385467529296875
2004-07-07,36.40348434448242
2004-07-08,33.814815521240234
2004-07-09,34.368560791015625
2004-07-12,34.36405563354492
2004-07-13,34.958335876464844
2004-07-14,38.217796325683594
2004-07-15,39.649452209472656
2004-07-16,40.545352935791016
2004-07-19,40.4868278503418
2004-07-20,39.24877166748047
2004-07-21,40.878509521484375
2004-07-22,43.93989944458008
2004-07-23,43.55271530151367
2004-07-26,45.11042022705078
2004-07-27,43.26008605957031
2004-07-28,42.53526306152344
2004-07-29,42.490238189697266
2004-07-30,42.116573333740234
2004-08-02,41.32870864868164
2004-08-03,43.65626525878906
2004-08-04,42.692832946777344
2004-08-05,42.61179733276367
2004-08-06,41.95899963378906
2004-08-09,42.22461700439453
2004-08-10,42.256126403808594
2004-08-11,43.323123931884766
2004-08-12,43.78232192993164
2004-08-13,43.359130859375
2004-08-16,43.719295501708984
2004-08-17,44.309059143066406
2004-08-18,42.755859375
2004-08-19,42.98095703125
2004-08-20,42.7603645324707
2004-08-23,42.19760513305664
2004-08-24,42.346168518066406
2004-08-25,41.38274002075195
2004-08-26,41.82394027709961
2004-08-27,42.01302719116211
2004-08-30,43.06199645996094
2004-08-31,43.264583587646484
2004-09-01,43.91288375854492
2004-09-02,44.286556243896484
2004-09-03,44.45763397216797
2004-09-06,44.759273529052734
2004-09-07,45.29051208496094
2004-09-08,44.86280822753906
2004-09-09,43.309608459472656
2004-09-10,43.33211898803711
2004-09-13,43.04399490356445
2004-09-14,42.940433502197266
2004-09-15,42.330108642578125
2004-09-16,43.13032913208008
2004-09-17,42.59684371948242
2004-09-20,42.52903366088867
2004-09-21,42.69178009033203
2004-09-22,42.605892181396484
2004-09-23,42.17639923095703
2004-09-24,45.48576354980469
2004-09-27,46.39900588989258
2004-09-28,47.108795166015625
2004-09-29,46.02376174926758
2004-09-30,47.39362716674805
2004-10-01,46.62504959106445
2004-10-04,47.045509338378906
2004-10-05,47.050025939941406
2004-10-06,48.06272506713867
2004-10-07,47.474998474121094
2004-10-08,46.37187957763672
2004-10-11,45.48124313354492
2004-10-12,44.51827621459961
2004-10-14,44.03904342651367
2004-10-15,43.1619758605957
2004-10-18,43.464874267578125
2004-10-19,45.589744567871094
2004-10-20,45.25066375732422
2004-10-21,45.25066375732422
2004-10-22,45.25066375732422
2004-10-25,45.209983825683594
2004-10-26,44.079734802246094
2004-10-27,45.942386627197266
2004-10-28,45.01557540893555
2004-10-29,47.357460021972656
2004-11-01,47.36650085449219
2004-11-02,49.31956481933594
2004-11-03,48.040130615234375
2004-11-04,48.56456756591797
2004-11-05,47.49760818481445
2004-11-08,50.124305725097656
2004-11-09,49.98867416381836
2004-11-10,51.561988830566406
2004-11-11,52.68319320678711
2004-11-12,53.14434051513672
2004-11-15,53.14434051513672
2004-11-16,53.026790618896484
2004-11-17,52.809776306152344
2004-11-18,51.62979507446289
2004-11-19,50.75724411010742
2004-11-22,51.24551773071289
2004-11-23,51.61623764038086
2004-11-24,51.53034210205078
2004-11-25,51.67501449584961
2004-11-26,51.67501449584961
2004-11-29,51.611717224121094
2004-11-30,51.43088150024414
2004-12-01,51.467041015625
2004-12-02,49.993202209472656
2004-12-03,49.30600357055664
2004-12-06,49.02570343017578
2004-12-07,48.92624282836914
2004-12-08,48.26165771484375
2004-12-09,48.50579071044922
2004-12-10,48.257137298583984
2004-12-13,47.135929107666016
2004-12-14,49.4461555480957
2004-12-15,52.380287170410156
2004-12-16,52.78717041015625
2004-12-17,52.51592254638672
2004-12-20,53.40655517578125
2004-12-21,53.36585998535156
2004-12-22,53.36585998535156
2004-12-23,52.25369644165039
2004-12-24,52.882110595703125
2004-12-27,56.611934661865234
2004-12-28,56.77469253540039
2004-12-29,56.94197082519531
2004-12-30,56.97361373901367
2004-12-31,56.85607147216797
2005-01-03,56.819908142089844
2005-01-04,58.00440979003906
2005-01-05,55.91118240356445
2005-01-06,56.28643035888672
2005-01-07,56.07846450805664
2005-01-10,55.350582122802734
2005-01-11,54.78093719482422
2005-01-12,53.695899963378906
2005-01-13,54.111839294433594
2005-01-14,54.016883850097656
2005-01-17,52.904720306396484
2005-01-18,53.48341369628906
2005-01-19,53.14885711669922
2005-01-20,53.33422088623047
2005-01-24,52.43453598022461
2005-01-25,50.341312408447266
2005-01-27,52.54757308959961
2005-01-28,51.06467819213867
2005-01-31,51.73378372192383
2005-02-01,52.3486328125
2005-02-02,52.6018180847168
2005-02-03,52.995140075683594
2005-02-04,53.189544677734375
2005-02-07,55.12453079223633
2005-02-08,54.74477005004883
2005-02-09,54.35595703125
2005-02-10,54.14799499511719
2005-02-11,54.07566452026367
2005-02-14,54.41474151611328
2005-02-15,54.27006530761719
2005-02-16,54.22484588623047
2005-02-17,54.251976013183594
2005-02-18,54.27006530761719
2005-02-21,54.251976013183594
2005-02-22,54.60913848876953
2005-02-23,54.08018493652344
2005-02-24,56.66166305541992
2005-02-25,55.74391555786133
2005-02-28,55.4862174987793
2005-03-01,55.18781661987305
2005-03-02,56.141754150390625
2005-03-03,56.46274185180664
2005-03-04,55.37318801879883
2005-03-07,55.61280059814453
2005-03-08,55.884056091308594
2005-03-09,54.76285171508789
2005-03-10,56.15531539916992
2005-03-11,62.71527862548828
2005-03-14,60.95209503173828
2005-03-15,56.95101547241211
2005-03-16,57.113765716552734
2005-03-17,57.56586837768555
2005-03-18,58.094825744628906
2005-03-21,58.25307083129883
2005-03-22,57.38955307006836
2005-03-23,55.78007888793945
2005-03-24,55.12905502319336
2005-03-28,55.07027816772461
2005-03-29,55.19687271118164
2005-03-30,54.247459411621094
2005-03-31,57.05500030517578
2005-04-01,58.25758743286133
2005-04-04,60.540687561035156
2005-04-05,59.15726852416992
2005-04-06,58.36155700683594
2005-04-07,58.54240417480469
2005-04-08,57.8552131652832
2005-04-11,57.10472869873047
2005-04-12,56.62099075317383
2005-04-13,57.05500030517578
2005-04-15,58.97190475463867
2005-04-18,59.419471740722656
2005-04-19,60.68535232543945
2005-04-20,59.20246505737305
2005-04-21,59.87157440185547
2005-04-22,61.503658294677734
2005-04-25,61.761356353759766
2005-04-26,61.824649810791016
2005-04-27,61.73422622680664
2005-04-28,63.040809631347656
2005-04-29,61.11484909057617
2005-05-02,60.368896484375
2005-05-03,59.31549835205078
2005-05-04,60.065982818603516
2005-05-05,60.839088439941406
2005-05-06,61.16910934448242
2005-05-09,62.3807487487793
2005-05-10,61.53531265258789
2005-05-11,62.41689682006836
2005-05-12,61.45845031738281
2005-05-13,62.37620544433594
2005-05-16,63.03175735473633
2005-05-17,62.39430236816406
2005-05-18,61.71615219116211
2005-05-19,62.37620544433594
2005-05-20,62.471160888671875
2005-05-23,62.982032775878906
2005-05-24,61.86082077026367
2005-05-25,61.413246154785156
2005-05-26,63.68278121948242
2005-05-27,62.48924255371094
2005-05-30,62.104942321777344
2005-05-31,61.39515686035156
2005-06-01,62.26317596435547
2005-06-02,62.064266204833984
2005-06-03,61.024417877197266
2005-06-06,61.0108642578125
2005-06-07,59.627445220947266
2005-06-08,61.291175842285156
2005-06-09,61.46297073364258
2005-06-10,61.15554428100586
2005-06-13,60.22874450683594
2005-06-14,60.30107116699219
2005-06-15,59.695247650146484
2005-06-16,58.55596923828125
2005-06-17,57.018829345703125
2005-06-20,56.96457290649414
2005-06-21,57.16801834106445
2005-06-22,55.40483093261719
2005-06-23,55.269203186035156
2005-06-24,57.23583221435547
2005-06-27,56.837982177734375
2005-06-28,57.742191314697266
2005-06-29,56.28190231323242
2005-06-30,57.19062805175781
2005-07-01,58.18977355957031
2005-07-04,58.022491455078125
2005-07-05,57.71958541870117
2005-07-06,58.83627700805664
2005-07-07,57.45284652709961
2005-07-08,57.909461975097656
2005-07-11,59.08944320678711
2005-07-12,58.406776428222656
2005-07-13,58.302799224853516
2005-07-14,57.51161575317383
2005-07-15,58.41581344604492
2005-07-18,58.55596923828125
2005-07-19,58.45650863647461
2005-07-20,58.289222717285156
2005-07-21,59.02163314819336
2005-07-22,58.96285629272461
2005-07-25,59.29289627075195
2005-07-26,58.162635803222656
2005-07-27,57.43476104736328
2005-07-28,114.86952209472656
2005-07-29,57.10472869873047
2005-08-01,55.8569221496582
2005-08-02,57.276527404785156
2005-08-03,57.4709358215332
2005-08-04,61.96027374267578
2005-08-05,61.21884536743164
2005-08-08,59.83540725708008
2005-08-09,59.46468734741211
2005-08-10,62.32647705078125
2005-08-11,61.20979690551758
2005-08-12,61.472023010253906
2005-08-16,62.19990158081055
2005-08-17,63.48837661743164
2005-08-18,62.86899948120117
2005-08-19,61.71615219116211
2005-08-22,62.86899948120117
2005-08-23,67.79690551757812
2005-08-24,69.68215942382812
2005-08-25,67.55728149414062
2005-08-26,66.1874008178711
2005-08-29,66.68020629882812
2005-08-30,67.50301361083984
2005-08-31,66.024658203125
2005-09-01,65.06620788574219
2005-09-02,65.32842254638672
2005-09-05,66.1422119140625
2005-09-06,65.68557739257812
2005-09-08,65.91615295410156
2005-09-09,65.42789459228516
2005-09-12,65.97945404052734
2005-09-13,66.4360580444336
2005-09-14,66.1422119140625
2005-09-15,66.68020629882812
2005-09-16,67.58294677734375
2005-09-19,67.69181060791016
2005-09-20,66.61670684814453
2005-09-21,64.78853607177734
2005-09-22,63.99467849731445
2005-09-23,64.69327545166016
2005-09-26,66.73918151855469
2005-09-27,70.3456039428711
2005-09-28,72.69090270996094
2005-09-29,72.09209442138672
2005-09-30,69.96453857421875
2005-10-03,71.7745590209961
2005-10-04,72.84513092041016
2005-10-05,71.92879486083984
2005-10-06,71.48876953125
2005-10-07,71.36628723144531
2005-10-10,70.44994354248047
2005-10-11,70.09608459472656
2005-10-13,69.34758758544922
2005-10-14,67.81430053710938
2005-10-17,67.89593505859375
2005-10-18,67.94585418701172
2005-10-19,66.38533020019531
2005-10-20,63.10099411010742
2005-10-21,61.626686096191406
2005-10-24,61.399864196777344
2005-10-25,60.10699462890625
2005-10-26,59.83480453491211
2005-10-27,59.83480453491211
2005-10-28,56.29643630981445
2005-10-31,55.593299865722656
2005-11-02,54.34579849243164
2005-11-04,54.34579849243164
2005-11-07,61.944217681884766
2005-11-08,62.51126480102539
2005-11-09,63.05563735961914
2005-11-10,64.07633209228516
2005-11-11,63.1463623046875
2005-11-14,65.45989990234375
2005-11-16,68.06834411621094
2005-11-17,68.59001159667969
2005-11-18,69.20243072509766
2005-11-21,67.97760772705078
2005-11-22,68.36319732666016
2005-11-23,68.998291015625
2005-11-24,68.29515838623047
2005-11-25,68.68074798583984
2005-11-28,72.51399230957031
2005-11-29,75.37189483642578
2005-11-30,78.7741928100586
2005-12-01,79.97633361816406
2005-12-02,79.3865966796875
2005-12-05,79.7721939086914
2005-12-06,81.13310241699219
2005-12-07,82.65278625488281
2005-12-08,84.67147064208984
2005-12-09,86.21383666992188
2005-12-12,86.98501586914062
2005-12-13,87.21183776855469
2005-12-14,86.78089141845703
2005-12-15,86.23652648925781
2005-12-16,84.85293579101562
2005-12-19,82.06305694580078
2005-12-20,85.78289794921875
2005-12-21,84.46734619140625
2005-12-22,84.44464874267578
2005-12-23,82.35792541503906
2005-12-26,79.11441040039062
2005-12-27,83.35591888427734
2005-12-28,84.30856323242188
2005-12-29,84.37661743164062
2005-12-30,86.30455017089844
2006-01-02,87.30258178710938
2006-01-03,85.53337097167969
2006-01-04,85.28387451171875
2006-01-05,87.73352813720703
2006-01-06,87.32523345947266
2006-01-09,87.1664810180664
2006-01-10,84.14978790283203
2006-01-12,83.08374786376953
2006-01-13,82.131103515625
2006-01-16,82.08575439453125
2006-01-17,81.81356811523438
2006-01-18,82.08575439453125
2006-01-19,81.81356811523438
2006-01-20,82.38060760498047
2006-01-23,88.16450500488281
2006-01-24,86.16848754882812
2006-01-25,87.05306243896484
2006-01-27,85.55606079101562
2006-01-30,84.17247772216797
2006-01-31,86.3272476196289
2006-02-01,88.41397857666016
2006-02-02,91.1131362915039
2006-02-03,97.41869354248047
2006-02-06,95.46804809570312
2006-02-07,96.62482452392578
2006-02-08,98.55278778076172
2006-02-10,108.48746490478516
2006-02-13,107.14921569824219
2006-02-14,102.3179702758789
2006-02-15,101.52411651611328
2006-02-16,98.23522186279297
2006-02-17,95.87632751464844
2006-02-20,92.38330841064453
2006-02-21,92.83694458007812
2006-02-22,93.6081314086914
2006-02-23,93.0184097290039
2006-02-24,92.1791763305664
2006-02-27,93.78959655761719
2006-02-28,92.92768096923828
2006-03-01,92.45136260986328
2006-03-02,90.52340698242188
2006-03-03,90.9997329711914
2006-03-06,95.1051254272461
2006-03-07,97.0557861328125
2006-03-08,93.65349578857422
2006-03-09,91.86164855957031
2006-03-10,93.29058074951172
2006-03-13,92.24723052978516
2006-03-14,91.38533020019531
2006-03-16,93.38131713867188
2006-03-17,90.18317413330078
2006-03-20,89.43466186523438
2006-03-21,89.34394073486328
2006-03-22,86.1004409790039
2006-03-23,85.941650390625
2006-03-24,86.80357360839844
2006-03-27,86.66748046875
2006-03-28,84.30856323242188
2006-03-29,86.03239440917969
2006-03-30,86.0550765991211
2006-03-31,87.34793090820312
2006-04-03,97.10115814208984
2006-04-04,94.99172973632812
2006-04-05,95.05978393554688
2006-04-07,94.08444213867188
2006-04-10,94.78761291503906
2006-04-12,91.31727600097656
2006-04-13,89.09444427490234
2006-04-17,92.38330841064453
2006-04-18,94.67420196533203
2006-04-19,93.92567443847656
2006-04-20,92.22455596923828
2006-04-21,90.8182601928711
2006-04-24,89.93367004394531
2006-04-25,86.66748046875
2006-04-26,91.95233917236328
2006-04-27,93.88031768798828
2006-04-28,93.76690673828125
2006-05-02,93.10913848876953
2006-05-03,90.59144592285156
2006-05-04,91.29458618164062
2006-05-05,101.54679870605469
2006-05-08,100.00443267822266
2006-05-09,103.0438003540039
2006-05-10,104.04180908203125
2006-05-11,103.97376251220703
2006-05-12,109.78030395507812
2006-05-15,109.8483657836914
2006-05-16,105.13052368164062
2006-05-17,112.84236907958984
2006-05-18,104.08716583251953
2006-05-19,101.90969848632812
2006-05-22,94.31127166748047
2006-05-23,89.75222778320312
2006-05-24,89.049072265625
2006-05-25,88.64080810546875
2006-05-26,88.95835876464844
2006-05-29,91.31727600097656
2006-05-30,91.24921417236328
2006-05-31,87.77890014648438
2006-06-01,83.51470184326172
2006-06-02,79.02367401123047
2006-06-05,78.7741928100586
2006-06-06,76.25650024414062
2006-06-07,75.43994903564453
2006-06-08,67.56932067871094
2006-06-09,72.26448822021484
2006-06-12,72.89958190917969
2006-06-13,66.52596282958984
2006-06-14,64.03096008300781
2006-06-15,70.63138580322266
2006-06-16,76.8008804321289
2006-06-19,73.12639617919922
2006-06-20,74.91826629638672
2006-06-21,78.6994857788086
2006-06-22,80.47620391845703
2006-06-23,77.49223327636719
2006-06-26,76.05718231201172
2006-06-27,75.28271484375
2006-06-28,72.34428405761719
2006-06-29,78.85893249511719
2006-06-30,77.46944427490234
2006-07-03,76.55830383300781
2006-07-04,74.98660278320312
2006-07-05,75.3966064453125
2006-07-06,72.66320037841797
2006-07-07,72.48097229003906
2006-07-10,72.29874420166016
2006-07-11,72.36708068847656
2006-07-12,73.14154052734375
2006-07-13,74.23490142822266
2006-07-14,72.68598175048828
2006-07-17,71.77484130859375
2006-07-18,70.06645965576172
2006-07-19,70.20313262939453
2006-07-20,72.8226547241211
2006-07-21,72.16206359863281
2006-07-24,72.27595520019531
2006-07-25,70.90927124023438
2006-07-26,71.13703918457031
2006-07-27,70.74980926513672
2006-07-28,69.99811553955078
2006-07-31,72.54931640625
2006-08-01,71.29650115966797
2006-08-02,74.00711822509766
2006-08-03,75.55606079101562
2006-08-04,77.90222930908203
2006-08-07,80.6584243774414
2006-08-08,81.3189926147461
2006-08-09,83.59683227539062
2006-08-10,89.24588775634766
2006-08-11,90.08869171142578
2006-08-14,90.27091979980469
2006-08-16,89.51923370361328
2006-08-17,90.4759292602539
2006-08-18,90.31647491455078
2006-08-21,90.11148834228516
2006-08-22,90.7037124633789
2006-08-23,93.04988861083984
2006-08-24,92.38932800292969
2006-08-25,91.45539855957031
2006-08-28,89.99758911132812
2006-08-29,88.76754760742188
2006-08-30,87.99307250976562
2006-08-31,86.3530502319336
2006-09-01,86.58081817626953
2006-09-04,89.99758911132812
2006-09-05,89.81535339355469
2006-09-06,89.4509048461914
2006-09-07,87.58306884765625
2006-09-08,94.02936553955078
2006-09-11,89.72423553466797
2006-09-12,91.91097259521484
2006-09-13,91.84264373779297
2006-09-14,92.11598205566406
2006-09-15,91.204833984375
2006-09-18,93.43714904785156
2006-09-19,90.4531478881836
2006-09-20,90.90872192382812
2006-09-21,91.02261352539062
2006-09-22,90.79483795166016
2006-09-25,89.17757415771484
2006-09-26,89.72423553466797
2006-09-27,89.17757415771484
2006-09-28,88.76754760742188
2006-09-29,88.72199249267578
