Date,CHALET
2019-06-04,339.48529052734375
2019-06-06,337.1904602050781
2019-06-07,337.14056396484375
2019-06-10,340.2336120605469
2019-06-11,334.9455261230469
2019-06-12,335.1949768066406
2019-06-13,333.7980651855469
2019-06-14,328.65966796875
2019-06-17,324.07000732421875
2019-06-18,320.0790100097656
2019-06-19,317.5845947265625
2019-06-20,313.1446228027344
2019-06-21,305.4619140625
2019-06-24,303.2668762207031
2019-06-25,301.0219421386719
2019-06-26,304.9131774902344
2019-06-27,305.8111267089844
2019-06-28,317.23541259765625
2019-07-01,314.29205322265625
2019-07-02,314.9405822753906
2019-07-03,316.0380859375
2019-07-04,304.31451416015625
2019-07-05,305.21246337890625
2019-07-08,302.5185852050781
2019-07-09,299.47540283203125
2019-07-10,293.43902587890625
2019-07-11,309.3531494140625
2019-07-12,309.0538330078125
2019-07-15,310.20123291015625
2019-07-16,307.2579040527344
2019-07-17,307.656982421875
2019-07-18,312.3464050292969
2019-07-19,322.52349853515625
2019-07-22,321.2264404296875
2019-07-23,318.1333923339844
2019-07-24,314.4416809082031
2019-07-25,318.3329162597656
2019-07-26,316.3873291015625
2019-07-29,316.28753662109375
2019-07-30,319.1809997558594
2019-07-31,319.4304504394531
2019-08-01,317.48486328125
2019-08-02,309.60260009765625
2019-08-05,309.4529113769531
2019-08-06,313.3940734863281
2019-08-07,313.0947265625
2019-08-08,310.70013427734375
2019-08-09,317.0857238769531
2019-08-13,328.1109313964844
2019-08-14,338.9864196777344
2019-08-16,344.5738220214844
2019-08-19,343.82550048828125
2019-08-20,343.2767333984375
2019-08-21,343.22686767578125
2019-08-22,344.17474365234375
2019-08-23,330.3059387207031
2019-08-26,331.2039794921875
2019-08-27,310.70013427734375
2019-08-28,305.56170654296875
2019-08-29,294.287109375
2019-08-30,292.4412841796875
2019-09-03,289.59765625
2019-09-04,287.1531677246094
2019-09-05,292.391357421875
2019-09-06,299.52532958984375
2019-09-09,305.21246337890625
2019-09-11,313.7432861328125
2019-09-12,319.87945556640625
2019-09-13,322.8727111816406
2019-09-16,323.820556640625
2019-09-17,324.1199035644531
2019-09-18,322.82281494140625
2019-09-19,315.8884582519531
2019-09-20,313.0947265625
2019-09-23,314.4416809082031
2019-09-24,317.8839416503906
2019-09-25,321.326171875
2019-09-26,323.8704833984375
2019-09-27,321.87493896484375
2019-09-30,315.14013671875
2019-10-01,319.87945556640625
2019-10-03,319.8295593261719
2019-10-04,314.29205322265625
2019-10-07,318.5325012207031
2019-10-09,318.2331848144531
2019-10-10,317.7841796875
2019-10-11,316.28753662109375
2019-10-14,317.0358581542969
2019-10-15,313.693359375
2019-10-16,311.64801025390625
2019-10-17,315.0902404785156
2019-10-18,321.4758605957031
2019-10-22,342.6781005859375
2019-10-23,335.8434753417969
2019-10-24,339.0362854003906
2019-10-25,329.50775146484375
2019-10-27,330.2560729980469
2019-10-29,329.1585388183594
2019-10-30,318.2830505371094
2019-10-31,324.7684326171875
2019-11-01,330.854736328125
2019-11-04,331.3037109375
2019-11-05,319.4304504394531
2019-11-06,328.90911865234375
2019-11-07,330.2560729980469
2019-11-08,325.11767578125
2019-11-11,324.9180908203125
2019-11-13,356.8960876464844
2019-11-14,341.83001708984375
2019-11-15,337.2403564453125
2019-11-18,357.6444091796875
2019-11-19,360.93695068359375
2019-11-20,351.3585510253906
2019-11-21,371.8124694824219
2019-11-22,365.8259582519531
2019-11-25,364.2794494628906
2019-11-26,361.0866394042969
2019-11-27,347.91632080078125
2019-11-28,339.7347412109375
2019-11-29,354.15228271484375
2019-12-02,344.224609375
2019-12-03,353.4039611816406
2019-12-04,353.4039611816406
2019-12-05,337.4399108886719
2019-12-06,337.14056396484375
2019-12-09,331.9522705078125
2019-12-10,328.9590148925781
2019-12-11,323.820556640625
2019-12-12,332.75048828125
2019-12-13,343.8753967285156
2019-12-16,332.5509033203125
2019-12-17,342.42864990234375
2019-12-18,336.1927185058594
2019-12-19,339.78460693359375
2019-12-20,346.1203308105469
2019-12-23,339.9841613769531
2019-12-24,337.1904602050781
2019-12-26,339.3855285644531
2019-12-27,349.4129333496094
2019-12-30,355.2497863769531
2019-12-31,348.1657409667969
2020-01-01,341.2313537597656
2020-01-02,338.7369689941406
2020-01-03,333.5486755371094
2020-01-06,321.57562255859375
2020-01-07,330.2062072753906
2020-01-08,325.6165466308594
2020-01-09,337.3401184082031
2020-01-10,334.69610595703125
2020-01-13,336.04302978515625
2020-01-14,338.337890625
2020-01-15,342.3787536621094
2020-01-16,338.8367614746094
2020-01-17,344.6736145019531
2020-01-20,347.71673583984375
2020-01-21,352.3064270019531
2020-01-22,344.224609375
2020-01-23,341.18145751953125
2020-01-24,339.1360778808594
2020-01-27,337.93878173828125
2020-01-28,333.9976501464844
2020-01-29,331.25384521484375
2020-01-30,327.9113464355469
2020-01-31,329.1585388183594
2020-02-03,314.4915771484375
2020-02-04,329.3081970214844
2020-02-05,325.76617431640625
2020-02-06,333.0497741699219
2020-02-07,339.78460693359375
2020-02-10,339.78460693359375
2020-02-11,359.0910949707031
2020-02-12,357.1954040527344
2020-02-13,350.2610168457031
2020-02-14,340.58282470703125
2020-02-17,342.3288879394531
2020-02-18,350.51043701171875
2020-02-19,345.72125244140625
2020-02-20,339.4354248046875
2020-02-24,336.04302978515625
2020-02-25,329.85699462890625
2020-02-26,328.2605895996094
2020-02-27,323.1720275878906
2020-02-28,327.76171875
2020-03-02,328.4601135253906
2020-03-03,330.1064453125
2020-03-04,314.09246826171875
2020-03-05,307.4075622558594
2020-03-06,289.59765625
2020-03-09,269.9419250488281
2020-03-11,278.97161865234375
2020-03-12,247.34283447265625
2020-03-13,255.5742950439453
2020-03-16,247.99139404296875
2020-03-17,239.21115112304688
2020-03-18,224.59410095214844
2020-03-19,214.06781005859375
2020-03-20,220.80262756347656
2020-03-23,202.79318237304688
2020-03-24,199.6003875732422
2020-03-25,193.71365356445312
2020-03-26,210.22645568847656
2020-03-27,201.8453369140625
2020-03-30,195.5594940185547
2020-03-31,204.6889190673828
2020-04-01,199.05162048339844
2020-04-03,196.55723571777344
2020-04-07,177.5001678466797
2020-04-08,170.91500854492188
2020-04-09,170.81521606445312
2020-04-13,175.10557556152344
2020-04-15,178.74734497070312
2020-04-16,175.0556640625
2020-04-17,177.59994506835938
2020-04-20,180.24398803710938
2020-04-21,170.6655731201172
2020-04-22,170.6156768798828
2020-04-23,169.86737060546875
2020-04-24,159.341064453125
2020-04-27,153.25479125976562
2020-04-28,145.7217559814453
2020-04-29,145.62196350097656
2020-04-30,147.4678192138672
2020-05-04,141.18199157714844
2020-05-05,135.79412841796875
2020-05-06,129.10916137695312
2020-05-07,130.70556640625
2020-05-08,133.349609375
2020-05-11,131.4040069580078
2020-05-12,129.2588348388672
2020-05-13,131.3042449951172
2020-05-14,128.66018676757812
2020-05-15,126.06602478027344
2020-05-18,109.15412139892578
2020-05-19,103.91592407226562
2020-05-20,101.97029876708984
2020-05-21,102.76850891113281
2020-05-22,102.02019500732422
2020-05-26,101.32176971435547
2020-05-27,101.37165069580078
2020-05-28,108.10648345947266
2020-05-29,100.17435455322266
2020-06-01,120.17928314208984
2020-06-02,142.87815856933594
2020-06-03,165.3275909423828
2020-06-04,160.18917846679688
2020-06-05,162.9329833984375
2020-06-08,161.4363555908203
2020-06-09,154.3024139404297
2020-06-10,143.8759002685547
2020-06-11,140.533447265625
2020-06-12,135.99366760253906
2020-06-15,133.89837646484375
2020-06-16,129.70782470703125
2020-06-17,131.10467529296875
2020-06-18,133.54917907714844
2020-06-19,140.9325408935547
2020-06-22,145.12310791015625
2020-06-23,143.92579650878906
2020-06-24,136.59231567382812
2020-06-25,135.9437713623047
2020-06-26,136.44265747070312
2020-06-29,132.0525360107422
2020-06-30,130.90512084960938
2020-07-01,131.4040069580078
2020-07-02,131.65342712402344
2020-07-03,130.3563690185547
2020-07-06,136.6920928955078
2020-07-07,150.36129760742188
2020-07-08,143.02783203125
2020-07-09,139.5356903076172
2020-07-10,136.24310302734375
2020-07-13,132.65118408203125
2020-07-14,132.10243225097656
2020-07-15,130.60580444335938
2020-07-16,130.05703735351562
2020-07-17,129.75772094726562
2020-07-20,129.5581817626953
2020-07-21,129.5581817626953
2020-07-22,129.5581817626953
2020-07-23,129.2588348388672
2020-07-24,128.66018676757812
2020-07-27,129.0093994140625
2020-07-28,127.81210327148438
2020-07-29,129.0093994140625
2020-07-30,127.81210327148438
2020-07-31,127.612548828125
2020-08-03,128.56040954589844
2020-08-04,127.612548828125
2020-08-05,127.36310577392578
2020-08-06,127.51277160644531
2020-08-07,127.71231842041016
2020-08-10,128.85972595214844
2020-08-11,131.05479431152344
2020-08-12,134.9959259033203
2020-08-13,144.7239990234375
2020-08-14,140.38377380371094
2020-08-17,135.245361328125
2020-08-18,137.7896270751953
2020-08-19,140.982421875
2020-08-20,151.3091583251953
2020-08-21,160.13926696777344
2020-08-24,167.32308959960938
2020-08-25,165.37747192382812
2020-08-26,163.63140869140625
2020-08-27,164.52938842773438
2020-08-28,164.52938842773438
2020-08-31,155.94873046875
2020-09-01,157.7945556640625
2020-09-02,157.29568481445312
2020-09-03,157.8444366455078
2020-09-04,153.9033203125
2020-09-07,150.21163940429688
2020-09-08,147.16848754882812
2020-09-09,144.87367248535156
2020-09-10,148.7150115966797
2020-09-11,152.15725708007812
2020-09-14,154.40220642089844
2020-09-15,154.55184936523438
2020-09-16,155.94873046875
2020-09-17,155.3001708984375
2020-09-18,155.9986114501953
2020-09-21,148.8646697998047
2020-09-22,142.67860412597656
2020-09-23,142.22962951660156
2020-09-24,138.6376953125
2020-09-25,139.5356903076172
2020-09-28,141.48130798339844
2020-09-29,139.5855712890625
2020-09-30,138.0390625
2020-10-01,144.77389526367188
2020-10-05,144.02557373046875
2020-10-06,142.37928771972656
2020-10-07,139.1864776611328
2020-10-08,137.98916625976562
2020-10-09,135.843994140625
2020-10-12,133.64895629882812
2020-10-13,133.64895629882812
2020-10-14,137.1909637451172
2020-10-15,133.74871826171875
2020-10-16,135.544677734375
2020-10-19,135.99366760253906
2020-10-20,138.2386016845703
2020-10-21,138.88714599609375
2020-10-22,138.1388397216797
2020-10-23,141.68084716796875
2020-10-26,137.54019165039062
2020-10-27,138.188720703125
2020-10-28,136.89163208007812
2020-10-29,136.14332580566406
2020-10-30,136.0934295654297
2020-11-02,137.59005737304688
2020-11-03,139.23635864257812
2020-11-04,137.59005737304688
2020-11-05,138.3882598876953
2020-11-06,138.1388397216797
2020-11-09,140.63320922851562
2020-11-10,144.6741180419922
2020-11-11,141.7806396484375
2020-11-12,143.2273712158203
2020-11-13,141.43142700195312
2020-11-14,142.82826232910156
2020-11-17,155.20040893554688
2020-11-18,153.9532012939453
2020-11-19,154.9509735107422
2020-11-20,152.05747985839844
2020-11-23,151.95770263671875
2020-11-24,149.11410522460938
2020-11-25,151.8080291748047
2020-11-26,150.01210021972656
2020-11-27,150.51097106933594
2020-12-01,151.70826721191406
2020-12-02,161.48623657226562
2020-12-03,167.22332763671875
2020-12-04,181.0421905517578
2020-12-07,202.29432678222656
2020-12-08,204.33970642089844
2020-12-09,198.0039825439453
2020-12-10,192.21701049804688
2020-12-11,191.86781311035156
2020-12-14,203.9405975341797
2020-12-15,200.9473419189453
2020-12-16,198.65252685546875
2020-12-17,196.45745849609375
2020-12-18,194.51185607910156
2020-12-21,178.29837036132812
2020-12-22,176.40264892578125
2020-12-23,185.33251953125
2020-12-24,183.13748168945312
2020-12-28,182.1397247314453
2020-12-29,181.5410614013672
2020-12-30,183.6363525390625
2020-12-31,182.98779296875
2021-01-01,187.32803344726562
2021-01-04,190.67051696777344
2021-01-05,186.72938537597656
2021-01-06,185.2826385498047
2021-01-07,184.73387145996094
2021-01-08,182.4889373779297
2021-01-11,181.5410614013672
2021-01-12,179.94467163085938
2021-01-13,180.493408203125
2021-01-14,179.29611206054688
2021-01-15,177.99903869628906
2021-01-18,172.1621856689453
2021-01-19,174.7064666748047
2021-01-20,173.1599578857422
2021-01-21,172.561279296875
2021-01-22,167.47276306152344
2021-01-25,162.78330993652344
2021-01-27,162.98287963867188
2021-01-28,170.06690979003906
2021-01-29,171.0147705078125
2021-02-01,171.06466674804688
2021-02-02,173.2597198486328
2021-02-03,172.261962890625
2021-02-04,172.3617401123047
2021-02-05,178.94691467285156
2021-02-08,177.94915771484375
2021-02-09,173.95816040039062
2021-02-10,169.96714782714844
2021-02-11,169.2188262939453
2021-02-12,174.8561248779297
2021-02-15,176.55230712890625
2021-02-16,172.61119079589844
2021-02-17,171.61343383789062
2021-02-18,172.1621856689453
2021-02-19,172.561279296875
2021-02-22,167.37298583984375
2021-02-23,166.7244415283203
2021-02-24,167.47276306152344
2021-02-25,165.72669982910156
2021-02-26,165.6768035888672
2021-03-01,167.47276306152344
2021-03-02,169.06915283203125
2021-03-03,173.4592742919922
2021-03-04,180.493408203125
2021-03-05,175.50466918945312
2021-03-08,181.44129943847656
2021-03-09,177.84938049316406
2021-03-10,176.30287170410156
2021-03-12,171.51364135742188
2021-03-15,169.5181427001953
2021-03-16,167.32308959960938
2021-03-17,164.1302947998047
2021-03-18,158.9918670654297
2021-03-19,158.29342651367188
2021-03-22,155.94873046875
2021-03-23,158.39320373535156
2021-03-24,159.74017333984375
2021-03-25,154.70152282714844
2021-03-26,151.95770263671875
2021-03-30,149.16400146484375
2021-03-31,145.97119140625
2021-04-01,152.35679626464844
2021-04-05,149.6129913330078
2021-04-06,151.3590545654297
2021-04-07,150.1118621826172
2021-04-08,148.8646697998047
2021-04-09,147.66737365722656
2021-04-12,137.44039916992188
2021-04-13,136.64219665527344
2021-04-15,136.14332580566406
2021-04-16,134.09793090820312
2021-04-19,133.49928283691406
2021-04-20,141.03233337402344
2021-04-22,142.32937622070312
2021-04-23,143.97569274902344
2021-04-26,143.476806640625
2021-04-27,146.61973571777344
2021-04-28,144.7239990234375
2021-04-29,141.48130798339844
2021-04-30,142.87815856933594
2021-05-03,140.18421936035156
2021-05-04,141.93028259277344
2021-05-05,139.63546752929688
2021-05-06,143.177490234375
2021-05-07,143.77613830566406
2021-05-10,146.0709686279297
2021-05-11,148.76490783691406
2021-05-12,148.6651153564453
2021-05-14,147.16848754882812
2021-05-17,148.01658630371094
2021-05-18,156.6471405029297
2021-05-19,156.8466796875
2021-05-20,155.0008544921875
2021-05-21,155.9986114501953
2021-05-24,162.63365173339844
2021-05-25,168.67005920410156
2021-05-26,171.16444396972656
2021-05-27,175.10557556152344
2021-05-28,178.04893493652344
2021-05-31,176.1033172607422
2021-06-01,172.86062622070312
2021-06-02,183.48667907714844
2021-06-03,187.02870178222656
2021-06-04,191.11949157714844
2021-06-07,187.22825622558594
2021-06-08,181.09207153320312
2021-06-09,176.951416015625
2021-06-10,184.38465881347656
2021-06-11,181.84039306640625
2021-06-14,179.595458984375
2021-06-15,182.93792724609375
2021-06-16,181.44129943847656
2021-06-17,180.493408203125
2021-06-18,178.74734497070312
2021-06-21,176.80174255371094
2021-06-22,180.69297790527344
2021-06-23,179.39590454101562
2021-06-24,177.00128173828125
2021-06-25,180.59320068359375
2021-06-28,179.69522094726562
2021-06-29,178.8970184326172
2021-06-30,176.80174255371094
2021-07-01,176.40264892578125
2021-07-02,178.09881591796875
2021-07-05,189.47320556640625
2021-07-06,189.3235321044922
2021-07-07,190.0718536376953
2021-07-08,187.826904296875
2021-07-09,184.883544921875
2021-07-12,187.07858276367188
2021-07-13,188.42556762695312
2021-07-14,187.27813720703125
2021-07-15,184.48443603515625
2021-07-16,181.99005126953125
2021-07-19,177.64984130859375
2021-07-20,173.06016540527344
2021-07-22,172.41163635253906
2021-07-23,170.6156768798828
2021-07-26,182.2893829345703
2021-07-27,176.65208435058594
2021-07-28,174.95591735839844
2021-07-29,177.3505096435547
2021-07-30,176.65208435058594
2021-08-02,176.40264892578125
2021-08-03,174.25746154785156
2021-08-04,171.51364135742188
2021-08-05,168.71995544433594
2021-08-06,167.87185668945312
2021-08-09,169.06915283203125
2021-08-10,163.58151245117188
2021-08-11,163.43185424804688
2021-08-12,174.8561248779297
2021-08-13,170.86512756347656
2021-08-16,171.31410217285156
2021-08-17,171.36398315429688
2021-08-18,171.61343383789062
2021-08-20,165.17791748046875
2021-08-23,161.23681640625
2021-08-24,162.88308715820312
2021-08-25,164.0803985595703
2021-08-26,165.27769470214844
2021-08-27,163.38197326660156
2021-08-30,167.32308959960938
2021-08-31,170.51589965820312
2021-09-01,171.21432495117188
2021-09-02,176.45254516601562
2021-09-03,178.14871215820312
2021-09-06,176.35275268554688
2021-09-07,174.30735778808594
2021-09-08,174.90602111816406
2021-09-09,185.68174743652344
2021-09-13,186.13072204589844
2021-09-14,184.48443603515625
2021-09-15,181.2916259765625
2021-09-16,184.48443603515625
2021-09-17,179.69522094726562
2021-09-20,183.08758544921875
2021-09-21,187.67724609375
2021-09-22,199.79994201660156
2021-09-23,205.6367950439453
2021-09-24,216.0633087158203
2021-09-27,238.8120574951172
2021-09-28,235.120361328125
2021-09-29,237.66464233398438
2021-09-30,239.36080932617188
2021-10-01,229.2835235595703
2021-10-04,238.31320190429688
2021-10-05,240.40846252441406
2021-10-06,230.48081970214844
2021-10-07,239.510498046875
2021-10-08,240.15902709960938
2021-10-11,247.8417205810547
2021-10-12,247.54238891601562
2021-10-13,242.4039764404297
2021-10-14,253.37924194335938
2021-10-18,262.4587707519531
2021-10-19,248.19093322753906
2021-10-20,243.00262451171875
2021-10-21,244.49925231933594
2021-10-22,237.0659942626953
2021-10-25,235.91856384277344
2021-10-26,237.71453857421875
2021-10-27,241.80532836914062
2021-10-28,241.3064422607422
2021-10-29,235.41970825195312
2021-11-01,245.69656372070312
2021-11-02,243.65115356445312
2021-11-03,241.25656127929688
2021-11-04,246.54464721679688
2021-11-08,262.6084899902344
2021-11-09,258.3680419921875
2021-11-10,258.7671203613281
2021-11-11,256.8215026855469
2021-11-12,278.2232971191406
2021-11-15,281.0169982910156
2021-11-16,268.6448669433594
2021-11-17,272.0372314453125
2021-11-18,266.94866943359375
2021-11-22,251.98239135742188
2021-11-23,274.1324768066406
2021-11-24,270.8898010253906
2021-11-25,284.3096008300781
2021-11-26,243.45159912109375
2021-11-29,236.1680145263672
2021-11-30,237.31544494628906
2021-12-01,233.22463989257812
2021-12-02,228.38552856445312
2021-12-03,230.3311767578125
2021-12-06,225.09295654296875
2021-12-07,231.67811584472656
2021-12-08,233.32443237304688
2021-12-09,240.60801696777344
2021-12-10,238.11363220214844
2021-12-13,238.9617156982422
2021-12-14,234.2722930908203
2021-12-15,235.7689208984375
2021-12-16,231.72802734375
2021-12-17,229.83229064941406
2021-12-20,219.80487060546875
2021-12-21,222.49880981445312
2021-12-22,221.0520782470703
2021-12-23,221.600830078125
2021-12-24,217.5599365234375
2021-12-27,212.42149353027344
2021-12-28,220.65296936035156
2021-12-29,216.7118377685547
2021-12-30,211.4237518310547
2021-12-31,215.3149871826172
2022-01-03,217.5599365234375
2022-01-04,219.6551971435547
2022-01-05,215.51454162597656
2022-01-06,223.64620971679688
2022-01-07,222.24937438964844
2022-01-10,229.73251342773438
2022-01-11,231.22914123535156
2022-01-12,243.05250549316406
2022-01-13,234.9208221435547
2022-01-14,240.50823974609375
2022-01-17,237.71453857421875
2022-01-18,235.96847534179688
2022-01-19,237.165771484375
2022-01-20,237.91409301757812
2022-01-21,238.6125030517578
2022-01-24,227.43768310546875
2022-01-25,234.4219512939453
2022-01-27,240.45835876464844
2022-01-28,234.8709259033203
2022-01-31,257.9689025878906
2022-02-01,248.63992309570312
2022-02-02,245.94598388671875
2022-02-03,250.48577880859375
2022-02-04,259.7149658203125
2022-02-07,264.95318603515625
2022-02-08,264.5540771484375
2022-02-09,257.91900634765625
2022-02-10,253.47901916503906
2022-02-11,255.5742950439453
2022-02-14,233.62374877929688
2022-02-15,242.10462951660156
2022-02-16,245.79632568359375
2022-02-17,244.64891052246094
2022-02-18,251.2839813232422
2022-02-21,282.1145324707031
2022-02-22,271.8376770019531
2022-02-23,261.5608215332031
2022-02-24,245.99588012695312
2022-02-25,260.6129455566406
2022-02-28,261.66058349609375
2022-03-02,257.4201354980469
2022-03-03,252.38148498535156
2022-03-04,262.9576416015625
2022-03-07,256.22283935546875
2022-03-08,264.4044189453125
2022-03-09,270.09161376953125
2022-03-10,262.30914306640625
2022-03-11,265.10284423828125
2022-03-14,265.501953125
2022-03-15,265.55181884765625
2022-03-16,272.83544921875
2022-03-17,266.9985656738281
2022-03-21,268.5450744628906
2022-03-22,302.9675598144531
2022-03-23,305.16259765625
2022-03-24,299.32574462890625
2022-03-25,297.77923583984375
2022-03-28,308.10595703125
2022-03-29,314.6911315917969
2022-03-30,310.5005798339844
2022-03-31,301.67047119140625
2022-04-01,306.2102355957031
2022-04-04,305.1127014160156
2022-04-05,308.4551696777344
2022-04-06,315.6888732910156
2022-04-07,304.46417236328125
2022-04-08,309.30328369140625
2022-04-11,304.9630432128906
2022-04-12,298.37786865234375
2022-04-13,307.75677490234375
2022-04-18,300.2237243652344
2022-04-19,287.7019348144531
2022-04-20,279.91943359375
2022-04-21,287.1033020019531
2022-04-22,285.2075500488281
2022-04-25,277.4749755859375
2022-04-26,284.1598815917969
2022-04-27,286.9037170410156
2022-04-28,291.39361572265625
2022-04-29,298.07855224609375
2022-05-02,305.21246337890625
2022-05-04,295.88348388671875
2022-05-05,288.0511474609375
2022-05-06,286.9037170410156
2022-05-09,285.7563171386719
2022-05-10,288.0511474609375
2022-05-11,283.11224365234375
2022-05-12,287.8017272949219
2022-05-13,288.4003601074219
2022-05-16,299.0763244628906
2022-05-17,306.7091064453125
2022-05-18,291.1940612792969
2022-05-19,286.5545349121094
2022-05-20,301.6205749511719
2022-05-23,290.6452941894531
2022-05-24,294.2372131347656
2022-05-25,288.9491271972656
2022-05-26,292.24169921875
2022-05-27,292.2915954589844
2022-05-30,296.4821472167969
2022-05-31,296.38238525390625
2022-06-01,315.7388000488281
2022-06-02,307.7068786621094
2022-06-03,296.08306884765625
2022-06-06,290.0965270996094
2022-06-07,292.7405700683594
2022-06-08,297.3302307128906
2022-06-09,295.5841979980469
2022-06-10,296.5819396972656
2022-06-13,293.43902587890625
2022-06-14,293.1895751953125
2022-06-15,294.0875549316406
2022-06-16,289.29833984375
2022-06-17,287.5522766113281
2022-06-20,284.1598815917969
2022-06-21,296.93115234375
2022-06-22,299.27587890625
2022-06-23,297.3302307128906
2022-06-24,304.3643798828125
2022-06-27,306.95855712890625
2022-06-28,311.3486328125
2022-06-29,314.0426025390625
2022-06-30,313.94281005859375
2022-07-01,326.91357421875
2022-07-04,334.3468933105469
2022-07-05,333.1495666503906
2022-07-06,329.4578857421875
2022-07-07,336.3423767089844
2022-07-08,325.01788330078125
2022-07-11,324.81829833984375
2022-07-12,313.7432861328125
2022-07-13,316.9859924316406
2022-07-14,317.8839416503906
2022-07-15,313.3441467285156
2022-07-18,313.693359375
2022-07-19,311.6978759765625
2022-07-20,316.7864074707031
2022-07-21,315.2398986816406
2022-07-22,324.0201110839844
2022-07-25,323.1720275878906
2022-07-26,315.0902404785156
2022-07-27,317.73431396484375
2022-07-28,327.1131591796875
2022-07-29,317.1356201171875
2022-08-01,316.48712158203125
2022-08-02,314.89068603515625
2022-08-03,319.6799011230469
2022-08-04,312.49609375
2022-08-05,324.6686706542969
2022-08-08,318.93157958984375
2022-08-10,326.015625
2022-08-11,331.6030578613281
2022-08-12,334.5963134765625
2022-08-16,358.1432800292969
2022-08-17,343.1270751953125
2022-08-18,347.11810302734375
2022-08-19,336.1927185058594
2022-08-22,328.809326171875
2022-08-23,336.6416931152344
2022-08-24,331.6030578613281
2022-08-25,329.80706787109375
2022-08-26,325.8160705566406
2022-08-29,319.3805847167969
2022-08-30,321.57562255859375
2022-09-01,323.9702453613281
2022-09-02,331.3536071777344
2022-09-05,329.85699462890625
2022-09-06,330.75494384765625
2022-09-07,331.3536071777344
2022-09-08,336.0929260253906
2022-09-09,334.49652099609375
2022-09-12,332.0520324707031
2022-09-13,329.9068603515625
2022-09-14,335.8434753417969
2022-09-15,348.1158447265625
2022-09-16,334.0974426269531
2022-09-19,337.6394348144531
2022-09-20,342.8277893066406
2022-09-21,350.8097839355469
2022-09-22,351.6578674316406
2022-09-23,339.4354248046875
2022-09-26,327.96124267578125
2022-09-27,335.44439697265625
2022-09-28,336.5419006347656
2022-09-29,339.3356018066406
2022-09-30,352.5558776855469
2022-10-03,366.1751708984375
2022-10-04,371.9621276855469
2022-10-06,374.4565124511719
2022-10-07,382.0394287109375
2022-10-10,383.3365173339844
2022-10-11,385.63134765625
2022-10-12,391.8672790527344
2022-10-13,389.12347412109375
2022-10-14,385.9805603027344
2022-10-17,383.83538818359375
2022-10-18,396.75628662109375
2022-10-19,403.6407470703125
2022-10-20,398.4025573730469
2022-10-21,385.7311096191406
2022-10-24,363.63092041015625
2022-10-25,363.93023681640625
2022-10-27,364.3293151855469
2022-10-28,361.8848571777344
2022-10-31,364.4291076660156
2022-11-01,358.8916015625
2022-11-02,366.8236999511719
2022-11-03,366.7239074707031
2022-11-04,367.7715759277344
2022-11-07,365.67626953125
2022-11-09,363.9801025390625
2022-11-10,360.6875305175781
2022-11-11,359.3405456542969
2022-11-14,363.33154296875
2022-11-15,361.9845886230469
2022-11-16,362.9324645996094
2022-11-17,353.90283203125
2022-11-18,318.1333923339844
2022-11-21,323.8704833984375
2022-11-22,330.6551818847656
2022-11-23,329.70733642578125
2022-11-24,344.77337646484375
2022-11-25,361.28619384765625
2022-11-28,359.0412292480469
2022-11-29,357.7940368652344
