Date,ENDURANCE
2017-04-12,799.6859741210938
2017-04-13,799.1099243164062
2017-04-17,788.4998779296875
2017-04-18,785.4752807617188
2017-04-19,781.3466186523438
2017-04-20,796.7093505859375
2017-04-21,794.3089599609375
2017-04-24,810.0079956054688
2017-04-25,799.6859741210938
2017-04-26,788.9320068359375
2017-04-27,774.6253051757812
2017-04-28,774.0011596679688
2017-05-02,779.1383056640625
2017-05-03,770.2085571289062
2017-05-04,772.7529907226562
2017-05-05,765.8876953125
2017-05-08,764.1112670898438
2017-05-09,763.295166015625
2017-05-10,777.4098510742188
2017-05-11,765.9356689453125
2017-05-12,778.5140380859375
2017-05-15,788.2598266601562
2017-05-16,767.0879516601562
2017-05-17,775.2013549804688
2017-05-18,771.8407592773438
2017-05-19,768.960205078125
2017-05-22,773.1369018554688
2017-05-23,769.92041015625
2017-05-24,798.1017456054688
2017-05-25,786.5795288085938
2017-05-26,780.7223510742188
2017-05-29,785.6194458007812
2017-05-30,782.066650390625
2017-05-31,807.8955688476562
2017-06-01,806.5992431640625
2017-06-02,833.9644165039062
2017-06-05,835.11669921875
2017-06-06,844.6705322265625
2017-06-07,863.6340942382812
2017-06-08,847.3590087890625
2017-06-09,857.0087890625
2017-06-12,841.7899169921875
2017-06-13,846.686767578125
2017-06-14,854.1282348632812
2017-06-15,884.3258056640625
2017-06-16,899.4967041015625
2017-06-19,894.8878173828125
2017-06-20,868.0028686523438
2017-06-21,860.7534790039062
2017-06-22,857.2008056640625
2017-06-23,842.9421997070312
2017-06-27,854.416259765625
2017-06-28,851.727783203125
2017-06-29,837.901123046875
2017-06-30,840.5897216796875
2017-07-03,839.6295166015625
2017-07-04,839.3895263671875
2017-07-05,832.8603515625
2017-07-06,826.1389770507812
2017-07-07,825.1307373046875
2017-07-10,828.6835327148438
2017-07-11,847.9830932617188
2017-07-12,866.4185180664062
2017-07-13,861.425537109375
2017-07-14,846.8308715820312
2017-07-17,852.11181640625
2017-07-18,835.1647338867188
2017-07-19,845.1025390625
2017-07-20,853.2872314453125
2017-07-21,856.85009765625
2017-07-24,882.3673706054688
2017-07-25,878.8527221679688
2017-07-26,881.2119140625
2017-07-27,890.1188354492188
2017-07-28,883.0895385742188
2017-07-31,870.9567260742188
2017-08-01,885.4967651367188
2017-08-02,881.500732421875
2017-08-03,878.9490966796875
2017-08-04,869.1272583007812
2017-08-07,887.7116088867188
2017-08-08,891.1298217773438
2017-08-09,939.1793212890625
2017-08-10,905.8142700195312
2017-08-11,937.109130859375
2017-08-14,964.9373168945312
2017-08-16,971.1480712890625
2017-08-17,965.9002075195312
2017-08-18,949.3380737304688
2017-08-21,921.9913330078125
2017-08-22,934.1240234375
2017-08-23,924.3504028320312
2017-08-24,917.6100463867188
2017-08-28,940.719970703125
2017-08-29,945.8715209960938
2017-08-30,928.0096435546875
2017-08-31,960.3152465820312
2017-09-01,951.4083251953125
2017-09-04,948.5677490234375
2017-09-05,987.7583618164062
2017-09-06,970.281494140625
2017-09-07,961.2782592773438
2017-09-08,964.0225219726562
2017-09-11,984.1956176757812
2017-09-12,987.3250732421875
2017-09-13,981.1142578125
2017-09-14,974.95166015625
2017-09-15,982.8475341796875
2017-09-18,991.224853515625
2017-09-19,1019.9678344726562
2017-09-20,1020.2086181640625
2017-09-21,983.0882568359375
2017-09-22,977.8403930664062
2017-09-25,950.6380615234375
2017-09-26,977.070068359375
2017-09-27,958.8709716796875
2017-09-28,942.8383178710938
2017-09-29,955.8859252929688
2017-10-03,947.8938598632812
2017-10-04,972.7369384765625
2017-10-05,1020.7864990234375
2017-10-06,1066.4285888671875
2017-10-09,1046.0147705078125
2017-10-10,1053.5738525390625
2017-10-11,1056.9439697265625
2017-10-12,1042.018798828125
2017-10-13,1073.5059814453125
2017-10-16,1090.694091796875
2017-10-17,1067.872802734375
2017-10-18,1066.38037109375
2017-10-19,1056.3660888671875
2017-10-23,1036.9150390625
2017-10-24,1029.5972900390625
2017-10-25,1072.1578369140625
2017-10-26,1029.3082275390625
2017-10-27,1041.055908203125
2017-10-30,1082.653564453125
2017-10-31,1115.6334228515625
2017-11-01,1142.1619873046875
2017-11-02,1152.6094970703125
2017-11-03,1149.8651123046875
2017-11-06,1137.4437255859375
2017-11-07,1137.97314453125
2017-11-08,1113.2744140625
2017-11-09,1109.9525146484375
2017-11-10,1094.64208984375
2017-11-13,1084.001708984375
2017-11-14,1114.0445556640625
2017-11-15,1128.8255615234375
2017-11-16,1148.1800537109375
2017-11-17,1153.427734375
2017-11-20,1160.361083984375
2017-11-21,1146.1097412109375
2017-11-22,1149.33544921875
2017-11-23,1146.25439453125
2017-11-24,1158.2425537109375
2017-11-27,1155.883544921875
2017-11-28,1155.931396484375
2017-11-29,1152.465087890625
2017-11-30,1227.2835693359375
2017-12-01,1246.78271484375
2017-12-04,1219.1470947265625
2017-12-05,1179.1378173828125
2017-12-06,1176.3453369140625
2017-12-07,1187.948486328125
2017-12-08,1210.9140625
2017-12-11,1171.964111328125
2017-12-12,1194.6888427734375
2017-12-13,1180.7265625
2017-12-14,1172.9268798828125
2017-12-15,1227.042724609375
2017-12-18,1233.3018798828125
2017-12-19,1233.494384765625
2017-12-20,1228.150146484375
2017-12-21,1275.6702880859375
2017-12-22,1297.8653564453125
2017-12-26,1306.3389892578125
2017-12-27,1305.6168212890625
2017-12-28,1319.4344482421875
2017-12-29,1312.7421875
2018-01-01,1311.971923828125
2018-01-02,1318.5677490234375
2018-01-03,1319.3385009765625
2018-01-04,1300.22412109375
2018-01-05,1299.791015625
2018-01-08,1299.5020751953125
2018-01-09,1281.0626220703125
2018-01-10,1299.5020751953125
2018-01-11,1296.7579345703125
2018-01-12,1317.41259765625
2018-01-15,1301.9093017578125
2018-01-16,1289.728759765625
2018-01-17,1259.1080322265625
2018-01-18,1232.0498046875
2018-01-19,1232.5313720703125
2018-01-22,1228.3428955078125
2018-01-23,1227.5244140625
2018-01-24,1190.0670166015625
2018-01-25,1188.093017578125
2018-01-29,1155.113037109375
2018-01-30,1153.2353515625
2018-01-31,1150.5390625
2018-02-01,1155.4981689453125
2018-02-02,1136.2880859375
2018-02-05,1113.65966796875
2018-02-06,1112.8892822265625
2018-02-07,1133.2548828125
2018-02-08,1144.328369140625
2018-02-09,1103.9822998046875
2018-02-12,1123.0479736328125
2018-02-14,1126.562744140625
2018-02-15,1191.17431640625
2018-02-16,1235.998046875
2018-02-19,1231.47216796875
2018-02-20,1228.72802734375
2018-02-21,1237.0089111328125
2018-02-22,1221.9876708984375
2018-02-23,1229.6907958984375
2018-02-26,1256.8448486328125
2018-02-27,1315.3421630859375
2018-02-28,1327.81201171875
2018-03-01,1285.202880859375
2018-03-05,1244.08642578125
2018-03-06,1222.99853515625
2018-03-07,1192.5220947265625
2018-03-08,1189.6815185546875
2018-03-09,1189.825927734375
2018-03-12,1213.850830078125
2018-03-13,1247.5531005859375
2018-03-14,1210.6251220703125
2018-03-15,1204.1737060546875
2018-03-16,1167.4384765625
2018-03-19,1151.55029296875
2018-03-20,1156.316650390625
2018-03-21,1139.5137939453125
2018-03-22,1150.5875244140625
2018-03-23,1134.8438720703125
2018-03-26,1158.09814453125
2018-03-27,1158.0498046875
2018-03-28,1217.9429931640625
2018-04-02,1217.750732421875
2018-04-03,1213.080810546875
2018-04-04,1225.6466064453125
2018-04-05,1244.2789306640625
2018-04-06,1248.5640869140625
2018-04-09,1261.177978515625
2018-04-10,1259.252197265625
2018-04-11,1281.592041015625
2018-04-12,1301.9576416015625
2018-04-13,1287.1768798828125
2018-04-16,1262.4781494140625
2018-04-17,1282.74755859375
2018-04-18,1265.99267578125
2018-04-19,1281.302978515625
2018-04-20,1261.7559814453125
2018-04-23,1277.114501953125
2018-04-24,1254.437744140625
2018-04-25,1237.68310546875
2018-04-26,1232.8685302734375
2018-04-27,1238.2607421875
2018-04-30,1226.7537841796875
2018-05-02,1211.5880126953125
2018-05-03,1199.50341796875
2018-05-04,1186.4075927734375
2018-05-07,1178.5599365234375
2018-05-08,1156.1240234375
2018-05-09,1143.5101318359375
2018-05-10,1122.133056640625
2018-05-11,1129.788330078125
2018-05-14,1142.498779296875
2018-05-15,1119.003662109375
2018-05-16,1128.3441162109375
2018-05-17,1148.7095947265625
2018-05-18,1218.5692138671875
2018-05-21,1174.8048095703125
2018-05-22,1233.6868896484375
2018-05-23,1215.8248291015625
2018-05-24,1203.595947265625
2018-05-25,1191.7999267578125
2018-05-28,1211.202880859375
2018-05-29,1256.5560302734375
2018-05-30,1244.5196533203125
2018-05-31,1260.9373779296875
2018-06-01,1219.0023193359375
2018-06-04,1207.6881103515625
2018-06-05,1182.7005615234375
2018-06-06,1155.209228515625
2018-06-07,1204.5106201171875
2018-06-08,1224.8282470703125
2018-06-11,1215.728759765625
2018-06-12,1219.821044921875
2018-06-13,1243.2679443359375
2018-06-14,1220.639404296875
2018-06-15,1222.805908203125
2018-06-18,1223.3353271484375
2018-06-19,1227.4761962890625
2018-06-20,1225.8870849609375
2018-06-21,1221.4097900390625
2018-06-22,1255.8338623046875
2018-06-25,1230.0279541015625
2018-06-26,1194.39990234375
2018-06-27,1193.4371337890625
2018-06-28,1176.3931884765625
2018-06-29,1202.87353515625
2018-07-02,1176.537841796875
2018-07-03,1198.9739990234375
2018-07-04,1203.01806640625
2018-07-05,1211.299072265625
2018-07-06,1206.7733154296875
2018-07-09,1222.99853515625
2018-07-10,1238.838623046875
2018-07-11,1237.8275146484375
2018-07-12,1202.2958984375
2018-07-13,1185.44482421875
2018-07-16,1167.3421630859375
2018-07-17,1184.8189697265625
2018-07-18,1160.4091796875
2018-07-19,1187.3707275390625
2018-07-20,1207.4954833984375
2018-07-23,1256.6044921875
2018-07-24,1258.0968017578125
2018-07-25,1276.0552978515625
2018-07-26,1282.6031494140625
2018-07-27,1291.84716796875
2018-07-30,1284.3843994140625
2018-07-31,1335.900146484375
2018-08-01,1341.052001953125
2018-08-02,1353.9066162109375
2018-08-03,1408.6485595703125
2018-08-06,1466.2791748046875
2018-08-07,1439.6544189453125
2018-08-08,1422.1295166015625
2018-08-09,1445.0948486328125
2018-08-10,1420.6851806640625
2018-08-13,1403.4969482421875
2018-08-14,1420.0108642578125
2018-08-16,1399.1639404296875
2018-08-17,1453.4241943359375
2018-08-20,1476.29345703125
2018-08-21,1486.789306640625
2018-08-23,1494.540771484375
2018-08-24,1490.6409912109375
2018-08-27,1486.8856201171875
2018-08-28,1447.1102294921875
2018-08-29,1457.4403076171875
2018-08-30,1455.654296875
2018-08-31,1465.1153564453125
2018-09-03,1489.878173828125
2018-09-04,1430.843017578125
2018-09-05,1368.1875
2018-09-06,1388.8958740234375
2018-09-07,1426.69189453125
2018-09-10,1428.2847900390625
2018-09-11,1419.0650634765625
2018-09-12,1410.27978515625
2018-09-14,1384.599609375
2018-09-17,1386.67529296875
2018-09-18,1335.4600830078125
2018-09-19,1322.4752197265625
2018-09-21,1353.9476318359375
2018-09-24,1328.5091552734375
2018-09-25,1348.0103759765625
2018-09-26,1317.551513671875
2018-09-27,1308.5732421875
2018-09-28,1280.28662109375
2018-10-01,1308.959228515625
2018-10-03,1262.2332763671875
2018-10-04,1234.1395263671875
2018-10-05,1186.9306640625
2018-10-08,1154.6376953125
2018-10-09,1147.9761962890625
2018-10-10,1157.5821533203125
2018-10-11,1129.63330078125
2018-10-12,1143.052490234375
2018-10-15,1107.8148193359375
2018-10-16,1136.3428955078125
2018-10-17,1125.8199462890625
2018-10-19,1062.7781982421875
2018-10-22,1061.66796875
2018-10-23,1043.27685546875
2018-10-24,1066.5916748046875
2018-10-25,1044.7249755859375
2018-10-26,1065.43310546875
2018-10-29,1129.4403076171875
2018-10-30,1156.9544677734375
2018-10-31,1167.912109375
2018-11-01,1176.1180419921875
2018-11-02,1212.2247314453125
2018-11-05,1184.9033203125
2018-11-06,1218.3067626953125
2018-11-07,1226.1265869140625
2018-11-09,1250.9378662109375
2018-11-12,1220.334228515625
2018-11-13,1194.991943359375
2018-11-14,1178.4351806640625
2018-11-15,1158.1131591796875
2018-11-16,1111.1937255859375
2018-11-19,1085.9964599609375
2018-11-20,1064.75732421875
2018-11-21,1077.838623046875
2018-11-22,1059.5440673828125
2018-11-26,1051.14501953125
2018-11-27,1037.870361328125
2018-11-28,1036.084228515625
2018-11-29,1035.698486328125
2018-11-30,1080.1075439453125
2018-12-03,1081.50732421875
2018-12-04,1088.8446044921875
2018-12-05,1088.1202392578125
2018-12-06,1080.4454345703125
2018-12-07,1113.800537109375
2018-12-10,1089.279052734375
2018-12-11,1103.66357421875
2018-12-12,1119.4481201171875
2018-12-13,1134.36376953125
2018-12-14,1171.3875732421875
2018-12-17,1145.7557373046875
2018-12-18,1143.1490478515625
2018-12-19,1137.9359130859375
2018-12-20,1134.0740966796875
2018-12-21,1139.77001953125
2018-12-24,1120.4619140625
2018-12-26,1119.206787109375
2018-12-27,1135.81201171875
2018-12-28,1179.593505859375
2018-12-31,1238.435791015625
2019-01-01,1216.617431640625
2019-01-02,1202.0877685546875
2019-01-03,1203.5841064453125
2019-01-04,1196.8743896484375
2019-01-07,1169.4085693359375
2019-01-08,1163.3746337890625
2019-01-09,1158.2095947265625
2019-01-10,1164.82275390625
2019-01-11,1167.187744140625
2019-01-14,1158.0648193359375
2019-01-15,1145.466064453125
2019-01-16,1146.62451171875
2019-01-17,1124.6131591796875
2019-01-18,1128.812744140625
2019-01-21,1116.9864501953125
2019-01-22,1112.400634765625
2019-01-23,1129.488525390625
2019-01-24,1106.994384765625
2019-01-25,1091.5958251953125
2019-01-28,1083.9208984375
2019-01-29,1086.334228515625
2019-01-30,1087.2515869140625
2019-01-31,1108.2491455078125
2019-02-01,1091.161376953125
2019-02-04,1164.5330810546875
2019-02-05,1165.16064453125
2019-02-06,1168.53955078125
2019-02-07,1197.0675048828125
2019-02-08,1224.4854736328125
2019-02-11,1228.5401611328125
2019-02-12,1238.725341796875
2019-02-14,1220.2374267578125
2019-02-15,1207.011474609375
2019-02-18,1240.8009033203125
2019-02-19,1288.3477783203125
2019-02-20,1253.8341064453125
2019-02-21,1223.9063720703125
2019-02-22,1213.045166015625
2019-02-25,1203.63232421875
2019-02-26,1255.861328125
2019-02-27,1293.995361328125
2019-02-28,1253.2066650390625
2019-03-01,1227.47802734375
2019-03-05,1215.7484130859375
2019-03-06,1106.8494873046875
2019-03-07,1139.3839111328125
2019-03-08,1128.136962890625
2019-03-11,1127.7989501953125
2019-03-12,1129.29541015625
2019-03-13,1117.9515380859375
2019-03-14,1111.86962890625
2019-03-15,1114.717529296875
2019-03-18,1116.0208740234375
2019-03-19,1108.15283203125
2019-03-20,1110.27685546875
2019-03-22,1111.580078125
2019-03-25,1105.44970703125
2019-03-26,1107.0423583984375
2019-03-27,1110.614501953125
2019-03-28,1108.73193359375
2019-04-01,1111.1456298828125
2019-04-02,1131.2745361328125
2019-04-03,1128.5712890625
2019-04-04,1130.7435302734375
2019-04-05,1132.0467529296875
2019-04-08,1131.1297607421875
2019-04-09,1130.357421875
2019-04-10,1126.6888427734375
2019-04-11,1123.11669921875
2019-04-12,1126.5921630859375
2019-04-15,1135.9085693359375
2019-04-16,1128.7642822265625
2019-04-18,1123.0684814453125
2019-04-22,1126.978271484375
2019-04-23,1132.239990234375
2019-04-24,1123.6959228515625
2019-04-25,1118.62744140625
2019-04-26,1116.2138671875
2019-04-30,1136.1497802734375
2019-05-02,1122.3443603515625
2019-05-03,1134.943115234375
2019-05-06,1123.1650390625
2019-05-07,1110.3248291015625
2019-05-08,1094.8782958984375
2019-05-09,1094.636962890625
2019-05-10,1093.7197265625
2019-05-13,1091.161376953125
2019-05-14,1106.559814453125
2019-05-15,1129.2470703125
2019-05-16,1127.94384765625
2019-05-17,1110.2283935546875
2019-05-20,1115.5384521484375
2019-05-21,1109.7457275390625
2019-05-22,1110.8076171875
2019-05-23,1129.63330078125
2019-05-24,1122.730712890625
2019-05-27,1114.62109375
2019-05-28,1126.640625
2019-05-29,1169.6497802734375
2019-05-30,1149.7620849609375
2019-05-31,1161.878173828125
2019-06-03,1169.21533203125
2019-06-04,1168.2982177734375
2019-06-06,1168.2498779296875
2019-06-07,1155.5064697265625
2019-06-10,1158.354248046875
2019-06-11,1162.7952880859375
2019-06-12,1142.2801513671875
2019-06-13,1159.175048828125
2019-06-14,1153.4791259765625
2019-06-17,1145.9488525390625
2019-06-18,1133.2535400390625
2019-06-19,1144.1629638671875
2019-06-20,1128.5230712890625
2019-06-21,1103.1326904296875
2019-06-24,1090.388916015625
2019-06-25,1091.4993896484375
2019-06-26,1081.265869140625
2019-06-27,1075.6663818359375
2019-06-28,1075.8597412109375
2019-07-01,1070.69482421875
2019-07-02,1068.47412109375
2019-07-03,1058.192626953125
2019-07-04,1079.962646484375
2019-07-05,1039.3187255859375
2019-07-08,985.013916015625
2019-07-09,965.5125732421875
2019-07-10,965.6574096679688
2019-07-11,967.7330322265625
2019-07-12,980.910888671875
2019-07-15,964.5471801757812
2019-07-16,961.168212890625
2019-07-17,956.7754516601562
2019-07-18,962.3748779296875
2019-07-19,919.6552734375
2019-07-22,891.4652099609375
2019-07-23,925.5443725585938
2019-07-24,917.5313110351562
2019-07-25,898.9471435546875
2019-07-26,892.0443725585938
2019-07-29,866.9918823242188
2019-07-30,848.0987548828125
2019-07-31,895.987060546875
2019-08-01,881.9022827148438
2019-08-02,908.5662231445312
2019-08-05,893.85009765625
2019-08-06,890.3531494140625
2019-08-07,901.0868530273438
2019-08-08,720.8984985351562
2019-08-09,825.0775146484375
2019-08-13,835.08251953125
2019-08-14,815.8008422851562
2019-08-16,841.784912109375
2019-08-19,833.9653930664062
2019-08-20,855.384033203125
2019-08-21,857.423828125
2019-08-22,837.316650390625
2019-08-23,824.9803466796875
2019-08-26,838.0452270507812
2019-08-27,860.1437377929688
2019-08-28,866.8461303710938
2019-08-29,859.5122680664062
2019-08-30,899.3869018554688
2019-09-03,879.571044921875
2019-09-04,884.136474609375
2019-09-05,886.9048461914062
2019-09-06,922.9424438476562
2019-09-09,960.9713745117188
2019-09-11,962.2827758789062
2019-09-12,933.0932006835938
2019-09-13,953.6860961914062
2019-09-16,939.3099975585938
2019-09-17,907.5949096679688
2019-09-18,888.0704956054688
2019-09-19,848.6331176757812
2019-09-20,958.3486938476562
2019-09-23,967.57666015625
2019-09-24,970.7821655273438
2019-09-25,970.2965698242188
2019-09-26,972.7734985351562
2019-09-27,972.822021484375
2019-09-30,983.2642822265625
2019-10-01,949.655029296875
2019-10-03,929.1592407226562
2019-10-04,947.469482421875
2019-10-07,927.3135986328125
2019-10-09,943.2926025390625
2019-10-10,938.0957641601562
2019-10-11,959.8543701171875
2019-10-14,961.6029052734375
2019-10-15,978.6503295898438
2019-10-16,955.1918334960938
2019-10-17,973.1134643554688
2019-10-18,1016.2420654296875
2019-10-22,1013.7650756835938
2019-10-23,977.7274780273438
2019-10-24,982.7785034179688
2019-10-25,970.3450927734375
2019-10-27,975.9304809570312
2019-10-29,1024.061767578125
2019-10-30,1026.3443603515625
2019-10-31,1059.2249755859375
2019-11-01,1060.2449951171875
2019-11-04,1079.332275390625
2019-11-05,1073.7955322265625
2019-11-06,1081.614990234375
2019-11-07,1090.065673828125
2019-11-08,1064.51904296875
2019-11-11,1067.9671630859375
2019-11-13,1040.914794921875
2019-11-14,1027.8984375
2019-11-15,1039.2149658203125
2019-11-18,1010.0739135742188
2019-11-19,1064.4703369140625
2019-11-20,1080.20654296875
2019-11-21,1061.070556640625
2019-11-22,1057.0880126953125
2019-11-25,1061.458984375
2019-11-26,1045.4315185546875
2019-11-27,1047.131591796875
2019-11-28,1078.7493896484375
2019-11-29,1079.6722412109375
2019-12-02,1069.0843505859375
2019-12-03,1063.0618896484375
2019-12-04,1061.21630859375
2019-12-05,1047.4228515625
2019-12-06,1022.1675415039062
2019-12-09,1043.2459716796875
2019-12-10,1033.7265625
2019-12-11,1043.87744140625
2019-12-12,1030.6181640625
2019-12-13,1026.6842041015625
2019-12-16,1011.7252197265625
2019-12-17,1027.7528076171875
2019-12-18,1020.4188842773438
2019-12-19,1019.8847045898438
2019-12-20,1017.2620239257812
2019-12-23,1008.7139892578125
2019-12-24,996.1834716796875
2019-12-26,1025.6644287109375
2019-12-27,1024.0128173828125
2019-12-30,1034.5523681640625
2019-12-31,1050.3369140625
2020-01-01,1056.4564208984375
2020-01-02,1041.8861083984375
2020-01-03,1026.53857421875
2020-01-06,997.1548461914062
2020-01-07,1008.0340576171875
2020-01-08,992.2008056640625
2020-01-09,1005.119873046875
2020-01-10,1001.865966796875
2020-01-13,1016.4849853515625
2020-01-14,1019.0104370117188
2020-01-15,1014.9306030273438
2020-01-16,996.1834716796875
2020-01-17,1021.5361328125
2020-01-20,1028.3355712890625
2020-01-21,1034.74658203125
2020-01-22,1046.7427978515625
2020-01-23,1083.897705078125
2020-01-24,1140.0909423828125
2020-01-27,1160.4412841796875
2020-01-28,1128.0462646484375
2020-01-29,1103.1307373046875
2020-01-30,1063.0618896484375
2020-01-31,1058.3021240234375
2020-02-03,1037.85498046875
2020-02-04,1044.703125
2020-02-05,1077.2437744140625
2020-02-06,1064.9559326171875
2020-02-07,1046.257080078125
2020-02-10,1017.5048217773438
2020-02-11,1041.7890625
2020-02-12,1062.7706298828125
2020-02-13,1045.3831787109375
2020-02-14,1033.48388671875
2020-02-17,1022.5073852539062
2020-02-18,1018.7676391601562
2020-02-19,1030.0355224609375
2020-02-20,1019.39892578125
2020-02-24,998.0775756835938
2020-02-25,964.5654296875
2020-02-26,946.449462890625
2020-02-27,961.2628173828125
2020-02-28,953.3947143554688
2020-03-02,942.2240600585938
2020-03-03,947.5665893554688
2020-03-04,970.2965698242188
2020-03-05,991.6665649414062
2020-03-06,990.7922973632812
2020-03-09,938.7757568359375
2020-03-11,916.159912109375
2020-03-12,851.682861328125
2020-03-13,786.3265991210938
2020-03-16,740.3623046875
2020-03-17,704.6068725585938
2020-03-18,693.6165161132812
2020-03-19,691.027587890625
2020-03-20,714.278564453125
2020-03-23,655.1256713867188
2020-03-24,652.9764404296875
2020-03-25,647.4567260742188
2020-03-26,645.8448486328125
2020-03-27,625.280517578125
2020-03-30,608.6240234375
2020-03-31,587.2293701171875
2020-04-01,581.2701416015625
2020-04-03,578.5348510742188
2020-04-07,580.73291015625
2020-04-08,578.6812744140625
2020-04-09,573.6990356445312
2020-04-13,576.5321044921875
2020-04-15,581.514404296875
2020-04-16,581.9052124023438
2020-04-17,589.4274291992188
2020-04-20,588.8413696289062
2020-04-21,588.206298828125
2020-04-22,565.0532836914062
2020-04-23,570.4263305664062
2020-04-24,571.2078247070312
2020-04-27,602.1763916015625
2020-04-28,614.0948486328125
2020-04-29,642.8163452148438
2020-04-30,661.5244750976562
2020-05-04,602.9090576171875
2020-05-05,597.2918090820312
2020-05-06,595.5820922851562
2020-05-07,593.5794067382812
2020-05-08,598.5617065429688
2020-05-11,620.2494506835938
2020-05-12,610.8709716796875
2020-05-13,634.9520874023438
2020-05-14,627.576416015625
2020-05-15,636.8082275390625
2020-05-18,614.4368286132812
2020-05-19,599.8317260742188
2020-05-20,615.12060546875
2020-05-21,615.4136352539062
2020-05-22,632.8517456054688
2020-05-26,638.273681640625
2020-05-27,642.5233764648438
2020-05-28,658.3006591796875
2020-05-29,709.296142578125
2020-06-01,742.218505859375
2020-06-02,744.3189086914062
2020-06-03,783.8843383789062
2020-06-04,768.0093994140625
2020-06-05,787.9873657226562
2020-06-08,791.7974853515625
2020-06-09,805.4254760742188
2020-06-10,819.4443969726562
2020-06-11,831.6070556640625
2020-06-12,802.6412353515625
2020-06-15,823.20556640625
2020-06-16,843.0371704101562
2020-06-17,831.7536010742188
2020-06-18,864.138671875
2020-06-19,836.5405883789062
2020-06-22,836.3451538085938
2020-06-23,874.0056762695312
2020-06-24,884.5564575195312
2020-06-25,865.8482666015625
2020-06-26,875.2267456054688
2020-06-29,847.5309448242188
2020-06-30,850.6571044921875
2020-07-01,856.7630004882812
2020-07-02,840.7413330078125
2020-07-03,857.2025756835938
2020-07-06,885.0936889648438
2020-07-07,908.9794921875
2020-07-08,888.1221923828125
2020-07-09,876.3014526367188
2020-07-10,908.7841796875
2020-07-13,892.1764526367188
2020-07-14,863.601318359375
2020-07-15,868.925537109375
2020-07-16,851.780517578125
