Date,PFC
2007-02-23,18.09422492980957
2007-02-26,18.68575096130371
2007-02-27,19.026084899902344
2007-02-28,17.996994018554688
2007-03-01,17.91596031188965
2007-03-02,17.664764404296875
2007-03-05,16.53843116760254
2007-03-06,17.0327205657959
2007-03-07,16.89496612548828
2007-03-08,17.826824188232422
2007-03-09,16.74100685119629
2007-03-12,16.676183700561523
2007-03-13,17.292020797729492
2007-03-14,16.70049476623535
2007-03-15,16.78962516784668
2007-03-16,16.676183700561523
2007-03-19,17.186677932739258
2007-03-20,17.202880859375
2007-03-21,17.09754180908203
2007-03-22,17.073238372802734
2007-03-23,18.02129364013672
2007-03-26,17.300127029418945
2007-03-28,16.846351623535156
2007-03-29,16.7329044342041
2007-03-30,16.9030704498291
2007-04-02,16.449295043945312
2007-04-03,16.376371383666992
2007-04-04,16.55463981628418
2007-04-05,16.708589553833008
2007-04-09,17.202880859375
2007-04-10,17.38115119934082
2007-04-11,17.924062728881836
2007-04-12,17.113750457763672
2007-04-13,17.494596481323242
2007-04-16,17.599933624267578
2007-04-17,17.867334365844727
2007-04-18,18.126644134521484
2007-04-19,17.818721771240234
2007-04-20,18.774887084960938
2007-04-23,19.034181594848633
2007-04-24,20.006555557250977
2007-04-25,20.7358341217041
2007-04-26,20.508949279785156
2007-04-27,20.02276039123535
2007-04-30,20.160518646240234
2007-05-03,19.885013580322266
2007-05-04,19.69864273071289
2007-05-07,19.666231155395508
2007-05-08,19.528478622436523
2007-05-09,19.73105239868164
2007-05-10,21.489429473876953
2007-05-11,22.251113891601562
2007-05-14,22.567134857177734
2007-05-15,22.04854393005371
2007-05-16,23.64484977722168
2007-05-17,24.860315322875977
2007-05-18,24.20397186279297
2007-05-21,24.082414627075195
2007-05-22,23.74209213256836
2007-05-23,23.977079391479492
2007-05-24,23.9284610748291
2007-05-25,24.058115005493164
2007-05-28,24.390336990356445
2007-05-29,26.537656784057617
2007-05-30,25.84889030456543
2007-05-31,25.71924591064453
2007-06-01,25.767860412597656
2007-06-04,25.60580062866211
2007-06-05,25.581493377685547
2007-06-06,24.99806785583496
2007-06-07,24.163448333740234
2007-06-08,23.580028533935547
2007-06-11,23.588130950927734
2007-06-12,23.13435173034668
2007-06-13,22.71299171447754
2007-06-14,24.017597198486328
2007-06-15,23.434173583984375
2007-06-18,23.45037841796875
2007-06-19,23.977079391479492
2007-06-20,24.293102264404297
2007-06-21,24.27689552307129
2007-06-22,24.228267669677734
2007-06-25,23.385549545288086
2007-06-26,23.77450180053711
2007-06-27,23.061426162719727
2007-06-28,23.766401290893555
2007-06-29,23.96897315979004
2007-07-02,24.61722183227539
2007-07-03,25.160127639770508
2007-07-04,25.78407096862793
2007-07-05,26.40800666809082
2007-07-06,25.962345123291016
2007-07-09,26.335081100463867
2007-07-10,26.189233779907227
2007-07-11,27.33987045288086
2007-07-12,27.43710708618164
2007-07-13,28.385169982910156
2007-07-16,31.707439422607422
2007-07-17,30.880916595458984
2007-07-18,31.342802047729492
2007-07-19,31.31038475036621
2007-07-20,30.621618270874023
2007-07-23,31.01866912841797
2007-07-24,31.156423568725586
2007-07-25,30.483867645263672
2007-07-26,29.981470108032227
2007-07-27,28.101552963256836
2007-07-30,28.09345245361328
2007-07-31,30.159740447998047
2007-08-01,28.25551414489746
2007-08-02,28.693084716796875
2007-08-03,28.62825584411621
2007-08-06,28.31224250793457
2007-08-07,28.612064361572266
2007-08-08,30.56488609313965
2007-08-09,29.09824562072754
2007-08-10,28.514816284179688
2007-08-13,29.560123443603516
2007-08-14,29.795095443725586
2007-08-16,28.433780670166016
2007-08-17,28.304141998291016
2007-08-20,29.5277042388916
2007-08-21,28.28793716430664
2007-08-22,28.59584617614746
2007-08-23,27.842256546020508
2007-08-24,27.672094345092773
2007-08-27,28.531017303466797
2007-08-28,28.757917404174805
2007-08-29,28.644460678100586
2007-08-30,28.23931121826172
2007-08-31,28.547224044799805
2007-09-03,30.59731101989746
2007-09-04,30.491968154907227
2007-09-05,30.978160858154297
2007-09-06,31.991046905517578
2007-09-07,31.526817321777344
2007-09-10,31.078882217407227
2007-09-11,31.771154403686523
2007-09-12,31.46980857849121
2007-09-13,32.53672409057617
2007-09-14,31.67340087890625
2007-09-17,31.412792205810547
2007-09-18,31.893308639526367
2007-09-19,32.561153411865234
2007-09-20,32.97652816772461
2007-09-21,33.63621520996094
2007-09-24,33.97012710571289
2007-09-25,33.35930633544922
2007-09-26,33.0498161315918
2007-09-27,32.2761116027832
2007-09-28,32.878780364990234
2007-10-01,33.880523681640625
2007-10-03,33.872406005859375
2007-10-04,35.973636627197266
2007-10-05,33.880523681640625
2007-10-08,31.66526222229004
2007-10-09,33.42445373535156
2007-10-10,33.93753433227539
2007-10-11,34.42620849609375
2007-10-12,34.60538864135742
2007-10-15,35.240638732910156
2007-10-16,35.83518600463867
2007-10-17,35.86777114868164
2007-10-18,35.63972091674805
2007-10-19,32.357540130615234
2007-10-22,31.282503128051758
2007-10-23,34.564666748046875
2007-10-24,34.9067268371582
