Date,MCX
2014-01-17,81.74727630615234
2014-01-20,90.6841812133789
2014-01-21,92.69132995605469
2014-01-22,91.61854553222656
2014-01-23,87.63023376464844
2014-01-24,83.65060424804688
2014-01-27,84.81851959228516
2014-01-28,84.95694732666016
2014-01-29,83.9533920288086
2014-01-30,83.0017318725586
2014-01-31,86.47093963623047
2014-02-03,84.75797271728516
2014-02-04,86.92081451416016
2014-02-05,87.49181365966797
2014-02-06,87.76866912841797
2014-02-07,88.28775787353516
2014-02-10,88.72896575927734
2014-02-11,84.88774108886719
2014-02-12,86.09028625488281
2014-02-13,82.56916046142578
2014-02-14,84.74930572509766
2014-02-17,87.8119125366211
2014-02-18,89.42974090576172
2014-02-19,93.97172546386719
2014-02-20,93.42669677734375
2014-02-21,89.10962677001953
2014-02-24,86.9381332397461
2014-02-25,91.21192932128906
2014-02-26,90.66688537597656
2014-02-28,91.0042953491211
2014-03-03,88.04549407958984
2014-03-04,90.87452697753906
2014-03-05,92.33660125732422
2014-03-06,93.97171783447266
2014-03-07,90.32947540283203
2014-03-10,92.42312622070312
2014-03-11,90.1304931640625
2014-03-12,93.67758178710938
2014-03-13,89.42108917236328
2014-03-14,85.50198364257812
2014-03-18,88.08010864257812
2014-03-19,87.14576721191406
2014-03-20,87.52642059326172
2014-03-21,86.44499969482422
2014-03-24,85.04347229003906
2014-03-25,86.3411865234375
2014-03-26,84.46382141113281
2014-03-27,85.0521240234375
2014-03-28,84.39459991455078
2014-03-31,85.49333953857422
2014-04-01,85.15592193603516
2014-04-02,90.66688537597656
2014-04-03,88.07147216796875
2014-04-04,87.63887786865234
2014-04-07,88.72896575927734
2014-04-09,92.18953704833984
2014-04-10,96.28166198730469
2014-04-11,97.3111801147461
2014-04-15,101.08319091796875
2014-04-16,105.65979766845703
2014-04-17,102.17327117919922
2014-04-21,103.5488510131836
2014-04-22,100.26996612548828
2014-04-23,97.91677856445312
2014-04-24,97.91677856445312
2014-04-25,98.77328491210938
2014-04-28,96.99107360839844
2014-04-29,99.32696533203125
2014-04-30,92.40583038330078
2014-05-02,94.26588439941406
2014-05-05,90.89180755615234
2014-05-06,94.04959869384766
2014-05-07,92.1635971069336
2014-05-08,86.02106475830078
2014-05-09,88.35694885253906
2014-05-12,91.37629699707031
2014-05-13,90.39869689941406
2014-05-14,90.4852066040039
2014-05-15,89.95747375488281
2014-05-16,88.56459045410156
2014-05-19,86.80835723876953
2014-05-20,85.39818572998047
2014-05-21,84.74066162109375
2014-05-22,101.6109390258789
2014-05-23,100.30457305908203
2014-05-26,97.48421478271484
2014-05-27,92.99413299560547
2014-05-28,93.64299011230469
2014-05-29,94.2831802368164
2014-05-30,93.03738403320312
2014-06-02,96.30760955810547
2014-06-03,96.86131286621094
2014-06-04,102.38957214355469
2014-06-05,102.0781021118164
2014-06-06,102.2684326171875
2014-06-09,99.71629333496094
2014-06-10,99.72492218017578
2014-06-11,97.45825958251953
2014-06-12,100.31321716308594
2014-06-13,97.99463653564453
2014-06-16,103.86894989013672
2014-06-17,105.98856353759766
2014-06-18,106.4903335571289
2014-06-19,105.22721862792969
2014-06-20,106.87098693847656
2014-06-23,104.93307495117188
2014-06-24,101.82722473144531
2014-06-25,103.92951965332031
2014-06-26,106.2221450805664
2014-06-27,105.2012710571289
2014-06-30,106.31730651855469
2014-07-01,107.97838592529297
2014-07-02,115.86846923828125
2014-07-03,116.67306518554688
2014-07-04,115.7819595336914
2014-07-07,112.91832733154297
2014-07-08,117.43437957763672
2014-07-09,118.99162292480469
2014-07-10,121.99368286132812
2014-07-11,118.00536346435547
2014-07-14,122.26189422607422
2014-07-15,133.05020141601562
2014-07-16,129.79727172851562
2014-07-17,137.33265686035156
2014-07-18,136.0868377685547
2014-07-21,146.7972869873047
2014-07-22,145.52554321289062
2014-07-23,145.89756774902344
2014-07-24,148.51895141601562
2014-07-25,144.11537170410156
2014-07-28,141.13929748535156
2014-07-30,142.99932861328125
2014-07-31,139.9280548095703
2014-08-01,134.8496856689453
2014-08-04,132.29751586914062
2014-08-05,139.23594665527344
2014-08-06,136.0868377685547
2014-08-07,143.52703857421875
2014-08-08,139.93673706054688
2014-08-11,142.6013641357422
2014-08-12,140.76727294921875
2014-08-13,136.54537963867188
2014-08-14,137.4451141357422
2014-08-18,141.78814697265625
2014-08-19,146.3560791015625
2014-08-20,144.62579345703125
2014-08-21,147.2731475830078
2014-08-22,148.89962768554688
2014-08-25,143.97694396972656
2014-08-26,141.16526794433594
2014-08-27,148.0776824951172
2014-08-28,146.13978576660156
2014-09-01,147.48077392578125
2014-09-02,148.05177307128906
2014-09-03,145.76779174804688
2014-09-04,143.2675323486328
2014-09-05,144.93727111816406
2014-09-08,141.53726196289062
2014-09-09,140.4038848876953
2014-09-10,141.2344512939453
2014-09-11,142.302490234375
2014-09-12,141.1910400390625
2014-09-15,142.1375274658203
2014-09-16,139.99273681640625
2014-09-17,142.36326599121094
2014-09-18,147.03488159179688
2014-09-19,144.61221313476562
2014-09-22,143.2924041748047
2014-09-23,140.1403350830078
2014-09-24,139.42832946777344
2014-09-25,134.5396270751953
2014-09-26,136.72779846191406
2014-09-29,141.6685791015625
2014-09-30,138.85519409179688
2014-10-01,137.86532592773438
2014-10-07,135.79867553710938
2014-10-08,131.84776306152344
2014-10-09,133.52365112304688
2014-10-10,133.75808715820312
2014-10-13,133.9317626953125
2014-10-14,132.8029327392578
2014-10-15,132.8029327392578
2014-10-16,130.01559448242188
2014-10-17,131.1183624267578
2014-10-20,129.86795043945312
2014-10-21,137.26614379882812
2014-10-22,137.00567626953125
2014-10-27,141.97251892089844
2014-10-28,141.76412963867188
2014-10-29,143.17083740234375
2014-10-30,143.7265625
2014-10-31,144.27362060546875
2014-11-03,145.2635040283203
2014-11-05,151.23760986328125
2014-11-07,151.38523864746094
2014-11-10,147.677490234375
2014-11-11,149.0841827392578
2014-11-12,149.30125427246094
2014-11-13,146.65284729003906
2014-11-14,145.1766815185547
2014-11-17,151.25502014160156
2014-11-18,150.34324645996094
2014-11-19,149.0060272216797
2014-11-20,150.6558380126953
2014-11-21,154.58938598632812
2014-11-24,152.83535766601562
2014-11-25,149.59649658203125
2014-11-26,150.0480499267578
2014-11-27,152.62698364257812
2014-11-28,150.66452026367188
2014-12-01,151.34182739257812
2014-12-02,150.38668823242188
2014-12-03,154.84991455078125
2014-12-04,154.2160186767578
2014-12-05,152.35781860351562
2014-12-08,150.80349731445312
2014-12-09,148.24188232421875
2014-12-10,148.81497192382812
2014-12-11,151.52415466308594
2014-12-12,150.0567169189453
2014-12-15,148.56317138671875
2014-12-16,141.7119903564453
2014-12-17,145.46324157714844
2014-12-18,145.40243530273438
2014-12-19,146.63546752929688
2014-12-22,148.07688903808594
2014-12-23,146.6875762939453
2014-12-24,146.50521850585938
2014-12-26,144.4906768798828
2014-12-29,146.16656494140625
2014-12-30,145.6282196044922
2014-12-31,146.18392944335938
2015-01-01,157.8369903564453
2015-01-02,152.14073181152344
2015-01-05,151.46339416503906
2015-01-06,148.1724395751953
2015-01-07,148.4850311279297
2015-01-08,148.07688903808594
2015-01-09,146.32289123535156
2015-01-12,149.38809204101562
2015-01-13,149.9004364013672
2015-01-14,147.7295684814453
2015-01-15,147.92063903808594
2015-01-16,147.49513244628906
2015-01-19,149.1796875
2015-01-20,151.61102294921875
2015-01-21,150.68191528320312
2015-01-22,150.78611755371094
2015-01-23,151.17684936523438
2015-01-27,150.6558380126953
2015-01-28,148.59793090820312
2015-01-29,151.967041015625
2015-01-30,152.9743194580078
2015-02-02,151.65443420410156
2015-02-03,150.02197265625
2015-02-04,149.1796875
2015-02-05,149.63124084472656
2015-02-06,147.69483947753906
2015-02-09,147.66879272460938
2015-02-10,146.2794952392578
2015-02-11,147.95533752441406
2015-02-12,148.7541961669922
2015-02-13,149.3359832763672
2015-02-16,163.9326629638672
2015-02-18,173.82298278808594
2015-02-19,170.3236083984375
2015-02-20,169.02980041503906
2015-02-23,179.35426330566406
2015-02-24,176.0459442138672
2015-02-25,184.97239685058594
2015-02-26,180.3962860107422
2015-02-27,183.10548400878906
2015-03-02,212.4291229248047
2015-03-03,215.92848205566406
2015-03-04,209.20758056640625
2015-03-05,212.9153594970703
2015-03-09,215.65061950683594
2015-03-10,209.87620544433594
2015-03-11,205.9600067138672
2015-03-12,206.73284912109375
2015-03-13,200.27244567871094
2015-03-16,197.80636596679688
2015-03-17,197.57191467285156
2015-03-18,206.09027099609375
2015-03-19,203.02505493164062
2015-03-20,194.9755859375
2015-03-23,203.81524658203125
2015-03-24,204.71832275390625
2015-03-25,203.4852752685547
2015-03-26,196.5646209716797
2015-03-27,196.01759338378906
2015-03-30,197.2766876220703
2015-03-31,194.93218994140625
2015-04-01,204.31887817382812
2015-04-06,200.4547882080078
2015-04-07,195.36634826660156
2015-04-08,197.380859375
2015-04-09,195.04507446289062
2015-04-10,200.56768798828125
2015-04-13,203.32896423339844
2015-04-15,198.42288208007812
2015-04-16,195.7657928466797
2015-04-17,194.3330535888672
2015-04-20,188.79306030273438
2015-04-21,183.81753540039062
2015-04-22,187.19532775878906
2015-04-23,185.6237030029297
2015-04-24,177.6957550048828
2015-04-27,170.73171997070312
2015-04-28,176.28038024902344
2015-04-29,178.16464233398438
2015-04-30,181.3688201904297
2015-05-04,184.56427001953125
2015-05-05,178.0257110595703
2015-05-06,171.5913543701172
2015-05-07,168.54354858398438
2015-05-08,170.47122192382812
2015-05-11,176.08065795898438
2015-05-12,169.23818969726562
2015-05-13,181.72483825683594
2015-05-14,182.8536376953125
2015-05-15,191.97984313964844
2015-05-18,189.84375
2015-05-19,191.3893585205078
2015-05-20,192.21429443359375
2015-05-21,197.32879638671875
2015-05-22,192.47483825683594
2015-05-25,189.04489135742188
2015-05-26,187.837890625
2015-05-27,186.15333557128906
2015-05-28,183.9998321533203
2015-05-29,190.425537109375
2015-06-01,188.73228454589844
2015-06-02,181.6293182373047
2015-06-03,177.90415954589844
2015-06-04,174.84764099121094
2015-06-05,173.6580047607422
2015-06-08,170.46253967285156
2015-06-09,171.1919403076172
2015-06-10,171.82583618164062
2015-06-11,167.22369384765625
2015-06-12,165.84298706054688
2015-06-15,167.44940185546875
2015-06-16,172.58128356933594
2015-06-17,177.55682373046875
2015-06-18,181.69876098632812
2015-06-19,180.24000549316406
2015-06-22,181.14300537109375
2015-06-23,185.28500366210938
2015-06-24,187.78579711914062
2015-06-25,185.0679168701172
2015-06-26,184.92901611328125
2015-06-29,178.92881774902344
2015-06-30,181.23854064941406
2015-07-01,185.08529663085938
2015-07-02,186.16200256347656
2015-07-03,185.2068634033203
2015-07-06,189.81771850585938
2015-07-07,189.6527099609375
2015-07-08,184.22564697265625
2015-07-09,183.14889526367188
2015-07-10,178.75514221191406
2015-07-13,183.2617645263672
2015-07-14,184.59902954101562
2015-07-15,188.08102416992188
2015-07-16,193.1955108642578
2015-07-17,193.2389373779297
2015-07-20,190.31265258789062
2015-07-21,191.6585693359375
2015-07-22,201.67047119140625
2015-07-23,197.4590301513672
2015-07-24,195.57473754882812
2015-07-27,194.42855834960938
2015-07-28,195.157958984375
2015-07-29,196.77305603027344
2015-07-30,195.69630432128906
2015-07-31,197.19851684570312
2015-08-03,196.52122497558594
2015-08-04,192.8742218017578
2015-08-05,198.6399688720703
2015-08-06,195.7136993408203
2015-08-07,194.11593627929688
2015-08-10,189.64404296875
2015-08-11,188.0723419189453
2015-08-12,180.7957000732422
2015-08-13,182.59315490722656
2015-08-14,186.3009490966797
2015-08-17,186.03176879882812
2015-08-18,189.4964141845703
2015-08-19,189.1056671142578
2015-08-20,190.57315063476562
2015-08-21,185.91021728515625
2015-08-24,169.99363708496094
2015-08-25,173.44960021972656
2015-08-26,172.4336700439453
2015-08-27,179.16323852539062
2015-08-28,175.04734802246094
2015-08-31,174.80419921875
2015-09-01,169.35105895996094
2015-09-02,167.54493713378906
2015-09-03,172.919921875
2015-09-04,164.0455322265625
2015-09-07,159.669189453125
2015-09-08,165.10491943359375
2015-09-09,165.66064453125
2015-09-10,166.14691162109375
2015-09-11,165.2264862060547
2015-09-14,165.90380859375
2015-09-15,164.8357696533203
2015-09-16,169.0919952392578
2015-09-18,167.1788787841797
2015-09-21,166.28375244140625
2015-09-22,164.8971710205078
2015-09-23,161.8519287109375
2015-09-24,164.64266967773438
2015-09-28,167.06478881835938
2015-09-29,168.740966796875
2015-09-30,164.4846954345703
2015-10-01,162.10647583007812
2015-10-05,159.54391479492188
2015-10-06,160.7462158203125
2015-10-07,166.5996856689453
2015-10-08,168.70587158203125
2015-10-09,167.5123748779297
2015-10-12,165.78353881835938
2015-10-13,166.1872100830078
2015-10-14,164.11611938476562
2015-10-15,163.56326293945312
2015-10-16,162.6856689453125
2015-10-19,164.30043029785156
2015-10-20,164.4759063720703
2015-10-21,163.9230499267578
2015-10-23,162.03623962402344
2015-10-26,159.81597900390625
2015-10-27,159.4561767578125
2015-10-28,160.11436462402344
2015-10-29,159.44741821289062
2015-10-30,156.45486450195312
2015-11-02,155.67381286621094
2015-11-03,157.42019653320312
2015-11-04,156.20916748046875
2015-11-05,152.9621124267578
2015-11-06,150.8559112548828
2015-11-09,147.10865783691406
2015-11-10,146.0467529296875
2015-11-13,147.0823211669922
2015-11-16,146.30125427246094
2015-11-17,153.88356018066406
2015-11-18,150.3644561767578
2015-11-19,150.56629943847656
2015-11-20,152.6286163330078
2015-11-23,150.5750732421875
2015-11-24,150.2591552734375
2015-11-26,152.5496368408203
2015-11-27,152.1634979248047
2015-11-30,151.99676513671875
2015-12-01,154.3662109375
2015-12-02,152.3740997314453
2015-12-03,152.6461639404297
2015-12-04,150.18894958496094
2015-12-07,147.81948852539062
2015-12-08,143.75628662109375
2015-12-09,140.017822265625
2015-12-10,144.14242553710938
2015-12-11,142.9576873779297
2015-12-14,138.1134490966797
2015-12-15,139.46493530273438
2015-12-16,141.34292602539062
2015-12-17,140.62332153320312
2015-12-18,140.71986389160156
2015-12-21,141.66763305664062
2015-12-22,150.2064971923828
2015-12-23,148.74095153808594
2015-12-24,151.23329162597656
2015-12-28,154.5856170654297
2015-12-29,157.104248046875
2015-12-30,158.30654907226562
2015-12-31,162.49261474609375
