Date,MCX
2012-03-09,209.35971069335938
2012-03-12,199.24452209472656
2012-03-13,208.7865447998047
2012-03-14,205.46861267089844
2012-03-15,204.73399353027344
2012-03-16,209.44044494628906
2012-03-19,209.12559509277344
2012-03-20,206.5503692626953
2012-03-21,207.833984375
2012-03-22,203.192138671875
2012-03-23,201.60177612304688
2012-03-26,203.33740234375
2012-03-27,203.0306396484375
2012-03-28,199.8983917236328
2012-03-29,201.77935791015625
2012-03-30,205.0892333984375
2012-04-02,210.96620178222656
2012-04-03,211.2003173828125
2012-04-04,208.584716796875
2012-04-09,204.00746154785156
2012-04-10,202.98220825195312
2012-04-11,205.16990661621094
2012-04-12,204.3465118408203
2012-04-13,201.25462341308594
2012-04-16,204.07200622558594
2012-04-17,204.99232482910156
2012-04-18,204.39492797851562
2012-04-19,203.54730224609375
2012-04-20,201.7389678955078
2012-04-23,195.9265594482422
2012-04-24,195.91854858398438
2012-04-25,193.8276824951172
2012-04-26,191.13946533203125
2012-04-27,182.11607360839844
2012-04-30,179.4114532470703
2012-05-02,181.9275360107422
2012-05-03,173.36305236816406
2012-05-04,165.82302856445312
2012-05-07,168.76528930664062
2012-05-08,167.4130096435547
2012-05-09,169.17506408691406
2012-05-10,169.1996612548828
2012-05-11,164.6510467529297
2012-05-14,164.29046630859375
2012-05-15,163.7741241455078
2012-05-16,161.2908172607422
2012-05-17,158.0617218017578
2012-05-18,155.11129760742188
2012-05-21,153.2099151611328
2012-05-22,149.2432403564453
2012-05-23,143.92422485351562
2012-05-24,145.4813995361328
2012-05-25,147.02215576171875
2012-05-28,146.39927673339844
2012-05-29,147.341796875
2012-05-30,141.37535095214844
2012-05-31,153.51312255859375
2012-06-01,156.61932373046875
2012-06-04,158.7665557861328
2012-06-05,163.1184844970703
2012-06-06,163.38894653320312
2012-06-07,171.16661071777344
2012-06-08,169.18325805664062
2012-06-11,165.4624481201172
2012-06-12,166.82290649414062
2012-06-13,168.06044006347656
2012-06-14,167.01141357421875
2012-06-15,166.25741577148438
2012-06-18,164.3232421875
2012-06-19,166.7245635986328
2012-06-20,166.47048950195312
2012-06-21,165.87225341796875
2012-06-22,171.5518341064453
2012-06-25,170.699462890625
2012-06-26,169.18325805664062
2012-06-27,168.74887084960938
2012-06-28,170.19134521484375
2012-06-29,173.84661865234375
2012-07-02,174.1580352783203
2012-07-03,174.54324340820312
2012-07-04,171.7321014404297
2012-07-05,171.6255645751953
2012-07-06,183.6322479248047
2012-07-09,187.6562957763672
2012-07-10,189.5576934814453
2012-07-11,185.0091094970703
2012-07-12,181.3948516845703
2012-07-13,182.56680297851562
2012-07-16,180.2228546142578
2012-07-17,180.0998992919922
2012-07-18,182.61599731445312
2012-07-19,183.8289337158203
2012-07-20,180.50970458984375
2012-07-23,177.45274353027344
2012-07-24,176.77243041992188
2012-07-25,176.2888946533203
2012-07-26,175.28085327148438
2012-07-27,167.3802032470703
2012-07-30,167.94570922851562
2012-07-31,168.61778259277344
2012-08-01,172.4697265625
2012-08-02,173.37945556640625
2012-08-03,172.62545776367188
2012-08-06,177.89529418945312
2012-08-07,180.19003295898438
2012-08-08,187.92678833007812
2012-08-09,191.35255432128906
2012-08-10,185.95162963867188
2012-08-13,190.28712463378906
2012-08-14,188.71356201171875
2012-08-16,192.7704315185547
2012-08-17,188.55783081054688
2012-08-21,191.50009155273438
2012-08-22,191.28697204589844
2012-08-23,190.66412353515625
2012-08-24,189.8445587158203
2012-08-27,185.07469177246094
2012-08-28,180.9522705078125
2012-08-29,185.0664825439453
2012-08-30,187.96778869628906
2012-08-31,187.57435607910156
2012-09-03,191.0657196044922
2012-09-04,190.6067657470703
2012-09-05,192.3360595703125
2012-09-06,193.8358612060547
2012-09-07,194.4013671875
2012-09-10,191.3607635498047
2012-09-11,192.4671630859375
2012-09-12,195.16355895996094
2012-09-13,205.75238037109375
2012-09-14,211.09690856933594
2012-09-17,215.70852661132812
2012-09-18,212.9744873046875
2012-09-20,210.40512084960938
2012-09-21,212.9662322998047
2012-09-24,220.38600158691406
2012-09-25,217.0508270263672
2012-09-26,214.0203399658203
2012-09-27,207.17703247070312
2012-09-28,211.10516357421875
2012-10-01,211.66513061523438
2012-10-03,205.0276641845703
2012-10-04,212.9662322998047
2012-10-05,219.908447265625
2012-10-08,223.65530395507812
2012-10-09,235.73609924316406
2012-10-10,232.27743530273438
2012-10-11,231.09976196289062
2012-10-12,231.05862426757812
2012-10-15,230.80332946777344
2012-10-16,228.34933471679688
2012-10-17,226.8505401611328
2012-10-18,229.84805297851562
2012-10-19,230.53985595703125
2012-10-22,230.26806640625
2012-10-23,229.50221252441406
2012-10-25,229.93870544433594
2012-10-29,221.90948486328125
2012-10-30,224.99765014648438
2012-10-31,231.3633575439453
2012-11-01,231.2397918701172
2012-11-02,233.28207397460938
2012-11-05,237.81137084960938
2012-11-06,236.7737274169922
2012-11-07,243.00767517089844
2012-11-08,242.8594512939453
2012-11-09,246.78753662109375
2012-11-12,260.0295104980469
2012-11-15,259.8718566894531
2012-11-16,253.29974365234375
2012-11-19,246.21315002441406
2012-11-20,253.96359252929688
2012-11-21,248.6195831298828
2012-11-22,252.3620147705078
2012-11-23,251.93882751464844
2012-11-26,251.64007568359375
2012-11-27,254.9012451171875
2012-11-29,255.46551513671875
2012-11-30,265.00830078125
2012-12-03,259.838623046875
2012-12-04,258.0877685546875
2012-12-05,254.65234375
2012-12-06,256.793212890625
2012-12-07,255.62322998046875
2012-12-10,255.62322998046875
2012-12-11,252.0135040283203
2012-12-12,248.59471130371094
2012-12-13,249.18386840820312
2012-12-14,250.4368896484375
2012-12-17,249.01785278320312
2012-12-18,247.70684814453125
2012-12-19,248.08023071289062
2012-12-20,249.947265625
2012-12-21,248.412109375
2012-12-24,245.0015869140625
2012-12-26,244.68629455566406
2012-12-27,244.736083984375
2012-12-28,245.9891357421875
2012-12-31,244.48715209960938
2013-01-01,246.24630737304688
2013-01-02,243.87307739257812
2013-01-03,239.91485595703125
2013-01-04,235.42555236816406
2013-01-07,235.97325134277344
2013-01-08,238.7531280517578
2013-01-09,236.52096557617188
2013-01-10,233.21829223632812
2013-01-11,231.2516326904297
2013-01-14,225.94085693359375
2013-01-15,235.3260040283203
2013-01-16,230.63760375976562
2013-01-17,229.1605224609375
2013-01-18,232.7951202392578
2013-01-21,232.3719024658203
2013-01-22,232.40509033203125
2013-01-23,227.92413330078125
2013-01-24,227.40133666992188
2013-01-25,226.4636688232422
2013-01-28,233.58340454101562
2013-01-29,233.81573486328125
2013-01-30,235.01901245117188
2013-01-31,235.76585388183594
2013-02-01,231.47573852539062
2013-02-04,225.0778350830078
2013-02-05,221.00347900390625
2013-02-06,223.14442443847656
2013-02-07,222.5967254638672
2013-02-08,224.32275390625
2013-02-11,221.38526916503906
2013-02-12,212.04983520507812
2013-02-13,199.23756408691406
2013-02-14,193.82717895507812
2013-02-15,197.46176147460938
2013-02-18,201.85975646972656
2013-02-19,200.764404296875
2013-02-20,201.30377197265625
2013-02-21,198.19200134277344
2013-02-22,196.333251953125
2013-02-25,192.93930053710938
2013-02-26,186.37550354003906
2013-02-27,185.70333862304688
2013-02-28,190.67388916015625
2013-03-01,181.88619995117188
2013-03-04,177.1562957763672
2013-03-05,175.1149444580078
2013-03-06,175.5879669189453
2013-03-07,168.72543334960938
2013-03-08,160.27793884277344
2013-03-11,162.4686279296875
2013-03-12,154.70156860351562
2013-03-13,154.28671264648438
2013-03-14,148.37017822265625
2013-03-15,146.81011962890625
2013-03-18,147.24990844726562
2013-03-19,150.02149963378906
2013-03-20,146.951171875
2013-03-21,145.58197021484375
2013-03-22,141.45782470703125
2013-03-25,144.0219268798828
2013-03-26,143.57383728027344
2013-03-28,137.84815979003906
2013-04-01,141.3001708984375
2013-04-02,145.53219604492188
2013-04-03,152.0959930419922
2013-04-04,153.97137451171875
2013-04-05,154.67672729492188
2013-04-08,148.3037567138672
2013-04-09,147.5320281982422
2013-04-10,149.05889892578125
2013-04-11,147.63160705566406
2013-04-12,148.71038818359375
2013-04-15,146.270751953125
2013-04-16,143.80621337890625
2013-04-17,142.26275634765625
2013-04-18,142.1548614501953
2013-04-22,140.42884826660156
2013-04-23,144.39535522460938
2013-04-25,146.64414978027344
2013-04-26,146.64414978027344
2013-04-29,148.0299530029297
2013-04-30,150.3948974609375
2013-05-02,154.04603576660156
2013-05-03,165.18212890625
2013-05-06,159.53941345214844
2013-05-07,158.65980529785156
2013-05-08,155.48167419433594
2013-05-09,154.25350952148438
2013-05-10,153.10006713867188
2013-05-13,154.35308837890625
2013-05-14,155.19117736816406
2013-05-15,156.27825927734375
2013-05-16,156.892333984375
2013-05-17,156.49400329589844
2013-05-20,156.1703643798828
2013-05-21,155.43185424804688
2013-05-22,153.63119506835938
2013-05-23,151.4736328125
2013-05-24,150.11277770996094
2013-05-27,149.4157257080078
2013-05-28,149.27462768554688
2013-05-29,147.63990783691406
2013-05-30,147.5237579345703
2013-05-31,141.60719299316406
2013-06-03,142.7606201171875
2013-06-04,142.9680938720703
2013-06-05,142.2461395263672
2013-06-06,143.62364196777344
2013-06-07,146.0798797607422
2013-06-10,151.51512145996094
2013-06-11,149.3825225830078
2013-06-12,148.6190948486328
2013-06-13,141.71505737304688
2013-06-14,140.8935546875
2013-06-17,141.0927276611328
2013-06-18,141.36656188964844
2013-06-19,141.88931274414062
2013-06-20,136.7942657470703
2013-06-21,137.63241577148438
2013-06-24,137.30050659179688
2013-06-25,134.37124633789062
2013-06-26,127.28467559814453
2013-06-27,124.97779083251953
2013-06-28,127.3593521118164
2013-07-01,130.03964233398438
2013-07-02,129.57493591308594
2013-07-03,124.71224975585938
2013-07-04,122.76221466064453
2013-07-05,122.74560546875
2013-07-08,120.05701446533203
2013-07-09,121.1025619506836
2013-07-10,120.1565933227539
2013-07-11,120.05701446533203
2013-07-12,118.1484375
2013-07-15,118.07376861572266
2013-07-16,116.34777069091797
2013-07-17,120.69598388671875
2013-07-18,120.60467529296875
2013-07-19,122.69581604003906
2013-07-22,123.22689819335938
2013-07-23,119.64208984375
2013-07-24,118.70443725585938
2013-07-25,119.0944595336914
2013-07-26,116.98668670654297
2013-07-29,115.58434295654297
2013-07-30,115.2358169555664
2013-07-31,105.90875244140625
2013-08-01,84.73197937011719
2013-08-02,67.78723907470703
2013-08-05,61.01597595214844
2013-08-06,54.91687774658203
2013-08-07,49.431827545166016
2013-08-08,49.08331298828125
2013-08-12,46.63536071777344
2013-08-13,44.30359649658203
2013-08-14,42.09629440307617
2013-08-16,40.53624725341797
2013-08-19,42.560997009277344
2013-08-20,44.685302734375
2013-08-21,46.91749954223633
2013-08-22,46.32003402709961
2013-08-23,48.63520050048828
2013-08-26,51.066558837890625
2013-08-27,53.614078521728516
2013-08-28,56.294349670410156
2013-08-29,59.107425689697266
2013-08-30,62.06153869628906
2013-09-02,65.15673065185547
2013-09-03,68.40959930419922
2013-09-04,71.82840728759766
2013-09-05,75.41319274902344
2013-09-06,74.28465270996094
2013-09-10,72.44246673583984
2013-09-11,76.06046295166016
2013-09-12,79.80290222167969
2013-09-13,81.47911071777344
2013-09-16,77.41304779052734
2013-09-17,73.5461196899414
2013-09-18,69.8701171875
2013-09-19,73.35848999023438
2013-09-20,76.9662857055664
2013-09-23,75.32018280029297
2013-09-24,74.7657699584961
2013-09-25,71.73796844482422
2013-09-26,69.95537567138672
2013-09-27,68.4286880493164
2013-09-30,65.00852966308594
2013-10-01,65.16204833984375
2013-10-03,68.42015838623047
2013-10-04,68.86365509033203
2013-10-07,69.35835266113281
2013-10-08,68.82954406738281
2013-10-09,69.1280746459961
2013-10-10,72.58234405517578
2013-10-11,76.20716857910156
2013-10-14,80.01116180419922
2013-10-15,83.54217529296875
2013-10-17,87.712890625
2013-10-18,86.8599853515625
2013-10-21,85.19683837890625
2013-10-22,80.9408187866211
2013-10-23,80.91523742675781
2013-10-24,79.93439483642578
2013-10-25,78.40769958496094
2013-10-28,74.8595962524414
2013-10-29,77.90446472167969
2013-10-30,79.83204650878906
2013-10-31,80.75318908691406
2013-11-01,84.7874526977539
2013-11-05,84.44627380371094
2013-11-06,87.09028625488281
2013-11-07,83.41425323486328
2013-11-08,82.03254699707031
2013-11-11,81.8875503540039
2013-11-12,73.40113830566406
2013-11-13,73.81906127929688
2013-11-14,74.64636993408203
2013-11-18,87.33763122558594
2013-11-19,84.45478057861328
2013-11-20,84.4292221069336
2013-11-21,83.44295501708984
2013-11-22,81.85111236572266
2013-11-25,82.11064147949219
2013-11-26,80.61392974853516
2013-11-27,81.72996520996094
2013-11-28,82.50860595703125
2013-11-29,82.5951156616211
2013-12-02,81.21955108642578
2013-12-03,79.22103881835938
2013-12-04,77.44750213623047
2013-12-05,78.04446411132812
2013-12-06,77.9925537109375
2013-12-09,76.7640609741211
2013-12-10,74.41950988769531
2013-12-11,71.78949737548828
2013-12-12,71.32231903076172
2013-12-13,68.90855407714844
2013-12-16,66.75436401367188
2013-12-17,67.6108627319336
2013-12-18,73.06989288330078
2013-12-19,71.79813385009766
2013-12-20,79.0826416015625
2013-12-23,81.2714614868164
2013-12-24,81.75592041015625
2013-12-26,81.8683853149414
2013-12-27,78.27804565429688
2013-12-30,82.03277587890625
2013-12-31,82.88925170898438
2014-01-01,85.17322540283203
2014-01-02,84.21292114257812
2014-01-03,99.16258239746094
2014-01-06,98.80787658691406
2014-01-07,102.62313842773438
2014-01-08,103.18549346923828
2014-01-09,101.64553833007812
2014-01-10,91.19461822509766
2014-01-13,93.37479400634766
2014-01-14,90.30352783203125
2014-01-15,88.53865814208984
2014-01-16,86.9640884399414
