Date,THYROCARE
2016-09-02,170.09280395507812
2016-09-06,166.6909637451172
2016-09-07,165.15806579589844
2016-09-08,165.33287048339844
2016-09-09,166.502685546875
2016-09-12,163.43698120117188
2016-09-14,161.32594299316406
2016-09-15,162.45542907714844
2016-09-16,171.5987548828125
2016-09-19,170.6575469970703
2016-09-20,168.82888793945312
2016-09-21,167.86074829101562
2016-09-22,166.24722290039062
2016-09-23,164.21688842773438
2016-09-26,167.64561462402344
2016-09-27,169.8373565673828
2016-09-28,168.1565704345703
2016-09-29,162.9797821044922
2016-09-30,164.875732421875
2016-10-03,166.3279266357422
2016-10-04,168.07589721679688
2016-10-05,167.6993865966797
2016-10-06,165.97830200195312
2016-10-07,165.76316833496094
2016-10-10,167.53805541992188
2016-10-13,163.74627685546875
2016-10-14,167.02711486816406
2016-10-17,173.2257080078125
2016-10-18,180.05636596679688
2016-10-19,177.34022521972656
2016-10-20,179.37059020996094
2016-10-21,178.4024658203125
2016-10-24,179.6933135986328
2016-10-25,175.2964324951172
2016-10-26,174.7585906982422
2016-10-27,172.29795837402344
2016-10-28,172.31141662597656
2016-11-01,173.87115478515625
2016-11-02,171.24916076660156
2016-11-03,170.26759338378906
2016-11-04,166.82542419433594
2016-11-07,171.1147003173828
2016-11-08,170.75164794921875
2016-11-09,169.91798400878906
2016-11-10,171.1819610595703
2016-11-11,165.85728454589844
2016-11-15,160.6402130126953
2016-11-16,158.8787841796875
2016-11-17,159.2283935546875
2016-11-18,162.87228393554688
2016-11-21,165.73623657226562
2016-11-22,168.452392578125
2016-11-23,174.79891967773438
2016-11-24,177.29989624023438
2016-11-25,177.03097534179688
2016-11-28,174.27452087402344
2016-11-29,181.0379180908203
2016-11-30,181.84466552734375
2016-12-01,178.85964965820312
2016-12-02,176.1704559326172
2016-12-05,176.72171020507812
2016-12-06,178.21420288085938
2016-12-07,176.15699768066406
2016-12-08,176.82928466796875
2016-12-09,180.56732177734375
2016-12-12,182.40939331054688
2016-12-13,187.31723022460938
2016-12-14,183.49855041503906
2016-12-15,184.95068359375
2016-12-16,183.51197814941406
2016-12-19,183.01449584960938
2016-12-20,186.5642547607422
2016-12-21,184.0094757080078
2016-12-22,182.0463409423828
2016-12-23,180.91690063476562
2016-12-26,178.17388916015625
2016-12-27,178.6983184814453
2016-12-28,181.158935546875
2016-12-29,183.6330108642578
2016-12-30,186.42979431152344
2017-01-02,187.47854614257812
2017-01-03,189.9929962158203
2017-01-04,188.4870147705078
2017-01-05,188.2046661376953
2017-01-06,187.22312927246094
2017-01-09,187.9088592529297
2017-01-10,187.78782653808594
2017-01-11,188.9979705810547
2017-01-12,187.41134643554688
2017-01-13,186.4835662841797
2017-01-16,186.90040588378906
2017-01-17,186.55081176757812
2017-01-18,188.36602783203125
2017-01-19,186.0532989501953
2017-01-20,183.04136657714844
2017-01-23,185.4213409423828
2017-01-24,189.24000549316406
2017-01-25,189.6299591064453
2017-01-27,193.85202026367188
2017-01-30,190.66529846191406
2017-01-31,191.915771484375
2017-02-01,195.1697540283203
2017-02-02,195.4520721435547
2017-02-03,197.64381408691406
2017-02-06,198.4102325439453
2017-02-07,196.8639373779297
2017-02-08,196.4171600341797
2017-02-09,196.22763061523438
2017-02-10,195.11744689941406
2017-02-13,194.63006591796875
2017-02-14,194.11561584472656
2017-02-15,189.07928466796875
2017-02-16,190.7174835205078
2017-02-17,188.60540771484375
2017-02-20,192.2608642578125
2017-02-21,193.10020446777344
2017-02-22,193.18145751953125
2017-02-23,191.7869873046875
2017-02-27,189.26878356933594
2017-02-28,189.44482421875
2017-03-01,187.19740295410156
2017-03-02,187.99618530273438
2017-03-03,184.86878967285156
2017-03-06,182.63491821289062
2017-03-07,185.9248046875
2017-03-08,183.83985900878906
2017-03-09,182.02569580078125
2017-03-10,181.4300079345703
2017-03-14,185.45095825195312
2017-03-15,187.48171997070312
2017-03-16,193.53347778320312
2017-03-17,190.66326904296875
2017-03-20,193.2626953125
2017-03-21,191.59747314453125
2017-03-22,190.06759643554688
2017-03-23,192.2608642578125
2017-03-24,190.1217498779297
2017-03-27,189.83743286132812
2017-03-28,188.0097198486328
2017-03-29,189.6343536376953
2017-03-30,189.322998046875
2017-03-31,194.35931396484375
2017-04-03,194.0479278564453
2017-04-05,195.6454620361328
2017-04-06,206.09722900390625
2017-04-07,204.03939819335938
2017-04-10,201.57534790039062
2017-04-11,201.07444763183594
2017-04-12,204.25595092773438
2017-04-13,196.29530334472656
2017-04-17,197.44610595703125
2017-04-18,196.8368682861328
2017-04-19,197.87933349609375
2017-04-20,197.40548706054688
2017-04-21,197.5814971923828
2017-04-24,196.14637756347656
2017-04-25,196.5254669189453
2017-04-26,195.83502197265625
2017-04-27,195.27992248535156
2017-04-28,194.15623474121094
2017-05-02,194.72482299804688
2017-05-03,194.53530883789062
2017-05-04,192.38267517089844
2017-05-05,192.03067016601562
2017-05-08,193.38453674316406
2017-05-09,193.19497680664062
2017-05-10,197.03993225097656
2017-05-11,198.86764526367188
2017-05-12,199.13839721679688
2017-05-15,197.66268920898438
2017-05-16,200.80364990234375
2017-05-17,199.9101104736328
2017-05-18,198.8270263671875
2017-05-19,196.0922393798828
2017-05-22,192.22023010253906
2017-05-23,188.15867614746094
2017-05-24,186.8319091796875
2017-05-25,189.39064025878906
2017-05-26,192.5316162109375
2017-05-29,191.62451171875
2017-05-30,190.21649169921875
2017-05-31,193.7771453857422
2017-06-01,193.64175415039062
2017-06-02,192.6669921875
2017-06-05,193.3168487548828
2017-06-06,192.19314575195312
2017-06-07,191.3267059326172
2017-06-08,191.40792846679688
2017-06-09,194.53530883789062
2017-06-12,193.28976440429688
2017-06-13,194.75193786621094
2017-06-14,193.80421447753906
2017-06-15,195.6589813232422
2017-06-16,201.9408721923828
2017-06-19,200.0861053466797
2017-06-20,201.39935302734375
2017-06-21,197.9334716796875
2017-06-22,195.76731872558594
2017-06-23,194.64361572265625
2017-06-27,193.58761596679688
2017-06-28,195.07684326171875
2017-06-29,196.34945678710938
2017-06-30,196.9586639404297
2017-07-03,205.1901397705078
2017-07-04,199.67994689941406
2017-07-05,199.27381896972656
2017-07-06,199.85597229003906
2017-07-07,199.86952209472656
2017-07-10,199.9371795654297
2017-07-11,200.0725860595703
2017-07-12,201.9950714111328
2017-07-13,197.39195251464844
2017-07-14,196.1057891845703
2017-07-17,196.32240295410156
2017-07-18,196.606689453125
2017-07-19,197.55441284179688
2017-07-20,195.57777404785156
2017-07-21,195.82147216796875
2017-07-24,192.09835815429688
2017-07-25,196.51194763183594
2017-07-26,195.59129333496094
2017-07-27,193.8990020751953
2017-07-28,194.99560546875
2017-07-31,194.94146728515625
2017-08-01,192.32852172851562
2017-08-02,193.45220947265625
2017-08-03,194.99285888671875
2017-08-04,194.6656494140625
2017-08-07,193.752197265625
2017-08-08,194.6520233154297
2017-08-09,191.5707550048828
2017-08-10,192.6478271484375
2017-08-11,190.0028533935547
2017-08-14,192.55238342285156
2017-08-16,193.47952270507812
2017-08-17,193.50674438476562
2017-08-18,193.1113739013672
2017-08-21,192.67510986328125
2017-08-22,192.75689697265625
2017-08-23,192.49786376953125
2017-08-24,193.35678100585938
2017-08-28,189.4711151123047
2017-08-29,185.7081298828125
2017-08-30,191.18898010253906
2017-08-31,187.78050231933594
2017-09-01,186.11717224121094
2017-09-04,184.2220458984375
2017-09-05,184.26296997070312
2017-09-06,185.6263427734375
2017-09-07,186.1717071533203
2017-09-08,185.85813903808594
2017-09-11,185.25820922851562
2017-09-12,185.0400848388672
2017-09-13,185.149169921875
2017-09-14,184.42654418945312
2017-09-15,185.5718231201172
2017-09-18,186.97610473632812
2017-09-19,185.36732482910156
2017-09-20,186.3489532470703
2017-09-21,185.34002685546875
2017-09-22,185.0400848388672
2017-09-25,182.24514770507812
2017-09-26,182.8450164794922
2017-09-27,184.87646484375
2017-09-28,185.53091430664062
2017-09-29,186.04898071289062
2017-10-03,184.8628692626953
2017-10-04,184.67196655273438
2017-10-05,182.81773376464844
2017-10-06,182.68142700195312
2017-10-09,183.69032287597656
2017-10-10,183.922119140625
2017-10-11,187.53506469726562
2017-10-12,190.69815063476562
2017-10-13,189.4302520751953
2017-10-16,190.65728759765625
2017-10-17,185.9535369873047
2017-10-18,186.77159118652344
2017-10-19,188.4213104248047
2017-10-23,189.74378967285156
2017-10-24,189.45748901367188
2017-10-25,190.18008422851562
2017-10-26,187.86228942871094
2017-10-27,188.83035278320312
2017-10-30,189.74378967285156
2017-10-31,188.69398498535156
2017-11-01,187.00338745117188
2017-11-02,185.84451293945312
2017-11-03,187.84869384765625
2017-11-06,188.03956604003906
2017-11-07,184.98553466796875
2017-11-08,184.3447723388672
2017-11-09,182.8859100341797
2017-11-10,186.0626220703125
2017-11-13,184.440185546875
2017-11-14,183.3358154296875
2017-11-15,182.08151245117188
2017-11-16,182.5314178466797
2017-11-17,183.8539276123047
2017-11-20,183.32220458984375
2017-11-21,186.30801391601562
2017-11-22,186.04898071289062
2017-11-23,181.8497314453125
2017-11-24,181.8769989013672
2017-11-27,182.27236938476562
2017-11-28,181.3452606201172
2017-11-29,181.3179931640625
2017-11-30,180.2408905029297
2017-12-01,177.1323699951172
2017-12-04,177.24143981933594
2017-12-05,175.60537719726562
2017-12-06,182.77685546875
2017-12-07,183.0631561279297
2017-12-08,182.64048767089844
2017-12-11,183.8539276123047
2017-12-12,184.00390625
2017-12-13,181.19529724121094
2017-12-14,178.4412384033203
2017-12-15,175.8780517578125
2017-12-18,181.67247009277344
2017-12-19,180.7863006591797
2017-12-20,182.57232666015625
2017-12-21,183.922119140625
2017-12-22,187.84869384765625
2017-12-26,189.6619873046875
2017-12-27,189.17115783691406
2017-12-28,189.5665740966797
2017-12-29,190.6300048828125
2018-01-01,190.411865234375
2018-01-02,186.86703491210938
2018-01-03,186.4307403564453
2018-01-04,189.2802276611328
2018-01-05,186.40347290039062
2018-01-08,187.27606201171875
2018-01-09,187.87594604492188
2018-01-10,187.8350372314453
2018-01-11,191.4207763671875
2018-01-12,193.57493591308594
2018-01-15,190.86178588867188
2018-01-16,188.25772094726562
2018-01-17,189.62110900878906
2018-01-18,191.54347229003906
2018-01-19,190.67092895507812
2018-01-22,190.87542724609375
2018-01-23,187.50779724121094
2018-01-24,187.93048095703125
2018-01-25,188.0259246826172
2018-01-29,188.4622039794922
2018-01-30,188.08045959472656
2018-01-31,187.9713897705078
2018-02-01,189.68923950195312
2018-02-02,182.76321411132812
2018-02-05,184.38565063476562
2018-02-06,176.02804565429688
2018-02-07,179.8591766357422
2018-02-08,182.02696228027344
2018-02-09,178.645751953125
2018-02-12,179.1092987060547
2018-02-14,178.83663940429688
2018-02-15,175.55308532714844
2018-02-16,175.00350952148438
2018-02-19,174.1105194091797
2018-02-20,172.58551025390625
2018-02-21,171.25286865234375
2018-02-22,170.45603942871094
2018-02-23,171.0742645263672
2018-02-26,172.0634765625
2018-02-27,172.2420654296875
2018-02-28,171.56883239746094
2018-03-01,171.58258056640625
2018-03-05,167.83193969726562
2018-03-06,165.12539672851562
2018-03-07,158.7368927001953
2018-03-08,159.21775817871094
2018-03-09,160.15200805664062
2018-03-12,163.1058349609375
2018-03-13,166.52671813964844
2018-03-14,166.92515563964844
2018-03-15,172.97018432617188
2018-03-16,169.28823852539062
2018-03-19,164.7681884765625
2018-03-20,163.94387817382812
2018-03-21,162.72113037109375
2018-03-22,162.36392211914062
2018-03-23,163.4080810546875
2018-03-26,166.6916046142578
2018-03-27,164.87808227539062
2018-03-28,163.99884033203125
2018-04-02,163.99884033203125
2018-04-03,162.94094848632812
2018-04-04,162.10289001464844
2018-04-05,160.74278259277344
2018-04-06,161.0724639892578
2018-04-09,160.976318359375
2018-04-10,161.31976318359375
2018-04-11,164.6719970703125
2018-04-12,166.6916046142578
2018-04-13,172.1321563720703
2018-04-16,173.71209716796875
2018-04-17,172.87403869628906
2018-04-18,175.0584716796875
2018-04-19,180.14181518554688
2018-04-20,185.51364135742188
2018-04-23,185.774658203125
2018-04-24,188.28884887695312
2018-04-25,187.9728546142578
2018-04-26,186.58526611328125
2018-04-27,183.75509643554688
2018-04-30,183.81002807617188
2018-05-02,181.32333374023438
2018-05-03,180.77377319335938
2018-05-04,176.80328369140625
2018-05-07,177.7787628173828
2018-05-08,176.47357177734375
2018-05-09,175.1546630859375
2018-05-10,171.56883239746094
2018-05-11,169.60421752929688
2018-05-14,168.23036193847656
2018-05-15,165.53756713867188
2018-05-16,168.95848083496094
2018-05-17,171.56883239746094
2018-05-18,168.03802490234375
2018-05-21,163.7515411376953
2018-05-22,166.54051208496094
2018-05-23,164.28733825683594
2018-05-24,164.24612426757812
2018-05-25,164.71324157714844
2018-05-28,164.7681884765625
2018-05-29,165.3314971923828
2018-05-30,165.35899353027344
2018-05-31,167.94183349609375
2018-06-01,168.9172821044922
2018-06-04,163.71031188964844
2018-06-05,161.8418426513672
2018-06-06,163.21572875976562
2018-06-07,163.79273986816406
2018-06-08,164.23236083984375
2018-06-11,164.47970581054688
2018-06-12,164.63079833984375
2018-06-13,164.46595764160156
2018-06-14,165.55130004882812
2018-06-15,164.47970581054688
2018-06-18,163.86143493652344
2018-06-19,164.0950164794922
2018-06-20,162.94094848632812
2018-06-21,161.7182159423828
2018-06-22,161.00381469726562
2018-06-25,160.6603240966797
2018-06-26,158.91551208496094
2018-06-27,159.3551483154297
2018-06-28,157.9812774658203
2018-06-29,157.9538116455078
2018-07-02,156.7860107421875
2018-07-03,155.37094116210938
2018-07-04,157.9538116455078
2018-07-05,156.15403747558594
2018-07-06,156.607421875
2018-07-09,156.4700164794922
2018-07-10,157.2256622314453
2018-07-11,159.68487548828125
2018-07-12,161.4022216796875
2018-07-13,161.99298095703125
2018-07-16,160.94883728027344
2018-07-17,155.68692016601562
2018-07-18,163.3256378173828
2018-07-19,162.77609252929688
2018-07-20,161.80067443847656
2018-07-23,164.1225128173828
2018-07-24,161.8555908203125
2018-07-25,159.1078643798828
2018-07-26,159.0803985595703
2018-07-27,162.10289001464844
2018-07-30,172.64047241210938
2018-07-31,171.2940673828125
2018-08-01,171.11546325683594
2018-08-02,168.70559692382812
2018-08-03,173.7192840576172
2018-08-06,173.58074951171875
2018-08-07,174.1901397705078
2018-08-08,171.69717407226562
2018-08-09,172.90213012695312
2018-08-10,171.6140594482422
2018-08-13,166.2403106689453
2018-08-14,169.12109375
2018-08-16,169.05184936523438
2018-08-17,169.05184936523438
2018-08-20,168.30397033691406
2018-08-21,169.24575805664062
2018-08-23,171.9464874267578
2018-08-24,172.445068359375
2018-08-27,175.5336151123047
2018-08-28,178.4697723388672
2018-08-29,180.9073486328125
2018-08-30,179.31463623046875
2018-08-31,180.18716430664062
2018-09-03,186.8905029296875
2018-09-04,188.48326110839844
2018-09-05,179.4669647216797
2018-09-06,177.74957275390625
2018-09-07,177.54180908203125
2018-09-10,183.6912078857422
2018-09-11,181.32284545898438
2018-09-12,179.2592010498047
2018-09-14,179.2730712890625
2018-09-17,179.50851440429688
2018-09-18,179.75782775878906
2018-09-19,177.14019775390625
2018-09-21,165.54782104492188
2018-09-24,172.74977111816406
2018-09-25,173.96856689453125
2018-09-26,175.75518798828125
2018-09-27,177.25099182128906
2018-09-28,177.88807678222656
2018-10-01,179.55006408691406
2018-10-03,180.75502014160156
2018-10-04,182.8601837158203
2018-10-05,184.1897430419922
2018-10-08,185.49166870117188
2018-10-09,185.2977752685547
2018-10-10,180.47801208496094
2018-10-11,171.65562438964844
2018-10-12,171.53097534179688
2018-10-15,170.0213623046875
2018-10-16,169.14881896972656
2018-10-17,165.5755157470703
2018-10-19,164.19052124023438
2018-10-22,161.54518127441406
2018-10-23,158.66441345214844
2018-10-24,157.44561767578125
2018-10-25,157.03012084960938
2018-10-26,154.91111755371094
2018-10-29,153.3737335205078
2018-10-30,153.73387145996094
2018-10-31,155.13267517089844
2018-11-01,153.6923065185547
2018-11-02,151.9195098876953
2018-11-05,152.25192260742188
2018-11-06,152.36270141601562
2018-11-07,152.36270141601562
2018-11-09,152.29347229003906
2018-11-12,152.33502197265625
2018-11-13,152.33502197265625
2018-11-14,152.68130493164062
2018-11-15,152.29347229003906
2018-11-16,152.32118225097656
2018-11-19,151.50404357910156
2018-11-20,151.4901885986328
2018-11-21,151.55941772460938
2018-11-22,150.85308837890625
2018-11-26,145.45164489746094
2018-11-27,146.96127319335938
2018-11-28,146.98895263671875
2018-11-29,150.29908752441406
2018-11-30,151.1439208984375
2018-12-03,154.3293914794922
2018-12-04,153.85850524902344
2018-12-05,152.25192260742188
2018-12-06,152.11343383789062
2018-12-07,151.9056854248047
2018-12-10,148.42938232421875
2018-12-11,149.55116271972656
2018-12-12,152.33502197265625
2018-12-13,152.39039611816406
2018-12-14,152.1549530029297
2018-12-17,152.2103729248047
2018-12-18,154.01084899902344
2018-12-19,155.03573608398438
2018-12-20,152.62586975097656
2018-12-21,152.8474578857422
2018-12-24,150.29908752441406
2018-12-26,150.16058349609375
2018-12-27,149.35728454589844
2018-12-28,149.01104736328125
2018-12-31,149.45425415039062
2019-01-01,149.32958984375
2019-01-02,150.866943359375
2019-01-03,152.11343383789062
2019-01-04,152.04415893554688
2019-01-07,149.8281707763672
2019-01-08,151.3655242919922
2019-01-09,152.03033447265625
2019-01-10,152.29347229003906
2019-01-11,152.30734252929688
2019-01-14,152.05801391601562
2019-01-15,151.5455780029297
2019-01-16,152.01646423339844
2019-01-17,151.24087524414062
2019-01-18,150.18829345703125
2019-01-21,149.66200256347656
2019-01-22,151.5178680419922
2019-01-23,152.03033447265625
2019-01-24,150.97772216796875
2019-01-25,149.121826171875
2019-01-28,152.32118225097656
2019-01-29,149.8281707763672
2019-01-30,150.07748413085938
2019-01-31,152.03033447265625
2019-02-01,151.8087158203125
2019-02-04,149.42654418945312
2019-02-05,150.1744384765625
2019-02-06,150.76995849609375
2019-02-07,150.5899200439453
2019-02-08,151.86412048339844
2019-02-11,136.18603515625
2019-02-12,137.37713623046875
2019-02-14,136.04751586914062
2019-02-15,139.5930938720703
2019-02-18,146.1440887451172
2019-02-19,150.3822021484375
2019-02-20,146.8643035888672
2019-02-21,156.8362274169922
2019-02-22,152.32118225097656
2019-02-25,150.20213317871094
2019-02-26,148.26315307617188
2019-02-27,145.45164489746094
2019-02-28,145.96405029296875
2019-03-01,144.53753662109375
2019-03-05,149.10797119140625
2019-03-06,146.98895263671875
2019-03-07,145.13307189941406
2019-03-08,144.59292602539062
2019-03-11,146.7119598388672
2019-03-12,146.97511291503906
2019-03-13,145.92254638671875
2019-03-14,147.69529724121094
2019-03-15,144.70370483398438
2019-03-18,144.08047485351562
2019-03-19,144.28822326660156
2019-03-20,149.92514038085938
2019-03-22,152.29347229003906
2019-03-25,150.0359649658203
2019-03-26,143.95584106445312
2019-03-27,143.99737548828125
2019-03-28,145.0776824951172
2019-04-01,146.1440887451172
2019-04-02,147.62608337402344
2019-04-03,146.76736450195312
2019-04-04,145.2715606689453
2019-04-05,148.45704650878906
2019-04-08,146.7119598388672
2019-04-09,144.37136840820312
2019-04-10,143.99737548828125
2019-04-11,143.98353576660156
2019-04-12,144.14971923828125
2019-04-15,142.889404296875
2019-04-16,143.12486267089844
2019-04-18,141.75367736816406
2019-04-22,137.37713623046875
2019-04-23,136.8231658935547
2019-04-24,138.22193908691406
2019-04-25,138.69285583496094
2019-04-26,136.08908081054688
2019-04-30,136.25527954101562
2019-05-02,134.06698608398438
2019-05-03,134.4132537841797
2019-05-06,134.3855743408203
2019-05-07,134.73178100585938
2019-05-08,128.76248168945312
2019-05-09,126.8235092163086
2019-05-10,127.40521240234375
2019-05-13,126.1171646118164
2019-05-14,122.93168640136719
2019-05-15,122.12838745117188
2019-05-16,119.51075744628906
2019-05-17,122.97325134277344
2019-05-20,120.41099548339844
2019-05-21,124.63525390625
2019-05-22,121.43587493896484
2019-05-23,122.51618957519531
2019-05-24,128.18080139160156
2019-05-27,128.9148712158203
2019-05-28,129.8289337158203
2019-05-29,131.46322631835938
2019-05-30,134.5655975341797
2019-05-31,131.29702758789062
2019-06-03,130.46603393554688
2019-06-04,131.1585235595703
2019-06-06,130.7291717529297
2019-06-07,129.1087188720703
2019-06-10,129.2056884765625
2019-06-11,134.5933074951172
2019-06-12,133.0836639404297
2019-06-13,133.15292358398438
2019-06-14,132.70970153808594
2019-06-17,130.09210205078125
2019-06-18,130.10594177246094
2019-06-19,129.87049865722656
2019-06-20,130.13363647460938
2019-06-21,132.50196838378906
2019-06-24,133.54071044921875
2019-06-25,132.7512664794922
2019-06-26,131.8094482421875
2019-06-27,130.99232482910156
2019-06-28,130.7568817138672
2019-07-01,130.7014923095703
2019-07-02,128.9840850830078
2019-07-03,128.9148712158203
2019-07-04,129.12257385253906
2019-07-05,129.02565002441406
2019-07-08,126.92044830322266
2019-07-09,129.2611083984375
2019-07-10,127.51598358154297
2019-07-11,127.9730453491211
2019-07-12,132.80665588378906
2019-07-15,128.87327575683594
2019-07-16,128.4854736328125
2019-07-17,128.25006103515625
2019-07-18,127.46060943603516
2019-07-19,122.54387664794922
2019-07-22,121.49129486083984
2019-07-23,119.78776550292969
2019-07-24,122.54387664794922
2019-07-25,122.58544158935547
2019-07-26,122.64083862304688
2019-07-29,121.47746276855469
2019-07-30,115.03726196289062
2019-07-31,122.26688385009766
2019-08-01,124.45516204833984
2019-08-02,125.18921661376953
2019-08-05,122.37769317626953
2019-08-06,125.61857604980469
2019-08-07,127.0589370727539
2019-08-08,127.4744873046875
2019-08-09,128.5685577392578
2019-08-13,129.28878784179688
2019-08-14,128.20355224609375
2019-08-16,126.82889556884766
2019-08-19,134.4545440673828
2019-08-20,135.72789001464844
2019-08-21,127.39323425292969
2019-08-22,126.72760772705078
2019-08-23,129.62161254882812
2019-08-26,134.75840759277344
2019-08-27,137.4353485107422
2019-08-28,136.87103271484375
2019-08-29,134.13621520996094
2019-08-30,134.36773681640625
2019-09-03,133.4561309814453
2019-09-04,135.94496154785156
2019-09-05,134.17962646484375
2019-09-06,135.2793426513672
2019-09-09,135.33724975585938
2019-09-11,136.2488250732422
2019-09-12,136.56716918945312
2019-09-13,136.234375
2019-09-16,137.62347412109375
2019-09-17,137.60899353027344
2019-09-18,136.72634887695312
2019-09-19,142.48536682128906
2019-09-20,151.963134765625
2019-09-23,149.09811401367188
2019-09-24,147.15914916992188
2019-09-25,148.2154541015625
2019-09-26,150.3570098876953
2019-09-27,152.874755859375
2019-09-30,149.27175903320312
2019-10-01,146.47906494140625
2019-10-03,144.7860870361328
2019-10-04,143.31015014648438
2019-10-07,144.77162170410156
2019-10-09,144.8294677734375
2019-10-10,152.3972625732422
2019-10-11,150.05313110351562
2019-10-14,146.23306274414062
2019-10-15,145.0320587158203
2019-10-16,144.35198974609375
2019-10-17,145.1478271484375
2019-10-18,146.49354553222656
2019-10-22,149.0402374267578
2019-10-23,149.18492126464844
2019-10-24,165.0294952392578
2019-10-25,157.05657958984375
2019-10-27,482.41290283203125
2019-10-29,156.9407958984375
2019-10-30,158.92320251464844
2019-10-31,164.3204803466797
2019-11-01,170.26760864257812
2019-11-04,164.56646728515625
2019-11-05,163.78509521484375
2019-11-06,170.23866271972656
2019-11-07,161.6435546875
2019-11-08,158.51805114746094
2019-11-11,160.41360473632812
2019-11-13,163.53912353515625
2019-11-14,165.6951141357422
2019-11-15,162.613037109375
2019-11-18,164.11790466308594
2019-11-19,156.24623107910156
2019-11-20,162.1934051513672
2019-11-21,163.30299377441406
2019-11-22,161.1859893798828
2019-11-25,163.2154083251953
2019-11-26,164.38340759277344
2019-11-27,164.90904235839844
2019-11-28,164.5294189453125
2019-11-29,160.3683624267578
2019-12-02,160.3683624267578
2019-12-03,160.29537963867188
2019-12-04,165.30323791503906
2019-12-05,166.7632598876953
2019-12-06,166.92384338378906
2019-12-09,166.26683044433594
2019-12-10,156.73294067382812
2019-12-11,155.5065155029297
2019-12-12,157.7549285888672
2019-12-13,156.55772399902344
2019-12-16,157.37533569335938
2019-12-17,158.67474365234375
2019-12-18,157.1271514892578
2019-12-19,158.09072875976562
2019-12-20,157.4775390625
2019-12-23,159.62374877929688
2019-12-24,157.74032592773438
2019-12-26,158.07614135742188
2019-12-27,158.38275146484375
2019-12-30,158.0323486328125
2019-12-31,160.35379028320312
2020-01-01,157.56515502929688
2020-01-02,157.0833282470703
2020-01-03,155.56491088867188
2020-01-06,151.3892822265625
2020-01-07,152.2214813232422
2020-01-08,151.91488647460938
2020-01-09,154.07568359375
2020-01-10,154.8203125
2020-01-13,154.3968963623047
2020-01-14,155.47731018066406
2020-01-15,154.8203125
2020-01-16,156.0175323486328
2020-01-17,159.74057006835938
2020-01-20,161.2736053466797
2020-01-21,160.35379028320312
2020-01-22,162.28099060058594
2020-01-23,160.58738708496094
2020-01-24,160.2369842529297
2020-01-27,166.77784729003906
2020-01-28,168.0626678466797
2020-01-29,165.21563720703125
2020-01-30,165.5076446533203
2020-01-31,162.86500549316406
2020-02-03,175.93214416503906
2020-02-04,183.13006591796875
2020-02-05,179.1588134765625
2020-02-06,178.56019592285156
2020-02-07,177.1585693359375
2020-02-10,174.7933807373047
2020-02-11,178.0784149169922
2020-02-12,180.4582061767578
2020-02-13,176.06358337402344
2020-02-14,177.53819274902344
2020-02-17,180.95462036132812
2020-02-18,180.4290313720703
2020-02-19,179.75741577148438
