Date,BAJAJHLDNG
2002-11-22,273.11285400390625
2002-11-25,275.1297607421875
2002-11-26,272.5654602050781
2002-11-27,268.61810302734375
2002-11-28,271.5570068359375
2002-11-29,271.5570068359375
2002-12-02,275.4466857910156
2002-12-03,276.2822570800781
2002-12-04,276.77203369140625
2002-12-05,272.3349304199219
2002-12-06,270.57733154296875
2002-12-09,273.3433532714844
2002-12-10,275.3026428222656
2002-12-11,267.9554748535156
2002-12-12,270.750244140625
2002-12-13,274.265380859375
2002-12-16,276.8008117675781
2002-12-17,277.0313720703125
2002-12-18,278.70245361328125
2002-12-19,284.4649353027344
2002-12-20,282.0447082519531
2002-12-23,282.88018798828125
2002-12-24,281.3820495605469
2002-12-25,281.3820495605469
2002-12-26,283.4277648925781
2002-12-27,292.38836669921875
2002-12-30,289.07489013671875
2002-12-31,290.0257263183594
2003-01-01,293.1662902832031
2003-01-02,289.5360107421875
2003-01-03,292.1578369140625
2003-01-06,289.132568359375
2003-01-07,285.32928466796875
2003-01-08,287.2021789550781
2003-01-09,285.1564636230469
2003-01-10,285.3004150390625
2003-01-13,285.32928466796875
2003-01-14,294.1458740234375
2003-01-15,290.2274169921875
2003-01-16,305.0946350097656
2003-01-17,302.1557312011719
2003-01-20,305.0946350097656
2003-01-21,299.7643127441406
2003-01-22,297.02716064453125
2003-01-23,295.9898681640625
2003-01-24,295.1831359863281
2003-01-27,295.5289001464844
2003-01-28,294.1458740234375
2003-01-29,297.0847473144531
2003-01-30,297.0559997558594
2003-01-31,295.84588623046875
2003-02-03,297.199951171875
2003-02-04,305.9590148925781
2003-02-05,308.4657287597656
2003-02-06,316.9653015136719
2003-02-07,313.36370849609375
2003-02-10,308.09112548828125
2003-02-11,304.143798828125
2003-02-12,299.5627746582031
2003-02-13,299.5627746582031
2003-02-14,302.3575134277344
2003-02-17,301.1473388671875
2003-02-18,299.1304016113281
2003-02-19,300.5999450683594
2003-02-20,302.06939697265625
2003-02-21,301.9540710449219
2003-02-24,299.9372253417969
2003-02-25,297.02716064453125
2003-02-26,290.7460632324219
2003-02-27,294.26116943359375
2003-02-28,297.199951171875
2003-03-03,295.41363525390625
2003-03-04,289.5072021484375
2003-03-05,292.5900573730469
2003-03-06,291.52392578125
2003-03-07,287.5479431152344
2003-03-10,278.7313537597656
2003-03-11,275.1009216308594
2003-03-12,271.7874450683594
2003-03-13,271.90277099609375
2003-03-14,271.90277099609375
2003-03-17,278.12615966796875
2003-03-18,278.12615966796875
2003-03-19,278.9617614746094
2003-03-20,287.60546875
2003-03-21,287.60546875
2003-03-24,288.9020080566406
2003-03-25,283.54296875
2003-03-26,286.9139709472656
2003-03-27,281.9294738769531
2003-03-28,281.98712158203125
2003-03-31,276.5991516113281
2003-04-01,276.71441650390625
2003-04-02,277.2906494140625
2003-04-03,280.8634033203125
2003-04-04,290.0545349121094
2003-04-07,293.5697326660156
2003-04-08,297.199951171875
2003-04-09,292.6476745605469
2003-04-10,293.8866882324219
2003-04-11,292.56121826171875
2003-04-15,286.7987976074219
2003-04-16,286.0495910644531
2003-04-17,277.5499572753906
2003-04-18,277.5499572753906
2003-04-21,275.5330505371094
2003-04-22,273.890869140625
2003-04-23,270.95184326171875
2003-04-24,274.611083984375
2003-04-25,274.553466796875
2003-04-28,277.3482666015625
2003-04-29,286.2801513671875
2003-04-30,278.2702331542969
2003-05-01,278.2702331542969
2003-05-02,276.42626953125
2003-05-05,276.5126953125
2003-05-06,279.48046875
2003-05-07,278.6159973144531
2003-05-08,273.3433532714844
2003-05-09,273.977294921875
2003-05-12,275.7923278808594
2003-05-13,275.1297607421875
2003-05-14,275.07208251953125
2003-05-15,267.8978576660156
2003-05-16,268.38763427734375
2003-05-19,274.8127746582031
2003-05-20,274.1501159667969
2003-05-21,274.1789245605469
2003-05-22,273.8619384765625
2003-05-23,279.85498046875
2003-05-26,283.0531311035156
2003-05-27,285.3869323730469
2003-05-28,287.7207946777344
2003-05-29,290.4579772949219
2003-05-30,295.47125244140625
2003-06-02,295.5289001464844
2003-06-03,294.83740234375
2003-06-04,293.5697326660156
2003-06-05,289.8528747558594
2003-06-06,292.70526123046875
2003-06-09,294.6933898925781
2003-06-10,299.38983154296875
2003-06-11,301.8965148925781
2003-06-12,314.3722229003906
2003-06-13,313.8247375488281
2003-06-16,312.6435241699219
2003-06-17,326.41583251953125
2003-06-18,318.4347229003906
2003-06-19,313.7959289550781
2003-06-20,319.7889404296875
2003-06-23,325.2921142578125
2003-06-24,333.1579284667969
2003-06-25,327.42431640625
2003-06-26,340.33221435546875
2003-06-27,332.3799133300781
2003-06-30,330.2478942871094
2003-07-01,327.1937561035156
2003-07-02,323.7938537597656
2003-07-03,320.4227600097656
2003-07-04,329.8444519042969
2003-07-07,331.9765319824219
2003-07-08,325.810791015625
2003-07-09,329.8157043457031
2003-07-10,322.1661376953125
2003-07-11,324.4698486328125
2003-07-14,327.68914794921875
2003-07-15,325.3558349609375
2003-07-16,332.0013427734375
2003-07-17,340.0938720703125
2003-07-18,337.6129455566406
2003-07-21,335.25006103515625
2003-07-22,326.95074462890625
2003-07-23,332.5918884277344
2003-07-24,328.2799072265625
2003-07-25,333.6256103515625
2003-07-28,339.53265380859375
2003-07-29,340.9502868652344
2003-07-30,354.300048828125
2003-07-31,377.1896057128906
2003-08-01,381.4425964355469
2003-08-04,393.31561279296875
2003-08-05,378.04608154296875
2003-08-06,381.9742431640625
2003-08-07,387.8811950683594
2003-08-08,390.86419677734375
2003-08-11,386.3453674316406
2003-08-12,391.01190185546875
2003-08-13,388.2356262207031
2003-08-14,395.8555603027344
2003-08-15,395.8555603027344
2003-08-18,417.8294982910156
2003-08-19,414.19671630859375
2003-08-20,421.3146057128906
2003-08-21,422.0234680175781
2003-08-22,416.0279235839844
2003-08-25,409.2939758300781
2003-08-26,414.9056091308594
2003-08-27,420.1628112792969
2003-08-28,424.2975769042969
2003-08-29,430.9429626464844
2003-09-01,431.0020751953125
2003-09-02,434.90057373046875
2003-09-03,430.2342224121094
2003-09-04,426.3355712890625
2003-09-05,427.9008483886719
2003-09-08,426.1288757324219
2003-09-09,417.0911865234375
2003-09-10,419.3062438964844
2003-09-11,415.496337890625
2003-09-12,414.9056091308594
2003-09-15,414.2558288574219
2003-09-16,425.2132873535156
2003-09-17,435.1960754394531
2003-09-18,425.449462890625
2003-09-19,439.2423400878906
2003-09-22,431.2087707519531
2003-09-23,437.0567626953125
2003-09-24,450.6131896972656
2003-09-25,450.1700744628906
2003-09-26,471.7897644042969
2003-09-29,468.15692138671875
2003-09-30,466.8573303222656
2003-10-01,482.215576171875
2003-10-02,482.215576171875
2003-10-03,496.953369140625
2003-10-06,507.0838623046875
2003-10-07,505.1051330566406
2003-10-08,503.33282470703125
2003-10-09,505.9024353027344
2003-10-10,501.91522216796875
2003-10-13,498.93212890625
2003-10-14,501.7380065917969
2003-10-15,526.9609375
2003-10-16,525.4249877929688
2003-10-17,510.92333984375
2003-10-20,519.1929931640625
2003-10-21,511.9276428222656
2003-10-22,505.9615478515625
2003-10-23,506.4045104980469
2003-10-24,506.4045104980469
2003-10-27,519.9609985351562
2003-10-28,517.8049926757812
2003-10-29,530.5346069335938
2003-10-30,531.2728881835938
2003-10-31,542.2598876953125
2003-11-03,560.157958984375
2003-11-04,548.01904296875
2003-11-05,542.8506469726562
2003-11-06,535.2305908203125
2003-11-07,541.7579345703125
2003-11-10,532.6314697265625
2003-11-11,544.5046997070312
2003-11-12,546.2765502929688
2003-11-13,555.2846069335938
2003-11-14,555.2846069335938
2003-11-17,545.5972290039062
2003-11-18,552.2720336914062
2003-11-19,545.656494140625
2003-11-20,545.656494140625
2003-11-21,546.365234375
2003-11-24,548.01904296875
2003-11-25,549.6730346679688
2003-11-26,549.6730346679688
2003-11-27,560.71923828125
2003-11-28,579.975830078125
2003-12-01,596.219970703125
2003-12-02,591.9671020507812
2003-12-03,600.0299682617188
2003-12-04,595.1272583007812
2003-12-05,594.093505859375
2003-12-08,575.7523193359375
2003-12-09,582.6044311523438
2003-12-10,604.755615234375
2003-12-11,609.89453125
2003-12-12,598.0215454101562
2003-12-15,613.1432495117188
2003-12-16,625.2232055664062
2003-12-17,644.8049926757812
2003-12-18,637.6278686523438
2003-12-19,649.8847045898438
2003-12-22,654.4627075195312
2003-12-23,684.2339477539062
2003-12-24,677.1160278320312
2003-12-25,677.1160278320312
2003-12-26,680.2173461914062
2003-12-29,683.7613525390625
2003-12-30,674.2805786132812
2003-12-31,671.2091064453125
2004-01-01,671.0908203125
2004-01-02,663.8843994140625
2004-01-05,655.112548828125
2004-01-06,654.7286987304688
2004-01-07,627.3201904296875
2004-01-08,646.3406982421875
2004-01-09,657.80029296875
2004-01-12,634.4678344726562
2004-01-13,627.5269775390625
2004-01-14,636.2986450195312
2004-01-15,619.2572021484375
2004-01-16,610.5445556640625
2004-01-19,624.6621704101562
2004-01-20,633.7587280273438
2004-01-21,616.894287109375
2004-01-22,563.99755859375
2004-01-23,578.2922973632812
2004-01-26,578.2922973632812
2004-01-27,590.1654052734375
2004-01-28,588.2752075195312
2004-01-29,590.017822265625
2004-01-30,590.1359252929688
2004-02-02,590.1359252929688
2004-02-03,592.9417724609375
2004-02-04,609.244873046875
2004-02-05,603.8104858398438
2004-02-06,608.9495849609375
2004-02-09,609.776611328125
2004-02-10,597.8740234375
2004-02-11,602.126953125
2004-02-12,596.544921875
2004-02-13,603.5447998046875
2004-02-16,595.2749633789062
2004-02-17,586.9166259765625
2004-02-18,579.14892578125
2004-02-19,560.86669921875
2004-02-20,539.5426635742188
2004-02-23,509.9486999511719
2004-02-24,534.698974609375
2004-02-25,534.7578735351562
2004-02-26,514.1427001953125
2004-02-27,534.9055786132812
2004-03-01,550.2933349609375
2004-03-02,550.2933349609375
2004-03-03,571.4993896484375
2004-03-04,545.7449951171875
2004-03-05,547.4284057617188
2004-03-08,544.829345703125
2004-03-09,536.8550415039062
2004-03-10,530.7117309570312
2004-03-11,504.8097839355469
2004-03-12,514.6741943359375
2004-03-15,503.7464599609375
2004-03-16,482.8653259277344
2004-03-17,502.0924377441406
2004-03-18,489.8060302734375
2004-03-19,498.54840087890625
2004-03-22,502.8013610839844
2004-03-23,509.6828918457031
2004-03-24,515.4423217773438
2004-03-25,508.70831298828125
2004-03-26,513.4632568359375
2004-03-29,527.8763427734375
2004-03-30,520.1087646484375
2004-03-31,538.036376953125
2004-04-01,540.0153198242188
2004-04-02,543.3821411132812
2004-04-05,539.129150390625
2004-04-06,527.2855834960938
2004-04-07,518.2479248046875
2004-04-08,523.1508178710938
2004-04-09,523.1508178710938
2004-04-12,521.6151123046875
2004-04-13,525.10009765625
2004-04-14,525.10009765625
2004-04-15,535.9393920898438
2004-04-16,535.9393920898438
2004-04-19,549.6140747070312
2004-04-20,544.4749145507812
2004-04-21,540.871826171875
2004-04-22,543.52978515625
2004-04-23,543.6478881835938
2004-04-27,531.863525390625
2004-04-28,543.4412841796875
2004-04-29,553.985107421875
2004-04-30,543.9139404296875
2004-05-03,540.517333984375
2004-05-04,544.888427734375
2004-05-05,552.0360107421875
2004-05-06,553.7193603515625
2004-05-07,549.2301635742188
2004-05-10,550.6477661132812
2004-05-11,537.800048828125
2004-05-12,549.2891845703125
2004-05-13,551.2679443359375
2004-05-14,540.4583129882812
2004-05-17,501.02911376953125
2004-05-18,518.3956909179688
2004-05-19,514.1130981445312
2004-05-20,509.7124328613281
2004-05-21,510.5986328125
2004-05-24,517.7754516601562
2004-05-25,519.8429565429688
2004-05-26,518.9273071289062
2004-05-27,528.5557250976562
2004-05-28,519.28173828125
2004-05-31,513.9655151367188
2004-06-01,529.3236083984375
2004-06-02,531.0071411132812
2004-06-03,527.4332275390625
2004-06-04,524.0662841796875
2004-06-07,524.9228515625
2004-06-08,525.5725708007812
2004-06-09,526.3700561523438
2004-06-10,526.0157470703125
2004-06-11,528.2308349609375
2004-06-14,523.5053100585938
2004-06-15,526.9904174804688
2004-06-16,522.619140625
2004-06-17,532.218017578125
2004-06-18,530.3277587890625
2004-06-21,531.4794921875
2004-06-22,531.3614501953125
2004-06-23,531.3910522460938
2004-06-24,531.9520874023438
2004-06-25,525.5430908203125
2004-06-28,531.0071411132812
2004-06-29,533.0449829101562
2004-06-30,522.05810546875
2004-07-01,530.5049438476562
2004-07-02,528.4374389648438
2004-07-05,532.218017578125
2004-07-06,531.3024291992188
2004-07-07,534.9943237304688
2004-07-08,537.2389526367188
2004-07-09,540.36962890625
2004-07-12,540.3989868164062
2004-07-13,526.4292602539062
2004-07-14,510.1850891113281
2004-07-15,511.7362365722656
2004-07-16,518.4884643554688
2004-07-19,519.1271362304688
2004-07-20,506.1094665527344
2004-07-21,512.4661254882812
2004-07-22,513.2569580078125
2004-07-23,506.078857421875
2004-07-26,506.5655517578125
2004-07-27,506.5655517578125
2004-07-28,492.45281982421875
2004-07-29,495.61614990234375
2004-07-30,501.06048583984375
2004-08-02,518.6099243164062
2004-08-03,515.9335327148438
2004-08-04,510.5803527832031
2004-08-05,512.1620483398438
2004-08-06,519.7657470703125
2004-08-09,528.6773681640625
2004-08-10,541.9384765625
2004-08-11,532.6618041992188
2004-08-12,532.6618041992188
2004-08-13,524.9668579101562
2004-08-16,528.5254516601562
2004-08-17,528.7685546875
2004-08-18,526.396240234375
2004-08-19,528.8903198242188
2004-08-20,521.7124633789062
2004-08-23,524.5105590820312
2004-08-24,531.414794921875
2004-08-25,536.7982788085938
2004-08-26,550.8805541992188
2004-08-27,549.0557250976562
2004-08-30,566.0272827148438
2004-08-31,567.4263916015625
2004-09-01,567.6698608398438
2004-09-02,564.4762573242188
2004-09-03,561.3434448242188
2004-09-06,563.0162353515625
2004-09-07,555.1995239257812
2004-09-08,557.1156616210938
2004-09-09,554.4999389648438
2004-09-10,554.4999389648438
2004-09-13,558.7582397460938
2004-09-14,557.085205078125
2004-09-15,562.7120971679688
2004-09-16,567.2440185546875
2004-09-17,571.8670043945312
2004-09-20,574.452392578125
2004-09-21,584.3068237304688
2004-09-22,601.6741333007812
2004-09-23,589.2037353515625
2004-09-24,602.6472778320312
2004-09-27,600.70068359375
2004-09-28,595.7734985351562
2004-09-29,603.1947021484375
2004-09-30,624.9415283203125
2004-10-01,631.3289184570312
2004-10-04,627.2227172851562
2004-10-05,626.8272705078125
2004-10-06,619.5580444335938
2004-10-07,626.1582641601562
2004-10-08,626.1582641601562
2004-10-11,615.1478881835938
2004-10-12,605.5975341796875
2004-10-14,617.2162475585938
2004-10-15,617.2162475585938
2004-10-18,599.7577514648438
2004-10-19,611.7719116210938
2004-10-20,597.2333374023438
2004-10-21,581.691162109375
2004-10-22,581.691162109375
2004-10-25,565.3886108398438
2004-10-26,573.7528686523438
2004-10-27,576.8552856445312
2004-10-28,581.7825317382812
2004-10-29,581.7825317382812
2004-11-01,586.1013793945312
2004-11-02,599.514404296875
2004-11-03,598.7236938476562
2004-11-04,591.0286865234375
2004-11-05,591.91064453125
2004-11-08,600.2444458007812
2004-11-09,599.362548828125
2004-11-10,606.6011962890625
2004-11-11,599.271240234375
2004-11-12,605.1109008789062
2004-11-15,605.1109008789062
2004-11-16,624.7286376953125
2004-11-17,620.5010375976562
2004-11-18,607.60498046875
2004-11-19,607.60498046875
2004-11-22,599.7274780273438
2004-11-23,602.221435546875
2004-11-24,608.4566040039062
2004-11-25,608.2437133789062
2004-11-26,608.2437133789062
2004-11-29,611.6805419921875
2004-11-30,613.718505859375
2004-12-01,620.5618896484375
2004-12-02,639.4193725585938
2004-12-03,640.3621215820312
2004-12-06,639.4800415039062
2004-12-07,633.1232299804688
2004-12-08,621.6264038085938
2004-12-09,626.9794311523438
2004-12-10,620.379150390625
2004-12-13,620.379150390625
2004-12-14,622.2955322265625
2004-12-15,643.6165771484375
2004-12-16,660.5881958007812
2004-12-17,646.4452514648438
2004-12-20,645.2286987304688
2004-12-21,668.1617431640625
2004-12-22,681.5139770507812
2004-12-23,689.026611328125
2004-12-24,683.8255004882812
2004-12-27,687.9010620117188
2004-12-28,687.9010620117188
2004-12-29,685.3463134765625
2004-12-30,688.4486083984375
2004-12-31,688.1140747070312
2005-01-03,695.5050659179688
2005-01-04,687.8099975585938
2005-01-05,662.5045166015625
2005-01-06,652.55859375
2005-01-07,667.12744140625
2005-01-10,666.2760620117188
2005-01-11,670.2299194335938
2005-01-12,657.3641357421875
2005-01-13,673.1498413085938
2005-01-14,652.2849731445312
2005-01-17,644.6204223632812
2005-01-18,663.32568359375
2005-01-19,621.65673828125
2005-01-20,627.8310546875
2005-01-24,627.8310546875
2005-01-25,612.71484375
2005-01-27,611.0116577148438
2005-01-28,633.5185546875
2005-01-31,632.1500244140625
2005-02-01,636.8339233398438
2005-02-02,630.2034301757812
2005-02-03,645.0156860351562
2005-02-04,655.204833984375
2005-02-07,648.3612670898438
2005-02-08,650.7337036132812
2005-02-09,652.7108154296875
2005-02-10,651.37255859375
2005-02-11,661.0445556640625
2005-02-14,656.2996826171875
2005-02-15,649.8516845703125
2005-02-16,636.2257080078125
2005-02-17,631.4197998046875
2005-02-18,630.811767578125
2005-02-21,625.1849975585938
2005-02-22,639.4495239257812
2005-02-23,632.6975708007812
2005-02-24,616.2428588867188
2005-02-25,620.2273559570312
2005-02-28,628.6218872070312
2005-03-01,635.1611328125
2005-03-02,635.343505859375
2005-03-03,662.7172241210938
2005-03-04,670.47314453125
2005-03-07,675.126953125
2005-03-08,662.3827514648438
2005-03-09,666.6105346679688
2005-03-10,666.6105346679688
2005-03-11,682.6696166992188
2005-03-14,674.8531494140625
2005-03-15,662.4434814453125
2005-03-16,664.7855224609375
2005-03-17,664.7855224609375
2005-03-18,655.509033203125
2005-03-21,645.1676635742188
2005-03-22,644.7418823242188
2005-03-23,631.5113525390625
2005-03-24,620.7747192382812
2005-03-28,621.3831176757812
2005-03-29,619.618896484375
2005-03-30,627.131591796875
2005-03-31,658.2461547851562
2005-04-01,662.6564331054688
2005-04-04,647.6010131835938
2005-04-05,660.3146362304688
2005-04-06,649.7605590820312
2005-04-07,631.2070922851562
2005-04-08,642.1870727539062
2005-04-11,642.1870727539062
2005-04-12,656.877685546875
2005-04-13,660.3146362304688
2005-04-15,652.2849731445312
2005-04-18,651.129150390625
2005-04-19,645.28955078125
2005-04-20,656.9688110351562
2005-04-21,657.8509521484375
2005-04-22,657.06005859375
2005-04-25,652.3154296875
2005-04-26,658.0030517578125
2005-04-27,663.4777221679688
2005-04-28,666.9451293945312
2005-04-29,658.611328125
2005-05-02,671.8113403320312
2005-05-03,663.9338989257812
2005-05-04,662.8390502929688
2005-05-05,675.3092041015625
2005-05-06,678.168212890625
2005-05-09,683.0044555664062
2005-05-10,681.9700317382812
2005-05-11,684.4033813476562
2005-05-12,693.5888061523438
2005-05-13,693.6495971679688
2005-05-16,724.0345458984375
2005-05-17,715.6397705078125
2005-05-18,715.6397705078125
2005-05-19,744.3821411132812
2005-05-20,739.7896118164062
2005-05-23,739.211669921875
2005-05-24,734.6493530273438
2005-05-25,738.2081298828125
2005-05-26,749.6441040039062
2005-05-27,749.6441040039062
2005-05-30,747.7887573242188
2005-05-31,748.5491943359375
2005-06-01,763.2398071289062
2005-06-02,767.9844360351562
2005-06-03,767.9844360351562
2005-06-06,780.1199951171875
2005-06-07,784.1958618164062
2005-06-08,767.345703125
2005-06-09,772.6682739257812
2005-06-10,754.0848388671875
2005-06-14,751.86474609375
2005-06-15,746.9369506835938
2005-06-16,761.2931518554688
2005-06-17,762.84423828125
2005-06-20,763.45263671875
2005-06-21,759.2249145507812
2005-06-22,772.7901611328125
2005-06-23,798.6124267578125
2005-06-24,802.4754638671875
2005-06-27,805.6384887695312
2005-06-28,809.5010986328125
2005-06-29,838.7628173828125
2005-06-30,857.764404296875
2005-07-01,857.764404296875
2005-07-04,855.50146484375
2005-07-05,851.9678344726562
2005-07-06,844.5904541015625
2005-07-07,834.330322265625
2005-07-08,831.7266845703125
2005-07-11,866.7227783203125
2005-07-12,866.7227783203125
2005-07-13,855.9044189453125
2005-07-14,849.7048950195312
2005-07-15,861.4840698242188
2005-07-18,883.3064575195312
2005-07-19,870.5043334960938
2005-07-20,867.24951171875
2005-07-21,855.5326538085938
2005-07-22,852.804931640625
2005-07-25,865.2347412109375
2005-07-26,878.5636596679688
2005-07-27,877.9437866210938
2005-07-28,877.9437866210938
2005-07-29,898.3712768554688
2005-08-01,896.6043090820312
2005-08-02,909.5303344726562
2005-08-03,939.0399169921875
2005-08-04,946.7586059570312
2005-08-05,916.628662109375
2005-08-08,889.5679321289062
2005-08-09,889.6299438476562
2005-08-10,875.5570678710938
2005-08-11,884.8875732421875
2005-08-12,863.778076171875
2005-08-16,873.201171875
2005-08-17,900.7891845703125
2005-08-18,881.4156494140625
2005-08-19,881.4775390625
2005-08-22,872.2093505859375
2005-08-23,872.2093505859375
2005-08-24,834.3612060546875
2005-08-25,871.8681640625
2005-08-26,875.7118530273438
2005-08-29,852.9286499023438
2005-08-30,855.1298217773438
2005-08-31,875.618896484375
2005-09-01,903.6098022460938
2005-09-02,931.786376953125
2005-09-05,923.6961669921875
2005-09-06,910.6773071289062
2005-09-08,952.9268798828125
2005-09-09,961.792236328125
2005-09-12,984.8234252929688
2005-09-13,1013.496337890625
2005-09-14,1022.5477294921875
2005-09-15,1013.7752075195312
2005-09-16,1020.1605834960938
2005-09-19,1040.526123046875
2005-09-20,1029.49072265625
2005-09-21,1029.49072265625
2005-09-22,1007.2034301757812
2005-09-23,999.9193725585938
2005-09-26,1009.8075561523438
2005-09-27,1027.1351318359375
2005-09-28,1022.3615112304688
2005-09-29,1030.8546142578125
2005-09-30,1050.3831787109375
2005-10-03,1096.1356201171875
2005-10-04,1119.3837890625
2005-10-05,1103.451171875
2005-10-06,1069.7874755859375
2005-10-07,1074.375244140625
2005-10-10,1076.2042236328125
2005-10-11,1087.6422119140625
2005-10-13,1081.6907958984375
2005-10-14,1050.1973876953125
2005-10-17,1107.976806640625
2005-10-18,1098.460693359375
2005-10-19,1076.173095703125
2005-10-20,1067.0596923828125
2005-10-21,1076.9171142578125
2005-10-24,1114.3624267578125
2005-10-25,1111.665283203125
2005-10-26,1094.5546875
2005-10-27,1062.7510986328125
2005-10-28,1029.397705078125
2005-10-31,1058.38037109375
2005-11-02,1086.8055419921875
2005-11-04,1086.8055419921875
2005-11-07,1095.484375
2005-11-08,1127.9390869140625
2005-11-09,1141.85693359375
2005-11-10,1116.8729248046875
2005-11-11,1159.184814453125
2005-11-14,1166.93408203125
2005-11-16,1176.3883056640625
2005-11-17,1199.388671875
2005-11-18,1240.5220947265625
2005-11-21,1270.7760009765625
2005-11-22,1273.441650390625
2005-11-23,1279.951171875
2005-11-24,1280.8189697265625
2005-11-25,1280.1683349609375
2005-11-28,1312.529541015625
2005-11-29,1284.011962890625
2005-11-30,1246.0706787109375
2005-12-01,1251.557373046875
2005-12-02,1229.549072265625
2005-12-05,1239.96435546875
2005-12-06,1231.656982421875
2005-12-07,1234.0750732421875
2005-12-08,1249.3563232421875
2005-12-09,1290.6141357421875
2005-12-12,1312.002685546875
2005-12-13,1310.390869140625
2005-12-14,1312.71533203125
2005-12-15,1290.3353271484375
2005-12-16,1313.0875244140625
2005-12-19,1305.27587890625
2005-12-20,1291.2960205078125
2005-12-21,1294.67529296875
2005-12-22,1301.277587890625
2005-12-23,1289.8082275390625
2005-12-26,1252.580322265625
2005-12-27,1266.34326171875
2005-12-28,1238.8175048828125
2005-12-29,1239.8092041015625
2005-12-30,1240.584228515625
2006-01-02,1242.846923828125
2006-01-03,1249.9766845703125
2006-01-04,1271.4576416015625
2006-01-05,1282.927001953125
2006-01-06,1268.8231201171875
2006-01-09,1272.790771484375
2006-01-10,1254.6571044921875
2006-01-12,1238.9102783203125
2006-01-13,1248.08544921875
2006-01-16,1253.01416015625
2006-01-17,1253.01416015625
2006-01-18,1250.96826171875
2006-01-19,1262.9024658203125
2006-01-20,1262.9024658203125
2006-01-23,1271.3956298828125
2006-01-24,1289.095458984375
2006-01-25,1330.601318359375
2006-01-27,1368.26318359375
2006-01-30,1348.33154296875
2006-01-31,1335.7777099609375
2006-02-01,1339.7764892578125
2006-02-02,1328.8343505859375
2006-02-03,1327.2845458984375
2006-02-06,1358.684814453125
2006-02-07,1352.7022705078125
2006-02-08,1369.1929931640625
2006-02-10,1373.346923828125
2006-02-13,1377.128662109375
2006-02-14,1426.7864990234375
2006-02-15,1497.8642578125
2006-02-16,1473.5
2006-02-17,1488.1302490234375
2006-02-20,1496.251708984375
2006-02-21,1496.251708984375
2006-02-22,1577.620849609375
2006-02-23,1625.60498046875
2006-02-24,1601.736572265625
2006-02-27,1588.6558837890625
2006-02-28,1612.6480712890625
2006-03-01,1686.08154296875
2006-03-02,1688.1270751953125
2006-03-03,1678.8284912109375
2006-03-06,1691.010009765625
2006-03-07,1691.1337890625
2006-03-08,1661.8409423828125
2006-03-09,1652.9759521484375
2006-03-10,1709.4222412109375
2006-03-13,1744.387451171875
2006-03-14,1736.79296875
2006-03-16,1742.4349365234375
2006-03-17,1723.278076171875
2006-03-20,1709.391357421875
2006-03-21,1674.085205078125
2006-03-22,1662.5543212890625
2006-03-23,1695.6593017578125
2006-03-24,1698.5731201171875
2006-03-27,1693.427734375
2006-03-28,1693.2103271484375
2006-03-29,1693.2103271484375
2006-03-30,1673.1240234375
2006-03-31,1702.5408935546875
2006-04-03,1747.98388671875
2006-04-04,1735.8629150390625
2006-04-05,1770.2703857421875
2006-04-07,1744.6981201171875
2006-04-10,1746.5579833984375
2006-04-12,1746.5579833984375
