Date,DBCORP
2010-01-06,152.30789184570312
2010-01-07,146.92355346679688
2010-01-08,145.03330993652344
2010-01-11,145.8925323486328
2010-01-12,146.09304809570312
2010-01-13,152.50840759277344
2010-01-14,147.4964141845703
2010-01-15,144.8614959716797
2010-01-18,145.1192626953125
2010-01-19,146.1216583251953
2010-01-20,145.43429565429688
2010-01-21,144.54649353027344
2010-01-22,146.63720703125
2010-01-25,145.8925323486328
2010-01-27,140.4222869873047
2010-01-28,138.04513549804688
2010-01-29,140.79461669921875
2010-02-01,137.73013305664062
2010-02-02,139.5058135986328
2010-02-03,140.25047302246094
2010-02-04,138.2742919921875
2010-02-05,135.26710510253906
2010-02-06,137.47235107421875
2010-02-08,138.73251342773438
2010-02-09,141.51058959960938
2010-02-10,139.73492431640625
2010-02-11,139.79225158691406
2010-02-15,138.9902801513672
2010-02-16,138.41748046875
2010-02-17,137.50099182128906
2010-02-18,135.18118286132812
2010-02-19,132.2598876953125
2010-02-22,131.34339904785156
2010-02-23,131.3147735595703
2010-02-24,132.68946838378906
2010-02-25,129.33860778808594
2010-02-26,131.37203979492188
2010-03-02,134.6656494140625
2010-03-03,135.49618530273438
2010-03-04,133.6345672607422
2010-03-05,135.2097930908203
2010-03-08,133.978271484375
2010-03-09,134.6942901611328
2010-03-10,132.46029663085938
2010-03-11,138.20701599121094
2010-03-12,137.08639526367188
2010-03-15,143.55140686035156
2010-03-16,143.2927703857422
2010-03-17,148.60845947265625
2010-03-18,146.79824829101562
2010-03-19,143.20657348632812
2010-03-22,145.9936981201172
2010-03-23,150.87838745117188
2010-03-25,152.08517456054688
2010-03-26,145.9936981201172
2010-03-29,142.6031951904297
2010-03-30,140.9366455078125
2010-03-31,137.86219787597656
2010-04-01,144.78692626953125
2010-04-05,147.3441925048828
2010-04-06,148.55099487304688
2010-04-07,148.57968139648438
2010-04-08,147.05682373046875
2010-04-09,145.87881469726562
2010-04-12,148.49354553222656
2010-04-13,148.66590881347656
2010-04-15,149.52792358398438
2010-04-16,147.68894958496094
2010-04-19,144.21226501464844
2010-04-20,142.947998046875
2010-04-21,145.2179412841797
2010-04-22,146.6258544921875
2010-04-23,144.8730926513672
2010-04-26,146.94190979003906
2010-04-27,150.9645538330078
2010-04-28,147.2579803466797
2010-04-29,144.41336059570312
2010-04-30,144.70069885253906
2010-05-03,143.695068359375
2010-05-04,141.1090545654297
2010-05-05,140.04592895507812
2010-05-06,141.56881713867188
2010-05-07,137.94839477539062
2010-05-10,139.35635375976562
2010-05-11,139.55746459960938
2010-05-12,141.51133728027344
2010-05-13,141.42515563964844
2010-05-14,138.9253692626953
2010-05-17,136.3968505859375
2010-05-18,136.6841583251953
2010-05-19,136.42555236816406
2010-05-20,134.70150756835938
2010-05-21,135.04632568359375
2010-05-24,136.22439575195312
2010-05-25,130.50650024414062
2010-05-26,134.29930114746094
2010-05-27,135.93707275390625
2010-05-28,137.94839477539062
2010-05-31,138.4943084716797
2010-06-01,134.09812927246094
2010-06-02,136.54046630859375
2010-06-03,136.10946655273438
2010-06-04,136.5692138671875
2010-06-07,135.50607299804688
2010-06-08,136.28189086914062
2010-06-09,136.10946655273438
2010-06-10,136.8852996826172
2010-06-11,136.7703399658203
2010-06-14,140.59182739257812
2010-06-15,142.40206909179688
2010-06-16,141.7124481201172
2010-06-17,143.26405334472656
2010-06-18,142.31585693359375
2010-06-21,143.92491149902344
2010-06-22,138.89662170410156
2010-06-23,139.15516662597656
2010-06-24,139.15516662597656
2010-06-25,138.5805206298828
2010-06-28,140.07469177246094
2010-06-29,139.1839141845703
2010-06-30,137.83349609375
2010-07-01,137.51742553710938
2010-07-02,135.4773406982422
2010-07-05,134.84519958496094
2010-07-06,135.93707275390625
2010-07-07,134.6153564453125
2010-07-08,137.63233947753906
2010-07-09,138.96102905273438
2010-07-12,139.0476531982422
2010-07-13,139.13433837890625
2010-07-14,138.49887084960938
2010-07-15,135.6682586669922
2010-07-16,135.37939453125
2010-07-19,137.54563903808594
2010-07-20,136.53472900390625
2010-07-21,136.01478576660156
2010-07-22,138.06556701660156
2010-07-23,137.54563903808594
2010-07-26,136.13038635253906
2010-07-27,134.83059692382812
2010-07-28,136.30369567871094
2010-07-29,137.4590301513672
2010-07-30,141.473876953125
2010-08-02,140.2030487060547
2010-08-03,143.5535430908203
2010-08-04,142.97589111328125
2010-08-05,144.448974609375
2010-08-06,149.5325927734375
2010-08-09,150.1391143798828
2010-08-10,146.9329833984375
2010-08-11,146.73080444335938
2010-08-12,147.13516235351562
2010-08-13,147.45289611816406
2010-08-16,144.4200897216797
2010-08-17,147.3084716796875
2010-08-18,151.0345001220703
2010-08-19,151.554443359375
2010-08-20,154.18287658691406
2010-08-23,155.33828735351562
2010-08-24,154.06735229492188
2010-08-25,146.9329833984375
2010-08-26,151.00563049316406
2010-08-27,150.34129333496094
2010-08-30,146.81747436523438
2010-08-31,143.6691131591797
2010-09-01,143.1781005859375
2010-09-02,144.56451416015625
2010-09-03,145.11331176757812
2010-09-06,147.1063232421875
2010-09-07,149.01268005371094
2010-09-08,156.98464965820312
2010-09-09,159.43978881835938
2010-09-13,156.8690643310547
2010-09-14,152.4209442138672
2010-09-15,157.1579132080078
2010-09-16,151.95880126953125
2010-09-17,153.8362579345703
2010-09-20,158.89096069335938
2010-09-21,158.659912109375
2010-09-22,158.9198760986328
2010-09-23,160.36410522460938
2010-09-24,165.7653350830078
2010-09-27,164.35008239746094
2010-09-28,164.37896728515625
2010-09-29,161.40390014648438
2010-09-30,160.88400268554688
2010-10-01,160.161865234375
2010-10-04,166.0253448486328
2010-10-05,167.52728271484375
2010-10-06,161.663818359375
2010-10-07,159.1798095703125
2010-10-08,159.9019012451172
2010-10-11,157.33126831054688
2010-10-12,154.78944396972656
2010-10-13,155.04942321777344
2010-10-14,158.89096069335938
2010-10-15,160.421875
2010-10-18,161.8082733154297
2010-10-19,162.03932189941406
2010-10-20,160.537353515625
2010-10-21,159.8152313232422
2010-10-22,159.786376953125
2010-10-25,169.1737060546875
2010-10-26,168.0183563232422
2010-10-27,163.07919311523438
2010-10-28,162.58816528320312
2010-10-29,159.1220245361328
2010-11-01,160.5951385498047
2010-11-02,161.5771484375
2010-11-03,159.4109344482422
2010-11-04,155.2515869140625
2010-11-08,160.13299560546875
2010-11-09,158.19778442382812
2010-11-10,159.61305236816406
2010-11-11,160.7395782470703
2010-11-12,154.93386840820312
2010-11-15,154.4717559814453
2010-11-16,154.2117462158203
2010-11-18,156.00257873535156
2010-11-19,154.9627227783203
2010-11-22,156.8690643310547
2010-11-23,152.59425354003906
2010-11-24,149.96580505371094
2010-11-25,154.0095977783203
2010-11-26,144.7378387451172
2010-11-29,145.34439086914062
2010-11-30,151.3522491455078
2010-12-01,153.92295837402344
2010-12-02,155.2515869140625
2010-12-03,155.36717224121094
2010-12-06,152.07435607910156
2010-12-07,151.32337951660156
2010-12-08,149.30149841308594
2010-12-09,141.5316925048828
2010-12-10,145.05555725097656
2010-12-13,148.03057861328125
2010-12-14,150.63018798828125
2010-12-15,150.9767303466797
2010-12-16,150.9189910888672
2010-12-20,153.4029998779297
2010-12-21,152.2476348876953
2010-12-22,150.80345153808594
2010-12-23,151.26559448242188
2010-12-24,152.04547119140625
2010-12-27,150.39907836914062
2010-12-28,150.34129333496094
2010-12-29,153.57632446289062
2010-12-30,153.4029998779297
2010-12-31,153.2874755859375
2011-01-03,152.3343048095703
2011-01-04,152.9986572265625
2011-01-05,156.2625274658203
2011-01-06,151.12120056152344
2011-01-07,147.5106658935547
2011-01-10,146.90408325195312
2011-01-11,143.35133361816406
2011-01-12,142.42713928222656
2011-01-13,146.23976135253906
2011-01-14,142.05157470703125
2011-01-17,140.63629150390625
2011-01-18,140.49185180664062
2011-01-19,141.73387145996094
2011-01-20,138.70106506347656
2011-01-21,138.7299346923828
2011-01-24,145.4309844970703
2011-01-25,150.1680450439453
2011-01-27,149.61920166015625
2011-01-28,141.35836791992188
2011-01-31,146.499755859375
2011-02-01,146.4419708251953
2011-02-02,147.68397521972656
2011-02-03,147.4219512939453
2011-02-04,149.63446044921875
2011-02-07,144.53990173339844
2011-02-08,142.8805389404297
2011-02-09,139.44534301757812
2011-02-10,137.64044189453125
2011-02-11,139.21243286132812
2011-02-14,141.07559204101562
2011-02-15,139.03778076171875
2011-02-16,138.60110473632812
2011-02-17,139.09600830078125
2011-02-18,138.106201171875
2011-02-21,139.12515258789062
2011-02-22,139.56182861328125
2011-02-23,142.7058868408203
2011-02-24,140.9591522216797
2011-02-25,138.97959899902344
2011-02-28,137.02911376953125
2011-03-01,136.67971801757812
2011-03-03,137.17462158203125
2011-03-04,139.56182861328125
2011-03-07,137.7568817138672
2011-03-08,138.833984375
2011-03-09,138.95040893554688
2011-03-10,138.74667358398438
2011-03-11,141.30848693847656
2011-03-14,141.68695068359375
2011-03-15,141.91989135742188
2011-03-16,147.4219512939453
2011-03-17,145.00570678710938
2011-03-18,148.64462280273438
2011-03-21,144.39434814453125
2011-03-22,146.403076171875
2011-03-23,143.60833740234375
2011-03-24,145.7626190185547
2011-03-25,144.30706787109375
2011-03-28,146.25750732421875
2011-03-29,146.1992950439453
2011-03-30,144.80191040039062
2011-03-31,145.5587921142578
2011-04-01,146.72328186035156
2011-04-04,146.05372619628906
2011-04-05,147.6839599609375
2011-04-06,147.97508239746094
2011-04-07,148.90664672851562
2011-04-08,145.9954833984375
2011-04-11,144.71458435058594
2011-04-13,143.66656494140625
2011-04-15,145.3550262451172
2011-04-18,147.45106506347656
2011-04-19,147.2181854248047
2011-04-20,147.6257781982422
2011-04-21,149.5762176513672
2011-04-25,148.4990997314453
2011-04-26,148.52822875976562
2011-04-27,148.64462280273438
2011-04-28,148.35353088378906
2011-04-29,146.170166015625
2011-05-02,143.6956329345703
2011-05-03,140.60980224609375
2011-05-04,142.32740783691406
2011-05-05,141.33761596679688
2011-05-06,139.8529052734375
2011-05-09,139.76560974121094
