Date,DBCORP
2011-05-10,137.9024200439453
2011-05-11,138.4264373779297
2011-05-12,140.63893127441406
2011-05-13,139.32887268066406
2011-05-16,137.02911376953125
2011-05-17,139.09600830078125
2011-05-18,139.62001037597656
2011-05-19,142.1527557373047
2011-05-20,142.73497009277344
2011-05-23,137.64044189453125
2011-05-24,137.87332153320312
2011-05-25,138.57196044921875
2011-05-26,138.04794311523438
2011-05-27,139.183349609375
2011-05-30,137.9315185546875
2011-05-31,139.47445678710938
2011-06-01,136.09751892089844
2011-06-02,133.885009765625
2011-06-03,135.13681030273438
2011-06-06,133.9723358154297
2011-06-07,134.23434448242188
2011-06-08,134.7583770751953
2011-06-09,134.17616271972656
2011-06-10,134.7583770751953
2011-06-13,135.16590881347656
2011-06-14,135.13681030273438
2011-06-15,136.91261291503906
2011-06-16,135.7190399169922
2011-06-17,137.4657440185547
2011-06-20,135.66079711914062
2011-06-21,136.85443115234375
2011-06-22,136.82530212402344
2011-06-23,136.82530212402344
2011-06-24,136.82530212402344
2011-06-27,136.82530212402344
2011-06-28,136.85443115234375
2011-06-29,138.05819702148438
2011-06-30,136.06163024902344
2011-07-01,135.8561248779297
2011-07-04,136.29653930664062
2011-07-05,135.239501953125
2011-07-06,135.474365234375
2011-07-07,136.14974975585938
2011-07-08,135.5331268310547
2011-07-11,135.5331268310547
2011-07-12,135.62118530273438
2011-07-13,135.239501953125
2011-07-14,135.44505310058594
2011-07-15,134.2118377685547
2011-07-18,134.4761199951172
2011-07-19,134.76974487304688
2011-07-20,134.06503295898438
2011-07-21,131.158203125
2011-07-22,140.52459716796875
2011-07-25,140.8182373046875
2011-07-26,141.87521362304688
2011-07-27,142.4037322998047
2011-07-28,143.6369171142578
2011-07-29,146.749267578125
2011-08-01,145.39865112304688
2011-08-02,138.6454620361328
2011-08-03,141.93392944335938
2011-08-04,141.64035034179688
2011-08-05,144.2828369140625
2011-08-08,144.0186004638672
2011-08-09,145.3693084716797
2011-08-10,143.9892578125
2011-08-11,139.2914581298828
2011-08-12,138.2637481689453
2011-08-16,137.911376953125
2011-08-17,138.5867156982422
2011-08-18,135.474365234375
2011-08-19,136.67820739746094
2011-08-22,139.58502197265625
2011-08-23,142.99099731445312
2011-08-24,142.9029083251953
2011-08-25,142.5211944580078
2011-08-26,139.7905731201172
2011-08-29,139.70245361328125
2011-08-30,142.75608825683594
2011-09-02,137.73521423339844
2011-09-05,133.38967895507812
2011-09-06,133.9182586669922
2011-09-07,132.53822326660156
2011-09-08,131.56930541992188
2011-09-09,131.7454833984375
2011-09-12,131.95103454589844
2011-09-13,131.71612548828125
2011-09-14,131.95103454589844
2011-09-15,130.21865844726562
2011-09-16,128.66253662109375
2011-09-19,129.9837646484375
2011-09-20,129.4259033203125
2011-09-21,130.04251098632812
2011-09-22,128.3982391357422
2011-09-23,125.93187713623047
2011-09-26,121.73316955566406
2011-09-27,119.70724487304688
2011-09-28,119.7952880859375
2011-09-29,121.11653900146484
2011-09-30,120.35317993164062
2011-10-03,119.35490417480469
2011-10-04,117.7693862915039
2011-10-05,116.21318054199219
2011-10-07,115.68470764160156
2011-10-10,117.03532409667969
2011-10-11,116.77108001708984
2011-10-12,117.38764190673828
2011-10-13,118.06300354003906
2011-10-14,121.96806335449219
2011-10-17,124.52252960205078
2011-10-18,128.77996826171875
2011-10-19,131.98036193847656
2011-10-20,135.2101287841797
2011-10-21,129.54335021972656
2011-10-24,128.01657104492188
2011-10-25,126.51911163330078
2011-10-28,131.1876220703125
2011-10-31,129.63143920898438
2011-11-01,131.59864807128906
2011-11-02,130.04251098632812
2011-11-03,128.60377502441406
2011-11-04,129.74888610839844
2011-11-08,128.1927490234375
2011-11-09,127.60551452636719
2011-11-11,127.34125518798828
2011-11-14,125.84378814697266
2011-11-15,125.9906005859375
2011-11-16,121.41015625
2011-11-17,120.64682006835938
2011-11-18,120.79359436035156
2011-11-21,117.44636535644531
2011-11-22,119.53105163574219
2011-11-23,117.56383514404297
2011-11-24,118.59149169921875
2011-11-25,118.73828887939453
2011-11-28,120.73491668701172
2011-11-29,124.1114501953125
2011-11-30,129.33782958984375
2011-12-01,126.19612884521484
2011-12-02,122.70211791992188
2011-12-05,122.17357635498047
2011-12-07,119.7952880859375
2011-12-08,120.3825454711914
2011-12-09,118.2978515625
2011-12-12,116.97661590576172
2011-12-13,116.30127716064453
2011-12-14,115.00936889648438
2011-12-15,114.09915161132812
2011-12-16,114.6570053100586
2011-12-19,109.75365447998047
2011-12-20,106.93492126464844
2011-12-21,105.67237854003906
2011-12-22,105.2026138305664
2011-12-23,111.7502212524414
2011-12-26,111.57406616210938
2011-12-27,112.63107299804688
2011-12-28,113.51193237304688
2011-12-29,110.60511016845703
2011-12-30,110.63448333740234
2012-01-02,110.48766326904297
2012-01-03,114.5102310180664
2012-01-04,110.48766326904297
2012-01-05,108.22686767578125
2012-01-06,108.2562255859375
2012-01-09,107.16983795166016
2012-01-10,109.13705444335938
2012-01-11,109.98851013183594
2012-01-12,108.13873291015625
2012-01-13,108.19749450683594
2012-01-16,108.28555297851562
2012-01-17,108.28555297851562
2012-01-18,107.9332275390625
2012-01-19,108.60852813720703
2012-01-20,108.57916259765625
2012-01-23,108.02130126953125
2012-01-24,110.48766326904297
2012-01-25,110.5757827758789
2012-01-27,111.16300201416016
2012-01-30,111.28047943115234
2012-01-31,113.45320892333984
2012-02-01,113.30640411376953
2012-02-02,114.99534606933594
2012-02-03,115.2619857788086
2012-02-06,118.4620590209961
2012-02-07,116.77311706542969
2012-02-08,116.23983001708984
2012-02-09,118.04727172851562
2012-02-10,118.6102066040039
2012-02-13,119.41021728515625
2012-02-14,119.20281982421875
2012-02-15,119.20281982421875
2012-02-16,118.43244934082031
2012-02-17,118.52132415771484
2012-02-21,121.2176742553711
2012-02-22,119.88433074951172
2012-02-23,120.8917236328125
2012-02-24,119.88433074951172
2012-02-27,118.52132415771484
2012-02-28,119.17322540283203
2012-02-29,120.98065948486328
2012-03-01,119.94361114501953
2012-03-02,121.51399230957031
2012-03-05,121.75106811523438
2012-03-06,121.01028442382812
2012-03-07,122.13623046875
2012-03-09,123.94367980957031
2012-03-12,126.1955795288086
2012-03-13,129.4549102783203
2012-03-14,127.58821105957031
2012-03-15,127.02521514892578
2012-03-16,124.53629302978516
2012-03-19,124.44742584228516
2012-03-20,125.84002685546875
2012-03-21,123.5584945678711
2012-03-22,124.41777801513672
2012-03-23,125.54373168945312
2012-03-26,126.34373474121094
2012-03-27,126.49186706542969
2012-03-28,127.41045379638672
2012-03-29,126.0177993774414
2012-03-30,130.1956787109375
2012-04-02,127.02521514892578
2012-04-03,127.29187774658203
2012-04-04,125.18814086914062
2012-04-09,124.41777801513672
2012-04-10,124.38812255859375
2012-04-11,123.43997955322266
2012-04-12,123.35108184814453
2012-04-13,121.42512512207031
2012-04-16,121.75106811523438
2012-04-17,121.12879943847656
2012-04-18,123.46961212158203
2012-04-19,123.46961212158203
2012-04-20,123.41031646728516
2012-04-23,122.0177230834961
2012-04-24,121.48436737060547
2012-04-25,122.10661315917969
2012-04-26,122.58067321777344
2012-04-27,121.92884826660156
2012-04-30,123.08440399169922
2012-05-02,122.16583251953125
2012-05-03,121.83995819091797
2012-05-04,121.57322692871094
2012-05-07,119.14359283447266
2012-05-08,117.42496490478516
2012-05-09,118.40278625488281
2012-05-10,117.7509536743164
2012-05-11,115.76571655273438
2012-05-14,116.77311706542969
2012-05-15,118.0885238647461
2012-05-16,117.99889373779297
2012-05-17,119.5833511352539
2012-05-18,120.54002380371094
2012-05-21,119.5833511352539
2012-05-22,119.97197723388672
2012-05-23,120.83895874023438
2012-05-24,117.99889373779297
2012-05-25,117.2514877319336
2012-05-28,117.46072387695312
2012-05-29,116.08552551269531
2012-05-30,117.07210540771484
2012-05-31,116.59376525878906
2012-06-01,117.67003631591797
2012-06-04,115.9659652709961
2012-06-05,115.42786407470703
2012-06-06,115.72676849365234
2012-06-07,115.09896087646484
2012-06-08,113.48457336425781
2012-06-11,112.40833282470703
2012-06-12,110.88365173339844
2012-06-13,109.83731842041016
2012-06-14,109.06002044677734
2012-06-15,115.06906127929688
2012-06-18,113.1856689453125
2012-06-19,115.69690704345703
2012-06-20,115.30823516845703
2012-06-21,115.6371078491211
2012-06-22,115.45771789550781
2012-06-25,113.72376251220703
2012-06-26,119.5833511352539
2012-06-27,122.18433380126953
2012-06-28,123.97804260253906
2012-06-29,122.51317596435547
2012-07-02,120.89877319335938
2012-07-03,121.58637237548828
2012-07-04,120.98846435546875
2012-07-05,122.06473541259766
2012-07-06,122.30387878417969
2012-07-09,120.03179168701172
2012-07-10,119.28440856933594
2012-07-11,120.77918243408203
2012-07-12,118.5668716430664
2012-07-13,118.8957290649414
2012-07-16,117.04220581054688
2012-07-17,115.81648254394531
2012-07-18,117.31127166748047
2012-07-19,120.5699234008789
2012-07-20,120.89877319335938
2012-07-23,120.06168365478516
2012-07-24,119.70291900634766
2012-07-25,119.64317321777344
2012-07-26,119.5833511352539
2012-07-27,119.5833511352539
2012-07-30,119.88233184814453
2012-07-31,119.97197723388672
2012-08-01,119.5833511352539
2012-08-02,119.5833511352539
2012-08-03,127.35623931884766
2012-08-06,117.61026000976562
2012-08-07,116.53394317626953
2012-08-08,113.75367736816406
2012-08-09,113.75367736816406
2012-08-10,113.45468139648438
2012-08-13,111.78053283691406
2012-08-14,112.34854888916016
2012-08-16,111.36202239990234
2012-08-17,111.03316497802734
2012-08-21,111.18263244628906
2012-08-22,110.7939682006836
2012-08-23,110.64448547363281
2012-08-24,110.82390594482422
2012-08-27,111.96918487548828
2012-08-28,111.72802734375
2012-08-29,111.577392578125
2012-08-30,110.3416519165039
2012-08-31,114.22966003417969
2012-09-03,114.0186767578125
2012-09-04,114.74202728271484
2012-09-05,119.77539825439453
2012-09-06,121.07138061523438
2012-09-07,119.50409698486328
2012-09-10,117.8464584350586
2012-09-11,117.5450439453125
2012-09-12,117.51488494873047
2012-09-13,114.47077941894531
2012-09-14,113.74740600585938
2012-09-17,116.06820678710938
2012-09-18,116.70112609863281
2012-09-20,116.70112609863281
2012-09-21,115.85723114013672
2012-09-24,119.11233520507812
2012-09-25,118.41907501220703
2012-09-26,118.26841735839844
2012-09-27,119.44384002685547
2012-09-28,121.67417907714844
2012-10-01,120.55902099609375
2012-10-03,121.91529083251953
2012-10-04,126.07456970214844
2012-10-05,126.97875213623047
2012-10-08,126.85820770263672
2012-10-09,130.95724487304688
2012-10-10,131.4093475341797
2012-10-11,131.4093475341797
2012-10-12,132.3738250732422
2012-10-15,131.74085998535156
2012-10-16,129.99276733398438
2012-10-17,131.95184326171875
2012-10-18,133.699951171875
2012-10-19,134.69456481933594
2012-10-22,132.01211547851562
2012-10-23,130.7763671875
2012-10-25,129.29953002929688
2012-10-29,126.43626403808594
2012-10-30,124.7182846069336
2012-10-31,126.31570434570312
2012-11-01,126.6773910522461
2012-11-02,128.0939178466797
2012-11-05,130.89694213867188
2012-11-06,128.36520385742188
2012-11-07,130.86680603027344
2012-11-08,129.87217712402344
2012-11-09,125.35125732421875
2012-11-12,124.74847412109375
2012-11-15,126.31570434570312
2012-11-16,125.41153717041016
2012-11-19,126.25540924072266
2012-11-20,126.28557586669922
2012-11-21,127.55143737792969
2012-11-22,129.20912170410156
2012-11-23,129.0584259033203
2012-11-26,130.173583984375
2012-11-27,129.7516326904297
2012-11-29,131.98196411132812
2012-11-30,132.3436279296875
2012-12-03,132.01211547851562
2012-12-04,132.04225158691406
2012-12-05,131.56005859375
2012-12-06,131.19833374023438
2012-12-07,131.9216766357422
2012-12-10,133.2478485107422
2012-12-11,133.36843872070312
2012-12-12,134.7246856689453
2012-12-13,130.6558380126953
2012-12-14,132.52450561523438
2012-12-17,133.5492401123047
2012-12-18,132.67520141601562
2012-12-19,133.06698608398438
2012-12-20,133.39852905273438
2012-12-21,133.63966369628906
2012-12-24,134.7548065185547
2012-12-26,135.7192840576172
2012-12-27,135.23707580566406
2012-12-28,137.64828491210938
2012-12-31,137.85922241210938
2013-01-01,138.64288330078125
2013-01-02,139.3360595703125
2013-01-03,141.53628540039062
2013-01-04,141.59658813476562
2013-01-07,142.2596435546875
2013-01-08,143.6761932373047
2013-01-09,140.7224884033203
2013-01-10,143.49534606933594
2013-01-11,140.96359252929688
2013-01-14,142.8624267578125
2013-01-15,138.8236846923828
2013-01-16,140.90338134765625
2013-01-17,141.59658813476562
2013-01-18,142.1089324951172
2013-01-21,139.87860107421875
2013-01-22,142.13905334472656
2013-01-23,144.45980834960938
2013-01-24,144.03790283203125
2013-01-25,144.67080688476562
2013-01-28,145.78598022460938
2013-01-29,147.62454223632812
2013-01-30,150.23788452148438
2013-01-31,148.93116760253906
2013-02-01,148.7489013671875
2013-02-04,146.0747528076172
2013-02-05,145.89239501953125
2013-02-06,144.95037841796875
2013-02-07,143.43099975585938
2013-02-08,145.01113891601562
2013-02-11,142.70167541503906
2013-02-12,144.3426055908203
2013-02-13,144.82882690429688
2013-02-14,145.74044799804688
2013-02-15,145.2846221923828
2013-02-18,143.9475860595703
2013-02-19,145.07192993164062
2013-02-20,143.40061950683594
2013-02-21,144.31222534179688
2013-02-22,143.5525360107422
2013-02-25,143.21829223632812
2013-02-26,143.4917449951172
2013-02-27,143.9779510498047
2013-02-28,139.69326782226562
2013-03-01,142.4281768798828
2013-03-04,142.9143829345703
2013-03-05,143.24864196777344
2013-03-06,145.13270568847656
2013-03-07,145.86199951171875
2013-03-08,149.56936645507812
2013-03-11,149.0223388671875
2013-03-12,147.7764434814453
2013-03-13,148.93116760253906
2013-03-14,150.146728515625
2013-03-15,150.23788452148438
2013-03-18,152.6384735107422
2013-03-19,148.96157836914062
2013-03-20,146.46978759765625
2013-03-21,146.40899658203125
2013-03-22,148.56654357910156
2013-03-25,151.17991638183594
2013-03-26,143.7652587890625
2013-03-28,136.9887237548828
2013-04-01,145.0415802001953
2013-04-02,144.3426055908203
2013-04-03,145.2846221923828
2013-04-04,143.46133422851562
2013-04-05,141.63807678222656
2013-04-08,142.6409149169922
2013-04-09,139.29823303222656
2013-04-10,136.53289794921875
2013-04-11,138.5688934326172
2013-04-12,136.32017517089844
2013-04-15,137.07989501953125
2013-04-16,138.5385284423828
2013-04-17,132.36978149414062
2013-04-18,135.43896484375
2013-04-22,138.23464965820312
2013-04-23,138.356201171875
2013-04-25,138.38658142089844
2013-04-26,140.696044921875
2013-04-29,143.24864196777344
2013-04-30,146.83441162109375
2013-05-02,148.53616333007812
2013-05-03,148.68807983398438
2013-05-06,149.5389404296875
2013-05-07,150.146728515625
2013-05-08,148.04994201660156
2013-05-09,147.5941162109375
2013-05-10,145.74044799804688
2013-05-13,143.4917449951172
2013-05-14,142.3369903564453
2013-05-15,142.67129516601562
2013-05-16,146.65211486816406
2013-05-17,150.1163330078125
2013-05-20,149.9340057373047
2013-05-21,151.17991638183594
2013-05-22,151.4230194091797
2013-05-23,151.3622283935547
2013-05-24,153.6109619140625
2013-05-27,155.58612060546875
2013-05-28,158.4729766845703
2013-05-29,159.232666015625
2013-05-30,160.41781616210938
2013-05-31,153.27664184570312
2013-06-03,149.56936645507812
2013-06-04,153.55010986328125
2013-06-05,155.40380859375
2013-06-06,152.15231323242188
2013-06-07,149.72128295898438
2013-06-10,150.66329956054688
2013-06-11,145.49737548828125
2013-06-12,142.21548461914062
2013-06-13,139.2374267578125
2013-06-14,138.93357849121094
2013-06-17,136.9887237548828
2013-06-18,137.3837890625
2013-06-19,144.00833129882812
2013-06-20,139.1462860107422
2013-06-21,139.1766815185547
2013-06-24,139.51095581054688
2013-06-25,139.78440856933594
2013-06-26,141.3949737548828
2013-06-27,142.884033203125
2013-06-28,144.85922241210938
2013-07-01,145.223876953125
2013-07-02,144.16026306152344
2013-07-03,143.7044677734375
2013-07-04,144.03872680664062
2013-07-05,145.223876953125
2013-07-08,144.64646911621094
2013-07-09,142.3369903564453
2013-07-10,140.51373291015625
2013-07-11,143.73483276367188
2013-07-12,145.13270568847656
2013-07-15,147.69241333007812
2013-07-16,148.2783660888672
2013-07-17,147.96995544433594
2013-07-18,153.1510772705078
2013-07-19,164.68524169921875
2013-07-22,171.09991455078125
2013-07-23,170.7606658935547
2013-07-24,166.81314086914062
2013-07-25,166.6589813232422
2013-07-26,161.97128295898438
2013-07-29,163.42079162597656
2013-07-30,160.05926513671875
2013-07-31,154.04544067382812
2013-08-01,152.2567138671875
2013-08-02,151.0231170654297
2013-08-05,153.0894012451172
2013-08-06,148.49423217773438
2013-08-07,152.87350463867188
2013-08-08,154.7548065185547
2013-08-12,156.08087158203125
2013-08-13,157.12945556640625
2013-08-14,152.6885223388672
2013-08-16,149.111083984375
2013-08-19,149.4811248779297
2013-08-20,147.47653198242188
2013-08-21,145.04019165039062
2013-08-22,144.70094299316406
2013-08-23,146.6747283935547
2013-08-26,149.4811248779297
2013-08-27,145.1943817138672
2013-08-28,141.86366271972656
2013-08-29,145.1018829345703
2013-08-30,147.53819274902344
2013-09-02,148.0933074951172
2013-09-03,146.18125915527344
2013-09-04,147.29147338867188
2013-09-05,148.71014404296875
2013-09-06,149.04934692382812
2013-09-10,147.90829467773438
2013-09-11,151.4857177734375
2013-09-12,154.9706573486328
2013-09-13,156.66683959960938
2013-09-16,159.0723419189453
2013-09-17,154.44631958007812
2013-09-18,154.5388641357422
2013-09-19,155.55657958984375
2013-09-20,148.89515686035156
2013-09-23,149.72784423828125
2013-09-24,147.87745666503906
2013-09-25,155.86497497558594
2013-09-26,159.6891326904297
2013-09-27,156.450927734375
2013-09-30,149.8203582763672
2013-10-01,149.5736846923828
2013-10-03,156.2659454345703
2013-10-04,152.16419982910156
2013-10-07,153.3361053466797
2013-10-08,154.07626342773438
2013-10-09,158.20884704589844
2013-10-10,159.16485595703125
2013-10-11,156.60516357421875
2013-10-14,155.58741760253906
