Date,GREAVESCOT
2002-08-12,1.350191593170166
2002-08-13,1.2956990003585815
2002-08-14,1.3078088760375977
2002-08-15,1.3078088760375977
2002-08-16,1.3017538785934448
2002-08-19,1.2351521253585815
2002-08-20,1.2654259204864502
2002-08-21,1.247261881828308
2002-08-22,1.241207242012024
2002-08-23,1.2654259204864502
2002-08-26,1.2048794031143188
2002-08-27,1.2169886827468872
2002-08-28,1.1261683702468872
2002-08-29,1.0595672130584717
2002-08-30,1.089840292930603
2002-09-02,1.0656217336654663
2002-09-03,1.0474579334259033
2002-09-04,1.0050750970840454
2002-09-05,1.0474579334259033
2002-09-06,1.0716767311096191
2002-09-09,0.9990203380584717
2002-09-10,0.9990203380584717
2002-09-11,0.9869111180305481
2002-09-12,1.0171843767166138
2002-09-13,0.9929659366607666
2002-09-16,1.0474579334259033
2002-09-17,0.9990203380584717
2002-09-18,1.0414032936096191
2002-09-19,1.0353487730026245
2002-09-20,1.0474579334259033
2002-09-23,1.0474579334259033
2002-09-24,0.9203097224235535
2002-09-25,0.9869111180305481
2002-09-26,0.9748015403747559
2002-09-27,0.9990203380584717
2002-09-30,1.0171843767166138
2002-10-01,1.0171843767166138
2002-10-02,1.0171843767166138
2002-10-03,1.0171843767166138
2002-10-04,1.0171843767166138
2002-10-07,1.0171843767166138
2002-10-08,1.0171843767166138
2002-10-09,1.0171843767166138
2002-10-10,1.0171843767166138
2002-10-11,1.0171843767166138
2002-10-14,1.0171843767166138
2002-10-15,1.0171843767166138
2002-10-16,1.0171843767166138
2002-10-17,1.0171843767166138
2002-10-18,1.0171843767166138
2002-10-21,1.0171843767166138
2002-10-22,1.0171843767166138
2002-10-23,1.0171843767166138
2002-10-24,1.0171843767166138
2002-10-25,1.0171843767166138
2002-10-28,1.0171843767166138
2002-10-29,1.0171843767166138
2002-10-30,1.0171843767166138
2002-10-31,1.0171843767166138
2002-11-01,1.0171843767166138
2002-11-04,1.0171843767166138
2002-11-05,1.0171843767166138
2002-11-06,1.0171843767166138
2002-11-07,1.0171843767166138
2002-11-08,1.0171843767166138
2002-11-11,1.0171843767166138
2002-11-12,1.0171843767166138
2002-11-13,1.0171843767166138
2002-11-14,1.0171843767166138
2002-11-15,1.0171843767166138
2002-11-18,1.0171843767166138
2002-11-19,1.0171843767166138
2002-11-20,1.0171843767166138
2002-11-21,1.0171843767166138
2002-11-22,1.0171843767166138
2002-11-25,1.0171843767166138
2002-11-26,1.0171843767166138
2002-11-27,1.0171843767166138
2002-11-28,1.0171843767166138
2002-11-29,1.0171843767166138
2002-12-02,1.0171843767166138
2002-12-03,1.0171843767166138
2002-12-04,1.0171843767166138
2002-12-05,1.0171843767166138
2002-12-06,1.0171843767166138
2002-12-09,1.0171843767166138
2002-12-10,1.0171843767166138
2002-12-11,1.0171843767166138
2002-12-12,1.0171843767166138
2002-12-13,1.0171843767166138
2002-12-16,1.0171843767166138
2002-12-17,1.0171843767166138
2002-12-18,1.0171843767166138
2002-12-19,1.0171843767166138
2002-12-20,1.0171843767166138
2002-12-23,1.0171843767166138
2002-12-24,1.0171843767166138
2002-12-25,1.0171843767166138
2002-12-26,1.0171843767166138
2002-12-27,1.0171843767166138
2002-12-30,1.0171843767166138
2002-12-31,1.0171843767166138
2003-01-01,1.0171843767166138
2003-01-02,1.0171843767166138
2003-01-03,1.0171843767166138
2003-01-06,1.0171843767166138
2003-01-07,1.0171843767166138
2003-01-08,1.0171843767166138
2003-01-09,1.0171843767166138
2003-01-10,1.0171843767166138
2003-01-13,1.0171843767166138
2003-01-14,1.0171843767166138
2003-01-15,1.0171843767166138
2003-01-16,1.0171843767166138
2003-01-17,1.0171843767166138
2003-01-20,1.0171843767166138
2003-01-21,1.0171843767166138
2003-01-22,1.0171843767166138
2003-01-23,1.0171843767166138
2003-01-24,1.0171843767166138
2003-01-27,1.0171843767166138
2003-01-28,1.0171843767166138
2003-01-29,1.0171843767166138
2003-01-30,1.0171843767166138
2003-01-31,1.0171843767166138
2003-02-03,1.0171843767166138
2003-02-04,1.0171843767166138
2003-02-05,1.0171843767166138
2003-02-06,1.0171843767166138
2003-02-07,1.0171843767166138
2003-02-10,1.0171843767166138
2003-02-11,1.0171843767166138
2003-02-12,1.0171843767166138
2003-02-13,1.0171843767166138
2003-02-14,1.0171843767166138
2003-02-17,1.0171843767166138
2003-02-18,1.0171843767166138
2003-02-19,1.0171843767166138
2003-02-20,1.0171843767166138
2003-02-21,1.0171843767166138
2003-02-24,1.0171843767166138
2003-02-25,1.0171843767166138
2003-02-26,1.0171843767166138
2003-02-27,1.0171843767166138
2003-02-28,1.0171843767166138
2003-03-03,1.0171843767166138
2003-03-04,1.0171843767166138
2003-03-05,1.0171843767166138
2003-03-06,1.0171843767166138
2003-03-07,1.0171843767166138
2003-03-10,1.0171843767166138
2003-03-11,1.0171843767166138
2003-03-12,1.0171843767166138
2003-03-13,1.0171843767166138
2003-03-14,1.0171843767166138
2003-03-17,1.0171843767166138
2003-03-18,1.0171843767166138
2003-03-19,1.0171843767166138
2003-03-20,1.0171843767166138
2003-03-21,1.0171843767166138
2003-03-24,1.0171843767166138
