Date,RBLBANK
2016-12-14,326.9962463378906
2016-12-15,341.8444519042969
2016-12-16,338.62493896484375
2016-12-19,332.858642578125
2016-12-20,331.51318359375
2016-12-21,330.79241943359375
2016-12-22,326.9482116699219
2016-12-23,323.4884033203125
2016-12-26,317.91436767578125
2016-12-27,317.4338073730469
2016-12-28,315.1273498535156
2016-12-29,318.73126220703125
2016-12-30,322.046875
2017-01-02,322.71954345703125
2017-01-03,328.0053405761719
2017-01-04,332.08978271484375
2017-01-05,340.16259765625
2017-01-06,342.6133117675781
2017-01-09,340.8833923339844
2017-01-10,348.37957763671875
2017-01-11,355.01080322265625
2017-01-12,353.425048828125
2017-01-13,352.0795593261719
2017-01-16,361.78619384765625
2017-01-17,367.7926940917969
2017-01-18,366.59136962890625
2017-01-19,363.1796569824219
2017-01-20,354.2899475097656
2017-01-23,374.2797546386719
2017-01-24,376.4901428222656
2017-01-25,374.85638427734375
2017-01-27,382.5928649902344
2017-01-30,375.625244140625
2017-01-31,367.2640686035156
2017-02-01,385.3318176269531
2017-02-02,379.08502197265625
2017-02-03,374.9525146484375
2017-02-06,376.92266845703125
2017-02-07,377.54730224609375
2017-02-08,378.075927734375
2017-02-09,379.0369567871094
2017-02-10,374.32781982421875
2017-02-13,377.54730224609375
2017-02-14,388.0227355957031
2017-02-15,380.14208984375
2017-02-16,397.008544921875
2017-02-17,402.150146484375
2017-02-20,408.6852722167969
2017-02-21,409.9345703125
2017-02-22,410.559326171875
2017-02-23,439.10235595703125
2017-02-27,449.57781982421875
2017-02-28,458.131103515625
2017-03-01,460.4857177734375
2017-03-02,444.4842224121094
2017-03-03,437.80499267578125
2017-03-06,453.8544921875
2017-03-07,455.8245849609375
2017-03-08,460.4376220703125
2017-03-09,453.4219665527344
2017-03-10,451.7401123046875
2017-03-14,458.17919921875
2017-03-15,458.2752990722656
2017-03-16,460.4857177734375
2017-03-17,467.69354248046875
2017-03-20,478.8416748046875
2017-03-21,481.48455810546875
2017-03-22,481.48455810546875
2017-03-23,480.6196594238281
2017-03-24,473.7481689453125
2017-03-27,476.4390563964844
2017-03-28,467.6455078125
2017-03-29,466.8766784667969
2017-03-30,467.5974426269531
2017-03-31,475.2857971191406
2017-04-03,487.6352233886719
2017-04-05,513.10302734375
2017-04-06,525.788818359375
2017-04-07,533.8615112304688
2017-04-10,564.5670776367188
2017-04-11,552.4097900390625
2017-04-12,557.3592529296875
2017-04-13,536.8890380859375
2017-04-17,519.4459228515625
2017-04-18,529.48876953125
2017-04-19,555.677490234375
2017-04-20,554.9085693359375
2017-04-21,547.9889526367188
2017-04-24,541.9344482421875
2017-04-25,545.7305297851562
2017-04-26,529.2486572265625
2017-04-27,531.8433837890625
2017-04-28,542.4630126953125
2017-05-02,562.6449584960938
2017-05-03,566.200927734375
2017-05-04,549.1422729492188
2017-05-05,539.2916259765625
2017-05-08,533.7655639648438
2017-05-09,537.5136108398438
2017-05-10,540.0604248046875
2017-05-11,539.5317993164062
2017-05-12,534.8707885742188
2017-05-15,541.9344482421875
2017-05-16,540.6849975585938
2017-05-17,542.270751953125
2017-05-18,530.6422119140625
2017-05-19,533.8135375976562
2017-05-22,523.6265869140625
2017-05-23,504.0691223144531
2017-05-24,503.9249572753906
2017-05-25,524.3472290039062
2017-05-26,496.4288024902344
2017-05-29,488.35601806640625
2017-05-30,489.65350341796875
2017-05-31,507.14459228515625
2017-06-01,528.671875
2017-06-02,529.3927001953125
2017-06-05,521.800537109375
2017-06-06,521.6563720703125
2017-06-07,528.04736328125
2017-06-08,523.434326171875
2017-06-09,516.6588745117188
2017-06-12,507.24066162109375
2017-06-13,496.2366027832031
2017-06-14,497.9184265136719
2017-06-15,493.9781494140625
2017-06-16,494.9392395019531
2017-06-19,489.5093078613281
2017-06-20,489.797607421875
2017-06-21,492.248291015625
2017-06-22,491.7677917480469
2017-06-23,486.1456604003906
2017-06-27,489.1249084472656
2017-06-28,485.6651306152344
2017-06-29,482.2533874511719
2017-06-30,487.97161865234375
2017-07-03,497.5340270996094
2017-07-04,501.4742736816406
2017-07-05,503.8288269042969
2017-07-06,504.4054870605469
2017-07-07,506.4718322753906
2017-07-10,511.8536376953125
2017-07-11,511.3250427246094
2017-07-12,512.9588012695312
2017-07-13,525.0679321289062
2017-07-14,519.6862182617188
2017-07-17,508.8263854980469
2017-07-18,501.1379089355469
2017-07-19,516.6588745117188
2017-07-20,518.4368896484375
2017-07-21,511.6133728027344
2017-07-24,503.8288269042969
2017-07-25,508.4899597167969
2017-07-26,507.7211608886719
2017-07-27,519.0038452148438
2017-07-28,515.3876342773438
2017-07-31,515.6768798828125
2017-08-01,511.5302734375
2017-08-02,508.5890808105469
2017-08-03,498.89739990234375
2017-08-04,496.6795349121094
2017-08-07,500.922607421875
2017-08-08,493.5454406738281
2017-08-09,479.4662170410156
2017-08-10,472.86053466796875
2017-08-11,472.81231689453125
2017-08-14,479.9966125488281
2017-08-16,505.2138977050781
2017-08-17,498.51177978515625
2017-08-18,508.44439697265625
2017-08-21,488.72381591796875
2017-08-22,483.75750732421875
2017-08-23,490.989990234375
2017-08-24,492.0025329589844
2017-08-28,492.7740478515625
2017-08-29,512.591064453125
2017-08-30,518.3770141601562
2017-08-31,525.1755981445312
2017-09-01,516.2554931640625
2017-09-04,515.0018920898438
2017-09-05,518.1842041015625
2017-09-06,520.3539428710938
2017-09-07,514.1339721679688
2017-09-08,517.8466796875
2017-09-11,516.6412963867188
2017-09-12,520.6432495117188
2017-09-13,514.9536743164062
2017-09-14,512.7356567382812
2017-09-15,513.0250244140625
2017-09-18,518.2806396484375
2017-09-19,516.014404296875
2017-09-20,511.9159851074219
2017-09-21,514.1821899414062
2017-09-22,498.70465087890625
2017-09-25,493.4007873535156
2017-09-26,492.05072021484375
2017-09-27,483.0342102050781
2017-09-28,485.4933166503906
2017-09-29,488.868408203125
2017-10-03,491.85784912109375
2017-10-04,491.7132263183594
2017-10-05,494.3652038574219
2017-10-06,497.5956726074219
2017-10-09,499.6690368652344
2017-10-10,498.1260070800781
2017-10-11,490.8453674316406
2017-10-12,498.1260070800781
2017-10-13,499.0421447753906
2017-10-16,502.6102294921875
2017-10-17,503.2369384765625
2017-10-18,503.6227722167969
2017-10-19,502.4173278808594
2017-10-23,508.73370361328125
2017-10-24,517.0269775390625
2017-10-25,505.696044921875
2017-10-26,511.62664794921875
2017-10-27,505.6477966308594
2017-10-30,506.3228759765625
2017-10-31,506.6604919433594
2017-11-01,507.3353576660156
2017-11-02,504.4906921386719
2017-11-03,501.2118835449219
2017-11-06,499.76544189453125
2017-11-07,496.7760009765625
2017-11-08,490.21856689453125
2017-11-09,492.3400573730469
2017-11-10,491.568603515625
2017-11-13,491.85784912109375
2017-11-14,491.95428466796875
2017-11-15,489.2059631347656
2017-11-16,489.5434875488281
2017-11-17,493.0151062011719
2017-11-20,496.534912109375
2017-11-21,493.69012451171875
2017-11-22,488.7720031738281
2017-11-23,489.7845764160156
2017-11-24,494.3169250488281
2017-11-27,496.72772216796875
2017-11-28,502.8030700683594
2017-11-29,502.46551513671875
2017-11-30,498.31890869140625
2017-12-01,502.0798034667969
2017-12-04,493.35260009765625
2017-12-05,492.2436218261719
2017-12-06,491.4721374511719
2017-12-07,492.58111572265625
2017-12-08,495.61883544921875
2017-12-11,495.7151794433594
2017-12-12,492.1954040527344
2017-12-13,490.3631591796875
2017-12-14,490.1221008300781
2017-12-15,491.5204162597656
2017-12-18,488.9166564941406
2017-12-19,498.9939880371094
2017-12-20,497.8848876953125
2017-12-21,497.40283203125
2017-12-22,497.0170593261719
2017-12-26,498.6564636230469
2017-12-27,495.5223388671875
2017-12-28,489.3023681640625
2017-12-29,491.9060974121094
2018-01-01,491.8096618652344
2018-01-02,493.4007873535156
2018-01-03,496.534912109375
2018-01-04,498.94573974609375
2018-01-05,520.4503173828125
2018-01-08,525.9952392578125
2018-01-09,519.6788330078125
2018-01-10,510.6141662597656
2018-01-11,514.5679321289062
2018-01-12,511.8195495605469
2018-01-15,511.6748962402344
2018-01-16,504.0567321777344
2018-01-17,506.75689697265625
2018-01-18,507.5282897949219
2018-01-19,504.6352844238281
2018-01-22,511.7231140136719
2018-01-23,517.5574340820312
2018-01-24,495.8598937988281
2018-01-25,492.1954040527344
2018-01-29,486.84332275390625
2018-01-30,486.5540466308594
2018-01-31,485.5415344238281
2018-02-01,486.6022644042969
2018-02-02,465.5315856933594
2018-02-05,467.89422607421875
2018-02-06,457.67230224609375
2018-02-07,463.6029357910156
2018-02-08,467.6048889160156
2018-02-09,465.1458740234375
2018-02-12,467.5084533691406
2018-02-14,466.3994445800781
2018-02-15,463.6511535644531
2018-02-16,459.456298828125
2018-02-19,456.9490661621094
2018-02-20,454.8274841308594
2018-02-21,454.05609130859375
2018-02-22,453.0916748046875
2018-02-23,470.5943603515625
2018-02-26,477.0553894042969
2018-02-27,472.81231689453125
2018-02-28,472.7159118652344
2018-03-01,467.7495422363281
2018-03-05,460.2277526855469
2018-03-06,453.236328125
2018-03-07,437.5177001953125
2018-03-08,439.2052917480469
2018-03-09,440.02496337890625
2018-03-12,449.9576110839844
2018-03-13,450.8255310058594
2018-03-14,455.2614440917969
2018-03-15,459.35992431640625
2018-03-16,451.64520263671875
2018-03-19,446.58245849609375
2018-03-20,448.51116943359375
2018-03-21,445.6181335449219
2018-03-22,446.1967468261719
2018-03-23,445.1359558105469
2018-03-26,448.462890625
2018-03-27,460.1795654296875
2018-03-28,462.73504638671875
2018-04-02,467.36383056640625
2018-04-03,467.4602355957031
2018-04-04,471.7032775878906
2018-04-05,478.7911682128906
2018-04-06,476.4767761230469
2018-04-09,478.3572082519531
2018-04-10,483.13067626953125
2018-04-11,487.0362548828125
2018-04-12,482.1181335449219
2018-04-13,483.5163879394531
2018-04-16,491.8096618652344
2018-04-17,494.3652038574219
2018-04-18,491.85784912109375
2018-04-19,490.7489013671875
2018-04-20,489.2541809082031
2018-04-23,484.5289611816406
2018-04-24,493.4007873535156
2018-04-25,502.51373291015625
2018-04-26,501.79052734375
2018-04-27,518.473388671875
2018-04-30,511.62664794921875
2018-05-02,499.8618469238281
2018-05-03,501.9833679199219
2018-05-04,504.8763122558594
2018-05-07,505.4549560546875
2018-05-08,500.63336181640625
2018-05-09,496.72772216796875
2018-05-10,500.7779846191406
2018-05-11,499.9100646972656
2018-05-14,497.0653076171875
2018-05-15,494.3652038574219
2018-05-16,495.47412109375
2018-05-17,495.2330322265625
2018-05-18,490.3631591796875
2018-05-21,480.4305114746094
2018-05-22,483.0824890136719
2018-05-23,481.6359558105469
2018-05-24,477.7786560058594
2018-05-25,496.6795349121094
2018-05-28,503.2851867675781
2018-05-29,508.6372985839844
2018-05-30,503.188720703125
2018-05-31,497.4992370605469
2018-06-01,489.447021484375
2018-06-04,489.59173583984375
2018-06-05,495.0884094238281
2018-06-06,500.5368347167969
2018-06-07,507.5282897949219
2018-06-08,513.7964477539062
2018-06-11,521.9932861328125
2018-06-12,528.5989990234375
2018-06-13,537.7600708007812
2018-06-14,538.8690795898438
2018-06-15,539.7852172851562
2018-06-18,531.9259643554688
2018-06-19,522.716552734375
2018-06-20,525.0309448242188
2018-06-21,519.7269897460938
2018-06-22,534.2404174804688
2018-06-25,538.9172973632812
2018-06-26,539.6405639648438
2018-06-27,524.88623046875
2018-06-28,522.81298828125
2018-06-29,532.35986328125
2018-07-02,531.0098876953125
2018-07-03,544.7998046875
2018-07-04,549.9107055664062
2018-07-05,544.317626953125
2018-07-06,542.9674072265625
2018-07-09,558.5414428710938
2018-07-10,559.216552734375
2018-07-11,558.7825927734375
2018-07-12,555.1664428710938
2018-07-13,550.2481689453125
2018-07-16,530.5758056640625
2018-07-17,542.0513916015625
2018-07-18,544.8961791992188
2018-07-19,537.51904296875
2018-07-20,557.19140625
2018-07-23,549.4766845703125
2018-07-24,549.428466796875
2018-07-25,549.6213989257812
2018-07-26,549.0406494140625
2018-07-27,551.750732421875
2018-07-30,544.6851196289062
2018-07-31,554.5093994140625
2018-08-01,550.68603515625
2018-08-02,550.4441528320312
2018-08-03,549.5730590820312
2018-08-06,547.3468017578125
2018-08-07,546.9596557617188
2018-08-08,553.2025756835938
2018-08-09,549.1859741210938
2018-08-10,550.4924926757812
2018-08-13,544.201171875
2018-08-14,546.040283203125
2018-08-16,552.9122924804688
2018-08-17,555.0416259765625
2018-08-20,572.3185424804688
2018-08-21,577.4485473632812
2018-08-23,575.99658203125
2018-08-24,590.1279296875
2018-08-27,616.3579711914062
2018-08-28,613.9866943359375
2018-08-29,619.3585815429688
2018-08-30,606.77587890625
2018-08-31,607.1146240234375
2018-09-03,603.8721313476562
2018-09-04,588.4825439453125
2018-09-05,574.4963989257812
2018-09-06,572.5606079101562
2018-09-07,590.1763305664062
2018-09-10,580.013427734375
2018-09-11,583.5462646484375
2018-09-12,579.2391357421875
2018-09-14,591.628173828125
2018-09-17,577.4970092773438
2018-09-18,577.0613403320312
2018-09-19,570.7216186523438
2018-09-21,546.475830078125
2018-09-24,514.2931518554688
2018-09-25,504.468994140625
2018-09-26,519.0358276367188
2018-09-27,506.40472412109375
2018-09-28,495.4674377441406
2018-10-01,508.0501708984375
2018-10-03,509.2600402832031
2018-10-04,492.515380859375
2018-10-05,474.512451171875
2018-10-08,479.2067565917969
2018-10-09,483.70745849609375
2018-10-10,517.5355224609375
2018-10-11,502.9687194824219
2018-10-12,509.9374694824219
2018-10-15,510.22796630859375
2018-10-16,521.4071655273438
2018-10-17,520.6328735351562
2018-10-19,489.8536376953125
2018-10-22,454.1866149902344
2018-10-23,449.9762268066406
2018-10-24,477.4161376953125
2018-10-25,477.948486328125
2018-10-26,482.884765625
2018-10-29,500.258544921875
2018-10-30,509.5503845214844
2018-10-31,507.6629943847656
2018-11-01,506.4530944824219
2018-11-02,505.5335693359375
2018-11-05,516.0353393554688
2018-11-06,521.1167602539062
2018-11-07,522.7621459960938
2018-11-09,533.9414672851562
2018-11-12,529.053466796875
2018-11-13,536.5546875
2018-11-14,531.086181640625
2018-11-15,533.4574584960938
2018-11-16,541.2974243164062
2018-11-19,538.58740234375
2018-11-20,538.1034545898438
2018-11-21,536.264404296875
2018-11-22,540.6199340820312
2018-11-26,540.4263916015625
2018-11-27,556.3482666015625
2018-11-28,525.8594970703125
2018-11-29,527.8436889648438
2018-11-30,530.7958374023438
2018-12-03,538.3453369140625
2018-12-04,538.3453369140625
2018-12-05,541.1038818359375
2018-12-06,532.344482421875
2018-12-07,530.650634765625
2018-12-10,530.4085693359375
2018-12-11,541.007080078125
2018-12-12,555.9126586914062
2018-12-13,562.9299926757812
2018-12-14,559.2520141601562
2018-12-17,560.3651123046875
2018-12-18,559.010009765625
2018-12-19,563.2203369140625
2018-12-20,560.171630859375
2018-12-21,545.5562744140625
2018-12-24,543.1848754882812
2018-12-26,540.9586791992188
2018-12-27,558.3809814453125
2018-12-28,561.8169555664062
2018-12-31,557.1226196289062
2019-01-01,558.574462890625
2019-01-02,547.0565185546875
2019-01-03,544.0559692382812
2019-01-04,553.2994384765625
2019-01-07,555.7191772460938
2019-01-08,546.8629760742188
2019-01-09,558.574462890625
2019-01-10,560.6554565429688
2019-01-11,557.267822265625
2019-01-14,557.703369140625
2019-01-15,560.6554565429688
2019-01-16,555.81591796875
2019-01-17,551.654052734375
2019-01-18,551.3636474609375
2019-01-21,561.2846069335938
2019-01-22,556.6386108398438
2019-01-23,559.9295654296875
2019-01-24,559.5906982421875
2019-01-25,555.2352294921875
2019-01-28,545.0723266601562
2019-01-29,532.8282470703125
2019-01-30,544.927001953125
2019-01-31,550.395751953125
2019-02-01,558.6712646484375
2019-02-04,575.4159545898438
2019-02-05,566.8015747070312
2019-02-06,565.398193359375
2019-02-07,561.4780883789062
2019-02-08,554.4608764648438
2019-02-11,546.475830078125
2019-02-12,545.4110717773438
2019-02-14,533.747802734375
2019-02-15,530.9408569335938
2019-02-18,530.6990356445312
2019-02-19,529.1019287109375
2019-02-20,536.94189453125
2019-02-21,541.5394897460938
2019-02-22,545.749755859375
2019-02-25,555.8643188476562
2019-02-26,557.509765625
2019-02-27,553.3961181640625
2019-02-28,559.3004760742188
2019-03-01,576.6742553710938
2019-03-05,589.8860473632812
2019-03-06,607.3565673828125
2019-03-07,602.4686889648438
2019-03-08,617.6162719726562
2019-03-11,622.2622680664062
2019-03-12,612.9220581054688
2019-03-13,607.1146240234375
2019-03-14,616.4548950195312
2019-03-15,627.3436279296875
2019-03-18,616.0193481445312
2019-03-19,627.4888916015625
2019-03-20,624.0528564453125
2019-03-22,615.8740844726562
2019-03-25,616.8904418945312
2019-03-26,633.1994018554688
2019-03-27,647.04052734375
2019-03-28,662.333251953125
2019-04-01,657.9776611328125
2019-04-02,656.96142578125
2019-04-03,641.765380859375
2019-04-04,628.4083862304688
2019-04-05,649.508544921875
2019-04-08,634.893310546875
2019-04-09,646.6532592773438
2019-04-10,652.4122924804688
2019-04-11,643.265625
2019-04-12,645.9273681640625
2019-04-15,647.3306884765625
2019-04-16,658.4616088867188
2019-04-18,653.767333984375
2019-04-22,659.2359008789062
2019-04-23,651.7347412109375
2019-04-24,651.154052734375
2019-04-25,644.572265625
2019-04-26,648.3955078125
2019-04-30,657.0581665039062
2019-05-02,641.1846313476562
2019-05-03,650.6217041015625
2019-05-06,642.7332153320312
2019-05-07,644.572265625
2019-05-08,631.8443603515625
2019-05-09,640.6039428710938
2019-05-10,653.331787109375
2019-05-13,638.3292236328125
2019-05-14,630.2957763671875
2019-05-15,631.31201171875
2019-05-16,612.5831909179688
2019-05-17,634.69970703125
2019-05-20,658.4132080078125
2019-05-21,648.3955078125
2019-05-22,645.443359375
2019-05-23,652.4122924804688
2019-05-24,646.072509765625
2019-05-27,675.8838500976562
2019-05-28,678.9328002929688
2019-05-29,664.0270385742188
2019-05-30,670.0764770507812
2019-05-31,665.2852783203125
2019-06-03,673.2705078125
2019-06-04,669.0601196289062
2019-06-06,645.6853637695312
2019-06-07,647.0888061523438
2019-06-10,648.1535034179688
2019-06-11,647.9599609375
2019-06-12,637.458251953125
2019-06-13,618.6326293945312
2019-06-14,605.8079833984375
2019-06-17,601.3555908203125
2019-06-18,606.7274780273438
2019-06-19,603.1947021484375
2019-06-20,604.3561401367188
2019-06-21,592.3057250976562
2019-06-24,598.6454467773438
2019-06-25,602.8074340820312
2019-06-26,612.631591796875
2019-06-27,617.0355834960938
2019-06-28,618.148681640625
2019-07-01,630.2987670898438
2019-07-02,634.7699584960938
2019-07-03,633.7493896484375
2019-07-04,635.8392333984375
2019-07-05,615.232666015625
2019-07-08,609.4490966796875
2019-07-09,609.8865966796875
2019-07-10,609.060302734375
2019-07-11,617.2251586914062
2019-07-12,622.9600830078125
2019-07-15,589.1341552734375
2019-07-16,562.3553466796875
2019-07-17,573.533447265625
2019-07-18,563.521728515625
2019-07-19,486.3929138183594
2019-07-22,464.6199035644531
2019-07-23,454.0736389160156
2019-07-24,443.52734375
2019-07-25,442.21514892578125
2019-07-26,443.8189392089844
2019-07-29,436.869140625
2019-07-30,387.53973388671875
2019-07-31,392.5941467285156
2019-08-01,384.38067626953125
2019-08-02,396.0447692871094
2019-08-05,378.1111755371094
2019-08-06,384.08905029296875
2019-08-07,353.2763671875
2019-08-08,356.6784362792969
2019-08-09,373.39691162109375
2019-08-13,360.7608642578125
2019-08-14,377.96539306640625
2019-08-16,385.7900695800781
2019-08-19,389.1435241699219
2019-08-20,379.180419921875
2019-08-21,361.830078125
2019-08-22,339.5710754394531
2019-08-23,344.28533935546875
2019-08-26,365.23211669921875
2019-08-27,346.7639465332031
2019-08-28,305.06475830078125
2019-08-29,310.2650146484375
2019-08-30,318.0411071777344
2019-09-03,306.5714111328125
2019-09-04,315.8054504394531
2019-09-05,312.88946533203125
2019-09-06,327.03216552734375
2019-09-09,350.311767578125
2019-09-11,367.662109375
2019-09-12,356.7756042480469
2019-09-13,360.7608642578125
2019-09-16,349.7285461425781
2019-09-17,341.5151062011719
2019-09-18,339.1336364746094
2019-09-19,322.803955078125
2019-09-20,372.2305603027344
2019-09-23,387.199462890625
2019-09-24,389.7752990722656
2019-09-25,372.9595642089844
2019-09-26,373.4941711425781
2019-09-27,355.9980163574219
2019-09-30,319.64495849609375
2019-10-01,290.9706726074219
2019-10-03,303.2665710449219
2019-10-04,294.3240966796875
2019-10-07,294.17828369140625
2019-10-09,300.9337463378906
2019-10-10,280.4243469238281
2019-10-11,258.9916076660156
2019-10-14,251.65292358398438
2019-10-15,256.65875244140625
2019-10-16,251.21554565429688
2019-10-17,282.0768127441406
2019-10-18,286.98541259765625
2019-10-22,278.9177551269531
2019-10-23,251.89593505859375
2019-10-24,244.65447998046875
2019-10-25,253.06234741210938
2019-10-27,251.99313354492188
2019-10-29,268.6630859375
2019-10-30,280.37579345703125
2019-10-31,301.4197692871094
2019-11-01,301.75994873046875
2019-11-04,300.98236083984375
2019-11-05,290.7276611328125
2019-11-06,296.1708984375
2019-11-07,299.81597900390625
2019-11-08,314.8334655761719
2019-11-11,333.9820251464844
2019-11-13,323.2899169921875
2019-11-14,309.0986022949219
2019-11-15,309.0013732910156
2019-11-18,314.5904541015625
2019-11-19,313.7156677246094
2019-11-20,335.00262451171875
2019-11-21,325.52557373046875
2019-11-22,349.2425842285156
2019-11-25,350.7005920410156
2019-11-26,337.48126220703125
2019-11-27,357.2616271972656
2019-11-28,370.3351135253906
2019-11-29,363.6768798828125
2019-12-02,362.9478454589844
2019-12-03,355.7064208984375
2019-12-04,362.4618835449219
2019-12-05,355.26904296875
2019-12-06,329.0733947753906
2019-12-09,325.7685241699219
2019-12-10,311.7716064453125
2019-12-11,315.36810302734375
2019-12-12,325.1853332519531
2019-12-13,335.7316589355469
2019-12-16,326.8377685546875
2019-12-17,331.11456298828125
2019-12-18,332.81561279296875
2019-12-19,332.76702880859375
2019-12-20,333.20440673828125
2019-12-23,324.6507568359375
2019-12-24,324.74798583984375
2019-12-26,323.2899169921875
2019-12-27,327.12939453125
2019-12-30,335.34283447265625
2019-12-31,335.1970520019531
2020-01-01,338.2102966308594
2020-01-02,359.20562744140625
2020-01-03,347.59014892578125
2020-01-06,327.4209899902344
2020-01-07,334.3708190917969
2020-01-08,336.3148498535156
2020-01-09,345.4031066894531
2020-01-10,338.5018615722656
2020-01-13,348.2219543457031
2020-01-14,346.61810302734375
2020-01-15,340.6402587890625
2020-01-16,336.6064453125
2020-01-17,334.1764221191406
2020-01-20,318.9644775390625
2020-01-21,331.74639892578125
2020-01-22,329.7052001953125
2020-01-23,329.94818115234375
2020-01-24,320.4710998535156
2020-01-27,326.7891845703125
2020-01-28,329.9967956542969
2020-01-29,325.9629821777344
2020-01-30,313.32684326171875
2020-01-31,309.39019775390625
2020-02-03,303.7525634765625
2020-02-04,309.9248352050781
2020-02-05,308.8556213378906
2020-02-06,322.803955078125
2020-02-07,330.28839111328125
2020-02-10,322.4637145996094
2020-02-11,330.62860107421875
2020-02-12,323.04693603515625
2020-02-13,316.6316833496094
2020-02-14,307.6891784667969
2020-02-17,298.0177307128906
2020-02-18,293.5950622558594
2020-02-19,297.9690856933594
2020-02-20,300.1561279296875
2020-02-24,293.0118713378906
2020-02-25,300.64215087890625
2020-02-26,305.6965637207031
2020-02-27,300.9337463378906
2020-02-28,282.7571716308594
2020-03-02,275.27276611328125
2020-03-03,283.9236145019531
2020-03-04,287.56866455078125
2020-03-05,292.9632568359375
2020-03-06,251.65292358398438
2020-03-09,202.37210083007812
2020-03-11,220.20846557617188
2020-03-12,201.3514862060547
2020-03-13,200.81692504882812
2020-03-16,158.29153442382812
2020-03-17,159.9439697265625
2020-03-18,162.27676391601562
2020-03-19,171.899658203125
2020-03-20,167.03961181640625
2020-03-23,138.35801696777344
2020-03-24,151.8898468017578
2020-03-25,158.16549682617188
2020-03-26,161.8916473388672
2020-03-27,157.13589477539062
2020-03-30,147.18313598632812
2020-03-31,132.86683654785156
2020-04-01,128.74847412109375
2020-04-03,108.7939224243164
2020-04-07,113.94190216064453
2020-04-08,118.7466812133789
2020-04-09,118.50153350830078
2020-04-13,115.314697265625
2020-04-15,118.1583480834961
2020-04-16,121.63935089111328
2020-04-17,125.51260375976562
2020-04-20,117.27583312988281
2020-04-21,107.0289077758789
2020-04-22,103.10664367675781
2020-04-23,104.33234405517578
2020-04-24,105.0677719116211
2020-04-27,114.43218994140625
2020-04-28,123.7966079711914
2020-04-29,123.40437316894531
2020-04-30,129.5819549560547
2020-05-04,118.69766235351562
2020-05-05,120.41364288330078
2020-05-06,129.53292846679688
2020-05-07,126.34608459472656
2020-05-08,117.03069305419922
2020-05-11,114.82440948486328
2020-05-12,114.48120880126953
2020-05-13,119.13890838623047
2020-05-14,121.8354721069336
2020-05-15,118.55057525634766
2020-05-18,107.2740478515625
2020-05-19,107.71529388427734
2020-05-20,110.26477813720703
2020-05-21,109.82352447509766
2020-05-22,105.16582489013672
2020-05-26,108.40169525146484
2020-05-27,115.85401916503906
2020-05-28,114.38316345214844
2020-05-29,118.1583480834961
2020-06-01,127.32666015625
2020-06-02,124.67912292480469
2020-06-03,128.2091522216797
2020-06-04,120.02142333984375
2020-06-05,123.7966079711914
2020-06-08,129.92515563964844
2020-06-09,137.8187255859375
2020-06-10,161.0091094970703
2020-06-11,157.43003845214844
2020-06-12,165.32362365722656
2020-06-15,158.21450805664062
2020-06-16,158.21450805664062
2020-06-17,159.19509887695312
2020-06-18,161.59747314453125
2020-06-19,165.61778259277344
2020-06-22,178.75741577148438
2020-06-23,183.36605834960938
2020-06-24,182.14035034179688
2020-06-25,186.20970153808594
2020-06-26,186.94512939453125
2020-06-29,176.1588897705078
2020-06-30,170.12840270996094
2020-07-01,170.5696563720703
2020-07-02,174.19773864746094
