Date,ICICIPRULI
2017-12-05,361.53936767578125
2017-12-06,356.44451904296875
2017-12-07,360.2292785644531
2017-12-08,366.87677001953125
2017-12-11,361.8789978027344
2017-12-12,365.2270202636719
2017-12-13,363.140625
2017-12-14,368.0412902832031
2017-12-15,368.1869201660156
2017-12-18,369.5940246582031
2017-12-19,383.61700439453125
2017-12-20,383.18023681640625
2017-12-21,383.7140197753906
2017-12-22,382.7435607910156
2017-12-26,382.5980529785156
2017-12-27,382.8406677246094
2017-12-28,378.4736022949219
2017-12-29,372.2627868652344
2018-01-01,371.001220703125
2018-01-02,364.111083984375
2018-01-03,365.56671142578125
2018-01-04,368.672119140625
2018-01-05,382.5009460449219
2018-01-08,399.6293029785156
2018-01-09,400.30865478515625
2018-01-10,397.88250732421875
2018-01-11,394.63153076171875
2018-01-12,393.3699645996094
2018-01-15,405.549072265625
2018-01-16,400.0660095214844
2018-01-17,407.247314453125
2018-01-18,400.2601318359375
2018-01-19,417.0003662109375
2018-01-22,425.7828369140625
2018-01-23,418.35894775390625
2018-01-24,421.7554931640625
2018-01-25,417.19439697265625
2018-01-29,404.8697509765625
2018-01-30,402.4921569824219
2018-01-31,394.6800842285156
2018-02-01,412.3421936035156
2018-02-02,410.3042907714844
2018-02-05,411.3717346191406
2018-02-06,397.4458312988281
2018-02-07,409.8189697265625
2018-02-08,408.26629638671875
2018-02-09,402.831787109375
2018-02-12,403.7052307128906
2018-02-14,397.7369689941406
2018-02-15,394.6800842285156
2018-02-16,390.31304931640625
2018-02-19,391.4290466308594
2018-02-20,390.41009521484375
2018-02-21,396.9605712890625
2018-02-22,388.9544372558594
2018-02-23,396.4268493652344
2018-02-26,403.1229553222656
2018-02-27,401.521728515625
2018-02-28,400.5997619628906
2018-03-01,396.0386962890625
2018-03-05,386.0431213378906
2018-03-06,383.5199279785156
2018-03-07,370.3703918457031
2018-03-08,376.8238525390625
2018-03-09,378.9588623046875
2018-03-12,374.49481201171875
2018-03-13,374.05810546875
2018-03-14,371.3893737792969
2018-03-15,371.48638916015625
2018-03-16,366.77978515625
2018-03-19,361.2967224121094
2018-03-20,360.2292785644531
2018-03-21,370.46746826171875
2018-03-22,366.87677001953125
2018-03-23,370.3218688964844
2018-03-26,371.5834655761719
2018-03-27,378.5706787109375
2018-03-28,377.114990234375
2018-04-02,373.3302917480469
2018-04-03,384.6844482421875
2018-04-04,376.96942138671875
2018-04-05,382.11279296875
2018-04-06,389.0514831542969
2018-04-09,388.80889892578125
2018-04-10,383.6654968261719
2018-04-11,388.0810852050781
2018-04-12,384.00518798828125
2018-04-13,383.0832214355469
2018-04-16,377.93988037109375
2018-04-17,371.8746032714844
2018-04-18,370.6130676269531
2018-04-19,368.6236877441406
2018-04-20,363.0436096191406
2018-04-23,376.9209289550781
2018-04-24,405.7916259765625
2018-04-25,425.39459228515625
2018-04-26,418.31036376953125
2018-04-27,420.3968811035156
2018-04-30,413.70074462890625
2018-05-02,421.2702941894531
2018-05-03,413.36114501953125
2018-05-04,421.22174072265625
2018-05-07,435.7784118652344
2018-05-08,428.7912292480469
2018-05-09,436.79736328125
2018-05-10,437.8163757324219
2018-05-11,441.9892883300781
2018-05-14,430.877685546875
2018-05-15,432.4303894042969
2018-05-16,420.3483581542969
2018-05-17,417.7767028808594
2018-05-18,409.62493896484375
2018-05-21,403.8992919921875
2018-05-22,406.4709777832031
2018-05-23,396.2812805175781
2018-05-24,390.70123291015625
2018-05-25,407.5870056152344
2018-05-28,411.17767333984375
2018-05-29,405.888671875
2018-05-30,408.411865234375
2018-05-31,410.0131530761719
2018-06-01,400.745361328125
2018-06-04,399.580810546875
2018-06-05,390.94384765625
2018-06-06,394.24334716796875
2018-06-07,401.18206787109375
2018-06-08,408.023681640625
2018-06-11,404.57861328125
2018-06-12,409.52789306640625
2018-06-13,398.22216796875
2018-06-14,391.08941650390625
2018-06-15,389.3426818847656
2018-06-18,388.9512023925781
2018-06-19,381.5636291503906
2018-06-20,379.9490966796875
2018-06-21,380.634033203125
2018-06-22,381.27008056640625
2018-06-25,372.2189636230469
2018-06-26,366.6415710449219
2018-06-27,367.7178955078125
2018-06-28,361.94482421875
2018-06-29,369.18560791015625
2018-07-02,366.15234375
2018-07-03,367.13079833984375
2018-07-04,362.0915832519531
2018-07-05,359.15606689453125
2018-07-06,361.5044860839844
2018-07-09,364.14642333984375
2018-07-10,366.6415710449219
2018-07-11,357.5905456542969
2018-07-12,354.1658020019531
2018-07-13,353.9211730957031
2018-07-16,345.1147155761719
2018-07-17,349.71368408203125
2018-07-18,348.5394592285156
2018-07-19,341.6899719238281
2018-07-20,348.19696044921875
2018-07-23,366.7393798828125
2018-07-24,377.4538879394531
2018-07-25,394.9200439453125
2018-07-26,404.50927734375
2018-07-27,402.894775390625
2018-07-30,412.1904602050781
2018-07-31,409.54852294921875
2018-08-01,410.9673767089844
2018-08-02,404.8028259277344
2018-08-03,404.02001953125
2018-08-06,404.2156982421875
2018-08-07,411.2118835449219
2018-08-08,404.0689697265625
2018-08-09,405.1942138671875
2018-08-10,404.6560363769531
2018-08-13,398.4915771484375
2018-08-14,390.7125244140625
2018-08-16,379.26416015625
2018-08-17,381.3189697265625
2018-08-20,379.65557861328125
2018-08-21,376.62213134765625
2018-08-23,370.8001708984375
2018-08-24,366.15234375
2018-08-27,375.44805908203125
2018-08-28,371.8275451660156
2018-08-29,374.3227233886719
2018-08-30,368.989990234375
2018-08-31,367.277587890625
2018-09-03,372.4636535644531
2018-09-04,361.0152282714844
2018-09-05,360.5749206542969
2018-09-06,366.1033935546875
2018-09-07,370.60443115234375
2018-09-10,365.8097839355469
2018-09-11,364.8313903808594
2018-09-12,354.9485168457031
2018-09-14,370.70233154296875
2018-09-17,354.6549987792969
2018-09-18,350.7411193847656
2018-09-19,340.76043701171875
2018-09-21,331.4646911621094
2018-09-24,327.2572326660156
2018-09-25,341.5921630859375
2018-09-26,336.25933837890625
2018-09-27,330.2416076660156
2018-09-28,326.57232666015625
2018-10-01,323.2942810058594
2018-10-03,323.245361328125
2018-10-04,319.13568115234375
2018-10-05,314.29217529296875
2018-10-08,311.45452880859375
2018-10-09,310.1335754394531
2018-10-10,325.34912109375
2018-10-11,313.31365966796875
2018-10-12,311.5523681640625
2018-10-15,311.50341796875
2018-10-16,322.4626159667969
2018-10-17,322.6582946777344
2018-10-19,321.23944091796875
2018-10-22,309.6932678222656
2018-10-23,316.8851623535156
2018-10-24,315.9555969238281
2018-10-25,310.8674011230469
2018-10-26,318.4996643066406
2018-10-29,326.0340576171875
2018-10-30,317.91259765625
2018-10-31,325.59375
2018-11-01,340.6370849609375
2018-11-02,346.4872741699219
2018-11-05,352.8290100097656
2018-11-06,352.8782043457031
2018-11-07,353.812255859375
2018-11-09,352.4356689453125
2018-11-12,344.1766052246094
2018-11-13,348.699462890625
2018-11-14,330.9523010253906
2018-11-15,320.4809875488281
2018-11-16,322.9882507324219
2018-11-19,317.8263244628906
2018-11-20,315.61407470703125
2018-11-21,316.1548767089844
2018-11-22,314.6800231933594
2018-11-26,319.6452941894531
2018-11-27,321.61175537109375
2018-11-28,316.1548767089844
2018-11-29,314.2375793457031
2018-11-30,319.792724609375
2018-12-03,316.25311279296875
2018-12-04,314.2375793457031
2018-12-05,312.86102294921875
2018-12-06,303.02880859375
2018-12-07,309.32147216796875
2018-12-10,302.04559326171875
2018-12-11,301.4556579589844
2018-12-12,308.3382263183594
2018-12-13,309.5672607421875
2018-12-14,305.6835021972656
2018-12-17,316.0565185546875
2018-12-18,309.6656188964844
2018-12-19,310.206298828125
2018-12-20,317.8263244628906
2018-12-21,321.36590576171875
2018-12-24,318.9570007324219
2018-12-26,316.0565185546875
2018-12-27,317.4329833984375
2018-12-28,322.3982849121094
2018-12-31,319.0553283691406
2019-01-01,320.43182373046875
2019-01-02,314.4341735839844
2019-01-03,310.94378662109375
2019-01-04,319.25201416015625
2019-01-07,314.5816955566406
2019-01-08,319.0061950683594
2019-01-09,331.0998229980469
2019-01-10,342.6527099609375
2019-01-11,350.56756591796875
2019-01-14,344.61907958984375
2019-01-15,346.92962646484375
2019-01-16,341.4236145019531
2019-01-17,343.8816833496094
2019-01-18,345.2581481933594
2019-01-21,345.74981689453125
2019-01-22,339.21136474609375
2019-01-23,300.27581787109375
2019-01-24,298.7026672363281
2019-01-25,294.37652587890625
2019-01-28,286.4615783691406
2019-01-29,289.4603576660156
2019-01-30,287.2480773925781
2019-01-31,281.0538024902344
2019-02-01,281.0046691894531
2019-02-04,279.9723205566406
2019-02-05,281.4962463378906
2019-02-06,283.5119323730469
2019-02-07,306.6667175292969
2019-02-08,308.3382263183594
2019-02-11,293.1966857910156
2019-02-12,293.6390686035156
2019-02-14,299.5875549316406
2019-02-15,297.91607666015625
2019-02-18,298.40771484375
2019-02-19,294.9172668457031
2019-02-20,297.8177795410156
2019-02-21,310.0588684082031
2019-02-22,309.6164245605469
2019-02-25,311.8286437988281
2019-02-26,306.814208984375
2019-02-27,316.1548767089844
2019-02-28,314.2375793457031
2019-03-01,319.6452941894531
2019-03-05,321.8575439453125
2019-03-06,335.6717529296875
2019-03-07,324.65972900390625
2019-03-08,336.50750732421875
2019-03-11,338.5722961425781
2019-03-12,336.65496826171875
2019-03-13,328.19927978515625
2019-03-14,330.6081848144531
2019-03-15,334.83599853515625
2019-03-18,337.83489990234375
2019-03-19,338.86724853515625
2019-03-20,337.1958312988281
2019-03-22,323.7747497558594
2019-03-25,316.5972900390625
2019-03-26,314.87664794921875
2019-03-27,343.3409423828125
2019-03-28,346.4872741699219
2019-04-01,356.4669189453125
2019-04-02,362.9562072753906
2019-04-03,359.367431640625
2019-04-04,354.69708251953125
2019-04-05,358.285888671875
2019-04-08,358.4333801269531
2019-04-09,356.4669189453125
2019-04-10,357.7451171875
2019-04-11,360.1539611816406
2019-04-12,358.82666015625
2019-04-15,359.9081726074219
2019-04-16,358.58087158203125
2019-04-18,359.8589782714844
2019-04-22,362.906982421875
2019-04-23,363.3003234863281
2019-04-24,357.1060485839844
2019-04-25,361.530517578125
2019-04-26,362.85784912109375
2019-04-30,363.1036682128906
2019-05-02,368.6589050292969
2019-05-03,365.8074951171875
2019-05-06,362.56292724609375
2019-05-07,358.8758239746094
2019-05-08,350.9117431640625
2019-05-09,353.46807861328125
2019-05-10,346.1922912597656
2019-05-13,331.5422668457031
2019-05-14,328.5434265136719
2019-05-15,333.3611755371094
2019-05-16,329.2316589355469
2019-05-17,333.557861328125
2019-05-20,351.30499267578125
2019-05-21,340.9811706542969
2019-05-22,341.17779541015625
2019-05-23,350.42010498046875
2019-05-24,363.59527587890625
2019-05-27,379.7693176269531
2019-05-28,379.5234680175781
2019-05-29,376.0821533203125
2019-05-30,380.3100280761719
2019-05-31,381.2441101074219
2019-06-03,391.5187683105469
2019-06-04,388.17578125
2019-06-06,372.64093017578125
2019-06-07,379.08099365234375
2019-06-10,372.64093017578125
2019-06-11,364.82427978515625
2019-06-12,364.5784912109375
2019-06-13,355.0903625488281
2019-06-14,353.1239318847656
2019-06-17,346.7821960449219
2019-06-18,353.6647644042969
2019-06-19,359.26904296875
2019-06-20,368.1180725097656
2019-06-21,377.31121826171875
2019-06-24,369.2487487792969
2019-06-25,365.856689453125
2019-06-26,367.8231201171875
2019-06-27,367.1841125488281
2019-06-28,382.12896728515625
2019-07-01,384.1937561035156
2019-07-02,384.7344970703125
2019-07-03,382.03070068359375
2019-07-04,387.2908935546875
2019-07-05,391.76458740234375
2019-07-08,375.0497741699219
2019-07-09,376.4812927246094
2019-07-10,368.13916015625
2019-07-11,376.4319152832031
2019-07-12,380.28216552734375
2019-07-15,379.6897888183594
2019-07-16,376.0370178222656
2019-07-17,384.5765686035156
2019-07-18,378.8013000488281
2019-07-19,374.753662109375
2019-07-22,371.0514831542969
2019-07-23,378.2089538574219
2019-07-24,378.30767822265625
2019-07-25,391.04296875
2019-07-26,397.41058349609375
2019-07-29,394.2021179199219
2019-07-30,392.9187316894531
2019-07-31,396.6208190917969
2019-08-01,385.3170166015625
2019-08-02,393.8072204589844
2019-08-05,387.04461669921875
2019-08-06,389.90771484375
2019-08-07,392.27703857421875
2019-08-08,387.4396057128906
2019-08-09,390.4506530761719
2019-08-13,370.31109619140625
2019-08-14,380.33148193359375
2019-08-16,384.2310791015625
2019-08-19,383.9842529296875
2019-08-20,382.0591735839844
2019-08-21,380.7757873535156
2019-08-22,377.7153625488281
2019-08-23,381.6642761230469
2019-08-26,394.2021179199219
2019-08-27,393.8565979003906
2019-08-28,411.6268005371094
2019-08-29,417.1552429199219
2019-08-30,419.1791076660156
2019-09-03,418.1425476074219
2019-09-04,421.9433288574219
2019-09-05,421.3016357421875
2019-09-06,435.32037353515625
2019-09-09,436.7025451660156
2019-09-11,416.6123046875
2019-09-12,414.39105224609375
2019-09-13,412.071044921875
2019-09-16,409.20806884765625
2019-09-17,411.1331481933594
2019-09-18,416.2174072265625
2019-09-19,424.9050598144531
2019-09-20,429.1994934082031
2019-09-23,419.1791076660156
2019-09-24,421.9433288574219
2019-09-25,427.7186584472656
2019-09-26,443.76123046875
2019-09-27,452.7450256347656
2019-09-30,457.58245849609375
2019-10-01,460.8897399902344
2019-10-03,462.76544189453125
2019-10-04,447.80889892578125
2019-10-07,446.7228698730469
2019-10-09,444.0079650878906
2019-10-10,440.8488464355469
2019-10-11,435.17230224609375
2019-10-14,443.810546875
2019-10-15,449.1909484863281
2019-10-16,459.9024353027344
2019-10-17,466.5663146972656
2019-10-18,470.6632995605469
2019-10-22,473.9211730957031
2019-10-23,479.00543212890625
2019-10-24,473.5262756347656
2019-10-25,477.7219543457031
2019-10-27,478.9560546875
2019-10-29,497.76287841796875
2019-10-30,506.3517761230469
2019-10-31,504.7203369140625
2019-11-01,502.94049072265625
2019-11-04,504.9180603027344
2019-11-05,504.17645263671875
2019-11-06,514.2125244140625
2019-11-07,512.284423828125
2019-11-08,513.6192626953125
2019-11-11,519.0576171875
2019-11-13,523.2598266601562
2019-11-14,519.5025024414062
2019-11-15,516.585693359375
2019-11-18,514.8057861328125
2019-11-19,499.43035888671875
2019-11-20,497.6505432128906
2019-11-21,493.9426574707031
2019-11-22,492.0145263671875
2019-11-25,501.2101135253906
2019-11-26,491.4212646484375
2019-11-27,490.87744140625
2019-11-28,492.558349609375
2019-11-29,496.8100891113281
2019-12-02,492.95379638671875
2019-12-03,499.1336975097656
2019-12-04,495.0302429199219
2019-12-05,489.3448181152344
2019-12-06,486.9223327636719
2019-12-09,484.15374755859375
2019-12-10,482.9672546386719
2019-12-11,484.5987243652344
2019-12-12,487.7133483886719
2019-12-13,490.1358337402344
2019-12-16,490.6797180175781
2019-12-17,489.5425720214844
2019-12-18,491.2235107421875
2019-12-19,493.0033264160156
2019-12-20,492.85504150390625
2019-12-23,497.30450439453125
2019-12-24,494.3381652832031
2019-12-26,488.306640625
2019-12-27,483.31329345703125
2019-12-30,480.3469543457031
2019-12-31,477.03460693359375
2020-01-01,475.5514221191406
2020-01-02,480.98968505859375
2020-01-03,477.77618408203125
2020-01-06,470.16259765625
2020-01-07,471.34912109375
2020-01-08,476.6390380859375
2020-01-09,478.36944580078125
2020-01-10,483.01666259765625
2020-01-13,491.3718566894531
2020-01-14,484.30206298828125
2020-01-15,484.3514709472656
2020-01-16,486.6751403808594
2020-01-17,476.0952453613281
2020-01-20,482.81890869140625
2020-01-21,483.5605163574219
2020-01-22,500.8146667480469
2020-01-23,501.9516906738281
2020-01-24,514.11376953125
2020-01-27,520.3429565429688
2020-01-28,520.738525390625
2020-01-29,521.08447265625
2020-01-30,515.843994140625
2020-01-31,505.2146911621094
2020-02-03,441.3398132324219
2020-02-04,464.9715270996094
2020-02-05,471.9423828125
2020-02-06,482.5223083496094
2020-02-07,489.9380798339844
2020-02-10,478.6165771484375
2020-02-11,476.78741455078125
2020-02-12,474.9581604003906
2020-02-13,473.72222900390625
2020-02-14,475.8974609375
2020-02-17,469.074951171875
2020-02-18,466.5535583496094
2020-02-19,484.05487060546875
2020-02-20,489.4437255859375
2020-02-24,480.98968505859375
2020-02-25,475.6502685546875
2020-02-26,470.3108825683594
2020-02-27,475.8480529785156
2020-02-28,466.108642578125
2020-03-02,450.3870849609375
2020-03-03,450.535400390625
2020-03-04,440.25213623046875
2020-03-05,427.843017578125
2020-03-06,409.105712890625
2020-03-09,388.9347229003906
2020-03-11,400.2067565917969
2020-03-12,367.7749328613281
2020-03-13,378.6020202636719
2020-03-16,355.6130065917969
2020-03-17,331.83294677734375
2020-03-18,297.9674072265625
2020-03-19,278.3896179199219
2020-03-20,300.785400390625
2020-03-23,236.11952209472656
2020-03-24,251.59384155273438
2020-03-25,316.85302734375
2020-03-26,325.6036376953125
2020-03-27,314.8260192871094
2020-03-30,329.8553771972656
2020-03-31,351.7073669433594
2020-04-01,338.7543640136719
2020-04-03,335.09588623046875
2020-04-07,353.23992919921875
2020-04-08,336.8262634277344
2020-04-09,338.7049560546875
2020-04-13,338.65545654296875
2020-04-15,325.2575988769531
2020-04-16,331.09136962890625
2020-04-17,365.7973937988281
2020-04-20,374.0536193847656
2020-04-21,366.2423400878906
2020-04-22,365.2041015625
2020-04-23,357.24444580078125
2020-04-24,332.7723083496094
2020-04-27,373.2626037597656
2020-04-28,379.7391357421875
2020-04-29,397.88311767578125
2020-04-30,407.325927734375
2020-05-04,387.006591796875
2020-05-05,370.74127197265625
2020-05-06,390.1212158203125
2020-05-07,393.48309326171875
2020-05-08,395.60894775390625
2020-05-11,393.6808166503906
2020-05-12,394.66961669921875
2020-05-13,391.90106201171875
2020-05-14,379.887451171875
2020-05-15,380.53009033203125
2020-05-18,354.8219909667969
2020-05-19,355.8107604980469
2020-05-20,359.96356201171875
2020-05-21,358.1838073730469
2020-05-22,341.1768493652344
2020-05-26,343.4510803222656
2020-05-27,349.92755126953125
2020-05-28,363.5726623535156
2020-05-29,388.6875305175781
2020-06-01,379.59075927734375
2020-06-02,376.1300354003906
2020-06-03,380.67840576171875
2020-06-04,378.3547668457031
2020-06-05,383.1997985839844
2020-06-08,393.3841857910156
2020-06-09,389.2807922363281
2020-06-10,392.4942932128906
2020-06-11,390.9122619628906
2020-06-12,396.44940185546875
2020-06-15,386.7099304199219
2020-06-16,391.0111389160156
2020-06-17,391.9999084472656
2020-06-18,389.972900390625
2020-06-19,387.2043762207031
2020-06-22,402.4314880371094
2020-06-23,422.1575622558594
2020-06-24,425.8160095214844
2020-06-25,423.4429931640625
2020-06-26,418.59796142578125
2020-06-29,405.7438659667969
2020-06-30,421.02044677734375
2020-07-01,414.9394836425781
2020-07-02,420.62493896484375
2020-07-03,428.634033203125
2020-07-06,430.31494140625
2020-07-07,428.7823181152344
2020-07-08,422.7013854980469
2020-07-09,428.3868103027344
2020-07-10,412.76422119140625
2020-07-13,418.9935302734375
2020-07-14,417.3125915527344
2020-07-15,416.17547607421875
2020-07-16,425.4205017089844
2020-07-17,435.4071960449219
2020-07-20,431.4026184082031
2020-07-21,437.9284973144531
2020-07-22,437.23638916015625
2020-07-23,445.73980712890625
2020-07-24,435.06103515625
2020-07-27,452.6118469238281
2020-07-28,446.975830078125
