Date,TITAGARH
2009-06-04,66.75776672363281
2009-06-05,70.10157775878906
2009-06-08,66.59774780273438
2009-06-09,69.93312072753906
2009-06-10,66.73251342773438
2009-06-11,68.38335418701172
2009-06-12,66.21031188964844
2009-06-15,63.64982223510742
2009-06-16,64.19730377197266
2009-06-17,61.62840270996094
2009-06-18,58.747859954833984
2009-06-19,61.619991302490234
2009-06-22,64.70266723632812
2009-06-23,67.94536590576172
2009-06-24,71.3481216430664
2009-06-25,67.78534698486328
2009-06-26,68.8044662475586
2009-06-29,72.16510009765625
2009-06-30,72.09773254394531
2009-07-01,72.23249053955078
2009-07-02,73.76542663574219
2009-07-03,70.07630157470703
2009-07-06,66.5724868774414
2009-07-07,56.5579719543457
2009-07-08,62.184295654296875
2009-07-09,60.9124641418457
2009-07-10,57.391815185546875
2009-07-13,50.603172302246094
2009-07-14,51.08325958251953
2009-07-15,53.58477783203125
2009-07-16,51.9592170715332
2009-07-17,54.123836517333984
2009-07-20,55.12612533569336
2009-07-21,53.14680862426758
2009-07-22,49.52507400512695
2009-07-23,50.03886032104492
2009-07-24,50.308380126953125
2009-07-27,49.53349304199219
2009-07-28,52.203468322753906
2009-07-29,50.535789489746094
2009-07-30,50.544212341308594
2009-07-31,50.114662170410156
2009-08-03,50.544212341308594
2009-08-04,50.06412124633789
2009-08-05,50.26626205444336
2009-08-06,50.12308120727539
2009-08-07,48.44698715209961
2009-08-10,47.89108657836914
2009-08-11,48.067962646484375
2009-08-12,47.57944869995117
2009-08-13,50.03886032104492
2009-08-14,49.044986724853516
2009-08-17,47.2425422668457
2009-08-18,48.32064437866211
2009-08-19,47.48680877685547
2009-08-20,47.571022033691406
2009-08-21,47.48680877685547
2009-08-24,50.24941635131836
2009-08-25,50.51893997192383
2009-08-26,52.649871826171875
2009-08-27,52.15293502807617
2009-08-28,52.28770446777344
2009-08-31,52.46458053588867
2009-09-01,51.15907287597656
2009-09-02,51.28540802001953
2009-09-03,52.038978576660156
2009-09-04,51.850582122802734
2009-09-07,53.691688537597656
2009-09-08,54.20547866821289
2009-09-09,53.777320861816406
2009-09-10,53.18645095825195
2009-09-11,53.1607666015625
2009-09-14,52.7069091796875
2009-09-15,52.792537689208984
2009-09-16,52.52709197998047
2009-09-17,52.48426055908203
2009-09-18,52.42432403564453
2009-09-22,52.66409683227539
2009-09-23,52.193119049072266
2009-09-24,51.12270736694336
2009-09-25,51.88483428955078
2009-09-29,52.55276870727539
2009-09-30,52.193119049072266
2009-10-01,51.756385803222656
2009-10-05,50.30918884277344
2009-10-06,49.872467041015625
2009-10-07,50.343448638916016
2009-10-08,49.744014739990234
2009-10-09,49.25592041015625
2009-10-12,49.76970672607422
2009-10-13,49.76970672607422
2009-10-14,50.53184127807617
2009-10-15,50.05229568481445
2009-10-16,49.8039665222168
2009-10-20,51.567989349365234
2009-10-21,54.488067626953125
2009-10-22,55.14744186401367
2009-10-23,54.976173400878906
2009-10-26,51.66218948364258
2009-10-27,48.202632904052734
2009-10-28,47.32917785644531
2009-10-29,46.34440231323242
2009-10-30,45.82204055786133
2009-11-03,43.95525360107422
2009-11-04,45.09416580200195
2009-11-05,45.95905685424805
2009-11-06,47.252105712890625
2009-11-09,49.12746810913086
2009-11-10,50.55752944946289
2009-11-11,53.03231430053711
2009-11-12,53.94858169555664
2009-11-13,53.70881271362305
2009-11-16,52.749725341796875
2009-11-17,53.95714569091797
2009-11-18,53.27208709716797
2009-11-19,53.48616409301758
2009-11-20,56.04657745361328
2009-11-23,56.32917022705078
2009-11-24,55.86674118041992
2009-11-25,54.667903900146484
2009-11-26,54.61651611328125
2009-11-27,53.11794662475586
2009-11-30,53.777320861816406
2009-12-01,53.52042007446289
2009-12-02,53.400535583496094
2009-12-03,53.87150955200195
2009-12-04,53.85438537597656
2009-12-07,53.2806510925293
2009-12-08,53.717376708984375
2009-12-09,56.08940124511719
2009-12-10,56.294918060302734
2009-12-11,58.452857971191406
2009-12-14,58.54706573486328
2009-12-15,58.1788330078125
2009-12-16,58.89813995361328
2009-12-17,58.06751251220703
2009-12-18,58.82107925415039
2009-12-21,60.92763900756836
2009-12-22,63.17121887207031
2009-12-23,65.73163604736328
2009-12-24,68.26636505126953
2009-12-29,79.43285369873047
2009-12-30,80.12649536132812
2009-12-31,76.358642578125
2010-01-04,75.64788818359375
2010-01-05,75.0570297241211
2010-01-06,74.38909912109375
2010-01-07,73.37865447998047
2010-01-08,71.40052795410156
2010-01-11,70.98948669433594
2010-01-12,71.8971939086914
2010-01-13,72.23116302490234
2010-01-14,72.11126708984375
2010-01-15,72.70213317871094
2010-01-18,72.22259521484375
2010-01-19,74.12364196777344
2010-01-20,74.35484313964844
2010-01-21,71.99138641357422
2010-01-22,70.41574096679688
2010-01-25,70.11602020263672
2010-01-27,70.03038024902344
2010-01-28,70.08177947998047
2010-01-29,71.81155395507812
2010-02-01,71.10936737060547
2010-02-02,70.2530517578125
2010-02-03,70.3044204711914
2010-02-04,69.0713119506836
2010-02-05,65.7658920288086
2010-02-08,69.43952178955078
2010-02-09,69.99613952636719
2010-02-10,68.50614929199219
2010-02-11,79.45855712890625
2010-02-15,79.87816619873047
2010-02-16,79.21022033691406
2010-02-17,79.15884399414062
2010-02-18,77.8315200805664
2010-02-19,77.85722351074219
2010-02-22,70.57844543457031
2010-02-23,69.31963348388672
2010-02-24,64.74686431884766
2010-02-25,62.520416259765625
2010-02-26,59.56608200073242
2010-03-02,61.381492614746094
2010-03-03,61.10747528076172
2010-03-04,61.2616081237793
2010-03-05,62.99140167236328
2010-03-08,62.2806282043457
2010-03-09,61.852481842041016
2010-03-10,61.03896713256836
2010-03-11,61.88673400878906
2010-03-12,60.85057067871094
2010-03-15,57.134117126464844
2010-03-16,56.568939208984375
2010-03-17,60.14838409423828
2010-03-18,62.16073989868164
2010-03-19,60.82488250732422
2010-03-22,59.17217254638672
2010-03-23,61.098907470703125
2010-03-25,60.74782180786133
2010-03-26,60.4566535949707
2010-03-29,58.79539108276367
2010-03-30,59.292057037353516
2010-03-31,58.38435745239258
2010-04-01,58.64981460571289
2010-04-05,58.65837860107422
2010-04-06,59.21499252319336
2010-04-07,59.72022247314453
2010-04-08,58.91526412963867
2010-04-09,59.03516387939453
2010-04-12,58.521358489990234
2010-04-13,58.350101470947266
2010-04-15,58.41004180908203
2010-04-16,57.68216323852539
2010-04-19,56.81727600097656
2010-04-20,57.262569427490234
2010-04-21,57.313941955566406
2010-04-22,57.262569427490234
2010-04-23,58.10176467895508
2010-04-26,57.69929122924805
2010-04-27,57.47665023803711
2010-04-28,55.91813278198242
2010-04-29,55.91813278198242
2010-04-30,56.62887954711914
2010-05-03,56.52613067626953
2010-05-04,55.48997497558594
2010-05-05,54.30824279785156
2010-05-06,54.65933609008789
2010-05-07,52.89529800415039
2010-05-10,53.83726119995117
2010-05-11,53.21213912963867
2010-05-12,53.01519012451172
2010-05-13,52.792537689208984
2010-05-14,53.023746490478516
2010-05-17,52.37294387817383
2010-05-18,55.40433120727539
2010-05-19,53.37484359741211
2010-05-20,52.963809967041016
2010-05-21,52.749725341796875
2010-05-24,53.07512283325195
2010-05-25,51.30253219604492
2010-05-26,52.450016021728516
2010-05-27,53.862953186035156
2010-05-28,53.64030456542969
2010-05-31,54.9847297668457
2010-06-01,53.49473190307617
2010-06-02,53.62317657470703
2010-06-03,56.70595932006836
2010-06-04,56.363426208496094
2010-06-07,54.976173400878906
2010-06-08,55.82394790649414
2010-06-09,58.92384338378906
2010-06-10,58.65837860107422
2010-06-11,59.292057037353516
2010-06-14,60.00281524658203
2010-06-15,61.013275146484375
2010-06-16,66.07416534423828
2010-06-17,66.63078308105469
2010-06-18,64.19024658203125
2010-06-21,64.8496322631836
2010-06-22,63.73640060424805
2010-06-23,64.267333984375
2010-06-24,64.00184631347656
2010-06-25,63.744964599609375
2010-06-28,63.82203674316406
2010-06-29,62.383392333984375
2010-06-30,62.66598892211914
2010-07-01,61.66408157348633
2010-07-02,62.631744384765625
2010-07-05,63.73640060424805
2010-07-06,63.30823516845703
2010-07-07,62.631744384765625
2010-07-08,62.93143844604492
2010-07-09,64.83248901367188
2010-07-12,64.54989624023438
2010-07-13,65.11509704589844
2010-07-14,64.29300689697266
2010-07-15,64.54133605957031
2010-07-16,64.66978454589844
2010-07-19,65.50898742675781
2010-07-20,65.9970932006836
2010-07-21,66.00566864013672
2010-07-22,66.55371856689453
2010-07-23,66.09130096435547
2010-07-26,67.61554718017578
2010-07-27,67.60699462890625
2010-07-28,67.97520446777344
2010-07-29,68.56607055664062
2010-07-30,70.01327514648438
2010-08-02,70.56988525390625
2010-08-03,70.62126159667969
2010-08-04,68.93429565429688
2010-08-05,69.09700012207031
2010-08-06,70.40717315673828
2010-08-09,70.59557342529297
2010-08-10,70.67263793945312
2010-08-11,69.61935424804688
2010-08-12,69.51659393310547
2010-08-13,70.42430114746094
2010-08-16,69.8077392578125
2010-08-17,69.40528106689453
2010-08-18,70.77517700195312
2010-08-19,71.61618041992188
2010-08-20,70.89654541015625
2010-08-23,70.4630355834961
2010-08-24,72.54389953613281
2010-08-25,71.702880859375
2010-08-26,72.21444702148438
2010-08-27,70.55841827392578
2010-08-30,69.80410766601562
2010-08-31,68.86772918701172
2010-09-01,70.70581817626953
2010-09-02,70.88788604736328
2010-09-03,70.87922668457031
2010-09-06,71.6508560180664
2010-09-07,70.87055206298828
2010-09-08,70.64512634277344
2010-09-09,72.9427261352539
2010-09-13,74.29530334472656
2010-09-14,75.69986724853516
2010-09-15,75.84728240966797
2010-09-16,75.81259155273438
2010-09-17,78.03217315673828
2010-09-20,85.16778564453125
2010-09-21,83.59845733642578
2010-09-22,81.50894165039062
2010-09-23,80.86732482910156
2010-09-24,83.13895416259766
2010-09-27,81.20549011230469
2010-09-28,81.97712707519531
2010-09-29,81.02340698242188
2010-09-30,82.67941284179688
2010-10-01,82.3672866821289
2010-10-04,84.0579833984375
2010-10-05,83.84989929199219
2010-10-06,85.13311004638672
2010-10-07,84.40478515625
2010-10-08,82.40196990966797
2010-10-11,83.51176452636719
2010-10-12,83.08692932128906
2010-10-13,83.91925811767578
2010-10-14,83.1216049194336
2010-10-15,82.20255279541016
2010-10-18,81.97712707519531
2010-10-19,81.18814086914062
2010-10-20,81.28350830078125
2010-10-21,81.3875503540039
2010-10-22,82.96554565429688
2010-10-25,82.64473724365234
2010-10-26,85.84405517578125
2010-10-27,84.94234466552734
2010-10-28,85.93075561523438
2010-10-29,85.81805419921875
2010-11-01,86.79778289794922
2010-11-02,85.79203796386719
2010-11-03,87.630126953125
2010-11-04,88.73990631103516
2010-11-08,89.65896606445312
2010-11-09,92.52881622314453
2010-11-10,92.82360076904297
2010-11-11,99.49968719482422
2010-11-12,94.77439880371094
2010-11-15,98.65866088867188
2010-11-16,95.54605102539062
2010-11-18,94.16748809814453
2010-11-19,91.71381378173828
2010-11-22,90.2398681640625
2010-11-23,85.73133087158203
2010-11-24,82.94819641113281
2010-11-25,81.62165069580078
2010-11-26,80.05232238769531
2010-11-29,82.79212188720703
2010-11-30,87.41336059570312
2010-12-01,90.50862884521484
2010-12-02,93.00566864013672
2010-12-03,89.2254409790039
2010-12-06,95.22525787353516
2010-12-07,92.23402404785156
2010-12-08,88.85263061523438
2010-12-09,84.96835327148438
2010-12-10,86.98851776123047
2010-12-13,87.9162368774414
2010-12-14,88.85263061523438
2010-12-15,87.66481018066406
2010-12-16,86.3902816772461
2010-12-20,88.44513702392578
2010-12-21,89.76300048828125
2010-12-22,88.5405044555664
2010-12-23,86.0781478881836
2010-12-24,86.3555908203125
2010-12-27,86.1214828491211
2010-12-28,85.78336334228516
2010-12-29,86.13885498046875
2010-12-30,85.79203796386719
2010-12-31,88.32374572753906
2011-01-03,88.82662200927734
2011-01-04,88.20234680175781
2011-01-05,88.37576293945312
2011-01-06,88.38445281982422
2011-01-07,85.08108520507812
2011-01-10,81.28350830078125
2011-01-11,81.3875503540039
2011-01-12,83.56378173828125
2011-01-13,84.21404266357422
2011-01-14,82.68807983398438
2011-01-17,82.29792785644531
2011-01-18,82.87016296386719
2011-01-19,82.9915542602539
2011-01-20,83.10425567626953
2011-01-21,83.95394134521484
2011-01-24,84.58686828613281
2011-01-25,83.41638946533203
2011-01-27,84.50885009765625
2011-01-28,79.00322723388672
2011-01-31,75.74321746826172
2011-02-01,75.16231536865234
2011-02-02,75.30104064941406
2011-02-03,71.34740447998047
2011-02-04,70.96591186523438
2011-02-07,70.25495910644531
2011-02-08,65.32159423828125
2011-02-09,65.52101135253906
2011-02-10,66.49208068847656
2011-02-11,67.31574249267578
2011-02-14,69.54400634765625
2011-02-15,72.18843078613281
2011-02-16,73.50630187988281
2011-02-17,75.72588348388672
2011-02-18,72.06704711914062
2011-02-21,73.95716857910156
2011-02-22,73.9051284790039
2011-02-23,72.17108917236328
2011-02-24,66.22329711914062
2011-02-25,57.665767669677734
2011-02-28,58.25535202026367
2011-03-01,58.44608688354492
2011-03-03,57.006839752197266
2011-03-04,57.23226547241211
2011-03-07,54.882625579833984
2011-03-08,55.42017364501953
2011-03-09,56.14847946166992
2011-03-10,57.60507583618164
2011-03-11,58.159976959228516
2011-03-14,57.52704620361328
2011-03-15,55.19475555419922
2011-03-16,55.67161560058594
2011-03-17,55.0386848449707
2011-03-18,54.21501541137695
2011-03-21,53.73815155029297
2011-03-22,53.0878791809082
2011-03-23,53.28730392456055
2011-03-24,53.54740524291992
2011-03-25,53.71215057373047
2011-03-28,54.04161071777344
2011-03-29,56.75539779663086
2011-03-30,57.3363037109375
2011-03-31,56.85076904296875
2011-04-01,59.82466506958008
2011-04-04,64.30718231201172
2011-04-05,63.81296920776367
2011-04-06,63.396793365478516
2011-04-07,64.09042358398438
2011-04-08,63.35343551635742
2011-04-11,63.093345642089844
2011-04-13,65.7551040649414
2011-04-15,64.50657653808594
2011-04-18,62.80723190307617
2011-04-19,63.27542495727539
2011-04-20,64.50657653808594
2011-04-21,64.18578338623047
2011-04-25,66.11058807373047
2011-04-26,68.3388442993164
2011-04-27,68.76368713378906
2011-04-28,67.46314239501953
2011-04-29,65.24356079101562
2011-05-02,65.32159423828125
2011-05-03,63.40546417236328
2011-05-04,63.301422119140625
2011-05-05,61.940208435058594
2011-05-06,63.214717864990234
2011-05-09,64.52393341064453
2011-05-10,64.2551498413086
2011-05-11,64.51526641845703
2011-05-12,65.2175521850586
2011-05-13,66.34467315673828
2011-05-16,64.5325927734375
2011-05-17,63.52684783935547
2011-05-18,62.278350830078125
2011-05-19,61.931522369384766
2011-05-20,63.431495666503906
2011-05-23,63.422821044921875
2011-05-24,63.128021240234375
2011-05-25,64.44589233398438
2011-05-26,65.32159423828125
2011-05-27,65.91984558105469
2011-05-30,67.20304870605469
2011-05-31,68.38219451904297
2011-06-01,68.68565368652344
2011-06-02,68.72901153564453
2011-06-03,69.37059783935547
2011-06-06,69.43994903564453
2011-06-07,70.35901641845703
2011-06-08,72.5872573852539
2011-06-09,72.89937591552734
2011-06-10,71.00926971435547
2011-06-13,71.78959655761719
2011-06-14,72.55258178710938
2011-06-15,72.0583724975586
2011-06-16,71.33872985839844
2011-06-17,69.63937377929688
2011-06-20,70.06422424316406
2011-06-21,68.746337890625
2011-06-22,67.35909271240234
2011-06-23,66.16259765625
2011-06-24,67.3504409790039
2011-06-27,67.67988586425781
2011-06-28,67.62788391113281
2011-06-29,68.04403686523438
2011-06-30,69.63069915771484
2011-07-01,70.28096771240234
2011-07-04,71.7202377319336
2011-07-05,70.72315216064453
2011-07-06,70.66248321533203
2011-07-07,71.46878814697266
2011-07-08,70.7578353881836
2011-07-11,70.88788604736328
2011-07-12,71.48612976074219
2011-07-13,74.41667938232422
2011-07-14,74.26062774658203
2011-07-15,74.69412994384766
2011-07-18,75.65652465820312
2011-07-19,77.2518539428711
2011-07-20,74.98023223876953
2011-07-21,75.01557922363281
2011-07-22,75.30709075927734
2011-07-25,77.98369598388672
2011-07-26,76.74698638916016
2011-07-27,77.57733917236328
2011-07-28,77.03849029541016
2011-07-29,76.36712646484375
2011-08-01,74.91841125488281
2011-08-02,74.23820495605469
2011-08-03,74.43255615234375
2011-08-04,74.07035827636719
2011-08-05,71.05809020996094
2011-08-08,70.58990478515625
2011-08-09,70.97859954833984
2011-08-10,71.67644500732422
2011-08-11,69.98921966552734
2011-08-12,70.01571655273438
2011-08-16,68.69066619873047
2011-08-17,68.41681671142578
2011-08-18,68.10762023925781
2011-08-19,66.45576477050781
2011-08-22,67.71012878417969
2011-08-23,67.86029815673828
2011-08-24,67.6571273803711
2011-08-25,67.90447235107422
2011-08-26,65.6430435180664
2011-08-29,67.30378723144531
2011-08-30,67.91329193115234
2011-09-02,68.01046752929688
2011-09-05,69.52102661132812
2011-09-06,71.33193969726562
2011-09-07,71.30542755126953
2011-09-08,71.94145202636719
2011-09-09,69.77720642089844
2011-09-12,67.31261444091797
2011-09-13,68.46099090576172
2011-09-14,69.5828628540039
2011-09-15,71.29661560058594
2011-09-16,70.75775146484375
2011-09-19,71.69410705566406
2011-09-20,71.4291000366211
2011-09-21,73.16934204101562
2011-09-22,69.95387268066406
2011-09-23,69.45037078857422
2011-09-26,70.54573822021484
2011-09-27,72.46265411376953
2011-09-28,71.71178436279297
2011-09-29,72.54215240478516
2011-09-30,72.56864929199219
2011-10-03,71.64995574951172
2011-10-04,70.66057586669922
2011-10-05,70.6782455444336
2011-10-07,71.8531265258789
2011-10-10,72.75416564941406
2011-10-11,74.04387664794922
2011-10-12,74.32655334472656
2011-10-13,74.91841125488281
2011-10-14,76.95014953613281
2011-10-17,79.6620864868164
2011-10-18,79.50308990478516
2011-10-19,78.89356994628906
2011-10-20,77.87767791748047
2011-10-21,76.84414672851562
2011-10-24,76.040283203125
2011-10-25,76.37596130371094
2011-10-28,76.77348327636719
2011-10-31,77.45367431640625
2011-11-01,76.75580596923828
2011-11-02,76.72932434082031
2011-11-03,78.17803955078125
2011-11-04,79.20274353027344
2011-11-08,79.22042083740234
2011-11-09,77.8246841430664
2011-11-11,75.09507751464844
2011-11-14,75.81945037841797
2011-11-15,75.43077850341797
2011-11-16,75.50143432617188
2011-11-17,75.7929458618164
2011-11-18,76.38480377197266
2011-11-21,75.51911163330078
2011-11-22,75.22758483886719
2011-11-23,73.26651000976562
2011-11-24,73.66403198242188
2011-11-25,75.15691375732422
2011-11-28,76.54380798339844
2011-11-29,76.50846862792969
2011-11-30,76.5173110961914
2011-12-01,77.04732513427734
2011-12-02,76.88832092285156
2011-12-05,77.17098236083984
2011-12-07,76.7646484375
2011-12-08,77.24165344238281
2011-12-09,75.24525451660156
2011-12-12,72.2947998046875
2011-12-13,70.36907958984375
2011-12-14,69.51219940185547
2011-12-15,66.4645767211914
2011-12-16,67.50695037841797
2011-12-19,65.71371459960938
2011-12-20,63.54947280883789
2011-12-21,65.1836929321289
2011-12-22,65.8638916015625
2011-12-23,67.86029815673828
2011-12-26,69.17652130126953
2011-12-27,69.11467742919922
2011-12-28,68.97334289550781
2011-12-29,68.90267944335938
2011-12-30,67.3656005859375
2012-01-02,68.24014282226562
2012-01-03,68.6994857788086
2012-01-04,67.94863891601562
2012-01-05,68.3373031616211
2012-01-06,68.3284912109375
2012-01-09,74.49439239501953
2012-01-10,73.28417205810547
2012-01-11,72.171142578125
2012-01-12,72.64813995361328
2012-01-13,72.365478515625
2012-01-16,72.48915100097656
2012-01-17,73.61985778808594
2012-01-18,75.46610260009766
2012-01-19,75.11275482177734
2012-01-20,72.9043197631836
2012-01-23,72.00330352783203
2012-01-24,71.61460876464844
2012-01-25,72.84249877929688
2012-01-27,73.41667938232422
2012-01-30,71.04927062988281
2012-01-31,71.79126739501953
2012-02-01,73.48734283447266
