Date,TITAGARH
2008-04-21,23.608476638793945
2008-04-22,112.06465911865234
2008-04-23,118.65277099609375
2008-04-24,114.51953125
2008-04-25,112.19825744628906
2008-04-28,113.15850067138672
2008-04-29,116.97441101074219
2008-04-30,140.37095642089844
2008-05-02,130.5931854248047
2008-05-05,141.04730224609375
2008-05-06,138.98486328125
2008-05-07,136.96420288085938
2008-05-08,132.43853759765625
2008-05-09,126.92755126953125
2008-05-12,120.45635223388672
2008-05-13,128.40550231933594
2008-05-14,129.8083038330078
2008-05-15,129.323974609375
2008-05-16,129.77488708496094
2008-05-20,127.68739318847656
2008-05-21,132.12960815429688
2008-05-22,129.43255615234375
2008-05-23,127.02774047851562
2008-05-26,122.0678939819336
2008-05-27,122.70248413085938
2008-05-28,122.36851501464844
2008-05-29,121.16606903076172
2008-05-30,126.67707061767578
2008-06-02,124.48936462402344
2008-06-03,121.88421630859375
2008-06-04,120.35615539550781
2008-06-05,116.54022979736328
2008-06-06,114.41934204101562
2008-06-09,106.42843627929688
2008-06-10,104.33259582519531
2008-06-11,107.23836517333984
2008-06-12,111.64716339111328
2008-06-13,111.75570678710938
2008-06-16,112.81613159179688
2008-06-17,113.91832733154297
2008-06-18,112.7994613647461
2008-06-19,110.24435424804688
2008-06-20,101.40177917480469
2008-06-23,98.43753814697266
2008-06-24,89.93729400634766
2008-06-25,89.60328674316406
2008-06-26,94.97230529785156
2008-06-27,92.1750717163086
2008-06-30,91.13967895507812
2008-07-01,87.76630401611328
2008-07-02,90.88082885742188
2008-07-03,89.46133422851562
2008-07-04,96.92619323730469
2008-07-07,98.32064056396484
2008-07-08,97.99497985839844
2008-07-09,101.77751159667969
2008-07-10,101.60216522216797
2008-07-11,100.96756744384766
2008-07-14,100.5667724609375
2008-07-15,95.59019470214844
2008-07-16,96.75918579101562
2008-07-17,99.1006851196289
2008-07-18,100.44831085205078
2008-07-21,98.21631622314453
2008-07-22,99.00804138183594
2008-07-23,103.2025146484375
2008-07-24,102.4276351928711
2008-07-25,102.09913635253906
2008-07-28,106.31888580322266
2008-07-29,105.59454345703125
2008-07-30,107.8265380859375
2008-07-31,108.5171890258789
2008-08-01,117.18409729003906
2008-08-04,132.10899353027344
2008-08-05,134.8463134765625
2008-08-06,129.2452850341797
2008-08-07,127.64498901367188
2008-08-08,127.40074157714844
2008-08-11,129.27894592285156
2008-08-12,124.60442352294922
2008-08-13,125.53091430664062
2008-08-14,119.70243835449219
2008-08-18,122.48190307617188
2008-08-19,121.31954956054688
2008-08-20,123.45053100585938
2008-08-21,118.59907531738281
2008-08-22,116.25758361816406
2008-08-25,117.82420349121094
2008-08-26,116.1480941772461
2008-08-27,118.57379913330078
2008-08-28,116.87242126464844
2008-08-29,117.5462417602539
2008-09-01,117.37779235839844
2008-09-02,119.09600067138672
2008-09-04,116.5608139038086
2008-09-05,118.30428314208984
2008-09-08,120.06461334228516
2008-09-09,118.96968841552734
2008-09-10,118.62432098388672
2008-09-11,118.77593231201172
2008-09-12,119.50032043457031
2008-09-15,111.17874145507812
2008-09-16,109.67108917236328
2008-09-17,109.92375183105469
2008-09-18,107.683349609375
2008-09-19,110.62284088134766
2008-09-22,111.00187683105469
2008-09-23,111.18717193603516
2008-09-24,111.5156478881836
2008-09-25,112.01261138916016
2008-09-26,110.69865417480469
2008-09-29,113.6550064086914
2008-09-30,116.68714141845703
2008-10-01,113.51182556152344
2008-10-03,119.89617919921875
2008-10-06,115.88700103759766
2008-10-07,115.65958404541016
2008-10-08,109.66265869140625
2008-10-10,101.15579986572266
2008-10-13,105.18183135986328
2008-10-14,109.20784759521484
2008-10-15,108.34873962402344
2008-10-16,104.58381652832031
2008-10-17,96.83499145507812
2008-10-20,89.35569763183594
2008-10-21,92.3541488647461
2008-10-22,90.41696166992188
2008-10-23,86.48359680175781
2008-10-24,80.35191345214844
2008-10-27,64.28996276855469
2008-10-29,64.60157775878906
2008-10-31,65.84812927246094
2008-11-03,67.46528625488281
2008-11-04,68.54337310791016
2008-11-05,68.13066101074219
2008-11-06,66.88411712646484
2008-11-07,69.10769653320312
2008-11-10,67.49897003173828
2008-11-11,65.71337890625
2008-11-12,62.54646682739258
2008-11-14,60.0449333190918
2008-11-17,59.93545913696289
2008-11-18,58.95841598510742
2008-11-19,55.52198791503906
2008-11-20,53.904842376708984
2008-11-21,49.81986999511719
2008-11-24,49.129215240478516
2008-11-25,48.95233917236328
2008-11-26,47.83212661743164
2008-11-27,47.83212661743164
2008-11-28,47.3520393371582
2008-12-01,47.66367721557617
2008-12-02,44.92631912231445
2008-12-03,47.048824310302734
2008-12-04,49.80302810668945
2008-12-05,49.62614440917969
2008-12-08,50.7716178894043
2008-12-10,49.84513854980469
2008-12-11,49.71036911010742
2008-12-12,52.82674789428711
2008-12-15,63.39714431762695
2008-12-16,70.04261779785156
2008-12-17,63.44770050048828
2008-12-18,66.23558044433594
2008-12-19,67.14522552490234
2008-12-22,65.81444549560547
2008-12-23,61.299922943115234
2008-12-24,59.98598098754883
2008-12-26,59.952293395996094
2008-12-29,57.627647399902344
2008-12-30,58.048770904541016
2008-12-31,57.543418884277344
2009-01-02,58.95841598510742
2009-01-05,62.293792724609375
2009-01-06,61.476783752441406
2009-01-07,55.80835723876953
2009-01-09,52.08555603027344
2009-01-12,50.81373977661133
2009-01-13,50.965335845947266
2009-01-14,49.356624603271484
2009-01-15,47.84055709838867
2009-01-16,47.73948287963867
2009-01-19,46.678226470947266
2009-01-20,47.4109992980957
2009-01-21,46.32447052001953
2009-01-22,42.81224060058594
2009-01-23,41.6836051940918
2009-01-27,40.05804443359375
2009-01-28,39.08944320678711
2009-01-29,38.920982360839844
2009-01-30,40.52970504760742
2009-02-02,40.28544998168945
2009-02-03,38.558807373046875
2009-02-04,32.00599670410156
2009-02-05,29.76558494567871
2009-02-06,29.757160186767578
2009-02-09,35.62773513793945
2009-02-10,40.782379150390625
2009-02-11,40.95083999633789
2009-02-12,41.13613510131836
2009-02-13,38.82833480834961
2009-02-16,34.65913391113281
2009-02-17,31.770174026489258
2009-02-18,30.85210418701172
2009-02-19,30.06879234313965
2009-02-20,28.443227767944336
2009-02-24,26.497600555419922
2009-02-25,27.8115291595459
2009-02-26,27.22194480895996
2009-02-27,26.253347396850586
2009-03-02,24.939414978027344
2009-03-03,25.149980545043945
2009-03-04,23.406496047973633
2009-03-05,22.20206069946289
2009-03-06,21.376638412475586
2009-03-09,20.77863311767578
2009-03-12,20.38277244567871
2009-03-13,21.292417526245117
2009-03-16,22.13467788696289
2009-03-17,21.57036018371582
2009-03-18,21.241878509521484
2009-03-19,21.991493225097656
2009-03-20,21.54509162902832
2009-03-23,21.814617156982422
2009-03-24,21.814617156982422
2009-03-25,22.513696670532227
2009-03-26,24.70357894897461
2009-03-27,25.587955474853516
2009-03-30,23.76866912841797
2009-03-31,23.869741439819336
2009-04-01,27.331439971923828
2009-04-02,29.824542999267578
2009-04-06,30.776302337646484
2009-04-08,31.854394912719727
2009-04-09,30.986865997314453
2009-04-13,31.845979690551758
2009-04-15,38.22190475463867
2009-04-16,34.11166000366211
2009-04-17,31.913352966308594
2009-04-20,32.5450439453125
2009-04-21,33.774757385253906
2009-04-22,33.21044158935547
2009-04-23,33.867408752441406
2009-04-24,33.993743896484375
2009-04-27,32.705078125
2009-04-28,31.66067123413086
2009-04-29,32.33448028564453
2009-04-30,32.33448028564453
2009-05-04,33.70737075805664
2009-05-05,34.019012451171875
2009-05-06,34.78546905517578
2009-05-07,35.139225006103516
2009-05-08,34.81074142456055
2009-05-11,35.610897064208984
2009-05-12,36.208900451660156
2009-05-13,37.615474700927734
2009-05-14,42.0626220703125
2009-05-15,41.61621856689453
2009-05-18,47.2509651184082
2009-05-19,48.04269027709961
2009-05-20,54.38493728637695
2009-05-21,53.21418762207031
2009-05-22,51.8244514465332
2009-05-25,52.50669479370117
2009-05-26,47.56260681152344
2009-05-27,52.32139205932617
2009-05-28,52.94466018676758
2009-05-29,53.16365051269531
2009-06-01,58.486759185791016
2009-06-02,59.227943420410156
2009-06-03,60.68505859375
