Date,TIINDIA
2018-04-26,228.56216430664062
2018-04-27,231.19325256347656
2018-04-30,228.75711059570312
2018-05-02,227.636474609375
2018-05-03,224.46942138671875
2018-05-04,223.7872314453125
2018-05-07,224.46942138671875
2018-05-08,219.1098175048828
2018-05-09,216.77110290527344
2018-05-10,222.37429809570312
2018-05-11,222.617919921875
2018-05-14,222.08197021484375
2018-05-15,219.98683166503906
2018-05-16,217.74559020996094
2018-05-17,223.5924072265625
2018-05-18,219.4021759033203
2018-05-21,217.0634765625
2018-05-22,216.08895874023438
2018-05-23,209.8036346435547
2018-05-24,206.7340545654297
2018-05-25,216.08895874023438
2018-05-28,222.81280517578125
2018-05-29,220.08432006835938
2018-05-30,212.23980712890625
2018-05-31,211.4114990234375
2018-06-01,214.67599487304688
2018-06-04,215.21194458007812
2018-06-05,210.82679748535156
2018-06-06,214.87086486816406
2018-06-07,213.36045837402344
2018-06-08,217.35577392578125
2018-06-11,223.64112854003906
2018-06-12,227.05178833007812
2018-06-13,230.7547607421875
2018-06-14,228.0749969482422
2018-06-15,231.29071044921875
2018-06-18,229.09815979003906
2018-06-19,233.04476928710938
2018-06-20,227.3441162109375
2018-06-21,220.66897583007812
2018-06-22,217.50196838378906
2018-06-25,216.57620239257812
2018-06-26,226.9055938720703
2018-06-27,224.61557006835938
2018-06-28,220.96131896972656
2018-06-29,225.2977294921875
2018-07-02,226.02857971191406
2018-07-03,226.5158233642578
2018-07-04,226.95433044433594
2018-07-05,227.83132934570312
2018-07-06,238.0632781982422
2018-07-09,242.10733032226562
2018-07-10,233.0934600830078
2018-07-11,238.74542236328125
2018-07-12,238.550537109375
2018-07-13,230.121337890625
2018-07-16,230.3162384033203
2018-07-17,228.0749969482422
2018-07-18,223.5924072265625
2018-07-19,220.96131896972656
2018-07-20,218.08663940429688
2018-07-23,224.85919189453125
2018-07-24,242.54583740234375
2018-07-25,241.96115112304688
2018-07-26,238.7941436767578
2018-07-27,239.18389892578125
2018-07-30,242.25978088378906
2018-07-31,240.111572265625
2018-08-01,236.40101623535156
2018-08-02,236.2545166015625
2018-08-03,244.65213012695312
2018-08-06,240.9415283203125
2018-08-07,235.86395263671875
2018-08-08,233.76455688476562
2018-08-09,236.6939697265625
2018-08-10,237.0356903076172
2018-08-13,239.965087890625
2018-08-14,240.16038513183594
2018-08-16,251.92669677734375
2018-08-17,263.107177734375
2018-08-20,265.2065734863281
2018-08-21,262.3748779296875
2018-08-23,264.4253845214844
2018-08-24,267.354736328125
2018-08-27,273.8970642089844
2018-08-28,273.4088439941406
2018-08-29,273.7017822265625
2018-08-30,286.5910339355469
2018-08-31,286.346923828125
2018-09-03,287.12811279296875
2018-09-04,283.90582275390625
2018-09-05,296.111572265625
2018-09-06,311.6372985839844
2018-09-07,300.9450378417969
2018-09-10,294.5980224609375
2018-09-11,288.49517822265625
2018-09-12,288.69049072265625
2018-09-14,293.52392578125
2018-09-17,293.37750244140625
2018-09-18,286.8840026855469
2018-09-19,288.39752197265625
2018-09-21,278.3399658203125
2018-09-24,282.9781494140625
2018-09-25,288.8368835449219
2018-09-26,289.5692138671875
2018-09-27,288.64166259765625
2018-09-28,287.6163330078125
2018-10-01,290.936279296875
2018-10-03,285.0287170410156
2018-10-04,273.5065002441406
2018-10-05,276.4359130859375
2018-10-08,276.77764892578125
2018-10-09,274.0435485839844
2018-10-10,286.5910339355469
2018-10-11,279.07232666015625
2018-10-12,282.8804931640625
2018-10-15,281.7575378417969
2018-10-16,282.8804931640625
2018-10-17,283.3199157714844
2018-10-19,283.0270080566406
2018-10-22,293.2798156738281
2018-10-23,287.6163330078125
2018-10-24,286.4933776855469
2018-10-25,290.5457763671875
2018-10-26,285.90753173828125
2018-10-29,292.3033142089844
2018-10-30,284.4917297363281
2018-10-31,285.8587646484375
2018-11-01,290.740966796875
2018-11-02,287.3233642578125
2018-11-05,291.0339660644531
2018-11-06,290.0575256347656
2018-11-07,292.2546081542969
2018-11-09,292.8404235839844
2018-11-12,290.6922302246094
2018-11-13,289.8134460449219
2018-11-14,283.8081359863281
2018-11-15,281.3181457519531
2018-11-16,288.64166259765625
2018-11-19,288.69049072265625
2018-11-20,286.1028137207031
2018-11-21,285.4681091308594
2018-11-22,280.7811279296875
2018-11-26,275.0688171386719
2018-11-27,283.4663391113281
2018-11-28,290.1062316894531
2018-11-29,292.4986877441406
2018-11-30,293.0845031738281
2018-12-03,298.30859375
2018-12-04,308.3660888671875
2018-12-05,308.3172607421875
2018-12-06,313.68780517578125
2018-12-07,325.8935852050781
2018-12-10,318.0330505371094
2018-12-11,318.863037109375
2018-12-12,331.9476623535156
2018-12-13,328.92059326171875
2018-12-14,320.96246337890625
2018-12-17,317.6424560546875
2018-12-18,317.6424560546875
2018-12-19,321.5483093261719
2018-12-20,317.4960021972656
2018-12-21,317.30072021484375
2018-12-24,326.2841796875
2018-12-26,318.2283630371094
2018-12-27,324.3312683105469
2018-12-28,333.70526123046875
2018-12-31,347.8639831542969
2019-01-01,341.90753173828125
2019-01-02,344.6904602050781
2019-01-03,350.8909606933594
2019-01-04,342.835205078125
2019-01-07,340.83343505859375
2019-01-08,329.3599853515625
2019-01-09,327.55352783203125
2019-01-10,316.861328125
2019-01-11,320.0836486816406
2019-01-14,319.2536926269531
2019-01-15,317.3983459472656
2019-01-16,327.3094787597656
2019-01-17,322.6224365234375
2019-01-18,333.6564636230469
2019-01-21,322.5247802734375
2019-01-22,324.8682861328125
2019-01-23,323.25714111328125
2019-01-24,327.55352783203125
2019-01-25,323.7453918457031
2019-01-28,329.0182800292969
2019-01-29,333.754150390625
2019-01-30,332.3382263183594
2019-01-31,336.97637939453125
2019-02-01,334.1446533203125
2019-02-04,323.6477966308594
2019-02-05,331.6546325683594
2019-02-06,331.5570373535156
2019-02-07,339.4176025390625
2019-02-08,331.7035217285156
2019-02-11,337.12286376953125
2019-02-12,340.5404968261719
2019-02-14,334.7012634277344
2019-02-15,331.4136047363281
2019-02-18,338.2342529296875
2019-02-19,342.4542541503906
2019-02-20,350.1090087890625
2019-02-21,348.98040771484375
2019-02-22,344.6623229980469
2019-02-25,349.5201721191406
2019-02-26,358.0582580566406
2019-02-27,344.6623229980469
2019-02-28,351.3357238769531
2019-03-01,359.2358703613281
2019-03-05,372.9261779785156
2019-03-06,372.7790222167969
2019-03-07,377.6859130859375
2019-03-08,373.7603759765625
2019-03-11,372.0920104980469
2019-03-12,372.14105224609375
2019-03-13,376.7535705566406
2019-03-14,375.4777526855469
2019-03-15,406.7348937988281
2019-03-18,393.6824951171875
2019-03-19,376.80267333984375
2019-03-20,363.8973693847656
2019-03-22,354.08355712890625
2019-03-25,358.5979919433594
2019-03-26,371.208740234375
2019-03-27,365.7130432128906
2019-03-28,376.11566162109375
2019-04-01,381.7586669921875
2019-04-02,380.43377685546875
2019-04-03,378.07843017578125
2019-04-04,383.1325988769531
2019-04-05,385.9295349121094
2019-04-08,383.966796875
2019-04-09,374.9379577636719
2019-04-10,369.0496826171875
2019-04-11,370.32550048828125
2019-04-12,366.64532470703125
2019-04-15,369.1478576660156
2019-04-16,371.5032653808594
2019-04-18,365.3695373535156
2019-04-22,353.2004089355469
2019-04-23,374.8398742675781
2019-04-24,372.2391662597656
2019-04-25,371.993896484375
2019-04-26,373.0243225097656
2019-04-30,373.3187255859375
2019-05-02,367.1360168457031
2019-05-03,367.4794921875
2019-05-06,363.3576965332031
2019-05-07,361.9346618652344
2019-05-08,364.1427917480469
2019-05-09,361.1495666503906
2019-05-10,364.7315673828125
2019-05-13,364.437255859375
2019-05-14,365.1732482910156
2019-05-15,364.0446472167969
2019-05-16,368.50994873046875
2019-05-17,372.582763671875
2019-05-20,379.8940734863281
2019-05-21,376.65545654296875
2019-05-22,372.7298889160156
2019-05-23,371.0124206542969
2019-05-24,391.42529296875
2019-05-27,389.1190490722656
2019-05-28,387.2052917480469
2019-05-29,387.6470031738281
2019-05-30,381.3169860839844
2019-05-31,382.15118408203125
2019-06-03,379.157958984375
2019-06-04,387.8923034667969
2019-06-06,387.45062255859375
2019-06-07,378.2256774902344
2019-06-10,381.1697998046875
2019-06-11,385.4879150390625
2019-06-12,387.79412841796875
2019-06-13,387.9413757324219
2019-06-14,385.2916259765625
2019-06-17,382.54376220703125
2019-06-18,377.2933349609375
2019-06-19,373.0243225097656
2019-06-20,374.98712158203125
2019-06-21,373.3677978515625
2019-06-24,373.4168701171875
2019-06-25,392.4557800292969
2019-06-26,389.7569580078125
2019-06-27,385.2916259765625
2019-06-28,376.90081787109375
2019-07-01,380.28656005859375
2019-07-02,382.3475036621094
2019-07-03,379.9921569824219
2019-07-04,379.50146484375
2019-07-05,379.69769287109375
2019-07-08,378.12451171875
2019-07-09,376.600341796875
2019-07-10,378.4686584472656
2019-07-11,378.4686584472656
2019-07-12,397.93780517578125
2019-07-15,397.6919250488281
2019-07-16,393.51300048828125
2019-07-17,409.491455078125
2019-07-18,408.6556091308594
2019-07-19,385.7449951171875
2019-07-22,376.7478332519531
2019-07-23,377.78033447265625
2019-07-24,370.2089538574219
2019-07-25,357.08203125
2019-07-26,333.5322265625
2019-07-29,331.565673828125
2019-07-30,339.1369934082031
2019-07-31,340.562744140625
2019-08-01,351.5264892578125
2019-08-02,352.4606018066406
2019-08-05,349.2648620605469
2019-08-06,346.4132995605469
2019-08-07,344.5450439453125
2019-08-08,346.8558349609375
2019-08-09,346.8558349609375
2019-08-13,344.0042724609375
2019-08-14,345.6758728027344
2019-08-16,346.8558349609375
2019-08-19,347.986572265625
2019-08-20,350.10064697265625
2019-08-21,334.4662780761719
2019-08-22,332.0573425292969
2019-08-23,338.6944885253906
2019-08-26,343.3650817871094
2019-08-27,342.8243103027344
2019-08-28,334.3680114746094
2019-08-29,329.74664306640625
2019-08-30,332.25396728515625
2019-09-03,325.61676025390625
2019-09-04,325.3709411621094
2019-09-05,325.0759582519531
2019-09-06,336.4329528808594
2019-09-09,333.3356018066406
2019-09-11,336.1379699707031
2019-09-12,326.501708984375
2019-09-13,330.139892578125
2019-09-16,345.3808288574219
2019-09-17,334.3680114746094
2019-09-18,337.5637512207031
2019-09-19,330.7298583984375
2019-09-20,339.6777648925781
2019-09-23,359.6877136230469
2019-09-24,382.8442687988281
2019-09-25,392.87384033203125
2019-09-26,385.7449951171875
2019-09-27,379.30438232421875
2019-09-30,377.6819763183594
2019-10-01,374.535400390625
2019-10-03,378.56695556640625
2019-10-04,376.6986999511719
2019-10-07,377.1412048339844
2019-10-09,367.750732421875
2019-10-10,357.5245056152344
2019-10-11,357.72119140625
2019-10-14,365.34173583984375
2019-10-15,358.2127990722656
2019-10-16,358.7536315917969
2019-10-17,355.1154479980469
2019-10-18,358.55694580078125
2019-10-22,366.71832275390625
2019-10-23,359.93353271484375
2019-10-24,364.2601318359375
2019-10-25,365.5875549316406
2019-10-27,368.242431640625
2019-10-29,365.9317321777344
2019-10-30,363.5226135253906
2019-10-31,391.74298095703125
2019-11-01,417.9969177246094
2019-11-04,429.20648193359375
2019-11-05,438.9410095214844
2019-11-06,438.20355224609375
2019-11-07,441.6941833496094
2019-11-08,431.1239013671875
2019-11-11,434.56536865234375
2019-11-13,438.0068359375
2019-11-14,437.6627197265625
2019-11-15,441.49755859375
2019-11-18,436.3352966308594
2019-11-19,440.6125793457031
2019-11-20,446.3156433105469
2019-11-21,443.6607666015625
2019-11-22,444.2015686035156
2019-11-25,452.2154541015625
2019-11-26,451.0354919433594
2019-11-27,443.955810546875
2019-11-28,447.2498779296875
2019-11-29,462.7857666015625
2019-12-02,480.780029296875
2019-12-03,481.46832275390625
2019-12-04,477.92852783203125
2019-12-05,469.7179870605469
2019-12-06,469.1280212402344
2019-12-09,461.9008483886719
2019-12-10,474.5853576660156
2019-12-11,470.0621032714844
2019-12-12,465.3914794921875
2019-12-13,473.5528564453125
2019-12-16,467.2597961425781
2019-12-17,470.4063415527344
2019-12-18,465.293212890625
2019-12-19,475.8144226074219
2019-12-20,484.2707214355469
2019-12-23,490.1213073730469
2019-12-24,479.9442443847656
2019-12-26,480.2391662597656
2019-12-27,478.567626953125
2019-12-30,480.4359436035156
2019-12-31,473.5528564453125
2020-01-01,482.35321044921875
2020-01-02,487.3680725097656
2020-01-03,482.9432678222656
2020-01-06,481.1241760253906
2020-01-07,476.79766845703125
2020-01-08,474.97857666015625
2020-01-09,482.15667724609375
2020-01-10,490.0229797363281
2020-01-13,488.203857421875
2020-01-14,497.1026306152344
2020-01-15,516.1294555664062
2020-01-16,515.9818115234375
2020-01-17,514.457763671875
2020-01-20,514.457763671875
2020-01-21,514.752685546875
2020-01-22,514.6543579101562
2020-01-23,511.2128601074219
2020-01-24,511.5079040527344
2020-01-27,510.6228942871094
2020-01-28,503.8382263183594
2020-01-29,478.6659240722656
2020-01-30,492.9236755371094
2020-01-31,502.9040832519531
2020-02-03,479.84588623046875
2020-02-04,513.4744262695312
2020-02-05,514.457763671875
2020-02-06,525.8638916015625
2020-02-07,517.8992309570312
2020-02-10,514.949462890625
2020-02-11,510.7212219238281
2020-02-12,507.4271240234375
2020-02-13,492.8253173828125
2020-02-14,494.693603515625
2020-02-17,490.80963134765625
2020-02-18,477.92852783203125
2020-02-19,486.5813903808594
2020-02-20,497.3485107421875
2020-02-24,535.40185546875
2020-02-25,542.9240112304688
2020-02-26,544.9888916015625
2020-02-27,559.2958374023438
2020-02-28,519.1776123046875
2020-03-02,537.712646484375
2020-03-03,518.9808349609375
2020-03-04,515.1952514648438
2020-03-05,523.2581176757812
2020-03-06,496.3652038574219
2020-03-09,497.4468078613281
2020-03-11,497.00128173828125
2020-03-12,476.7528991699219
2020-03-13,465.8612976074219
2020-03-16,466.4554138183594
2020-03-17,445.56341552734375
2020-03-18,425.2655029296875
2020-03-19,384.91729736328125
2020-03-20,381.74884033203125
2020-03-23,342.7868347167969
2020-03-24,299.2206115722656
2020-03-25,295.1114501953125
2020-03-26,307.09222412109375
2020-03-27,302.0920104980469
2020-03-30,278.82366943359375
2020-03-31,271.1996154785156
2020-04-01,256.2484436035156
2020-04-03,272.04119873046875
2020-04-07,281.6950988769531
2020-04-08,299.4680480957031
2020-04-09,311.1517639160156
2020-04-13,303.3296813964844
2020-04-15,325.6573791503906
2020-04-16,316.9441223144531
2020-04-17,336.2518310546875
2020-04-20,362.5896301269531
2020-04-21,339.5193176269531
2020-04-22,339.3212890625
2020-04-23,343.23236083984375
2020-04-24,332.39031982421875
2020-04-27,336.2023620605469
2020-04-28,335.8062438964844
2020-04-29,350.8069152832031
2020-04-30,369.5701599121094
2020-05-04,359.07464599609375
2020-05-05,353.62884521484375
2020-05-06,369.5206298828125
2020-05-07,370.6097717285156
2020-05-08,362.4906005859375
2020-05-11,349.1237487792969
2020-05-12,331.5487060546875
2020-05-13,343.62841796875
2020-05-14,336.1033630371094
2020-05-15,335.4102783203125
2020-05-18,314.4687805175781
2020-05-19,311.5973815917969
2020-05-20,311.3003234863281
2020-05-21,313.8251647949219
2020-05-22,313.0825500488281
2020-05-26,307.8843688964844
2020-05-27,306.4981384277344
2020-05-28,337.0935363769531
2020-05-29,363.87677001953125
2020-06-01,387.93719482421875
2020-06-02,396.1059265136719
2020-06-03,405.4132080078125
2020-06-04,396.1059265136719
2020-06-05,395.8583068847656
2020-06-08,389.7690124511719
2020-06-09,383.08551025390625
2020-06-10,391.79876708984375
2020-06-11,391.8482971191406
2020-06-12,389.7690124511719
2020-06-15,398.1357116699219
2020-06-16,389.8185119628906
2020-06-17,398.333740234375
2020-06-18,397.49212646484375
2020-06-19,417.34442138671875
2020-06-22,423.3842468261719
2020-06-23,430.7607116699219
2020-06-24,434.4738464355469
2020-06-25,436.2561340332031
2020-06-26,441.454345703125
2020-06-29,440.2166748046875
2020-06-30,440.0186767578125
2020-07-01,443.08807373046875
2020-07-02,440.2166748046875
2020-07-03,435.6620178222656
2020-07-06,445.4148864746094
2020-07-07,438.1868591308594
2020-07-08,432.59259033203125
2020-07-09,440.6622314453125
2020-07-10,440.0682067871094
2020-07-13,439.82061767578125
2020-07-14,446.7516174316406
2020-07-15,469.0792236328125
2020-07-16,472.19818115234375
2020-07-17,490.07025146484375
2020-07-20,499.9716796875
2020-07-21,502.2490234375
2020-07-22,502.00140380859375
2020-07-23,506.259033203125
2020-07-24,498.1894226074219
2020-07-27,489.4266357421875
2020-07-28,495.02099609375
2020-07-29,496.6546936035156
2020-07-30,502.39752197265625
2020-07-31,503.8826904296875
2020-08-03,517.398193359375
2020-08-04,499.278564453125
2020-08-05,512.89306640625
2020-08-06,504.4767761230469
2020-08-07,541.0131225585938
2020-08-10,529.9234008789062
2020-08-11,526.8538818359375
2020-08-12,544.3299560546875
2020-08-13,588.3417358398438
2020-08-14,584.2822265625
2020-08-17,588.292236328125
2020-08-18,591.064697265625
2020-08-19,584.5296630859375
2020-08-20,584.2822265625
2020-08-21,587.4011840820312
2020-08-24,630.9673461914062
2020-08-25,641.0668334960938
2020-08-26,619.6797485351562
2020-08-27,621.8579711914062
2020-08-28,634.6803588867188
2020-08-31,641.5123291015625
2020-09-01,637.749755859375
2020-09-02,642.6509399414062
2020-09-03,648.9879760742188
2020-09-04,656.7109375
2020-09-07,662.5527954101562
2020-09-08,634.1356811523438
2020-09-09,605.8673095703125
2020-09-10,610.7683715820312
2020-09-11,596.7578125
2020-09-14,608.7386474609375
2020-09-15,620.7688598632812
2020-09-16,630.521728515625
2020-09-17,641.4627685546875
2020-09-18,637.2052001953125
2020-09-21,615.1250610351562
2020-09-22,569.4299926757812
2020-09-23,554.5779418945312
2020-09-24,567.9447631835938
2020-09-25,564.3308715820312
2020-09-28,618.7885131835938
2020-09-29,606.4613647460938
2020-09-30,598.3421630859375
2020-10-01,631.7099609375
2020-10-05,618.9371337890625
2020-10-06,614.778564453125
2020-10-07,599.3818969726562
2020-10-08,585.3714599609375
2020-10-09,583.2919311523438
2020-10-12,575.618408203125
2020-10-13,579.578857421875
2020-10-14,581.0146484375
2020-10-15,569.2816162109375
2020-10-16,568.7369995117188
2020-10-19,554.5283203125
2020-10-20,546.5083618164062
2020-10-21,570.3707275390625
2020-10-22,585.2228393554688
2020-10-23,604.33251953125
2020-10-26,616.4122314453125
2020-10-27,642.9479370117188
2020-10-28,639.9280395507812
2020-10-29,641.8093872070312
2020-10-30,648.3937377929688
2020-11-02,651.6611938476562
2020-11-03,660.9190673828125
2020-11-04,662.8497314453125
2020-11-05,668.3451538085938
2020-11-06,682.3556518554688
2020-11-09,686.0191650390625
2020-11-10,696.4155883789062
2020-11-11,701.7130126953125
2020-11-12,724.337646484375
2020-11-13,738.1995849609375
2020-11-14,734.3380126953125
2020-11-17,732.8032836914062
2020-11-18,753.3982543945312
2020-11-19,757.9529418945312
2020-11-20,781.4193115234375
2020-11-23,822.2130126953125
2020-11-24,835.7283935546875
2020-11-25,828.5499877929688
2020-11-26,804.7369384765625
2020-11-27,815.4801635742188
2020-12-01,801.8160400390625
2020-12-02,820.7279052734375
2020-12-03,825.4309692382812
2020-12-04,831.6193237304688
2020-12-07,819.9852294921875
2020-12-08,802.8062133789062
2020-12-09,793.449462890625
2020-12-10,837.9066772460938
2020-12-11,846.0753784179688
2020-12-14,837.8078002929688
2020-12-15,812.2620849609375
2020-12-16,817.3613891601562
2020-12-17,805.380615234375
2020-12-18,807.36083984375
2020-12-21,798.5487670898438
2020-12-22,784.0925903320312
2020-12-23,800.3309936523438
2020-12-24,790.3800048828125
2020-12-28,791.667236328125
2020-12-29,791.12255859375
2020-12-30,785.4788208007812
2020-12-31,792.954345703125
2021-01-01,790.4296264648438
2021-01-04,794.2415771484375
2021-01-05,812.90576171875
2021-01-06,804.2420043945312
2021-01-07,813.450439453125
2021-01-08,825.4805908203125
2021-01-11,830.8767700195312
2021-01-12,824.4903564453125
2021-01-13,822.1138916015625
2021-01-14,825.4805908203125
2021-01-15,813.7472534179688
2021-01-18,816.1730346679688
2021-01-19,837.41162109375
2021-01-20,843.2040405273438
2021-01-21,821.916015625
2021-01-22,815.1336059570312
2021-01-25,773.59716796875
2021-01-27,781.815185546875
2021-01-28,749.3385620117188
2021-01-29,771.5177612304688
2021-02-01,788.1522216796875
2021-02-02,797.3604125976562
2021-02-03,834.9364013671875
2021-02-04,818.7970581054688
2021-02-05,849.8380126953125
2021-02-08,896.424072265625
2021-02-09,900.9786987304688
2021-02-10,912.31591796875
2021-02-11,936.227783203125
2021-02-12,939.8418579101562
2021-02-15,990.0914306640625
2021-02-16,1010.042724609375
2021-02-17,1018.3600463867188
2021-02-18,998.8046875
2021-02-19,1018.1619873046875
2021-02-22,1038.152099609375
2021-02-23,1050.8504638671875
2021-02-24,1063.3011474609375
2021-02-25,1058.7374267578125
2021-02-26,1071.88232421875
2021-03-01,1033.142333984375
2021-03-02,1081.4561767578125
2021-03-03,1126.892822265625
2021-03-04,1140.4842529296875
2021-03-05,1117.517822265625
2021-03-08,1108.738037109375
2021-03-09,1163.698974609375
2021-03-10,1196.4866943359375
2021-03-12,1190.2861328125
2021-03-15,1189.44287109375
2021-03-16,1170.3453369140625
2021-03-17,1161.4666748046875
2021-03-18,1160.226318359375
2021-03-19,1139.3929443359375
2021-03-22,1128.380859375
2021-03-23,1110.0277099609375
2021-03-24,1097.477783203125
2021-03-25,1084.630859375
2021-03-26,1107.348876953125
2021-03-30,1155.8121337890625
2021-03-31,1183.8870849609375
2021-04-01,1188.8472900390625
2021-04-05,1149.7598876953125
2021-04-06,1139.0457763671875
2021-04-07,1161.3673095703125
2021-04-08,1161.4169921875
2021-04-09,1168.0638427734375
2021-04-12,1126.6446533203125
2021-04-13,1127.4384765625
2021-04-15,1093.9561767578125
2021-04-16,1108.7877197265625
2021-04-19,1087.5074462890625
2021-04-20,1090.1365966796875
2021-04-22,1113.549560546875
2021-04-23,1108.241943359375
2021-04-26,1114.2935791015625
2021-04-27,1117.765625
2021-04-28,1195.5439453125
2021-04-29,1254.91943359375
2021-04-30,1224.9093017578125
2021-05-03,1253.18359375
2021-05-04,1238.2030029296875
2021-05-05,1237.4591064453125
2021-05-06,1208.3419189453125
2021-05-07,1209.284423828125
2021-05-10,1176.099609375
2021-05-11,1195.5439453125
2021-05-12,1210.7724609375
2021-05-14,1161.268310546875
2021-05-17,1174.660888671875
2021-05-18,1171.734375
2021-05-19,1190.0877685546875
2021-05-20,1173.9169921875
2021-05-21,1165.831787109375
2021-05-24,1180.9111328125
2021-05-25,1164.3436279296875
2021-05-26,1191.57568359375
2021-05-27,1151.0496826171875
2021-05-28,1142.666748046875
2021-05-31,1176.893310546875
2021-06-01,1179.919189453125
2021-06-02,1175.256591796875
2021-06-03,1184.581787109375
2021-06-04,1188.3516845703125
2021-06-07,1217.6175537109375
2021-06-08,1261.516845703125
2021-06-09,1257.2510986328125
2021-06-10,1282.64794921875
2021-06-11,1328.382568359375
2021-06-14,1319.2554931640625
2021-06-15,1315.1878662109375
2021-06-16,1256.3580322265625
2021-06-17,1234.333984375
2021-06-18,1182.59765625
2021-06-21,1157.6470947265625
2021-06-22,1157.845458984375
2021-06-23,1159.879150390625
2021-06-24,1148.6688232421875
2021-06-25,1167.2698974609375
2021-06-28,1152.289794921875
2021-06-29,1143.6588134765625
2021-06-30,1159.33349609375
2021-07-01,1172.0816650390625
2021-07-02,1166.32763671875
2021-07-05,1123.718017578125
2021-07-06,1109.0850830078125
2021-07-07,1094.848876953125
2021-07-08,1088.9954833984375
2021-07-09,1082.100830078125
2021-07-12,1089.442138671875
2021-07-13,1124.5615234375
2021-07-14,1133.7877197265625
2021-07-15,1127.6864013671875
2021-07-16,1119.7496337890625
2021-07-19,1095.7418212890625
2021-07-20,1101.3966064453125
2021-07-22,1104.96826171875
2021-07-23,1097.0810546875
2021-07-26,1093.3609619140625
2021-07-27,1077.190185546875
2021-07-28,1093.410400390625
2021-07-29,1127.488037109375
2021-07-30,1110.523681640625
2021-08-02,1092.3690185546875
2021-08-03,1147.32958984375
2021-08-04,1165.1602783203125
2021-08-05,1189.5472412109375
2021-08-06,1165.70654296875
2021-08-09,1181.35205078125
2021-08-10,1171.0211181640625
2021-08-11,1178.719482421875
2021-08-12,1177.2294921875
2021-08-13,1225.65576171875
2021-08-16,1272.44287109375
2021-08-17,1271.2508544921875
