Date,ENTERO
2025-10-28,1111.9000244140625
2025-10-29,1103.699951171875
2025-10-30,1108.0
2025-10-31,1105.4000244140625
2025-11-03,1104.199951171875
2025-11-04,1080.0
2025-11-06,1057.5999755859375
2025-11-07,1089.300048828125
2025-11-10,1143.0
2025-11-11,1089.0
2025-11-12,1134.4000244140625
2025-11-13,1147.0999755859375
2025-11-14,1121.300048828125
2025-11-17,1136.300048828125
2025-11-18,1134.0999755859375
2025-11-19,1083.9000244140625
2025-11-20,1070.300048828125
2025-11-21,1062.0999755859375
2025-11-24,1064.0999755859375
2025-11-25,1059.9000244140625
2025-11-26,1050.0999755859375
2025-11-27,1033.800048828125
2025-11-28,1062.699951171875
2025-12-01,1050.300048828125
2025-12-02,1053.199951171875
2025-12-03,1051.199951171875
2025-12-04,1039.199951171875
2025-12-05,1033.800048828125
2025-12-08,999.0999755859375
2025-12-09,1015.5999755859375
2025-12-10,1021.9000244140625
2025-12-11,1006.7000122070312
2025-12-12,996.4000244140625
2025-12-15,1001.5999755859375
2025-12-16,998.2000122070312
2025-12-17,984.0
2025-12-18,976.0
2025-12-19,964.7999877929688
2025-12-22,968.5999755859375
2025-12-23,962.5
2025-12-24,962.7000122070312
2025-12-26,952.5
2025-12-29,949.2000122070312
2025-12-30,1005.9000244140625
2025-12-31,1026.5999755859375
2026-01-01,1129.5999755859375
2026-01-02,1123.5
2026-01-05,1112.5
2026-01-06,1193.0999755859375
2026-01-07,1173.0
2026-01-08,1166.5999755859375
2026-01-09,1174.5999755859375
2026-01-12,1229.0999755859375
2026-01-13,1223.699951171875
2026-01-14,1211.300048828125
2026-01-15,1211.300048828125
2026-01-16,1192.0
2026-01-19,1200.800048828125
2026-01-20,1144.300048828125
2026-01-21,1106.800048828125
2026-01-22,1177.300048828125
2026-01-23,1158.4000244140625
2026-01-27,1129.0
2026-01-28,1123.0
2026-01-29,1106.300048828125
2026-01-30,1104.9000244140625
2026-02-02,1130.199951171875
2026-02-03,1143.9000244140625
2026-02-04,1131.5999755859375
2026-02-05,1132.199951171875
2026-02-06,1140.699951171875
2026-02-09,1162.9000244140625
2026-02-10,1151.5
2026-02-11,1148.699951171875
2026-02-12,1156.5999755859375
2026-02-13,1148.5999755859375
2026-02-16,1097.5999755859375
2026-02-17,1105.800048828125
2026-02-18,1106.5999755859375
2026-02-19,1091.0999755859375
2026-02-20,1079.199951171875
2026-02-23,1062.0
2026-02-24,1028.300048828125
2026-02-25,1060.9000244140625
2026-02-26,1061.4000244140625
2026-02-27,1032.0
2026-03-02,1024.9000244140625
2026-03-04,1040.699951171875
2026-03-05,1047.0
2026-03-06,1046.0
2026-03-09,1029.5999755859375
2026-03-10,1033.5
2026-03-11,1024.0
2026-03-12,1018.2000122070312
2026-03-13,1012.9000244140625
2026-03-16,1001.2000122070312
2026-03-17,1026.5999755859375
2026-03-18,1111.9000244140625
2026-03-19,1096.800048828125
2026-03-20,1120.9000244140625
2026-03-23,1161.300048828125
2026-03-24,1226.0
2026-03-25,1237.699951171875
2026-03-27,1238.300048828125
2026-03-30,1247.800048828125
2026-04-01,1246.5999755859375
2026-04-02,1249.0999755859375
2026-04-06,1234.4000244140625
2026-04-07,1161.0
2026-04-08,1161.0999755859375
2026-04-09,1180.9000244140625
2026-04-10,1197.199951171875
2026-04-13,1239.4000244140625
2026-04-15,1230.9000244140625
2026-04-16,1249.699951171875
2026-04-17,1278.0999755859375
2026-04-20,1271.9000244140625
2026-04-21,1260.199951171875
2026-04-22,1263.9000244140625
2026-04-23,1256.9000244140625
2026-04-24,1250.0999755859375
2026-04-27,1242.5999755859375
2026-04-28,1195.5
2026-04-29,1191.4000244140625
2026-04-30,1216.4000244140625
2026-05-04,1233.4000244140625
2026-05-05,1207.0999755859375
2026-05-06,1210.800048828125
2026-05-07,1265.699951171875
2026-05-08,1224.5999755859375
2026-05-11,1233.199951171875
2026-05-12,1210.300048828125
2026-05-13,1178.9000244140625
2026-05-14,1165.9000244140625
2026-05-15,1192.300048828125
2026-05-18,1191.800048828125
2026-05-19,1240.0999755859375
2026-05-20,1254.699951171875
2026-05-21,1299.9000244140625
2026-05-22,1354.4000244140625
2026-05-25,1349.4000244140625
2026-05-26,1283.5
2026-05-27,1185.4000244140625
2026-05-28,1185.4000244140625
2026-05-29,1195.800048828125
2026-06-01,1141.4000244140625
2026-06-02,1152.4000244140625
2026-06-03,1127.4000244140625
2026-06-04,1139.5
2026-06-05,1113.800048828125
2026-06-08,1119.0999755859375
2026-06-09,1147.300048828125
2026-06-10,1135.4000244140625
2026-06-11,1116.300048828125
2026-06-12,1136.699951171875
2026-06-15,1122.4000244140625
2026-06-16,1116.699951171875
2026-06-17,1109.4000244140625
2026-06-18,1105.5
2026-06-19,1089.4000244140625
2026-06-22,1094.0999755859375
2026-06-23,1088.0
2026-06-24,1163.300048828125
2026-06-25,1180.4000244140625
2026-06-26,1180.4000244140625
2026-06-29,1200.0999755859375
2026-06-30,1190.0
2026-07-01,1189.5
2026-07-02,1194.300048828125
2026-07-03,1212.4000244140625
2026-07-06,1193.5999755859375
2026-07-07,1210.0999755859375
2026-07-08,1172.4000244140625
2026-07-09,1216.4000244140625
2026-07-10,1210.9000244140625
2026-07-13,1241.800048828125
2026-07-14,1241.5999755859375
2026-07-15,1231.0999755859375
2026-07-16,1205.4000244140625
2026-07-17,1174.0
2026-07-20,1189.699951171875
2026-07-21,1217.5999755859375
2026-07-22,1239.300048828125
2026-07-23,1206.699951171875
2026-07-24,1229.5999755859375
2026-07-27,1273.4000244140625
2026-07-28,1235.800048828125
2026-07-29,1222.199951171875
2026-07-30,1243.0
2026-07-31,1243.9000244140625
2026-08-03,1233.199951171875
2026-08-04,1231.199951171875
2026-08-05,1258.800048828125
2026-08-06,1242.5
2026-08-07,1242.699951171875
2026-08-10,1315.0999755859375
2026-08-11,1427.199951171875
2026-08-12,1420.300048828125
2026-08-13,1448.0
2026-08-14,1416.5999755859375
2026-08-17,1401.5999755859375
2026-08-18,1408.199951171875
2026-08-19,1386.800048828125
2026-08-20,1408.4000244140625
2026-08-21,1423.5999755859375
2026-08-24,1529.800048828125
2026-08-25,1633.0
2026-08-26,1648.0
2026-08-27,1753.5
2026-08-28,1808.5999755859375
2026-08-31,1809.9000244140625
2026-09-01,1805.0
2026-09-02,1797.4000244140625
2026-09-03,1848.0
2026-09-04,1827.5999755859375
2026-09-07,1898.4000244140625
2026-09-08,1851.800048828125
2026-09-09,1828.300048828125
2026-09-10,1792.9000244140625
2026-09-11,1815.4000244140625
2026-09-15,1802.0999755859375
2026-09-16,1731.800048828125
2026-09-18,1732.300048828125
2026-09-21,1795.0
