Date,ENTERO
2024-02-16,1149.550048828125
2024-02-19,1151.0
2024-02-20,1161.199951171875
2024-02-21,1166.5999755859375
2024-02-22,1158.1500244140625
2024-02-23,1169.1500244140625
2024-02-26,1130.5
2024-02-27,1121.0
2024-02-28,1037.4000244140625
2024-02-29,1082.8499755859375
2024-03-01,1017.5
2024-03-04,1036.550048828125
2024-03-05,1059.300048828125
2024-03-06,1032.300048828125
2024-03-07,1094.199951171875
2024-03-11,1115.9000244140625
2024-03-12,1083.300048828125
2024-03-13,993.4000244140625
2024-03-14,1031.8499755859375
2024-03-15,1006.2999877929688
2024-03-18,1040.949951171875
2024-03-19,999.9000244140625
2024-03-20,1004.6500244140625
2024-03-21,998.3499755859375
2024-03-22,991.5499877929688
2024-03-26,986.5
2024-03-27,999.8499755859375
2024-03-28,987.4500122070312
2024-04-01,1001.6500244140625
2024-04-02,993.75
2024-04-03,996.7999877929688
2024-04-04,1004.0999755859375
2024-04-05,1005.9000244140625
2024-04-08,994.4500122070312
2024-04-09,1005.0999755859375
2024-04-10,1001.9500122070312
2024-04-12,1170.550048828125
2024-04-15,1129.25
2024-04-16,1097.25
2024-04-18,1113.050048828125
2024-04-19,1128.199951171875
2024-04-22,1144.199951171875
2024-04-23,1204.050048828125
2024-04-24,1208.25
2024-04-25,1169.6500244140625
2024-04-26,1151.75
2024-04-29,1140.0
2024-04-30,1170.699951171875
2024-05-02,1130.3499755859375
2024-05-03,1096.0
2024-05-06,1080.199951171875
2024-05-07,1095.0
2024-05-08,1076.8499755859375
2024-05-09,1055.300048828125
2024-05-10,1047.0999755859375
2024-05-13,1031.6500244140625
2024-05-14,1041.550048828125
2024-05-15,1008.9500122070312
2024-05-16,1021.7000122070312
2024-05-17,1043.9000244140625
2024-05-21,1040.1500244140625
2024-05-22,1046.050048828125
2024-05-23,1039.699951171875
2024-05-24,1022.6500244140625
2024-05-27,1023.7000122070312
2024-05-28,1023.4500122070312
2024-05-29,1026.550048828125
2024-05-30,996.0999755859375
2024-05-31,1028.3499755859375
2024-06-03,1029.449951171875
2024-06-04,1028.300048828125
2024-06-05,1031.699951171875
2024-06-06,1040.0
2024-06-07,1035.5
2024-06-10,1044.9000244140625
2024-06-11,1024.3499755859375
2024-06-12,1018.8499755859375
2024-06-13,1021.5499877929688
2024-06-14,1027.5999755859375
2024-06-18,1047.5999755859375
2024-06-19,1053.800048828125
2024-06-20,1056.8499755859375
2024-06-21,1040.5
2024-06-24,1057.0999755859375
2024-06-25,1057.0
2024-06-26,1062.699951171875
2024-06-27,1054.25
2024-06-28,1040.199951171875
2024-07-01,1064.0999755859375
2024-07-02,1047.25
2024-07-03,1117.8499755859375
2024-07-04,1112.75
2024-07-05,1128.0999755859375
2024-07-08,1118.699951171875
2024-07-09,1080.800048828125
2024-07-10,1086.449951171875
2024-07-11,1091.75
2024-07-12,1147.800048828125
2024-07-15,1136.4000244140625
2024-07-16,1145.800048828125
2024-07-18,1150.300048828125
2024-07-19,1111.300048828125
2024-07-22,1115.3499755859375
2024-07-23,1150.199951171875
2024-07-24,1152.050048828125
2024-07-25,1206.050048828125
2024-07-26,1201.699951171875
2024-07-29,1191.8499755859375
2024-07-30,1188.199951171875
2024-07-31,1195.8499755859375
2024-08-01,1260.4000244140625
2024-08-02,1245.0
2024-08-05,1214.800048828125
2024-08-06,1218.0999755859375
2024-08-07,1259.949951171875
2024-08-08,1222.050048828125
2024-08-09,1230.699951171875
2024-08-12,1235.8499755859375
2024-08-13,1234.550048828125
2024-08-14,1224.6500244140625
2024-08-16,1238.8499755859375
2024-08-19,1300.3499755859375
2024-08-20,1298.4000244140625
2024-08-21,1305.050048828125
2024-08-22,1280.9000244140625
2024-08-23,1288.8499755859375
2024-08-26,1305.6500244140625
2024-08-27,1301.199951171875
2024-08-28,1312.6500244140625
2024-08-29,1350.9000244140625
2024-08-30,1368.050048828125
2024-09-02,1349.25
2024-09-03,1380.25
2024-09-04,1402.300048828125
2024-09-05,1418.9000244140625
2024-09-06,1400.5
2024-09-09,1387.5999755859375
2024-09-10,1400.300048828125
2024-09-11,1503.949951171875
2024-09-12,1460.1500244140625
2024-09-13,1432.1500244140625
2024-09-16,1415.050048828125
2024-09-17,1393.199951171875
2024-09-18,1349.8499755859375
2024-09-19,1364.25
2024-09-20,1366.5999755859375
2024-09-23,1433.550048828125
2024-09-24,1347.1500244140625
2024-09-25,1314.0999755859375
2024-09-26,1314.25
2024-09-27,1435.300048828125
2024-09-30,1365.699951171875
2024-10-01,1376.050048828125
2024-10-03,1382.449951171875
2024-10-04,1336.5999755859375
2024-10-07,1304.4000244140625
2024-10-08,1320.199951171875
2024-10-09,1340.949951171875
2024-10-10,1318.800048828125
2024-10-11,1303.8499755859375
2024-10-14,1297.6500244140625
2024-10-15,1310.300048828125
2024-10-16,1381.699951171875
2024-10-17,1376.550048828125
2024-10-18,1387.300048828125
2024-10-21,1381.449951171875
2024-10-22,1367.449951171875
2024-10-23,1400.0
2024-10-24,1367.5999755859375
2024-10-25,1354.3499755859375
2024-10-28,1365.699951171875
2024-10-29,1355.4000244140625
2024-10-30,1350.4000244140625
2024-10-31,1377.550048828125
2024-11-01,1428.9000244140625
2024-11-04,1404.699951171875
2024-11-05,1381.9000244140625
2024-11-06,1453.5999755859375
2024-11-07,1534.800048828125
2024-11-08,1503.550048828125
2024-11-11,1478.0999755859375
2024-11-12,1451.949951171875
2024-11-13,1370.8499755859375
2024-11-14,1381.449951171875
2024-11-18,1356.0
2024-11-19,1337.949951171875
2024-11-21,1304.6500244140625
2024-11-22,1302.8499755859375
2024-11-25,1320.800048828125
2024-11-26,1312.699951171875
2024-11-27,1327.5
2024-11-28,1345.8499755859375
2024-11-29,1352.800048828125
2024-12-02,1354.25
2024-12-03,1366.949951171875
2024-12-04,1406.300048828125
2024-12-05,1425.3499755859375
2024-12-06,1457.300048828125
2024-12-09,1472.300048828125
2024-12-10,1461.050048828125
2024-12-11,1466.699951171875
2024-12-12,1461.3499755859375
2024-12-13,1463.699951171875
2024-12-16,1473.050048828125
2024-12-17,1456.300048828125
2024-12-18,1469.300048828125
2024-12-19,1469.9000244140625
2024-12-20,1423.4000244140625
2024-12-23,1432.8499755859375
2024-12-24,1392.9000244140625
2024-12-26,1417.0999755859375
2024-12-27,1426.550048828125
2024-12-30,1402.1500244140625
2024-12-31,1424.1500244140625
2025-01-01,1435.6500244140625
2025-01-02,1419.3499755859375
2025-01-03,1402.1500244140625
2025-01-06,1406.300048828125
2025-01-07,1431.8499755859375
2025-01-08,1449.949951171875
2025-01-09,1448.3499755859375
2025-01-10,1410.949951171875
2025-01-13,1369.5
2025-01-14,1402.300048828125
2025-01-15,1351.8499755859375
2025-01-16,1307.4000244140625
2025-01-17,1292.9000244140625
2025-01-20,1334.699951171875
2025-01-21,1309.0999755859375
2025-01-22,1300.300048828125
2025-01-23,1321.0
2025-01-24,1305.949951171875
2025-01-27,1343.800048828125
2025-01-28,1306.449951171875
2025-01-29,1341.0
2025-01-30,1346.699951171875
2025-01-31,1348.75
2025-02-01,1372.25
2025-02-03,1456.8499755859375
2025-02-04,1525.050048828125
2025-02-05,1549.550048828125
2025-02-06,1486.4000244140625
2025-02-07,1431.449951171875
2025-02-10,1395.949951171875
2025-02-11,1335.550048828125
2025-02-12,1302.6500244140625
2025-02-13,1273.050048828125
2025-02-14,1230.6500244140625
2025-02-17,1245.5999755859375
2025-02-18,1254.8499755859375
2025-02-19,1260.25
2025-02-20,1300.6500244140625
2025-02-21,1315.6500244140625
2025-02-24,1277.6500244140625
2025-02-25,1284.050048828125
2025-02-27,1254.199951171875
2025-02-28,1264.8499755859375
2025-03-03,1236.199951171875
2025-03-04,1271.9000244140625
2025-03-05,1245.300048828125
2025-03-06,1269.800048828125
2025-03-07,1287.300048828125
2025-03-10,1243.800048828125
2025-03-11,1212.5999755859375
2025-03-12,1210.800048828125
2025-03-13,1174.0
2025-03-17,1145.550048828125
2025-03-18,1145.550048828125
2025-03-19,1149.050048828125
2025-03-20,1165.1500244140625
2025-03-21,1169.5
2025-03-24,1147.9000244140625
2025-03-25,1130.550048828125
2025-03-26,1127.199951171875
2025-03-27,1136.5999755859375
2025-03-28,1137.0
2025-04-01,1154.6500244140625
2025-04-02,1161.9000244140625
2025-04-03,1177.699951171875
2025-04-04,1190.0
2025-04-07,1146.5999755859375
2025-04-08,1124.8499755859375
2025-04-09,1126.5999755859375
2025-04-11,1160.550048828125
2025-04-15,1330.9000244140625
2025-04-16,1309.9000244140625
2025-04-17,1312.300048828125
2025-04-21,1372.800048828125
2025-04-22,1384.9000244140625
2025-04-23,1351.300048828125
2025-04-24,1341.199951171875
2025-04-25,1322.5999755859375
2025-04-28,1321.0
2025-04-29,1344.4000244140625
2025-04-30,1314.5
2025-05-02,1291.300048828125
2025-05-05,1325.0999755859375
2025-05-06,1307.0999755859375
2025-05-07,1332.0
2025-05-08,1346.199951171875
2025-05-09,1358.5999755859375
2025-05-12,1385.9000244140625
2025-05-13,1454.4000244140625
2025-05-14,1455.300048828125
2025-05-15,1490.800048828125
2025-05-16,1479.5
2025-05-19,1465.300048828125
2025-05-20,1443.5999755859375
2025-05-21,1404.5999755859375
2025-05-22,1452.199951171875
2025-05-23,1427.199951171875
2025-05-26,1477.300048828125
2025-05-27,1461.199951171875
2025-05-28,1342.0
2025-05-29,1286.5999755859375
2025-05-30,1200.699951171875
2025-06-02,1226.300048828125
2025-06-03,1206.4000244140625
2025-06-04,1219.0
2025-06-05,1221.9000244140625
2025-06-06,1214.300048828125
2025-06-09,1218.5999755859375
2025-06-10,1201.9000244140625
2025-06-11,1206.5
2025-06-12,1197.5999755859375
2025-06-13,1193.4000244140625
2025-06-16,1161.0999755859375
2025-06-17,1158.699951171875
2025-06-18,1141.4000244140625
2025-06-19,1140.699951171875
2025-06-20,1118.5999755859375
2025-06-23,1124.5
2025-06-24,1138.300048828125
2025-06-25,1130.199951171875
2025-06-26,1118.300048828125
2025-06-27,1131.4000244140625
2025-06-30,1147.199951171875
2025-07-01,1137.800048828125
2025-07-02,1161.800048828125
2025-07-03,1217.199951171875
2025-07-04,1232.800048828125
2025-07-07,1203.9000244140625
2025-07-08,1227.4000244140625
2025-07-09,1191.0
2025-07-10,1241.699951171875
2025-07-11,1271.5
2025-07-14,1255.800048828125
2025-07-15,1247.199951171875
2025-07-16,1194.4000244140625
2025-07-17,1187.699951171875
2025-07-18,1179.300048828125
2025-07-21,1201.199951171875
2025-07-22,1202.300048828125
2025-07-23,1198.300048828125
2025-07-24,1265.4000244140625
2025-07-25,1217.4000244140625
2025-07-28,1262.199951171875
2025-07-29,1279.0
2025-07-30,1306.0999755859375
2025-07-31,1286.5999755859375
2025-08-01,1303.5
2025-08-04,1290.4000244140625
2025-08-05,1298.300048828125
2025-08-06,1268.9000244140625
2025-08-07,1258.0999755859375
2025-08-08,1288.800048828125
2025-08-11,1185.0999755859375
2025-08-12,1181.9000244140625
2025-08-13,1207.9000244140625
2025-08-14,1206.4000244140625
2025-08-18,1258.199951171875
2025-08-19,1275.0
2025-08-20,1238.300048828125
2025-08-21,1239.9000244140625
2025-08-22,1229.5
2025-08-25,1225.300048828125
2025-08-26,1210.4000244140625
2025-08-28,1198.199951171875
2025-08-29,1182.0
2025-09-01,1209.5999755859375
2025-09-02,1179.5999755859375
2025-09-03,1176.300048828125
2025-09-04,1181.0
2025-09-05,1203.300048828125
2025-09-08,1181.300048828125
2025-09-09,1169.0
2025-09-10,1195.699951171875
2025-09-11,1183.199951171875
2025-09-12,1154.199951171875
2025-09-15,1169.0999755859375
2025-09-16,1145.699951171875
2025-09-17,1132.300048828125
2025-09-18,1148.199951171875
2025-09-19,1129.699951171875
2025-09-22,1122.9000244140625
2025-09-23,1104.4000244140625
2025-09-24,1090.699951171875
2025-09-25,1105.300048828125
2025-09-26,1083.199951171875
2025-09-29,1073.199951171875
2025-09-30,1114.0999755859375
2025-10-01,1097.199951171875
2025-10-03,1092.5999755859375
2025-10-06,1068.800048828125
2025-10-07,1108.800048828125
2025-10-08,1134.199951171875
2025-10-09,1127.5
2025-10-10,1123.0
2025-10-13,1124.4000244140625
2025-10-14,1110.199951171875
2025-10-15,1087.800048828125
2025-10-16,1097.199951171875
2025-10-17,1106.800048828125
2025-10-20,1105.5
2025-10-21,1123.300048828125
2025-10-23,1108.300048828125
2025-10-24,1087.5
2025-10-27,1108.0
