Date,ARVINDFASN
2019-07-22,478.3646240234375
2019-07-23,480.8599548339844
2019-07-24,479.9792175292969
2019-07-25,478.43804931640625
2019-07-26,477.0802917480469
2019-07-29,463.7230529785156
2019-07-30,452.2006530761719
2019-07-31,441.5588684082031
2019-08-01,436.2013244628906
2019-08-02,443.5771179199219
2019-08-05,430.6602478027344
2019-08-06,420.78912353515625
2019-08-07,429.55938720703125
2019-08-08,426.07330322265625
2019-08-09,411.7619934082031
2019-08-13,365.5621337890625
2019-08-14,374.6626892089844
2019-08-16,361.6357421875
2019-08-19,367.5437316894531
2019-08-20,360.1312255859375
2019-08-21,360.8284606933594
2019-08-22,353.56268310546875
2019-08-23,368.46112060546875
2019-08-26,378.1487731933594
2019-08-27,380.35052490234375
2019-08-28,371.360107421875
2019-08-29,364.6815185546875
2019-08-30,359.9110107421875
2019-09-03,342.88427734375
2019-09-04,344.05853271484375
2019-09-05,337.9302978515625
2019-09-06,340.3155517578125
2019-09-09,329.71051025390625
2019-09-11,332.79296875
2019-09-12,342.9576416015625
2019-09-13,334.5543212890625
2019-09-16,352.0581359863281
2019-09-17,333.67364501953125
2019-09-18,352.64532470703125
2019-09-19,345.30615234375
2019-09-20,337.6734619140625
2019-09-23,342.7007751464844
2019-09-24,345.89324951171875
2019-09-25,335.36163330078125
2019-09-26,330.1508483886719
2019-09-27,326.5546875
2019-09-30,319.3623046875
2019-10-01,313.4909973144531
2019-10-03,311.61956787109375
2019-10-04,311.1058349609375
2019-10-07,311.2159118652344
2019-10-09,311.3993835449219
2019-10-10,309.7480773925781
2019-10-11,309.1242370605469
2019-10-14,313.67449951171875
2019-10-15,316.096435546875
2019-10-16,315.76617431640625
2019-10-17,320.6099853515625
2019-10-18,323.545654296875
2019-10-22,322.9218444824219
2019-10-23,337.41656494140625
2019-10-24,337.6000671386719
2019-10-25,331.2884216308594
2019-10-27,328.6829833984375
2019-10-29,326.7014465332031
2019-10-30,332.9029846191406
2019-10-31,332.9764404296875
2019-11-01,323.87591552734375
2019-11-04,323.6190185546875
2019-11-05,321.4539794921875
2019-11-06,321.89434814453125
2019-11-07,316.6835632324219
2019-11-08,312.16998291015625
2019-11-11,302.9593811035156
2019-11-13,292.3910217285156
2019-11-14,283.2171325683594
2019-11-15,268.2452697753906
2019-11-18,264.9059753417969
2019-11-19,263.841796875
2019-11-20,260.9061584472656
2019-11-21,268.4654541015625
2019-11-22,265.60321044921875
2019-11-25,258.5576171875
2019-11-26,257.236572265625
2019-11-27,251.5487518310547
2019-11-28,249.42037963867188
2019-11-29,251.952392578125
2019-12-02,250.85153198242188
2019-12-03,242.3748321533203
2019-12-04,233.53118896484375
2019-12-05,229.4212646484375
2019-12-06,235.5861358642578
2019-12-09,235.07240295410156
2019-12-10,242.6683807373047
2019-12-11,244.8334503173828
2019-12-12,257.6402587890625
2019-12-13,282.4831848144531
2019-12-16,297.23486328125
2019-12-17,307.0325927734375
2019-12-18,303.7666931152344
2019-12-19,307.4362487792969
2019-12-20,307.8398742675781
2019-12-23,291.8772888183594
2019-12-24,277.2357177734375
2019-12-26,276.06146240234375
2019-12-27,280.8685607910156
2019-12-30,277.27239990234375
2019-12-31,288.7214660644531
2020-01-01,292.9414367675781
2020-01-02,290.5195617675781
2020-01-03,297.5284118652344
2020-01-06,290.0058288574219
2020-01-07,291.6571044921875
2020-01-08,293.7120666503906
2020-01-09,291.0699768066406
2020-01-10,294.26251220703125
2020-01-13,293.8588562011719
2020-01-14,295.87713623046875
2020-01-15,292.7213134765625
2020-01-16,293.60198974609375
2020-01-17,296.61102294921875
2020-01-20,294.3725891113281
2020-01-21,306.1885681152344
2020-01-22,305.89501953125
2020-01-23,301.4548645019531
2020-01-24,297.7852783203125
2020-01-27,296.3541564941406
2020-01-28,288.3544921875
2020-01-29,288.5746765136719
2020-01-30,285.2720642089844
2020-01-31,287.84075927734375
2020-02-03,265.3463134765625
2020-02-04,270.6672058105469
2020-02-05,256.86962890625
2020-02-06,257.0164489746094
2020-02-07,262.4840393066406
2020-02-10,260.6492614746094
2020-02-11,280.2447814941406
2020-02-12,291.14337158203125
2020-02-13,284.06109619140625
2020-02-14,285.56561279296875
2020-02-17,280.4282531738281
2020-02-18,277.2357177734375
2020-02-19,282.5198669433594
2020-02-20,279.1072082519531
2020-02-24,266.850830078125
2020-02-25,263.1078796386719
2020-02-26,263.2546691894531
2020-02-27,256.9429931640625
2020-02-28,253.75047302246094
2020-03-02,256.025634765625
2020-03-03,260.02545166015625
2020-03-04,248.7598876953125
2020-03-05,256.3191833496094
2020-03-06,245.16371154785156
2020-03-09,227.69656372070312
2020-03-11,226.00857543945312
2020-03-12,211.697265625
2020-03-13,211.8440399169922
2020-03-16,178.9647216796875
2020-03-17,198.87338256835938
2020-03-18,163.76673889160156
2020-03-19,149.97483825683594
2020-03-20,158.31747436523438
2020-03-23,142.50021362304688
2020-03-24,133.1930694580078
2020-03-25,139.89613342285156
2020-03-26,142.06619262695312
2020-03-27,144.04335021972656
2020-03-30,137.0509490966797
2020-03-31,141.34283447265625
2020-04-01,132.566162109375
2020-04-03,133.43418884277344
2020-04-07,134.8809051513672
2020-04-08,129.04586791992188
2020-04-09,134.9291229248047
2020-04-13,131.40882873535156
2020-04-15,130.87835693359375
2020-04-16,133.1930694580078
2020-04-17,135.604248046875
2020-04-20,149.15504455566406
2020-04-21,137.1474151611328
2020-04-22,138.54588317871094
2020-04-23,138.88343811035156
2020-04-24,138.69056701660156
2020-04-27,135.604248046875
2020-04-28,132.80728149414062
2020-04-29,133.00018310546875
2020-04-30,134.01287841796875
2020-05-04,129.81744384765625
2020-05-05,129.23875427246094
2020-05-06,128.41896057128906
2020-05-07,127.93672943115234
2020-05-08,127.06871795654297
2020-05-11,127.2615966796875
2020-05-12,127.3098373413086
2020-05-13,128.37074279785156
2020-05-14,129.6727752685547
2020-05-15,127.98494720458984
2020-05-18,116.65245056152344
2020-05-19,116.79711151123047
2020-05-20,109.12960052490234
2020-05-21,112.84280395507812
2020-05-22,113.32502746582031
2020-05-26,116.55599975585938
2020-05-27,116.9417953491211
2020-05-28,118.38848876953125
2020-05-29,120.94432830810547
2020-06-01,133.00018310546875
2020-06-02,146.26162719726562
2020-06-03,160.8733367919922
2020-06-04,168.87840270996094
2020-06-05,177.3175048828125
2020-06-08,174.52056884765625
2020-06-09,165.8885498046875
2020-06-10,161.54844665527344
2020-06-11,165.50277709960938
2020-06-12,171.14491271972656
2020-06-15,173.1702880859375
2020-06-16,166.08143615722656
2020-06-17,174.37586975097656
2020-06-18,174.0865478515625
2020-06-19,176.6423797607422
2020-06-22,178.2337646484375
2020-06-23,178.52308654785156
2020-06-24,175.00279235839844
2020-06-25,172.88095092773438
2020-06-26,171.57891845703125
2020-06-29,166.32257080078125
2020-06-30,161.54844665527344
2020-07-01,154.99008178710938
2020-07-02,151.9519805908203
2020-07-03,158.7515106201172
2020-07-06,166.66012573242188
2020-07-07,168.87840270996094
2020-07-08,163.6220703125
2020-07-09,163.95962524414062
2020-07-10,159.42660522460938
2020-07-13,151.46974182128906
2020-07-14,143.898681640625
2020-07-15,136.71339416503906
2020-07-16,129.9138946533203
2020-07-17,123.45195007324219
2020-07-20,117.80980682373047
2020-07-21,119.59407806396484
2020-07-22,125.57378387451172
2020-07-23,131.84283447265625
2020-07-24,135.02557373046875
2020-07-27,128.2742919921875
2020-07-28,122.1981430053711
2020-07-29,117.18291473388672
2020-07-30,122.63215637207031
2020-07-31,118.24382781982422
2020-08-03,116.7489013671875
2020-08-04,118.6778335571289
2020-08-05,118.96717834472656
2020-08-06,117.80980682373047
2020-08-07,118.53316497802734
2020-08-10,119.78697204589844
2020-08-11,121.76412963867188
2020-08-12,127.84027099609375
2020-08-13,134.2057647705078
2020-08-14,127.84027099609375
2020-08-17,128.22607421875
2020-08-18,131.69815063476562
2020-08-19,134.68800354003906
2020-08-20,141.3910675048828
2020-08-21,148.4316864013672
2020-08-24,155.80987548828125
2020-08-25,151.5662078857422
2020-08-26,158.46214294433594
2020-08-27,151.27685546875
2020-08-28,149.97483825683594
2020-08-31,142.50021362304688
2020-09-01,136.27938842773438
2020-09-02,139.0281219482422
2020-09-03,145.9722900390625
2020-09-04,141.43930053710938
2020-09-07,137.4367218017578
2020-09-08,130.87835693359375
2020-09-09,127.5027084350586
2020-09-10,127.64739990234375
2020-09-11,129.62454223632812
2020-09-14,135.79713439941406
2020-09-15,133.24131774902344
2020-09-16,131.2159423828125
2020-09-17,130.78192138671875
2020-09-18,127.64739990234375
2020-09-21,121.90879821777344
2020-09-22,121.47478485107422
2020-09-23,120.60676574707031
2020-09-24,119.16007232666016
2020-09-25,123.40372467041016
2020-09-28,122.68036651611328
2020-09-29,120.1245346069336
2020-09-30,118.7742919921875
2020-10-01,120.84788513183594
2020-10-05,126.87580871582031
2020-10-06,129.9621124267578
2020-10-07,127.02046966552734
2020-10-08,127.84027099609375
2020-10-09,125.18798828125
2020-10-12,123.11438751220703
2020-10-13,121.37834167480469
2020-10-14,120.51032257080078
2020-10-15,118.58138275146484
2020-10-16,122.39104461669922
2020-10-19,122.29458618164062
2020-10-20,121.04077911376953
2020-10-21,120.79967498779297
2020-10-22,123.11438751220703
2020-10-23,124.70575714111328
2020-10-26,123.11438751220703
2020-10-27,121.28190612792969
2020-10-28,119.6905288696289
2020-10-29,119.25651550292969
2020-10-30,119.06361389160156
2020-11-02,121.61946868896484
2020-11-03,120.79967498779297
2020-11-04,119.40118408203125
2020-11-05,120.36566162109375
2020-11-06,119.7387466430664
2020-11-09,120.55854797363281
2020-11-10,120.26921081542969
2020-11-11,120.22097778320312
2020-11-12,122.34281158447266
2020-11-13,122.29458618164062
2020-11-14,123.98240661621094
2020-11-17,131.11947631835938
2020-11-18,136.42405700683594
2020-11-19,134.59156799316406
2020-11-20,131.60171508789062
2020-11-23,129.9621124267578
2020-11-24,129.04586791992188
2020-11-25,126.05602264404297
2020-11-26,126.68291473388672
2020-11-27,126.68291473388672
2020-12-01,129.28697204589844
2020-12-02,129.76922607421875
2020-12-03,129.23875427246094
2020-12-04,131.8910369873047
2020-12-07,148.7210235595703
2020-12-08,149.0103759765625
2020-12-09,149.7819366455078
2020-12-10,153.2540283203125
2020-12-11,152.04843139648438
2020-12-14,148.6728057861328
2020-12-15,146.4062957763672
2020-12-16,156.533203125
2020-12-17,155.56874084472656
2020-12-18,152.04843139648438
2020-12-21,141.68040466308594
2020-12-22,141.9215087890625
2020-12-23,145.9722900390625
2020-12-24,147.51544189453125
2020-12-28,148.91390991210938
2020-12-29,152.00021362304688
2020-12-30,151.5662078857422
2020-12-31,148.7210235595703
2021-01-01,149.15504455566406
2021-01-04,150.6499481201172
2021-01-05,157.7870330810547
2021-01-06,165.11697387695312
2021-01-07,163.71853637695312
2021-01-08,161.2591094970703
2021-01-11,159.474853515625
2021-01-12,162.1753692626953
2021-01-13,161.30734252929688
2021-01-14,162.85049438476562
2021-01-15,156.5814208984375
2021-01-18,150.93931579589844
2021-01-19,152.28955078125
2021-01-20,150.16770935058594
2021-01-21,148.62457275390625
2021-01-22,144.9595947265625
2021-01-25,142.8377685546875
2021-01-27,139.31747436523438
2021-01-28,140.86061096191406
2021-01-29,139.31747436523438
2021-02-01,138.83522033691406
2021-02-02,143.70579528808594
2021-02-03,140.08901977539062
2021-02-04,138.73876953125
2021-02-05,136.42405700683594
2021-02-08,136.71339416503906
2021-02-09,136.80984497070312
2021-02-10,139.3656768798828
2021-02-11,143.85044860839844
2021-02-12,153.6880340576172
2021-02-15,159.57130432128906
2021-02-16,155.32762145996094
2021-02-17,157.1601104736328
2021-02-18,168.05860900878906
2021-02-19,167.5281524658203
2021-02-22,158.99261474609375
2021-02-23,157.20819091796875
2021-02-24,157.94903564453125
2021-02-25,157.70208740234375
2021-02-26,155.4795379638672
2021-03-01,156.07223510742188
2021-03-02,156.61550903320312
2021-03-03,162.34475708007812
2021-03-04,166.59226989746094
2021-03-05,169.9014129638672
2021-03-08,169.061767578125
2021-03-09,164.12278747558594
2021-03-10,162.7398681640625
2021-03-12,157.50454711914062
2021-03-15,155.92405700683594
2021-03-16,159.28256225585938
2021-03-17,153.75086975097656
2021-03-18,147.82408142089844
2021-03-19,150.09603881835938
2021-03-22,151.9728546142578
2021-03-23,148.86126708984375
2021-03-24,144.71253967285156
2021-03-25,142.98388671875
2021-03-26,143.87289428710938
2021-03-30,138.1436767578125
2021-03-31,137.254638671875
2021-04-01,142.98388671875
2021-04-05,138.04489135742188
2021-04-06,139.37841796875
2021-04-07,139.6747589111328
2021-04-08,138.5387725830078
2021-04-09,138.0942840576172
2021-04-12,130.1425018310547
2021-04-13,132.06871032714844
2021-04-15,130.19189453125
2021-04-16,129.6486053466797
2021-04-19,123.17852020263672
2021-04-20,126.09253692626953
2021-04-22,127.27788543701172
2021-04-23,123.37608337402344
2021-04-26,122.487060546875
2021-04-27,126.09253692626953
2021-04-28,130.19189453125
2021-04-29,129.69801330566406
2021-04-30,128.7595977783203
2021-05-03,134.43943786621094
2021-05-04,136.16807556152344
2021-05-05,137.05709838867188
2021-05-06,142.93447875976562
2021-05-07,139.6747589111328
2021-05-10,140.71194458007812
2021-05-11,140.81072998046875
2021-05-12,139.23023986816406
2021-05-14,136.56317138671875
2021-05-17,138.68695068359375
2021-05-18,139.52659606933594
2021-05-19,139.97109985351562
2021-05-20,138.39064025878906
2021-05-21,138.5881805419922
2021-05-24,138.78573608398438
2021-05-25,142.4405975341797
2021-05-26,143.13204956054688
2021-05-27,142.29241943359375
2021-05-28,145.30520629882812
2021-05-31,143.2308349609375
2021-06-01,142.1442413330078
2021-06-02,146.39178466796875
2021-06-03,146.14483642578125
2021-06-04,143.2308349609375
2021-06-07,142.93447875976562
2021-06-08,140.06988525390625
2021-06-09,137.8473358154297
2021-06-10,138.1930389404297
2021-06-11,138.1930389404297
2021-06-14,139.4278106689453
2021-06-15,138.5387725830078
2021-06-16,137.00770568847656
2021-06-17,135.92112731933594
2021-06-18,134.09368896484375
2021-06-21,133.2540740966797
2021-06-22,134.09368896484375
2021-06-23,136.56317138671875
2021-06-24,137.55099487304688
2021-06-25,137.35342407226562
2021-06-28,136.0692901611328
2021-06-29,134.8345489501953
2021-06-30,135.6248016357422
2021-07-01,135.279052734375
2021-07-02,135.4766082763672
2021-07-05,140.51438903808594
2021-07-06,137.99549865722656
2021-07-07,144.71253967285156
2021-07-08,149.7996826171875
2021-07-09,158.4429473876953
2021-07-12,160.96182250976562
2021-07-13,170.98797607421875
2021-07-14,172.7166290283203
2021-07-15,177.75439453125
2021-07-16,174.64285278320312
2021-07-19,176.66781616210938
2021-07-20,166.19717407226562
2021-07-22,199.4365997314453
2021-07-23,194.74452209472656
2021-07-26,211.58651733398438
2021-07-27,206.69691467285156
2021-07-28,209.61093139648438
2021-07-29,212.52491760253906
2021-07-30,207.6353302001953
2021-08-02,207.8822784423828
2021-08-03,216.42674255371094
2021-08-04,215.48831176757812
2021-08-05,218.15538024902344
2021-08-06,210.59872436523438
2021-08-09,211.04322814941406
2021-08-10,195.13966369628906
2021-08-11,201.46156311035156
2021-08-12,198.3500213623047
2021-08-13,213.36456298828125
2021-08-16,236.57781982421875
2021-08-17,247.78936767578125
2021-08-18,247.54241943359375
2021-08-20,236.72598266601562
2021-08-23,258.6551513671875
2021-08-24,266.1130065917969
2021-08-25,279.3988952636719
2021-08-26,287.8445739746094
2021-08-27,264.97705078125
2021-08-30,252.678955078125
2021-08-31,252.92588806152344
2021-09-01,247.14727783203125
2021-09-02,244.57899475097656
2021-09-03,245.61619567871094
2021-09-06,241.96131896972656
2021-09-07,250.16006469726562
2021-09-08,263.1002502441406
2021-09-09,259.0008544921875
2021-09-13,262.4087829589844
2021-09-14,250.9997100830078
2021-09-15,252.53077697753906
2021-09-16,247.64117431640625
2021-09-17,248.8265380859375
2021-09-20,253.86431884765625
2021-09-21,250.3082275390625
2021-09-22,263.19903564453125
2021-09-23,261.17401123046875
2021-09-24,251.34542846679688
2021-09-27,265.4216003417969
2021-09-28,267.39715576171875
2021-09-29,270.8050537109375
2021-09-30,269.96539306640625
2021-10-01,268.6319274902344
2021-10-04,283.2019348144531
2021-10-05,339.8028259277344
2021-10-06,319.55291748046875
2021-10-07,335.80224609375
2021-10-08,328.39373779296875
2021-10-11,326.5169372558594
2021-10-12,321.874267578125
2021-10-13,328.3443298339844
2021-10-14,330.1717834472656
2021-10-18,331.3077392578125
2021-10-19,307.8475036621094
2021-10-20,321.6273193359375
2021-10-21,323.20782470703125
2021-10-22,309.13165283203125
2021-10-25,299.9945373535156
2021-10-26,311.699951171875
2021-10-27,304.5383605957031
2021-10-28,297.623779296875
2021-10-29,295.10491943359375
2021-11-01,308.1438293457031
2021-11-02,311.8481140136719
2021-11-03,316.293212890625
2021-11-04,324.19561767578125
2021-11-08,329.6778869628906
2021-11-09,338.12353515625
2021-11-10,334.8144226074219
2021-11-11,328.2949523925781
2021-11-12,332.4437255859375
2021-11-15,325.2327880859375
2021-11-16,321.2815856933594
2021-11-17,317.5279846191406
2021-11-18,309.1810607910156
2021-11-22,296.2408752441406
2021-11-23,308.1932373046875
2021-11-24,305.1804504394531
2021-11-25,301.7725524902344
2021-11-26,291.3512878417969
2021-11-29,279.250732421875
2021-11-30,278.0159606933594
2021-12-01,273.8672180175781
2021-12-02,278.5099182128906
2021-12-03,281.5720520019531
2021-12-06,281.7696228027344
2021-12-07,290.3634948730469
2021-12-08,295.45062255859375
2021-12-09,297.82135009765625
2021-12-10,295.79638671875
2021-12-13,300.3402404785156
2021-12-14,291.6476135253906
2021-12-15,291.7463684082031
2021-12-16,288.3385009765625
2021-12-17,274.7562255859375
2021-12-20,260.82830810546875
2021-12-21,275.2995300292969
2021-12-22,277.5220642089844
2021-12-23,275.645263671875
2021-12-24,269.5703125
2021-12-27,265.0263977050781
2021-12-28,269.52093505859375
2021-12-29,272.4349060058594
2021-12-30,266.95263671875
2021-12-31,267.74285888671875
2022-01-03,269.3233337402344
2022-01-04,277.8678283691406
2022-01-05,271.89166259765625
2022-01-06,273.7684631347656
2022-01-07,271.3483581542969
2022-01-10,289.5732116699219
2022-01-11,280.4855041503906
2022-01-12,291.69696044921875
2022-01-13,294.70977783203125
2022-01-14,310.9096984863281
2022-01-17,333.5303039550781
2022-01-18,324.6401062011719
2022-01-19,313.62615966796875
2022-01-20,308.440185546875
2022-01-21,303.25421142578125
2022-01-24,289.5238342285156
2022-01-25,295.45062255859375
2022-01-27,303.6987609863281
2022-01-28,303.35302734375
2022-01-31,304.1432800292969
2022-02-01,298.759765625
2022-02-02,312.4407653808594
2022-02-03,316.5401611328125
2022-02-04,311.1072998046875
2022-02-07,304.1432800292969
2022-02-08,304.834716796875
2022-02-09,302.90850830078125
2022-02-10,304.6865539550781
2022-02-11,293.7220153808594
2022-02-14,284.2391357421875
2022-02-15,288.93115234375
2022-02-16,289.0299377441406
2022-02-17,284.4860534667969
2022-02-18,283.8934020996094
2022-02-21,275.59588623046875
2022-02-22,270.8544616699219
2022-02-23,273.0769958496094
2022-02-24,256.8771057128906
2022-02-25,264.5819091796875
2022-02-28,264.7301025390625
2022-03-02,266.16241455078125
2022-03-03,267.89105224609375
2022-03-04,259.19842529296875
2022-03-07,246.60398864746094
2022-03-08,249.3698272705078
2022-03-09,263.64349365234375
2022-03-10,266.26116943359375
2022-03-11,268.9282531738281
2022-03-14,263.8410949707031
2022-03-15,261.96429443359375
2022-03-16,259.6429443359375
2022-03-17,265.2239990234375
2022-03-21,265.66851806640625
2022-03-22,280.2385559082031
2022-03-23,283.7452392578125
2022-03-24,280.2385559082031
2022-03-25,278.0159606933594
2022-03-28,279.94219970703125
2022-03-29,279.6952209472656
2022-03-30,277.2257385253906
2022-03-31,280.3866882324219
2022-04-01,281.37451171875
2022-04-04,285.6714172363281
2022-04-05,301.1798400878906
2022-04-06,298.611572265625
2022-04-07,287.00494384765625
2022-04-08,286.51104736328125
2022-04-11,282.0659484863281
2022-04-12,278.31231689453125
2022-04-13,286.807373046875
2022-04-18,287.5482482910156
2022-04-19,279.6458435058594
2022-04-20,275.34893798828125
2022-04-21,289.5238342285156
2022-04-22,286.65924072265625
2022-04-25,281.8190002441406
2022-04-26,290.1658935546875
2022-04-27,286.6098327636719
2022-04-28,293.47503662109375
2022-04-29,283.4488830566406
2022-05-02,276.0404052734375
2022-05-04,268.58251953125
2022-05-05,266.2117919921875
2022-05-06,267.7922668457031
2022-05-09,264.2362060546875
2022-05-10,251.049072265625
2022-05-11,241.66497802734375
2022-05-12,232.3796844482422
2022-05-13,231.93516540527344
2022-05-16,231.5400390625
2022-05-17,241.6156005859375
2022-05-18,239.4424285888672
2022-05-19,229.51507568359375
2022-05-20,236.87417602539062
2022-05-23,231.6388397216797
2022-05-24,232.7254180908203
2022-05-25,227.83580017089844
2022-05-26,229.95956420898438
2022-05-27,234.30587768554688
2022-05-30,243.9369354248047
2022-05-31,262.4087829589844
2022-06-01,261.02587890625
2022-06-02,266.2117919921875
2022-06-03,270.064208984375
2022-06-06,262.0630187988281
2022-06-07,257.1240539550781
2022-06-08,263.0014343261719
2022-06-09,259.93927001953125
2022-06-10,256.2350158691406
2022-06-13,248.67835998535156
2022-06-14,249.4192352294922
2022-06-15,251.049072265625
2022-06-16,240.874755859375
2022-06-17,241.0723114013672
2022-06-20,235.3430633544922
2022-06-21,242.75157165527344
2022-06-22,240.3314666748047
2022-06-23,243.4430389404297
2022-06-24,248.97470092773438
2022-06-27,256.7289123535156
2022-06-28,253.12347412109375
2022-06-29,252.58016967773438
2022-06-30,254.4075927734375
2022-07-01,257.22283935546875
2022-07-04,266.7056884765625
2022-07-05,269.96539306640625
2022-07-06,270.064208984375
2022-07-07,276.1885681152344
2022-07-08,279.1025390625
2022-07-11,278.262939453125
2022-07-12,286.95556640625
2022-07-13,286.75799560546875
2022-07-14,280.3372802734375
2022-07-15,280.3866882324219
2022-07-18,286.3135070800781
2022-07-19,290.8573913574219
2022-07-20,291.49945068359375
2022-07-21,295.79638671875
2022-07-22,293.6231994628906
2022-07-25,293.7220153808594
2022-07-26,289.7214050292969
2022-07-27,284.7823791503906
2022-07-28,291.3018798828125
2022-07-29,291.548828125
2022-08-01,288.4372253417969
2022-08-02,291.5982360839844
2022-08-03,284.8811950683594
2022-08-04,291.4006652832031
2022-08-05,286.26409912109375
2022-08-08,289.9189758300781
2022-08-10,308.440185546875
2022-08-11,283.2019348144531
2022-08-12,270.1629943847656
2022-08-16,261.66790771484375
2022-08-17,268.088623046875
2022-08-18,263.64349365234375
2022-08-19,259.8899230957031
2022-08-22,262.0630187988281
2022-08-23,269.02703857421875
2022-08-24,277.126953125
2022-08-25,285.52325439453125
2022-08-26,281.0287780761719
2022-08-29,271.2496032714844
2022-08-30,271.39776611328125
2022-09-01,273.2745361328125
2022-09-02,278.4111328125
2022-09-05,281.3250732421875
2022-09-06,281.1275634765625
2022-09-07,288.1903076171875
2022-09-08,291.3512878417969
2022-09-09,292.6354064941406
2022-09-12,293.5738220214844
2022-09-13,300.8341369628906
2022-09-14,295.993896484375
2022-09-15,296.7841491699219
2022-09-16,284.97998046875
2022-09-19,286.7085876464844
2022-09-20,292.0921630859375
2022-09-21,321.38037109375
2022-09-22,321.8248596191406
2022-09-23,310.1195068359375
2022-09-26,293.2774658203125
2022-09-27,322.17059326171875
2022-09-28,320.886474609375
2022-09-29,316.2438049316406
2022-09-30,320.7876892089844
2022-10-03,310.8109130859375
2022-10-04,310.26763916015625
2022-10-06,310.4651794433594
2022-10-07,313.87310791015625
2022-10-10,315.2066345214844
2022-10-11,324.8376770019531
2022-10-12,308.9835205078125
2022-10-13,301.4761962890625
2022-10-14,303.5999755859375
2022-10-17,305.13104248046875
2022-10-18,313.7743225097656
2022-10-19,322.56573486328125
2022-10-20,327.89984130859375
2022-10-21,329.48028564453125
2022-10-24,338.913818359375
2022-10-25,338.8644104003906
2022-10-27,367.955078125
2022-10-28,362.91729736328125
2022-10-31,365.4855651855469
2022-11-01,370.0788269042969
2022-11-02,365.9300842285156
2022-11-03,361.5837707519531
2022-11-04,362.6703186035156
2022-11-07,350.0265197753906
2022-11-09,342.37109375
2022-11-10,349.63140869140625
2022-11-11,347.6064147949219
2022-11-14,352.2490539550781
2022-11-15,360.8429260253906
2022-11-16,344.7911682128906
2022-11-17,346.27288818359375
2022-11-18,332.24615478515625
2022-11-21,342.2723083496094
2022-11-22,331.8510437011719
2022-11-23,327.80108642578125
2022-11-24,322.56573486328125
2022-11-25,326.0724182128906
2022-11-28,329.97418212890625
2022-11-29,325.4303894042969
2022-11-30,330.8632507324219
2022-12-01,323.2571716308594
2022-12-02,321.2322082519531
2022-12-05,326.467529296875
2022-12-06,336.641845703125
2022-12-07,327.6034851074219
2022-12-08,322.9608459472656
2022-12-09,323.5041198730469
2022-12-12,319.1578369140625
2022-12-13,330.418701171875
2022-12-14,330.2211608886719
2022-12-15,322.56573486328125
2022-12-16,319.55291748046875
2022-12-19,325.479736328125
2022-12-20,346.96435546875
2022-12-21,335.2589416503906
2022-12-22,330.3199768066406
2022-12-23,298.16705322265625
