Date,HEMIPROP
2021-07-06,150.10000610351562
2021-07-07,151.10000610351562
2021-07-08,147.5500030517578
2021-07-09,147.1999969482422
2021-07-12,152.64999389648438
2021-07-13,149.25
2021-07-14,150.4499969482422
2021-07-15,153.25
2021-07-16,152.60000610351562
2021-07-19,155.25
2021-07-20,148.9499969482422
2021-07-22,148.75
2021-07-23,146.85000610351562
2021-07-26,144.14999389648438
2021-07-27,142.5500030517578
2021-07-28,143.4499969482422
2021-07-29,144.60000610351562
2021-07-30,142.5
2021-08-02,145.5
2021-08-03,143.4499969482422
2021-08-04,140.89999389648438
2021-08-05,139.4499969482422
2021-08-06,143.89999389648438
2021-08-09,140.25
2021-08-10,136.6999969482422
2021-08-11,134.25
2021-08-12,138.5
2021-08-13,135.0
2021-08-16,135.85000610351562
2021-08-17,133.39999389648438
2021-08-18,132.6999969482422
2021-08-20,127.4000015258789
2021-08-23,122.80000305175781
2021-08-24,127.9000015258789
2021-08-25,128.3000030517578
2021-08-26,125.5999984741211
2021-08-27,125.80000305175781
2021-08-30,125.0
2021-08-31,133.9499969482422
2021-09-01,136.85000610351562
2021-09-02,135.3000030517578
2021-09-03,135.75
2021-09-06,135.60000610351562
2021-09-07,132.4499969482422
2021-09-08,132.60000610351562
2021-09-09,131.4499969482422
2021-09-13,132.10000610351562
2021-09-14,139.6999969482422
2021-09-15,141.6999969482422
2021-09-16,136.85000610351562
2021-09-17,134.1999969482422
2021-09-20,131.5
2021-09-21,132.0500030517578
2021-09-22,137.60000610351562
2021-09-23,148.64999389648438
2021-09-24,142.64999389648438
2021-09-27,142.10000610351562
2021-09-28,140.75
2021-09-29,139.85000610351562
2021-09-30,142.5
2021-10-01,139.25
2021-10-04,141.39999389648438
2021-10-05,139.64999389648438
2021-10-06,137.0
2021-10-07,141.6999969482422
2021-10-08,139.5
2021-10-11,139.14999389648438
2021-10-12,138.9499969482422
2021-10-13,140.4499969482422
2021-10-14,140.85000610351562
2021-10-18,139.0500030517578
2021-10-19,144.5500030517578
2021-10-20,145.60000610351562
2021-10-21,144.25
2021-10-22,141.0
2021-10-25,136.9499969482422
2021-10-26,138.9499969482422
2021-10-27,138.25
2021-10-28,135.60000610351562
2021-10-29,134.5
2021-11-01,136.35000610351562
2021-11-02,134.9499969482422
2021-11-03,138.14999389648438
2021-11-04,143.89999389648438
2021-11-08,144.60000610351562
2021-11-09,152.25
2021-11-10,153.89999389648438
2021-11-11,150.6999969482422
2021-11-12,147.1999969482422
2021-11-15,141.89999389648438
2021-11-16,140.3000030517578
2021-11-17,138.5500030517578
2021-11-18,139.14999389648438
2021-11-22,133.10000610351562
2021-11-23,134.5500030517578
2021-11-24,136.6999969482422
2021-11-25,140.14999389648438
2021-11-26,134.35000610351562
2021-11-29,130.35000610351562
2021-11-30,130.85000610351562
2021-12-01,133.60000610351562
2021-12-02,132.60000610351562
2021-12-03,132.60000610351562
2021-12-06,131.75
2021-12-07,133.10000610351562
2021-12-08,133.89999389648438
2021-12-09,135.75
2021-12-10,137.35000610351562
2021-12-13,135.60000610351562
2021-12-14,134.14999389648438
2021-12-15,133.64999389648438
2021-12-16,132.5500030517578
2021-12-17,128.0
2021-12-20,123.69999694824219
2021-12-21,125.5
2021-12-22,125.94999694824219
2021-12-23,128.5
2021-12-24,123.94999694824219
2021-12-27,125.1500015258789
2021-12-28,126.4000015258789
2021-12-29,125.8499984741211
2021-12-30,124.5
2021-12-31,127.80000305175781
2022-01-03,132.6999969482422
2022-01-04,130.35000610351562
2022-01-05,130.10000610351562
2022-01-06,129.5500030517578
2022-01-07,129.10000610351562
2022-01-10,133.5
2022-01-11,136.3000030517578
2022-01-12,137.64999389648438
2022-01-13,137.89999389648438
2022-01-14,136.10000610351562
2022-01-17,137.60000610351562
2022-01-18,154.14999389648438
2022-01-19,157.75
2022-01-20,152.39999389648438
2022-01-21,144.4499969482422
2022-01-24,132.60000610351562
2022-01-25,135.6999969482422
2022-01-27,134.64999389648438
2022-01-28,136.39999389648438
2022-01-31,136.75
2022-02-01,136.85000610351562
2022-02-02,137.14999389648438
2022-02-03,135.5
2022-02-04,133.75
2022-02-07,131.10000610351562
2022-02-08,128.60000610351562
2022-02-09,129.4499969482422
2022-02-10,128.85000610351562
2022-02-11,127.6500015258789
2022-02-14,120.80000305175781
2022-02-15,120.8499984741211
2022-02-16,122.8499984741211
2022-02-17,121.05000305175781
2022-02-18,120.25
2022-02-21,114.44999694824219
2022-02-22,111.0
2022-02-23,111.3499984741211
2022-02-24,99.9000015258789
2022-02-25,105.0
2022-02-28,108.5
2022-03-02,108.6500015258789
2022-03-03,107.75
2022-03-04,105.5999984741211
2022-03-07,101.8499984741211
2022-03-08,106.0
2022-03-09,113.30000305175781
2022-03-10,117.69999694824219
2022-03-11,116.19999694824219
2022-03-14,113.8499984741211
2022-03-15,112.0
2022-03-16,113.05000305175781
2022-03-17,122.1500015258789
2022-03-21,123.8499984741211
2022-03-22,122.30000305175781
2022-03-23,121.4000015258789
2022-03-24,121.0
2022-03-25,118.1500015258789
2022-03-28,114.6500015258789
2022-03-29,114.30000305175781
2022-03-30,115.69999694824219
2022-03-31,114.3499984741211
2022-04-01,120.1500015258789
2022-04-04,125.0
2022-04-05,124.30000305175781
2022-04-06,125.30000305175781
2022-04-07,126.5999984741211
2022-04-08,125.69999694824219
2022-04-11,125.80000305175781
2022-04-12,123.0999984741211
2022-04-13,123.1500015258789
2022-04-18,120.8499984741211
2022-04-19,120.0
2022-04-20,118.94999694824219
2022-04-21,121.3499984741211
2022-04-22,118.9000015258789
2022-04-25,116.44999694824219
2022-04-26,117.6500015258789
2022-04-27,118.05000305175781
2022-04-28,116.80000305175781
2022-04-29,115.3499984741211
2022-05-02,115.80000305175781
2022-05-04,114.5999984741211
2022-05-05,114.3499984741211
2022-05-06,110.4000015258789
2022-05-09,107.1500015258789
2022-05-10,105.8499984741211
2022-05-11,102.75
2022-05-12,102.05000305175781
2022-05-13,102.75
2022-05-16,103.25
2022-05-17,106.9000015258789
2022-05-18,105.69999694824219
2022-05-19,102.69999694824219
2022-05-20,105.80000305175781
2022-05-23,105.25
2022-05-24,103.5
2022-05-25,99.25
2022-05-26,99.75
2022-05-27,102.55000305175781
2022-05-30,103.80000305175781
2022-05-31,102.80000305175781
2022-06-01,110.30000305175781
2022-06-02,110.9000015258789
2022-06-03,110.30000305175781
2022-06-06,118.94999694824219
2022-06-07,122.94999694824219
2022-06-08,119.69999694824219
2022-06-09,118.55000305175781
2022-06-10,115.75
2022-06-13,109.3499984741211
2022-06-14,106.5
2022-06-15,104.8499984741211
2022-06-16,102.25
2022-06-17,102.25
2022-06-20,99.25
2022-06-21,105.30000305175781
2022-06-22,107.30000305175781
2022-06-23,104.0999984741211
2022-06-24,105.0
2022-06-27,106.69999694824219
2022-06-28,105.44999694824219
2022-06-29,106.30000305175781
2022-06-30,105.30000305175781
2022-07-01,105.0999984741211
2022-07-04,105.1500015258789
2022-07-05,105.5
2022-07-06,105.05000305175781
2022-07-07,105.05000305175781
2022-07-08,104.94999694824219
2022-07-11,105.3499984741211
2022-07-12,104.75
2022-07-13,103.44999694824219
2022-07-14,103.05000305175781
2022-07-15,103.0999984741211
2022-07-18,104.80000305175781
2022-07-19,105.55000305175781
2022-07-20,105.0
2022-07-21,105.9000015258789
2022-07-22,104.44999694824219
2022-07-25,104.25
2022-07-26,104.05000305175781
2022-07-27,103.80000305175781
2022-07-28,104.6500015258789
2022-07-29,105.55000305175781
2022-08-01,106.1500015258789
2022-08-02,105.5
2022-08-03,105.94999694824219
2022-08-04,101.9000015258789
2022-08-05,101.69999694824219
2022-08-08,101.69999694824219
2022-08-10,100.1500015258789
2022-08-11,100.3499984741211
2022-08-12,100.5
2022-08-16,103.0999984741211
2022-08-17,101.5999984741211
2022-08-18,104.8499984741211
2022-08-19,104.44999694824219
2022-08-22,102.25
2022-08-23,102.3499984741211
2022-08-24,102.8499984741211
2022-08-25,104.55000305175781
2022-08-26,104.55000305175781
2022-08-29,103.05000305175781
2022-08-30,104.80000305175781
2022-09-01,105.05000305175781
2022-09-02,104.94999694824219
2022-09-05,104.5
2022-09-06,104.05000305175781
2022-09-07,106.0999984741211
2022-09-08,105.30000305175781
2022-09-09,104.3499984741211
2022-09-12,104.55000305175781
2022-09-13,104.19999694824219
2022-09-14,103.55000305175781
2022-09-15,103.19999694824219
2022-09-16,101.80000305175781
2022-09-19,101.19999694824219
2022-09-20,102.30000305175781
2022-09-21,101.0999984741211
2022-09-22,100.44999694824219
2022-09-23,97.1500015258789
2022-09-26,93.19999694824219
2022-09-27,95.44999694824219
2022-09-28,94.0999984741211
2022-09-29,94.3499984741211
2022-09-30,94.44999694824219
2022-10-03,92.75
2022-10-04,93.55000305175781
2022-10-06,97.75
2022-10-07,101.5999984741211
2022-10-10,100.19999694824219
2022-10-11,98.05000305175781
2022-10-12,97.25
2022-10-13,95.5
2022-10-14,96.0999984741211
2022-10-17,95.8499984741211
2022-10-18,96.25
2022-10-19,94.9000015258789
2022-10-20,94.80000305175781
2022-10-21,94.30000305175781
2022-10-24,95.30000305175781
2022-10-25,94.6500015258789
2022-10-27,94.9000015258789
2022-10-28,94.55000305175781
2022-10-31,95.25
2022-11-01,97.19999694824219
2022-11-02,97.6500015258789
2022-11-03,96.9000015258789
2022-11-04,97.5
2022-11-07,97.19999694824219
2022-11-09,96.3499984741211
2022-11-10,95.19999694824219
2022-11-11,95.3499984741211
2022-11-14,95.25
2022-11-15,96.25
2022-11-16,95.8499984741211
2022-11-17,95.8499984741211
2022-11-18,96.1500015258789
2022-11-21,95.9000015258789
2022-11-22,95.44999694824219
2022-11-23,95.80000305175781
2022-11-24,100.5
2022-11-25,97.8499984741211
2022-11-28,97.6500015258789
2022-11-29,96.75
2022-11-30,97.0
2022-12-01,97.0999984741211
2022-12-02,102.8499984741211
2022-12-05,113.25
2022-12-06,114.3499984741211
2022-12-07,111.19999694824219
2022-12-08,110.3499984741211
2022-12-09,108.0999984741211
2022-12-12,110.75
2022-12-13,111.4000015258789
2022-12-14,110.19999694824219
2022-12-15,112.80000305175781
2022-12-16,113.0999984741211
2022-12-19,118.0
2022-12-20,117.0999984741211
2022-12-21,110.44999694824219
2022-12-22,108.5
2022-12-23,98.80000305175781
2022-12-26,104.05000305175781
2022-12-27,109.0999984741211
2022-12-28,109.44999694824219
2022-12-29,108.0999984741211
2022-12-30,107.94999694824219
2023-01-02,110.19999694824219
2023-01-03,112.6500015258789
2023-01-04,110.05000305175781
2023-01-05,108.44999694824219
2023-01-06,107.4000015258789
2023-01-09,107.4000015258789
2023-01-10,105.6500015258789
2023-01-11,105.9000015258789
2023-01-12,106.0
2023-01-13,106.0
2023-01-16,104.4000015258789
2023-01-17,103.8499984741211
2023-01-18,105.4000015258789
2023-01-19,104.0999984741211
2023-01-20,103.6500015258789
2023-01-23,102.55000305175781
2023-01-24,102.44999694824219
2023-01-25,101.05000305175781
2023-01-27,99.80000305175781
2023-01-30,98.30000305175781
2023-01-31,101.1500015258789
2023-02-01,97.80000305175781
2023-02-02,97.94999694824219
2023-02-03,99.0
2023-02-06,99.25
2023-02-07,98.30000305175781
2023-02-08,98.80000305175781
2023-02-09,101.75
2023-02-10,103.0999984741211
2023-02-13,98.55000305175781
2023-02-14,98.25
2023-02-15,98.75
2023-02-16,98.5
2023-02-17,97.5999984741211
2023-02-20,97.30000305175781
2023-02-21,97.0999984741211
2023-02-22,96.55000305175781
2023-02-23,95.94999694824219
2023-02-24,95.44999694824219
2023-02-27,94.5
2023-02-28,93.44999694824219
2023-03-01,93.55000305175781
2023-03-02,93.69999694824219
2023-03-03,94.5999984741211
2023-03-06,94.75
2023-03-08,94.5999984741211
2023-03-09,93.9000015258789
2023-03-10,93.6500015258789
2023-03-13,91.5999984741211
2023-03-14,90.9000015258789
2023-03-15,88.8499984741211
2023-03-16,88.5999984741211
2023-03-17,89.30000305175781
2023-03-20,87.55000305175781
2023-03-21,87.6500015258789
2023-03-22,91.4000015258789
2023-03-23,89.55000305175781
2023-03-24,86.69999694824219
2023-03-27,83.9000015258789
2023-03-28,81.4000015258789
2023-03-29,81.4000015258789
2023-03-31,82.3499984741211
2023-04-03,87.3499984741211
2023-04-05,88.0
2023-04-06,90.55000305175781
2023-04-10,92.0999984741211
2023-04-11,91.25
2023-04-12,89.75
2023-04-13,90.5
2023-04-17,89.30000305175781
2023-04-18,93.0999984741211
2023-04-19,92.30000305175781
2023-04-20,91.5
2023-04-21,90.5999984741211
2023-04-24,90.05000305175781
2023-04-25,89.94999694824219
2023-04-26,90.55000305175781
2023-04-27,93.75
2023-04-28,93.3499984741211
2023-05-02,95.55000305175781
2023-05-03,95.25
2023-05-04,94.8499984741211
2023-05-05,94.1500015258789
2023-05-08,94.94999694824219
2023-05-09,93.94999694824219
2023-05-10,93.1500015258789
2023-05-11,93.3499984741211
2023-05-12,92.19999694824219
2023-05-15,96.0999984741211
2023-05-16,94.80000305175781
2023-05-17,93.69999694824219
2023-05-18,92.75
2023-05-19,93.0999984741211
2023-05-22,92.69999694824219
2023-05-23,93.1500015258789
2023-05-24,92.8499984741211
2023-05-25,92.5999984741211
2023-05-26,93.80000305175781
2023-05-29,94.1500015258789
2023-05-30,95.0
2023-05-31,95.69999694824219
2023-06-01,96.05000305175781
2023-06-02,99.8499984741211
2023-06-05,99.9000015258789
2023-06-06,98.69999694824219
2023-06-07,98.5999984741211
2023-06-08,98.1500015258789
2023-06-09,97.5999984741211
2023-06-12,97.5
2023-06-13,98.55000305175781
2023-06-14,98.8499984741211
2023-06-15,97.5999984741211
2023-06-16,98.44999694824219
2023-06-19,99.44999694824219
2023-06-20,98.4000015258789
2023-06-21,98.5
2023-06-22,97.8499984741211
2023-06-23,96.30000305175781
2023-06-26,96.6500015258789
2023-06-27,96.5999984741211
2023-06-28,102.19999694824219
2023-06-30,105.0999984741211
2023-07-03,111.6500015258789
2023-07-04,109.75
2023-07-05,112.05000305175781
2023-07-06,106.9000015258789
2023-07-07,103.75
2023-07-10,104.25
2023-07-11,104.8499984741211
2023-07-12,102.6500015258789
2023-07-13,100.80000305175781
2023-07-14,99.94999694824219
2023-07-17,99.44999694824219
2023-07-18,98.5999984741211
2023-07-19,99.94999694824219
2023-07-20,99.75
2023-07-21,104.9000015258789
2023-07-24,106.3499984741211
2023-07-25,104.80000305175781
2023-07-26,104.0
2023-07-27,105.8499984741211
2023-07-28,107.94999694824219
2023-07-31,107.69999694824219
2023-08-01,113.80000305175781
2023-08-02,111.0
2023-08-03,110.3499984741211
2023-08-04,110.8499984741211
2023-08-07,112.69999694824219
2023-08-08,111.05000305175781
2023-08-09,109.55000305175781
2023-08-10,113.25
2023-08-11,111.5999984741211
2023-08-14,108.30000305175781
2023-08-16,108.5
2023-08-17,114.6500015258789
2023-08-18,122.3499984741211
2023-08-21,124.94999694824219
2023-08-22,120.5
2023-08-23,120.75
2023-08-24,118.5999984741211
2023-08-25,115.80000305175781
2023-08-28,116.4000015258789
2023-08-29,119.80000305175781
2023-08-30,118.94999694824219
2023-08-31,117.75
2023-09-01,118.30000305175781
2023-09-04,122.44999694824219
2023-09-05,120.44999694824219
2023-09-06,122.6500015258789
2023-09-07,122.80000305175781
2023-09-08,122.05000305175781
2023-09-11,121.1500015258789
2023-09-12,112.75
2023-09-13,116.5999984741211
2023-09-14,117.5
2023-09-15,117.8499984741211
2023-09-18,120.5999984741211
2023-09-20,120.3499984741211
2023-09-21,119.0
2023-09-22,117.8499984741211
2023-09-25,120.55000305175781
2023-09-26,119.5999984741211
2023-09-27,119.0
2023-09-28,115.5999984741211
2023-09-29,116.5
2023-10-03,115.30000305175781
2023-10-04,113.1500015258789
2023-10-05,113.94999694824219
2023-10-06,114.5
2023-10-09,110.19999694824219
2023-10-10,118.80000305175781
2023-10-11,120.55000305175781
2023-10-12,122.5999984741211
2023-10-13,127.75
2023-10-16,125.1500015258789
2023-10-17,130.39999389648438
2023-10-18,127.0999984741211
2023-10-19,126.44999694824219
2023-10-20,135.0
2023-10-23,125.44999694824219
2023-10-25,127.0
2023-10-26,133.14999389648438
2023-10-27,132.4499969482422
2023-10-30,138.85000610351562
2023-10-31,135.9499969482422
2023-11-01,137.9499969482422
2023-11-02,137.8000030517578
2023-11-03,138.0
2023-11-06,138.10000610351562
2023-11-07,136.14999389648438
2023-11-08,140.64999389648438
2023-11-09,142.25
2023-11-10,137.25
2023-11-13,137.35000610351562
2023-11-15,139.39999389648438
2023-11-16,139.89999389648438
2023-11-17,142.35000610351562
2023-11-20,140.9499969482422
2023-11-21,140.0
2023-11-22,139.9499969482422
2023-11-23,138.9499969482422
2023-11-24,138.39999389648438
2023-11-28,137.35000610351562
2023-11-29,136.85000610351562
2023-11-30,136.5
2023-12-01,136.10000610351562
2023-12-04,137.89999389648438
2023-12-05,135.60000610351562
2023-12-06,136.4499969482422
2023-12-07,141.10000610351562
2023-12-08,143.0500030517578
2023-12-11,144.25
2023-12-12,142.3000030517578
2023-12-13,143.25
2023-12-14,142.14999389648438
2023-12-15,141.3000030517578
2023-12-18,141.89999389648438
2023-12-19,154.75
2023-12-20,147.14999389648438
2023-12-21,151.9499969482422
2023-12-22,151.39999389648438
2023-12-26,157.75
2023-12-27,153.64999389648438
2023-12-28,154.89999389648438
2023-12-29,153.1999969482422
2024-01-01,153.25
2024-01-02,152.89999389648438
2024-01-03,153.75
2024-01-04,165.9499969482422
2024-01-05,167.0
2024-01-08,171.85000610351562
2024-01-09,175.0500030517578
2024-01-10,177.0
2024-01-11,176.89999389648438
2024-01-12,175.9499969482422
2024-01-15,175.9499969482422
2024-01-16,176.0500030517578
2024-01-17,172.25
2024-01-18,172.64999389648438
2024-01-19,177.5500030517578
2024-01-23,172.14999389648438
2024-01-24,175.6999969482422
2024-01-25,177.25
2024-01-29,180.0500030517578
2024-01-30,206.4499969482422
2024-01-31,220.9499969482422
2024-02-01,231.85000610351562
2024-02-02,242.0
2024-02-05,251.64999389648438
2024-02-06,240.60000610351562
2024-02-07,243.89999389648438
2024-02-08,246.5
2024-02-09,230.10000610351562
2024-02-12,201.5
2024-02-13,213.64999389648438
2024-02-14,219.25
2024-02-15,223.0500030517578
2024-02-16,225.60000610351562
2024-02-19,220.14999389648438
2024-02-20,224.25
2024-02-21,215.0
2024-02-22,219.0500030517578
2024-02-23,217.6999969482422
2024-02-26,215.0500030517578
2024-02-27,215.0500030517578
2024-02-28,205.4499969482422
2024-02-29,205.85000610351562
2024-03-01,209.8000030517578
2024-03-04,218.6999969482422
2024-03-05,214.14999389648438
2024-03-06,207.75
2024-03-07,208.0500030517578
2024-03-11,201.1999969482422
2024-03-12,190.64999389648438
2024-03-13,169.9499969482422
2024-03-14,187.4499969482422
2024-03-15,194.39999389648438
2024-03-18,190.85000610351562
2024-03-19,190.60000610351562
2024-03-20,191.4499969482422
2024-03-21,195.3000030517578
2024-03-22,205.3000030517578
2024-03-26,200.25
2024-03-27,200.14999389648438
2024-03-28,199.9499969482422
2024-04-01,208.0500030517578
2024-04-02,214.5500030517578
2024-04-03,213.75
2024-04-04,211.89999389648438
2024-04-05,211.9499969482422
2024-04-08,210.39999389648438
2024-04-09,215.64999389648438
2024-04-10,212.75
2024-04-12,207.0
2024-04-15,199.6999969482422
2024-04-16,200.39999389648438
2024-04-18,200.60000610351562
2024-04-19,195.64999389648438
2024-04-22,211.9499969482422
2024-04-23,213.3000030517578
2024-04-24,215.64999389648438
2024-04-25,215.35000610351562
2024-04-26,213.14999389648438
2024-04-29,215.3000030517578
2024-04-30,210.14999389648438
2024-05-02,208.8000030517578
2024-05-03,207.5500030517578
2024-05-06,202.60000610351562
2024-05-07,197.9499969482422
2024-05-08,198.10000610351562
2024-05-09,193.5500030517578
2024-05-10,194.14999389648438
2024-05-13,193.4499969482422
2024-05-14,196.6999969482422
2024-05-15,204.35000610351562
2024-05-16,205.75
2024-05-17,210.5500030517578
2024-05-21,210.5
2024-05-22,208.4499969482422
2024-05-23,207.1999969482422
2024-05-24,206.85000610351562
2024-05-27,204.25
2024-05-28,199.9499969482422
2024-05-29,197.1999969482422
2024-05-30,195.0500030517578
2024-05-31,198.75
2024-06-03,203.5
2024-06-04,170.35000610351562
2024-06-05,176.8000030517578
2024-06-06,185.60000610351562
2024-06-07,190.0500030517578
2024-06-10,190.75
2024-06-11,197.24000549316406
2024-06-12,199.13999938964844
2024-06-13,199.66000366210938
2024-06-14,197.88999938964844
2024-06-18,196.6199951171875
2024-06-19,192.17999267578125
2024-06-20,193.24000549316406
2024-06-21,193.5800018310547
2024-06-24,191.3800048828125
2024-06-25,194.02999877929688
2024-06-26,192.3300018310547
2024-06-27,189.72999572753906
2024-06-28,188.35000610351562
2024-07-01,189.3300018310547
2024-07-02,189.4499969482422
2024-07-03,193.8000030517578
2024-07-04,191.32000732421875
2024-07-05,201.8300018310547
2024-07-08,204.33999633789062
2024-07-09,202.13999938964844
2024-07-10,216.27000427246094
2024-07-11,220.7899932861328
2024-07-12,225.99000549316406
2024-07-15,235.89999389648438
2024-07-16,230.69000244140625
2024-07-18,223.49000549316406
2024-07-19,213.14999389648438
2024-07-22,215.22000122070312
2024-07-23,213.1999969482422
2024-07-24,219.00999450683594
2024-07-25,217.24000549316406
2024-07-26,220.0399932861328
2024-07-29,219.42999267578125
2024-07-30,218.77999877929688
2024-07-31,217.5399932861328
2024-08-01,211.14999389648438
2024-08-02,210.1199951171875
2024-08-05,200.60000610351562
2024-08-06,195.75
2024-08-07,201.3300018310547
2024-08-08,198.8000030517578
2024-08-09,202.88999938964844
2024-08-12,201.80999755859375
2024-08-13,199.52999877929688
2024-08-14,196.63999938964844
2024-08-16,199.44000244140625
2024-08-19,199.77999877929688
2024-08-20,199.16000366210938
2024-08-21,200.61000061035156
2024-08-22,201.72999572753906
2024-08-23,199.8800048828125
2024-08-26,198.88999938964844
2024-08-27,199.7899932861328
2024-08-28,204.69000244140625
2024-08-29,200.8699951171875
2024-08-30,207.1199951171875
2024-09-02,206.6300048828125
2024-09-03,201.8300018310547
2024-09-04,200.47000122070312
2024-09-05,201.02000427246094
2024-09-06,196.14999389648438
2024-09-09,192.52000427246094
2024-09-10,197.47999572753906
2024-09-11,192.50999450683594
2024-09-12,194.41000366210938
2024-09-13,195.11000061035156
2024-09-16,192.72999572753906
2024-09-17,192.4499969482422
2024-09-18,189.99000549316406
2024-09-19,184.08999633789062
2024-09-20,186.32000732421875
2024-09-23,200.24000549316406
2024-09-24,195.72999572753906
2024-09-25,194.6199951171875
2024-09-26,202.5
2024-09-27,207.1300048828125
2024-09-30,199.55999755859375
2024-10-01,196.75999450683594
2024-10-03,192.7100067138672
2024-10-04,188.14999389648438
2024-10-07,179.8000030517578
2024-10-08,183.99000549316406
2024-10-09,183.8800048828125
2024-10-10,184.67999267578125
2024-10-11,184.97000122070312
