Date,PGHH
2017-02-17,5893.86328125
2017-02-20,5895.677734375
2017-02-21,5907.19580078125
2017-02-22,5937.7392578125
2017-02-23,5949.3828125
2017-02-27,5968.49462890625
2017-02-28,5984.146484375
2017-03-01,5953.64453125
2017-03-02,5968.41064453125
2017-03-03,5926.68603515625
2017-03-06,5876.98779296875
2017-03-07,5863.1083984375
2017-03-08,5829.73779296875
2017-03-09,5767.8046875
2017-03-10,5689.2509765625
2017-03-14,5737.64111328125
2017-03-15,5772.69921875
2017-03-16,5828.1337890625
2017-03-17,5739.41162109375
2017-03-20,5723.80224609375
2017-03-21,5767.21337890625
2017-03-22,5762.9970703125
2017-03-23,5875.046875
2017-03-24,5842.2255859375
2017-03-27,5814.845703125
2017-03-28,5949.50927734375
2017-03-29,6125.9404296875
2017-03-30,6296.50830078125
2017-03-31,6405.9873046875
2017-04-03,6232.7197265625
2017-04-05,6256.1337890625
2017-04-06,6224.78759765625
2017-04-07,6205.6357421875
2017-04-10,6231.4111328125
2017-04-11,6196.015625
2017-04-12,6192.2177734375
2017-04-13,6234.74462890625
2017-04-17,6246.09326171875
2017-04-18,6183.94970703125
2017-04-19,6158.931640625
2017-04-20,6226.0126953125
2017-04-21,6174.837890625
2017-04-24,6187.24072265625
2017-04-25,6190.19287109375
2017-04-26,6275.1181640625
2017-04-27,6194.244140625
2017-04-28,6217.53076171875
2017-05-02,6226.34814453125
2017-05-03,6210.232421875
2017-05-04,6243.3505859375
2017-05-05,6246.51416015625
2017-05-08,6600.64306640625
2017-05-09,6725.7314453125
2017-05-10,6677.0458984375
2017-05-11,6539.76513671875
2017-05-12,6699.6591796875
2017-05-15,6827.06640625
2017-05-16,6790.27880859375
2017-05-17,6775.96533203125
2017-05-18,6753.171875
2017-05-19,6717.12353515625
2017-05-22,6626.1240234375
2017-05-23,6598.82373046875
2017-05-24,6518.865234375
2017-05-25,6601.69482421875
2017-05-26,6670.6533203125
2017-05-29,6621.17578125
2017-05-30,6606.333984375
2017-05-31,6583.2294921875
2017-06-01,6678.86767578125
2017-06-02,6817.40185546875
2017-06-05,6835.1611328125
2017-06-06,6893.07421875
2017-06-07,6980.6298828125
2017-06-08,6992.51318359375
2017-06-09,7103.92431640625
2017-06-12,7119.69580078125
2017-06-13,7086.91748046875
2017-06-14,7081.2177734375
2017-06-15,7000.68603515625
2017-06-16,6972.060546875
2017-06-19,7010.27197265625
2017-06-20,7023.78955078125
2017-06-21,7069.51123046875
2017-06-22,7068.49560546875
2017-06-23,7113.421875
2017-06-27,7082.85205078125
2017-06-28,7070.35107421875
2017-06-29,7077.2421875
2017-06-30,7088.5068359375
2017-07-03,7093.498046875
2017-07-04,7078.3017578125
2017-07-05,7111.08056640625
2017-07-06,7102.33349609375
2017-07-07,7084.57568359375
2017-07-10,7094.91162109375
2017-07-11,7087.2255859375
2017-07-12,7084.08837890625
2017-07-13,7078.125
2017-07-14,7077.3740234375
2017-07-17,7107.28076171875
2017-07-18,7073.1328125
2017-07-19,7198.6357421875
2017-07-20,7083.337890625
2017-07-21,7136.12841796875
2017-07-24,7270.42041015625
2017-07-25,7172.21875
2017-07-26,7102.8642578125
2017-07-27,7087.0478515625
2017-07-28,7039.95849609375
2017-07-31,7105.11767578125
2017-08-01,7173.6328125
2017-08-02,7081.39501953125
2017-08-03,7081.4375
2017-08-04,7240.55810546875
2017-08-07,7155.74169921875
2017-08-08,7144.9619140625
2017-08-09,7160.203125
2017-08-10,7083.603515625
2017-08-11,7028.60546875
2017-08-14,7184.279296875
2017-08-16,7237.55517578125
2017-08-17,7243.296875
2017-08-18,7270.06640625
2017-08-21,7226.33349609375
2017-08-22,7169.568359375
2017-08-23,7172.6171875
2017-08-24,7206.2783203125
2017-08-28,7302.62451171875
2017-08-29,7285.79345703125
2017-08-30,7328.64404296875
2017-08-31,7323.56298828125
2017-09-01,7346.091796875
2017-09-04,7420.57373046875
2017-09-05,7395.12744140625
2017-09-06,7417.34716796875
2017-09-07,7394.9951171875
2017-09-08,7344.68017578125
2017-09-11,7356.69580078125
2017-09-12,7357.93115234375
2017-09-13,7376.70654296875
2017-09-14,7415.75732421875
2017-09-15,7453.70458984375
2017-09-18,7416.111328125
2017-09-19,7421.41162109375
2017-09-20,7436.07763671875
2017-09-21,7419.51220703125
2017-09-22,7365.8828125
2017-09-25,7358.9482421875
2017-09-26,7360.494140625
2017-09-27,7414.7421875
2017-09-28,7391.7705078125
2017-09-29,7481.84375
2017-10-03,7444.470703125
2017-10-04,7504.4609375
2017-10-05,7559.3271484375
2017-10-06,7629.83056640625
2017-10-09,7583.4912109375
2017-10-10,7632.4365234375
2017-10-11,7638.84130859375
2017-10-12,7594.4462890625
2017-10-13,7660.4013671875
2017-10-16,7672.37109375
2017-10-17,7655.0546875
2017-10-18,7603.32470703125
2017-10-19,7673.91748046875
2017-10-23,7610.39404296875
2017-10-24,7624.75048828125
2017-10-25,7639.2841796875
2017-10-26,7599.52685546875
2017-10-27,7618.30126953125
2017-10-30,7634.82275390625
2017-10-31,7664.64208984375
2017-11-01,7703.162109375
2017-11-02,7764.4345703125
2017-11-03,7798.40380859375
2017-11-06,7816.869140625
2017-11-07,7825.95458984375
2017-11-08,7838.98095703125
2017-11-09,7820.36962890625
2017-11-10,7799.54248046875
2017-11-13,7734.9365234375
2017-11-14,7826.484375
2017-11-15,7904.0732421875
2017-11-16,7853.60205078125
2017-11-17,8067.0927734375
2017-11-20,8034.70166015625
2017-11-21,8131.25244140625
2017-11-22,8183.18505859375
2017-11-23,8144.45751953125
2017-11-24,8128.77197265625
2017-11-27,8102.671875
2017-11-28,8208.751953125
2017-11-29,8277.8349609375
2017-11-30,8330.60546875
2017-12-01,8428.62109375
2017-12-04,8741.099609375
2017-12-05,8686.287109375
2017-12-06,8565.8056640625
2017-12-07,8521.982421875
2017-12-08,8614.904296875
2017-12-11,8501.201171875
2017-12-12,8475.2802734375
2017-12-13,8397.1162109375
2017-12-14,8269.37109375
2017-12-15,8330.0302734375
2017-12-18,8337.1650390625
2017-12-19,8351.033203125
2017-12-20,8372.2138671875
2017-12-21,8348.861328125
2017-12-22,8324.8896484375
2017-12-26,8368.8466796875
2017-12-27,8328.2138671875
2017-12-28,8337.828125
2017-12-29,8326.662109375
2018-01-01,8396.849609375
2018-01-02,8320.4150390625
2018-01-03,8341.7724609375
2018-01-04,8250.537109375
2018-01-05,8265.025390625
2018-01-08,8241.3203125
2018-01-09,8237.3759765625
2018-01-10,8239.7705078125
2018-01-11,8235.470703125
2018-01-12,8240.6103515625
2018-01-15,8240.7001953125
2018-01-16,8307.6083984375
2018-01-17,8249.8251953125
2018-01-18,8325.3330078125
2018-01-19,8344.4765625
2018-01-22,8220.84765625
2018-01-23,8229.091796875
2018-01-24,8298.390625
2018-01-25,8243.3134765625
2018-01-29,8199.3583984375
2018-01-30,8251.1572265625
2018-01-31,8216.6845703125
2018-02-01,8205.650390625
2018-02-02,8176.85009765625
2018-02-05,8199.40234375
2018-02-06,7989.19384765625
2018-02-07,8054.638671875
2018-02-08,8218.412109375
2018-02-09,8250.626953125
2018-02-12,8280.845703125
2018-02-14,8238.3515625
2018-02-15,8242.3408203125
2018-02-16,8290.37109375
2018-02-19,8293.7841796875
2018-02-20,8245.486328125
2018-02-21,8325.2451171875
2018-02-22,8337.1650390625
2018-02-23,8290.548828125
2018-02-26,8278.2763671875
2018-02-27,8304.55078125
2018-02-28,8323.9599609375
2018-03-01,8342.6591796875
2018-03-05,8241.8974609375
2018-03-06,8258.6005859375
2018-03-07,8227.626953125
2018-03-08,8234.0546875
2018-03-09,8332.77734375
2018-03-12,8332.5556640625
2018-03-13,8361.9326171875
2018-03-14,8371.5498046875
2018-03-15,8373.80859375
2018-03-16,8354.755859375
2018-03-19,8245.5751953125
2018-03-20,8186.064453125
2018-03-21,8153.94091796875
2018-03-22,8259.576171875
2018-03-23,8199.9775390625
2018-03-26,8194.529296875
2018-03-27,8235.0283203125
2018-03-28,8468.4111328125
2018-04-02,8323.072265625
2018-04-03,8393.3935546875
2018-04-04,8517.1103515625
2018-04-05,8604.623046875
2018-04-06,8564.2109375
2018-04-09,8505.8095703125
2018-04-10,8502.443359375
2018-04-11,8628.638671875
2018-04-12,8620.7958984375
2018-04-13,8593.8994140625
2018-04-16,8680.5693359375
2018-04-17,8682.962890625
2018-04-18,8679.2412109375
2018-04-19,8682.0322265625
2018-04-20,8642.330078125
2018-04-23,8648.9775390625
2018-04-24,8552.646484375
2018-04-25,8623.6318359375
2018-04-26,8488.927734375
2018-04-27,8411.916015625
2018-04-30,8451.529296875
2018-05-02,8583.044921875
2018-05-03,8500.1826171875
2018-05-04,8649.376953125
2018-05-07,8635.638671875
2018-05-08,8628.6826171875
2018-05-09,8485.33984375
2018-05-10,8596.912109375
2018-05-11,8153.49609375
2018-05-14,7902.12255859375
2018-05-15,8092.17041015625
2018-05-16,8327.326171875
2018-05-17,8158.72412109375
2018-05-18,8233.388671875
2018-05-21,8215.4404296875
2018-05-22,8160.67578125
2018-05-23,8201.6630859375
2018-05-24,8220.8037109375
2018-05-25,8276.501953125
2018-05-28,8325.9521484375
2018-05-29,8190.6279296875
2018-05-30,8194.4384765625
2018-05-31,8243.0927734375
2018-06-01,8279.9140625
2018-06-04,8174.322265625
2018-06-05,8250.2705078125
2018-06-06,8256.1650390625
2018-06-07,8296.7529296875
2018-06-08,8331.7578125
2018-06-11,8395.8330078125
2018-06-12,8496.5927734375
2018-06-13,8550.298828125
2018-06-14,8616.5849609375
2018-06-15,8630.587890625
2018-06-18,8858.0341796875
2018-06-19,8828.56640625
2018-06-20,8818.6435546875
2018-06-21,8812.92578125
