Date,PRESTIGE
2011-08-09,105.21057891845703
2011-08-10,105.67243957519531
2011-08-11,105.53388977050781
2011-08-12,102.62419891357422
2011-08-16,99.66832733154297
2011-08-17,95.37307739257812
2011-08-18,90.7545166015625
2011-08-19,95.00359344482422
2011-08-22,93.89513397216797
2011-08-23,93.6642074584961
2011-08-24,94.91120147705078
2011-08-25,92.60194396972656
2011-08-26,91.17019653320312
2011-08-29,91.26256561279297
2011-08-30,90.61595916748047
2011-09-02,89.13802337646484
2011-09-05,88.99948120117188
2011-09-06,89.41513061523438
2011-09-07,87.75245666503906
2011-09-08,88.7685546875
2011-09-09,87.5677261352539
2011-09-12,84.88896179199219
2011-09-13,83.27247619628906
2011-09-14,81.70216369628906
2011-09-15,79.71617126464844
2011-09-16,81.24031829833984
2011-09-19,83.13390350341797
2011-09-20,81.14793395996094
2011-09-21,84.88896179199219
2011-09-22,82.81060791015625
2011-09-23,83.41100311279297
2011-09-26,82.94917297363281
2011-09-27,84.47329711914062
2011-09-28,84.24234771728516
2011-09-29,83.18010711669922
2011-09-30,85.02751159667969
2011-10-03,81.47123718261719
2011-10-04,81.3326644897461
2011-10-05,79.39289093017578
2011-10-07,80.63990783691406
2011-10-10,80.7784652709961
2011-10-11,84.47329711914062
2011-10-12,94.6802978515625
2011-10-13,100.82296752929688
2011-10-14,93.98750305175781
2011-10-17,95.51164245605469
2011-10-18,91.26256561279297
2011-10-19,92.3248291015625
2011-10-20,92.27864074707031
2011-10-21,87.24442291259766
2011-10-24,86.73638916015625
2011-10-25,88.16814422607422
2011-10-28,90.9854507446289
2011-10-31,90.61595916748047
2011-11-01,93.71040344238281
2011-11-02,92.60194396972656
2011-11-03,88.39906311035156
2011-11-04,84.79658508300781
2011-11-08,81.19412231445312
2011-11-09,82.76443481445312
2011-11-11,82.81060791015625
2011-11-14,83.2262954711914
2011-11-15,80.03948211669922
2011-11-16,80.96318817138672
2011-11-17,79.90093994140625
2011-11-18,78.23825073242188
2011-11-21,78.09970092773438
2011-11-22,78.09970092773438
2011-11-23,76.66793823242188
2011-11-24,78.37681579589844
2011-11-25,77.26834869384766
2011-11-28,76.52938842773438
2011-11-29,76.11371612548828
2011-11-30,74.49722290039062
2011-12-01,74.86671447753906
2011-12-02,73.75824737548828
2011-12-05,71.12567901611328
2011-12-07,75.55948638916016
2011-12-08,72.97309875488281
2011-12-09,71.6799087524414
2011-12-12,70.10961151123047
2011-12-13,66.50714111328125
2011-12-14,65.53723907470703
2011-12-15,64.29021453857422
2011-12-16,63.089412689208984
2011-12-19,56.3463249206543
2011-12-20,55.330238342285156
2011-12-21,58.10136795043945
2011-12-22,59.07126235961914
2011-12-23,62.85847473144531
2011-12-26,62.53516387939453
2011-12-27,65.58342742919922
2011-12-28,64.84445190429688
2011-12-29,64.56733703613281
2011-12-30,65.86052703857422
2012-01-02,66.73804473876953
2012-01-03,67.84651184082031
2012-01-04,67.43083190917969
2012-01-05,69.64774322509766
2012-01-06,66.5533218383789
2012-01-09,66.59949493408203
2012-01-10,67.8927001953125
2012-01-11,69.87866973876953
2012-01-12,67.10755157470703
2012-01-13,66.92279815673828
2012-01-16,67.43083190917969
2012-01-17,71.49517059326172
2012-01-18,67.8927001953125
2012-01-19,68.81640625
2012-01-20,70.38671112060547
2012-01-23,71.5875473022461
2012-01-24,73.019287109375
2012-01-25,73.6658935546875
2012-01-27,74.2200927734375
2012-01-30,71.21805572509766
2012-01-31,69.78631591796875
2012-02-01,70.80239868164062
2012-02-02,79.11577606201172
2012-02-03,89.46131896972656
2012-02-06,90.24647521972656
2012-02-07,92.78668212890625
2012-02-08,97.45140838623047
2012-02-09,98.88317108154297
2012-02-10,104.00973510742188
2012-02-13,99.43740844726562
2012-02-14,104.61015319824219
2012-02-15,105.71862030029297
2012-02-16,110.06007385253906
2012-02-17,104.84109497070312
2012-02-21,102.57801818847656
2012-02-22,98.19039154052734
2012-02-23,92.41720581054688
2012-02-24,91.30875396728516
2012-02-27,89.78463745117188
2012-02-28,94.03369903564453
2012-02-29,96.71246337890625
2012-03-01,93.34090423583984
2012-03-02,91.63204956054688
2012-03-05,92.18627166748047
2012-03-06,90.38504791259766
2012-03-07,88.99948120117188
2012-03-09,93.98750305175781
2012-03-12,97.95947265625
2012-03-13,96.66626739501953
2012-03-14,99.06790161132812
2012-03-15,98.83699798583984
2012-03-16,98.79080963134766
2012-03-19,96.34296417236328
2012-03-20,96.98955535888672
2012-03-21,97.49761962890625
2012-03-22,96.01966094970703
2012-03-23,96.98955535888672
2012-03-26,92.09391784667969
2012-03-27,94.17225646972656
2012-03-28,92.46338653564453
2012-03-29,92.46338653564453
2012-03-30,92.5557632446289
2012-04-02,93.38710021972656
2012-04-03,96.66626739501953
2012-04-04,98.05183410644531
2012-04-09,100.91532135009766
2012-04-10,101.14624786376953
2012-04-11,104.42543029785156
2012-04-12,108.53593444824219
2012-04-13,110.89141845703125
2012-04-16,109.55200958251953
2012-04-17,109.22872161865234
2012-04-18,114.21675872802734
2012-04-19,113.89347076416016
2012-04-20,112.6926498413086
2012-04-23,107.15038299560547
2012-04-24,104.28688049316406
2012-04-25,100.36109924316406
2012-04-26,100.82296752929688
2012-04-27,101.33100891113281
2012-04-30,101.60810089111328
2012-05-02,101.60810089111328
2012-05-03,101.60810089111328
2012-05-04,97.91326904296875
2012-05-07,97.77471923828125
2012-05-08,100.13017272949219
2012-05-09,100.54584503173828
2012-05-10,101.60810089111328
2012-05-11,99.71450805664062
2012-05-14,100.63821411132812
2012-05-15,99.85305786132812
2012-05-16,96.98955535888672
2012-05-17,95.69636535644531
2012-05-18,95.14214324951172
2012-05-21,97.08193969726562
2012-05-22,98.46749114990234
2012-05-23,95.97348022460938
2012-05-24,96.29680633544922
2012-05-25,96.52770233154297
2012-05-28,95.41925048828125
2012-05-29,101.8852310180664
2012-05-30,104.88729858398438
2012-05-31,106.4113998413086
2012-06-01,106.31903839111328
2012-06-04,103.27080535888672
2012-06-05,101.56192779541016
2012-06-06,106.64231872558594
2012-06-07,108.21263885498047
2012-06-08,111.44562530517578
2012-06-11,107.47367095947266
2012-06-12,110.75284576416016
2012-06-13,109.13636016845703
2012-06-14,110.01387023925781
2012-06-15,109.32109069824219
2012-06-18,107.56604766845703
2012-06-19,106.2728500366211
2012-06-20,107.79696655273438
2012-06-21,106.87325286865234
2012-06-22,107.75079345703125
2012-06-25,105.53388977050781
2012-06-26,106.64231872558594
2012-06-27,107.24274444580078
2012-06-28,106.08809661865234
2012-06-29,107.84315490722656
2012-07-02,108.72067260742188
2012-07-03,106.96564483642578
2012-07-04,108.95159912109375
2012-07-05,110.70664978027344
2012-07-06,112.32315826416016
2012-07-09,111.02995300292969
2012-07-10,113.52398681640625
2012-07-11,110.15243530273438
2012-07-12,109.82914733886719
2012-07-13,106.08809661865234
2012-07-16,104.10213470458984
2012-07-17,106.18048095703125
2012-07-18,104.37924194335938
2012-07-19,101.6543197631836
2012-07-20,100.26875305175781
2012-07-23,96.48151397705078
2012-07-24,101.46955108642578
2012-07-25,102.20852661132812
2012-07-26,101.05388641357422
2012-07-27,104.5639877319336
2012-07-30,102.5318374633789
2012-07-31,103.96357727050781
2012-08-01,106.18048095703125
2012-08-02,104.37924194335938
2012-08-03,105.3029556274414
2012-08-06,104.00973510742188
2012-08-07,104.47161865234375
2012-08-08,108.81305694580078
2012-08-09,108.02790832519531
2012-08-10,105.81099700927734
2012-08-13,104.65636444091797
2012-08-14,103.0860595703125
2012-08-16,107.70460510253906
2012-08-17,109.45965576171875
2012-08-21,109.59821319580078
2012-08-22,109.92150115966797
2012-08-23,107.79696655273438
2012-08-24,104.42543029785156
2012-08-27,102.43946075439453
2012-08-28,101.70049285888672
2012-08-29,99.20648193359375
2012-08-30,98.55256652832031
2012-08-31,97.10465240478516
2012-09-03,98.92623901367188
2012-09-04,102.0089111328125
2012-09-05,105.27841186523438
2012-09-06,112.05097961425781
2012-09-07,110.32283782958984
2012-09-10,111.63063049316406
2012-09-11,109.99588012695312
2012-09-12,108.68806457519531
2012-09-13,105.60537719726562
2012-09-14,109.90247344970703
2012-09-17,113.12527465820312
2012-09-18,119.15052032470703
2012-09-20,116.9085693359375
2012-09-21,117.70259857177734
2012-09-24,124.33501434326172
2012-09-25,125.12908172607422
2012-09-26,133.11602783203125
2012-09-27,126.9039306640625
2012-09-28,126.81051635742188
2012-10-01,127.65128326416016
2012-10-03,123.96137237548828
2012-10-04,134.61065673828125
2012-10-05,132.7423553466797
2012-10-08,134.70407104492188
2012-10-09,135.03103637695312
2012-10-10,128.39854431152344
2012-10-11,131.9016571044922
2012-10-12,137.13287353515625
2012-10-15,135.87176513671875
2012-10-16,136.33883666992188
2012-10-17,138.72091674804688
2012-10-18,139.18800354003906
2012-10-19,138.53407287597656
2012-10-22,138.72091674804688
2012-10-23,144.1389617919922
2012-10-25,140.82276916503906
2012-10-29,146.94140625
2012-10-30,139.65505981445312
2012-10-31,144.51263427734375
2012-11-01,147.68870544433594
2012-11-02,146.9881134033203
2012-11-05,146.4276580810547
2012-11-06,148.24920654296875
2012-11-07,155.72238159179688
2012-11-08,155.90921020507812
2012-11-09,151.4720001220703
2012-11-12,152.07923889160156
2012-11-15,148.38937377929688
2012-11-16,145.21324157714844
2012-11-19,147.26834106445312
2012-11-20,145.2599334716797
2012-11-21,150.02410888671875
2012-11-22,147.64202880859375
2012-11-23,145.82044982910156
2012-11-26,151.84567260742188
2012-11-27,152.07923889160156
2012-11-29,158.1511688232422
2012-11-30,153.7606658935547
2012-12-03,154.88165283203125
2012-12-04,151.4720001220703
2012-12-05,151.84567260742188
2012-12-06,154.78823852539062
2012-12-07,151.70553588867188
2012-12-10,155.2553253173828
2012-12-11,153.43374633789062
2012-12-12,150.81814575195312
2012-12-13,149.97738647460938
2012-12-14,158.43141174316406
2012-12-17,158.66497802734375
2012-12-18,161.3739471435547
2012-12-19,165.3908233642578
2012-12-20,172.0232696533203
2012-12-21,165.48422241210938
2012-12-24,167.53936767578125
2012-12-26,166.74534606933594
2012-12-27,165.85787963867188
2012-12-28,167.21240234375
2012-12-31,167.5860595703125
2013-01-01,173.28436279296875
2013-01-02,177.0676727294922
2013-01-03,175.05926513671875
2013-01-04,172.49038696289062
2013-01-07,167.6794891357422
2013-01-08,164.73692321777344
2013-01-09,163.19554138183594
2013-01-10,157.4038543701172
2013-01-11,157.54397583007812
2013-01-14,162.8218994140625
2013-01-15,164.87705993652344
2013-01-16,164.0830078125
2013-01-17,163.70938110351562
2013-01-18,161.1404266357422
2013-01-21,163.94290161132812
2013-01-22,162.4949951171875
2013-01-23,163.8027801513672
2013-01-24,162.8218994140625
2013-01-25,168.14654541015625
2013-01-28,171.60289001464844
2013-01-29,172.4436492919922
2013-01-30,172.3502197265625
2013-01-31,168.5669403076172
2013-02-01,169.6879119873047
2013-02-04,175.47962951660156
2013-02-05,173.14425659179688
2013-02-06,176.78741455078125
2013-02-07,174.82569885253906
2013-02-08,166.5585174560547
2013-02-11,164.73692321777344
2013-02-12,168.4268035888672
2013-02-13,173.611328125
2013-02-14,167.5860595703125
2013-02-15,168.84716796875
2013-02-18,169.9214324951172
2013-02-19,171.83644104003906
2013-02-20,171.4627685546875
2013-02-21,167.95973205566406
2013-02-22,167.91302490234375
2013-02-25,166.46510314941406
2013-02-26,159.17874145507812
2013-02-27,163.615966796875
2013-02-28,160.43984985351562
2013-03-01,152.2193145751953
2013-03-04,150.07078552246094
2013-03-05,158.61825561523438
2013-03-06,162.3081512451172
2013-03-07,163.7560272216797
2013-03-08,162.3081512451172
2013-03-11,160.3931121826172
2013-03-12,155.8158416748047
2013-03-13,155.2086181640625
2013-03-14,165.2506866455078
2013-03-15,166.13818359375
2013-03-18,168.84716796875
2013-03-19,160.81349182128906
2013-03-20,153.34033203125
2013-03-21,156.7032470703125
2013-03-22,157.076904296875
2013-03-25,153.20021057128906
2013-03-26,148.9498291015625
2013-03-28,152.77984619140625
2013-04-01,152.68643188476562
2013-04-02,154.13433837890625
2013-04-03,154.46128845214844
2013-04-04,152.17262268066406
2013-04-05,156.32958984375
2013-04-08,160.43984985351562
2013-04-09,156.98350524902344
2013-04-10,158.711669921875
2013-04-11,154.32115173339844
2013-04-12,147.4552001953125
2013-04-15,149.4169158935547
2013-04-16,149.83726501464844
2013-04-17,156.51641845703125
2013-04-18,160.81349182128906
2013-04-22,162.86862182617188
2013-04-23,163.1488494873047
2013-04-25,161.70094299316406
2013-04-26,159.17874145507812
2013-04-29,156.46971130371094
2013-04-30,156.51641845703125
2013-05-02,164.92376708984375
2013-05-03,162.96205139160156
2013-05-06,164.1297149658203
2013-05-07,163.19554138183594
2013-05-08,165.43751525878906
2013-05-09,161.56085205078125
2013-05-10,161.3739471435547
2013-05-13,162.4015655517578
2013-05-14,163.05548095703125
2013-05-15,167.02560424804688
2013-05-16,173.19094848632812
2013-05-17,173.00411987304688
2013-05-20,164.40997314453125
2013-05-21,166.5117950439453
2013-05-22,162.3548583984375
2013-05-23,153.06008911132812
2013-05-24,157.87095642089844
2013-05-27,153.29360961914062
2013-05-28,159.9727325439453
2013-05-29,154.3678741455078
2013-05-30,156.60980224609375
2013-05-31,156.6565399169922
2013-06-03,159.59910583496094
2013-06-04,159.9727325439453
2013-06-05,155.06849670410156
2013-06-06,155.86253356933594
2013-06-07,156.7032470703125
2013-06-10,152.31277465820312
2013-06-11,147.0814971923828
2013-06-12,143.29820251464844
2013-06-13,139.65505981445312
2013-06-14,149.08995056152344
2013-06-17,149.93069458007812
2013-06-18,152.63973999023438
2013-06-19,149.69712829589844
2013-06-20,145.0731201171875
2013-06-21,150.95823669433594
2013-06-24,132.0884246826172
2013-06-25,136.33883666992188
2013-06-26,137.83346557617188
2013-06-27,139.74850463867188
2013-06-28,142.924560546875
2013-07-01,145.77371215820312
2013-07-02,146.9881134033203
2013-07-03,142.59762573242188
2013-07-04,145.30665588378906
2013-07-05,148.2025146484375
2013-07-08,142.17726135253906
2013-07-09,141.1029815673828
2013-07-10,141.8502960205078
2013-07-11,143.15809631347656
2013-07-12,139.93528747558594
2013-07-15,135.82508850097656
2013-07-16,133.3495635986328
2013-07-17,123.44758605957031
2013-07-18,123.72783660888672
2013-07-19,119.99124908447266
2013-07-22,123.58770751953125
2013-07-23,124.61527252197266
2013-07-24,120.87869262695312
2013-07-25,120.59844207763672
2013-07-26,114.61988830566406
2013-07-29,120.5050277709961
2013-07-30,119.80443572998047
2013-07-31,119.94454193115234
2013-08-01,119.71101379394531
2013-08-02,115.46062469482422
2013-08-05,115.22710418701172
2013-08-06,114.76001739501953
2013-08-07,116.11454010009766
2013-08-08,116.67503356933594
2013-08-12,119.05711364746094
2013-08-13,117.60917663574219
2013-08-14,117.84272766113281
2013-08-16,113.9192886352539
2013-08-19,111.07014465332031
2013-08-20,110.276123046875
2013-08-21,110.18270111083984
2013-08-22,108.73477935791016
2013-08-23,109.71562194824219
2013-08-26,108.59467315673828
2013-08-27,106.30597686767578
2013-08-28,101.8687744140625
2013-08-29,107.20545196533203
2013-08-30,108.81116485595703
2013-09-02,108.33889770507812
2013-09-03,109.09452819824219
2013-09-04,108.05553436279297
2013-09-05,111.21975708007812
2013-09-06,110.41690826416016
2013-09-10,112.40043640136719
2013-09-11,115.75355529785156
2013-09-12,119.20113372802734
2013-09-13,123.1209945678711
2013-09-16,125.81291198730469
2013-09-17,118.20936584472656
2013-09-18,122.45977020263672
2013-09-19,127.51309967041016
2013-09-20,129.59107971191406
2013-09-23,122.93206024169922
2013-09-24,120.47625732421875
2013-09-25,118.77608489990234
2013-09-26,116.83977508544922
2013-09-27,115.42295837402344
2013-09-30,110.93638610839844
2013-10-01,107.20545196533203
2013-10-03,110.74746704101562
2013-10-04,118.11490631103516
2013-10-07,121.84584045410156
2013-10-08,127.93814086914062
2013-10-09,130.29949951171875
2013-10-10,128.03260803222656
2013-10-11,132.04690551757812
2013-10-14,129.26048278808594
2013-10-15,124.58499908447266
2013-10-17,124.63224029541016
2013-10-18,132.7552947998047
2013-10-21,131.8579864501953
2013-10-22,132.94419860839844
2013-10-23,135.77784729003906
2013-10-24,133.93597412109375
2013-10-25,136.95852661132812
2013-10-28,135.02218627929688
2013-10-29,137.66688537597656
2013-10-30,140.64222717285156
2013-10-31,135.1166534423828
2013-11-01,137.95028686523438
2013-11-05,135.54168701171875
2013-11-06,136.91127014160156
2013-11-07,139.31985473632812
2013-11-08,130.771728515625
2013-11-11,123.49880981445312
2013-11-12,119.67339324951172
2013-11-13,117.73709106445312
2013-11-14,124.49053955078125
2013-11-18,129.0716094970703
2013-11-19,131.90521240234375
2013-11-20,131.3385009765625
2013-11-21,130.25225830078125
2013-11-22,131.76358032226562
2013-11-25,132.94419860839844
2013-11-26,136.10841369628906
2013-11-27,140.02828979492188
2013-11-28,140.59498596191406
2013-11-29,138.4225616455078
2013-12-02,140.83114624023438
2013-12-03,143.42860412597656
2013-12-04,140.64222717285156
2013-12-05,141.82290649414062
2013-12-06,143.85365295410156
2013-12-09,148.76527404785156
2013-12-10,148.29299926757812
2013-12-11,151.12664794921875
2013-12-12,145.78997802734375
2013-12-13,145.55384826660156
2013-12-16,143.71197509765625
2013-12-17,145.55384826660156
2013-12-18,146.35671997070312
2013-12-19,150.46546936035156
2013-12-20,149.75704956054688
2013-12-23,153.25186157226562
2013-12-24,153.0157012939453
2013-12-26,156.03823852539062
2013-12-27,157.26614379882812
2013-12-30,157.54953002929688
2013-12-31,153.4407501220703
2014-01-01,152.3545379638672
2014-01-02,147.72628784179688
2014-01-03,148.19854736328125
2014-01-06,146.92343139648438
2014-01-07,144.3731689453125
2014-01-08,148.1512908935547
2014-01-09,140.8783416748047
2014-01-10,139.74485778808594
2014-01-13,138.65867614746094
2014-01-14,134.54994201660156
2014-01-15,130.3466796875
2014-01-16,136.4390106201172
2014-01-17,138.3280792236328
2014-01-20,144.3731689453125
2014-01-21,141.9645538330078
2014-01-22,143.99533081054688
2014-01-23,146.82896423339844
2014-01-24,144.4203338623047
2014-01-27,133.55813598632812
2014-01-28,135.77784729003906
2014-01-29,136.91127014160156
2014-01-30,134.36102294921875
2014-01-31,131.62184143066406
2014-02-03,132.89695739746094
2014-02-04,129.6383056640625
2014-02-05,133.18035888671875
2014-02-06,129.7327423095703
2014-02-07,129.7799835205078
2014-02-10,128.88267517089844
2014-02-11,127.70197296142578
2014-02-12,127.89088439941406
2014-02-13,128.64651489257812
2014-02-14,126.75747680664062
2014-02-17,124.96281433105469
2014-02-18,127.51309967041016
2014-02-19,130.3939208984375
2014-02-20,127.04084777832031
2014-02-21,127.98536682128906
2014-02-24,127.22975158691406
2014-02-25,129.6383056640625
2014-02-26,127.51309967041016
2014-02-28,124.86837005615234
2014-03-03,126.56855773925781
2014-03-04,127.93814086914062
2014-03-05,137.66688537597656
2014-03-06,153.72412109375
2014-03-07,165.3419952392578
2014-03-10,157.12445068359375
2014-03-11,157.07720947265625
2014-03-12,153.11019897460938
2014-03-13,151.74057006835938
2014-03-14,148.1040802001953
2014-03-18,148.1512908935547
2014-03-19,145.0343475341797
2014-03-20,144.845458984375
2014-03-21,147.67904663085938
2014-03-24,157.36061096191406
2014-03-25,154.4797821044922
2014-03-26,155.1881561279297
2014-03-27,159.24969482421875
2014-03-28,159.7691650390625
2014-03-31,160.90264892578125
2014-04-01,160.28868103027344
2014-04-02,166.09762573242188
2014-04-03,172.42605590820312
2014-04-04,173.1344757080078
2014-04-07,166.85321044921875
2014-04-09,168.2228546142578
2014-04-10,169.59242248535156
2014-04-11,167.93946838378906
2014-04-15,166.5699005126953
2014-04-16,159.060791015625
2014-04-17,161.18597412109375
2014-04-21,160.3358917236328
2014-04-22,157.54953002929688
2014-04-23,164.72804260253906
2014-04-24,164.72804260253906
2014-04-25,165.20028686523438
2014-04-28,162.41387939453125
2014-04-29,164.0196075439453
2014-04-30,160.61927795410156
2014-05-02,160.43038940429688
2014-05-05,159.24969482421875
2014-05-06,154.62142944335938
2014-05-07,155.04647827148438
2014-05-08,154.1963653564453
2014-05-09,155.4715118408203
2014-05-12,157.36061096191406
2014-05-13,163.5001220703125
2014-05-14,172.14263916015625
2014-05-15,164.96414184570312
2014-05-16,173.79562377929688
2014-05-19,183.19378662109375
2014-05-20,195.803466796875
2014-05-21,201.89569091796875
2014-05-22,198.11753845214844
2014-05-23,197.59805297851562
2014-05-26,200.19552612304688
2014-05-27,198.25927734375
2014-05-28,196.08680725097656
2014-05-29,195.47283935546875
2014-05-30,195.56732177734375
2014-06-02,201.3289794921875
2014-06-03,201.37625122070312
2014-06-04,200.1011199951172
2014-06-05,202.41522216796875
2014-06-06,216.5833282470703
2014-06-09,231.08204650878906
2014-06-10,227.72894287109375
2014-06-11,224.51747131347656
2014-06-12,223.99798583984375
2014-06-13,231.41265869140625
2014-06-16,226.64273071289062
2014-06-17,224.28135681152344
2014-06-18,211.8134002685547
2014-06-19,208.5547332763672
2014-06-20,205.81556701660156
2014-06-23,205.01275634765625
2014-06-24,215.11932373046875
2014-06-25,220.5504150390625
2014-06-26,220.3142852783203
2014-06-27,216.67779541015625
2014-06-30,216.39443969726562
2014-07-01,228.295654296875
2014-07-02,226.5482635498047
2014-07-03,230.89312744140625
2014-07-04,248.69775390625
2014-07-07,243.5027618408203
2014-07-08,234.6713104248047
2014-07-09,223.384033203125
2014-07-10,237.36326599121094
2014-07-11,226.1232147216797
2014-07-14,229.3818817138672
2014-07-15,231.50711059570312
2014-07-16,235.47418212890625
2014-07-17,228.67347717285156
2014-07-18,223.33682250976562
2014-07-21,223.0062255859375
2014-07-22,227.87062072753906
2014-07-23,226.64273071289062
2014-07-24,229.66522216796875
2014-07-25,237.9299774169922
2014-07-28,244.0695037841797
2014-07-30,237.31605529785156
2014-07-31,236.1825714111328
2014-08-01,230.84591674804688
2014-08-04,235.94644165039062
2014-08-05,233.53787231445312
2014-08-06,235.99368286132812
2014-08-07,235.94644165039062
