Date,CARERATING
2013-05-07,456.82177734375
2013-05-08,471.1670837402344
2013-05-09,473.8899230957031
2013-05-10,489.2644958496094
2013-05-13,491.9542236328125
2013-05-14,474.25506591796875
2013-05-15,470.00469970703125
2013-05-16,483.65264892578125
2013-05-17,477.37664794921875
2013-05-20,477.0113525390625
2013-05-21,484.7483215332031
2013-05-22,479.1033935546875
2013-05-23,467.4479064941406
2013-05-24,464.0608825683594
2013-05-27,464.7581481933594
2013-05-28,462.9981994628906
2013-05-29,462.5001525878906
2013-05-30,462.23443603515625
2013-05-31,472.3957824707031
2013-06-03,482.3243713378906
2013-06-04,473.3585510253906
2013-06-05,467.2485656738281
2013-06-06,460.64056396484375
2013-06-07,463.4298400878906
2013-06-10,468.0787658691406
2013-06-11,462.2675476074219
2013-06-12,469.9051513671875
2013-06-13,459.5447692871094
2013-06-14,463.76177978515625
2013-06-17,464.3927917480469
2013-06-18,464.9241027832031
2013-06-19,465.15655517578125
2013-06-20,455.4603271484375
2013-06-21,438.7243347167969
2013-06-24,424.2130126953125
2013-06-25,417.57171630859375
2013-06-26,400.20458984375
2013-06-27,397.0168762207031
2013-06-28,397.9134521484375
2013-07-01,397.88031005859375
2013-07-02,398.3450927734375
2013-07-03,397.2161560058594
2013-07-04,396.1866760253906
2013-07-05,394.4269104003906
2013-07-08,392.201904296875
2013-07-09,387.4865417480469
2013-07-10,391.8367004394531
2013-07-11,395.45611572265625
2013-07-12,390.27593994140625
2013-07-15,389.4457702636719
2013-07-16,385.4610900878906
2013-07-17,394.4931640625
2013-07-18,390.8070983886719
2013-07-19,387.5529479980469
2013-07-22,389.0141906738281
2013-07-23,388.7484130859375
2013-07-24,383.5681457519531
2013-07-25,377.923095703125
2013-07-26,368.060791015625
2013-07-29,354.1141357421875
2013-07-30,342.0932312011719
2013-07-31,329.10955810546875
2013-08-01,299.3233947753906
2013-08-02,298.9248046875
2013-08-05,306.8943786621094
2013-08-06,326.5194091796875
2013-08-07,342.15972900390625
2013-08-08,365.4374694824219
2013-08-12,374.33685302734375
2013-08-13,378.3548583984375
2013-08-14,381.8415832519531
2013-08-16,385.8263854980469
2013-08-19,375.6319274902344
2013-08-20,374.13763427734375
2013-08-21,378.8197326660156
2013-08-22,371.403076171875
2013-08-23,368.95330810546875
2013-08-26,361.2345275878906
2013-08-27,352.9788818359375
2013-08-28,351.1667175292969
2013-08-29,363.5500793457031
2013-08-30,356.4019775390625
2013-09-02,355.6300964355469
2013-09-03,352.6097412109375
2013-09-04,362.6103515625
2013-09-05,368.281982421875
2013-09-06,367.34234619140625
2013-09-10,386.0350341796875
2013-09-11,397.81439208984375
2013-09-12,395.90142822265625
2013-09-13,394.9953918457031
2013-09-16,386.0013427734375
2013-09-17,387.81365966796875
2013-09-18,390.3641052246094
2013-09-19,394.257080078125
2013-09-20,387.9815368652344
2013-09-23,389.0888671875
2013-09-24,384.7672119140625
2013-09-25,381.1260681152344
2013-09-26,379.1864013671875
2013-09-27,385.5497741699219
2013-09-30,376.9064025878906
2013-10-01,367.14007568359375
2013-10-03,367.65057373046875
2013-10-04,366.42559814453125
2013-10-07,366.45953369140625
2013-10-08,368.0248718261719
2013-10-09,363.90740966796875
2013-10-10,373.6396789550781
2013-10-11,388.54443359375
2013-10-14,397.2218933105469
2013-10-15,391.3008728027344
2013-10-17,392.7300109863281
2013-10-18,399.1275634765625
2013-10-21,397.4940185546875
2013-10-22,397.3580017089844
2013-10-23,400.522705078125
2013-10-24,405.4568786621094
2013-10-25,423.39031982421875
2013-10-28,443.5013732910156
2013-10-29,455.5476989746094
2013-10-30,450.2392272949219
2013-10-31,452.8935241699219
2013-11-01,463.5445861816406
2013-11-05,495.4639892578125
2013-11-06,486.3099670410156
2013-11-07,473.85546875
2013-11-08,476.3736877441406
2013-11-11,472.08587646484375
2013-11-12,463.1362609863281
2013-11-13,482.839111328125
2013-11-14,483.7237548828125
2013-11-18,479.5042724609375
2013-11-19,474.8761291503906
2013-11-20,469.9080810546875
2013-11-21,468.0364685058594
2013-11-22,465.0078125
2013-11-25,465.89263916015625
2013-11-26,466.7509460449219
2013-11-27,470.4585266113281
2013-11-28,475.98565673828125
2013-11-29,493.5625305175781
2013-12-02,511.03662109375
2013-12-03,504.96014404296875
2013-12-04,504.9258117675781
2013-12-05,504.85711669921875
2013-12-06,502.6944274902344
2013-12-09,500.771728515625
2013-12-10,498.3687438964844
2013-12-11,498.9866638183594
2013-12-12,497.8539733886719
2013-12-13,498.2314147949219
2013-12-16,498.4031066894531
2013-12-17,496.7553405761719
2013-12-18,505.68115234375
2013-12-19,518.3145141601562
2013-12-20,540.1484985351562
2013-12-23,526.62255859375
2013-12-24,514.7098999023438
2013-12-26,504.170654296875
2013-12-27,497.1330261230469
2013-12-30,500.428466796875
2013-12-31,496.5834655761719
2014-01-01,500.11981201171875
2014-01-02,494.04327392578125
2014-01-03,492.22381591796875
2014-01-06,497.7166442871094
2014-01-07,493.90576171875
2014-01-08,501.14935302734375
2014-01-09,501.0807800292969
2014-01-10,495.0387878417969
2014-01-13,499.87939453125
2014-01-14,486.5593566894531
2014-01-15,488.7564392089844
2014-01-16,491.81170654296875
2014-01-17,492.12078857421875
2014-01-20,495.4850769042969
2014-01-21,498.6091003417969
2014-01-22,491.331298828125
2014-01-23,492.6013488769531
2014-01-24,489.9580078125
2014-01-27,482.95465087890625
2014-01-28,485.5637512207031
2014-01-29,486.90264892578125
2014-01-30,479.8049011230469
2014-01-31,484.8597106933594
2014-02-03,479.7702941894531
2014-02-04,499.0205993652344
2014-02-05,510.5154724121094
2014-02-06,504.3524475097656
2014-02-07,502.0326843261719
2014-02-10,495.4197082519531
2014-02-11,524.29541015625
2014-02-12,529.3849487304688
2014-02-13,552.1668701171875
2014-02-14,540.0833740234375
2014-02-17,544.3073120117188
2014-02-18,576.8184814453125
2014-02-19,585.7510986328125
2014-02-20,587.9323120117188
2014-02-21,595.0646362304688
2014-02-24,545.1729736328125
2014-02-25,529.004150390625
2014-02-26,510.61944580078125
2014-02-28,505.6335754394531
2014-03-03,516.0896606445312
2014-03-04,517.5438232421875
2014-03-05,510.6540222167969
2014-03-06,511.6579895019531
2014-03-07,504.8026428222656
2014-03-10,505.1487731933594
2014-03-11,506.7069396972656
2014-03-12,510.5846862792969
2014-03-13,508.5764465332031
2014-03-14,505.3911437988281
2014-03-18,504.1103820800781
2014-03-19,500.71722412109375
2014-03-20,497.5664367675781
2014-03-21,504.3177185058594
2014-03-24,505.287353515625
2014-03-25,528.41552734375
2014-03-26,531.2545166015625
2014-03-27,535.651611328125
2014-03-28,542.5763549804688
2014-03-31,539.7373046875
2014-04-01,532.5010375976562
2014-04-02,535.2708740234375
2014-04-03,535.4093017578125
2014-04-04,536.8634643554688
2014-04-07,541.3644409179688
2014-04-09,547.665771484375
2014-04-10,553.65576171875
2014-04-11,554.451904296875
2014-04-15,559.0220947265625
2014-04-16,560.9957885742188
2014-04-17,555.35205078125
2014-04-21,559.6453247070312
2014-04-22,551.197509765625
2014-04-23,560.406982421875
2014-04-24,560.406982421875
2014-04-25,557.7757568359375
2014-04-28,562.3805541992188
2014-04-29,561.307373046875
2014-04-30,545.2421875
2014-05-02,554.1055297851562
2014-05-05,557.2910766601562
2014-05-06,564.3193359375
2014-05-07,567.5394287109375
2014-05-08,567.4356689453125
2014-05-09,562.3460083007812
2014-05-12,564.76953125
2014-05-13,562.623046875
2014-05-14,566.396728515625
2014-05-15,564.284912109375
2014-05-16,574.9833984375
2014-05-19,583.9158325195312
2014-05-20,614.9036865234375
2014-05-21,624.2517700195312
2014-05-22,636.6813354492188
2014-05-23,628.3026733398438
2014-05-26,630.276123046875
2014-05-27,618.9544067382812
2014-05-28,646.4105834960938
2014-05-29,643.987060546875
2014-05-30,636.88916015625
2014-06-02,653.8890991210938
2014-06-03,657.0051879882812
2014-06-04,650.876708984375
2014-06-05,642.1173095703125
2014-06-06,643.917724609375
2014-06-09,664.7607421875
2014-06-10,662.683349609375
2014-06-11,663.0296630859375
2014-06-12,675.493896484375
2014-06-13,687.9581298828125
2014-06-16,677.7095947265625
2014-06-17,668.2229614257812
2014-06-18,678.090576171875
2014-06-19,697.9640502929688
2014-06-20,727.289794921875
2014-06-23,750.0715942382812
2014-06-24,765.79052734375
2014-06-25,793.038818359375
2014-06-26,777.285400390625
2014-06-27,750.487060546875
2014-06-30,762.9168090820312
2014-07-01,765.79052734375
2014-07-02,746.7477416992188
2014-07-03,753.672607421875
2014-07-04,751.0411987304688
2014-07-07,766.690673828125
2014-07-08,796.985595703125
2014-07-09,788.4686279296875
2014-07-10,780.9898681640625
2014-07-11,749.0328979492188
2014-07-14,727.8436279296875
2014-07-15,745.43212890625
2014-07-16,789.8880004882812
2014-07-17,794.769775390625
2014-07-18,809.0693359375
2014-07-21,811.3539428710938
2014-07-22,814.0894775390625
2014-07-23,830.3968505859375
2014-07-24,816.3054809570312
2014-07-25,797.6089477539062
2014-07-28,797.6434936523438
2014-07-30,803.910400390625
2014-07-31,832.1281127929688
2014-08-01,845.3193969726562
2014-08-04,858.5455322265625
2014-08-05,844.1077270507812
2014-08-06,836.6636352539062
2014-08-07,837.8406372070312
2014-08-08,831.4353637695312
2014-08-11,846.9811401367188
2014-08-12,856.987060546875
2014-08-13,841.8182983398438
2014-08-14,850.5509033203125
2014-08-18,885.8990478515625
2014-08-19,900.5465698242188
2014-08-20,892.1617431640625
2014-08-21,891.2222290039062
2014-08-22,900.3375244140625
2014-08-25,896.3713989257812
2014-08-26,894.110107421875
2014-08-27,869.7905883789062
2014-08-28,876.3312377929688
2014-09-01,880.0542602539062
2014-09-02,873.2697143554688
2014-09-03,884.0550537109375
2014-09-04,895.9192504882812
2014-09-05,918.1160888671875
2014-09-08,929.1796875
2014-09-09,914.0455932617188
2014-09-10,910.7753295898438
2014-09-11,908.5136108398438
2014-09-12,912.271240234375
2014-09-15,913.9760131835938
2014-09-16,961.4317016601562
2014-09-17,992.2569580078125
2014-09-18,1038.9127197265625
2014-09-19,1065.3199462890625
2014-09-22,1089.43017578125
2014-09-23,1097.3277587890625
2014-09-24,1101.236328125
2014-09-25,1101.9307861328125
2014-09-26,1131.0806884765625
2014-09-29,1103.4647216796875
2014-09-30,1097.0357666015625
2014-10-01,1110.3687744140625
2014-10-07,1102.368896484375
2014-10-08,1038.0780029296875
2014-10-09,1042.8265380859375
2014-10-10,1036.4708251953125
2014-10-13,1014.6632690429688
2014-10-14,1022.406982421875
2014-10-15,1022.406982421875
2014-10-16,982.225341796875
2014-10-17,986.3165283203125
2014-10-20,993.439697265625
2014-10-21,1001.47607421875
2014-10-22,1004.1428833007812
2014-10-27,961.47705078125
2014-10-28,979.0109252929688
2014-10-29,978.4263305664062
2014-10-30,982.298583984375
2014-10-31,977.0750732421875
2014-11-03,984.38037109375
2014-11-05,981.8598022460938
2014-11-07,979.3025512695312
2014-11-10,977.1477661132812
2014-11-11,972.764404296875
2014-11-12,986.2434692382812
2014-11-13,966.5543823242188
2014-11-14,957.5682983398438
2014-11-17,994.3165283203125
2014-11-18,1041.511962890625
2014-11-19,1078.9176025390625
2014-11-20,1058.351806640625
2014-11-21,1050.46142578125
2014-11-24,1046.9913330078125
2014-11-25,1073.0728759765625
2014-11-26,1045.530029296875
2014-11-27,1054.8447265625
2014-11-28,1048.67138671875
2014-12-01,1047.6854248046875
2014-12-02,1038.1876220703125
2014-12-03,1028.6903076171875
2014-12-04,1030.808837890625
2014-12-05,1010.5350341796875
2014-12-08,1019.55810546875
2014-12-09,969.2578125
2014-12-10,1017.2933959960938
2014-12-11,1009.8780517578125
2014-12-12,1015.0284423828125
2014-12-15,1070.9173583984375
2014-12-16,1074.78955078125
2014-12-17,1073.876220703125
2014-12-18,1061.0911865234375
2014-12-19,1073.9859619140625
2014-12-22,1078.2965087890625
2014-12-23,1063.1365966796875
2014-12-24,1052.0684814453125
2014-12-26,1048.598388671875
2014-12-29,1036.1787109375
2014-12-30,1044.580322265625
2014-12-31,1082.533935546875
2015-01-01,1114.1678466796875
2015-01-02,1141.4547119140625
2015-01-05,1175.6092529296875
2015-01-06,1172.8697509765625
2015-01-07,1181.89208984375
2015-01-08,1233.0330810546875
2015-01-09,1210.16552734375
2015-01-12,1195.9561767578125
2015-01-13,1162.3858642578125
2015-01-14,1153.3267822265625
2015-01-15,1152.230712890625
2015-01-16,1146.422607421875
2015-01-19,1151.2081298828125
2015-01-20,1150.8792724609375
2015-01-21,1192.5950927734375
2015-01-22,1183.13427734375
2015-01-23,1141.7474365234375
2015-01-27,1192.2666015625
2015-01-28,1207.206787109375
2015-01-29,1225.361572265625
2015-01-30,1220.86865234375
2015-02-02,1194.23876953125
2015-02-03,1186.0565185546875
2015-02-04,1180.54052734375
2015-02-05,1174.586669921875
2015-02-06,1166.6597900390625
2015-02-09,1170.7510986328125
2015-02-10,1177.216552734375
2015-02-11,1178.969482421875
2015-02-12,1202.0560302734375
2015-02-13,1197.2342529296875
2015-02-16,1169.0706787109375
2015-02-18,1181.5267333984375
2015-02-19,1183.353515625
2015-02-20,1180.321533203125
2015-02-23,1174.5498046875
2015-02-24,1172.3216552734375
2015-02-25,1142.294921875
2015-02-26,1164.102783203125
2015-02-27,1158.2215576171875
2015-03-02,1168.3035888671875
2015-03-03,1174.367431640625
2015-03-04,1180.1385498046875
2015-03-05,1162.42236328125
2015-03-09,1142.6600341796875
2015-03-10,1126.7701416015625
2015-03-11,1135.390869140625
2015-03-12,1130.131103515625
2015-03-13,1123.2266845703125
2015-03-16,1119.3184814453125
2015-03-17,1095.026611328125
2015-03-18,1094.6614990234375
2015-03-19,1114.7520751953125
2015-03-20,1117.3092041015625
2015-03-23,1104.9622802734375
2015-03-24,1084.5794677734375
2015-03-25,1088.63427734375
2015-03-26,1076.6160888671875
2015-03-27,1065.8765869140625
2015-03-30,1059.8857421875
2015-03-31,1080.9266357421875
2015-04-01,1153.728271484375
2015-04-06,1184.376220703125
2015-04-07,1245.19677734375
2015-04-08,1273.5064697265625
2015-04-09,1261.6712646484375
2015-04-10,1253.8173828125
2015-04-13,1242.7857666015625
2015-04-15,1250.931640625
2015-04-16,1235.07861328125
2015-04-17,1217.2154541015625
2015-04-20,1162.2398681640625
2015-04-21,1121.6195068359375
2015-04-22,1103.099365234375
2015-04-23,1141.345458984375
2015-04-24,1165.052001953125
2015-04-27,1103.829833984375
2015-04-28,1096.4876708984375
2015-04-29,1133.7838134765625
2015-04-30,1137.5465087890625
2015-05-04,1156.2125244140625
2015-05-05,1125.7105712890625
2015-05-06,1104.158935546875
2015-05-07,1105.072265625
2015-05-08,1110.1495361328125
2015-05-11,1132.5418701171875
2015-05-12,1120.3045654296875
2015-05-13,1112.706298828125
2015-05-14,1110.770263671875
2015-05-15,1099.2275390625
2015-05-18,1117.601318359375
2015-05-19,1100.396240234375
2015-05-20,1088.01318359375
2015-05-21,1063.10009765625
2015-05-22,1046.479736328125
2015-05-25,1059.4842529296875
2015-05-26,1046.5888671875
2015-05-27,1052.470458984375
2015-05-28,1053.9681396484375
2015-05-29,1124.249755859375
2015-06-01,1093.2728271484375
2015-06-02,1110.3687744140625
2015-06-03,1106.569580078125
2015-06-04,1109.711181640625
2015-06-05,1110.4781494140625
2015-06-08,1086.186279296875
2015-06-09,1070.7347412109375
2015-06-10,1068.287353515625
2015-06-11,1074.3511962890625
2015-06-12,1077.1639404296875
2015-06-15,1077.602294921875
2015-06-16,1070.953857421875
2015-06-17,1067.3743896484375
2015-06-18,1058.241943359375
2015-06-19,1059.4473876953125
2015-06-22,1046.95458984375
2015-06-23,1055.1007080078125
2015-06-24,1054.369873046875
2015-06-25,1051.55712890625
2015-06-26,1048.2696533203125
2015-06-29,1030.7724609375
2015-06-30,1029.238037109375
2015-07-01,1051.3017578125
2015-07-02,1049.40234375
2015-07-03,1070.22314453125
2015-07-06,1057.5843505859375
2015-07-07,1057.7303466796875
2015-07-08,1038.443359375
2015-07-09,1041.2196044921875
2015-07-10,1041.3291015625
2015-07-13,1060.8714599609375
2015-07-14,1064.6712646484375
2015-07-15,1070.0413818359375
2015-07-16,1069.638916015625
2015-07-17,1073.7301025390625
2015-07-20,1058.059326171875
2015-07-21,1048.5616455078125
2015-07-22,1071.611572265625
2015-07-23,1064.0501708984375
2015-07-24,1056.1964111328125
2015-07-27,1038.114501953125
2015-07-28,1030.151123046875
2015-07-29,1046.1455078125
2015-07-30,1053.849853515625
2015-07-31,1043.541259765625
2015-08-03,1044.8983154296875
2015-08-04,1030.3345947265625
2015-08-05,1033.26953125
2015-08-06,1032.132080078125
2015-08-07,1047.10009765625
2015-08-10,1037.121337890625
2015-08-11,1029.013916015625
2015-08-12,1022.2273559570312
2015-08-13,982.1673583984375
2015-08-14,979.12255859375
2015-08-17,971.7855224609375
2015-08-18,962.1741333007812
2015-08-19,919.876220703125
2015-08-20,918.7391357421875
2015-08-21,908.2838134765625
2015-08-24,888.400390625
2015-08-25,879.6693115234375
2015-08-26,903.07421875
2015-08-27,919.876220703125
2015-08-28,917.271484375
2015-08-31,898.525634765625
2015-09-01,903.9549560546875
2015-09-02,890.0880737304688
2015-09-03,906.1190795898438
2015-09-04,887.116455078125
2015-09-07,876.1844482421875
2015-09-08,859.125732421875
2015-09-09,863.38134765625
2015-09-10,849.8812255859375
2015-09-11,853.29296875
2015-09-14,847.23974609375
2015-09-15,843.2413330078125
2015-09-16,835.0604858398438
2015-09-18,812.7559204101562
2015-09-21,826.6497802734375
2015-09-22,824.10009765625
2015-09-23,819.9613647460938
2015-09-24,823.3240966796875
2015-09-28,827.2779541015625
2015-09-29,820.1834106445312
2015-09-30,827.5736083984375
2015-10-01,814.8621215820312
2015-10-05,859.7587890625
2015-10-06,863.97119140625
2015-10-07,869.1076049804688
2015-10-08,864.599609375
2015-10-09,895.9714965820312
2015-10-12,931.9627685546875
2015-10-13,962.2261962890625
2015-10-14,983.990966796875
2015-10-15,974.6419067382812
2015-10-16,989.4228515625
2015-10-19,994.11572265625
2015-10-20,1021.7556762695312
2015-10-21,1018.1712036132812
2015-10-23,1020.4623413085938
2015-10-26,1033.839111328125
2015-10-27,1026.263671875
2015-10-28,1016.508544921875
2015-10-29,992.04638671875
2015-10-30,960.5264282226562
2015-11-02,950.5494384765625
2015-11-03,968.4710693359375
2015-11-04,969.5426025390625
2015-11-05,955.7598266601562
2015-11-06,952.7662963867188
2015-11-09,953.2096557617188
2015-11-10,949.6996459960938
2015-11-13,954.5770263671875
2015-11-16,968.8702392578125
2015-11-17,958.6978149414062
2015-11-18,950.9019775390625
2015-11-19,984.4249877929688
2015-11-20,978.7449340820312
2015-11-23,964.3408203125
2015-11-24,982.828369140625
2015-11-26,976.3322143554688
2015-11-27,985.8729858398438
2015-11-30,962.11328125
2015-12-01,959.848876953125
2015-12-02,966.4940185546875
2015-12-03,964.9349365234375
2015-12-04,962.6331787109375
2015-12-07,960.8140258789062
2015-12-08,960.8140258789062
2015-12-09,941.806396484375
2015-12-10,927.8478393554688
2015-12-11,927.5879516601562
2015-12-14,923.3928833007812
2015-12-15,926.2884521484375
2015-12-16,923.3185424804688
2015-12-17,967.9791259765625
2015-12-18,930.2605590820312
2015-12-21,944.9990844726562
2015-12-22,942.6231689453125
2015-12-23,942.5863037109375
2015-12-24,956.544677734375
2015-12-28,956.322021484375
2015-12-29,1012.00830078125
2015-12-30,1003.0245971679688
2015-12-31,977.7054443359375
2016-01-01,998.7177734375
2016-01-04,969.1296997070312
2016-01-05,949.4168090820312
2016-01-06,943.55126953125
2016-01-07,920.5341796875
2016-01-08,902.0092163085938
2016-01-11,884.1893310546875
2016-01-12,890.5748901367188
2016-01-13,868.26318359375
2016-01-14,840.754150390625
2016-01-15,825.8671875
2016-01-18,845.9143676757812
2016-01-19,842.239013671875
2016-01-20,837.783935546875
2016-01-21,840.9398803710938
2016-01-22,846.61962890625
2016-01-25,863.5855102539062
2016-01-27,891.1317138671875
2016-01-28,914.1488037109375
2016-01-29,898.482177734375
2016-02-01,874.42578125
2016-02-02,867.0009765625
2016-02-03,837.7097778320312
2016-02-04,829.09716796875
2016-02-05,809.3469848632812
2016-02-08,816.2894287109375
2016-02-09,802.5530395507812
2016-02-10,798.8946533203125
2016-02-11,777.3170776367188
2016-02-12,743.0093994140625
2016-02-15,749.2810668945312
2016-02-16,729.3460693359375
2016-02-17,699.2194213867188
2016-02-18,691.1931762695312
2016-02-19,679.1351318359375
2016-02-22,681.0016479492188
2016-02-23,678.6870727539062
2016-02-24,666.0690307617188
2016-02-25,670.9969482421875
2016-02-26,662.783935546875
2016-02-29,693.4703979492188
2016-03-01,701.3845825195312
2016-03-02,717.3626708984375
2016-03-03,709.299072265625
2016-03-04,704.1845703125
2016-03-08,690.8572387695312
2016-03-09,684.8468627929688
2016-03-10,679.4337768554688
2016-03-11,670.5862426757812
2016-03-14,672.90087890625
2016-03-15,671.3329467773438
2016-03-16,671.7061157226562
2016-03-17,688.2067260742188
2016-03-18,679.4337768554688
2016-03-21,676.5593872070312
2016-03-22,686.5266723632812
2016-03-23,679.7324829101562
2016-03-28,678.3512573242188
2016-03-29,701.3099975585938
2016-03-30,692.9475708007812
2016-03-31,699.294189453125
2016-04-01,722.9625244140625
2016-04-04,758.3525390625
2016-04-05,756.4861450195312
2016-04-06,751.03564453125
2016-04-07,740.396240234375
2016-04-08,766.341552734375
2016-04-11,751.8941650390625
2016-04-12,773.8826904296875
2016-04-13,794.1909790039062
2016-04-18,824.39208984375
2016-04-20,841.15380859375
2016-04-21,839.02587890625
2016-04-22,827.1920776367188
2016-04-25,788.5912475585938
2016-04-26,790.868408203125
2016-04-27,794.6761474609375
2016-04-28,771.6799926757812
2016-04-29,754.8434448242188
2016-05-02,772.2025146484375
2016-05-03,750.1396484375
2016-05-04,737.6708374023438
2016-05-05,733.1912231445312
2016-05-06,737.4842529296875
2016-05-09,753.7608032226562
2016-05-10,740.5081787109375
2016-05-11,743.3826293945312
2016-05-12,752.1181640625
2016-05-13,744.4280395507812
2016-05-16,745.3613891601562
2016-05-17,743.6068115234375
2016-05-18,751.147705078125
2016-05-19,743.6068115234375
2016-05-20,742.9346923828125
2016-05-23,738.9776000976562
2016-05-24,738.3429565429688
2016-05-25,741.217529296875
2016-05-26,742.8226928710938
2016-05-27,742.9346923828125
2016-05-30,743.8680419921875
2016-05-31,742.4867553710938
2016-06-01,739.4627685546875
2016-06-02,736.177734375
2016-06-03,735.6922607421875
2016-06-06,733.4152221679688
2016-06-07,740.0601806640625
2016-06-08,741.8150024414062
2016-06-09,741.9641723632812
2016-06-10,745.8839111328125
2016-06-13,747.0411987304688
2016-06-14,749.654296875
2016-06-15,750.21435546875
2016-06-16,738.23095703125
2016-06-17,745.025390625
2016-06-20,741.7774047851562
2016-06-21,749.6917114257812
2016-06-22,743.30810546875
2016-06-23,738.0443725585938
2016-06-24,717.847900390625
2016-06-27,732.7805786132812
2016-06-28,737.0363159179688
2016-06-29,738.4548950195312
2016-06-30,742.3746337890625
2016-07-01,737.6334838867188
2016-07-04,739.0897216796875
2016-07-05,732.6686401367188
2016-07-07,729.5699462890625
2016-07-08,728.0394287109375
2016-07-11,730.4286499023438
2016-07-12,728.263427734375
2016-07-13,726.9193725585938
2016-07-14,727.4794311523438
2016-07-15,729.7940673828125
2016-07-18,726.5835571289062
2016-07-19,729.2340698242188
2016-07-20,731.623291015625
2016-07-21,730.988525390625
2016-07-22,728.524658203125
2016-07-25,724.1568603515625
2016-07-26,722.7757568359375
2016-07-27,722.5890502929688
2016-07-28,745.025390625
2016-07-29,791.5775756835938
2016-08-01,821.89111328125
2016-08-02,793.1829223632812
2016-08-03,791.1297607421875
2016-08-04,776.0851440429688
2016-08-05,787.5460205078125
2016-08-08,863.403564453125
2016-08-09,854.033447265625
2016-08-10,854.8546752929688
2016-08-11,842.6471557617188
2016-08-12,844.215087890625
2016-08-16,873.8190307617188
2016-08-17,894.7249145507812
2016-08-18,904.2545166015625
2016-08-19,891.2357177734375
2016-08-22,894.6498413085938
2016-08-23,880.0547485351562
2016-08-24,900.27783203125
2016-08-25,894.011962890625
2016-08-26,941.3985595703125
2016-08-29,931.49365234375
2016-08-30,917.9116821289062
2016-08-31,937.346923828125
2016-09-01,930.6683349609375
2016-09-02,925.415771484375
2016-09-06,928.2295532226562
2016-09-07,909.1697387695312
2016-09-08,907.518798828125
2016-09-09,899.9024047851562
2016-09-12,898.2891845703125
2016-09-14,900.315185546875
2016-09-15,883.95654296875
2016-09-16,879.7919921875
2016-09-19,872.2233276367188
2016-09-20,940.755859375
2016-09-21,953.1299438476562
2016-09-22,996.4594116210938
2016-09-23,992.8264770507812
2016-09-26,999.4864501953125
2016-09-27,1004.1034545898438
2016-09-28,996.9513549804688
2016-09-29,984.4253540039062
2016-09-30,1030.2900390625
2016-10-03,1100.6387939453125
2016-10-04,1110.2506103515625
2016-10-05,1107.10986328125
2016-10-06,1105.2177734375
2016-10-07,1123.11669921875
2016-10-10,1162.5108642578125
2016-10-13,1141.1297607421875
2016-10-14,1135.642578125
2016-10-17,1120.9600830078125
2016-10-18,1114.37548828125
2016-10-19,1114.3377685546875
