Date,NESTLEIND
2002-12-12,428.2101745605469
2002-12-13,428.1690979003906
2002-12-16,423.9411315917969
2002-12-17,424.80322265625
2002-12-18,424.55682373046875
2002-12-19,420.3289489746094
2002-12-20,423.61273193359375
2002-12-23,426.445068359375
2002-12-24,426.6092224121094
2002-12-25,426.6092224121094
2002-12-26,427.142822265625
2002-12-27,429.482666015625
2002-12-30,428.7026672363281
2002-12-31,429.8110046386719
2003-01-01,430.9192810058594
2003-01-02,431.1655578613281
2003-01-03,432.19189453125
2003-01-06,433.7516174316406
2003-01-07,435.4756164550781
2003-01-08,439.0877685546875
2003-01-09,440.4012451171875
2003-01-10,446.10699462890625
2003-01-13,445.81951904296875
2003-01-14,442.04315185546875
2003-01-15,445.4500732421875
2003-01-16,440.72967529296875
2003-01-17,445.778564453125
2003-01-20,440.4833679199219
2003-01-21,438.2259521484375
2003-01-22,439.8265380859375
2003-01-23,450.1707458496094
2003-01-24,443.3567199707031
2003-01-27,452.3463134765625
2003-01-28,453.4135437011719
2003-01-29,443.6029968261719
2003-01-30,442.6589660644531
2003-01-31,442.98724365234375
2003-02-03,443.8903503417969
2003-02-04,440.3191223144531
2003-02-05,437.9793701171875
2003-02-06,436.91217041015625
2003-02-07,436.91217041015625
2003-02-10,434.94195556640625
2003-02-11,431.2476806640625
2003-02-12,430.83721923828125
2003-02-13,430.83721923828125
2003-02-14,433.0947570800781
2003-02-17,435.55780029296875
2003-02-18,437.6921081542969
2003-02-19,442.3304748535156
2003-02-20,440.4422607421875
2003-02-21,442.28948974609375
2003-02-24,438.7593688964844
2003-02-25,435.5165710449219
2003-02-26,436.0502624511719
2003-02-27,440.77069091796875
2003-02-28,439.29290771484375
2003-03-03,437.6510009765625
2003-03-04,434.8187255859375
2003-03-05,435.22930908203125
2003-03-06,429.564697265625
2003-03-07,438.2668151855469
2003-03-10,434.6546325683594
2003-03-11,435.1060791015625
2003-03-12,435.96820068359375
2003-03-13,440.72967529296875
2003-03-14,440.72967529296875
2003-03-17,439.7854919433594
2003-03-18,439.7854919433594
2003-03-19,438.3899230957031
2003-03-20,435.96820068359375
2003-03-21,435.96820068359375
2003-03-24,432.684326171875
2003-03-25,432.684326171875
2003-03-26,432.684326171875
2003-03-27,432.684326171875
2003-03-28,432.684326171875
2003-03-31,432.684326171875
2003-04-01,432.684326171875
2003-04-02,432.684326171875
2003-04-03,432.684326171875
2003-04-04,432.684326171875
2003-04-07,432.684326171875
2003-04-08,432.684326171875
2003-04-09,432.684326171875
2003-04-10,432.684326171875
2003-04-11,432.684326171875
2003-04-14,432.684326171875
2003-04-15,432.684326171875
2003-04-16,432.684326171875
2003-04-17,432.684326171875
2003-04-18,432.684326171875
2003-04-21,432.684326171875
2003-04-22,432.684326171875
2003-04-23,432.684326171875
2003-04-24,432.684326171875
2003-04-25,432.684326171875
2003-04-28,432.684326171875
2003-04-29,432.684326171875
2003-04-30,432.684326171875
2003-05-01,432.684326171875
2003-05-02,432.684326171875
2003-05-05,432.684326171875
2003-05-06,432.684326171875
2003-05-07,432.684326171875
2003-05-08,432.684326171875
2003-05-09,432.684326171875
2003-05-12,432.684326171875
2003-05-13,432.684326171875
2003-05-14,432.684326171875
2003-05-15,432.684326171875
2003-05-16,432.684326171875
2003-05-19,432.684326171875
2003-05-20,432.684326171875
2003-05-21,432.684326171875
2003-05-22,432.684326171875
2003-05-23,432.684326171875
2003-05-26,432.684326171875
2003-05-27,432.684326171875
2003-05-28,432.684326171875
2003-05-29,432.684326171875
2003-05-30,432.684326171875
2003-06-02,432.684326171875
2003-06-03,432.684326171875
2003-06-04,432.684326171875
2003-06-05,432.684326171875
2003-06-06,432.684326171875
2003-06-09,432.684326171875
2003-06-10,432.684326171875
2003-06-11,432.684326171875
2003-06-12,432.684326171875
2003-06-13,432.684326171875
2003-06-16,432.684326171875
2003-06-17,432.684326171875
2003-06-18,432.684326171875
2003-06-19,432.684326171875
2003-06-20,432.684326171875
2003-06-23,432.684326171875
2003-06-24,432.684326171875
2003-06-25,432.684326171875
2003-06-26,432.684326171875
2003-06-27,432.684326171875
2003-06-30,432.684326171875
2003-07-01,432.684326171875
2003-07-02,432.684326171875
2003-07-03,432.684326171875
2003-07-04,432.684326171875
2003-07-07,432.684326171875
2003-07-08,432.684326171875
2003-07-09,432.684326171875
2003-07-10,432.684326171875
2003-07-11,432.684326171875
2003-07-14,432.684326171875
2003-07-15,432.684326171875
2003-07-16,432.684326171875
2003-07-17,432.684326171875
2003-07-18,432.684326171875
2003-07-21,432.684326171875
2003-07-22,432.684326171875
2003-07-23,432.684326171875
2003-07-24,432.684326171875
2003-07-25,432.684326171875
2003-07-28,432.684326171875
2003-07-29,432.684326171875
2003-07-30,432.684326171875
2003-07-31,432.684326171875
2003-08-01,432.684326171875
2003-08-04,432.684326171875
2003-08-05,432.684326171875
2003-08-06,432.684326171875
2003-08-07,432.684326171875
2003-08-08,432.684326171875
2003-08-11,432.684326171875
2003-08-12,432.684326171875
2003-08-13,432.684326171875
2003-08-14,432.684326171875
2003-08-15,432.684326171875
2003-08-18,432.684326171875
2003-08-19,432.684326171875
2003-08-20,432.684326171875
2003-08-21,432.684326171875
2003-08-22,432.684326171875
2003-08-25,432.684326171875
2003-08-26,432.684326171875
2003-08-27,432.684326171875
2003-08-28,432.684326171875
2003-08-29,432.684326171875
2003-09-01,432.684326171875
2003-09-02,432.684326171875
2003-09-03,432.684326171875
2003-09-04,432.684326171875
2003-09-05,432.684326171875
2003-09-08,432.684326171875
2003-09-09,432.684326171875
2003-09-10,432.684326171875
2003-09-11,432.684326171875
2003-09-12,432.684326171875
2003-09-15,432.684326171875
2003-09-16,432.684326171875
2003-09-17,432.684326171875
2003-09-18,432.684326171875
2003-09-19,432.684326171875
2003-09-22,432.684326171875
2003-09-23,432.684326171875
2003-09-24,432.684326171875
2003-09-25,432.684326171875
2003-09-26,432.684326171875
2003-09-29,432.684326171875
2003-09-30,432.684326171875
2003-10-01,432.684326171875
2003-10-02,432.684326171875
2003-10-03,432.684326171875
2003-10-06,432.684326171875
2003-10-07,432.684326171875
2003-10-08,432.684326171875
2003-10-09,432.684326171875
2003-10-10,432.684326171875
2003-10-13,432.684326171875
2003-10-14,432.684326171875
2003-10-15,432.684326171875
2003-10-16,432.684326171875
2003-10-17,432.684326171875
2003-10-20,432.684326171875
2003-10-21,432.684326171875
2003-10-22,432.684326171875
2003-10-23,432.684326171875
2003-10-24,432.684326171875
2003-10-27,432.684326171875
2003-10-28,432.684326171875
2003-10-29,432.684326171875
2003-10-30,432.684326171875
2003-10-31,432.684326171875
2003-11-03,432.684326171875
2003-11-04,432.684326171875
2003-11-05,432.684326171875
2003-11-06,432.684326171875
2003-11-07,432.684326171875
2003-11-10,432.684326171875
2003-11-11,432.684326171875
2003-11-12,432.684326171875
2003-11-13,432.684326171875
2003-11-14,432.684326171875
2003-11-17,432.684326171875
2003-11-18,432.684326171875
2003-11-19,432.684326171875
2003-11-20,432.684326171875
2003-11-21,432.684326171875
2003-11-24,432.684326171875
2003-11-25,432.684326171875
2003-11-26,432.684326171875
2003-11-27,432.684326171875
2003-11-28,432.684326171875
2003-12-01,432.684326171875
2003-12-02,432.684326171875
2003-12-03,432.684326171875
2003-12-04,432.684326171875
2003-12-05,432.684326171875
2003-12-08,432.684326171875
2003-12-09,432.684326171875
2003-12-10,432.684326171875
2003-12-11,432.684326171875
2003-12-12,432.684326171875
2003-12-15,432.684326171875
2003-12-16,432.684326171875
2003-12-17,432.684326171875
2003-12-18,432.684326171875
2003-12-19,432.684326171875
2003-12-22,432.684326171875
2003-12-23,432.684326171875
2003-12-24,432.684326171875
2003-12-25,432.684326171875
2003-12-26,432.684326171875
2003-12-29,432.684326171875
2003-12-30,432.684326171875
2003-12-31,432.684326171875
2004-01-01,432.684326171875
2004-01-02,432.684326171875
2004-01-05,432.684326171875
2004-01-06,432.684326171875
2004-01-07,432.684326171875
2004-01-08,432.684326171875
2004-01-09,432.684326171875
2004-01-12,432.684326171875
2004-01-13,432.684326171875
2004-01-14,432.684326171875
2004-01-15,432.684326171875
2004-01-16,432.684326171875
2004-01-19,432.684326171875
2004-01-20,432.684326171875
2004-01-21,432.684326171875
2004-01-22,432.684326171875
2004-01-23,432.684326171875
2004-01-26,432.684326171875
2004-01-27,432.684326171875
2004-01-28,432.684326171875
2004-01-29,432.684326171875
2004-01-30,432.684326171875
2004-02-02,432.684326171875
2004-02-03,432.684326171875
2004-02-04,432.684326171875
2004-02-05,432.684326171875
2004-02-06,432.684326171875
2004-02-09,432.684326171875
2004-02-10,432.684326171875
2004-02-11,432.684326171875
2004-02-12,432.684326171875
2004-02-13,432.684326171875
2004-02-16,432.684326171875
2004-02-17,432.684326171875
2004-02-18,432.684326171875
2004-02-19,432.684326171875
2004-02-20,432.684326171875
2004-02-23,432.684326171875
2004-02-24,432.684326171875
2004-02-25,432.684326171875
2004-02-26,432.684326171875
2004-02-27,432.684326171875
2004-03-01,432.684326171875
2004-03-02,432.684326171875
2004-03-03,432.684326171875
2004-03-04,432.684326171875
2004-03-05,432.684326171875
2004-03-08,432.684326171875
2004-03-09,432.684326171875
2004-03-10,432.684326171875
2004-03-11,432.684326171875
2004-03-12,432.684326171875
2004-03-15,432.684326171875
2004-03-16,432.684326171875
2004-03-17,432.684326171875
2004-03-18,432.684326171875
2004-03-19,432.684326171875
2004-03-22,432.684326171875
2004-03-23,432.684326171875
2004-03-24,432.684326171875
2004-03-25,432.684326171875
2004-03-26,432.684326171875
2004-03-29,432.684326171875
2004-03-30,432.684326171875
2004-03-31,432.684326171875
2004-04-01,432.684326171875
2004-04-02,432.684326171875
2004-04-05,432.684326171875
2004-04-06,432.684326171875
2004-04-07,432.684326171875
2004-04-08,432.684326171875
2004-04-09,432.684326171875
2004-04-12,432.684326171875
2004-04-13,432.684326171875
2004-04-14,432.684326171875
2004-04-15,432.684326171875
2004-04-16,432.684326171875
2004-04-19,432.684326171875
2004-04-20,432.684326171875
2004-04-21,432.684326171875
2004-04-22,432.684326171875
2004-04-23,432.684326171875
2004-04-26,432.684326171875
2004-04-27,432.684326171875
2004-04-28,432.684326171875
2004-04-29,432.684326171875
2004-04-30,432.684326171875
2004-05-03,432.684326171875
2004-05-04,432.684326171875
2004-05-05,432.684326171875
2004-05-06,432.684326171875
2004-05-07,432.684326171875
2004-05-10,432.684326171875
2004-05-11,432.684326171875
2004-05-12,432.684326171875
2004-05-13,432.684326171875
2004-05-14,432.684326171875
2004-05-17,432.684326171875
2004-05-18,432.684326171875
2004-05-19,432.684326171875
2004-05-20,432.684326171875
2004-05-21,432.684326171875
2004-05-24,432.684326171875
2004-05-25,432.684326171875
2004-05-26,432.684326171875
2004-05-27,432.684326171875
2004-05-28,432.684326171875
2004-05-31,432.684326171875
2004-06-01,432.684326171875
2004-06-02,432.684326171875
2004-06-03,432.684326171875
2004-06-04,432.684326171875
2004-06-07,432.684326171875
2004-06-08,432.684326171875
2004-06-09,432.684326171875
2004-06-10,432.684326171875
2004-06-11,432.684326171875
2004-06-14,432.684326171875
2004-06-15,432.684326171875
2004-06-16,432.684326171875
2004-06-17,432.684326171875
2004-06-18,432.684326171875
2004-06-21,432.684326171875
2004-06-22,432.684326171875
2004-06-23,432.684326171875
2004-06-24,432.684326171875
2004-06-25,432.684326171875
2004-06-28,432.684326171875
2004-06-29,432.684326171875
2004-06-30,432.684326171875
2004-07-01,432.684326171875
2004-07-02,432.684326171875
2004-07-05,432.684326171875
2004-07-06,432.684326171875
2004-07-07,432.684326171875
2004-07-08,432.684326171875
2004-07-09,432.684326171875
2004-07-12,432.684326171875
2004-07-13,432.684326171875
2004-07-14,432.684326171875
2004-07-15,432.684326171875
2004-07-16,432.684326171875
2004-07-19,432.684326171875
2004-07-20,432.684326171875
2004-07-21,432.684326171875
2004-07-22,432.684326171875
2004-07-23,432.684326171875
2004-07-26,432.684326171875
2004-07-27,432.684326171875
2004-07-28,432.684326171875
2004-07-29,432.684326171875
2004-07-30,432.684326171875
2004-08-02,432.684326171875
2004-08-03,432.684326171875
2004-08-04,432.684326171875
2004-08-05,432.684326171875
2004-08-06,432.684326171875
2004-08-09,432.684326171875
2004-08-10,432.684326171875
2004-08-11,432.684326171875
2004-08-12,432.684326171875
2004-08-13,432.684326171875
2004-08-16,432.684326171875
2004-08-17,432.684326171875
2004-08-18,432.684326171875
2004-08-19,432.684326171875
2004-08-20,432.684326171875
2004-08-23,432.684326171875
2004-08-24,432.684326171875
2004-08-25,432.684326171875
2004-08-26,432.684326171875
2004-08-27,432.684326171875
2004-08-30,432.684326171875
2004-08-31,432.684326171875
2004-09-01,432.684326171875
2004-09-02,432.684326171875
2004-09-03,432.684326171875
2004-09-06,432.684326171875
2004-09-07,432.684326171875
2004-09-08,432.684326171875
2004-09-09,432.684326171875
2004-09-10,432.684326171875
2004-09-13,432.684326171875
2004-09-14,432.684326171875
2004-09-15,432.684326171875
2004-09-16,432.684326171875
2004-09-17,432.684326171875
2004-09-20,432.684326171875
2004-09-21,432.684326171875
2004-09-22,432.684326171875
2004-09-23,432.684326171875
2004-09-24,432.684326171875
2004-09-27,432.684326171875
2004-09-28,432.684326171875
2004-09-29,432.684326171875
2004-09-30,432.684326171875
2004-10-01,432.684326171875
2004-10-04,432.684326171875
2004-10-05,432.684326171875
2004-10-06,432.684326171875
2004-10-07,432.684326171875
2004-10-08,432.684326171875
2004-10-11,432.684326171875
2004-10-12,432.684326171875
2004-10-13,432.684326171875
2004-10-14,432.684326171875
2004-10-15,432.684326171875
2004-10-18,432.684326171875
2004-10-19,432.684326171875
2004-10-20,432.684326171875
2004-10-21,432.684326171875
2004-10-22,432.684326171875
2004-10-25,432.684326171875
2004-10-26,432.684326171875
2004-10-27,432.684326171875
2004-10-28,432.684326171875
2004-10-29,432.684326171875
2004-11-01,432.684326171875
2004-11-02,432.684326171875
2004-11-03,432.684326171875
2004-11-04,432.684326171875
2004-11-05,432.684326171875
2004-11-08,432.684326171875
2004-11-09,432.684326171875
2004-11-10,432.684326171875
2004-11-11,432.684326171875
2004-11-12,432.684326171875
2004-11-15,432.684326171875
2004-11-16,432.684326171875
2004-11-17,432.684326171875
2004-11-18,432.684326171875
2004-11-19,432.684326171875
2004-11-22,432.684326171875
2004-11-23,432.684326171875
2004-11-24,432.684326171875
2004-11-25,432.684326171875
2004-11-26,432.684326171875
2004-11-29,432.684326171875
2004-11-30,432.684326171875
2004-12-01,432.684326171875
2004-12-02,432.684326171875
2004-12-03,432.684326171875
2004-12-06,432.684326171875
2004-12-07,432.684326171875
2004-12-08,432.684326171875
2004-12-09,432.684326171875
2004-12-10,432.684326171875
2004-12-13,432.684326171875
2004-12-14,432.684326171875
2004-12-15,432.684326171875
2004-12-16,432.684326171875
2004-12-17,432.684326171875
2004-12-20,432.684326171875
2004-12-21,432.684326171875
2004-12-22,432.684326171875
2004-12-23,432.684326171875
2004-12-24,432.684326171875
2004-12-27,432.684326171875
2004-12-28,432.684326171875
2004-12-29,432.684326171875
2004-12-30,432.684326171875
2004-12-31,432.684326171875
2005-01-03,432.684326171875
2005-01-04,432.684326171875
2005-01-05,432.684326171875
2005-01-06,432.684326171875
2005-01-07,432.684326171875
2005-01-10,432.684326171875
2005-01-11,432.684326171875
2005-01-12,432.684326171875
2005-01-13,432.684326171875
2005-01-14,432.684326171875
2005-01-17,432.684326171875
2005-01-18,432.684326171875
2005-01-19,432.684326171875
2005-01-20,432.684326171875
2005-01-24,432.684326171875
2005-01-25,432.684326171875
2005-01-27,432.684326171875
2005-01-28,432.684326171875
2005-01-31,432.684326171875
2005-02-01,432.684326171875
2005-02-02,432.684326171875
2005-02-03,432.684326171875
2005-02-04,432.684326171875
2005-02-07,432.684326171875
2005-02-08,432.684326171875
2005-02-09,432.684326171875
2005-02-10,432.684326171875
2005-02-11,432.684326171875
2005-02-14,432.684326171875
2005-02-15,432.684326171875
2005-02-16,432.684326171875
2005-02-17,432.684326171875
2005-02-18,432.684326171875
2005-02-21,432.684326171875
2005-02-22,432.684326171875
2005-02-23,432.684326171875
2005-02-24,432.684326171875
2005-02-25,432.684326171875
2005-02-28,432.684326171875
2005-03-01,432.684326171875
2005-03-02,432.684326171875
2005-03-03,432.684326171875
2005-03-04,432.684326171875
2005-03-07,432.684326171875
2005-03-08,432.684326171875
2005-03-09,432.684326171875
2005-03-10,432.684326171875
2005-03-11,432.684326171875
2005-03-14,432.684326171875
2005-03-15,432.684326171875
2005-03-16,432.684326171875
2005-03-17,432.684326171875
2005-03-18,432.684326171875
2005-03-21,432.684326171875
2005-03-22,432.684326171875
2005-03-23,432.684326171875
2005-03-24,432.684326171875
2005-03-28,432.684326171875
2005-03-29,432.684326171875
2005-03-30,432.684326171875
2005-03-31,432.684326171875
2005-04-01,432.684326171875
2005-04-04,432.684326171875
2005-04-05,432.684326171875
2005-04-06,432.684326171875
2005-04-07,432.684326171875
2005-04-08,432.684326171875
2005-04-11,432.684326171875
2005-04-12,432.684326171875
2005-04-13,432.684326171875
2005-04-15,432.684326171875
2005-04-18,432.684326171875
2005-04-19,432.684326171875
2005-04-20,433.07452392578125
2005-04-21,433.07452392578125
2005-04-22,433.07452392578125
2005-04-25,433.07452392578125
2005-04-26,433.07452392578125
2005-04-27,433.07452392578125
2005-04-28,433.07452392578125
2005-04-29,433.07452392578125
2005-05-02,433.07452392578125
2005-05-03,433.07452392578125
2005-05-04,433.07452392578125
2005-05-05,433.07452392578125
2005-05-06,433.07452392578125
2005-05-09,433.07452392578125
2005-05-10,433.07452392578125
2005-05-11,433.07452392578125
2005-05-12,433.07452392578125
2005-05-13,433.07452392578125
2005-05-16,433.07452392578125
2005-05-17,433.07452392578125
2005-05-18,433.07452392578125
2005-05-19,433.07452392578125
2005-05-20,433.07452392578125
2005-05-23,433.07452392578125
2005-05-24,433.07452392578125
2005-05-25,433.07452392578125
2005-05-26,433.07452392578125
2005-05-27,433.07452392578125
2005-05-30,433.07452392578125
2005-05-31,433.07452392578125
2005-06-01,433.07452392578125
2005-06-02,433.07452392578125
2005-06-03,433.07452392578125
2005-06-06,433.07452392578125
2005-06-07,433.07452392578125
2005-06-08,433.07452392578125
2005-06-09,433.07452392578125
2005-06-10,433.07452392578125
2005-06-13,433.07452392578125
2005-06-14,433.07452392578125
2005-06-15,433.07452392578125
2005-06-16,433.07452392578125
2005-06-17,433.07452392578125
2005-06-20,433.07452392578125
2005-06-21,433.07452392578125
2005-06-22,433.07452392578125
2005-06-23,433.07452392578125
2005-06-24,433.07452392578125
2005-06-27,433.07452392578125
2005-06-28,433.07452392578125
2005-06-29,433.07452392578125
2005-06-30,433.07452392578125
2005-07-01,433.07452392578125
2005-07-04,433.07452392578125
2005-07-05,433.07452392578125
2005-07-06,433.07452392578125
2005-07-07,433.07452392578125
2005-07-08,433.07452392578125
2005-07-11,433.07452392578125
2005-07-12,433.07452392578125
2005-07-13,433.07452392578125
2005-07-14,433.07452392578125
2005-07-15,433.07452392578125
2005-07-18,433.07452392578125
2005-07-19,433.07452392578125
2005-07-20,433.07452392578125
2005-07-21,433.07452392578125
2005-07-22,433.07452392578125
2005-07-25,433.07452392578125
2005-07-26,433.07452392578125
2005-07-27,433.07452392578125
2005-07-28,433.07452392578125
2005-07-29,433.07452392578125
2005-08-01,433.07452392578125
2005-08-02,433.07452392578125
2005-08-03,433.07452392578125
2005-08-04,433.07452392578125
2005-08-05,433.07452392578125
2005-08-08,433.07452392578125
2005-08-09,433.07452392578125
2005-08-10,433.07452392578125
2005-08-11,433.07452392578125
2005-08-12,433.07452392578125
2005-08-16,433.07452392578125
2005-08-17,433.07452392578125
2005-08-18,433.07452392578125
2005-08-19,433.07452392578125
2005-08-22,433.07452392578125
2005-08-23,433.07452392578125
2005-08-24,433.07452392578125
2005-08-25,433.07452392578125
2005-08-26,433.07452392578125
2005-08-29,433.07452392578125
2005-08-30,433.07452392578125
2005-08-31,433.07452392578125
2005-09-01,433.07452392578125
2005-09-02,433.07452392578125
2005-09-05,433.07452392578125
2005-09-06,433.07452392578125
2005-09-08,433.07452392578125
2005-09-09,433.07452392578125
2005-09-12,433.07452392578125
2005-09-13,433.07452392578125
2005-09-14,433.07452392578125
2005-09-15,433.07452392578125
2005-09-16,433.07452392578125
2005-09-19,433.07452392578125
2005-09-20,433.07452392578125
2005-09-21,433.07452392578125
2005-09-22,433.07452392578125
2005-09-23,433.07452392578125
2005-09-26,433.07452392578125
2005-09-27,433.07452392578125
2005-09-28,433.07452392578125
2005-09-29,433.07452392578125
2005-09-30,433.07452392578125
2005-10-03,433.07452392578125
2005-10-04,433.07452392578125
2005-10-05,433.07452392578125
2005-10-06,433.07452392578125
2005-10-07,433.07452392578125
2005-10-10,433.07452392578125
2005-10-11,433.07452392578125
2005-10-13,433.07452392578125
2005-10-14,433.07452392578125
2005-10-17,433.07452392578125
2005-10-18,433.07452392578125
2005-10-19,433.07452392578125
2005-10-20,433.07452392578125
2005-10-21,433.07452392578125
2005-10-24,433.07452392578125
2005-10-25,433.07452392578125
2005-10-26,433.07452392578125
2005-10-27,433.07452392578125
2005-10-28,433.07452392578125
2005-10-31,433.07452392578125
2005-11-02,433.07452392578125
2005-11-04,433.07452392578125
2005-11-07,433.07452392578125
2005-11-08,433.07452392578125
2005-11-09,433.07452392578125
2005-11-10,433.07452392578125
2005-11-11,433.07452392578125
2005-11-14,433.07452392578125
2005-11-16,433.07452392578125
2005-11-17,433.07452392578125
2005-11-18,433.07452392578125
2005-11-21,433.07452392578125
2005-11-22,433.07452392578125
2005-11-23,433.07452392578125
2005-11-24,433.07452392578125
2005-11-25,433.07452392578125
2005-11-28,433.07452392578125
2005-11-29,433.07452392578125
2005-11-30,433.07452392578125
2005-12-01,433.07452392578125
2005-12-02,433.07452392578125
2005-12-05,433.07452392578125
2005-12-06,433.07452392578125
2005-12-07,433.07452392578125
2005-12-08,433.07452392578125
2005-12-09,433.07452392578125
2005-12-12,433.07452392578125
2005-12-13,433.07452392578125
2005-12-14,433.07452392578125
2005-12-15,433.07452392578125
2005-12-16,433.07452392578125
2005-12-19,433.07452392578125
2005-12-20,433.07452392578125
2005-12-21,433.07452392578125
2005-12-22,433.07452392578125
2005-12-23,433.07452392578125
2005-12-26,433.07452392578125
2005-12-27,433.07452392578125
2005-12-28,433.07452392578125
2005-12-29,433.07452392578125
2005-12-30,433.07452392578125
2006-01-02,433.07452392578125
2006-01-03,433.07452392578125
2006-01-04,433.07452392578125
2006-01-05,433.07452392578125
2006-01-06,433.07452392578125
2006-01-09,433.07452392578125
2006-01-10,433.07452392578125
2006-01-12,433.07452392578125
2006-01-13,433.07452392578125
2006-01-16,433.07452392578125
2006-01-17,433.07452392578125
2006-01-18,433.07452392578125
2006-01-19,433.07452392578125
2006-01-20,433.07452392578125
2006-01-23,433.07452392578125
2006-01-24,433.07452392578125
2006-01-25,433.07452392578125
2006-01-27,433.07452392578125
2006-01-30,433.07452392578125
2006-01-31,433.07452392578125
2006-02-01,433.07452392578125
2006-02-02,433.07452392578125
2006-02-03,433.07452392578125
2006-02-06,433.07452392578125
2006-02-07,433.07452392578125
2006-02-08,433.07452392578125
2006-02-10,433.07452392578125
2006-02-13,433.07452392578125
2006-02-14,433.07452392578125
2006-02-15,433.07452392578125
2006-02-16,433.07452392578125
2006-02-17,433.07452392578125
2006-02-20,433.07452392578125
2006-02-21,433.07452392578125
2006-02-22,433.07452392578125
2006-02-23,433.07452392578125
2006-02-24,433.07452392578125
2006-02-27,433.07452392578125
2006-02-28,433.07452392578125
2006-03-01,433.07452392578125
2006-03-02,433.07452392578125
2006-03-03,433.07452392578125
2006-03-06,433.07452392578125
2006-03-07,433.07452392578125
2006-03-08,433.07452392578125
2006-03-09,433.07452392578125
2006-03-10,433.07452392578125
2006-03-13,433.07452392578125
2006-03-14,433.07452392578125
2006-03-16,433.07452392578125
2006-03-17,433.07452392578125
2006-03-20,433.07452392578125
2006-03-21,433.07452392578125
2006-03-22,433.07452392578125
2006-03-23,433.07452392578125
2006-03-24,433.07452392578125
2006-03-27,433.07452392578125
2006-03-28,433.07452392578125
2006-03-29,433.07452392578125
2006-03-30,433.07452392578125
2006-03-31,433.07452392578125
2006-04-03,433.07452392578125
2006-04-04,433.07452392578125
2006-04-05,433.07452392578125
2006-04-07,433.07452392578125
2006-04-10,433.07452392578125
2006-04-12,433.07452392578125
2006-04-13,433.07452392578125
2006-04-17,433.07452392578125
2006-04-18,433.07452392578125
2006-04-19,433.07452392578125
2006-04-20,433.07452392578125
2006-04-21,433.07452392578125
2006-04-24,433.07452392578125
2006-04-25,433.07452392578125
2006-04-26,433.07452392578125
2006-04-27,433.07452392578125
2006-04-28,433.07452392578125
2006-05-02,433.07452392578125
2006-05-03,433.07452392578125
2006-05-04,433.07452392578125
2006-05-05,433.07452392578125
2006-05-08,433.07452392578125
2006-05-09,433.07452392578125
2006-05-10,433.07452392578125
2006-05-11,433.07452392578125
2006-05-12,433.07452392578125
2006-05-15,433.07452392578125
2006-05-16,433.07452392578125
2006-05-17,433.07452392578125
2006-05-18,433.07452392578125
2006-05-19,433.07452392578125
2006-05-22,433.07452392578125
