Date,POWERINDIA
2020-09-25,935.3006591796875
2020-09-28,919.8575439453125
2020-09-29,915.2245483398438
2020-09-30,920.9535522460938
2020-10-01,968.2291870117188
2020-10-05,963.8453369140625
2020-10-06,974.2568969726562
2020-10-07,970.7698364257812
2020-10-08,934.4537353515625
2020-10-09,933.6068115234375
2020-10-12,926.582763671875
2020-10-13,924.1417846679688
2020-10-14,925.4869384765625
2020-10-15,896.0454711914062
2020-10-16,936.1474609375
2020-10-19,933.1087036132812
2020-10-20,936.1973876953125
2020-10-21,925.4869384765625
2020-10-22,961.5039672851562
2020-10-23,977.7442016601562
2020-10-26,959.3619995117188
2020-10-27,958.4154052734375
2020-10-28,982.6759643554688
2020-10-29,976.797607421875
2020-10-30,960.7567749023438
2020-11-02,932.7600708007812
2020-11-03,926.6824951171875
2020-11-04,926.0846557617188
2020-11-05,937.94091796875
2020-11-06,933.5072631835938
2020-11-09,939.7342529296875
2020-11-10,927.1307373046875
2020-11-11,940.2324829101562
2020-11-12,935.6992797851562
2020-11-13,968.7274169921875
2020-11-14,965.3399047851562
2020-11-17,1005.2427368164062
2020-11-18,998.1688232421875
2020-11-19,972.1646118164062
2020-11-20,958.116455078125
2020-11-23,978.1924438476562
2020-11-24,973.8583984375
2020-11-25,977.3455810546875
2020-11-26,1051.17333984375
2020-11-27,1135.56201171875
2020-12-01,1249.292724609375
2020-12-02,1229.4658203125
2020-12-03,1270.2652587890625
2020-12-04,1256.16748046875
2020-12-07,1250.0897216796875
2020-12-08,1212.77734375
2020-12-09,1189.1146240234375
2020-12-10,1231.0596923828125
2020-12-11,1305.53515625
2020-12-14,1355.7000732421875
2020-12-15,1353.95654296875
2020-12-16,1344.19287109375
2020-12-17,1322.7218017578125
2020-12-18,1309.2713623046875
2020-12-21,1218.1573486328125
2020-12-22,1245.3072509765625
2020-12-23,1358.2408447265625
2020-12-24,1323.7681884765625
2020-12-28,1315.99658203125
2020-12-29,1298.76025390625
2020-12-30,1300.3543701171875
2020-12-31,1287.9002685546875
2021-01-01,1300.7030029296875
2021-01-04,1316.8931884765625
2021-01-05,1294.4261474609375
2021-01-06,1261.24853515625
2021-01-07,1281.77294921875
2021-01-08,1292.633056640625
2021-01-11,1276.592041015625
2021-01-12,1317.4415283203125
2021-01-13,1298.2122802734375
2021-01-14,1278.0367431640625
2021-01-15,1273.85205078125
2021-01-18,1257.31298828125
2021-01-19,1265.08447265625
2021-01-20,1279.9298095703125
2021-01-21,1261.09912109375
2021-01-22,1240.126220703125
2021-01-25,1203.4117431640625
2021-01-27,1208.2938232421875
2021-01-28,1217.0616455078125
2021-01-29,1208.2440185546875
2021-02-01,1220.4989013671875
2021-02-02,1258.9072265625
2021-02-03,1282.2708740234375
2021-02-04,1277.5885009765625
2021-02-05,1276.293212890625
2021-02-08,1310.1680908203125
2021-02-09,1315.0999755859375
2021-02-10,1322.3731689453125
2021-02-11,1286.8043212890625
2021-02-12,1291.7860107421875
2021-02-15,1352.711181640625
2021-02-16,1338.214599609375
2021-02-17,1364.966064453125
2021-02-18,1429.47802734375
2021-02-19,1433.0152587890625
2021-02-22,1429.02978515625
2021-02-23,1500.5162353515625
2021-02-24,1531.700927734375
2021-02-25,1613.2005615234375
2021-02-26,1433.8121337890625
2021-03-01,1419.714111328125
2021-03-02,1419.3653564453125
2021-03-03,1405.018310546875
2021-03-04,1419.3653564453125
2021-03-05,1404.3707275390625
2021-03-08,1391.667724609375
2021-03-09,1365.61376953125
2021-03-10,1365.6634521484375
2021-03-12,1357.54345703125
2021-03-15,1306.48193359375
2021-03-16,1301.9486083984375
2021-03-17,1287.501708984375
2021-03-18,1289.1456298828125
2021-03-19,1306.631103515625
2021-03-22,1384.8426513671875
2021-03-23,1394.955322265625
2021-03-24,1391.5181884765625
2021-03-25,1351.1171875
2021-03-26,1334.6279296875
2021-03-30,1360.482666015625
2021-03-31,1361.9271240234375
2021-04-01,1377.6192626953125
2021-04-05,1372.2392578125
2021-04-06,1421.607177734375
2021-04-07,1483.8277587890625
2021-04-08,1486.169189453125
2021-04-09,1511.42578125
2021-04-12,1449.3548583984375
2021-04-13,1436.352783203125
2021-04-15,1506.0955810546875
2021-04-16,1510.6287841796875
2021-04-19,1466.541259765625
2021-04-20,1496.2818603515625
2021-04-22,1501.5621337890625
2021-04-23,1506.2451171875
2021-04-26,1515.0626220703125
2021-04-27,1546.9449462890625
2021-04-28,1689.419677734375
2021-04-29,1800.5098876953125
2021-04-30,1798.76611328125
2021-05-03,1817.4969482421875
2021-05-04,1787.9561767578125
2021-05-05,1749.99609375
2021-05-06,1715.1746826171875
2021-05-07,1715.622802734375
2021-05-10,1722.9459228515625
2021-05-11,1712.7833251953125
2021-05-12,1710.29248046875
2021-05-14,1702.371826171875
2021-05-17,1681.897216796875
2021-05-18,1721.8001708984375
2021-05-19,1695.31689453125
2021-05-20,1702.0498046875
2021-05-21,1768.33251953125
2021-05-24,1836.011474609375
2021-05-25,1801.6982421875
2021-05-26,1884.5389404296875
2021-05-27,1918.10400390625
2021-05-28,1906.7825927734375
2021-05-31,1936.407958984375
2021-06-01,1923.04150390625
2021-06-02,1909.725341796875
2021-06-03,1892.568603515625
2021-06-04,1890.97265625
2021-06-07,1884.3892822265625
2021-06-08,1868.529296875
2021-06-09,1840.9990234375
2021-06-10,1844.6397705078125
2021-06-11,1859.70166015625
2021-06-14,1834.4156494140625
2021-06-15,1813.96728515625
2021-06-16,1798.6558837890625
2021-06-17,1793.119873046875
2021-06-18,1814.2166748046875
2021-06-21,1839.751953125
2021-06-22,1842.4951171875
2021-06-23,1813.7677001953125
2021-06-24,1818.60546875
2021-06-25,1813.5682373046875
2021-06-28,1818.406005859375
2021-06-29,1801.3492431640625
2021-06-30,1885.586181640625
2021-07-01,1892.4688720703125
2021-07-02,1869.826171875
2021-07-05,1909.9248046875
2021-07-06,1892.6683349609375
2021-07-07,1887.6312255859375
2021-07-08,1916.8572998046875
2021-07-09,1917.9544677734375
2021-07-12,1919.4010009765625
2021-07-13,1907.48095703125
2021-07-14,1909.5755615234375
2021-07-15,1918.552978515625
2021-07-16,1911.171630859375
2021-07-19,1920.0989990234375
2021-07-20,1920.298583984375
2021-07-22,1921.4954833984375
2021-07-23,1866.6839599609375
2021-07-26,1921.44580078125
2021-07-27,1920.298583984375
2021-07-28,1921.89453125
2021-07-29,1907.7801513671875
2021-07-30,1920.7474365234375
2021-08-02,1931.570068359375
2021-08-03,2011.767578125
2021-08-04,1967.6290283203125
2021-08-05,1948.52734375
2021-08-06,1958.1529541015625
2021-08-09,1909.2762451171875
2021-08-10,1839.9515380859375
2021-08-11,1792.1224365234375
2021-08-12,1794.41650390625
2021-08-13,1793.7183837890625
2021-08-16,1774.0181884765625
2021-08-17,1871.3721923828125
2021-08-18,1814.914794921875
2021-08-20,1812.820068359375
2021-08-23,1803.49365234375
2021-08-24,1845.2879638671875
2021-08-25,1954.761474609375
2021-08-26,2153.958251953125
2021-08-27,2219.193603515625
2021-08-30,2181.33935546875
2021-08-31,2131.265625
2021-09-01,2404.425537109375
2021-09-02,2374.3515625
2021-09-03,2424.524658203125
2021-09-06,2408.8642578125
2021-09-07,2346.172607421875
2021-09-08,2319.789306640625
2021-09-09,2319.8388671875
2021-09-13,2320.437744140625
2021-09-14,2383.87744140625
2021-09-15,2429.861328125
2021-09-16,2376.894775390625
2021-09-17,2402.729736328125
2021-09-20,2301.435791015625
2021-09-21,2344.825927734375
2021-09-22,2323.43017578125
2021-09-23,2375.648193359375
2021-09-24,2305.026611328125
2021-09-27,2294.60302734375
2021-09-28,2294.951904296875
2021-09-29,2404.27587890625
2021-09-30,2432.654296875
2021-10-01,2446.968017578125
2021-10-04,2474.14892578125
2021-10-05,2425.771728515625
2021-10-06,2367.917724609375
2021-10-07,2394.650146484375
2021-10-08,2359.339599609375
2021-10-11,2409.312744140625
2021-10-12,2453.601318359375
2021-10-13,2455.546142578125
2021-10-14,2611.801513671875
2021-10-18,2657.88525390625
2021-10-19,2545.0703125
2021-10-20,2488.313720703125
2021-10-21,2474.14892578125
2021-10-22,2432.75390625
2021-10-25,2274.703125
2021-10-26,2336.94580078125
2021-10-27,2284.97705078125
2021-10-28,2243.531982421875
2021-10-29,2207.02392578125
2021-11-01,2165.030517578125
2021-11-02,2204.081298828125
2021-11-03,2278.79296875
2021-11-04,2309.7646484375
2021-11-08,2313.505126953125
2021-11-09,2305.076416015625
2021-11-10,2319.888916015625
2021-11-11,2310.11376953125
2021-11-12,2358.04248046875
2021-11-15,2530.756103515625
2021-11-16,2569.0595703125
2021-11-17,2622.82373046875
2021-11-18,2534.696533203125
2021-11-22,2516.04345703125
2021-11-23,2600.579833984375
2021-11-24,2556.790283203125
2021-11-25,2648.309326171875
2021-11-26,2508.661865234375
2021-11-29,2411.806396484375
2021-11-30,2639.58154296875
2021-12-01,2704.766845703125
2021-12-02,2743.518798828125
2021-12-03,2655.44140625
2021-12-06,2550.2568359375
2021-12-07,2565.618408203125
2021-12-08,2610.0556640625
2021-12-09,2610.355224609375
2021-12-10,2595.193603515625
2021-12-13,2603.52294921875
2021-12-14,2576.44091796875
2021-12-15,2563.373779296875
2021-12-16,2537.688720703125
2021-12-17,2524.072998046875
2021-12-20,2436.294921875
2021-12-21,2408.36572265625
2021-12-22,2521.329833984375
2021-12-23,2549.06005859375
2021-12-24,2535.145263671875
2021-12-27,2496.492919921875
2021-12-28,2489.909423828125
2021-12-29,2557.28955078125
2021-12-30,2550.0576171875
2021-12-31,2520.382080078125
2022-01-03,2501.0810546875
2022-01-04,2498.039306640625
2022-01-05,2483.4755859375
2022-01-06,2445.62109375
2022-01-07,2439.935791015625
2022-01-10,2444.0751953125
2022-01-11,2464.423828125
2022-01-12,2553.798095703125
2022-01-13,2636.4892578125
2022-01-14,2656.53857421875
2022-01-17,2708.7568359375
2022-01-18,2649.656005859375
2022-01-19,2783.61767578125
2022-01-20,2814.489501953125
2022-01-21,3023.1123046875
2022-01-24,2903.6142578125
2022-01-25,3176.7744140625
2022-01-27,3101.5146484375
2022-01-28,3213.78076171875
2022-01-31,3113.93310546875
2022-02-01,3223.057373046875
2022-02-02,3347.293212890625
2022-02-03,3293.529541015625
2022-02-04,3248.393310546875
2022-02-07,3087.150634765625
2022-02-08,3103.808349609375
2022-02-09,3076.57763671875
2022-02-10,2960.719970703125
2022-02-11,2817.282470703125
2022-02-14,2823.3671875
2022-02-15,2810.499755859375
2022-02-16,2825.31201171875
2022-02-17,2905.6591796875
2022-02-18,3097.524658203125
2022-02-21,3114.082275390625
2022-02-22,3164.2060546875
2022-02-23,3193.731201171875
2022-02-24,3020.3193359375
2022-02-25,3172.634765625
2022-02-28,3295.124755859375
2022-03-02,3408.638427734375
2022-03-03,3842.990966796875
2022-03-04,3574.41943359375
2022-03-07,3273.380126953125
2022-03-08,3399.711181640625
2022-03-09,3450.68212890625
2022-03-10,3376.96826171875
2022-03-11,3325.1494140625
2022-03-14,3299.21484375
2022-03-15,3451.429931640625
2022-03-16,3400.4091796875
2022-03-17,3395.22216796875
2022-03-21,3339.3134765625
2022-03-22,3315.62353515625
2022-03-23,3363.00390625
2022-03-24,3414.02490234375
2022-03-25,3370.434814453125
2022-03-28,3573.0732421875
2022-03-29,3534.96923828125
2022-03-30,3467.58984375
2022-03-31,3512.376220703125
2022-04-01,3487.888427734375
2022-04-04,3467.340087890625
2022-04-05,3451.779541015625
2022-04-06,3445.994140625
2022-04-07,3371.631591796875
2022-04-08,3453.624755859375
2022-04-11,3434.92236328125
2022-04-12,3475.6689453125
2022-04-13,3484.646240234375
2022-04-18,3403.8505859375
2022-04-19,3317.468505859375
2022-04-20,3295.972900390625
2022-04-21,3280.162841796875
2022-04-22,3227.945068359375
2022-04-25,3143.70751953125
2022-04-26,3131.8876953125
2022-04-27,3161.06396484375
2022-04-28,3169.043701171875
2022-04-29,3141.064697265625
2022-05-02,3081.46484375
2022-05-04,2872.4931640625
2022-05-05,2952.092041015625
2022-05-06,2982.71435546875
2022-05-09,2924.0625
2022-05-10,2824.414306640625
2022-05-11,2907.255615234375
2022-05-12,2855.087158203125
2022-05-13,3022.962646484375
2022-05-16,3064.3583984375
2022-05-17,3167.796875
2022-05-18,3104.307373046875
2022-05-19,3040.6181640625
2022-05-20,3073.93408203125
2022-05-23,3127.49853515625
2022-05-24,3128.246826171875
2022-05-25,3152.834716796875
2022-05-26,3127.099853515625
2022-05-27,3244.902099609375
2022-05-30,3332.48095703125
2022-05-31,3521.054443359375
2022-06-01,3501.354248046875
2022-06-02,3483.10009765625
2022-06-03,3373.37744140625
2022-06-06,3340.01171875
2022-06-07,3307.094970703125
2022-06-08,3314.02734375
2022-06-09,3286.646728515625
2022-06-10,3368.8388671875
2022-06-13,3278.81640625
2022-06-14,3247.1962890625
2022-06-15,3281.359619140625
2022-06-16,3110.142333984375
2022-06-17,3140.466064453125
2022-06-20,2869.201171875
2022-06-21,3107.000244140625
2022-06-22,3183.457275390625
2022-06-23,3113.733642578125
2022-06-24,3136.875
2022-06-27,3149.343505859375
2022-06-28,3142.061767578125
2022-06-29,3136.875
2022-06-30,3143.757568359375
2022-07-01,3142.011962890625
2022-07-04,3151.0390625
2022-07-05,3221.610595703125
2022-07-06,3295.573974609375
2022-07-07,3329.937255859375
2022-07-08,3266.1982421875
2022-07-11,3461.255615234375
2022-07-12,3415.919921875
2022-07-13,3462.8017578125
2022-07-14,3475.380615234375
2022-07-15,3523.900146484375
2022-07-18,3584.54931640625
2022-07-19,3537.37744140625
2022-07-20,3413.682861328125
2022-07-21,3372.10205078125
2022-07-22,3164.946044921875
2022-07-25,3082.93212890625
2022-07-26,3154.1142578125
2022-07-27,3237.9248046875
2022-07-28,3221.6015625
2022-07-29,3219.90478515625
2022-08-01,3304.96337890625
2022-08-02,3436.894775390625
2022-08-03,3317.54248046875
2022-08-04,3438.691162109375
2022-08-05,3520.056396484375
2022-08-08,3420.970703125
2022-08-10,3399.057373046875
2022-08-11,3296.3779296875
2022-08-12,3228.590087890625
2022-08-16,3325.828857421875
2022-08-17,3390.970947265625
2022-08-18,3383.832763671875
2022-08-19,3430.25537109375
2022-08-22,3530.988525390625
2022-08-23,3532.785400390625
2022-08-24,3511.62060546875
2022-08-25,3620.09033203125
2022-08-26,3677.544921875
2022-08-29,3628.0771484375
2022-08-30,3738.1943359375
2022-09-01,3758.710205078125
2022-09-02,3764.6005859375
2022-09-05,3802.787353515625
2022-09-06,3700.806640625
2022-09-07,3760.85693359375
2022-09-08,3758.2109375
2022-09-09,3701.505126953125
2022-09-12,3621.338134765625
2022-09-13,3621.288330078125
2022-09-14,3547.0615234375
2022-09-15,3501.587158203125
2022-09-16,3462.951171875
2022-09-19,3460.954345703125
2022-09-20,3453.3173828125
2022-09-21,3409.290283203125
2022-09-22,3608.90869140625
2022-09-23,3511.321044921875
2022-09-26,3502.236328125
2022-09-27,3478.17578125
2022-09-28,3461.753173828125
2022-09-29,3412.634765625
2022-09-30,3483.6669921875
2022-10-03,3468.941162109375
2022-10-04,3490.60546875
2022-10-06,3449.623291015625
2022-10-07,3442.73486328125
2022-10-10,3413.9326171875
2022-10-11,3400.355224609375
2022-10-12,3400.4052734375
2022-10-13,3390.9208984375
2022-10-14,3379.739501953125
2022-10-17,3363.516357421875
2022-10-18,3332.3681640625
2022-10-19,3297.6259765625
2022-10-20,3232.8330078125
2022-10-21,3221.052734375
2022-10-24,3239.37255859375
2022-10-25,3182.666748046875
2022-10-27,3230.686767578125
2022-10-28,3193.14892578125
2022-10-31,3158.955810546875
2022-11-01,3192.3505859375
2022-11-02,3181.31884765625
2022-11-03,3162.999267578125
2022-11-04,3137.940673828125
2022-11-07,3179.970947265625
2022-11-09,3131.700927734375
2022-11-10,3075.29443359375
2022-11-11,3077.291259765625
2022-11-14,3037.45751953125
2022-11-15,2983.946533203125
2022-11-16,2961.883056640625
2022-11-17,2937.822998046875
2022-11-18,2875.177001953125
2022-11-21,2880.7177734375
2022-11-22,2883.01416015625
2022-11-23,2920.501953125
2022-11-24,2922.098876953125
2022-11-25,2899.286865234375
2022-11-28,2911.267333984375
2022-11-29,2954.495361328125
2022-11-30,2948.355224609375
2022-12-01,2926.541748046875
2022-12-02,2931.3837890625
2022-12-05,3003.563720703125
2022-12-06,2985.643798828125
2022-12-07,3004.01318359375
2022-12-08,3050.5361328125
2022-12-09,3072.14990234375
2022-12-12,3292.63427734375
2022-12-13,3303.266357421875
2022-12-14,3321.9853515625
2022-12-15,3415.08056640625
2022-12-16,3342.4013671875
2022-12-19,3378.99072265625
2022-12-20,3414.032470703125
2022-12-21,3367.809326171875
2022-12-22,3322.035400390625
2022-12-23,3301.119873046875
2022-12-26,3281.05322265625
2022-12-27,3299.422607421875
2022-12-28,3307.209716796875
2022-12-29,3299.422607421875
2022-12-30,3341.802734375
2023-01-02,3347.492919921875
2023-01-03,3366.212158203125
2023-01-04,3319.289794921875
2023-01-05,3227.991455078125
2023-01-06,3282.850341796875
2023-01-09,3314.747314453125
2023-01-10,3331.269775390625
2023-01-11,3330.271484375
2023-01-12,3299.173095703125
2023-01-13,3263.632080078125
2023-01-16,3260.387451171875
2023-01-17,3277.758544921875
2023-01-18,3254.697265625
2023-01-19,3300.920166015625
2023-01-20,3223.548583984375
2023-01-23,3167.84130859375
2023-01-24,3125.26171875
2023-01-25,3116.476318359375
2023-01-27,3013.54736328125
2023-01-30,3020.13623046875
2023-01-31,3098.556396484375
2023-02-01,3141.38525390625
2023-02-02,3079.188720703125
2023-02-03,3044.745361328125
2023-02-06,3103.348388671875
2023-02-07,2997.37451171875
2023-02-08,2948.655029296875
2023-02-09,2996.525634765625
2023-02-10,3033.61376953125
2023-02-13,2998.971435546875
2023-02-14,3047.6904296875
2023-02-15,2985.44384765625
2023-02-16,2985.493896484375
2023-02-17,2998.123291015625
2023-02-20,3009.404052734375
2023-02-21,3045.3447265625
2023-02-22,3063.564208984375
2023-02-23,3171.285400390625
2023-02-24,3268.7734375
2023-02-27,3307.7587890625
2023-02-28,3321.386474609375
2023-03-01,3314.747314453125
2023-03-02,3327.32666015625
2023-03-03,3334.464599609375
2023-03-06,3395.762451171875
2023-03-08,3460.704833984375
2023-03-09,3524.948486328125
2023-03-10,3426.61181640625
2023-03-13,3477.077880859375
2023-03-14,3255.795166015625
2023-03-15,3324.43115234375
2023-03-16,3250.204345703125
2023-03-17,3300.67041015625
2023-03-20,3313.799072265625
2023-03-21,3230.886474609375
2023-03-22,3241.818115234375
2023-03-23,3351.5859375
2023-03-24,3328.0751953125
2023-03-27,3141.43505859375
2023-03-28,3140.935791015625
2023-03-29,3164.6962890625
2023-03-31,3337.85888671875
2023-04-03,3287.043212890625
2023-04-05,3218.706787109375
2023-04-06,3208.22412109375
2023-04-10,3156.310546875
2023-04-11,3146.177001953125
2023-04-12,3135.544677734375
2023-04-13,3126.9091796875
2023-04-17,3083.730712890625
2023-04-18,3076.193115234375
2023-04-19,3039.853271484375
2023-04-20,3192.4501953125
2023-04-21,3215.162841796875
2023-04-24,3229.388916015625
2023-04-25,3239.921630859375
2023-04-26,3283.69873046875
2023-04-27,3273.615478515625
2023-04-28,3303.016845703125
2023-05-02,3443.0341796875
2023-05-03,3349.58935546875
2023-05-04,3460.60498046875
2023-05-05,3723.61865234375
2023-05-08,3681.688232421875
2023-05-09,3732.404052734375
2023-05-10,3765.349365234375
2023-05-11,3796.996826171875
2023-05-12,3808.8271484375
2023-05-15,3902.072265625
2023-05-16,3806.3310546875
2023-05-17,3809.076416015625
2023-05-18,3967.064453125
2023-05-19,4025.267578125
2023-05-22,3933.220458984375
2023-05-23,3996.316162109375
2023-05-24,3799.792236328125
2023-05-25,3789.858154296875
2023-05-26,3780.57421875
2023-05-29,3861.04052734375
2023-05-30,3875.266845703125
2023-05-31,3840.074951171875
2023-06-01,3894.834228515625
2023-06-02,3905.0673828125
2023-06-05,3867.978759765625
2023-06-06,3978.046142578125
2023-06-07,3961.72314453125
2023-06-08,3908.46142578125
2023-06-09,3830.84033203125
2023-06-12,3922.188720703125
2023-06-13,4104.0869140625
2023-06-14,4078.279541015625
2023-06-15,3995.91650390625
2023-06-16,4063.005126953125
2023-06-19,4112.22314453125
2023-06-20,4127.048828125
2023-06-21,4154.25341796875
2023-06-22,4116.56591796875
2023-06-23,4090.10986328125
2023-06-26,4184.802734375
2023-06-27,4115.119140625
2023-06-28,4110.92578125
2023-06-30,4150.958984375
2023-07-03,4131.19189453125
2023-07-04,4101.19189453125
2023-07-05,4211.7578125
2023-07-06,4313.48974609375
2023-07-07,4254.78662109375
2023-07-10,4219.79443359375
2023-07-11,4182.40673828125
2023-07-12,4213.255859375
2023-07-13,4145.568359375
2023-07-14,4221.4921875
2023-07-17,4235.6689453125
2023-07-18,4228.63037109375
2023-07-19,4199.578125
2023-07-20,4161.341796875
2023-07-21,4195.4853515625
2023-07-24,4114.86962890625
2023-07-25,4137.58154296875
2023-07-26,4060.759033203125
2023-07-27,4049.9765625
2023-07-28,3953.436767578125
2023-07-31,3935.916259765625
2023-08-01,3958.279052734375
2023-08-02,4026.1162109375
2023-08-03,4268.763671875
2023-08-04,4185.25244140625
2023-08-07,4189.4951171875
2023-08-08,4293.6220703125
2023-08-09,4363.056640625
2023-08-10,4444.9345703125
2023-08-11,4407.16796875
2023-08-14,4294.46728515625
2023-08-16,4253.95361328125
2023-08-17,4324.0908203125
2023-08-18,4259.0986328125
2023-08-21,4381.4404296875
2023-08-22,4444.685546875
2023-08-23,4631.1708984375
2023-08-24,4575.61962890625
2023-08-25,4589.10791015625
2023-08-28,4612.88720703125
2023-08-29,4542.04931640625
2023-08-30,4451.17919921875
2023-08-31,4397.0771484375
2023-09-01,4377.044921875
2023-09-04,4389.533203125
2023-09-05,4414.31201171875
2023-09-06,4348.17041015625
2023-09-07,4459.37158203125
2023-09-08,4563.8798828125
2023-09-11,4564.87890625
2023-09-12,4347.47021484375
2023-09-13,4321.69384765625
2023-09-14,4357.71142578125
2023-09-15,4299.96240234375
2023-09-18,4197.65234375
2023-09-20,4159.4365234375
2023-09-21,4176.171875
2023-09-22,4196.103515625
2023-09-25,4179.8681640625
2023-09-26,4126.36572265625
2023-09-27,4145.49853515625
2023-09-28,4117.77294921875
2023-09-29,4096.54150390625
2023-10-03,4043.73828125
2023-10-04,3994.23193359375
2023-10-05,3965.906494140625
2023-10-06,3967.25537109375
2023-10-09,3934.734130859375
2023-10-10,4006.620849609375
2023-10-11,4113.7265625
2023-10-12,4313.30126953125
2023-10-13,4446.58349609375
2023-10-16,4545.94580078125
2023-10-17,4570.67431640625
2023-10-18,4577.21875
2023-10-19,4628.3232421875
2023-10-20,4547.84423828125
2023-10-23,4310.55322265625
2023-10-25,4278.28125
2023-10-26,4151.693359375
2023-10-27,4247.708984375
2023-10-30,4167.37890625
2023-10-31,4139.4541015625
2023-11-01,4150.49365234375
2023-11-02,4467.31494140625
2023-11-03,4464.66796875
2023-11-06,4400.97412109375
2023-11-07,4566.7275390625
2023-11-08,4567.826171875
2023-11-09,4474.4091796875
2023-11-10,4369.00244140625
2023-11-13,4359.5595703125
2023-11-15,4370.0009765625
2023-11-16,4572.97216796875
2023-11-17,4591.056640625
2023-11-20,4629.17236328125
2023-11-21,4620.130859375
2023-11-22,4694.41455078125
2023-11-23,4827.8974609375
2023-11-24,4826.89892578125
2023-11-28,4738.67626953125
2023-11-29,4720.54248046875
2023-11-30,4668.23828125
2023-12-01,4728.634765625
2023-12-04,4807.3154296875
2023-12-05,4766.50146484375
2023-12-06,4810.96240234375
2023-12-07,4851.87646484375
2023-12-08,4835.4404296875
2023-12-11,4858.6708984375
2023-12-12,4857.82080078125
2023-12-13,5059.3935546875
2023-12-14,5089.1669921875
2023-12-15,5072.9814453125
2023-12-18,5207.91259765625
2023-12-19,5059.693359375
2023-12-20,5029.66943359375
2023-12-21,5045.8056640625
2023-12-22,5126.58447265625
2023-12-26,5154.359375
2023-12-27,5250.17529296875
2023-12-28,5248.02734375
2023-12-29,5259.71728515625
2024-01-01,5452.49755859375
2024-01-02,5422.5234375
2024-01-03,5433.2138671875
2024-01-04,5625.8447265625
2024-01-05,5592.32421875
