Date,NAUKRI
2006-11-21,27.86229133605957
2006-11-22,27.58016586303711
2006-11-23,28.875591278076172
2006-11-24,27.446149826049805
2006-11-27,28.323091506958008
2006-11-28,28.052717208862305
2006-11-29,29.113048553466797
2006-11-30,29.667892456054688
2006-12-01,29.820707321166992
2006-12-04,28.337202072143555
2006-12-05,28.13031005859375
2006-12-06,27.8270206451416
2006-12-07,28.2078914642334
2006-12-08,27.415590286254883
2006-12-11,26.37172508239746
2006-12-12,25.17503547668457
2006-12-13,24.996356964111328
2006-12-14,25.520647048950195
2006-12-15,27.164026260375977
2006-12-18,26.592723846435547
2006-12-19,26.41404151916504
2006-12-20,27.164026260375977
2006-12-21,27.683616638183594
2006-12-22,28.00804901123047
2006-12-26,27.902252197265625
2006-12-27,27.667152404785156
2006-12-28,26.898361206054688
2006-12-29,27.28862953186035
2007-01-02,27.73298454284668
2007-01-03,28.967287063598633
2007-01-04,31.01504898071289
2007-01-05,32.338680267333984
2007-01-08,34.02439880371094
2007-01-09,32.08241271972656
2007-01-10,31.941364288330078
2007-01-11,32.83711242675781
2007-01-12,31.828510284423828
2007-01-15,31.790891647338867
2007-01-16,32.71957015991211
2007-01-17,32.50091552734375
2007-01-18,32.750118255615234
2007-01-19,32.228187561035156
2007-01-22,32.992286682128906
2007-01-23,33.41075897216797
2007-01-24,34.193660736083984
2007-01-25,34.47579574584961
2007-01-29,34.894290924072266
2007-01-31,32.73131561279297
2007-02-01,32.169395446777344
2007-02-02,34.37470626831055
2007-02-05,33.89508056640625
2007-02-06,34.01968765258789
2007-02-07,33.03694152832031
2007-02-08,34.79083251953125
2007-02-09,33.01578903198242
2007-02-12,30.671789169311523
2007-02-13,30.316789627075195
2007-02-14,29.870088577270508
2007-02-15,30.822265625
2007-02-19,31.221942901611328
2007-02-20,30.7141170501709
2007-02-21,31.07851791381836
2007-02-22,30.21803855895996
2007-02-23,28.656946182250977
2007-02-26,30.53072738647461
2007-02-27,31.39356803894043
2007-02-28,31.064424514770508
2007-03-01,31.48760223388672
2007-03-02,30.91395378112793
2007-03-05,30.32383918762207
2007-03-06,30.302677154541016
2007-03-07,30.001739501953125
2007-03-08,29.21649932861328
2007-03-09,29.919458389282227
2007-03-12,30.62242317199707
2007-03-13,31.473499298095703
2007-03-14,30.624774932861328
2007-03-15,31.64512825012207
2007-03-16,33.178009033203125
2007-03-19,34.67326736450195
2007-03-20,34.34646987915039
2007-03-21,32.74071502685547
2007-03-22,32.71251678466797
2007-03-23,32.247005462646484
2007-03-26,32.29401779174805
2007-03-28,31.76032066345215
2007-03-29,31.99543571472168
2007-03-30,31.84263038635254
2007-04-02,31.84966278076172
2007-04-03,31.941364288330078
2007-04-04,31.786184310913086
2007-04-05,31.431184768676758
2007-04-09,31.767391204833984
2007-04-10,32.239952087402344
2007-04-11,34.04085159301758
2007-04-12,34.301822662353516
2007-04-13,35.54317092895508
2007-04-16,37.71084213256836
2007-04-17,36.650516510009766
2007-04-18,36.11917495727539
2007-04-19,35.09881591796875
2007-04-20,34.501644134521484
2007-04-23,33.824546813964844
2007-04-24,34.6403694152832
2007-04-25,33.838653564453125
2007-04-26,34.50635528564453
2007-04-27,33.75402069091797
2007-04-30,36.612892150878906
2007-05-03,35.97576141357422
2007-05-04,35.34803771972656
2007-05-07,35.296302795410156
2007-05-08,38.76411056518555
2007-05-09,37.141876220703125
2007-05-10,38.300960540771484
2007-05-11,37.84014892578125
2007-05-14,38.02587890625
