Date,GICRE
2018-08-21,279.47601318359375
2018-08-23,279.6866149902344
2018-08-24,280.7816162109375
2018-08-27,280.4867858886719
2018-08-28,279.6866149902344
2018-08-29,282.55047607421875
2018-08-30,279.98138427734375
2018-08-31,281.3291015625
2018-09-03,284.57196044921875
2018-09-04,278.12835693359375
2018-09-05,275.7278137207031
2018-09-06,274.16949462890625
2018-09-07,275.5172119140625
2018-09-10,277.20184326171875
2018-09-11,277.20184326171875
2018-09-12,275.5172119140625
2018-09-14,282.7189025878906
2018-09-17,292.7422790527344
2018-09-18,298.6805114746094
2018-09-19,287.7305908203125
2018-09-21,297.5434265136719
2018-09-24,287.4778747558594
2018-09-25,276.9070129394531
2018-09-26,276.14892578125
2018-09-27,277.83349609375
2018-09-28,276.3594970703125
2018-10-01,267.3468322753906
2018-10-03,276.14892578125
2018-10-04,273.6220397949219
2018-10-05,267.9364929199219
2018-10-08,268.6524353027344
2018-10-09,267.5153503417969
2018-10-10,267.9786071777344
2018-10-11,265.6201477050781
2018-10-12,258.3763122558594
2018-10-15,267.05206298828125
2018-10-16,266.5887756347656
2018-10-17,261.3664855957031
2018-10-19,265.45166015625
2018-10-22,264.9462585449219
2018-10-23,263.8512878417969
2018-10-24,263.9355163574219
2018-10-25,266.1255187988281
2018-10-26,266.92572021484375
2018-10-29,269.536865234375
2018-10-30,272.65338134765625
2018-10-31,267.9786071777344
2018-11-01,268.90509033203125
2018-11-02,275.1381530761719
2018-11-05,275.8541259765625
2018-11-06,272.73760986328125
2018-11-07,273.3271789550781
2018-11-09,275.7698669433594
2018-11-12,272.82183837890625
2018-11-13,269.9580078125
2018-11-14,260.9032287597656
2018-11-15,262.6299743652344
2018-11-16,260.4399719238281
2018-11-19,258.6290283203125
2018-11-20,258.3763122558594
2018-11-21,256.01788330078125
2018-11-22,255.89151000976562
2018-11-26,254.83868408203125
2018-11-27,254.3754119873047
2018-11-28,243.8045196533203
2018-11-29,245.36277770996094
2018-11-30,240.05624389648438
2018-12-03,233.1072540283203
2018-12-04,234.49703979492188
2018-12-05,232.2649688720703
2018-12-06,234.11802673339844
2018-12-07,231.80169677734375
2018-12-10,230.0328369140625
2018-12-11,232.43344116210938
2018-12-12,233.27574157714844
2018-12-13,229.14840698242188
2018-12-14,229.5274658203125
2018-12-17,233.1914825439453
2018-12-18,238.2873992919922
2018-12-19,231.7174835205078
2018-12-20,232.30706787109375
2018-12-21,226.9584503173828
2018-12-24,221.9888458251953
2018-12-26,216.850830078125
2018-12-27,219.0829315185547
2018-12-28,215.3346710205078
2018-12-31,218.15638732910156
2019-01-01,218.49331665039062
2019-01-02,216.8087158203125
2019-01-03,219.9673309326172
2019-01-04,221.52560424804688
2019-01-07,222.03099060058594
2019-01-08,222.62059020996094
2019-01-09,221.4413604736328
2019-01-10,221.2307891845703
2019-01-11,220.80963134765625
2019-01-14,217.4404296875
2019-01-15,217.01925659179688
2019-01-16,217.524658203125
2019-01-17,217.3140869140625
2019-01-18,214.61871337890625
2019-01-21,212.7235565185547
2019-01-22,212.47084045410156
2019-01-23,208.6383819580078
2019-01-24,210.57565307617188
2019-01-25,206.61683654785156
2019-01-28,205.69032287597656
2019-01-29,205.31126403808594
2019-01-30,204.63743591308594
2019-01-31,205.0164794921875
2019-02-01,210.1123809814453
2019-02-04,212.93411254882812
2019-02-05,208.38568115234375
2019-02-06,203.37396240234375
2019-02-07,199.20458984375
2019-02-08,195.11940002441406
2019-02-11,181.85313415527344
2019-02-12,176.20970153808594
2019-02-14,188.591552734375
2019-02-15,184.67486572265625
2019-02-18,181.558349609375
2019-02-19,181.85313415527344
2019-02-20,184.7169647216797
2019-02-21,188.76002502441406
2019-02-22,188.80213928222656
2019-02-25,186.1488800048828
2019-02-26,182.06373596191406
2019-02-27,184.4221649169922
2019-02-28,183.15870666503906
2019-03-01,189.7707977294922
2019-03-05,207.16433715820312
2019-03-06,210.9547119140625
2019-03-07,209.01739501953125
2019-03-08,204.76377868652344
2019-03-11,211.333740234375
2019-03-12,219.25137329101562
2019-03-13,216.89292907714844
2019-03-14,215.62950134277344
2019-03-15,213.90277099609375
2019-03-18,207.9224090576172
2019-03-19,212.176025390625
2019-03-20,214.1975860595703
2019-03-22,208.30145263671875
2019-03-25,203.6687774658203
2019-03-26,202.86859130859375
2019-03-27,202.3632049560547
2019-03-28,201.05763244628906
2019-04-01,207.4170379638672
2019-04-02,213.7764129638672
2019-04-03,221.7782745361328
2019-04-04,221.35711669921875
2019-04-05,216.93504333496094
2019-04-08,213.94488525390625
2019-04-09,212.3445281982422
2019-04-10,209.6491241455078
2019-04-11,204.89013671875
2019-04-12,208.68048095703125
2019-04-15,210.57565307617188
2019-04-16,211.20738220214844
2019-04-18,219.04078674316406
2019-04-22,215.0398712158203
2019-04-23,210.23876953125
2019-04-24,210.28085327148438
2019-04-25,207.2906951904297
2019-04-26,206.0272216796875
2019-04-30,202.3210906982422
2019-05-02,203.03704833984375
2019-05-03,203.37396240234375
2019-05-06,203.12127685546875
2019-05-07,200.84706115722656
2019-05-08,199.07823181152344
2019-05-09,197.98324584960938
2019-05-10,197.4778594970703
2019-05-13,193.77174377441406
2019-05-14,193.13999938964844
2019-05-15,193.266357421875
2019-05-16,190.5288543701172
2019-05-17,193.603271484375
2019-05-20,194.57192993164062
2019-05-21,191.83444213867188
2019-05-22,190.9078826904297
2019-05-23,190.82366943359375
2019-05-24,193.64537048339844
2019-05-27,193.603271484375
2019-05-28,193.7296142578125
2019-05-29,193.51904296875
2019-05-30,190.2761688232422
2019-05-31,189.85501098632812
2019-06-03,193.64537048339844
2019-06-04,188.50733947753906
2019-06-06,182.44276428222656
2019-06-07,184.29580688476562
2019-06-10,184.4221649169922
2019-06-11,183.8746795654297
2019-06-12,184.29580688476562
2019-06-13,181.76893615722656
2019-06-14,181.01084899902344
2019-06-17,177.9785614013672
2019-06-18,176.7572021484375
2019-06-19,174.1881866455078
2019-06-20,174.44088745117188
2019-06-21,173.4301300048828
2019-06-24,173.34588623046875
2019-06-25,174.2724151611328
2019-06-26,175.49375915527344
2019-06-27,174.3566436767578
2019-06-28,183.91677856445312
2019-07-01,192.0449981689453
2019-07-02,187.15963745117188
2019-07-03,190.14981079101562
2019-07-04,193.47691345214844
2019-07-05,194.9088134765625
2019-07-08,189.93923950195312
2019-07-09,188.97059631347656
2019-07-10,194.65615844726562
2019-07-11,195.58267211914062
2019-07-12,191.70809936523438
2019-07-15,190.06558227539062
2019-07-16,189.81292724609375
2019-07-17,190.44461059570312
2019-07-18,189.93923950195312
2019-07-19,195.45291137695312
2019-07-22,192.1533966064453
2019-07-23,191.50216674804688
2019-07-24,188.0290069580078
2019-07-25,184.77288818359375
2019-07-26,181.8206787109375
2019-07-29,177.1319122314453
2019-07-30,172.8338623046875
2019-07-31,165.71385192871094
2019-08-01,161.936767578125
2019-08-02,168.27529907226562
2019-08-05,169.2738494873047
2019-08-06,166.71237182617188
2019-08-07,170.8367919921875
2019-08-08,172.0958251953125
2019-08-09,167.7543487548828
2019-08-13,165.8874969482422
2019-08-14,167.8845977783203
2019-08-16,159.20166015625
2019-08-19,156.94407653808594
2019-08-20,155.72848510742188
2019-08-21,149.73724365234375
2019-08-22,139.14407348632812
2019-08-23,146.04698181152344
2019-08-26,148.52163696289062
2019-08-27,154.16555786132812
2019-08-28,148.91238403320312
2019-08-29,146.8284912109375
2019-08-30,155.12066650390625
2019-09-03,149.78065490722656
2019-09-04,148.39138793945312
2019-09-05,148.1309356689453
2019-09-06,150.60552978515625
2019-09-09,149.95431518554688
2019-09-11,153.8616485595703
2019-09-12,153.42750549316406
2019-09-13,154.07870483398438
2019-09-16,160.80799865722656
2019-09-17,160.20018005371094
2019-09-18,159.85287475585938
2019-09-19,161.63287353515625
2019-09-20,165.3665313720703
2019-09-23,170.53286743164062
2019-09-24,171.40118408203125
2019-09-25,171.22750854492188
2019-09-26,177.08848571777344
2019-09-27,187.464599609375
2019-09-30,190.93777465820312
2019-10-01,197.53680419921875
2019-10-03,192.8914337158203
2019-10-04,193.62948608398438
2019-10-07,189.72215270996094
2019-10-09,186.2924041748047
2019-10-10,182.5153350830078
2019-10-11,182.81924438476562
2019-10-14,182.3850860595703
2019-10-15,188.5933837890625
2019-10-16,226.27732849121094
2019-10-17,229.40322875976562
2019-10-18,242.77493286132812
2019-10-22,225.8431854248047
2019-10-23,214.511962890625
2019-10-24,215.46707153320312
2019-10-25,237.13104248046875
2019-10-27,232.4856414794922
2019-10-29,261.1393127441406
2019-10-30,275.8134765625
2019-10-31,270.1695861816406
2019-11-01,261.3129577636719
2019-11-04,254.41009521484375
2019-11-05,243.29588317871094
2019-11-06,247.9846649169922
2019-11-07,244.07737731933594
2019-11-08,237.6085662841797
2019-11-11,244.03392028808594
2019-11-13,234.91683959960938
2019-11-14,232.9631805419922
2019-11-15,224.23684692382812
2019-11-18,213.1226806640625
2019-11-19,222.45684814453125
2019-11-20,214.5553741455078
2019-11-21,233.65782165527344
2019-11-22,224.3236846923828
2019-11-25,222.28317260742188
2019-11-26,220.5900115966797
2019-11-27,228.62173461914062
2019-11-28,225.1485595703125
2019-11-29,226.19049072265625
2019-12-02,230.83587646484375
2019-12-03,230.92271423339844
2019-12-04,229.1861114501953
2019-12-05,222.3265838623047
2019-12-06,216.98658752441406
2019-12-09,210.34414672851562
2019-12-10,206.34999084472656
2019-12-11,201.27047729492188
2019-12-12,198.75242614746094
2019-12-13,205.52511596679688
2019-12-16,201.3138885498047
2019-12-17,201.96511840820312
2019-12-18,205.13436889648438
2019-12-19,203.65829467773438
2019-12-20,202.05194091796875
2019-12-23,202.6597442626953
2019-12-24,198.31825256347656
2019-12-26,196.84217834472656
2019-12-27,198.66561889648438
2019-12-30,195.45291137695312
2019-12-31,196.58169555664062
2020-01-01,197.4065704345703
2020-01-02,212.73194885253906
2020-01-03,210.3007354736328
2020-01-06,207.30511474609375
2020-01-07,210.17047119140625
2020-01-08,207.21827697753906
2020-01-09,212.5583038330078
2020-01-10,211.69000244140625
2020-01-13,223.93295288085938
2020-01-14,222.19635009765625
2020-01-15,230.09783935546875
2020-01-16,226.62466430664062
2020-01-17,223.8461151123047
2020-01-20,221.28465270996094
2020-01-21,222.02268981933594
2020-01-22,216.16171264648438
2020-01-23,221.67538452148438
2020-01-24,231.00953674316406
2020-01-27,225.5826873779297
2020-01-28,225.66954040527344
2020-01-29,221.67538452148438
2020-01-30,214.7724609375
2020-01-31,217.0734100341797
2020-02-03,203.7451171875
2020-02-04,211.29928588867188
2020-02-05,221.50172424316406
2020-02-06,221.9358673095703
2020-02-07,236.1759033203125
2020-02-10,231.22659301757812
2020-02-11,204.74366760253906
2020-02-12,206.56704711914062
2020-02-13,198.44851684570312
2020-02-14,189.28802490234375
2020-02-17,184.94656372070312
2020-02-18,180.474853515625
2020-02-19,188.0724334716797
2020-02-20,182.73240661621094
2020-02-24,174.04946899414062
2020-02-25,172.5299530029297
2020-02-26,165.01922607421875
2020-02-27,155.29432678222656
2020-02-28,142.13966369628906
2020-03-02,142.92115783691406
2020-03-03,144.78794860839844
2020-03-04,142.05287170410156
2020-03-05,140.8372344970703
2020-03-06,138.14552307128906
2020-03-09,132.11087036132812
2020-03-11,131.98065185546875
2020-03-12,118.7825698852539
2020-03-13,121.34403228759766
2020-03-16,114.26744842529297
2020-03-17,108.49329376220703
2020-03-18,99.7669448852539
2020-03-19,89.82498931884766
2020-03-20,82.4444808959961
2020-03-23,78.3635025024414
2020-03-24,74.45619201660156
2020-03-25,78.14643859863281
2020-03-26,81.92351531982422
2020-03-27,86.0044937133789
2020-03-30,89.73815155029297
2020-03-31,91.34449768066406
2020-04-01,91.43132781982422
2020-04-03,94.7742691040039
2020-04-07,96.98839569091797
2020-04-08,96.4674301147461
2020-04-09,101.19963836669922
2020-04-13,102.89279174804688
2020-04-15,107.88549041748047
2020-04-16,113.26891326904297
2020-04-17,118.9128189086914
2020-04-20,122.86356353759766
2020-04-21,126.72747039794922
2020-04-22,126.72747039794922
2020-04-23,123.38455200195312
2020-04-24,117.21964263916016
2020-04-27,119.5206069946289
2020-04-28,115.0054931640625
2020-04-29,118.95624542236328
2020-04-30,121.56112670898438
2020-05-04,115.48306274414062
2020-05-05,113.09524536132812
2020-05-06,113.44256591796875
2020-05-07,110.57720947265625
2020-05-08,112.00987243652344
2020-05-11,113.0084228515625
2020-05-12,117.82743835449219
2020-05-13,115.78697204589844
2020-05-14,113.57282257080078
2020-05-15,118.1313705444336
2020-05-18,112.57427978515625
2020-05-19,107.625
2020-05-20,108.36305236816406
2020-05-21,108.31964111328125
2020-05-22,107.40792846679688
2020-05-26,105.67134094238281
2020-05-27,110.14305114746094
2020-05-28,115.48306274414062
2020-05-29,120.25867462158203
2020-06-01,121.08354949951172
2020-06-02,120.12843322753906
2020-06-03,117.9142837524414
2020-06-04,116.04744720458984
2020-06-05,119.69429779052734
2020-06-08,131.63333129882812
2020-06-09,136.14845275878906
2020-06-10,133.7172393798828
2020-06-11,130.41770935058594
2020-06-12,126.2499008178711
2020-06-15,123.42793273925781
2020-06-16,127.37867736816406
2020-06-17,134.6289520263672
2020-06-18,135.01966857910156
2020-06-19,133.1094207763672
2020-06-22,134.15138244628906
2020-06-23,134.19479370117188
2020-06-24,132.67526245117188
2020-06-25,135.75772094726562
2020-06-26,134.49868774414062
2020-06-29,129.3323516845703
2020-06-30,129.4626007080078
2020-07-01,131.893798828125
2020-07-02,132.41477966308594
2020-07-03,133.50015258789062
2020-07-06,132.37136840820312
2020-07-07,131.41624450683594
2020-07-08,139.6650390625
2020-07-09,138.31919860839844
2020-07-10,134.75918579101562
2020-07-13,132.9791717529297
2020-07-14,132.41477966308594
2020-07-15,128.68112182617188
2020-07-16,126.85771942138672
2020-07-17,127.6825942993164
2020-07-20,140.44650268554688
2020-07-21,137.58114624023438
2020-07-22,133.41331481933594
2020-07-23,135.1064910888672
2020-07-24,133.2830810546875
2020-07-27,129.2455291748047
2020-07-28,127.46551513671875
2020-07-29,127.85624694824219
2020-07-30,125.85914611816406
2020-07-31,124.90406799316406
2020-08-03,124.90406799316406
2020-08-04,123.68844604492188
2020-08-05,124.38307189941406
2020-08-06,122.2557601928711
2020-08-07,122.34257507324219
2020-08-10,129.80990600585938
2020-08-11,127.55233001708984
2020-08-12,124.12258911132812
2020-08-13,123.21086883544922
2020-08-14,123.21086883544922
2020-08-17,122.385986328125
2020-08-18,122.2557601928711
2020-08-19,126.55380249023438
2020-08-20,124.42649841308594
2020-08-21,126.38016510009766
2020-08-24,131.98065185546875
2020-08-25,129.89674377441406
2020-08-26,133.1094207763672
2020-08-27,136.49575805664062
2020-08-28,134.23822021484375
2020-08-31,127.33525085449219
2020-09-01,127.42208862304688
2020-09-02,128.68112182617188
2020-09-03,128.20355224609375
2020-09-04,124.64356231689453
2020-09-07,125.81575012207031
2020-09-08,120.51917266845703
2020-09-09,116.09086608886719
2020-09-10,118.34842681884766
2020-09-11,116.82891082763672
2020-09-14,116.394775390625
2020-09-15,116.04744720458984
2020-09-16,116.13428497314453
2020-09-17,115.52648162841797
2020-09-18,112.00987243652344
2020-09-21,108.44989013671875
2020-09-22,106.93037414550781
2020-09-23,105.80158233642578
2020-09-24,105.23719024658203
2020-09-25,107.625
2020-09-28,108.92743682861328
2020-09-29,106.62647247314453
2020-09-30,104.97672271728516
2020-10-01,105.88841247558594
2020-10-05,110.09963989257812
2020-10-06,109.10110473632812
2020-10-07,107.97232055664062
2020-10-08,106.06207275390625
2020-10-09,105.88841247558594
2020-10-12,106.1489028930664
2020-10-13,105.84500122070312
2020-10-14,105.6279296875
2020-10-15,103.84793090820312
2020-10-16,103.41378021240234
2020-10-19,109.18793487548828
2020-10-20,107.14744567871094
2020-10-21,105.9752426147461
2020-10-22,105.1503677368164
2020-10-23,105.4976806640625
2020-10-26,104.06499481201172
2020-10-27,104.75963592529297
2020-10-28,103.50060272216797
2020-10-29,102.58889770507812
2020-10-30,102.32841491699219
2020-11-02,105.58451080322266
2020-11-03,106.10548400878906
2020-11-04,105.88841247558594
2020-11-05,105.19377899169922
2020-11-06,105.36743927001953
2020-11-09,105.67134094238281
2020-11-10,106.66987609863281
2020-11-11,107.23426818847656
2020-11-12,108.31964111328125
2020-11-13,109.96939849853516
2020-11-14,110.14305114746094
2020-11-17,109.44842529296875
2020-11-18,108.84061431884766
2020-11-19,108.88402557373047
2020-11-20,109.18793487548828
2020-11-23,113.35574340820312
2020-11-24,118.99966430664062
2020-11-25,121.1269760131836
2020-11-26,119.78112030029297
2020-11-27,122.385986328125
2020-12-01,121.56112670898438
2020-12-02,121.25720977783203
2020-12-03,122.21233367919922
2020-12-04,121.08354949951172
2020-12-07,122.82013702392578
2020-12-08,123.8620834350586
2020-12-09,125.94599914550781
2020-12-10,124.99087524414062
2020-12-11,123.5147705078125
2020-12-14,123.94892120361328
2020-12-15,122.29917907714844
2020-12-16,122.73332214355469
2020-12-17,126.20648956298828
2020-12-18,123.8620834350586
2020-12-21,116.17769622802734
2020-12-22,118.95624542236328
2020-12-23,122.646484375
2020-12-24,122.47283172607422
2020-12-28,122.73332214355469
2020-12-29,121.7347640991211
2020-12-30,121.08354949951172
2020-12-31,120.77965545654297
2021-01-01,121.7347640991211
2021-01-04,123.1674575805664
2021-01-05,122.77672576904297
2021-01-06,121.43087768554688
2021-01-07,122.68989562988281
2021-01-08,125.59866333007812
2021-01-11,127.89967346191406
2021-01-12,128.68112182617188
2021-01-13,125.59866333007812
2021-01-14,125.46843719482422
2021-01-15,123.34112548828125
2021-01-18,120.43232727050781
2021-01-19,121.60453796386719
2021-01-20,122.12549591064453
2021-01-21,120.25867462158203
2021-01-22,118.391845703125
2021-01-25,116.13428497314453
2021-01-27,115.17915344238281
2021-01-28,115.74354553222656
2021-01-29,114.52792358398438
2021-02-01,120.38892364501953
2021-02-02,120.38892364501953
2021-02-03,119.60745239257812
2021-02-04,121.7347640991211
2021-02-05,120.21525573730469
2021-02-08,119.65087127685547
2021-02-09,117.04598999023438
2021-02-10,119.0430679321289
2021-02-11,119.69429779052734
2021-02-12,123.77526092529297
2021-02-15,124.86064147949219
2021-02-16,123.25428009033203
2021-02-17,123.68844604492188
2021-02-18,148.39138793945312
2021-02-19,178.04360961914062
2021-02-22,161.63287353515625
2021-02-23,170.4894561767578
2021-02-24,170.27239990234375
2021-02-25,172.3128662109375
2021-02-26,164.1509246826172
2021-03-01,171.61825561523438
2021-03-02,175.3953399658203
2021-03-03,172.0089874267578
2021-03-04,173.18116760253906
2021-03-05,170.8367919921875
2021-03-08,175.43875122070312
2021-03-09,174.35337829589844
2021-03-10,174.22312927246094
2021-03-12,180.4314422607422
2021-03-15,181.69046020507812
2021-03-16,196.0172882080078
2021-03-17,197.3631591796875
2021-03-18,196.1041259765625
2021-03-19,190.2865753173828
2021-03-22,190.720703125
2021-03-23,187.20413208007812
2021-03-24,183.81777954101562
2021-03-25,177.56605529785156
2021-03-26,176.13339233398438
2021-03-30,159.50555419921875
2021-03-31,173.13775634765625
2021-04-01,180.77874755859375
2021-04-05,176.43727111816406
2021-04-06,176.0465545654297
2021-04-07,177.69631958007812
2021-04-08,185.4241180419922
2021-04-09,183.81777954101562
2021-04-12,170.4894561767578
2021-04-13,178.78164672851562
2021-04-15,174.74411010742188
2021-04-16,182.12460327148438
2021-04-19,176.35043334960938
2021-04-20,176.65435791015625
2021-04-22,176.61093139648438
2021-04-23,176.0465545654297
2021-04-26,175.3953399658203
2021-04-27,179.25921630859375
2021-04-28,178.73825073242188
2021-04-29,175.56898498535156
2021-04-30,177.7831268310547
2021-05-03,177.7831268310547
2021-05-04,181.25631713867188
2021-05-05,178.69483947753906
2021-05-06,177.52264404296875
2021-05-07,177.04505920410156
2021-05-10,174.04946899414062
2021-05-11,175.43875122070312
2021-05-12,174.65728759765625
2021-05-14,173.61532592773438
2021-05-17,169.4909210205078
2021-05-18,171.1407012939453
2021-05-19,171.2709197998047
2021-05-20,170.05532836914062
2021-05-21,168.49240112304688
2021-05-24,167.927978515625
2021-05-25,168.1450653076172
2021-05-26,167.927978515625
2021-05-27,164.84556579589844
2021-05-28,167.53726196289062
2021-05-31,170.8802032470703
2021-06-01,170.8367919921875
2021-06-02,171.22750854492188
2021-06-03,173.6587371826172
2021-06-04,174.22312927246094
2021-06-07,174.65728759765625
2021-06-08,173.05091857910156
2021-06-09,170.01190185546875
2021-06-10,170.53286743164062
2021-06-11,170.5762939453125
2021-06-14,168.27529907226562
2021-06-15,169.18704223632812
2021-06-16,174.70069885253906
2021-06-17,176.65435791015625
2021-06-18,175.09141540527344
2021-06-21,172.44313049316406
2021-06-22,173.22459411621094
2021-06-23,172.5299530029297
2021-06-24,172.5733642578125
2021-06-25,172.22605895996094
2021-06-28,172.5299530029297
2021-06-29,177.3924102783203
2021-06-30,181.0392303466797
2021-07-01,178.65142822265625
2021-07-02,173.74557495117188
2021-07-05,172.8338623046875
2021-07-06,176.39385986328125
2021-07-07,172.39971923828125
2021-07-08,170.66314697265625
2021-07-09,168.83970642089844
2021-07-12,166.36508178710938
2021-07-13,164.45480346679688
2021-07-14,162.67481994628906
2021-07-15,160.46067810058594
2021-07-16,160.54750061035156
2021-07-19,159.11480712890625
2021-07-20,153.60113525390625
2021-07-22,151.51724243164062
2021-07-23,150.86602783203125
2021-07-26,151.77774047851562
2021-07-27,151.95140075683594
2021-07-28,155.8153076171875
2021-07-29,155.5113983154297
2021-07-30,156.7270050048828
2021-08-02,154.947021484375
2021-08-03,153.2538299560547
2021-08-04,151.3001708984375
2021-08-05,148.56504821777344
2021-08-06,148.73870849609375
2021-08-09,147.4796905517578
2021-08-10,145.52601623535156
2021-08-11,142.66065979003906
