Date,JAGRAN
2006-02-22,23.296457290649414
2006-02-23,22.49669075012207
2006-02-24,23.17572021484375
2006-02-27,22.51422882080078
2006-02-28,21.87338638305664
2006-03-01,21.959033966064453
2006-03-02,21.786699295043945
2006-03-03,21.72684669494629
2006-03-06,22.16543197631836
2006-03-07,21.988967895507812
2006-03-08,22.217025756835938
2006-03-09,24.52655029296875
2006-03-10,23.713367462158203
2006-03-13,22.901216506958008
2006-03-14,22.55654525756836
2006-03-16,22.40174674987793
2006-03-17,22.307842254638672
2006-03-20,22.591630935668945
2006-03-21,22.999252319335938
2006-03-22,25.03324317932129
2006-03-23,25.82063102722168
2006-03-24,25.807209014892578
2006-03-27,27.033180236816406
2006-03-28,25.1281795501709
2006-03-29,25.31290626525879
2006-03-30,25.01156997680664
2006-03-31,25.321163177490234
2006-04-03,25.0848388671875
2006-04-04,24.895992279052734
2006-04-05,25.192163467407227
2006-04-07,24.753582000732422
2006-04-10,24.521392822265625
2006-04-12,24.681344985961914
2006-04-13,23.584375381469727
2006-04-17,23.945558547973633
2006-04-18,24.03120994567871
2006-04-19,24.517269134521484
2006-04-20,26.555374145507812
2006-04-21,26.06519889831543
2006-04-24,25.755617141723633
2006-04-25,25.648292541503906
2006-04-26,25.708148956298828
2006-04-27,25.979551315307617
2006-04-28,25.403718948364258
2006-05-02,25.364501953125
2006-05-03,25.382043838500977
2006-05-04,25.377912521362305
2006-05-05,25.47182273864746
2006-05-08,25.62662124633789
2006-05-09,25.46356964111328
2006-05-10,25.54509162902832
2006-05-11,25.540964126586914
2006-05-12,25.372758865356445
2006-05-15,25.38617706298828
2006-05-16,25.648292541503906
2006-05-17,25.459440231323242
2006-05-18,25.372758865356445
2006-05-19,23.403783798217773
2006-05-22,22.397624969482422
2006-05-23,22.552410125732422
2006-05-24,22.746421813964844
2006-05-25,22.23870086669922
2006-05-26,22.40587615966797
2006-05-29,22.333641052246094
2006-05-30,22.143762588500977
2006-05-31,21.72684669494629
2006-06-01,20.789831161499023
2006-06-02,20.363632202148438
2006-06-05,20.635038375854492
2006-06-06,19.619585037231445
2006-06-07,17.487564086914062
2006-06-08,15.681638717651367
2006-06-09,16.6186580657959
2006-06-12,16.777576446533203
2006-06-13,15.574312210083008
2006-06-14,14.933466911315918
2006-06-15,15.77554702758789
2006-06-16,16.4979190826416
2006-06-19,16.287397384643555
2006-06-20,16.13673210144043
2006-06-21,16.632068634033203
2006-06-22,17.302846908569336
2006-06-23,17.672285079956055
2006-06-26,17.02730941772461
2006-06-27,16.833301544189453
2006-06-28,17.225446701049805
2006-06-29,17.54741859436035
2006-06-30,17.771350860595703
2006-07-03,17.366825103759766
2006-07-04,16.8549747467041
2006-07-05,16.8983154296875
2006-07-06,17.134634017944336
2006-07-07,17.164562225341797
2006-07-10,17.001514434814453
2006-07-11,17.336898803710938
2006-07-12,17.315227508544922
2006-07-13,17.27188491821289
2006-07-14,18.025211334228516
2006-07-17,17.80540657043457
2006-07-18,17.63306999206543
2006-07-19,20.325448989868164
2006-07-20,19.21196937561035
2006-07-21,18.291461944580078
2006-07-24,18.67018699645996
2006-07-25,18.77338218688965
2006-07-26,19.29349136352539
2006-07-27,20.041654586791992
2006-07-28,20.054044723510742
2006-07-31,24.066295623779297
2006-08-01,25.13231086730957
2006-08-02,26.822662353515625
2006-08-03,24.03120994567871
2006-08-04,26.598718643188477
2006-08-07,26.706052780151367
2006-08-08,26.198322296142578
2006-08-09,26.112674713134766
2006-08-10,26.03940200805664
2006-08-11,25.450153350830078
2006-08-14,25.054916381835938
2006-08-16,25.725688934326172
2006-08-17,26.388202667236328
2006-08-18,26.864973068237305
2006-08-21,27.4201602935791
2006-08-22,26.75351905822754
2006-08-23,26.263338088989258
2006-08-24,26.4356746673584
2006-08-25,26.396453857421875
2006-08-28,26.30668067932129
2006-08-29,26.10028648376465
2006-08-30,25.739099502563477
2006-08-31,24.934173583984375
2006-09-01,24.866065979003906
2006-09-04,25.34282875061035
2006-09-05,25.674087524414062
2006-09-06,25.63590431213379
2006-09-07,25.1281795501709
2006-09-08,24.999187469482422
2006-09-11,24.130281448364258
2006-09-12,24.186004638671875
2006-09-13,26.120927810668945
2006-09-14,25.523427963256836
2006-09-15,26.233409881591797
2006-09-18,25.527551651000977
2006-09-19,24.616331100463867
2006-09-20,24.788667678833008
2006-09-21,25.295358657836914
2006-09-22,25.570892333984375
2006-09-25,25.248920440673828
2006-09-26,25.695758819580078
2006-09-27,25.183902740478516
2006-09-28,25.14985466003418
2006-09-29,25.175655364990234
2006-10-03,25.020858764648438
2006-10-04,25.23963165283203
2006-10-05,25.243762969970703
2006-10-06,25.22312355041504
2006-10-09,25.725688934326172
