Date,INDUSTOWER
2012-12-28,121.7200698852539
2012-12-31,123.02204132080078
2013-01-01,125.59427642822266
2013-01-02,127.9759521484375
2013-01-03,129.7860565185547
2013-01-04,131.56436157226562
2013-01-07,131.72312927246094
2013-01-08,128.89686584472656
2013-01-09,130.23060607910156
2013-01-10,130.26239013671875
2013-01-11,130.48464965820312
2013-01-14,131.97720336914062
2013-01-15,130.3576202392578
2013-01-16,129.81781005859375
2013-01-17,130.16708374023438
2013-01-18,130.19888305664062
2013-01-21,130.23060607910156
2013-01-22,130.23060607910156
2013-01-23,129.94480895996094
2013-01-24,130.8975067138672
2013-01-25,132.2947540283203
2013-01-28,133.56497192382812
2013-01-29,134.73995971679688
2013-01-30,133.34268188476562
2013-01-31,129.7225341796875
2013-02-01,130.83396911621094
2013-02-04,133.34268188476562
2013-02-05,133.27919006347656
2013-02-06,133.37445068359375
2013-02-07,131.8184051513672
2013-02-08,131.43734741210938
2013-02-11,129.15089416503906
2013-02-12,127.24556732177734
2013-02-13,123.91119384765625
2013-02-14,122.45043182373047
2013-02-15,119.49715423583984
2013-02-18,121.87883758544922
2013-02-19,121.68830871582031
2013-02-20,124.51456451416016
2013-02-21,123.7206802368164
2013-02-22,121.68830871582031
2013-02-25,121.9740982055664
2013-02-26,121.9740982055664
2013-02-27,117.21074676513672
2013-02-28,121.87883758544922
2013-03-01,121.18019104003906
2013-03-04,122.10112762451172
2013-03-05,124.2287826538086
2013-03-06,125.086181640625
2013-03-07,124.45106506347656
2013-03-08,123.02204132080078
2013-03-11,122.76799011230469
2013-03-12,120.57686614990234
2013-03-13,120.60861206054688
2013-03-14,120.54509735107422
2013-03-15,117.56004333496094
2013-03-18,116.54386901855469
2013-03-19,115.5276870727539
2013-03-20,114.2574234008789
2013-03-21,110.44674682617188
2013-03-22,109.93865966796875
2013-03-25,108.12855529785156
2013-03-26,107.96979522705078
2013-03-28,113.65409088134766
2013-04-01,113.78111267089844
2013-04-02,116.79791259765625
2013-04-03,115.17835235595703
2013-04-04,114.32093811035156
2013-04-05,114.95608520507812
2013-04-08,112.73316192626953
2013-04-09,112.4791259765625
2013-04-10,113.2094955444336
2013-04-11,111.20889282226562
2013-04-12,108.70015716552734
2013-04-15,104.22260284423828
2013-04-16,104.28610229492188
2013-04-17,107.93801879882812
2013-04-18,108.12855529785156
2013-04-22,114.2574234008789
2013-04-23,111.20889282226562
2013-04-25,111.87576293945312
2013-04-26,113.3682861328125
2013-04-29,113.55883026123047
2013-04-30,112.92369842529297
2013-05-02,111.87576293945312
2013-05-03,111.5582046508789
2013-05-06,111.20889282226562
2013-05-07,111.52644348144531
2013-05-08,112.44738006591797
2013-05-09,112.92369842529297
2013-05-10,112.09805297851562
2013-05-13,110.44674682617188
2013-05-14,111.84398651123047
2013-05-15,111.97101593017578
2013-05-16,110.73255157470703
2013-05-17,110.954833984375
2013-05-20,110.85955810546875
2013-05-21,111.58997344970703
2013-05-22,109.24003601074219
2013-05-23,107.93801879882812
2013-05-24,111.01834106445312
2013-05-27,109.87515258789062
2013-05-28,109.3670425415039
2013-05-29,108.70015716552734
2013-05-30,107.68397521972656
2013-05-31,108.28734588623047
2013-06-03,106.92183685302734
2013-06-04,107.77924346923828
2013-06-05,107.398193359375
2013-06-06,107.1759033203125
2013-06-07,104.9847412109375
2013-06-10,103.33344268798828
2013-06-11,97.74442291259766
2013-06-12,96.69647979736328
2013-06-13,97.64912414550781
2013-06-14,98.44303131103516
2013-06-17,96.60120391845703
2013-06-18,96.4106674194336
2013-06-19,98.37952423095703
2013-06-20,93.87828826904297
2013-06-21,95.3031234741211
2013-06-24,96.14508819580078
2013-06-25,92.19438171386719
2013-06-26,93.19823455810547
2013-06-27,96.43656158447266
2013-06-28,99.0271987915039
2013-07-01,99.12434387207031
2013-07-02,98.44429016113281
2013-07-03,99.70722198486328
2013-07-04,99.57768249511719
2013-07-05,98.76812744140625
2013-07-08,97.76422882080078
2013-07-09,97.73188018798828
2013-07-10,98.37953186035156
2013-07-11,100.93778228759766
2013-07-12,101.71498107910156
2013-07-15,101.68257141113281
2013-07-16,102.36263275146484
2013-07-17,100.25774383544922
2013-07-18,101.0997085571289
2013-07-19,100.2901382446289
2013-07-22,99.28624725341797
2013-07-23,98.1204605102539
2013-07-24,97.34327697753906
2013-07-25,96.56609344482422
2013-07-26,97.21376037597656
2013-07-29,93.94306182861328
2013-07-30,96.7603530883789
2013-07-31,96.3718032836914
2013-08-01,96.11270904541016
2013-08-02,96.3718032836914
2013-08-05,97.0842056274414
2013-08-06,94.88215637207031
2013-08-07,95.27075958251953
2013-08-08,97.27851104736328
2013-08-12,97.60234069824219
2013-08-13,97.05183410644531
2013-08-14,97.21376037597656
2013-08-16,97.14898681640625
2013-08-19,96.3718032836914
2013-08-20,94.8174057006836
2013-08-21,90.08949279785156
2013-08-22,90.93144226074219
2013-08-23,89.5389633178711
2013-08-26,85.6854019165039
2013-08-27,84.61676025390625
2013-08-28,86.94831848144531
2013-08-29,87.27217102050781
2013-08-30,90.15425109863281
2013-09-02,89.83041381835938
2013-09-03,89.0208511352539
2013-09-04,89.63611602783203
2013-09-05,91.09335327148438
2013-09-06,93.61920928955078
2013-09-10,95.0440902709961
2013-09-11,98.47669219970703
2013-09-12,100.25774383544922
2013-09-13,101.16446685791016
2013-09-16,101.35877990722656
2013-09-17,102.36263275146484
2013-09-18,103.01029205322266
2013-09-19,106.92863464355469
2013-09-20,105.21234130859375
2013-09-23,102.94551086425781
2013-09-24,103.30174255371094
2013-09-25,103.69034576416016
2013-09-26,103.1722183227539
2013-09-27,103.46365356445312
2013-09-30,101.29399108886719
2013-10-01,98.80049896240234
2013-10-03,100.4196548461914
2013-10-04,102.03881072998047
2013-10-07,103.04267120361328
2013-10-08,102.20072174072266
2013-10-09,102.29788208007812
2013-10-10,103.26935577392578
2013-10-11,102.03881072998047
2013-10-14,103.59319305419922
2013-10-15,103.69034576416016
2013-10-17,103.59319305419922
2013-10-18,103.65797424316406
2013-10-21,106.5076675415039
2013-10-22,104.85612487792969
2013-10-23,103.69034576416016
2013-10-24,103.01029205322266
2013-10-25,102.26547241210938
2013-10-28,99.6100845336914
2013-10-29,98.1204605102539
2013-10-30,99.48057556152344
2013-10-31,106.7667007446289
2013-11-01,104.98565673828125
2013-11-05,104.24085235595703
2013-11-06,106.99339294433594
2013-11-07,108.80683898925781
2013-11-08,108.35348510742188
2013-11-11,103.46365356445312
2013-11-12,99.90152740478516
2013-11-13,100.5815658569336
2013-11-14,102.20072174072266
2013-11-18,102.97792053222656
2013-11-19,101.9740219116211
2013-11-20,102.3950424194336
2013-11-21,102.91315460205078
2013-11-22,103.0750503540039
2013-11-25,104.95327758789062
2013-11-26,104.01416778564453
2013-11-27,103.01029205322266
2013-11-28,101.13208770751953
2013-11-29,102.4273910522461
2013-12-02,102.62169647216797
2013-12-03,103.62555694580078
2013-12-04,105.98954010009766
2013-12-05,107.51153564453125
2013-12-06,111.46226501464844
2013-12-09,114.60340881347656
2013-12-10,116.48163604736328
2013-12-11,119.75231170654297
2013-12-12,115.93109130859375
2013-12-13,112.40138244628906
2013-12-16,112.27185821533203
2013-12-17,113.66431427001953
2013-12-18,113.40524291992188
2013-12-19,114.66819763183594
2013-12-20,113.79386901855469
2013-12-23,110.0050277709961
2013-12-24,109.0982894897461
2013-12-26,109.45450592041016
2013-12-27,109.22782897949219
2013-12-30,109.55164337158203
2013-12-31,109.1630630493164
2014-01-01,108.90400695800781
2014-01-02,111.0736312866211
2014-01-03,113.2109375
2014-01-06,114.02054595947266
2014-01-07,113.2109375
2014-01-08,114.60340881347656
2014-01-09,114.76533508300781
2014-01-10,115.12152099609375
2014-01-13,114.24720001220703
2014-01-14,113.50237274169922
2014-01-15,113.2757339477539
2014-01-16,111.91563415527344
2014-01-17,111.33271026611328
2014-01-20,108.54779052734375
2014-01-21,108.12679290771484
2014-01-22,107.1229248046875
2014-01-23,108.83924865722656
2014-01-24,112.7575912475586
2014-01-27,108.64493560791016
2014-01-28,111.2355728149414
2014-01-29,112.69281005859375
2014-01-30,110.9117431640625
2014-01-31,111.3651123046875
2014-02-03,106.5076675415039
2014-02-04,107.02578735351562
2014-02-05,107.41439056396484
2014-02-06,109.7783432006836
2014-02-07,108.19158172607422
2014-02-10,107.34962463378906
2014-02-11,108.15918731689453
2014-02-12,108.77446746826172
2014-02-13,109.03353118896484
2014-02-14,111.88323974609375
2014-02-17,110.10218811035156
2014-02-18,110.49077606201172
2014-02-19,110.9117431640625
2014-02-20,110.19929504394531
2014-02-21,111.65654754638672
2014-02-24,111.0736312866211
2014-02-25,111.30033874511719
2014-02-26,111.3651123046875
2014-02-28,116.44924926757812
2014-03-03,121.50102233886719
2014-03-04,123.24967193603516
2014-03-05,130.50344848632812
2014-03-06,133.8065185546875
2014-03-07,133.06170654296875
2014-03-10,137.23910522460938
2014-03-11,136.59144592285156
2014-03-12,131.47494506835938
2014-03-13,129.43482971191406
2014-03-14,127.03845977783203
2014-03-18,129.4672088623047
2014-03-19,129.07859802246094
2014-03-20,127.07084655761719
2014-03-21,129.30528259277344
2014-03-24,128.17189025878906
2014-03-25,129.3376922607422
2014-03-26,134.09796142578125
2014-03-27,135.68472290039062
2014-03-28,132.12258911132812
2014-03-31,131.7340087890625
2014-04-01,131.960693359375
2014-04-02,131.50729370117188
2014-04-03,128.94908142089844
2014-04-04,129.4024200439453
2014-04-07,129.69390869140625
2014-04-09,126.9089584350586
2014-04-10,126.9089584350586
2014-04-11,126.55274963378906
2014-04-15,126.68228149414062
2014-04-16,126.74702453613281
2014-04-17,126.39080047607422
2014-04-21,128.46331787109375
2014-04-22,128.8519287109375
2014-04-23,131.9282989501953
2014-04-24,131.9282989501953
2014-04-25,136.91526794433594
2014-04-28,138.14585876464844
2014-04-29,139.21449279785156
2014-04-30,139.6678466796875
2014-05-02,142.0317840576172
2014-05-05,138.30775451660156
2014-05-06,144.16908264160156
2014-05-07,145.49679565429688
2014-05-08,145.399658203125
2014-05-09,144.9138946533203
2014-05-12,143.71571350097656
2014-05-13,144.84913635253906
2014-05-14,153.04202270507812
2014-05-15,149.54464721679688
2014-05-16,151.0019073486328
2014-05-19,152.16769409179688
2014-05-20,151.39047241210938
2014-05-21,152.13528442382812
2014-05-22,154.82308959960938
2014-05-23,152.75057983398438
2014-05-26,154.7259521484375
2014-05-27,150.2246856689453
2014-05-28,155.34120178222656
2014-05-29,151.90859985351562
2014-05-30,149.93325805664062
2014-06-02,152.94483947753906
2014-06-03,151.5847930908203
2014-06-04,158.64425659179688
2014-06-05,158.6118927001953
2014-06-06,158.51473999023438
2014-06-09,158.67666625976562
2014-06-10,168.3591766357422
2014-06-11,168.19725036621094
2014-06-12,168.3591766357422
2014-06-13,162.789306640625
2014-06-16,159.42147827148438
2014-06-17,163.56649780273438
2014-06-18,159.7129364013672
2014-06-19,161.39682006835938
2014-06-20,157.05751037597656
2014-06-23,152.68580627441406
2014-06-24,160.23106384277344
2014-06-25,160.74917602539062
2014-06-26,161.88259887695312
2014-06-27,170.36691284179688
2014-06-30,165.54185485839844
2014-07-01,168.3591766357422
2014-07-02,171.43557739257812
2014-07-03,172.9251708984375
2014-07-04,169.03921508789062
2014-07-07,164.69989013671875
2014-07-08,164.34368896484375
2014-07-09,163.4693603515625
2014-07-10,164.4732208251953
2014-07-11,165.73614501953125
2014-07-14,165.02374267578125
2014-07-15,170.30218505859375
2014-07-16,171.079345703125
2014-07-17,171.53269958496094
2014-07-18,171.27366638183594
2014-07-21,169.16876220703125
2014-07-22,173.57284545898438
2014-07-23,174.44715881347656
2014-07-24,175.2509307861328
2014-07-25,174.61463928222656
2014-07-28,172.3373260498047
2014-07-30,169.1558380126953
2014-07-31,171.4665985107422
2014-08-01,175.75326538085938
2014-08-04,179.0352325439453
2014-08-05,184.22613525390625
2014-08-06,182.0828094482422
2014-08-07,169.3567657470703
2014-08-08,173.40899658203125
2014-08-11,174.84902954101562
2014-08-12,179.5041046142578
2014-08-13,179.4706268310547
2014-08-14,179.23617553710938
2014-08-18,180.4083251953125
2014-08-19,177.29380798339844
2014-08-20,175.51882934570312
2014-08-21,177.32728576660156
2014-08-22,170.89727783203125
2014-08-25,174.61463928222656
2014-08-26,169.92608642578125
2014-08-27,170.662841796875
2014-08-28,176.52354431152344
2014-09-01,180.20733642578125
2014-09-02,183.0205078125
2014-09-03,187.1732177734375
2014-09-04,190.95750427246094
2014-09-05,187.7425537109375
2014-09-08,198.39224243164062
2014-09-09,196.88519287109375
2014-09-10,190.4886932373047
2014-09-11,188.81419372558594
2014-09-12,188.7807159423828
2014-09-15,199.02853393554688
2014-09-16,199.3634490966797
2014-09-17,207.43441772460938
2014-09-18,211.5536346435547
2014-09-19,209.37684631347656
2014-09-22,196.88519287109375
2014-09-23,192.43109130859375
2014-09-24,190.0198516845703
2014-09-25,201.0044403076172
2014-09-26,194.94277954101562
2014-09-29,199.73182678222656
2014-09-30,197.42105102539062
2014-10-01,187.9434356689453
2014-10-07,193.268310546875
2014-10-08,193.9381103515625
2014-10-09,193.03390502929688
2014-10-10,192.89990234375
2014-10-13,193.3352813720703
2014-10-14,194.40696716308594
2014-10-15,194.40696716308594
2014-10-16,189.24957275390625
2014-10-17,189.88584899902344
2014-10-20,190.89056396484375
2014-10-21,194.57443237304688
2014-10-22,198.72711181640625
2014-10-27,194.50743103027344
2014-10-28,193.83761596679688
2014-10-29,194.27296447753906
2014-10-30,194.8423309326172
2014-10-31,197.2200927734375
2014-11-03,202.37747192382812
2014-11-05,195.17718505859375
2014-11-07,186.6038818359375
2014-11-10,192.498046875
2014-11-11,194.4404296875
2014-11-12,194.54092407226562
2014-11-13,197.45449829101562
2014-11-14,200.23416137695312
2014-11-17,201.0044403076172
2014-11-18,200.97091674804688
2014-11-19,200.97091674804688
2014-11-20,200.9374542236328
2014-11-21,200.63600158691406
2014-11-24,200.7365264892578
2014-11-25,200.9039306640625
2014-11-26,200.9039306640625
2014-11-27,200.76995849609375
2014-11-28,201.0378875732422
2014-12-01,200.66949462890625
2014-12-02,190.62266540527344
2014-12-03,193.10084533691406
2014-12-04,197.9903106689453
2014-12-05,207.43441772460938
2014-12-08,208.27157592773438
2014-12-09,213.2281036376953
2014-12-10,221.09814453125
2014-12-11,232.21665954589844
2014-12-12,228.13095092773438
2014-12-15,232.31710815429688
2014-12-16,231.54689025878906
2014-12-17,234.1925811767578
2014-12-18,235.29769897460938
2014-12-19,234.39353942871094
2014-12-22,226.08810424804688
2014-12-23,225.04989624023438
2014-12-24,222.97360229492188
2014-12-26,222.9401092529297
2014-12-29,216.9454803466797
2014-12-30,216.97894287109375
2014-12-31,225.65272521972656
2015-01-01,227.2602081298828
2015-01-02,225.85366821289062
2015-01-05,229.3365936279297
2015-01-06,228.76724243164062
2015-01-07,229.50404357910156
2015-01-08,230.4416961669922
2015-01-09,229.73846435546875
2015-01-12,229.40354919433594
2015-01-13,228.19796752929688
2015-01-14,227.19326782226562
2015-01-15,227.7960968017578
2015-01-16,227.72909545898438
2015-01-19,229.13568115234375
2015-01-20,236.97216796875
2015-01-21,244.67477416992188
2015-01-22,241.59378051757812
2015-01-23,246.818115234375
2015-01-27,243.5696258544922
2015-01-28,254.42027282714844
2015-01-29,250.234130859375
2015-01-30,242.36402893066406
2015-02-02,247.88978576660156
2015-02-03,252.04251098632812
2015-02-04,252.8797149658203
2015-02-05,252.3773956298828
2015-02-06,253.34861755371094
2015-02-09,249.8322296142578
2015-02-10,247.68887329101562
2015-02-11,241.76121520996094
2015-02-12,243.87106323242188
