Date,POLYCAB
2020-10-09,785.5228271484375
2020-10-12,785.813232421875
2020-10-13,779.6177368164062
2020-10-14,783.8771362304688
2020-10-15,776.5198974609375
2020-10-16,781.1665649414062
2020-10-19,778.5528564453125
2020-10-20,778.7464599609375
2020-10-21,798.9785766601562
2020-10-22,805.464599609375
2020-10-23,853.0926513671875
2020-10-26,926.4706420898438
2020-10-27,914.8540649414062
2020-10-28,907.4485473632812
2020-10-29,880.7787475585938
2020-10-30,891.2821044921875
2020-11-02,881.7952270507812
2020-11-03,897.9616088867188
2020-11-04,912.0466918945312
2020-11-05,895.686767578125
2020-11-06,897.81640625
2020-11-09,896.6063842773438
2020-11-10,897.76806640625
2020-11-11,899.9945068359375
2020-11-12,886.7806396484375
2020-11-13,890.072021484375
2020-11-14,902.6566772460938
2020-11-17,898.4456176757812
2020-11-18,897.3323974609375
2020-11-19,906.6740112304688
2020-11-20,893.508544921875
2020-11-23,900.6721801757812
2020-11-24,904.1087646484375
2020-11-25,897.76806640625
2020-11-26,914.1764526367188
2020-11-27,927.7775268554688
2020-12-01,929.7620239257812
2020-12-02,935.9574584960938
2020-12-03,947.6708984375
2020-12-04,968.6290893554688
2020-12-07,986.780029296875
2020-12-08,993.4111328125
2020-12-09,1000.9135131835938
2020-12-10,1002.1719360351562
2020-12-11,1005.8506469726562
2020-12-14,1004.5921630859375
2020-12-15,984.4083862304688
2020-12-16,1011.2233276367188
2020-12-17,1016.2571411132812
2020-12-18,1007.980224609375
2020-12-21,965.5313720703125
2020-12-22,966.8865966796875
2020-12-23,1003.1400756835938
2020-12-24,1022.8882446289062
2020-12-28,1016.6926879882812
2020-12-29,1010.4972534179688
2020-12-30,999.9454345703125
2020-12-31,1003.7207641601562
2021-01-01,1002.3655395507812
2021-01-04,1025.9376220703125
2021-01-05,1108.0765380859375
2021-01-06,1138.521728515625
2021-01-07,1236.9237060546875
2021-01-08,1208.705078125
2021-01-11,1189.1021728515625
2021-01-12,1172.984130859375
2021-01-13,1181.9869384765625
2021-01-14,1173.5166015625
2021-01-15,1150.91259765625
2021-01-18,1156.0916748046875
2021-01-19,1164.7071533203125
2021-01-20,1177.7275390625
2021-01-21,1239.97314453125
2021-01-22,1237.9403076171875
2021-01-25,1172.7420654296875
2021-01-27,1144.9107666015625
2021-01-28,1159.5283203125
2021-01-29,1183.826416015625
2021-02-01,1210.399169921875
2021-02-02,1229.857177734375
2021-02-03,1254.5421142578125
2021-02-04,1277.630126953125
2021-02-05,1244.329345703125
2021-02-08,1275.0648193359375
2021-02-09,1255.7037353515625
2021-02-10,1259.5760498046875
2021-02-11,1282.518798828125
2021-02-12,1286.48779296875
2021-02-15,1277.9691162109375
2021-02-16,1284.0191650390625
2021-02-17,1310.3985595703125
2021-02-18,1304.5419921875
2021-02-19,1286.875
2021-02-22,1296.071533203125
2021-02-23,1303.3802490234375
2021-02-24,1308.02685546875
2021-02-25,1311.7537841796875
2021-02-26,1294.3773193359375
2021-03-01,1307.058837890625
2021-03-02,1322.160400390625
2021-03-03,1310.1080322265625
2021-03-04,1307.6397705078125
2021-03-05,1307.1070556640625
2021-03-08,1309.14013671875
2021-03-09,1316.69091796875
2021-03-10,1322.6927490234375
2021-03-12,1316.158447265625
2021-03-15,1313.7384033203125
2021-03-16,1311.8990478515625
2021-03-17,1309.14013671875
2021-03-18,1270.418212890625
2021-03-19,1309.8660888671875
2021-03-22,1309.47900390625
2021-03-23,1329.468994140625
2021-03-24,1327.7266845703125
2021-03-25,1320.7567138671875
2021-03-26,1346.2647705078125
2021-03-30,1333.6318359375
2021-03-31,1335.4710693359375
2021-04-01,1351.6373291015625
2021-04-05,1329.2271728515625
2021-04-06,1335.5194091796875
2021-04-07,1363.254150390625
2021-04-08,1356.0904541015625
2021-04-09,1354.0574951171875
2021-04-12,1304.638671875
2021-04-13,1312.4315185546875
2021-04-15,1368.6268310546875
2021-04-16,1358.171875
2021-04-19,1322.547607421875
2021-04-20,1367.9007568359375
2021-04-22,1385.9063720703125
2021-04-23,1437.8424072265625
2021-04-26,1431.307861328125
2021-04-27,1492.585205078125
2021-04-28,1511.219970703125
2021-04-29,1490.310302734375
2021-04-30,1420.1754150390625
2021-05-03,1432.6146240234375
2021-05-04,1401.8306884765625
2021-05-05,1394.2315673828125
2021-05-06,1430.4366455078125
2021-05-07,1418.5296630859375
2021-05-10,1444.37646484375
2021-05-11,1500.426513671875
2021-05-12,1494.376220703125
2021-05-14,1548.1029052734375
2021-05-17,1620.70654296875
2021-05-18,1620.70654296875
2021-05-19,1590.406494140625
2021-05-20,1561.5587158203125
2021-05-21,1574.67578125
2021-05-24,1624.239990234375
2021-05-25,1631.7421875
2021-05-26,1632.226318359375
2021-05-27,1644.4234619140625
2021-05-28,1621.3839111328125
2021-05-31,1620.7548828125
2021-06-01,1624.5302734375
2021-06-02,1622.6910400390625
2021-06-03,1625.2078857421875
2021-06-04,1654.8302001953125
2021-06-07,1684.3074951171875
2021-06-08,1686.4368896484375
2021-06-09,1690.9383544921875
2021-06-10,1716.833740234375
2021-06-11,1764.751953125
2021-06-14,1757.87890625
2021-06-15,1805.0712890625
2021-06-16,1860.63720703125
2021-06-17,1878.3525390625
2021-06-18,1874.4317626953125
2021-06-21,1903.18310546875
2021-06-22,1879.5626220703125
2021-06-23,1932.3211669921875
2021-06-24,1914.21875
2021-06-25,1895.0030517578125
2021-06-28,1886.2906494140625
2021-06-29,1885.370849609375
2021-06-30,1911.94384765625
2021-07-01,1949.69775390625
2021-07-02,1926.0289306640625
2021-07-05,1917.074462890625
2021-07-06,1901.34375
2021-07-07,1891.95361328125
2021-07-08,1902.408447265625
2021-07-09,1883.96728515625
2021-07-12,1882.799560546875
2021-07-13,1862.2681884765625
2021-07-14,1851.9539794921875
2021-07-15,1848.0616455078125
2021-07-16,1883.91845703125
2021-07-19,1901.190185546875
2021-07-20,1936.9495849609375
2021-07-22,1860.4193115234375
2021-07-23,1838.331298828125
2021-07-26,1808.409912109375
2021-07-27,1753.919189453125
2021-07-28,1743.3616943359375
2021-07-29,1765.8392333984375
2021-07-30,1800.7716064453125
2021-08-02,1815.5618896484375
2021-08-03,1822.3731689453125
2021-08-04,1766.0823974609375
2021-08-05,1770.1204833984375
2021-08-06,1762.4822998046875
2021-08-09,1760.146728515625
2021-08-10,1767.8824462890625
2021-08-11,1758.0548095703125
2021-08-12,1760.876708984375
2021-08-13,1849.0347900390625
2021-08-16,1869.37158203125
2021-08-17,1869.0308837890625
2021-08-18,1853.5106201171875
2021-08-20,1832.2010498046875
2021-08-23,1780.92138671875
2021-08-24,1777.710205078125
2021-08-25,1814.1021728515625
2021-08-26,1807.1937255859375
2021-08-27,1843.4884033203125
2021-08-30,1978.7421875
2021-08-31,2011.7769775390625
2021-09-01,2069.33251953125
2021-09-02,2152.47998046875
2021-09-03,2172.1357421875
2021-09-06,2263.990966796875
2021-09-07,2340.569580078125
2021-09-08,2341.834716796875
2021-09-09,2319.795654296875
2021-09-13,2376.5244140625
2021-09-14,2396.569091796875
2021-09-15,2386.741455078125
2021-09-16,2376.4755859375
2021-09-17,2438.215576171875
2021-09-20,2415.73779296875
2021-09-21,2348.451416015625
2021-09-22,2337.212890625
2021-09-23,2361.247314453125
2021-09-24,2344.705322265625
2021-09-27,2311.913818359375
2021-09-28,2285.690185546875
2021-09-29,2275.035400390625
2021-09-30,2324.612060546875
2021-10-01,2283.5009765625
2021-10-04,2369.956298828125
2021-10-05,2383.189697265625
2021-10-06,2311.718994140625
2021-10-07,2354.43603515625
2021-10-08,2461.6171875
2021-10-11,2467.69921875
2021-10-12,2485.700439453125
2021-10-13,2464.925537109375
2021-10-14,2494.068359375
2021-10-18,2418.99755859375
2021-10-19,2309.48095703125
2021-10-20,2232.318359375
2021-10-21,2161.2373046875
2021-10-22,2198.067138671875
2021-10-25,2274.597412109375
2021-10-26,2236.745849609375
2021-10-27,2226.431640625
2021-10-28,2207.89501953125
2021-10-29,2200.450927734375
2021-11-01,2269.440185546875
2021-11-02,2306.951416015625
2021-11-03,2274.548828125
2021-11-04,2274.548828125
2021-11-08,2313.908447265625
2021-11-09,2406.4453125
2021-11-10,2410.337890625
2021-11-11,2432.036376953125
2021-11-12,2449.599853515625
2021-11-15,2453.298095703125
2021-11-16,2464.244140625
2021-11-17,2434.615234375
2021-11-18,2426.830810546875
2021-11-22,2303.9833984375
2021-11-23,2309.578369140625
2021-11-24,2283.5009765625
2021-11-25,2283.84130859375
2021-11-26,2193.980224609375
2021-11-29,2154.717529296875
2021-11-30,2243.800537109375
2021-12-01,2268.61328125
2021-12-02,2297.902099609375
2021-12-03,2301.161865234375
2021-12-06,2273.235107421875
2021-12-07,2267.88330078125
2021-12-08,2315.611328125
2021-12-09,2309.72412109375
2021-12-10,2405.0341796875
2021-12-13,2476.69970703125
2021-12-14,2484.970458984375
2021-12-15,2398.6123046875
2021-12-16,2358.42529296875
2021-12-17,2263.164306640625
2021-12-20,2220.349853515625
2021-12-21,2245.84375
2021-12-22,2291.430908203125
2021-12-23,2325.876953125
2021-12-24,2276.10546875
2021-12-27,2304.031982421875
2021-12-28,2331.763916015625
2021-12-29,2337.699462890625
2021-12-30,2345.77587890625
2021-12-31,2400.0234375
2022-01-03,2393.406494140625
2022-01-04,2400.89892578125
2022-01-05,2395.595947265625
2022-01-06,2374.091552734375
2022-01-07,2410.531982421875
2022-01-10,2453.68701171875
2022-01-11,2409.656494140625
2022-01-12,2413.93798828125
2022-01-13,2612.780029296875
2022-01-14,2621.29443359375
2022-01-17,2629.90576171875
2022-01-18,2587.043212890625
2022-01-19,2583.0537109375
2022-01-20,2608.936767578125
2022-01-21,2443.177978515625
2022-01-24,2397.006591796875
2022-01-25,2408.975341796875
2022-01-27,2421.96533203125
2022-01-28,2446.291748046875
2022-01-31,2455.876220703125
2022-02-01,2470.95849609375
2022-02-02,2432.523193359375
2022-02-03,2427.609375
2022-02-04,2429.89599609375
2022-02-07,2336.288330078125
2022-02-08,2304.90771484375
2022-02-09,2375.015625
2022-02-10,2351.516845703125
2022-02-11,2302.961669921875
2022-02-14,2228.426025390625
2022-02-15,2330.20703125
2022-02-16,2321.01171875
2022-02-17,2324.7578125
2022-02-18,2316.049072265625
2022-02-21,2316.779052734375
2022-02-22,2309.626953125
2022-02-23,2320.379150390625
2022-02-24,2221.128173828125
2022-02-25,2269.489013671875
2022-02-28,2310.84326171875
2022-03-02,2277.711181640625
2022-03-03,2253.92041015625
2022-03-04,2194.466796875
2022-03-07,2142.7978515625
2022-03-08,2178.071044921875
2022-03-09,2185.660888671875
2022-03-10,2251.73095703125
2022-03-11,2281.603271484375
2022-03-14,2277.07861328125
2022-03-15,2331.0341796875
2022-03-16,2353.31689453125
2022-03-17,2372.1455078125
2022-03-21,2372.680419921875
2022-03-22,2360.517333984375
2022-03-23,2348.938232421875
2022-03-24,2340.764892578125
2022-03-25,2380.951416015625
2022-03-28,2288.755126953125
2022-03-29,2287.44140625
2022-03-30,2298.6806640625
2022-03-31,2300.6748046875
2022-04-01,2369.907470703125
2022-04-04,2402.650390625
2022-04-05,2582.907470703125
2022-04-06,2582.372314453125
2022-04-07,2539.99609375
2022-04-08,2616.76953125
2022-04-11,2592.44384765625
2022-04-12,2575.026123046875
2022-04-13,2547.29443359375
2022-04-18,2499.2255859375
2022-04-19,2533.914794921875
2022-04-20,2547.3427734375
2022-04-21,2669.94677734375
2022-04-22,2452.1787109375
2022-04-25,2482.100341796875
2022-04-26,2450.183837890625
2022-04-27,2437.729248046875
2022-04-28,2452.762451171875
2022-04-29,2419.1435546875
2022-05-02,2400.7529296875
2022-05-04,2362.85302734375
2022-05-05,2382.265380859375
2022-05-06,2353.26806640625
2022-05-09,2372.194091796875
2022-05-10,2329.03955078125
2022-05-11,2362.949951171875
2022-05-12,2366.160888671875
2022-05-13,2472.223388671875
2022-05-16,2503.06884765625
2022-05-17,2532.94189453125
2022-05-18,2491.87890625
2022-05-19,2449.94091796875
2022-05-20,2487.646240234375
2022-05-23,2474.65576171875
2022-05-24,2459.81689453125
2022-05-25,2377.7890625
2022-05-26,2344.024169921875
2022-05-27,2334.5859375
2022-05-30,2368.544921875
2022-05-31,2375.9892578125
2022-06-01,2426.490234375
2022-06-02,2472.564208984375
2022-06-03,2387.71435546875
2022-06-06,2389.173828125
2022-06-07,2353.26806640625
2022-06-08,2251.73095703125
2022-06-09,2257.5693359375
2022-06-10,2269.489013671875
2022-06-13,2172.232666015625
2022-06-14,2093.512939453125
2022-06-15,2158.804931640625
2022-06-16,2078.236083984375
2022-06-17,2077.701171875
2022-06-20,2024.1346435546875
2022-06-21,2073.165771484375
2022-06-22,2082.178466796875
2022-06-23,2140.760986328125
2022-06-24,2175.97900390625
2022-06-27,2214.282958984375
2022-06-28,2192.437255859375
2022-06-29,2174.75439453125
2022-06-30,2156.38623046875
2022-07-01,2132.581298828125
2022-07-04,2106.571533203125
2022-07-05,2135.470947265625
2022-07-06,2170.24853515625
2022-07-07,2204.731689453125
2022-07-08,2159.17822265625
2022-07-11,2200.813232421875
2022-07-12,2169.268798828125
2022-07-13,2167.162109375
2022-07-14,2101.526611328125
2022-07-15,2112.6455078125
2022-07-18,2109.461669921875
2022-07-19,2204.9765625
2022-07-20,2154.231201171875
2022-07-21,2184.30615234375
2022-07-22,2165.888671875
2022-07-25,2177.007568359375
2022-07-26,2162.60693359375
2022-07-27,2177.79150390625
2022-07-28,2225.794189453125
2022-07-29,2270.26953125
2022-08-01,2294.61376953125
2022-08-02,2328.802978515625
2022-08-03,2307.7900390625
2022-08-04,2326.4033203125
2022-08-05,2312.590087890625
2022-08-08,2312.394287109375
2022-08-10,2371.8583984375
2022-08-11,2368.28271484375
2022-08-12,2360.396728515625
2022-08-16,2390.226806640625
2022-08-17,2407.56640625
2022-08-18,2409.623291015625
2022-08-19,2370.633544921875
2022-08-22,2297.454833984375
2022-08-23,2350.844970703125
2022-08-24,2385.671630859375
2022-08-25,2353.8330078125
2022-08-26,2359.319091796875
2022-08-29,2368.625732421875
2022-08-30,2419.860595703125
2022-09-01,2432.89013671875
2022-09-02,2423.093505859375
2022-09-05,2447.976806640625
2022-09-06,2443.47021484375
2022-09-07,2464.3857421875
2022-09-08,2450.278564453125
2022-09-09,2477.218505859375
2022-09-12,2477.218505859375
2022-09-13,2584.783447265625
2022-09-14,2591.39599609375
2022-09-15,2598.6943359375
2022-09-16,2546.381591796875
2022-09-19,2532.37255859375
2022-09-20,2569.697265625
2022-09-21,2551.4267578125
2022-09-22,2551.81884765625
2022-09-23,2528.258056640625
2022-09-26,2444.25390625
2022-09-27,2449.7890625
2022-09-28,2463.2099609375
2022-09-29,2533.940185546875
2022-09-30,2508.616455078125
2022-10-03,2491.0810546875
2022-10-04,2580.228515625
2022-10-06,2589.142822265625
2022-10-07,2551.867431640625
2022-10-10,2561.125244140625
2022-10-11,2532.323486328125
2022-10-12,2523.31103515625
2022-10-13,2522.184814453125
2022-10-14,2518.118896484375
2022-10-17,2565.48486328125
2022-10-18,2693.082763671875
2022-10-19,2651.5458984375
2022-10-20,2595.314697265625
2022-10-21,2643.17041015625
2022-10-24,2643.17041015625
2022-10-25,2709.099853515625
2022-10-27,2718.6513671875
2022-10-28,2696.7568359375
2022-10-31,2720.904541015625
2022-11-01,2717.280029296875
2022-11-02,2752.938720703125
2022-11-03,2694.748046875
2022-11-04,2673.539306640625
2022-11-07,2693.425537109375
2022-11-09,2631.904296875
2022-11-10,2654.926025390625
2022-11-11,2650.8603515625
2022-11-14,2640.525146484375
2022-11-15,2571.509521484375
2022-11-16,2566.31689453125
2022-11-17,2517.77587890625
2022-11-18,2476.04345703125
2022-11-21,2473.447509765625
2022-11-22,2468.353271484375
2022-11-23,2474.86767578125
2022-11-24,2468.94091796875
2022-11-25,2498.183349609375
2022-11-28,2497.056640625
2022-11-29,2476.729248046875
2022-11-30,2512.780029296875
2022-12-01,2553.679931640625
2022-12-02,2619.8544921875
2022-12-05,2618.189453125
2022-12-06,2651.69287109375
2022-12-07,2651.5458984375
2022-12-08,2676.820556640625
2022-12-09,2678.1435546875
2022-12-12,2761.412841796875
2022-12-13,2882.104736328125
2022-12-14,2939.02197265625
2022-12-15,2920.751220703125
2022-12-16,2697.833984375
2022-12-19,2674.4208984375
2022-12-20,2658.207275390625
2022-12-21,2614.956298828125
2022-12-22,2563.770263671875
2022-12-23,2462.719970703125
2022-12-26,2525.7109375
2022-12-27,2548.536865234375
2022-12-28,2548.68359375
2022-12-29,2516.404296875
2022-12-30,2516.796630859375
2023-01-02,2527.474609375
2023-01-03,2538.152587890625
2023-01-04,2543.736572265625
2023-01-05,2594.531005859375
2023-01-06,2567.003173828125
2023-01-09,2599.67431640625
2023-01-10,2626.222412109375
2023-01-11,2616.719970703125
2023-01-12,2622.548828125
2023-01-13,2609.470458984375
2023-01-16,2619.11962890625
2023-01-17,2662.028076171875
2023-01-18,2697.54052734375
2023-01-19,2771.013427734375
2023-01-20,2704.9853515625
2023-01-23,2743.436279296875
2023-01-24,2759.992431640625
