Date,VBL
2016-11-08,26.396326065063477
2016-11-09,24.951566696166992
2016-11-10,25.066452026367188
2016-11-11,25.313474655151367
2016-11-15,25.16698455810547
2016-11-16,25.02911949157715
2016-11-17,25.28761863708496
2016-11-18,25.304855346679688
2016-11-21,25.270389556884766
2016-11-22,25.32208824157715
2016-11-23,25.459957122802734
2016-11-24,25.184221267700195
2016-11-25,25.07219886779785
2016-11-28,24.581037521362305
2016-11-29,24.994647979736328
2016-11-30,25.238794326782227
2016-12-01,24.87688446044922
2016-12-02,24.822309494018555
2016-12-05,24.845291137695312
2016-12-06,24.299556732177734
2016-12-07,23.59010124206543
2016-12-08,24.285192489624023
2016-12-09,23.851476669311523
2016-12-12,24.173175811767578
2016-12-13,23.98934555053711
2016-12-14,23.929033279418945
2016-12-15,24.132966995239258
2016-12-16,23.72222900390625
2016-12-19,23.610204696655273
2016-12-20,23.32585334777832
2016-12-21,22.843303680419922
2016-12-22,22.062042236328125
2016-12-23,21.366941452026367
2016-12-26,20.648876190185547
2016-12-27,20.976320266723633
2016-12-28,21.09982681274414
2016-12-29,21.496200561523438
2016-12-30,21.860984802246094
2017-01-02,22.935218811035156
2017-01-03,23.58148765563965
2017-01-04,23.851476669311523
2017-01-05,24.000835418701172
2017-01-06,23.71935272216797
2017-01-09,23.983600616455078
2017-01-10,23.974985122680664
2017-01-11,23.742334365844727
2017-01-12,23.805517196655273
2017-01-13,23.977855682373047
2017-01-16,23.788288116455078
2017-01-17,23.661909103393555
2017-01-18,23.463722229003906
2017-01-19,23.60733413696289
2017-01-20,23.242551803588867
2017-01-23,22.78873062133789
2017-01-24,23.25117301940918
2017-01-25,23.25691795349121
2017-01-27,22.906496047973633
2017-01-30,22.992666244506836
2017-01-31,22.84043312072754
2017-02-01,22.892135620117188
2017-02-02,22.800220489501953
2017-02-03,22.625011444091797
2017-02-06,23.170747756958008
2017-02-07,23.23967933654785
2017-02-08,23.20521354675293
2017-02-09,23.193721771240234
2017-02-10,23.110431671142578
2017-02-13,23.20521354675293
2017-02-14,23.03287696838379
2017-02-15,23.173620223999023
2017-02-16,23.050106048583984
2017-02-17,23.144893646240234
2017-02-20,23.228193283081055
2017-02-21,22.986913681030273
2017-02-22,22.311933517456055
2017-02-23,22.452672958374023
2017-02-27,22.702558517456055
2017-02-28,22.421077728271484
2017-03-01,22.148208618164062
2017-03-02,21.625452041625977
2017-03-03,21.4157772064209
2017-03-06,21.410032272338867
2017-03-07,21.545034408569336
2017-03-08,21.030893325805664
2017-03-09,20.482284545898438
2017-03-10,20.554092407226562
2017-03-14,20.00835609436035
2017-03-15,20.077293395996094
2017-03-16,20.114627838134766
2017-03-17,20.447816848754883
2017-03-20,21.507692337036133
2017-03-21,21.4042911529541
2017-03-22,21.45598793029785
2017-03-23,21.671411514282227
2017-03-24,21.71162223815918
2017-03-27,22.102258682250977
2017-03-28,21.912681579589844
2017-03-29,21.766193389892578
2017-03-30,22.05916976928711
2017-03-31,23.26266098022461
2017-04-03,23.245426177978516
2017-04-05,23.59010124206543
2017-04-06,24.181787490844727
2017-04-07,24.443166732788086
2017-04-10,24.885499954223633
2017-04-11,24.99752426147461
2017-04-12,25.90515899658203
2017-04-13,27.499284744262695
2017-04-17,27.444705963134766
2017-04-18,27.85544776916504
2017-04-19,28.1168270111084
2017-04-20,27.591201782226562
2017-04-21,26.784086227416992
2017-04-24,26.835786819458008
2017-04-25,26.54855728149414
2017-04-26,26.89035987854004
2017-04-27,27.160354614257812
2017-04-28,27.019615173339844
2017-05-02,27.01386833190918
2017-05-03,27.729068756103516
2017-05-04,27.085676193237305
2017-05-05,27.835336685180664
2017-05-08,28.271928787231445
2017-05-09,28.579265594482422
2017-05-10,28.671178817749023
2017-05-11,28.269060134887695
2017-05-12,28.019166946411133
2017-05-15,27.95884895324707
2017-05-16,28.30352210998535
2017-05-17,28.780323028564453
2017-05-18,28.18576431274414
2017-05-19,28.56490135192871
2017-05-22,28.23746109008789
2017-05-23,27.680238723754883
2017-05-24,26.953548431396484
2017-05-25,27.73481559753418
2017-05-26,27.981828689575195
2017-05-29,27.62853240966797
2017-05-30,28.10820770263672
2017-05-31,28.616605758666992
2017-06-01,28.699901580810547
2017-06-02,29.334678649902344
2017-06-05,30.377317428588867
2017-06-06,30.426145553588867
2017-06-07,29.777008056640625
2017-06-08,29.446697235107422
2017-06-09,29.51850700378418
2017-06-12,30.8167781829834
2017-06-13,31.29931640625
2017-06-14,31.00922203063965
2017-06-15,31.353891372680664
2017-06-16,31.526229858398438
2017-06-19,31.325180053710938
2017-06-20,30.8167781829834
2017-06-21,29.960832595825195
2017-06-22,29.960832595825195
2017-06-23,29.547224044799805
2017-06-27,29.041702270507812
2017-06-28,29.45530891418457
2017-06-29,29.834455490112305
2017-06-30,30.724863052368164
2017-07-03,29.926366806030273
2017-07-04,30.06136703491211
2017-07-05,29.934980392456055
2017-07-06,30.23944664001465
2017-07-07,30.55539894104004
2017-07-10,29.98093605041504
2017-07-11,30.127424240112305
2017-07-12,31.0982666015625
2017-07-13,30.449121475219727
2017-07-14,30.03264045715332
2017-07-17,29.552967071533203
2017-07-18,29.291589736938477
2017-07-19,29.409353256225586
2017-07-20,29.33180046081543
2017-07-21,28.998619079589844
2017-07-24,28.817665100097656
2017-07-25,29.01297950744629
2017-07-26,29.558712005615234
2017-07-27,28.932554244995117
2017-07-28,29.403610229492188
2017-07-31,28.61948013305664
2017-08-01,28.7401123046875
2017-08-02,28.717132568359375
2017-08-03,28.607986450195312
2017-08-04,28.866493225097656
2017-08-07,29.840198516845703
2017-08-08,29.949344635009766
2017-08-09,30.259552001953125
2017-08-10,30.104448318481445
2017-08-11,29.58169174194336
2017-08-14,29.529993057250977
2017-08-16,30.09282684326172
2017-08-17,30.04375457763672
2017-08-18,31.5994873046875
2017-08-21,32.31529235839844
2017-08-22,31.371463775634766
2017-08-23,30.84326934814453
2017-08-24,31.12324333190918
2017-08-28,31.357032775878906
2017-08-29,30.367023468017578
2017-08-30,29.94273567199707
2017-08-31,30.228479385375977
2017-09-01,30.670089721679688
2017-09-04,30.00623321533203
2017-09-05,29.902328491210938
2017-09-06,30.202503204345703
2017-09-07,30.387229919433594
2017-09-08,30.779766082763672
2017-09-11,30.678749084472656
2017-09-12,30.470935821533203
2017-09-13,30.649887084960938
2017-09-14,30.898107528686523
2017-09-15,31.305082321166992
2017-09-18,30.79997444152832
2017-09-19,31.074176788330078
2017-09-20,31.143447875976562
2017-09-21,30.704721450805664
2017-09-22,30.19672966003418
2017-09-25,29.480924606323242
2017-09-26,29.58483123779297
2017-09-27,29.34238052368164
2017-09-28,29.550193786621094
2017-09-29,29.472261428833008
2017-10-03,29.778213500976562
2017-10-04,29.509784698486328
2017-10-05,29.807077407836914
2017-10-06,29.945619583129883
2017-10-09,30.214048385620117
2017-10-10,29.688739776611328
2017-10-11,29.446287155151367
2017-10-12,28.98158836364746
2017-10-13,28.7477970123291
2017-10-16,28.848819732666016
2017-10-17,29.224042892456055
2017-10-18,28.756458282470703
2017-10-19,28.522663116455078
2017-10-23,28.548641204833984
2017-10-24,28.615022659301758
2017-10-25,28.519775390625
2017-10-26,28.522663116455078
2017-10-27,29.15188217163086
2017-10-30,28.91520118713379
2017-10-31,29.047971725463867
2017-11-01,29.475149154663086
2017-11-02,28.926746368408203
2017-11-03,29.31062889099121
2017-11-06,29.590606689453125
2017-11-07,29.68585205078125
2017-11-08,29.10281753540039
2017-11-09,28.81995391845703
2017-11-10,28.912317276000977
2017-11-13,28.597705841064453
2017-11-14,29.221158981323242
2017-11-15,28.744909286499023
2017-11-16,28.646774291992188
2017-11-17,28.871910095214844
2017-11-20,28.82284164428711
2017-11-21,28.612136840820312
2017-11-22,28.539981842041016
2017-11-23,28.744909286499023
2017-11-24,28.892114639282227
2017-11-27,29.65121841430664
2017-11-28,29.23270034790039
2017-11-29,29.134567260742188
2017-11-30,29.339494705200195
2017-12-01,28.91520118713379
2017-12-04,29.541536331176758
2017-12-05,29.639671325683594
2017-12-06,29.489580154418945
2017-12-07,29.172086715698242
2017-12-08,29.264448165893555
2017-12-11,29.67719841003418
2017-12-12,29.336605072021484
2017-12-13,29.174970626831055
2017-12-14,29.15188217163086
2017-12-15,29.209609985351562
2017-12-18,29.723377227783203
2017-12-19,29.94850730895996
2017-12-20,30.915430068969727
2017-12-21,33.40921401977539
2017-12-22,33.11481475830078
2017-12-26,33.5823860168457
2017-12-27,34.10770797729492
2017-12-28,36.5466423034668
2017-12-29,37.709835052490234
2018-01-01,37.83394241333008
2018-01-02,40.54709243774414
2018-01-03,40.89921569824219
2018-01-04,39.672542572021484
2018-01-05,40.66254425048828
2018-01-08,40.35371780395508
2018-01-09,39.689857482910156
2018-01-10,39.16743469238281
2018-01-11,39.13568115234375
2018-01-12,39.15877151489258
2018-01-15,38.780662536621094
2018-01-16,37.21338653564453
2018-01-17,38.06196212768555
2018-01-18,37.083499908447266
2018-01-19,39.03464889526367
2018-01-22,40.11125564575195
2018-01-23,41.02910614013672
2018-01-24,41.554420471191406
2018-01-25,40.98870086669922
2018-01-29,40.122798919677734
2018-01-30,39.57150650024414
2018-01-31,39.87168884277344
2018-02-01,39.101043701171875
2018-02-02,38.81818389892578
2018-02-05,38.37369155883789
2018-02-06,37.646339416503906
2018-02-07,38.08218002319336
2018-02-08,38.71428298950195
2018-02-09,37.97249221801758
2018-02-12,38.31884765625
2018-02-14,38.84993362426758
2018-02-15,38.35348892211914
2018-02-16,37.63767623901367
2018-02-19,37.41830825805664
2018-02-20,36.350379943847656
2018-02-21,37.27977752685547
2018-02-22,36.774662017822266
2018-02-23,38.292869567871094
2018-02-26,38.2062873840332
2018-02-27,37.32884216308594
2018-02-28,37.470272064208984
2018-03-01,37.25957107543945
2018-03-05,36.71405792236328
2018-03-06,36.272438049316406
2018-03-07,35.75001907348633
2018-03-08,36.69673156738281
2018-03-09,36.45717239379883
2018-03-12,35.790428161621094
2018-03-13,35.19295883178711
2018-03-14,35.17564392089844
2018-03-15,36.58416748046875
