Date,SYMPHONY
2011-06-15,99.01741027832031
2011-06-16,99.5751953125
2011-06-17,93.44783782958984
2011-06-20,90.77375793457031
2011-06-21,90.31810760498047
2011-06-22,87.75902557373047
2011-06-23,88.14228820800781
2011-06-24,91.6211166381836
2011-06-27,91.92770385742188
2011-06-28,91.75313568115234
2011-06-29,92.76226806640625
2011-06-30,91.97454071044922
2011-07-01,95.10848236083984
2011-07-04,97.94009399414062
2011-07-05,109.03240966796875
2011-07-06,108.62789916992188
2011-07-07,111.28919982910156
2011-07-08,108.63215637207031
2011-07-11,102.26203918457031
2011-07-12,106.23910522460938
2011-07-13,108.44479370117188
2011-07-14,107.3121566772461
2011-07-15,107.54206085205078
2011-07-18,110.53976440429688
2011-07-19,116.78638458251953
2011-07-20,110.73136901855469
2011-07-21,111.4297103881836
2011-07-22,109.52632904052734
2011-07-25,112.15359497070312
2011-07-26,107.85717010498047
2011-07-27,109.04945373535156
2011-07-28,107.2397689819336
2011-07-29,107.49950408935547
2011-08-01,98.68526458740234
2011-08-02,98.03805541992188
2011-08-03,98.2381820678711
2011-08-04,98.33612060546875
2011-08-05,97.3865737915039
2011-08-08,107.03962707519531
2011-08-09,98.36589813232422
2011-08-10,101.2656478881836
2011-08-11,103.02851867675781
2011-08-12,106.83099365234375
2011-08-16,103.55651092529297
2011-08-17,100.85688018798828
2011-08-18,100.85688018798828
2011-08-19,94.84021759033203
2011-08-22,94.75080108642578
2011-08-23,98.50216674804688
2011-08-24,98.79173278808594
2011-08-25,99.54116821289062
2011-08-26,94.3760986328125
2011-08-29,99.95420837402344
2011-08-30,102.03638458251953
2011-09-02,107.80608367919922
2011-09-05,104.931884765625
2011-09-06,102.18543243408203
2011-09-07,102.37701416015625
2011-09-08,104.49330139160156
2011-09-09,102.53033447265625
2011-09-12,99.09406280517578
2011-09-13,99.60502624511719
2011-09-14,109.37731170654297
2011-09-15,117.2164306640625
2011-09-16,117.90624237060547
2011-09-19,113.08609771728516
2011-09-20,118.03825378417969
2011-09-21,117.20370483398438
2011-09-22,113.57579040527344
2011-09-23,110.34391784667969
2011-09-26,108.0402603149414
2011-09-27,116.22429656982422
2011-09-28,111.51911926269531
2011-09-29,110.95280456542969
2011-09-30,109.32622528076172
2011-10-03,104.7189712524414
2011-10-04,103.47561645507812
2011-10-05,103.7396240234375
2011-10-07,103.20311737060547
2011-10-10,104.73600006103516
2011-10-11,103.70557403564453
2011-10-12,110.73136901855469
2011-10-13,111.09331512451172
2011-10-14,119.06444549560547
2011-10-17,114.75527954101562
2011-10-18,115.23219299316406
2011-10-19,115.96881103515625
2011-10-20,111.95343017578125
2011-10-21,114.63179016113281
2011-10-24,115.06185913085938
2011-10-25,112.21320343017578
2011-10-28,114.99796295166016
2011-10-31,120.42276763916016
2011-11-01,115.97306823730469
2011-11-02,125.86457061767578
2011-11-03,126.25206756591797
2011-11-04,125.47706604003906
2011-11-08,123.13941955566406
2011-11-09,120.89967346191406
2011-11-11,118.0978775024414
2011-11-14,118.02969360351562
2011-11-15,115.2492446899414
2011-11-16,110.27152252197266
2011-11-17,110.27152252197266
2011-11-18,108.01864624023438
2011-11-21,108.9283447265625
2011-11-22,108.12590026855469
2011-11-23,112.2454833984375
2011-11-24,111.00959777832031
2011-11-25,110.85509490966797
2011-11-28,113.73023223876953
2011-11-29,112.49008178710938
2011-11-30,116.75127410888672
2011-12-01,117.76831817626953
2011-12-02,116.42941284179688
2011-12-05,114.42969512939453
2011-12-07,111.6575927734375
2011-12-08,113.68729400634766
2011-12-09,111.318603515625
2011-12-12,109.288818359375
2011-12-13,108.70523071289062
2011-12-14,106.88574981689453
2011-12-15,102.62885284423828
2011-12-16,102.15680694580078
2011-12-19,98.53073120117188
2011-12-20,95.17497253417969
2011-12-21,97.44503784179688
2011-12-22,99.94682312011719
2011-12-23,97.23048400878906
2011-12-26,98.57793426513672
2011-12-27,99.28601837158203
2011-12-28,98.73670196533203
2011-12-29,95.86587524414062
2011-12-30,110.57620239257812
2012-01-02,107.6409912109375
2012-01-03,108.57647705078125
2012-01-04,108.5120849609375
2012-01-05,109.34034729003906
2012-01-06,107.28053283691406
2012-01-09,107.84269714355469
2012-01-10,109.77800750732422
2012-01-11,110.54613494873047
2012-01-12,110.76499938964844
2012-01-13,109.43901824951172
2012-01-16,109.1214828491211
2012-01-17,108.84254455566406
2012-01-18,107.9027328491211
2012-01-19,106.22490692138672
2012-01-20,101.23421478271484
2012-01-23,106.61968994140625
2012-01-24,103.03651428222656
2012-01-25,104.72725677490234
2012-01-27,107.61952209472656
2012-01-30,107.43072509765625
2012-01-31,104.7744369506836
2012-02-01,104.90319061279297
2012-02-02,105.57262420654297
2012-02-03,105.80866241455078
2012-02-06,108.50354766845703
2012-02-07,111.19410705566406
2012-02-08,113.70879364013672
2012-02-09,115.38233947753906
2012-02-10,114.27521514892578
2012-02-13,114.45115661621094
2012-02-14,113.87181854248047
2012-02-15,130.08837890625
2012-02-16,132.4056396484375
2012-02-17,132.01937866210938
2012-02-21,123.41552734375
2012-02-22,120.23999786376953
2012-02-23,116.42081451416016
2012-02-24,114.27521514892578
2012-02-27,110.71348571777344
2012-02-28,114.74725341796875
2012-02-29,116.67833709716797
2012-03-01,114.85453033447266
2012-03-02,113.58865356445312
2012-03-05,113.07369995117188
2012-03-06,112.34418487548828
2012-03-07,111.07823944091797
2012-03-09,111.40010070800781
2012-03-12,113.80316925048828
2012-03-13,113.20242309570312
2012-03-14,112.36563110351562
2012-03-15,111.89358520507812
2012-03-16,108.9541015625
2012-03-19,107.51654815673828
2012-03-20,105.19930267333984
2012-03-21,105.47821044921875
2012-03-22,102.34563446044922
2012-03-23,101.55174255371094
2012-03-26,100.07128143310547
2012-03-27,97.02449798583984
2012-03-28,95.75859832763672
2012-03-29,95.22221374511719
2012-03-30,97.88273620605469
2012-04-02,107.21617126464844
2012-04-03,114.25374603271484
2012-04-04,113.07369995117188
2012-04-09,113.50279235839844
2012-04-10,111.52882385253906
2012-04-11,109.79090118408203
2012-04-12,110.17710876464844
2012-04-13,111.57172393798828
2012-04-16,115.66986846923828
2012-04-17,111.93651580810547
2012-04-18,107.36634826660156
2012-04-19,110.24144744873047
2012-04-20,123.80171966552734
2012-04-23,111.76485443115234
2012-04-24,106.50811004638672
2012-04-25,102.60311126708984
2012-04-26,102.88202667236328
2012-04-27,98.46210479736328
2012-04-30,98.54789733886719
2012-05-02,98.67662048339844
2012-05-03,100.86516571044922
2012-05-04,108.41768646240234
2012-05-07,108.28900146484375
2012-05-08,105.30656433105469
2012-05-09,102.49583435058594
2012-05-10,104.38396453857422
2012-05-11,102.75328063964844
2012-05-14,98.22605895996094
2012-05-15,97.60383605957031
2012-05-16,98.20458984375
2012-05-17,92.6689224243164
2012-05-18,92.5831069946289
2012-05-21,91.93937683105469
2012-05-22,91.05970001220703
2012-05-23,85.7815170288086
2012-05-24,86.85431671142578
2012-05-25,88.54935455322266
2012-05-28,88.20606231689453
2012-05-29,85.91021728515625
2012-05-30,81.12553405761719
2012-05-31,81.18989562988281
2012-06-01,76.34081268310547
2012-06-04,77.17761993408203
2012-06-05,79.3017349243164
2012-06-06,82.17691040039062
2012-06-07,83.37842559814453
2012-06-08,84.64434051513672
2012-06-11,85.52403259277344
2012-06-12,90.5233154296875
2012-06-13,90.20146179199219
2012-06-14,87.5408935546875
2012-06-15,86.0604476928711
2012-06-18,85.6956558227539
2012-06-19,84.1293716430664
2012-06-20,84.34396362304688
2012-06-21,84.88036346435547
2012-06-22,84.79452514648438
2012-06-25,85.5884017944336
2012-06-26,85.07347869873047
2012-06-27,84.64434051513672
2012-06-28,84.5799789428711
2012-06-29,84.70872497558594
2012-07-02,85.438232421875
2012-07-03,86.21062469482422
2012-07-04,99.83526611328125
2012-07-05,95.60841369628906
2012-07-06,94.66434478759766
2012-07-09,91.42446899414062
2012-07-10,92.8834457397461
2012-07-11,101.40155029296875
2012-07-12,97.04596710205078
2012-07-13,96.93867492675781
2012-07-16,98.33332061767578
2012-07-17,97.21760559082031
2012-07-18,94.36392211914062
2012-07-19,100.41458129882812
2012-07-20,98.82684326171875
2012-07-23,95.82298278808594
2012-07-24,96.12334442138672
2012-07-25,96.166259765625
2012-07-26,95.00764465332031
2012-07-27,100.04984283447266
2012-07-30,97.5609130859375
2012-07-31,110.97095489501953
2012-08-01,133.15664672851562
2012-08-02,139.0355987548828
2012-08-03,140.2371063232422
2012-08-06,154.2479705810547
2012-08-07,168.70936584472656
2012-08-08,163.1951446533203
2012-08-09,173.21514892578125
2012-08-10,171.52011108398438
2012-08-13,171.13388061523438
2012-08-14,169.50323486328125
2012-08-16,168.17295837402344
2012-08-17,164.24652099609375
2012-08-21,163.32386779785156
2012-08-22,165.38368225097656
2012-08-23,163.259521484375
2012-08-24,157.31613159179688
2012-08-27,159.4188690185547
2012-08-28,153.60421752929688
2012-08-29,150.14984130859375
2012-08-30,151.86634826660156
2012-08-31,148.96971130371094
2012-09-03,148.36900329589844
2012-09-04,155.19203186035156
2012-09-05,157.27322387695312
2012-09-06,151.1367950439453
2012-09-07,152.01651000976562
2012-09-10,159.03262329101562
2012-09-11,161.22116088867188
2012-09-12,162.1867218017578
2012-09-13,176.64808654785156
2012-09-14,174.41671752929688
2012-09-17,172.29254150390625
2012-09-18,171.24119567871094
2012-09-20,165.8771209716797
2012-09-21,169.88941955566406
2012-09-24,174.9315948486328
2012-09-25,172.8504180908203
2012-09-26,173.6657257080078
2012-09-27,172.80752563476562
2012-09-28,173.98757934570312
2012-10-01,177.39906311035156
2012-10-03,179.2228240966797
2012-10-04,180.01673889160156
2012-10-05,191.47427368164062
2012-10-08,188.36317443847656
2012-10-09,181.3255615234375
2012-10-10,177.22744750976562
2012-10-11,177.39906311035156
2012-10-12,176.3477783203125
2012-10-15,172.16380310058594
2012-10-16,171.77757263183594
2012-10-17,171.00514221191406
2012-10-18,163.02349853515625
2012-10-19,153.0034942626953
2012-10-22,150.49313354492188
2012-10-23,147.9827423095703
2012-10-25,144.69996643066406
2012-10-29,145.53677368164062
2012-10-30,142.68310546875
2012-10-31,139.0999298095703
2012-11-01,136.13897705078125
2012-11-02,131.26846313476562
2012-11-05,135.21636962890625
2012-11-06,147.38198852539062
2012-11-07,135.94589233398438
2012-11-08,132.59873962402344
2012-11-09,128.77955627441406
2012-11-12,130.0454559326172
2012-11-15,132.92059326171875
2012-11-16,129.80943298339844
