Date,FEDERALBNK
1996-01-01,2.375840425491333
1996-01-02,2.4155404567718506
1996-01-03,2.3669421672821045
1996-01-04,2.3306643962860107
1996-01-05,2.2793290615081787
1996-01-08,2.216355323791504
1996-01-09,2.2177252769470215
1996-01-10,2.2012972831726074
1996-01-11,2.1766555309295654
1996-01-12,2.172548532485962
1996-01-15,2.191030263900757
1996-01-16,2.1999285221099854
1996-01-17,2.24578857421875
1996-01-18,2.219778537750244
1996-01-19,2.218409299850464
1996-01-22,2.219778537750244
1996-01-23,2.219778537750244
1996-01-24,2.2177252769470215
1996-01-25,2.2177252769470215
1996-01-26,2.2177252769470215
1996-01-29,2.223200798034668
1996-01-30,2.1923983097076416
1996-01-31,2.191030263900757
1996-02-01,2.193768262863159
1996-02-02,2.191713809967041
1996-02-05,2.214986562728882
1996-02-06,2.206773042678833
1996-02-07,2.2177252769470215
1996-02-08,2.2971246242523193
1996-02-09,2.642788887023926
1996-02-12,2.7112369537353516
1996-02-13,2.6756436824798584
1996-02-14,2.7351937294006348
1996-02-15,2.668799638748169
1996-02-16,2.696178913116455
1996-02-19,2.6003503799438477
1996-02-20,2.5490143299102783
1996-02-21,2.5490143299102783
1996-02-22,2.6605849266052246
1996-02-23,2.7632579803466797
1996-02-26,2.8152787685394287
1996-02-27,2.770787000656128
1996-02-28,2.7420389652252197
1996-02-29,2.656477451324463
1996-03-01,2.744093179702759
1996-03-04,2.7434074878692627
1996-03-05,2.7434074878692627
1996-03-06,2.7187671661376953
1996-03-07,2.737931966781616
1996-03-08,2.7249276638031006
1996-03-11,2.647580146789551
1996-03-12,2.5736565589904785
1996-03-13,2.624992609024048
1996-03-14,2.642788887023926
1996-03-15,2.6304678916931152
1996-03-18,2.650317907333374
1996-03-19,2.6681149005889893
1996-03-20,2.6681149005889893
1996-03-21,2.658531665802002
1996-03-22,2.6831743717193604
1996-03-25,2.6790664196014404
1996-03-26,2.6872801780700684
1996-03-27,2.7393007278442383
1996-03-28,2.738616704940796
1996-03-29,2.6934406757354736
1996-04-01,2.7201356887817383
1996-04-02,2.6852262020111084
1996-04-03,2.71055269241333
1996-04-04,2.6352593898773193
1996-04-05,2.6352593898773193
1996-04-08,2.7228736877441406
1996-04-09,2.6852262020111084
1996-04-10,2.642103672027588
1996-04-11,2.616778612136841
1996-04-12,2.6236231327056885
1996-04-15,2.652371644973755
1996-04-16,2.614724636077881
1996-04-17,2.6674301624298096
1996-04-18,2.768049955368042
1996-04-19,2.976132869720459
1996-04-22,2.956282377243042
1996-04-23,2.9631271362304688
1996-04-24,3.1650490760803223
1996-04-25,3.158888578414917
1996-04-26,3.1260335445404053
1996-04-29,3.1328792572021484
1996-04-30,3.1321938037872314
1996-05-01,3.1718947887420654
1996-05-02,3.171210289001465
1996-05-03,3.2314443588256836
1996-05-06,3.191743850708008
1996-05-07,3.2074880599975586
1996-05-08,3.1410930156707764
1996-05-09,3.151360034942627
1996-05-10,3.0856494903564453
1996-05-13,3.1027605533599854
1996-05-14,3.1185059547424316
1996-05-15,3.1862688064575195
1996-05-16,3.1780543327331543
1996-05-17,3.136300802230835
1996-05-20,3.0534791946411133
1996-05-21,2.9994046688079834
1996-05-22,2.979553699493408
1996-05-23,2.8577163219451904
1996-05-24,2.884411334991455
1996-05-27,2.801589012145996
1996-05-28,2.749568223953247
1996-05-29,2.9001543521881104
1996-05-30,2.8741447925567627
1996-05-31,2.8714070320129395
1996-06-03,2.8857805728912354
1996-06-04,2.902892589569092
1996-06-05,2.872774839401245
1996-06-06,2.919318914413452
1996-06-07,2.9200055599212646
1996-06-10,2.8967316150665283
1996-06-11,2.848818063735962
1996-06-12,2.9241113662719727
1996-06-13,2.950805902481079
1996-06-14,3.1000242233276367
1996-06-17,3.0363659858703613
1996-06-18,2.9994046688079834
1996-06-19,2.998035430908203
1996-06-20,3.0137789249420166
1996-06-21,2.9624416828155518
1996-06-24,2.801589012145996
1996-06-25,2.762573480606079
1996-06-26,2.7618892192840576
1996-06-27,2.7639427185058594
1996-06-28,2.7831075191497803
1996-07-01,2.7434074878692627
1996-07-02,2.7276647090911865
1996-07-03,2.6578476428985596
1996-07-04,2.67975115776062
1996-07-05,2.6865952014923096
1996-07-08,2.705077648162842
1996-07-09,2.7057604789733887
1996-07-10,2.6824889183044434
1996-07-11,2.694125175476074
1996-07-12,2.692756175994873
1996-07-15,2.656477451324463
1996-07-16,2.678382158279419
1996-07-17,2.6578476428985596
1996-07-18,2.7194507122039795
1996-07-19,2.7953972816467285
1996-07-22,2.731297016143799
1996-07-23,2.681826591491699
1996-07-24,2.732689380645752
1996-07-25,2.731297016143799
1996-07-26,2.7020320892333984
1996-07-29,2.7145743370056152
1996-07-30,2.7333855628967285
1996-07-31,2.7103939056396484
1996-08-01,2.7069091796875
1996-08-02,2.6936709880828857
1996-08-05,2.7041213512420654
1996-08-06,2.6860063076019287
1996-08-07,2.6658003330230713
1996-08-08,2.6504719257354736
1996-08-09,2.6483819484710693
1996-08-12,2.6462912559509277
1996-08-13,2.607969284057617
1996-08-14,2.580099582672119
1996-08-15,2.580099582672119
1996-08-16,2.474191904067993
1996-08-19,2.3961546421051025
1996-08-20,2.4135735034942627
1996-08-21,2.434476375579834
1996-08-22,2.460256576538086
1996-08-23,2.5884597301483154
1996-08-26,2.4978818893432617
1996-08-27,2.579402208328247
1996-08-28,2.551532030105591
1996-08-29,2.543867588043213
1996-08-30,2.5285391807556152
1996-09-02,2.5348098278045654
1996-09-03,2.4449284076690674
1996-09-04,2.4707071781158447
1996-09-05,2.5173912048339844
1996-09-06,2.477675437927246
1996-09-09,2.4839463233947754
1996-09-10,2.4839463233947754
1996-09-11,2.4804623126983643
1996-09-12,2.48952054977417
1996-09-13,2.4874305725097656
1996-09-16,2.4539856910705566
1996-09-17,2.4442312717437744
1996-09-18,2.4707071781158447
1996-09-19,2.4003357887268066
1996-09-20,2.3738584518432617
1996-09-23,2.2442610263824463
1996-09-24,2.0923678874969482
1996-09-25,2.0477752685546875
1996-09-26,1.9697380065917969
1996-09-27,1.9342031478881836
1996-09-30,1.9126040935516357
1996-10-01,1.82411527633667
1996-10-02,1.82411527633667
1996-10-03,1.7864904403686523
1996-10-04,1.7091501951217651
1996-10-07,1.622752070426941
1996-10-08,1.6527129411697388
1996-10-09,1.6889442205429077
1996-10-10,1.807393193244934
1996-10-11,1.8526819944381714
1996-10-14,1.7739489078521729
1996-10-15,1.778826117515564
1996-10-16,1.7969422340393066
1996-10-17,1.7641937732696533
1996-10-18,1.8157544136047363
1996-10-21,1.8157544136047363
1996-10-22,1.9286298751831055
1996-10-23,2.0638010501861572
1996-10-24,1.94813871383667
1996-10-25,1.968344807624817
1996-10-28,1.968344807624817
1996-10-29,1.845714807510376
1996-10-30,1.845714807510376
1996-10-31,1.7823095321655273
1996-11-01,1.7655876874923706
1996-11-04,1.714724063873291
1996-11-05,1.6784929037094116
1996-11-06,1.7168148756027222
1996-11-07,1.7837039232254028
1996-11-08,1.7927614450454712
1996-11-11,1.7488652467727661
1996-11-12,1.7488652467727661
1996-11-13,1.7697681188583374
1996-11-14,1.753743290901184
1996-11-15,1.745381474494934
1996-11-18,1.776735544204712
1996-11-19,1.7432918548583984
1996-11-20,1.7718586921691895
1996-11-21,1.741897702217102
1996-11-22,1.6861572265625
1996-11-25,1.6757057905197144
1996-11-26,1.6129968166351318
1996-11-27,1.5001224279403687
1996-11-28,1.525902509689331
1996-11-29,1.5600435733795166
1996-12-02,1.5231152772903442
1996-12-03,1.4367173910140991
1996-12-04,1.387247085571289
1996-12-05,1.3914278745651245
1996-12-06,1.387247085571289
1996-12-09,1.3050295114517212
1996-12-10,1.2137540578842163
1996-12-11,1.130143404006958
1996-12-12,1.0757958889007568
1996-12-13,1.0242353677749634
1996-12-16,1.0960021018981934
1996-12-17,1.1231755018234253
1996-12-18,1.1949421167373657
1996-12-19,1.203999638557434
1996-12-20,1.2506825923919678
1996-12-23,1.2855205535888672
1996-12-24,1.2618309259414673
1996-12-25,1.2618309259414673
1996-12-26,1.349622368812561
1996-12-27,1.349622368812561
1996-12-30,1.349622368812561
1996-12-31,1.3858540058135986
1997-01-01,1.4834001064300537
1997-01-02,1.5635278224945068
1997-01-03,1.546108365058899
1997-01-06,1.5419279336929321
1997-01-07,1.4750396013259888
1997-01-08,1.5440185070037842
1997-01-09,1.5412312746047974
1997-01-10,1.5656177997589111
1997-01-13,1.557953953742981
1997-01-14,1.5440185070037842
1997-01-15,1.6527129411697388
1997-01-16,1.609513521194458
1997-01-17,1.5718892812728882
1997-01-20,1.4638904333114624
1997-01-21,1.465285062789917
1997-01-22,1.4213885068893433
1997-01-23,1.4213885068893433
1997-01-24,1.4165111780166626
1997-01-27,1.4144209623336792
1997-01-28,1.4645873308181763
1997-01-29,1.4172075986862183
1997-01-30,1.4151179790496826
1997-01-31,1.3579837083816528
1997-02-03,1.2855205535888672
1997-02-04,1.2820369005203247
1997-02-05,1.3217524290084839
1997-02-06,1.3426547050476074
1997-02-07,1.3377774953842163
1997-02-10,1.3356870412826538
1997-02-11,1.3301132917404175
1997-02-12,1.3628606796264648
1997-02-13,1.3558933734893799
1997-02-14,1.3510158061981201
1997-02-17,1.3377774953842163
1997-02-18,1.299456000328064
1997-02-19,1.3140878677368164
1997-02-20,1.3043326139450073
1997-02-21,1.279249906539917
1997-02-24,1.2269928455352783
1997-02-25,1.2116636037826538
1997-02-26,1.2576502561569214
1997-02-27,1.3231453895568848
1997-02-28,1.3956081867218018
1997-03-03,1.5684040784835815
1997-03-04,1.5607399940490723
1997-03-05,1.6304166316986084
1997-03-06,1.6004557609558105
1997-03-07,1.6004557609558105
1997-03-10,1.4889742136001587
1997-03-11,1.3851568698883057
1997-03-12,1.4395042657852173
1997-03-13,1.387247085571289
1997-03-14,1.3760992288589478
1997-03-17,1.3698283433914185
1997-03-18,1.3538028001785278
1997-03-19,1.3412611484527588
1997-03-20,1.328022837638855
1997-03-21,1.347532033920288
1997-03-24,1.347532033920288
1997-03-25,1.3328996896743774
1997-03-26,1.3538028001785278
1997-03-27,1.3405647277832031
1997-03-28,1.3405647277832031
1997-03-31,1.2471988201141357
1997-04-01,1.1754322052001953
1997-04-02,1.2569533586502075
1997-04-03,1.275069236755371
1997-04-04,1.224902629852295
1997-04-07,1.155226230621338
1997-04-08,1.155226230621338
1997-04-09,1.2332639694213867
1997-04-10,1.2067867517471313
1997-04-11,1.2067867517471313
1997-04-14,1.2067867517471313
1997-04-15,1.1991227865219116
1997-04-16,1.1991227865219116
1997-04-17,1.2778559923171997
1997-04-18,1.2778559923171997
1997-04-21,1.3252356052398682
1997-04-22,1.2980624437332153
1997-04-23,1.3092104196548462
1997-04-24,1.3008489608764648
1997-04-25,1.2834302186965942
1997-04-28,1.2597407102584839
1997-04-29,1.1782195568084717
1997-04-30,1.2318699359893799
1997-05-01,1.2318699359893799
1997-05-02,1.191457748413086
1997-05-05,1.170555591583252
1997-05-06,1.1580138206481934
1997-05-07,1.2395343780517578
1997-05-08,1.3259328603744507
1997-05-09,1.3635575771331787
1997-05-12,1.3335967063903809
1997-05-13,1.3335967063903809
1997-05-14,1.3029392957687378
1997-05-15,1.2806432247161865
1997-05-16,1.2381404638290405
1997-05-19,1.2311735153198242
1997-05-20,1.2179347276687622
1997-05-21,1.2193282842636108
1997-05-22,1.2193282842636108
1997-05-23,1.1789166927337646
1997-05-26,1.1893678903579712
1997-05-27,1.1691616773605347
1997-05-28,1.173341989517212
1997-05-29,1.187277913093567
1997-05-30,1.1489559412002563
1997-06-02,1.151742696762085
1997-06-03,1.149652361869812
1997-06-04,1.1712517738342285
1997-06-05,1.1775226593017578
1997-06-06,1.1740391254425049
1997-06-09,1.151742696762085
1997-06-10,1.1364141702651978
1997-06-11,1.1796131134033203
1997-06-12,1.1789166927337646
1997-06-13,1.187277913093567
1997-06-16,1.1782195568084717
1997-06-17,1.1865808963775635
1997-06-18,1.2144510746002197
1997-06-19,1.2053934335708618
1997-06-20,1.1754322052001953
1997-06-23,1.1461687088012695
1997-06-24,1.1217821836471558
1997-06-25,1.1294465065002441
1997-06-26,1.132929801940918
1997-06-27,1.1036664247512817
1997-06-30,1.1364141702651978
1997-07-01,1.162891149520874
1997-07-02,1.1677682399749756
1997-07-03,1.1392008066177368
1997-07-04,1.1837936639785767
1997-07-07,1.1642844676971436
1997-07-08,1.1726455688476562
1997-07-09,1.2506825923919678
1997-07-10,1.2820369005203247
1997-07-11,1.2374444007873535
1997-07-14,1.156619906425476
1997-07-15,1.1378073692321777
1997-07-16,1.1573163270950317
1997-07-17,1.160800814628601
1997-07-18,1.160800814628601
1997-07-21,1.1580138206481934
1997-07-22,1.1851872205734253
1997-07-23,1.2681013345718384
1997-07-24,1.3085134029388428
1997-07-25,1.279249906539917
1997-07-28,1.2945780754089355
1997-07-29,1.3064229488372803
1997-07-30,1.279249906539917
1997-07-31,1.295275092124939
1997-08-01,1.2924878597259521
1997-08-04,1.3092104196548462
1997-08-05,1.4011826515197754
1997-08-06,1.4994258880615234
1997-08-07,1.3963052034378052
1997-08-08,1.3949121236801147
1997-08-11,1.3921246528625488
1997-08-12,1.4109373092651367
1997-08-13,1.3921246528625488
1997-08-14,1.4145087003707886
1997-08-15,1.4145087003707886
1997-08-18,1.36685311794281
1997-08-19,1.355299949645996
1997-08-20,1.3314720392227173
1997-08-21,1.302589774131775
1997-08-22,1.2390488386154175
1997-08-25,1.205834150314331
1997-08-26,1.179118037223816
1997-08-27,1.2311060428619385
1997-08-28,1.2152211666107178
1997-08-29,1.1314623355865479
1997-09-01,1.1350727081298828
1997-09-02,1.1343510150909424
1997-09-03,1.1581783294677734
1997-09-04,1.1653993129730225
1997-09-05,1.1740634441375732
1997-09-08,1.1610668897628784
1997-09-09,1.1524020433425903
1997-09-10,1.1610668897628784
1997-09-11,1.1603446006774902
1997-09-12,1.1098005771636963
1997-09-15,1.1018577814102173
1997-09-16,1.0563687086105347
1997-09-17,1.043371558189392
1997-09-18,1.0614227056503296
1997-09-19,1.0765860080718994
1997-09-22,1.0498700141906738
1997-09-23,1.0462599992752075
1997-09-24,1.055646538734436
1997-09-25,1.0505919456481934
1997-09-26,1.046981692314148
1997-09-29,1.031096339225769
1997-09-30,1.0144895315170288
1997-10-01,1.0094345808029175
1997-10-02,1.0094345808029175
1997-10-03,1.0094345808029175
1997-10-06,1.0094345808029175
1997-10-07,1.0094345808029175
1997-10-08,1.0094345808029175
1997-10-09,1.040482997894287
1997-10-10,1.0751421451568604
1997-10-13,1.0621449947357178
1997-10-14,1.026041865348816
1997-10-15,1.051313877105713
1997-10-16,1.0903054475784302
1997-10-17,1.0773080587387085
1997-10-20,1.0816404819488525
1997-10-21,1.0780298709869385
1997-10-22,1.0621449947357178
1997-10-23,1.040482997894287
1997-10-24,1.0238758325576782
1997-10-27,1.0087130069732666
1997-10-28,0.952392578125
1997-10-29,1.0217094421386719
1997-10-30,1.004380464553833
1997-10-31,1.004380464553833
1997-11-03,0.9964381456375122
1997-11-04,0.9978820085525513
1997-11-05,0.9798305630683899
1997-11-06,0.9805525541305542
1997-11-07,0.9805525541305542
1997-11-10,0.9509481191635132
1997-11-11,0.951670229434967
1997-11-12,0.936506986618042
1997-11-13,0.8809092044830322
1997-11-14,0.8809092044830322
1997-11-17,0.8693556189537048
1997-11-18,0.8765764236450195
1997-11-19,0.8845188617706299
1997-11-20,0.8975158929824829
1997-11-21,0.8917401432991028
1997-11-24,0.8751322627067566
1997-11-25,0.8874073624610901
1997-11-26,0.913401186466217
1997-11-27,0.9328968524932861
1997-11-28,0.8975158929824829
1997-12-01,0.8975158929824829
1997-12-02,0.8975158929824829
1997-12-03,0.908346951007843
1997-12-04,0.8917401432991028
1997-12-05,0.8924612998962402
1997-12-08,0.89534991979599
1997-12-09,0.8570807576179504
1997-12-10,0.8751322627067566
1997-12-11,0.8736880421638489
1997-12-12,0.8693556189537048
1997-12-15,0.8751322627067566
1997-12-16,0.8787427544593811
1997-12-17,0.9076249003410339
1997-12-18,0.8982384204864502
1997-12-19,0.9025702476501465
1997-12-22,0.9227882027626038
1997-12-23,0.9184558987617493
1997-12-24,0.9213431477546692
1997-12-25,0.9213431477546692
1997-12-26,0.9899394512176514
1997-12-29,1.0664775371551514
1997-12-30,1.0144895315170288
1997-12-31,1.0412054061889648
1998-01-01,1.1155767440795898
1998-01-02,1.1047464609146118
1998-01-05,1.1047464609146118
1998-01-06,1.065033197402954
1998-01-07,1.093915343284607
1998-01-08,1.042649507522583
1998-01-09,0.9805525541305542
1998-01-12,0.9458941221237183
1998-01-13,0.9473380446434021
1998-01-14,0.9574466943740845
1998-01-15,0.9661115407943726
