Date,HOMEFIRST
2022-09-05,899.4295654296875
2022-09-06,872.6456298828125
2022-09-07,846.0093994140625
2022-09-08,873.5811157226562
2022-09-09,860.4844360351562
2022-09-12,866.097412109375
2022-09-13,848.2249755859375
2022-09-14,851.6714477539062
2022-09-15,876.9783325195312
2022-09-16,854.7732543945312
2022-09-19,874.7134399414062
2022-09-20,893.1275024414062
2022-09-21,886.776123046875
2022-09-22,894.4568481445312
2022-09-23,857.33349609375
2022-09-26,833.1096801757812
2022-09-27,851.3267822265625
2022-09-28,860.4352416992188
2022-09-29,872.7933349609375
2022-09-30,860.1890869140625
2022-10-03,860.04150390625
2022-10-04,867.4266967773438
2022-10-06,872.44873046875
2022-10-07,864.6694946289062
2022-10-10,848.9141845703125
2022-10-11,835.8176879882812
2022-10-12,825.0844116210938
2022-10-13,809.181396484375
2022-10-14,813.3171997070312
2022-10-17,822.5241088867188
2022-10-18,821.5394287109375
2022-10-19,835.0791015625
2022-10-20,790.521240234375
2022-10-21,742.6153564453125
2022-10-24,752.6593627929688
2022-10-25,719.2285766601562
2022-10-27,697.0726928710938
2022-10-28,719.4254760742188
2022-10-31,715.1420288085938
2022-11-01,728.878662109375
2022-11-02,723.6597900390625
2022-11-03,721.0010986328125
2022-11-04,718.834716796875
2022-11-07,698.5990600585938
2022-11-09,689.2443237304688
2022-11-10,690.081298828125
2022-11-11,671.765869140625
2022-11-14,651.1854858398438
2022-11-15,661.0325317382812
2022-11-16,706.4274291992188
2022-11-17,721.788818359375
2022-11-18,709.5292358398438
2022-11-21,686.6348266601562
2022-11-22,697.8604736328125
2022-11-23,695.9403076171875
2022-11-24,697.5650634765625
2022-11-25,709.1353759765625
2022-11-28,707.0181884765625
2022-11-29,713.8619384765625
2022-11-30,722.4781494140625
2022-12-01,738.1842041015625
2022-12-02,746.0618286132812
2022-12-05,735.9686279296875
2022-12-06,735.1315307617188
2022-12-07,751.1329956054688
2022-12-08,747.292724609375
2022-12-09,743.7477416992188
2022-12-12,740.1536254882812
2022-12-13,739.0703735351562
2022-12-14,738.2333984375
2022-12-15,749.0651245117188
2022-12-16,725.6292114257812
2022-12-19,709.8246459960938
2022-12-20,711.0554809570312
2022-12-21,704.5564575195312
2022-12-22,698.0574340820312
2022-12-23,684.3699340820312
2022-12-26,694.95556640625
2022-12-27,717.5545654296875
2022-12-28,712.6802978515625
2022-12-29,720.7056274414062
2022-12-30,720.45947265625
2023-01-02,739.4150390625
2023-01-03,728.5833740234375
2023-01-04,744.1416625976562
2023-01-05,738.6272583007812
2023-01-06,727.25390625
2023-01-09,713.6649780273438
2023-01-10,711.0062866210938
2023-01-11,710.3170166015625
2023-01-12,722.82275390625
2023-01-13,724.9398803710938
2023-01-16,726.0723266601562
2023-01-17,718.489990234375
2023-01-18,718.489990234375
2023-01-19,720.6071166992188
2023-01-20,726.219970703125
2023-01-23,741.9752807617188
2023-01-24,743.7477416992188
2023-01-25,780.5265502929688
2023-01-27,747.39111328125
2023-01-30,734.8361206054688
2023-01-31,727.106201171875
2023-02-01,747.98193359375
2023-02-02,728.8294677734375
2023-02-03,724.84130859375
2023-02-06,736.7562866210938
2023-02-07,736.0178833007812
2023-02-08,740.4981689453125
2023-02-09,758.6660766601562
2023-02-10,764.6727905273438
2023-02-13,750.39453125
2023-02-14,734.196044921875
2023-02-15,736.5593872070312
2023-02-16,723.906005859375
2023-02-17,751.083740234375
2023-02-20,744.634033203125
2023-02-21,723.6597900390625
2023-02-22,725.3336791992188
2023-02-23,743.25537109375
2023-02-24,740.3997802734375
2023-02-27,728.6325073242188
2023-02-28,713.5665893554688
2023-03-01,721.9365844726562
2023-03-02,742.8615112304688
2023-03-03,732.4728393554688
2023-03-06,735.377685546875
2023-03-08,726.4169311523438
2023-03-09,669.8455810546875
2023-03-10,667.7284545898438
2023-03-13,665.217529296875
2023-03-14,654.5827026367188
2023-03-15,660.737060546875
2023-03-16,661.0817260742188
2023-03-17,658.8661499023438
2023-03-20,660.8355712890625
2023-03-21,683.1390991210938
2023-03-22,705.1472778320312
2023-03-23,681.5636596679688
2023-03-24,677.6248168945312
2023-03-27,668.122314453125
2023-03-28,659.7523803710938
2023-03-29,694.6602172851562
2023-03-31,731.1926879882812
2023-04-03,707.70751953125
2023-04-05,700.3714599609375
2023-04-06,694.2169799804688
2023-04-10,681.5143432617188
2023-04-11,698.0081787109375
2023-04-12,703.9164428710938
2023-04-13,705.4427490234375
2023-04-17,709.1845703125
2023-04-18,718.1946411132812
2023-04-19,700.27294921875
2023-04-20,714.7481689453125
2023-04-21,699.8299560546875
2023-04-24,698.5990600585938
2023-04-25,695.398681640625
2023-04-26,697.811279296875
2023-04-27,695.1033325195312
2023-04-28,701.5531616210938
2023-05-02,702.2424926757812
2023-05-03,697.4174194335938
2023-05-04,695.743408203125
2023-05-05,682.84375
2023-05-08,684.123779296875
2023-05-09,701.060791015625
2023-05-10,699.583740234375
2023-05-11,705.9843139648438
2023-05-12,714.255859375
2023-05-15,683.582275390625
2023-05-16,684.025390625
2023-05-17,692.3461303710938
2023-05-18,687.5703125
2023-05-19,692.116943359375
2023-05-22,686.3348999023438
2023-05-23,684.160400390625
2023-05-24,684.7533569335938
2023-05-25,684.3580932617188
2023-05-26,684.605224609375
2023-05-29,689.0034790039062
2023-05-30,701.753662109375
2023-05-31,712.527099609375
2023-06-01,720.9777221679688
2023-06-02,753.1002807617188
2023-06-05,759.3271484375
2023-06-06,770.7429809570312
2023-06-07,786.7548217773438
2023-06-08,795.3538208007812
2023-06-09,806.4237060546875
2023-06-12,792.6357421875
2023-06-13,801.926513671875
2023-06-14,797.7753295898438
2023-06-15,814.9732055664062
2023-06-16,818.6302490234375
2023-06-19,818.9266967773438
2023-06-20,801.4817504882812
2023-06-21,757.1526489257812
2023-06-22,743.8094482421875
2023-06-23,746.576904296875
2023-06-26,745.98388671875
2023-06-27,759.4259643554688
2023-06-28,775.635498046875
2023-06-30,774.8941650390625
2023-07-03,781.6151733398438
2023-07-04,800.5427856445312
2023-07-05,785.272216796875
2023-07-06,778.0570068359375
2023-07-07,774.3999633789062
2023-07-10,779.3912963867188
2023-07-11,784.9757080078125
2023-07-12,789.2752075195312
2023-07-13,787.1995849609375
2023-07-14,794.3159790039062
2023-07-17,786.55712890625
2023-07-18,789.719970703125
2023-07-19,792.1415405273438
2023-07-20,800.9381713867188
2023-07-21,802.8160400390625
2023-07-24,824.5111083984375
2023-07-25,813.4906005859375
2023-07-26,830.7379760742188
2023-07-27,858.659912109375
2023-07-28,844.624755859375
2023-07-31,859.994140625
2023-08-01,828.3163452148438
2023-08-02,824.5606079101562
2023-08-03,829.7495727539062
2023-08-04,823.62158203125
2023-08-07,839.53466796875
2023-08-08,830.6885375976562
2023-08-09,839.7322387695312
2023-08-10,828.415283203125
2023-08-11,833.4559936523438
2023-08-14,842.9939575195312
2023-08-16,836.6188354492188
2023-08-17,857.4738159179688
2023-08-18,852.6801147460938
2023-08-21,860.68603515625
2023-08-22,847.4910888671875
2023-08-23,853.9155883789062
2023-08-24,854.4097900390625
2023-08-25,839.3369750976562
2023-08-28,826.4879150390625
2023-08-29,807.115478515625
2023-08-30,808.944091796875
2023-08-31,824.5606079101562
2023-09-01,853.2731323242188
2023-09-04,836.0257568359375
2023-09-05,849.8632202148438
2023-09-06,861.0319213867188
2023-09-07,850.1102294921875
2023-09-08,849.8137817382812
2023-09-11,841.3136596679688
2023-09-12,842.0549926757812
2023-09-13,826.784423828125
2023-09-14,840.3253173828125
2023-09-15,839.5840454101562
2023-09-18,834.1478881835938
2023-09-20,838.4967651367188
2023-09-21,829.3541870117188
2023-09-22,824.3134765625
2023-09-25,829.7001342773438
2023-09-26,812.0574951171875
2023-09-27,808.8946533203125
2023-09-28,811.0196533203125
2023-09-29,801.8277587890625
2023-10-03,822.6332397460938
2023-10-04,812.008056640625
2023-10-05,836.3223266601562
2023-10-06,833.7030639648438
2023-10-09,833.3572387695312
2023-10-10,845.7614135742188
2023-10-11,844.2788696289062
2023-10-12,849.0230712890625
2023-10-13,858.3633422851562
2023-10-16,898.788330078125
2023-10-17,945.3412475585938
2023-10-18,942.9691162109375
2023-10-19,944.7481689453125
2023-10-20,934.5678100585938
2023-10-23,903.2854614257812
2023-10-25,880.8985595703125
2023-10-26,896.910400390625
2023-10-27,941.486572265625
2023-10-30,924.4368896484375
2023-10-31,891.7708129882812
2023-11-01,902.2476806640625
2023-11-02,902.9888916015625
2023-11-03,904.7185668945312
2023-11-06,893.5004272460938
2023-11-07,895.9219970703125
2023-11-08,904.8668823242188
2023-11-09,911.4396362304688
2023-11-10,920.0385131835938
2023-11-13,938.4225463867188
2023-11-15,954.5826416015625
2023-11-16,941.3382568359375
2023-11-17,924.9805297851562
2023-11-20,932.0474243164062
2023-11-21,928.9834594726562
2023-11-22,903.8785400390625
2023-11-23,867.01171875
2023-11-24,875.9566040039062
2023-11-28,850.2586059570312
2023-11-29,853.767333984375
2023-11-30,888.014892578125
2023-12-01,908.96875
2023-12-04,934.9632568359375
2023-12-05,949.4429931640625
2023-12-06,940.1522216796875
2023-12-07,1013.638671875
2023-12-08,1024.263916015625
2023-12-11,1008.103759765625
2023-12-12,1006.3740844726562
2023-12-13,974.3009643554688
2023-12-14,996.638427734375
2023-12-15,1024.6097412109375
2023-12-18,1011.5630493164062
2023-12-19,988.8302001953125
2023-12-20,980.0335083007812
2023-12-21,977.9085693359375
2023-12-22,983.048095703125
2023-12-26,947.9110717773438
2023-12-27,949.5418701171875
2023-12-28,930.4661254882812
2023-12-29,919.2972412109375
2024-01-01,921.5211791992188
2024-01-02,946.6755981445312
2024-01-03,944.2540283203125
2024-01-04,930.81201171875
2024-01-05,938.57080078125
2024-01-08,925.326416015625
2024-01-09,926.1666259765625
2024-01-10,931.6026611328125
2024-01-11,960.36474609375
2024-01-12,963.5769653320312
2024-01-15,963.5769653320312
2024-01-16,944.9458618164062
2024-01-17,953.7919311523438
2024-01-18,972.5218505859375
2024-01-19,997.4291381835938
2024-01-23,978.8474731445312
2024-01-24,985.5191040039062
2024-01-25,953.2977905273438
2024-01-29,974.8939208984375
2024-01-30,961.8966674804688
2024-01-31,973.2631225585938
2024-02-01,978.5015869140625
2024-02-02,970.3473510742188
2024-02-05,960.3152465820312
2024-02-06,958.0419921875
2024-02-07,983.739990234375
2024-02-08,987.2982788085938
2024-02-09,972.12646484375
2024-02-12,942.0300903320312
2024-02-13,943.2161865234375
2024-02-14,924.4368896484375
2024-02-15,918.3583374023438
2024-02-16,928.0939331054688
2024-02-19,872.6455078125
2024-02-20,918.1112060546875
2024-02-21,904.76806640625
2024-02-22,935.9022216796875
2024-02-23,947.9605102539062
2024-02-26,917.4688110351562
2024-02-27,891.1282958984375
2024-02-28,877.933349609375
2024-02-29,858.1162109375
2024-03-01,896.1691284179688
2024-03-04,883.5671997070312
2024-03-05,856.3372192382812
2024-03-06,820.458740234375
2024-03-07,858.709228515625
2024-03-11,843.2904663085938
2024-03-12,834.740966796875
2024-03-13,808.499267578125
2024-03-14,805.9295654296875
2024-03-15,813.6883544921875
2024-03-18,834.3949584960938
2024-03-19,837.3107299804688
2024-03-20,863.0582275390625
2024-03-21,856.4854125976562
2024-03-22,870.32275390625
2024-03-26,885.8403930664062
2024-03-27,904.916259765625
2024-03-28,887.3724365234375
2024-04-01,909.0675048828125
2024-04-02,934.4690551757812
2024-04-03,919.198486328125
2024-04-04,942.178466796875
2024-04-05,948.8994750976562
2024-04-08,940.0039672851562
2024-04-09,925.5735473632812
2024-04-10,889.3491821289062
2024-04-12,888.3114013671875
2024-04-15,886.6805419921875
2024-04-16,876.0059814453125
2024-04-18,871.0640869140625
2024-04-19,870.0263061523438
2024-04-22,855.7935180664062
2024-04-23,847.4910888671875
2024-04-24,866.0233154296875
2024-04-25,856.3372192382812
2024-04-26,862.6627807617188
2024-04-29,874.9188232421875
2024-04-30,901.951171875
2024-05-02,879.9595947265625
2024-05-03,891.1282958984375
2024-05-06,887.8666381835938
2024-05-07,867.8518676757812
2024-05-08,881.4915161132812
2024-05-09,839.2874755859375
2024-05-10,808.2027587890625
2024-05-13,781.9116821289062
2024-05-14,818.0372924804688
2024-05-15,819.9645385742188
2024-05-16,818.531494140625
2024-05-17,831.3804321289062
2024-05-21,809.9324951171875
2024-05-22,810.8714599609375
2024-05-23,808.4498901367188
2024-05-24,794.0193481445312
2024-05-27,808.9934692382812
2024-05-28,799.1590576171875
2024-05-29,805.4353637695312
2024-05-30,803.9527587890625
2024-05-31,808.4498901367188
2024-06-03,807.4614868164062
2024-06-04,806.1271362304688
2024-06-05,801.8277587890625
2024-06-06,856.7819213867188
2024-06-07,847.7521362304688
2024-06-10,857.9229736328125
2024-06-11,917.3604125976562
2024-06-12,958.9864501953125
2024-06-13,1014.2066650390625
2024-06-14,1064.01904296875
2024-06-18,1060.94287109375
2024-06-19,1066.350830078125
2024-06-20,1034.3994140625
2024-06-21,1041.94091796875
2024-06-24,1004.1350708007812
2024-06-25,1004.73046875
2024-06-26,1039.26171875
2024-06-27,1012.1725463867188
2024-06-28,1027.503173828125
2024-07-01,1117.60205078125
2024-07-02,1090.0167236328125
2024-07-03,1112.839111328125
2024-07-04,1060.44677734375
2024-07-05,1047.5472412109375
2024-07-08,1041.14697265625
2024-07-09,1031.6212158203125
2024-07-10,1046.7037353515625
2024-07-11,1046.4061279296875
2024-07-12,1052.06201171875
2024-07-15,1090.115966796875
2024-07-16,1066.15234375
2024-07-18,1090.959228515625
2024-07-19,1069.774169921875
2024-07-22,1091.009033203125
2024-07-23,1054.691650390625
2024-07-24,1033.55615234375
2024-07-25,1022.1448974609375
2024-07-26,1053.302490234375
2024-07-29,1068.9307861328125
2024-07-30,1046.2076416015625
2024-07-31,1032.067626953125
2024-08-01,1017.4315795898438
2024-08-02,1018.17578125
2024-08-05,973.62255859375
2024-08-06,1032.712646484375
2024-08-07,1003.7381591796875
2024-08-08,1019.4161376953125
2024-08-09,1036.135986328125
2024-08-12,1007.707275390625
2024-08-13,1004.2343139648438
2024-08-14,984.984130859375
2024-08-16,998.6776123046875
2024-08-19,1011.279541015625
2024-08-20,1024.9727783203125
2024-08-21,1036.8306884765625
2024-08-22,1040.1051025390625
2024-08-23,1045.909912109375
2024-08-26,1084.3111572265625
2024-08-27,1090.810546875
2024-08-28,1087.287841796875
2024-08-29,1100.5347900390625
2024-08-30,1144.0958251953125
2024-09-02,1133.4287109375
2024-09-03,1120.330810546875
2024-09-04,1112.839111328125
2024-09-05,1169.25
2024-09-06,1136.8026123046875
2024-09-09,1075.9263916015625
2024-09-10,1057.3211669921875
2024-09-11,1100.08837890625
2024-09-12,1120.2811279296875
2024-09-13,1193.8585205078125
2024-09-16,1178.230224609375
2024-09-17,1165.926025390625
2024-09-18,1220.5509033203125
2024-09-19,1203.979736328125
2024-09-20,1258.703857421875
2024-09-23,1286.43798828125
2024-09-24,1330.3958740234375
2024-09-25,1292.8382568359375
2024-09-26,1287.0830078125
2024-09-27,1196.4384765625
2024-09-30,1177.2379150390625
2024-10-01,1175.3028564453125
2024-10-03,1172.9215087890625
2024-10-04,1238.2132568359375
2024-10-07,1230.4239501953125
2024-10-08,1273.935302734375
2024-10-09,1299.2384033203125
2024-10-10,1232.061279296875
2024-10-11,1207.2542724609375
2024-10-14,1205.1705322265625
2024-10-15,1190.9312744140625
2024-10-16,1200.407470703125
2024-10-17,1191.576171875
2024-10-18,1161.956787109375
2024-10-21,1115.81591796875
2024-10-22,1093.8369140625
2024-10-23,1106.6373291015625
2024-10-24,1104.4046630859375
2024-10-25,1093.4896240234375
2024-10-28,1094.5316162109375
2024-10-29,1176.1463623046875
2024-10-30,1201.3006591796875
2024-10-31,1170.68896484375
2024-11-01,1182.397705078125
2024-11-04,1139.2833251953125
2024-11-05,1138.4893798828125
2024-11-06,1157.44189453125
2024-11-07,1134.1234130859375
2024-11-08,1083.7158203125
2024-11-11,1053.10400390625
2024-11-12,1040.0555419921875
2024-11-13,1020.011474609375
2024-11-14,1041.0972900390625
2024-11-18,1041.0972900390625
2024-11-19,1043.8758544921875
2024-11-21,1061.33984375
2024-11-22,1078.3077392578125
2024-11-25,1134.669189453125
2024-11-26,1100.3858642578125
2024-11-27,1086.047607421875
2024-11-28,1084.0133056640625
