Date,HOMEFIRST
2021-02-03,519.481201171875
2021-02-04,551.9764404296875
2021-02-05,539.5198974609375
2021-02-08,528.4912109375
2021-02-09,532.8731689453125
2021-02-10,544.591064453125
2021-02-11,540.5538940429688
2021-02-12,542.2278442382812
2021-02-15,510.0280456542969
2021-02-16,499.5901184082031
2021-02-17,520.5643920898438
2021-02-18,535.0887451171875
2021-02-19,545.9205322265625
2021-02-22,529.8698120117188
2021-02-23,526.2264404296875
2021-02-24,522.730712890625
2021-02-25,549.4654541015625
2021-02-26,529.4266967773438
2021-03-01,522.385986328125
2021-03-02,527.9496459960938
2021-03-03,530.706787109375
2021-03-04,535.4826049804688
2021-03-05,521.9921264648438
2021-03-08,515.8377075195312
2021-03-09,510.71734619140625
2021-03-10,512.0958251953125
2021-03-12,507.2215270996094
2021-03-15,494.17425537109375
2021-03-16,490.2846374511719
2021-03-17,471.32904052734375
2021-03-18,462.02362060546875
2021-03-19,460.792724609375
2021-03-22,462.6144104003906
2021-03-23,446.5145263671875
2021-03-24,449.0254821777344
2021-03-25,458.5771789550781
2021-03-26,451.78265380859375
2021-03-30,440.85247802734375
2021-03-31,441.5417175292969
2021-04-01,455.27838134765625
2021-04-05,441.00018310546875
2021-04-06,445.3328857421875
2021-04-07,453.2597351074219
2021-04-08,496.24212646484375
2021-04-09,484.6225891113281
2021-04-12,435.8304748535156
2021-04-13,449.9117431640625
2021-04-15,461.974365234375
2021-04-16,469.06427001953125
2021-04-19,456.1153869628906
2021-04-20,467.78411865234375
2021-04-22,467.1933288574219
2021-04-23,461.678955078125
2021-04-26,458.1832580566406
2021-04-27,459.36492919921875
2021-04-28,464.8300476074219
2021-04-29,471.2305908203125
2021-04-30,490.08770751953125
2021-05-03,481.3238220214844
2021-05-04,503.2334899902344
2021-05-05,525.2909545898438
2021-05-06,513.2775268554688
2021-05-07,508.4032287597656
2021-05-10,503.47967529296875
2021-05-11,497.1775817871094
2021-05-12,483.1947937011719
2021-05-14,485.5580749511719
2021-05-17,497.3745422363281
2021-05-18,504.9567565917969
2021-05-19,500.08245849609375
2021-05-20,502.2488098144531
2021-05-21,503.5289611816406
2021-05-24,504.6613464355469
2021-05-25,523.5184936523438
2021-05-26,522.730712890625
2021-05-27,552.074951171875
2021-05-28,537.4027709960938
2021-05-31,560.1494750976562
2021-06-01,561.1340942382812
2021-06-02,556.89990234375
2021-06-03,554.2412109375
2021-06-04,561.4295654296875
2021-06-07,555.12744140625
2021-06-08,545.526611328125
2021-06-09,545.9205322265625
2021-06-10,551.4840698242188
2021-06-11,551.4840698242188
2021-06-14,546.6589965820312
2021-06-15,540.1107177734375
2021-06-16,541.3416137695312
2021-06-17,537.8458862304688
2021-06-18,532.5284423828125
2021-06-21,523.321533203125
2021-06-22,533.3656005859375
2021-06-23,527.2111206054688
2021-06-24,527.2603149414062
2021-06-25,526.8172607421875
2021-06-28,519.2349853515625
2021-06-29,522.5338134765625
2021-06-30,532.9715576171875
2021-07-01,541.7847900390625
2021-07-02,525.2909545898438
2021-07-05,527.900390625
2021-07-06,523.7646484375
2021-07-07,536.7626953125
2021-07-08,565.220703125
2021-07-09,590.4783935546875
2021-07-12,587.0811767578125
2021-07-13,580.2866821289062
2021-07-14,582.0591430664062
2021-07-15,572.9505615234375
2021-07-16,564.92529296875
2021-07-19,546.3143310546875
2021-07-20,528.6388549804688
2021-07-22,534.251708984375
2021-07-23,543.4588012695312
2021-07-26,552.025634765625
2021-07-27,539.4706420898438
2021-07-28,550.0562133789062
2021-07-29,556.89990234375
2021-07-30,590.9707641601562
2021-08-02,585.210205078125
2021-08-03,567.731689453125
2021-08-04,582.1575927734375
2021-08-05,581.1729125976562
2021-08-06,573.8368530273438
2021-08-09,564.3837280273438
2021-08-10,570.2919921875
2021-08-11,552.1734008789062
2021-08-12,567.4854736328125
2021-08-13,572.9014282226562
2021-08-16,565.9592895507812
2021-08-17,568.7655639648438
2021-08-18,566.8947143554688
2021-08-20,547.9883422851562
2021-08-23,551.4840698242188
2021-08-24,552.1241455078125
2021-08-25,557.5892333984375
2021-08-26,551.287109375
2021-08-27,551.5332641601562
2021-08-30,561.67578125
2021-08-31,561.9219360351562
2021-09-01,562.0696411132812
2021-09-02,564.777587890625
2021-09-03,570.83349609375
2021-09-06,566.2054443359375
2021-09-07,568.2240600585938
2021-09-08,572.6552124023438
2021-09-09,567.6824340820312
2021-09-13,566.3038330078125
2021-09-14,570.0458374023438
2021-09-15,564.6298217773438
2021-09-16,553.3550415039062
2021-09-17,565.7622680664062
2021-09-20,544.4434814453125
2021-09-21,547.7914428710938
2021-09-22,555.6198120117188
2021-09-23,589.4443969726562
2021-09-24,592.8416748046875
2021-09-27,597.962158203125
2021-09-28,577.1849365234375
2021-09-29,585.4071655273438
2021-09-30,581.0744018554688
2021-10-01,586.3919067382812
2021-10-04,584.6194458007812
2021-10-05,590.42919921875
2021-10-06,583.93017578125
2021-10-07,591.463134765625
2021-10-08,613.4219970703125
2021-10-11,622.2351684570312
2021-10-12,662.5587768554688
2021-10-13,642.8154907226562
2021-10-14,647.443603515625
2021-10-18,627.0109252929688
2021-10-19,630.408203125
2021-10-20,634.6423950195312
2021-10-21,616.9669799804688
2021-10-22,629.965087890625
2021-10-25,645.5725708007812
2021-10-26,674.966064453125
2021-10-27,698.5497436523438
2021-10-28,688.9981689453125
2021-10-29,694.4631958007812
2021-11-01,689.8350830078125
2021-11-02,732.9159545898438
2021-11-03,719.0808715820312
2021-11-04,721.4442138671875
2021-11-08,715.2405395507812
2021-11-09,714.30517578125
2021-11-10,718.1454467773438
2021-11-11,710.809326171875
2021-11-12,729.7156982421875
2021-11-15,722.0350341796875
2021-11-16,725.7276000976562
2021-11-17,781.6588134765625
2021-11-18,761.2261352539062
2021-11-22,756.6473999023438
2021-11-23,774.3228149414062
2021-11-24,796.3801879882812
2021-11-25,843.892333984375
2021-11-26,794.656982421875
2021-11-29,776.587646484375
2021-11-30,797.0203247070312
2021-12-01,805.0455932617188
2021-12-02,803.1747436523438
2021-12-03,828.0384521484375
2021-12-06,822.8195190429688
2021-12-07,868.2144775390625
2021-12-08,850.2435913085938
2021-12-09,840.0518798828125
2021-12-10,842.1196899414062
2021-12-13,832.6173706054688
2021-12-14,838.0823974609375
2021-12-15,823.705810546875
2021-12-16,819.0776977539062
2021-12-17,813.4156494140625
2021-12-20,789.4872436523438
2021-12-21,817.0590209960938
2021-12-22,813.7109985351562
2021-12-23,820.5054321289062
2021-12-24,803.71630859375
2021-12-27,799.0881958007812
2021-12-28,786.040771484375
2021-12-29,766.9375610351562
2021-12-30,782.2005004882812
2021-12-31,762.3587036132812
2022-01-03,777.03076171875
2022-01-04,811.2000122070312
2022-01-05,804.9963989257812
2022-01-06,777.6707763671875
2022-01-07,786.6316528320312
2022-01-10,828.1369018554688
2022-01-11,812.3324584960938
2022-01-12,792.4413452148438
2022-01-13,781.1173095703125
2022-01-14,796.3309936523438
2022-01-17,801.3037719726562
2022-01-18,815.2374267578125
2022-01-19,793.8692016601562
2022-01-20,802.4854125976562
2022-01-21,784.7114868164062
2022-01-24,758.3213500976562
2022-01-25,746.406494140625
2022-01-27,776.4400024414062
2022-01-28,768.4638061523438
2022-01-31,740.30126953125
2022-02-01,751.9207763671875
2022-02-02,754.5794677734375
2022-02-03,758.222900390625
2022-02-04,729.0263671875
2022-02-07,690.1304321289062
2022-02-08,684.9608764648438
2022-02-09,698.7466430664062
2022-02-10,717.7022705078125
2022-02-11,694.0201416015625
2022-02-14,692.444580078125
2022-02-15,706.1813354492188
2022-02-16,721.5918579101562
2022-02-17,721.9365844726562
2022-02-18,708.5444946289062
2022-02-21,693.8231811523438
2022-02-22,691.7060546875
2022-02-23,697.66357421875
2022-02-24,672.5535278320312
2022-02-25,666.3499145507812
2022-02-28,669.6979370117188
2022-03-02,655.1734619140625
2022-03-03,673.193603515625
2022-03-04,662.804931640625
2022-03-07,624.2045288085938
2022-03-08,644.7848510742188
2022-03-09,672.1104125976562
2022-03-10,695.743408203125
2022-03-11,721.05029296875
2022-03-14,710.7108764648438
2022-03-15,723.265869140625
2022-03-16,699.3375854492188
2022-03-17,732.8175048828125
2022-03-21,709.332275390625
2022-03-22,711.7940063476562
2022-03-23,701.2084350585938
2022-03-24,711.104736328125
2022-03-25,709.2830200195312
2022-03-28,701.0115966796875
2022-03-29,697.4174194335938
2022-03-30,752.2654418945312
2022-03-31,757.6813354492188
2022-04-01,775.4552612304688
2022-04-04,763.835693359375
2022-04-05,768.611572265625
2022-04-06,773.3873901367188
2022-04-07,771.1718139648438
2022-04-08,764.9681396484375
2022-04-11,778.3109130859375
2022-04-12,744.289306640625
2022-04-13,745.470947265625
2022-04-18,725.383056640625
2022-04-19,726.5646362304688
2022-04-20,717.3576049804688
2022-04-21,742.3692016601562
2022-04-22,746.6034545898438
2022-04-25,735.1315307617188
2022-04-26,725.0875244140625
2022-04-27,723.6597900390625
2022-04-28,717.3576049804688
2022-04-29,691.6569213867188
2022-05-02,721.6903686523438
2022-05-04,756.6966552734375
2022-05-05,778.8525390625
2022-05-06,769.153076171875
2022-05-09,769.8916015625
2022-05-10,764.2295532226562
2022-05-11,722.5274047851562
2022-05-12,741.5813598632812
2022-05-13,750.3452758789062
2022-05-16,744.1416625976562
2022-05-17,743.9447021484375
2022-05-18,754.2841186523438
2022-05-19,749.1143188476562
2022-05-20,743.5015258789062
2022-05-23,773.928955078125
2022-05-24,769.3008422851562
2022-05-25,782.69287109375
2022-05-26,792.539794921875
2022-05-27,787.4686279296875
2022-05-30,789.7334594726562
2022-05-31,766.1005249023438
2022-06-01,783.1851806640625
2022-06-02,772.747314453125
2022-06-03,767.8237915039062
2022-06-06,747.8834838867188
2022-06-07,746.111083984375
2022-06-08,764.3280639648438
2022-06-09,777.27685546875
2022-06-10,775.5536499023438
2022-06-13,738.2333984375
2022-06-14,746.5048828125
2022-06-15,737.1009521484375
2022-06-16,710.4646606445312
2022-06-17,714.945068359375
2022-06-20,716.0775756835938
2022-06-21,752.2654418945312
2022-06-22,727.3524169921875
2022-06-23,718.1946411132812
2022-06-24,722.970458984375
2022-06-27,741.9752807617188
2022-06-28,728.337158203125
2022-06-29,728.337158203125
2022-06-30,732.3252563476562
2022-07-01,727.7955322265625
2022-07-04,734.1468505859375
2022-07-05,728.2879028320312
2022-07-06,739.3657836914062
2022-07-07,738.9226684570312
2022-07-08,744.1908569335938
2022-07-11,749.9513549804688
2022-07-12,749.015869140625
2022-07-13,753.4962768554688
2022-07-14,745.0770263671875
2022-07-15,751.6746215820312
2022-07-18,759.5029907226562
2022-07-19,753.6439819335938
2022-07-20,759.404541015625
2022-07-21,769.3992309570312
2022-07-22,804.5040283203125
2022-07-25,817.6498413085938
2022-07-26,788.0594482421875
2022-07-27,810.067626953125
2022-07-28,833.9959716796875
2022-07-29,815.0404663085938
2022-08-01,825.6752319335938
2022-08-02,846.6001586914062
2022-08-03,843.5968627929688
2022-08-04,823.7550659179688
2022-08-05,823.3612060546875
2022-08-08,794.0169677734375
2022-08-10,811.6923828125
2022-08-11,879.2923583984375
2022-08-12,917.892822265625
2022-08-16,951.3235473632812
2022-08-17,947.9755859375
2022-08-18,909.9659423828125
2022-08-19,888.7455444335938
2022-08-22,930.6940307617188
2022-08-23,934.9774780273438
2022-08-24,927.641357421875
2022-08-25,935.5189819335938
2022-08-26,950.4373779296875
2022-08-29,942.7566528320312
2022-08-30,954.77001953125
2022-09-01,921.7824096679688
2022-09-02,915.234130859375
