Date,KPRMILL
2007-08-28,12.083032608032227
2007-08-29,12.713118553161621
2007-08-30,11.703591346740723
2007-08-31,11.418135643005371
2007-09-03,11.418135643005371
2007-09-04,11.418135643005371
2007-09-05,11.421615600585938
2007-09-06,11.278890609741211
2007-09-07,11.393767356872559
2007-09-10,11.157050132751465
2007-09-11,10.951661109924316
2007-09-12,10.895962715148926
2007-09-13,10.80893611907959
2007-09-14,10.68709659576416
2007-09-17,10.582661628723145
2007-09-18,10.513038635253906
2007-09-19,10.617471694946289
2007-09-20,10.446895599365234
2007-09-21,10.868118286132812
2007-09-24,10.5478515625
2007-09-25,10.450377464294434
2007-09-26,10.443415641784668
2007-09-27,10.446895599365234
2007-09-28,10.478228569030762
2007-10-01,10.408605575561523
2007-10-03,9.81333065032959
2007-10-04,9.771557807922363
2007-10-05,9.120582580566406
2007-10-08,8.768986701965332
2007-10-09,8.57752513885498
2007-10-10,8.744620323181152
2007-10-11,8.709809303283691
2007-10-12,8.626261711120605
2007-10-15,8.674995422363281
2007-10-16,8.6541109085083
2007-10-17,8.741142272949219
2007-10-18,8.772470474243164
2007-10-19,8.911717414855957
2007-10-22,8.695886611938477
2007-10-23,8.772470474243164
2007-10-24,8.793356895446777
2007-10-25,8.758546829223633
2007-10-26,8.772470474243164
2007-10-29,9.221536636352539
2007-10-30,9.023112297058105
2007-10-31,9.05846881866455
2007-11-01,8.818042755126953
2007-11-02,8.761469841003418
2007-11-05,9.461538314819336
2007-11-06,8.839256286621094
2007-11-07,8.591755867004395
2007-11-08,8.528111457824707
2007-11-12,8.694289207458496
2007-11-13,8.478614807128906
2007-11-14,8.41496753692627
2007-11-15,8.549328804016113
2007-11-16,9.235254287719727
2007-11-19,11.08442497253418
2007-11-20,11.724388122558594
2007-11-21,11.338995933532715
2007-11-22,10.875819206237793
2007-11-23,10.861677169799805
2007-11-26,11.38496208190918
2007-11-27,11.3460693359375
2007-11-28,11.37435245513916
2007-11-29,11.314249038696289
2007-11-30,11.045533180236816
2007-12-03,11.250604629516602
2007-12-04,11.314249038696289
2007-12-05,11.30363941192627
2007-12-06,11.416781425476074
2007-12-07,11.133927345275879
2007-12-10,11.31778335571289
2007-12-11,11.437995910644531
2007-12-12,12.141602516174316
2007-12-13,11.925924301147461
2007-12-14,12.077958106994629
2007-12-17,11.69256591796875
2007-12-18,11.551137924194336
2007-12-19,11.816315650939941
2007-12-20,11.572354316711426
2007-12-24,11.565282821655273
2007-12-26,12.000174522399902
2007-12-27,12.339601516723633
2007-12-28,12.643670082092285
2007-12-31,13.559420585632324
2008-01-01,13.474559783935547
2008-01-02,13.509917259216309
2008-01-03,13.152813911437988
2008-01-04,12.611852645874023
2008-01-07,12.965420722961426
2008-01-08,12.208780288696289
2008-01-09,12.021383285522461
2008-01-10,11.703173637390137
2008-01-11,11.671351432800293
2008-01-14,11.586495399475098
2008-01-15,11.476886749267578
2008-01-16,11.172818183898926
2008-01-17,12.2936372756958
2008-01-18,11.338995933532715
2008-01-21,9.8999662399292
2008-01-22,8.347793579101562
2008-01-23,8.97007942199707
2008-01-24,8.864006042480469
2008-01-25,9.19636058807373
2008-01-28,9.189289093017578
2008-01-29,9.35546875
2008-01-30,9.542860984802246
2008-01-31,9.359003067016602
2008-02-01,8.814506530761719
2008-02-04,9.369611740112305
2008-02-05,10.889961242675781
2008-02-06,10.45153522491455
2008-02-07,9.907035827636719
2008-02-08,9.694894790649414
2008-02-11,8.987753868103027
2008-02-12,8.810969352722168
2008-02-13,8.941792488098145
2008-02-14,9.02664566040039
2008-02-15,9.546396255493164
2008-02-18,9.907035827636719
2008-02-19,9.758535385131836
2008-02-20,9.486289024353027
2008-02-21,9.825716018676758
2008-02-22,9.023113250732422
2008-02-25,9.164541244506836
2008-02-26,9.75500202178955
2008-02-27,9.892890930175781
2008-02-28,10.196966171264648
2008-02-29,9.567609786987305
2008-03-03,9.18575382232666
2008-03-04,8.95946979522705
2008-03-05,9.168076515197754
2008-03-07,8.556398391723633
2008-03-10,8.227578163146973
2008-03-11,8.634183883666992
2008-03-12,8.397293090820312
2008-03-13,7.9199724197387695
2008-03-14,8.294755935668945
2008-03-17,7.637115955352783
2008-03-18,7.396687984466553
2008-03-19,7.283547878265381
2008-03-24,6.530442714691162
2008-03-25,6.91583251953125
2008-03-26,7.410831928253174
2008-03-27,7.223437786102295
2008-03-28,7.414366722106934
2008-03-31,6.792083740234375
2008-04-01,6.9582600593566895
2008-04-02,7.036047458648682
2008-04-03,6.972403526306152
2008-04-04,7.08554744720459
2008-04-07,7.071403503417969
2008-04-08,7.096156120300293
2008-04-09,7.191618919372559
2008-04-10,7.294151306152344
2008-04-11,7.092617988586426
2008-04-15,7.039584159851074
2008-04-16,7.424973487854004
2008-04-17,7.120900630950928
2008-04-21,7.364867687225342
2008-04-22,7.333045959472656
2008-04-23,7.495688438415527
2008-04-24,7.414366722106934
2008-04-25,7.485082626342773
2008-04-28,7.44265079498291
2008-04-29,7.40022611618042
2008-04-30,7.644188404083252
2008-05-02,7.527508735656738
2008-05-05,7.456794261932373
2008-05-06,7.40022611618042
2008-05-07,7.410831928253174
2008-05-08,7.513367652893066
2008-05-09,7.347189903259277
2008-05-12,7.35426139831543
2008-05-13,7.40022611618042
2008-05-14,7.562865257263184
2008-05-15,7.736114025115967
2008-05-16,8.213434219360352
2008-05-20,8.31950855255127
2008-05-21,8.312434196472168
2008-05-22,8.163938522338867
2008-05-23,8.185150146484375
2008-05-26,7.721974849700928
2008-05-27,7.474473476409912
2008-05-28,7.707832336425781
2008-05-29,7.562865257263184
2008-05-30,7.456794261932373
2008-06-02,7.361331462860107
2008-06-03,7.152723789215088
2008-06-04,7.021904468536377
2008-06-05,7.000689506530762
2008-06-06,6.901693820953369
2008-06-09,6.788546562194824
2008-06-10,6.572869777679443
2008-06-11,6.8274407386779785
2008-06-12,6.929974555969238
2008-06-13,6.898155212402344
2008-06-16,7.120900630950928
2008-06-17,7.074939727783203
2008-06-18,7.159797668457031
2008-06-19,6.880476951599121
2008-06-20,6.799155235290527
2008-06-23,6.834511756896973
2008-06-24,6.601155757904053
2008-06-25,6.551655292510986
2008-06-26,7.2022271156311035
2008-06-27,6.618834018707275
2008-06-30,6.548120975494385
2008-07-01,6.279406547546387
2008-07-02,6.20162296295166
2008-07-03,6.116763591766357
2008-07-04,6.024837017059326
2008-07-07,6.2864766120910645
2008-07-08,6.335978984832764
2008-07-09,6.728442192077637
2008-07-10,6.71429967880249
2008-07-11,6.5410475730896
2008-07-14,6.473870277404785
2008-07-15,6.028371334075928
2008-07-16,6.339515686035156
2008-07-17,6.261727809906006
2008-07-18,6.321835041046143
2008-07-21,6.279406547546387
2008-07-22,6.43851375579834
2008-07-23,6.463264465332031
2008-07-24,6.381943225860596
2008-07-25,6.332442283630371
2008-07-28,6.703692436218262
2008-07-29,6.3289079666137695
2008-07-30,6.399620532989502
2008-07-31,6.442049503326416
2008-08-01,6.4774065017700195
2008-08-04,7.184545993804932
2008-08-05,7.113834857940674
2008-08-06,7.142120361328125
2008-08-07,7.166869640350342
2008-08-08,7.106762409210205
2008-08-11,7.17747688293457
2008-08-12,7.359645366668701
2008-08-13,7.195692539215088
2008-08-14,7.54545783996582
2008-08-18,7.501737594604492
2008-08-19,7.3268561363220215
2008-08-20,7.2612738609313965
2008-08-21,7.08274507522583
2008-08-22,7.013520240783691
2008-08-25,6.9406538009643555
2008-08-26,6.926081657409668
2008-08-27,6.671042442321777
2008-08-28,6.72205114364624
2008-08-29,6.598176002502441
2008-09-01,6.616391658782959
2008-09-02,6.700190544128418
2008-09-04,6.569029808044434
2008-09-05,6.579959392547607
2008-09-08,6.5836029052734375
2008-09-09,6.5908894538879395
2008-09-10,6.510736465454102
2008-09-11,6.507092475891113
2008-09-12,6.467014789581299
2008-09-15,6.248408317565918
2008-09-16,6.2556986808776855
2008-09-17,6.193760395050049
2008-09-18,6.051668643951416
2008-09-19,6.0735297203063965
2008-09-22,6.095389366149902
2008-09-23,6.048023700714111
2008-09-24,6.0553107261657715
2008-09-25,6.1791863441467285
2008-09-26,6.07717227935791
2008-09-29,5.545237064361572
2008-09-30,5.454152584075928
2008-10-01,5.537949562072754
2008-10-03,5.428647518157959
2008-10-06,4.944079399108887
2008-10-07,4.809272289276123
2008-10-08,4.6963276863098145
2008-10-10,4.117030620574951
2008-10-13,4.94043493270874
2008-10-14,4.710901260375977
2008-10-15,4.725475788116455
2008-10-16,4.448577404022217
2008-10-17,4.244546890258789
2008-10-20,4.448577404022217
2008-10-21,4.495942115783691
2008-10-22,4.3174147605896
2008-10-23,4.328345775604248
2008-10-24,3.825558662414551
2008-10-27,3.2681193351745605
2008-10-29,3.2134673595428467
