Date,GARFIBRES
2002-08-12,14.365740776062012
2002-08-13,14.08405876159668
2002-08-14,14.1544771194458
2002-08-15,14.1544771194458
2002-08-16,13.450273513793945
2002-08-19,13.802374839782715
2002-08-20,13.731955528259277
2002-08-21,13.731955528259277
2002-08-22,13.802374839782715
2002-08-23,13.802374839782715
2002-08-26,13.978426933288574
2002-08-27,14.119268417358398
2002-08-28,14.048845291137695
2002-08-29,13.908005714416504
2002-08-30,14.189688682556152
2002-09-02,13.908005714416504
2002-09-03,14.048845291137695
2002-09-04,13.908005714416504
2002-09-05,14.189688682556152
2002-09-06,14.330525398254395
2002-09-09,12.429181098937988
2002-09-10,12.429181098937988
2002-09-11,12.675651550292969
2002-09-12,12.605232238769531
2002-09-13,11.971449851989746
2002-09-16,12.288342475891113
2002-09-17,12.112288475036621
2002-09-18,11.795397758483887
2002-09-19,11.936238288879395
2002-09-20,11.971449851989746
2002-09-23,11.971449851989746
2002-09-24,11.971449851989746
2002-09-25,11.619345664978027
2002-09-26,11.619345664978027
2002-09-27,11.936238288879395
2002-09-30,11.971449851989746
2002-10-01,11.971449851989746
2002-10-02,11.971449851989746
2002-10-03,11.971449851989746
2002-10-04,11.971449851989746
2002-10-07,11.971449851989746
2002-10-08,11.971449851989746
2002-10-09,11.971449851989746
2002-10-10,11.971449851989746
2002-10-11,11.971449851989746
2002-10-14,11.971449851989746
2002-10-15,11.971449851989746
2002-10-16,11.971449851989746
2002-10-17,11.971449851989746
2002-10-18,11.971449851989746
2002-10-21,11.971449851989746
2002-10-22,11.971449851989746
2002-10-23,11.971449851989746
2002-10-24,11.971449851989746
2002-10-25,11.971449851989746
2002-10-28,11.971449851989746
2002-10-29,11.971449851989746
2002-10-30,11.971449851989746
2002-10-31,11.971449851989746
2002-11-01,11.971449851989746
2002-11-04,11.971449851989746
2002-11-05,11.971449851989746
2002-11-06,11.971449851989746
2002-11-07,11.971449851989746
2002-11-08,11.971449851989746
2002-11-11,11.971449851989746
2002-11-12,11.971449851989746
2002-11-13,11.971449851989746
2002-11-14,11.971449851989746
2002-11-15,11.971449851989746
2002-11-18,11.971449851989746
2002-11-19,11.971449851989746
2002-11-20,11.971449851989746
2002-11-21,11.971449851989746
2002-11-22,11.971449851989746
2002-11-25,11.971449851989746
2002-11-26,11.971449851989746
2002-11-27,11.971449851989746
2002-11-28,11.971449851989746
2002-11-29,11.971449851989746
2002-12-02,11.971449851989746
2002-12-03,11.971449851989746
2002-12-04,11.971449851989746
2002-12-05,11.971449851989746
2002-12-06,11.971449851989746
2002-12-09,11.971449851989746
2002-12-10,11.971449851989746
2002-12-11,11.971449851989746
2002-12-12,11.971449851989746
2002-12-13,11.971449851989746
2002-12-16,11.971449851989746
2002-12-17,11.971449851989746
2002-12-18,11.971449851989746
2002-12-19,11.971449851989746
2002-12-20,11.971449851989746
2002-12-23,11.971449851989746
2002-12-24,11.971449851989746
2002-12-25,11.971449851989746
2002-12-26,11.971449851989746
2002-12-27,11.971449851989746
2002-12-30,11.971449851989746
2002-12-31,11.971449851989746
2003-01-01,11.971449851989746
2003-01-02,11.971449851989746
2003-01-03,11.971449851989746
2003-01-06,11.971449851989746
2003-01-07,11.971449851989746
2003-01-08,11.971449851989746
2003-01-09,11.971449851989746
2003-01-10,11.971449851989746
2003-01-13,11.971449851989746
2003-01-14,11.971449851989746
2003-01-15,11.971449851989746
2003-01-16,11.971449851989746
2003-01-17,11.971449851989746
2003-01-20,11.971449851989746
2003-01-21,11.971449851989746
2003-01-22,11.971449851989746
2003-01-23,11.971449851989746
2003-01-24,11.971449851989746
2003-01-27,11.971449851989746
2003-01-28,11.971449851989746
2003-01-29,11.971449851989746
2003-01-30,11.971449851989746
2003-01-31,11.971449851989746
2003-02-03,11.971449851989746
2003-02-04,11.971449851989746
2003-02-05,11.971449851989746
2003-02-06,11.971449851989746
2003-02-07,11.971449851989746
2003-02-10,11.971449851989746
2003-02-11,11.971449851989746
2003-02-12,11.971449851989746
2003-02-13,11.971449851989746
2003-02-14,11.971449851989746
2003-02-17,11.971449851989746
2003-02-18,11.971449851989746
2003-02-19,11.971449851989746
2003-02-20,11.971449851989746
2003-02-21,11.971449851989746
2003-02-24,11.971449851989746
2003-02-25,11.971449851989746
2003-02-26,11.971449851989746
2003-02-27,11.971449851989746
2003-02-28,11.971449851989746
2003-03-03,11.971449851989746
2003-03-04,11.971449851989746
2003-03-05,11.971449851989746
2003-03-06,11.971449851989746
2003-03-07,11.971449851989746
2003-03-10,11.971449851989746
2003-03-11,11.971449851989746
2003-03-12,11.971449851989746
2003-03-13,11.971449851989746
2003-03-14,11.971449851989746
2003-03-17,11.971449851989746
2003-03-18,11.971449851989746
2003-03-19,11.971449851989746
2003-03-20,11.971449851989746
2003-03-21,11.971449851989746
2003-03-24,11.971449851989746
2003-03-25,11.971449851989746
2003-03-26,11.971449851989746
2003-03-27,11.971449851989746
2003-03-28,11.971449851989746
2003-03-31,11.971449851989746
2003-04-01,11.971449851989746
2003-04-02,11.971449851989746
2003-04-03,11.971449851989746
2003-04-04,11.971449851989746
2003-04-07,11.971449851989746
2003-04-08,11.971449851989746
2003-04-09,11.971449851989746
2003-04-10,11.971449851989746
2003-04-11,11.971449851989746
2003-04-14,11.971449851989746
2003-04-15,11.971449851989746
2003-04-16,11.971449851989746
2003-04-17,11.971449851989746
2003-04-18,11.971449851989746
2003-04-21,11.971449851989746
2003-04-22,11.971449851989746
2003-04-23,11.971449851989746
2003-04-24,11.971449851989746
2003-04-25,11.971449851989746
2003-04-28,11.971449851989746
2003-04-29,11.971449851989746
2003-04-30,11.971449851989746
2003-05-01,11.971449851989746
2003-05-02,11.971449851989746
2003-05-05,11.971449851989746
2003-05-06,11.971449851989746
2003-05-07,11.971449851989746
2003-05-08,11.971449851989746
2003-05-09,11.971449851989746
2003-05-12,11.971449851989746
2003-05-13,11.971449851989746
2003-05-14,11.971449851989746
2003-05-15,11.971449851989746
2003-05-16,11.971449851989746
2003-05-19,11.971449851989746
2003-05-20,11.971449851989746
2003-05-21,11.971449851989746
2003-05-22,11.971449851989746
2003-05-23,11.971449851989746
2003-05-26,11.971449851989746
2003-05-27,11.971449851989746
2003-05-28,11.971449851989746
2003-05-29,11.971449851989746
2003-05-30,11.971449851989746
2003-06-02,11.971449851989746
2003-06-03,11.971449851989746
2003-06-04,11.971449851989746
2003-06-05,11.971449851989746
2003-06-06,11.971449851989746
2003-06-09,11.971449851989746
2003-06-10,11.971449851989746
2003-06-11,11.971449851989746
2003-06-12,11.971449851989746
2003-06-13,11.971449851989746
2003-06-16,11.971449851989746
2003-06-17,11.971449851989746
2003-06-18,11.971449851989746
2003-06-19,11.971449851989746
2003-06-20,11.971449851989746
2003-06-23,11.971449851989746
2003-06-24,11.971449851989746
2003-06-25,11.971449851989746
2003-06-26,11.971449851989746
2003-06-27,11.971449851989746
2003-06-30,11.971449851989746
2003-07-01,11.971449851989746
2003-07-02,11.971449851989746
2003-07-03,11.971449851989746
