Date,ASAHIINDIA
2002-07-01,1.4131543636322021
2002-07-02,1.5419471263885498
2002-07-03,1.5412333011627197
2002-07-04,1.5412333011627197
2002-07-05,1.472020149230957
2002-07-08,1.6068782806396484
2002-07-09,1.5683475732803345
2002-07-10,1.5619261264801025
2002-07-11,1.5683475732803345
2002-07-12,1.5487254858016968
2002-07-15,1.433489441871643
2002-07-16,1.5333845615386963
2002-07-17,1.5101946592330933
2002-07-18,1.4713070392608643
2002-07-19,1.4520412683486938
2002-07-22,1.397813320159912
2002-07-23,1.4520412683486938
2002-07-24,1.5412333011627197
2002-07-25,1.3946017026901245
2002-07-26,1.4520412683486938
2002-07-29,1.4520412683486938
2002-07-30,1.3635632991790771
2002-07-31,1.3931752443313599
2002-08-01,1.3931752443313599
2002-08-02,1.359995722770691
2002-08-05,1.4131543636322021
2002-08-06,1.359995722770691
2002-08-07,1.3946017026901245
2002-08-08,1.3946017026901245
2002-08-09,1.3985263109207153
2002-08-12,1.3938883543014526
2002-08-13,1.3938883543014526
2002-08-14,1.3860397338867188
2002-08-15,1.3860397338867188
2002-08-16,1.3938883543014526
2002-08-19,1.3760497570037842
2002-08-20,1.3760497570037842
2002-08-21,1.3899637460708618
2002-08-22,1.4210028648376465
2002-08-23,1.4249277114868164
2002-08-26,1.3831855058670044
2002-08-27,1.4249277114868164
2002-08-28,1.4249277114868164
2002-08-29,1.3553577661514282
2002-08-30,1.3553577661514282
2002-09-02,1.3553577661514282
2002-09-03,1.5847960710525513
2002-09-04,1.5847960710525513
2002-09-05,1.5847960710525513
2002-09-06,1.5847960710525513
2002-09-09,1.5847960710525513
2002-09-10,1.5847960710525513
2002-09-11,1.5167993307113647
2002-09-12,1.5167993307113647
2002-09-13,1.5222220420837402
2002-09-16,1.427108883857727
2002-09-17,1.3908164501190186
2002-09-18,1.3908164501190186
2002-09-19,1.4287775754928589
2002-09-20,1.4287775754928589
2002-09-23,1.489682912826538
2002-09-24,1.4458807706832886
2002-09-25,1.494271993637085
2002-09-26,1.494271993637085
2002-09-27,1.448801040649414
2002-09-30,1.448801040649414
2002-10-01,1.448801040649414
2002-10-02,1.448801040649414
2002-10-03,1.448801040649414
2002-10-04,1.4442130327224731
2002-10-07,1.4262747764587402
2002-10-08,14.942726135253906
2002-10-09,14.967755317687988
2002-10-10,15.167993545532227
2002-10-11,15.167993545532227
2002-10-14,15.167993545532227
2002-10-15,15.167993545532227
2002-10-16,16.615543365478516
2002-10-17,16.298498153686523
2002-10-18,16.281814575195312
2002-10-21,15.572641372680664
2002-10-22,14.967755317687988
2002-10-23,15.847966194152832
2002-10-24,15.530920028686523
2002-10-25,15.935569763183594
2002-10-28,16.281814575195312
2002-10-29,15.827107429504395
2002-10-30,16.165010452270508
2002-10-31,16.0273494720459
2002-11-01,15.618523597717285
2002-11-04,16.073230743408203
2002-11-05,16.252613067626953
2002-11-06,16.252613067626953
2002-11-07,15.664411544799805
2002-11-08,15.555952072143555
2002-11-11,15.510061264038086
2002-11-12,15.122102737426758
2002-11-13,15.618523597717285
2002-11-14,15.618523597717285
2002-11-15,15.238909721374512
2002-11-18,15.393260955810547
2002-11-19,15.393260955810547
2002-11-20,15.69361400604248
2002-11-21,15.572641372680664
2002-11-22,15.802071571350098
2002-11-25,14.85094928741455
2002-11-26,15.013643264770508
2002-11-27,15.167993545532227
2002-11-28,15.105414390563965
2002-11-29,15.105414390563965
2002-12-02,15.847966194152832
2002-12-03,15.330682754516602
2002-12-04,15.213884353637695
2002-12-05,15.781219482421875
2002-12-06,15.238909721374512
2002-12-09,14.942726135253906
2002-12-10,14.942726135253906
2002-12-11,15.510061264038086
2002-12-12,14.984442710876465
2002-12-13,15.193022727966309
2002-12-16,15.485037803649902
2002-12-17,15.013643264770508
2002-12-18,15.030327796936035
2002-12-19,15.030327796936035
2002-12-20,15.105414390563965
2002-12-23,15.393260955810547
2002-12-24,15.393260955810547
2002-12-25,15.393260955810547
2002-12-26,15.301483154296875
2002-12-27,15.301483154296875
2002-12-30,15.393260955810547
2002-12-31,15.64772891998291
2003-01-01,15.664411544799805
2003-01-02,16.05654525756836
2003-01-03,15.827107429504395
2003-01-06,15.756192207336426
2003-01-07,15.802071571350098
2003-01-08,15.802071571350098
2003-01-09,15.847966194152832
2003-01-10,16.11911964416504
2003-01-13,16.344388961791992
2003-01-14,15.918885231018066
2003-01-15,16.298498153686523
2003-01-16,16.886699676513672
2003-01-17,17.387292861938477
2003-01-20,17.203739166259766
2003-01-21,17.003503799438477
2003-01-22,17.595870971679688
2003-01-23,17.595870971679688
2003-01-24,16.461191177368164
2003-01-27,16.778236389160156
2003-01-28,17.36643409729004
2003-01-29,17.821138381958008
2003-01-30,17.729360580444336
2003-01-31,17.549983978271484
2003-02-03,17.6834774017334
2003-02-04,17.63758659362793
2003-02-05,17.729360580444336
2003-02-06,17.658451080322266
2003-02-07,17.729360580444336
2003-02-10,17.56667137145996
2003-02-11,17.658451080322266
2003-02-12,17.6834774017334
2003-02-13,17.6834774017334
2003-02-14,17.6834774017334
2003-02-17,18.02137565612793
2003-02-18,17.821138381958008
2003-02-19,17.929597854614258
2003-02-20,17.954631805419922
2003-02-21,17.883710861206055
2003-02-24,17.612558364868164
2003-02-25,17.658451080322266
2003-02-26,17.658451080322266
2003-02-27,17.658451080322266
2003-02-28,17.658451080322266
2003-03-03,17.658451080322266
2003-03-04,17.658451080322266
2003-03-05,17.612558364868164
2003-03-06,17.63758659362793
2003-03-07,17.203739166259766
2003-03-10,16.799095153808594
2003-03-11,16.73234748840332
2003-03-12,16.644746780395508
2003-03-13,16.344388961791992
2003-03-14,16.344388961791992
2003-03-17,16.298498153686523
2003-03-18,16.298498153686523
