Date,ATGL
2018-11-05,75.1335220336914
2018-11-06,77.61809539794922
2018-11-07,80.79833984375
2018-11-09,79.45667266845703
2018-11-12,75.53104400634766
2018-11-13,76.47518157958984
2018-11-14,77.81685638427734
2018-11-15,78.91007232666016
2018-11-16,78.36346435546875
2018-11-19,77.31993103027344
2018-11-20,80.40082550048828
2018-11-21,96.45116424560547
2018-11-22,110.8616943359375
2018-11-26,103.4576644897461
2018-11-27,100.42647552490234
2018-11-28,98.38912963867188
2018-11-29,98.83634948730469
2018-11-30,98.14067077636719
2018-12-03,96.89838409423828
2018-12-04,95.60640716552734
2018-12-05,104.69994354248047
2018-12-06,103.65642547607422
2018-12-07,99.53202819824219
2018-12-10,94.26473236083984
2018-12-11,95.55671691894531
2018-12-12,97.44499206542969
2018-12-13,98.33943176269531
2018-12-14,98.24005889892578
2018-12-17,99.0848159790039
2018-12-18,105.59439849853516
2018-12-19,102.36444854736328
2018-12-20,102.16568756103516
2018-12-21,99.03511810302734
2018-12-24,97.69345092773438
2018-12-26,99.87987518310547
2018-12-27,99.48234558105469
2018-12-28,100.57554626464844
2018-12-31,100.17803192138672
2019-01-01,101.22154998779297
2019-01-02,99.83018493652344
2019-01-03,100.22770690917969
2019-01-04,100.22770690917969
2019-01-07,101.02278137207031
2019-01-08,100.47616577148438
2019-01-09,100.625244140625
2019-01-10,99.7804946899414
2019-01-11,98.38912963867188
2019-01-14,97.44499206542969
2019-01-15,97.79283142089844
2019-01-16,98.43882751464844
2019-01-17,97.8922119140625
2019-01-18,97.9916000366211
2019-01-21,97.14683532714844
2019-01-22,96.30209350585938
2019-01-23,96.20271301269531
2019-01-24,98.83634948730469
2019-01-25,97.49468231201172
2019-01-28,88.00360870361328
2019-01-29,93.07213592529297
2019-01-30,94.11566925048828
2019-01-31,91.8795394897461
2019-02-01,91.8795394897461
2019-02-04,95.40764617919922
2019-02-05,95.75547790527344
2019-02-06,95.80517578125
2019-02-07,97.29591369628906
2019-02-08,94.86103057861328
2019-02-11,94.21504211425781
2019-02-12,93.41998291015625
2019-02-14,95.60640716552734
2019-02-15,96.30209350585938
2019-02-18,94.86103057861328
2019-02-19,94.5132064819336
2019-02-20,95.1591796875
2019-02-21,98.14067077636719
2019-02-22,101.56937408447266
2019-02-25,100.17803192138672
2019-02-26,99.9295654296875
2019-02-27,99.18418884277344
2019-02-28,101.37061309814453
2019-03-01,105.34593200683594
2019-03-05,109.96725463867188
2019-03-06,112.4021224975586
2019-03-07,114.48916625976562
2019-03-08,114.04193878173828
2019-03-11,116.5265121459961
2019-03-12,119.30924987792969
2019-03-13,118.01726531982422
2019-03-14,116.4768295288086
2019-03-15,115.78115844726562
2019-03-18,116.02959442138672
2019-03-19,117.27190399169922
2019-03-20,115.93022155761719
2019-03-22,115.48299407958984
2019-03-25,114.63824462890625
2019-03-26,115.43331146240234
2019-03-27,114.78731536865234
2019-03-28,116.17868041992188
2019-04-01,132.67625427246094
2019-04-02,131.48365783691406
2019-04-03,127.70711517333984
2019-04-04,130.0426483154297
2019-04-05,129.29722595214844
2019-04-08,132.22900390625
2019-04-09,130.4898223876953
2019-04-10,128.99908447265625
2019-04-11,129.54571533203125
2019-04-12,129.34690856933594
2019-04-15,129.24757385253906
2019-04-16,140.7759552001953
2019-04-18,140.2293701171875
2019-04-22,144.60220336914062
2019-04-23,146.6892547607422
2019-04-24,150.2670440673828
2019-04-25,145.24818420410156
2019-04-26,142.36607360839844
2019-04-30,133.17315673828125
2019-05-02,130.3904571533203
2019-05-03,131.93087768554688
2019-05-06,128.94937133789062
2019-05-07,133.96823120117188
2019-05-08,130.1419677734375
2019-05-09,131.43397521972656
2019-05-10,130.24136352539062
2019-05-13,122.4397964477539
2019-05-14,117.2221908569336
2019-05-15,118.21603393554688
2019-05-16,114.09163665771484
2019-05-17,114.83702087402344
2019-05-20,129.4959716796875
2019-05-21,130.4401397705078
2019-05-22,132.875
2019-05-23,135.01173400878906
2019-05-24,135.16082763671875
2019-05-27,142.36607360839844
2019-05-28,162.24269104003906
2019-05-29,166.71490478515625
2019-05-30,170.0939178466797
2019-05-31,163.8328094482422
2019-06-03,177.54763793945312
2019-06-04,180.57884216308594
2019-06-06,169.29888916015625
2019-06-07,168.85165405273438
2019-06-10,169.59701538085938
2019-06-11,165.27386474609375
2019-06-12,168.5535125732422
2019-06-13,167.708740234375
2019-06-14,172.8766632080078
2019-06-17,166.3173828125
2019-06-18,164.37939453125
2019-06-19,160.5034942626953
2019-06-20,157.37290954589844
2019-06-21,158.46612548828125
2019-06-24,157.72073364257812
2019-06-25,161.1991729736328
2019-06-26,161.24884033203125
2019-06-27,166.41677856445312
2019-06-28,169.0504150390625
2019-07-01,170.9386749267578
2019-07-02,174.46676635742188
2019-07-03,173.17478942871094
2019-07-04,173.0257568359375
2019-07-05,166.3173828125
2019-07-08,162.44142150878906
2019-07-09,163.3855743408203
2019-07-10,162.24269104003906
2019-07-11,162.88870239257812
2019-07-12,162.1929931640625
2019-07-15,162.14329528808594
2019-07-16,171.08775329589844
2019-07-17,174.41712951660156
2019-07-18,168.9013671875
2019-07-19,163.2364959716797
2019-07-22,163.5843505859375
2019-07-23,162.4911346435547
2019-07-24,160.30470275878906
2019-07-25,159.36058044433594
2019-07-26,160.1071319580078
2019-07-29,158.96243286132812
2019-07-30,156.82235717773438
2019-07-31,152.34312438964844
2019-08-01,152.0445098876953
2019-08-02,153.189208984375
2019-08-05,148.90908813476562
2019-08-06,153.83621215820312
2019-08-07,156.22511291503906
2019-08-08,160.05734252929688
2019-08-09,156.921875
2019-08-13,151.9947509765625
2019-08-14,152.7412872314453
2019-08-16,152.4426727294922
2019-08-19,152.09429931640625
2019-08-20,154.43344116210938
2019-08-21,151.39752197265625
2019-08-22,145.62432861328125
2019-08-23,145.9229278564453
2019-08-26,147.31643676757812
2019-08-27,147.51551818847656
2019-08-28,146.42062377929688
2019-08-29,143.1856231689453
2019-08-30,139.8013153076172
2019-09-03,138.55709838867188
2019-09-04,135.3220977783203
2019-09-05,136.5165557861328
2019-09-06,136.81520080566406
2019-09-09,134.17742919921875
2019-09-11,136.86495971679688
2019-09-12,137.4123992919922
2019-09-13,142.58840942382812
2019-09-16,140.14971923828125
2019-09-17,138.855712890625
2019-09-18,137.71102905273438
2019-09-19,134.62535095214844
2019-09-20,132.73414611816406
2019-09-23,134.72488403320312
2019-09-24,132.4852752685547
2019-09-25,130.84288024902344
2019-09-26,132.08712768554688
2019-09-27,131.88803100585938
2019-09-30,128.60330200195312
2019-10-01,129.7977294921875
2019-10-03,128.05581665039062
2019-10-04,127.25952911376953
2019-10-07,129.49913024902344
2019-10-09,135.42166137695312
2019-10-10,137.86032104492188
2019-10-11,137.01426696777344
2019-10-14,150.0537567138672
2019-10-15,150.85006713867188
2019-10-16,147.71458435058594
2019-10-17,148.11276245117188
2019-10-18,150.30259704589844
2019-10-22,147.76438903808594
2019-10-23,146.37083435058594
2019-10-24,145.0270538330078
2019-10-25,146.07223510742188
2019-10-27,147.6648406982422
2019-10-29,147.2169189453125
2019-10-30,146.22152709960938
2019-10-31,146.42062377929688
2019-11-01,146.17176818847656
2019-11-04,147.2169189453125
2019-11-05,146.07223510742188
2019-11-06,147.01783752441406
2019-11-07,146.66944885253906
2019-11-08,146.12197875976562
2019-11-11,147.31643676757812
2019-11-13,147.71458435058594
2019-11-14,146.71922302246094
2019-11-15,145.8731689453125
2019-11-18,145.67408752441406
2019-11-19,145.7736053466797
2019-11-20,145.8731689453125
2019-11-21,145.62432861328125
2019-11-22,145.5745391845703
2019-11-25,146.6197052001953
2019-11-26,145.5247802734375
2019-11-27,146.0224609375
2019-11-28,148.75975036621094
2019-11-29,160.60479736328125
2019-12-02,163.39186096191406
2019-12-03,154.53297424316406
2019-12-04,155.27951049804688
2019-12-05,151.5468292236328
2019-12-06,149.9542236328125
2019-12-09,150.00399780273438
2019-12-10,152.59197998046875
2019-12-11,151.29798889160156
2019-12-12,151.1984405517578
2019-12-13,150.85006713867188
2019-12-16,150.89984130859375
2019-12-17,149.9542236328125
2019-12-18,150.0537567138672
2019-12-19,150.4021453857422
2019-12-20,150.30259704589844
2019-12-23,149.35699462890625
2019-12-24,156.32467651367188
2019-12-26,154.28411865234375
2019-12-27,154.98089599609375
2019-12-30,155.08041381835938
2019-12-31,161.94857788085938
2020-01-01,176.03323364257812
2020-01-02,179.118896484375
2020-01-03,173.69406127929688
2020-01-06,162.54580688476562
2020-01-07,170.30975341796875
2020-01-08,167.47291564941406
2020-01-09,168.8166961669922
2020-01-10,163.4914093017578
2020-01-13,167.22409057617188
2020-01-14,168.46829223632812
2020-01-15,174.09222412109375
2020-01-16,173.34567260742188
2020-01-17,173.84336853027344
2020-01-20,171.25535583496094
2020-01-21,169.01577758789062
2020-01-22,166.07940673828125
2020-01-23,172.1014404296875
2020-01-24,174.4405975341797
2020-01-27,173.09683227539062
2020-01-28,169.36415100097656
2020-01-29,169.1153106689453
2020-01-30,165.97987365722656
2020-01-31,165.63150024414062
2020-02-03,164.38722229003906
2020-02-04,166.3780059814453
2020-02-05,171.90237426757812
2020-02-06,169.6129913330078
2020-02-07,170.95675659179688
2020-02-10,170.3595428466797
2020-02-11,168.6175994873047
2020-02-12,167.82130432128906
2020-02-13,166.7761688232422
2020-02-14,164.23794555664062
2020-02-17,165.28309631347656
2020-02-18,163.4914093017578
2020-02-19,163.5909423828125
2020-02-20,183.99627685546875
2020-02-24,163.88954162597656
2020-02-25,153.93572998046875
2020-02-26,148.3118438720703
2020-02-27,146.56993103027344
2020-02-28,133.430908203125
2020-03-02,133.08250427246094
2020-03-03,133.6299591064453
2020-03-04,129.7977294921875
2020-03-05,130.693603515625
2020-03-06,126.6125259399414
2020-03-09,119.64485931396484
2020-03-11,119.24669647216797
2020-03-12,98.49298858642578
2020-03-13,105.26158142089844
2020-03-16,103.2210693359375
2020-03-17,107.05327606201172
2020-03-18,103.1712875366211
2020-03-19,98.39346313476562
2020-03-20,98.64230346679688
2020-03-23,88.78802490234375
2020-03-24,81.37242889404297
2020-03-25,83.7613525390625
2020-03-26,90.50019073486328
2020-03-27,88.35375213623047
2020-03-30,83.56167602539062
2020-03-31,86.2072982788086
2020-04-01,88.8529281616211
2020-04-03,90.20069122314453
2020-04-07,93.84465789794922
2020-04-08,90.64996337890625
2020-04-09,92.54680633544922
2020-04-13,92.8463134765625
2020-04-15,96.5401840209961
2020-04-16,98.7365493774414
2020-04-17,103.57854461669922
2020-04-20,106.3239974975586
2020-04-21,99.1858139038086
2020-04-22,97.83805084228516
2020-04-23,98.98613739013672
2020-04-24,97.08928680419922
2020-04-27,98.33721923828125
2020-04-28,103.92797088623047
2020-04-29,105.6750717163086
2020-04-30,105.17589569091797
2020-05-04,99.63507843017578
2020-05-05,97.18911743164062
2020-05-06,99.53524017333984
2020-05-07,104.17755126953125
2020-05-08,107.1226806640625
2020-05-11,106.27408599853516
2020-05-12,104.42715454101562
2020-05-13,105.8248291015625
2020-05-14,106.17424774169922
2020-05-15,107.27243041992188
2020-05-18,101.43209838867188
2020-05-19,106.17424774169922
2020-05-20,106.17424774169922
2020-05-21,111.96466064453125
2020-05-22,115.50880432128906
2020-05-26,114.46054077148438
2020-05-27,114.56036376953125
2020-05-28,114.66020965576172
2020-05-29,117.25589752197266
2020-06-01,117.10616302490234
2020-06-02,123.8949203491211
2020-06-03,135.72532653808594
2020-06-04,133.87841796875
2020-06-05,134.8268280029297
2020-06-08,133.92828369140625
2020-06-09,132.7801971435547
2020-06-10,134.32765197753906
2020-06-11,133.77854919433594
2020-06-12,132.2311248779297
2020-06-15,136.7236785888672
2020-06-16,136.374267578125
2020-06-17,135.22616577148438
2020-06-18,135.6754150390625
2020-06-19,142.11477661132812
2020-06-22,148.20468139648438
2020-06-23,150.70053100585938
2020-06-24,160.8337860107422
2020-06-25,170.61758422851562
2020-06-26,165.575927734375
2020-06-29,157.08998107910156
2020-06-30,152.34780883789062
2020-07-01,158.88699340820312
2020-07-02,163.5792236328125
2020-07-03,161.08334350585938
2020-07-06,160.6840057373047
2020-07-07,157.3894500732422
2020-07-08,154.0949249267578
2020-07-09,154.2946014404297
2020-07-10,151.6489715576172
2020-07-13,153.5957794189453
2020-07-14,148.703857421875
2020-07-15,148.65391540527344
2020-07-16,145.45919799804688
2020-07-17,148.20468139648438
2020-07-20,153.54583740234375
2020-07-21,151.0998992919922
2020-07-22,150.2512664794922
2020-07-23,150.6007080078125
2020-07-24,147.45591735839844
2020-07-27,144.46087646484375
2020-07-28,145.8585662841797
2020-07-29,155.79209899902344
2020-07-30,151.8985595703125
2020-07-31,153.49591064453125
2020-08-03,156.24136352539062
2020-08-04,158.93690490722656
2020-08-05,158.23806762695312
2020-08-06,153.146484375
2020-08-07,161.78219604492188
2020-08-10,162.93028259277344
2020-08-11,158.58750915527344
2020-08-12,159.38616943359375
2020-08-13,159.2863311767578
2020-08-14,157.8886260986328
2020-08-17,160.6840057373047
2020-08-18,161.48268127441406
2020-08-19,162.43112182617188
2020-08-20,167.4727783203125
2020-08-21,165.1765899658203
2020-08-24,170.86717224121094
2020-08-25,184.94384765625
2020-08-26,185.84237670898438
2020-08-27,184.54454040527344
2020-08-28,186.24171447753906
2020-08-31,169.469482421875
2020-09-01,176.9071807861328
2020-09-02,189.63607788085938
2020-09-03,189.53627014160156
2020-09-04,187.5894775390625
2020-09-07,194.5279998779297
2020-09-08,190.73428344726562
2020-09-09,197.87245178222656
2020-09-10,207.9557647705078
2020-09-11,207.00735473632812
2020-09-14,203.91244506835938
2020-09-15,206.8076629638672
2020-09-16,204.41163635253906
2020-09-17,200.06881713867188
2020-09-18,192.98056030273438
2020-09-21,185.9921112060547
2020-09-22,188.13858032226562
2020-09-23,186.0919647216797
2020-09-24,174.96038818359375
2020-09-25,183.44631958007812
2020-09-28,189.88568115234375
2020-09-29,191.03379821777344
2020-09-30,188.8873291015625
2020-10-01,193.03048706054688
2020-10-05,199.12039184570312
2020-10-06,200.46815490722656
2020-10-07,195.6761016845703
2020-10-08,190.08534240722656
2020-10-09,188.288330078125
2020-10-12,193.32997131347656
2020-10-13,190.43478393554688
2020-10-14,185.4430389404297
2020-10-15,181.15013122558594
2020-10-16,184.3448486328125
