Date,VARROC
2018-11-20,707.8936767578125
2018-11-21,711.7135009765625
2018-11-22,701.2824096679688
2018-11-26,696.72802734375
2018-11-27,688.059814453125
2018-11-28,689.9208374023438
2018-11-29,693.3489379882812
2018-11-30,699.3235473632812
2018-12-03,700.2540283203125
2018-12-04,705.2002563476562
2018-12-05,691.7327880859375
2018-12-06,671.4093627929688
2018-12-07,656.91357421875
2018-12-10,661.3699951171875
2018-12-11,635.5617065429688
2018-12-12,671.9480590820312
2018-12-13,673.8090209960938
2018-12-14,668.8137817382812
2018-12-17,667.7853393554688
2018-12-18,670.4298706054688
2018-12-19,672.584716796875
2018-12-20,659.7539672851562
2018-12-21,655.787109375
2018-12-24,657.25634765625
2018-12-26,655.787109375
2018-12-27,655.1016235351562
2018-12-28,660.9292602539062
2018-12-31,711.2237548828125
2019-01-01,719.6959228515625
2019-01-02,708.7261352539062
2019-01-03,706.6204223632812
2019-01-04,707.1100463867188
2019-01-07,715.1905517578125
2019-01-08,721.703857421875
2019-01-09,715.9740600585938
2019-01-10,705.05322265625
2019-01-11,715.0436401367188
2019-01-14,712.1052856445312
2019-01-15,720.28369140625
2019-01-16,708.432373046875
2019-01-17,702.212890625
2019-01-18,707.2570190429688
2019-01-21,693.59375
2019-01-22,677.2860107421875
2019-01-23,690.3616333007812
2019-01-24,658.2357788085938
2019-01-25,645.1602172851562
2019-01-28,630.2726440429688
2019-01-29,642.9075317382812
2019-01-30,641.585205078125
2019-01-31,634.7291259765625
2019-02-01,635.610595703125
2019-02-04,624.05322265625
2019-02-05,604.3173217773438
2019-02-06,600.0078125
2019-02-07,610.8796997070312
2019-02-08,607.1577758789062
2019-02-11,575.8645629882812
2019-02-12,591.87841796875
2019-02-14,578.0682373046875
2019-02-15,568.7635498046875
2019-02-18,558.5283813476562
2019-02-19,561.3687744140625
2019-02-20,580.5169067382812
2019-02-21,600.3995971679688
2019-02-22,606.717041015625
2019-02-25,595.6983032226562
2019-02-26,592.85791015625
2019-02-27,587.7158203125
2019-02-28,603.2890014648438
2019-03-01,591.388671875
2019-03-05,620.135498046875
2019-03-06,634.7291259765625
2019-03-07,636.2472534179688
2019-03-08,630.3216552734375
2019-03-11,632.3294067382812
2019-03-12,631.3499755859375
2019-03-13,620.576171875
2019-03-14,612.7896118164062
2019-03-15,605.3947143554688
2019-03-18,604.072509765625
2019-03-19,586.9322509765625
2019-03-20,585.9038696289062
2019-03-22,589.968505859375
2019-03-25,585.6099853515625
2019-03-26,584.9732666015625
2019-03-27,579.6353759765625
2019-03-28,577.431640625
2019-04-01,579.3905029296875
2019-04-02,575.4237670898438
2019-04-03,568.0289306640625
2019-04-04,589.2339477539062
2019-04-05,590.6051025390625
2019-04-08,582.7205810546875
2019-04-09,573.46484375
2019-04-10,573.0241088867188
2019-04-11,567.5881958007812
2019-04-12,565.4823608398438
2019-04-15,568.0289306640625
2019-04-16,576.7459716796875
2019-04-18,565.1395874023438
2019-04-22,559.1649780273438
2019-04-23,555.9327392578125
2019-04-24,556.4224853515625
2019-04-25,557.5978393554688
2019-04-26,554.70849609375
2019-04-30,539.5760498046875
2019-05-02,530.8590087890625
2019-05-03,528.557373046875
2019-05-06,527.5288696289062
2019-05-07,519.7423706054688
2019-05-08,509.60504150390625
2019-05-09,502.1612854003906
2019-05-10,498.92913818359375
2019-05-13,483.111083984375
2019-05-14,487.7634582519531
2019-05-15,485.65765380859375
2019-05-16,470.77008056640625
2019-05-17,477.82208251953125
2019-05-20,481.5439758300781
2019-05-21,476.7936706542969
2019-05-22,475.3735046386719
2019-05-23,471.6515808105469
2019-05-24,485.7066345214844
2019-05-27,505.7362060546875
2019-05-28,512.7882690429688
2019-05-29,513.4738159179688
2019-05-30,510.4376220703125
2019-05-31,503.7773132324219
2019-06-03,496.9702453613281
2019-06-04,480.2707214355469
2019-06-06,475.2265930175781
2019-06-07,448.7325744628906
2019-06-10,462.10198974609375
2019-06-11,465.62799072265625
2019-06-12,471.9944152832031
2019-06-13,468.9580993652344
2019-06-14,465.62799072265625
2019-06-17,458.13525390625
2019-06-18,454.46234130859375
2019-06-19,439.37890625
2019-06-20,442.2682189941406
2019-06-21,446.6268005371094
2019-06-24,449.6630859375
2019-06-25,448.1449279785156
2019-06-26,462.83660888671875
2019-06-27,463.3263244628906
2019-06-28,464.50164794921875
2019-07-01,460.3389892578125
2019-07-02,463.0814514160156
2019-07-03,468.0766296386719
2019-07-04,467.1951599121094
2019-07-05,460.3389892578125
2019-07-08,451.03424072265625
2019-07-09,455.6376953125
2019-07-10,450.250732421875
2019-07-11,446.4308776855469
2019-07-12,442.8559265136719
2019-07-15,436.489501953125
2019-07-16,436.1957092285156
2019-07-17,435.95086669921875
2019-07-18,431.2494812011719
2019-07-19,429.24163818359375
2019-07-22,421.84686279296875
2019-07-23,424.0016174316406
2019-07-24,425.4217834472656
2019-07-25,424.0995788574219
2019-07-26,425.7646179199219
2019-07-29,419.30029296875
2019-07-30,413.8153991699219
2019-07-31,413.4236145019531
2019-08-01,410.5342102050781
2019-08-02,413.5705261230469
2019-08-05,411.6116027832031
2019-08-06,414.2071533203125
2019-08-07,421.3081359863281
2019-08-08,425.361572265625
2019-08-09,436.236572265625
2019-08-13,428.37689208984375
2019-08-14,426.49847412109375
2019-08-16,427.38824462890625
2019-08-19,433.6166687011719
2019-08-20,421.6541442871094
2019-08-21,404.4518737792969
2019-08-22,389.6717224121094
2019-08-23,390.6603698730469
2019-08-26,406.67633056640625
2019-08-27,429.9093017578125
2019-08-28,432.5291748046875
2019-08-29,428.8712463378906
2019-08-30,435.89056396484375
2019-09-03,417.1064147949219
2019-09-04,417.205322265625
2019-09-05,415.8211975097656
2019-09-06,439.5979309082031
2019-09-09,443.7996520996094
2019-09-11,457.5911560058594
2019-09-12,453.9826354980469
2019-09-13,445.628662109375
2019-09-16,471.3826599121094
2019-09-17,451.3133239746094
2019-09-18,443.6019592285156
2019-09-19,426.201904296875
2019-09-20,486.45941162109375
2019-09-23,482.3565673828125
2019-09-24,465.5991516113281
2019-09-25,448.79229736328125
2019-09-26,459.9638671875
2019-09-27,454.1309509277344
2019-09-30,446.76556396484375
2019-10-01,442.5638427734375
2019-10-03,438.70819091796875
2019-10-04,437.4229736328125
2019-10-07,439.05419921875
2019-10-09,439.1036071777344
2019-10-10,435.79168701171875
2019-10-11,440.0428771972656
2019-10-14,443.6019592285156
2019-10-15,443.94793701171875
2019-10-16,442.31671142578125
2019-10-17,466.5877990722656
2019-10-18,487.20086669921875
2019-10-22,474.20025634765625
2019-10-23,472.8656311035156
2019-10-24,458.62921142578125
2019-10-25,457.98663330078125
2019-10-27,463.8690185546875
2019-10-29,486.9537048339844
2019-10-30,493.2315673828125
2019-10-31,486.60772705078125
2019-11-01,477.4627990722656
2019-11-04,472.7667541503906
2019-11-05,479.489501953125
2019-11-06,481.26904296875
2019-11-07,465.500244140625
2019-11-08,474.1014099121094
2019-11-11,474.2991638183594
2019-11-13,444.7388610839844
2019-11-14,443.3547668457031
2019-11-15,442.81103515625
2019-11-18,433.5672302246094
2019-11-19,437.8183898925781
2019-11-20,432.5291748046875
2019-11-21,434.80303955078125
2019-11-22,442.5144348144531
2019-11-25,455.4656066894531
2019-11-26,445.8758239746094
2019-11-27,450.3741149902344
2019-11-28,443.6019592285156
2019-11-29,439.4002685546875
2019-12-02,430.20587158203125
2019-12-03,426.1524658203125
2019-12-04,420.9621276855469
2019-12-05,417.1064147949219
2019-12-06,413.349609375
2019-12-09,409.9388122558594
2019-12-10,406.33026123046875
2019-12-11,405.6876525878906
2019-12-12,411.570068359375
2019-12-13,410.1365661621094
2019-12-16,406.2314147949219
2019-12-17,407.71435546875
2019-12-18,408.30755615234375
2019-12-19,412.4103698730469
2019-12-20,419.03424072265625
2019-12-23,412.8553161621094
2019-12-24,408.4064025878906
2019-12-26,412.0643615722656
2019-12-27,412.5586853027344
2019-12-30,413.5967712402344
2019-12-31,413.250732421875
2020-01-01,409.8893737792969
2020-01-02,419.8746337890625
2020-01-03,435.79168701171875
2020-01-06,438.8070373535156
2020-01-07,438.01611328125
2020-01-08,434.555908203125
2020-01-09,440.33941650390625
2020-01-10,457.3934326171875
2020-01-13,464.7587890625
2020-01-14,463.4241027832031
2020-01-15,459.1729736328125
2020-01-16,494.9122619628906
2020-01-17,490.5128173828125
2020-01-20,484.8281555175781
2020-01-21,480.1321105957031
2020-01-22,479.19293212890625
2020-01-23,478.15484619140625
2020-01-24,483.44403076171875
2020-01-27,485.47076416015625
2020-01-28,479.98382568359375
2020-01-29,480.0826721191406
2020-01-30,465.5991516113281
2020-01-31,469.0593566894531
2020-02-03,443.3052978515625
2020-02-04,459.0741271972656
2020-02-05,451.0167236328125
2020-02-06,444.7388610839844
2020-02-07,429.4149475097656
2020-02-10,417.3041687011719
2020-02-11,415.72235107421875
2020-02-12,416.2660827636719
2020-02-13,427.8331604003906
2020-02-14,418.29278564453125
2020-02-17,404.5012512207031
2020-02-18,396.4933166503906
2020-02-19,399.7063903808594
2020-02-20,397.9762878417969
2020-02-24,392.4893493652344
2020-02-25,394.7804870605469
2020-02-26,387.6579284667969
2020-02-27,377.09857177734375
2020-02-28,375.2058410644531
2020-03-02,383.3744201660156
2020-03-03,379.5391845703125
2020-03-04,362.9031982421875
2020-03-05,355.7308349609375
2020-03-06,357.32470703125
2020-03-09,342.88031005859375
2020-03-11,332.7691955566406
2020-03-12,288.1409912109375
2020-03-13,231.90740966796875
2020-03-16,219.40553283691406
2020-03-17,212.482177734375
2020-03-18,201.97262573242188
2020-03-19,181.80026245117188
2020-03-20,182.09910583496094
2020-03-23,163.91909790039062
2020-03-24,148.08004760742188
2020-03-25,140.7084197998047
2020-03-26,147.7313995361328
2020-03-27,140.8578338623047
2020-03-30,133.8348846435547
2020-03-31,127.16056823730469
2020-04-01,124.5207290649414
2020-04-03,124.32150268554688
2020-04-07,128.60501098632812
2020-04-08,126.21420288085938
2020-04-09,132.44024658203125
2020-04-13,130.1490478515625
2020-04-15,136.5245361328125
2020-04-16,143.34825134277344
2020-04-17,150.0723876953125
2020-04-20,157.19497680664062
2020-04-21,149.37506103515625
2020-04-22,142.45172119140625
2020-04-23,144.54367065429688
2020-04-24,137.32147216796875
2020-04-27,141.90382385253906
2020-04-28,144.64328002929688
2020-04-29,151.865478515625
2020-04-30,159.43634033203125
2020-05-04,151.46701049804688
2020-05-05,147.63177490234375
2020-05-06,150.42103576660156
2020-05-07,150.8693084716797
2020-05-08,145.29078674316406
2020-05-11,140.26014709472656
2020-05-12,137.02261352539062
2020-05-13,138.317626953125
2020-05-14,138.21800231933594
2020-05-15,135.8272247314453
2020-05-18,129.9498291015625
2020-05-19,130.5475311279297
2020-05-20,130.44790649414062
2020-05-21,129.70079040527344
2020-05-22,132.39044189453125
2020-05-26,128.85406494140625
2020-05-27,127.50923156738281
2020-05-28,127.90768432617188
2020-05-29,128.7544403076172
2020-06-01,135.17970275878906
2020-06-02,141.90382385253906
2020-06-03,147.7313995361328
2020-06-04,155.10301208496094
2020-06-05,162.82330322265625
2020-06-08,170.94207763671875
2020-06-09,163.81947326660156
2020-06-10,164.31756591796875
2020-06-11,161.0301971435547
2020-06-12,160.1834716796875
2020-06-15,168.15280151367188
2020-06-16,164.31756591796875
2020-06-17,167.0570068359375
2020-06-18,167.15663146972656
2020-06-19,169.99569702148438
2020-06-22,172.83477783203125
2020-06-23,181.45159912109375
2020-06-24,187.87689208984375
2020-06-25,197.24082946777344
2020-06-26,189.22169494628906
2020-06-29,181.75045776367188
2020-06-30,181.15277099609375
2020-07-01,182.24853515625
2020-07-02,182.7964324951172
2020-07-03,182.29835510253906
2020-07-06,191.41326904296875
2020-07-07,200.97645568847656
2020-07-08,210.98793029785156
2020-07-09,221.4974822998047
2020-07-10,228.07217407226562
2020-07-13,217.26376342773438
2020-07-14,206.4055633544922
2020-07-15,204.36341857910156
2020-07-16,200.9266357421875
2020-07-17,201.12588500976562
2020-07-20,198.88450622558594
2020-07-21,198.73509216308594
2020-07-22,197.73892211914062
2020-07-23,200.82704162597656
2020-07-24,199.133544921875
2020-07-27,192.65846252441406
2020-07-28,189.02247619628906
2020-07-29,197.83853149414062
2020-07-30,195.84620666503906
2020-07-31,195.79640197753906
2020-08-03,197.68910217285156
2020-08-04,203.4668731689453
2020-08-05,213.6277618408203
2020-08-06,224.28672790527344
2020-08-07,229.01852416992188
2020-08-10,221.84613037109375
2020-08-11,214.92279052734375
2020-08-12,219.206298828125
2020-08-13,221.19862365722656
2020-08-14,209.94195556640625
2020-08-17,220.40170288085938
2020-08-18,225.73118591308594
2020-08-19,270.4590148925781
2020-08-20,319.1217346191406
2020-08-21,350.9990234375
2020-08-24,324.79986572265625
2020-08-25,329.3324279785156
2020-08-26,334.8113708496094
2020-08-27,331.3745422363281
2020-08-28,320.9148254394531
2020-08-31,297.0068359375
2020-09-01,287.39385986328125
2020-09-02,297.95318603515625
2020-09-03,327.73858642578125
2020-09-04,319.47039794921875
2020-09-07,309.0106506347656
2020-09-08,305.7232971191406
2020-09-09,299.64666748046875
2020-09-10,305.1255798339844
2020-09-11,303.63134765625
2020-09-14,312.79608154296875
2020-09-15,314.2903137207031
2020-09-16,324.15234375
2020-09-17,320.566162109375
2020-09-18,316.73095703125
2020-09-21,304.72711181640625
2020-09-22,293.4206237792969
2020-09-23,291.8765869140625
2020-09-24,277.43218994140625
2020-09-25,303.68115234375
2020-09-28,313.3439636230469
2020-09-29,307.41680908203125
2020-09-30,306.4206237792969
2020-10-01,309.1600646972656
2020-10-05,308.2635498046875
2020-10-06,310.255859375
2020-10-07,304.5279235839844
2020-10-08,309.85736083984375
2020-10-09,312.64666748046875
2020-10-12,311.25201416015625
2020-10-13,310.1562194824219
2020-10-14,311.0527648925781
2020-10-15,303.9302062988281
2020-10-16,305.5738830566406
2020-10-19,306.6696472167969
2020-10-20,307.6159973144531
2020-10-21,305.5738830566406
2020-10-22,296.6581726074219
2020-10-23,304.5279235839844
2020-10-26,297.0068359375
2020-10-27,293.8191223144531
2020-10-28,295.3631896972656
2020-10-29,289.8344421386719
2020-10-30,286.2482604980469
2020-11-02,283.4091796875
2020-11-03,285.5011291503906
2020-11-04,286.1486511230469
2020-11-05,282.2137756347656
2020-11-06,284.8536376953125
2020-11-09,289.08734130859375
2020-11-10,297.55474853515625
2020-11-11,297.60455322265625
2020-11-12,299.49725341796875
2020-11-13,294.11798095703125
2020-11-14,296.1103210449219
2020-11-17,299.8459167480469
2020-11-18,303.68115234375
2020-11-19,331.47418212890625
2020-11-20,354.5354309082031
2020-11-23,356.57757568359375
2020-11-24,354.98370361328125
2020-11-25,350.3017272949219
2020-11-26,365.19439697265625
2020-11-27,384.1215515136719
2020-12-01,406.4854736328125
2020-12-02,398.5659484863281
2020-12-03,423.81878662109375
2020-12-04,437.9145202636719
2020-12-07,421.9758605957031
2020-12-08,408.9260559082031
2020-12-09,404.9912109375
2020-12-10,406.4356689453125
2020-12-11,405.1904602050781
2020-12-14,405.3398742675781
2020-12-15,399.0640563964844
2020-12-16,398.4165344238281
2020-12-17,388.2556457519531
2020-12-18,375.9031982421875
2020-12-21,358.8687438964844
2020-12-22,363.7997741699219
2020-12-23,381.531494140625
2020-12-24,378.6426696777344
2020-12-28,390.49700927734375
2020-12-29,393.2862548828125
2020-12-30,389.05255126953125
2020-12-31,395.8763122558594
2021-01-01,398.8647766113281
2021-01-04,396.7728271484375
2021-01-05,396.5736083984375
2021-01-06,398.2173156738281
2021-01-07,393.2364807128906
2021-01-08,408.1291809082031
2021-01-11,405.4892883300781
2021-01-12,397.96826171875
2021-01-13,409.5735778808594
2021-01-14,413.5582580566406
2021-01-15,418.2900390625
2021-01-18,415.102294921875
2021-01-19,418.1405944824219
2021-01-20,423.7191467285156
2021-01-21,419.8341064453125
2021-01-22,427.1558837890625
2021-01-25,419.4854431152344
2021-01-27,417.6425476074219
2021-01-28,416.9451904296875
2021-01-29,418.439453125
2021-02-01,425.96051025390625
2021-02-02,432.3359680175781
2021-02-03,446.9298095703125
2021-02-04,441.05242919921875
2021-02-05,444.48919677734375
2021-02-08,462.7688293457031
2021-02-09,453.0064392089844
2021-02-10,418.1903991699219
2021-02-11,404.54296875
2021-02-12,393.0372314453125
2021-02-15,382.2288513183594
2021-02-16,382.27862548828125
2021-02-17,398.4663391113281
2021-02-18,408.4280090332031
2021-02-19,405.43951416015625
2021-02-22,395.2785949707031
2021-02-23,396.0257263183594
2021-02-24,405.29010009765625
2021-02-25,406.5352783203125
2021-02-26,402.35137939453125
2021-03-01,409.1751403808594
2021-03-02,407.73065185546875
2021-03-03,418.5390930175781
2021-03-04,416.5965881347656
2021-03-05,408.477783203125
2021-03-08,407.48162841796875
2021-03-09,407.28240966796875
2021-03-10,403.5965881347656
2021-03-12,396.5238037109375
2021-03-15,395.2785949707031
2021-03-16,392.9376525878906
2021-03-17,376.3016357421875
2021-03-18,393.2364807128906
2021-03-19,383.6234436035156
2021-03-22,405.0410461425781
2021-03-23,390.845703125
2021-03-24,378.2441711425781
2021-03-25,366.73846435546875
2021-03-26,380.28631591796875
2021-03-30,374.2096862792969
2021-03-31,363.45111083984375
2021-04-01,376.8495178222656
2021-04-05,377.5966491699219
2021-04-06,377.29779052734375
2021-04-07,377.19818115234375
2021-04-08,372.4664306640625
2021-04-09,373.3131408691406
2021-04-12,354.186767578125
2021-04-13,355.18292236328125
2021-04-15,339.4933166503906
2021-04-16,348.8074645996094
2021-04-19,338.7960205078125
2021-04-20,341.1867980957031
2021-04-22,357.32470703125
2021-04-23,369.1790466308594
2021-04-26,371.4702453613281
2021-04-27,375.30548095703125
2021-04-28,390.49700927734375
2021-04-29,381.332275390625
2021-04-30,369.4281311035156
2021-05-03,373.2135314941406
2021-05-04,366.2901916503906
2021-05-05,374.1100769042969
2021-05-06,382.27862548828125
2021-05-07,379.6388244628906
2021-05-10,383.5736389160156
2021-05-11,379.8380432128906
2021-05-12,379.1407165527344
2021-05-14,373.0143127441406
2021-05-17,376.2518310546875
2021-05-18,389.9491271972656
2021-05-19,386.71160888671875
2021-05-20,391.54296875
2021-05-21,417.7421569824219
2021-05-24,410.81878662109375
2021-05-25,408.8264465332031
2021-05-26,402.6502380371094
2021-05-27,413.2594299316406
2021-05-28,408.87628173828125
2021-05-31,413.4586181640625
2021-06-01,406.9337463378906
2021-06-02,434.5773620605469
2021-06-03,428.450927734375
2021-06-04,432.4853820800781
2021-06-07,383.0755615234375
2021-06-08,386.96063232421875
2021-06-09,375.00665283203125
2021-06-10,378.2441711425781
2021-06-11,373.5124206542969
2021-06-14,372.6158447265625
2021-06-15,369.1292419433594
2021-06-16,376.50091552734375
2021-06-17,373.7614440917969
2021-06-18,372.7154541015625
2021-06-21,370.4740905761719
2021-06-22,374.1100769042969
2021-06-23,371.42047119140625
2021-06-24,366.3399963378906
2021-06-25,370.32464599609375
2021-06-28,367.535400390625
2021-06-29,367.23651123046875
2021-06-30,365.7422790527344
2021-07-01,370.0755920410156
2021-07-02,374.608154296875
2021-07-05,377.5966491699219
2021-07-06,375.2058410644531
2021-07-07,366.4894104003906
2021-07-08,361.209716796875
2021-07-09,355.8802490234375
2021-07-12,354.5354309082031
2021-07-13,356.4281311035156
2021-07-14,352.9913635253906
2021-07-15,348.8074645996094
2021-07-16,349.9032287597656
2021-07-19,348.8572692871094
2021-07-20,340.788330078125
2021-07-22,341.13702392578125
2021-07-23,340.2404479980469
2021-07-26,337.451171875
2021-07-27,338.19830322265625
2021-07-28,328.6351318359375
2021-07-29,339.4435119628906
2021-07-30,338.29791259765625
2021-08-02,338.14849853515625
2021-08-03,333.3171081542969
2021-08-04,330.1791687011719
2021-08-05,335.3094177246094
2021-08-06,332.2213134765625
2021-08-09,336.3553771972656
2021-08-10,325.5469665527344
2021-08-11,316.0335998535156
2021-08-12,318.9224853515625
2021-08-13,307.41680908203125
2021-08-16,292.0260314941406
2021-08-17,294.8650817871094
2021-08-18,285.0030517578125
2021-08-20,273.2482604980469
2021-08-23,278.5279541015625
2021-08-24,287.2942199707031
2021-08-25,287.59307861328125
2021-08-26,294.9646911621094
2021-08-27,291.2789001464844
2021-08-30,288.0413513183594
2021-08-31,285.6505432128906
2021-09-01,288.5394287109375
2021-09-02,278.1793212890625
2021-09-03,279.6237487792969
2021-09-06,273.198486328125
2021-09-07,276.63525390625
2021-09-08,272.30194091796875
2021-09-09,272.55096435546875
2021-09-13,263.5356750488281
2021-09-14,259.899658203125
2021-09-15,311.8497009277344
2021-09-16,302.3363342285156
2021-09-17,308.06427001953125
2021-09-20,297.80377197265625
2021-09-21,295.6122131347656
2021-09-22,293.619873046875
2021-09-23,293.719482421875
2021-09-24,289.43597412109375
2021-09-27,293.719482421875
2021-09-28,293.8191223144531
2021-09-29,293.669677734375
2021-09-30,299.19842529296875
2021-10-01,298.4512939453125
2021-10-04,297.90338134765625
2021-10-05,299.44744873046875
2021-10-06,293.669677734375
2021-10-07,303.83056640625
2021-10-08,305.6236572265625
2021-10-11,302.0872802734375
2021-10-12,298.4014587402344
2021-10-13,302.53558349609375
2021-10-14,305.3248291015625
2021-10-18,306.6198425292969
2021-10-19,296.4091491699219
2021-10-20,292.82293701171875
2021-10-21,308.06427001953125
2021-10-22,301.09112548828125
2021-10-25,294.26739501953125
2021-10-26,297.3554992675781
2021-10-27,295.9110412597656
2021-10-28,288.5892639160156
2021-10-29,293.1217956542969
2021-11-01,291.4283142089844
2021-11-02,290.93023681640625
2021-11-03,283.6084289550781
2021-11-04,293.8689270019531
2021-11-08,285.8498229980469
2021-11-09,289.93408203125
2021-11-10,285.3517150878906
2021-11-11,283.7578430175781
2021-11-12,278.92645263671875
2021-11-15,275.3402404785156
2021-11-16,292.72332763671875
2021-11-17,310.255859375
2021-11-18,313.543212890625
2021-11-22,295.4627990722656
2021-11-23,298.8995361328125
2021-11-24,296.7080078125
2021-11-25,302.1869201660156
2021-11-26,293.96856689453125
2021-11-29,289.03753662109375
2021-11-30,293.918701171875
2021-12-01,292.87274169921875
2021-12-02,297.30572509765625
2021-12-03,294.51641845703125
2021-12-06,284.10650634765625
2021-12-07,299.6965026855469
2021-12-08,310.0068054199219
2021-12-09,323.853515625
2021-12-10,331.2251281738281
2021-12-13,334.6120910644531
2021-12-14,347.363037109375
2021-12-15,343.07952880859375
2021-12-16,329.1830139160156
2021-12-17,329.4818420410156
2021-12-20,298.8497314453125
2021-12-21,311.1025695800781
2021-12-22,318.12554931640625
2021-12-23,317.62750244140625
2021-12-24,310.3056640625
2021-12-27,315.9339904785156
2021-12-28,327.88800048828125
2021-12-29,318.2251892089844
2021-12-30,321.7117919921875
2021-12-31,331.0757141113281
2022-01-03,339.2940979003906
2022-01-04,363.89935302734375
2022-01-05,371.86871337890625
2022-01-06,363.60052490234375
2022-01-07,369.5277404785156
2022-01-10,366.88787841796875
2022-01-11,393.6349182128906
2022-01-12,419.7842712402344
2022-01-13,443.7420654296875
2022-01-14,444.68841552734375
2022-01-17,441.5505065917969
2022-01-18,442.1482238769531
2022-01-19,428.6003723144531
2022-01-20,426.0601501464844
2022-01-21,419.7344970703125
2022-01-24,384.0219421386719
2022-01-25,400.1100158691406
2022-01-27,400.15985107421875
2022-01-28,399.9107666015625
2022-01-31,397.4701843261719
2022-02-01,393.7843322753906
2022-02-02,420.5314025878906
2022-02-03,426.3589782714844
2022-02-04,413.1099853515625
2022-02-07,418.5888977050781
2022-02-08,415.89923095703125
2022-02-09,406.8839416503906
2022-02-10,413.8072814941406
2022-02-11,398.66558837890625
2022-02-14,376.89935302734375
2022-02-15,394.1828308105469
2022-02-16,375.30548095703125
2022-02-17,372.4165954589844
2022-02-18,374.7077941894531
2022-02-21,365.1445617675781
2022-02-22,367.13690185546875
2022-02-23,373.4127502441406
2022-02-24,361.55841064453125
2022-02-25,363.89935302734375
2022-02-28,354.5354309082031
2022-03-02,337.9990539550781
2022-03-03,324.9991149902344
2022-03-04,311.5508728027344
2022-03-07,288.6390380859375
2022-03-08,303.08343505859375
2022-03-09,321.6619567871094
2022-03-10,321.21368408203125
2022-03-11,326.842041015625
2022-03-14,323.6044921875
2022-03-15,320.96466064453125
2022-03-16,325.2979431152344
2022-03-17,331.9722595214844
2022-03-21,317.02978515625
2022-03-22,314.7884216308594
2022-03-23,323.9033203125
2022-03-24,324.89947509765625
2022-03-25,318.6734619140625
2022-03-28,329.0335693359375
2022-03-29,336.2557678222656
2022-03-30,339.1944885253906
2022-03-31,344.4243469238281
2022-04-01,368.133056640625
2022-04-04,372.9147033691406
2022-04-05,370.8227233886719
2022-04-06,367.23651123046875
2022-04-07,364.5967102050781
2022-04-08,397.37054443359375
2022-04-11,401.9529113769531
2022-04-12,388.3552551269531
2022-04-13,398.5659484863281
2022-04-18,406.9337463378906
2022-04-19,421.627197265625
2022-04-20,427.4049377441406
2022-04-21,419.1865539550781
2022-04-22,419.4356384277344
2022-04-25,407.8800964355469
2022-04-26,399.1138610839844
2022-04-27,408.477783203125
2022-04-28,409.9720458984375
2022-04-29,442.7459411621094
2022-05-02,455.8454895019531
2022-05-04,365.1445617675781
