Date,STARCEMENT
2018-06-12,127.67829895019531
2018-06-13,124.95655822753906
2018-06-14,123.15827178955078
2018-06-15,121.26277923583984
2018-06-18,120.387939453125
2018-06-19,117.37458801269531
2018-06-20,117.08297729492188
2018-06-21,117.95782470703125
2018-06-22,116.35394287109375
2018-06-25,116.64556121826172
2018-06-26,115.62491607666016
2018-06-27,112.36856079101562
2018-06-28,113.43781280517578
2018-06-29,113.48641204833984
2018-07-02,112.22274017333984
2018-07-03,115.33329772949219
2018-07-04,117.32598876953125
2018-07-05,115.38189697265625
2018-07-06,117.4718017578125
2018-07-09,117.71480560302734
2018-07-10,119.31869506835938
2018-07-11,118.88126373291016
2018-07-12,118.34664154052734
2018-07-13,117.81201171875
2018-07-16,112.51435852050781
2018-07-17,112.61156463623047
2018-07-18,109.7440414428711
2018-07-19,107.07091522216797
2018-07-20,110.18144989013672
2018-07-23,112.63319396972656
2018-07-24,114.15328216552734
2018-07-25,114.15328216552734
2018-07-26,117.09537506103516
2018-07-27,112.09381866455078
2018-07-30,112.9764404296875
2018-07-31,111.89766693115234
2018-08-01,110.52468872070312
2018-08-02,112.1428451538086
2018-08-03,111.79959869384766
2018-08-06,112.92740631103516
2018-08-07,111.50538635253906
2018-08-08,110.8679428100586
2018-08-09,111.55442810058594
2018-08-10,111.79959869384766
2018-08-13,109.88723754882812
2018-08-14,109.34785461425781
2018-08-16,110.32855224609375
2018-08-17,110.57373046875
2018-08-20,109.34785461425781
2018-08-21,111.84864044189453
2018-08-23,113.02547454833984
2018-08-24,111.84864044189453
2018-08-27,108.26908111572266
2018-08-28,106.35672760009766
2018-08-29,106.01348114013672
2018-08-30,105.86637878417969
2018-08-31,103.46366882324219
2018-09-03,102.82621002197266
2018-09-04,101.50227355957031
2018-09-05,102.09068298339844
2018-09-06,103.0223617553711
2018-09-07,103.46366882324219
2018-09-10,104.49340057373047
2018-09-11,102.33586120605469
2018-09-12,104.68953704833984
2018-09-14,102.82621002197266
2018-09-17,101.99262237548828
2018-09-18,101.15901947021484
2018-09-19,100.7667465209961
2018-09-21,98.95246124267578
2018-09-24,95.66712188720703
2018-09-25,97.67755126953125
2018-09-26,100.52157592773438
2018-09-27,102.5320053100586
2018-09-28,108.07294464111328
2018-10-01,104.0030517578125
2018-10-03,98.707275390625
2018-10-04,102.72814178466797
2018-10-05,100.1292953491211
2018-10-08,98.31500244140625
2018-10-09,94.09799194335938
2018-10-10,100.03121185302734
2018-10-11,97.97175598144531
2018-10-12,101.64936828613281
2018-10-15,103.12042999267578
2018-10-16,106.01348114013672
2018-10-17,106.1115493774414
2018-10-19,106.16058349609375
2018-10-22,106.20962524414062
2018-10-23,104.73857879638672
2018-10-24,105.37602233886719
2018-10-25,103.7088394165039
2018-10-26,101.74744415283203
2018-10-29,103.26752471923828
2018-10-30,102.77717590332031
2018-10-31,99.29570007324219
2018-11-01,101.01192474365234
2018-11-02,102.97332000732422
2018-11-05,100.37446594238281
2018-11-06,99.49183654785156
2018-11-07,100.37446594238281
2018-11-09,99.39376831054688
2018-11-12,99.19762420654297
2018-11-13,98.3640365600586
2018-11-14,97.33430480957031
2018-11-15,97.53043365478516
2018-11-16,97.57947540283203
2018-11-19,97.57947540283203
2018-11-20,94.24510192871094
2018-11-21,93.90186309814453
2018-11-22,95.71614837646484
2018-11-26,94.29414367675781
2018-11-27,95.22579956054688
2018-11-28,95.27483367919922
2018-11-29,95.76518249511719
2018-11-30,97.08912658691406
2018-12-03,99.39376831054688
2018-12-04,99.78604888916016
2018-12-05,98.56017303466797
2018-12-06,97.7265853881836
2018-12-07,96.74588775634766
2018-12-10,96.20649719238281
2018-12-11,96.30455780029297
2018-12-12,104.8366470336914
2018-12-13,102.04165649414062
2018-12-14,103.26752471923828
2018-12-17,101.74744415283203
2018-12-18,103.21849060058594
2018-12-19,105.67023468017578
2018-12-20,102.63008117675781
2018-12-21,100.71771240234375
2018-12-24,99.34473419189453
2018-12-26,100.1292953491211
2018-12-27,98.95246124267578
2018-12-28,101.79647827148438
2018-12-31,101.45323181152344
2019-01-01,101.15901947021484
2019-01-02,101.15901947021484
2019-01-03,99.5408706665039
2019-01-04,99.09956359863281
2019-01-07,100.96288299560547
2019-01-08,99.88411712646484
2019-01-09,100.32543182373047
2019-01-10,99.78604888916016
2019-01-11,95.42194366455078
2019-01-14,94.49027252197266
2019-01-15,94.68641662597656
2019-01-16,94.88256072998047
2019-01-17,94.63737487792969
2019-01-18,94.58834075927734
2019-01-21,93.80378723144531
2019-01-22,92.28370666503906
2019-01-23,93.60765075683594
2019-01-24,93.41150665283203
2019-01-25,95.12773132324219
2019-01-28,90.2242431640625
2019-01-29,89.78292846679688
2019-01-30,90.02810668945312
2019-01-31,90.71459197998047
2019-02-01,92.03852844238281
2019-02-04,91.59721374511719
2019-02-05,88.55706024169922
2019-02-06,87.03697204589844
2019-02-07,85.71302795410156
2019-02-08,84.73233795166016
2019-02-11,85.46784973144531
2019-02-12,84.73233795166016
2019-02-14,92.67598724365234
2019-02-15,92.28370666503906
2019-02-18,94.88256072998047
2019-02-19,96.74588775634766
2019-02-20,94.8335189819336
2019-02-21,94.88256072998047
2019-02-22,93.50957489013672
2019-02-25,94.14703369140625
2019-02-26,94.09799194335938
2019-02-27,94.58834075927734
2019-02-28,96.20649719238281
2019-03-01,96.45166778564453
2019-03-05,97.18720245361328
2019-03-06,97.92271423339844
2019-03-07,96.99105834960938
2019-03-08,98.06982421875
2019-03-11,99.78604888916016
2019-03-12,99.58991241455078
2019-03-13,98.3640365600586
2019-03-14,102.77717590332031
2019-03-15,100.61963653564453
2019-03-18,99.982177734375
2019-03-19,99.49183654785156
2019-03-20,99.09956359863281
2019-03-22,97.53043365478516
2019-03-25,94.93159484863281
2019-03-26,95.56904602050781
2019-03-27,94.78449249267578
2019-03-28,97.04008483886719
2019-04-01,98.2659683227539
2019-04-02,98.90342712402344
2019-04-03,97.67755126953125
2019-04-04,96.25553131103516
2019-04-05,96.99105834960938
2019-04-08,95.32386779785156
2019-04-09,96.79491424560547
2019-04-10,97.28527069091797
2019-04-11,97.28527069091797
2019-04-12,96.79491424560547
2019-04-15,97.97175598144531
2019-04-16,98.46211242675781
2019-04-18,106.40576171875
2019-04-22,104.68953704833984
2019-04-23,103.95401763916016
2019-04-24,104.24823760986328
2019-04-25,105.86637878417969
2019-04-26,105.17988586425781
2019-04-30,102.72814178466797
2019-05-02,105.62120056152344
2019-05-03,104.0030517578125
2019-05-06,107.43549346923828
2019-05-07,104.19918823242188
2019-05-08,104.9347152709961
2019-05-09,106.89611053466797
2019-05-10,106.84707641601562
2019-05-13,106.89611053466797
2019-05-14,106.01348114013672
2019-05-15,106.01348114013672
2019-05-16,106.1115493774414
2019-05-17,106.60189819335938
2019-05-20,109.83820343017578
2019-05-21,109.98530578613281
2019-05-22,109.0046157836914
2019-05-23,111.89766693115234
2019-05-24,114.00617218017578
2019-05-27,115.82046508789062
2019-05-28,118.0760726928711
2019-05-29,117.83089447021484
2019-05-30,121.85175323486328
2019-05-31,118.32125091552734
2019-06-03,119.44905090332031
2019-06-04,126.1177978515625
2019-06-06,127.63787078857422
2019-06-07,127.7359390258789
2019-06-10,123.81316375732422
2019-06-11,122.44017791748047
2019-06-12,120.33167266845703
2019-06-13,117.73282623291016
2019-06-14,119.30194854736328
2019-06-17,114.83975982666016
2019-06-18,115.86949920654297
2019-06-19,120.52781677246094
2019-06-20,119.74325561523438
2019-06-21,119.69422912597656
2019-06-24,119.8903579711914
2019-06-25,119.3509750366211
2019-06-26,118.02703857421875
2019-06-27,119.40000915527344
2019-06-28,119.84132385253906
2019-07-01,120.57685089111328
2019-07-02,120.3807144165039
2019-07-03,121.50851440429688
2019-07-04,118.61544799804688
2019-07-05,115.96756744384766
2019-07-08,110.62276458740234
2019-07-09,111.89766693115234
2019-07-10,110.18144989013672
2019-07-11,111.211181640625
2019-07-12,111.50538635253906
2019-07-15,110.91697692871094
2019-07-16,108.61233520507812
2019-07-17,111.26021575927734
2019-07-18,109.93627166748047
2019-07-19,108.02391815185547
2019-07-22,107.97488403320312
2019-07-23,106.89611053466797
2019-07-24,103.26752471923828
2019-07-25,104.9347152709961
2019-07-26,104.6405029296875
2019-07-29,103.46366882324219
2019-07-30,99.93315124511719
2019-07-31,99.93315124511719
2019-08-01,94.3922119140625
2019-08-02,92.1365966796875
2019-08-05,92.87211608886719
2019-08-06,94.24510192871094
2019-08-07,96.9420166015625
2019-08-08,101.01192474365234
2019-08-09,99.982177734375
2019-08-13,97.67755126953125
2019-08-14,96.25553131103516
2019-08-16,96.10842895507812
2019-08-19,95.91230010986328
2019-08-20,95.37290954589844
2019-08-21,90.27327728271484
2019-08-22,91.54817962646484
2019-08-23,90.27327728271484
2019-08-26,91.1559066772461
2019-08-27,96.05939483642578
2019-08-28,94.98062133789062
2019-08-29,93.90186309814453
2019-08-30,94.34317016601562
2019-09-03,91.49915313720703
2019-09-04,91.30300903320312
2019-09-05,91.30300903320312
2019-09-06,91.49915313720703
2019-09-09,93.06826782226562
2019-09-11,93.4605484008789
2019-09-12,95.37290954589844
2019-09-13,94.53931427001953
2019-09-16,94.14703369140625
2019-09-17,90.51844787597656
2019-09-18,88.458984375
2019-09-19,89.58678436279297
2019-09-20,91.94046020507812
2019-09-23,95.61808013916016
2019-09-24,97.87368774414062
2019-09-25,94.53931427001953
2019-09-26,95.42194366455078
2019-09-27,95.76518249511719
2019-09-30,92.38177490234375
2019-10-01,91.05783081054688
2019-10-03,88.75318908691406
2019-10-04,88.70414733886719
2019-10-07,87.67443084716797
2019-10-09,88.40995025634766
2019-10-10,88.80223083496094
2019-10-11,87.77249908447266
2019-10-14,89.2925796508789
2019-10-15,91.79336547851562
2019-10-16,92.57791137695312
2019-10-17,92.03852844238281
2019-10-18,92.52887725830078
2019-10-22,92.97019958496094
2019-10-23,92.28370666503906
2019-10-24,92.82308959960938
2019-10-25,92.87211608886719
2019-10-27,93.11730194091797
2019-10-29,94.14703369140625
2019-10-30,93.5586166381836
2019-10-31,94.53931427001953
2019-11-01,94.63737487792969
2019-11-04,93.31343841552734
2019-11-05,93.80378723144531
2019-11-06,94.78449249267578
2019-11-07,94.53931427001953
2019-11-08,93.95089721679688
2019-11-11,93.06826782226562
2019-11-13,91.54817962646484
2019-11-14,95.12773132324219
2019-11-15,97.97175598144531
2019-11-18,98.80534362792969
2019-11-19,96.35360717773438
2019-11-20,95.71614837646484
2019-11-21,95.07869720458984
2019-11-22,94.68641662597656
2019-11-25,93.70571899414062
2019-11-26,92.82308959960938
2019-11-27,93.01923370361328
2019-11-28,91.45011138916016
2019-11-29,90.32230377197266
2019-12-02,90.91072082519531
2019-12-03,89.24353790283203
2019-12-04,89.14546966552734
2019-12-05,90.8616943359375
2019-12-06,88.85125732421875
2019-12-09,87.47827911376953
2019-12-10,84.29100799560547
2019-12-11,84.04584503173828
2019-12-12,83.9968032836914
2019-12-13,84.68329620361328
2019-12-16,87.91960144042969
2019-12-17,86.54662322998047
2019-12-18,87.62539672851562
2019-12-19,88.55706024169922
2019-12-20,86.79179382324219
2019-12-23,87.38021087646484
2019-12-24,86.93890380859375
2019-12-26,87.03697204589844
2019-12-27,87.33118438720703
2019-12-30,86.9879379272461
2019-12-31,86.88986206054688
2020-01-01,87.23310852050781
2020-01-02,91.59721374511719
2020-01-03,89.2925796508789
2020-01-06,86.79179382324219
2020-01-07,88.65512084960938
2020-01-08,90.61652374267578
2020-01-09,91.49915313720703
2020-01-10,91.69528198242188
2020-01-13,94.63737487792969
2020-01-14,91.989501953125
2020-01-15,91.989501953125
2020-01-16,92.18563842773438
2020-01-17,91.89142608642578
2020-01-20,90.95976257324219
2020-01-21,88.94933319091797
2020-01-22,87.57635498046875
2020-01-23,87.38021087646484
2020-01-24,87.87055969238281
2020-01-27,86.79179382324219
2020-01-28,86.25240325927734
2020-01-29,86.64469146728516
2020-01-30,85.17364501953125
2020-01-31,81.74119567871094
2020-02-03,82.42769622802734
2020-02-04,83.4574203491211
2020-02-05,84.73233795166016
2020-02-06,89.78292846679688
2020-02-07,86.49758911132812
2020-02-10,86.30144500732422
2020-02-11,86.39952087402344
2020-02-12,86.30144500732422
2020-02-13,86.35047912597656
2020-02-14,86.25240325927734
2020-02-17,85.75642395019531
2020-02-18,84.71485137939453
2020-02-19,84.46685791015625
2020-02-20,84.41725158691406
2020-02-24,84.2684555053711
2020-02-25,84.46685791015625
2020-02-26,91.60909271240234
2020-02-27,88.38516235351562
2020-02-28,85.75642395019531
2020-03-02,84.81404113769531
2020-03-03,85.55802917480469
2020-03-04,85.16123962402344
2020-03-05,85.3596420288086
2020-03-06,81.8381118774414
2020-03-09,79.010986328125
2020-03-11,79.80455780029297
2020-03-12,73.05912017822266
2020-03-13,72.8607177734375
2020-03-16,71.47196197509766
2020-03-17,68.84321594238281
2020-03-18,66.61126708984375
2020-03-19,67.60324096679688
2020-03-20,69.1904067993164
2020-03-23,67.4544448852539
2020-03-24,68.89280700683594
2020-03-25,64.8257064819336
2020-03-26,68.69441986083984
2020-03-27,72.41433715820312
2020-03-30,67.15685272216797
2020-03-31,67.60324096679688
2020-04-01,69.24000549316406
2020-04-03,68.7440185546875
2020-04-07,68.99201965332031
2020-04-08,67.75204467773438
2020-04-09,68.89280700683594
2020-04-13,73.95189666748047
2020-04-15,72.61272430419922
2020-04-16,71.96794891357422
2020-04-17,72.31513977050781
2020-04-20,75.39026641845703
2020-04-21,72.46393585205078
2020-04-22,74.94387817382812
2020-04-23,75.04307556152344
2020-04-24,74.89427947998047
2020-04-27,76.38224029541016
2020-04-28,77.126220703125
2020-04-29,77.17582702636719
2020-04-30,78.16780853271484
2020-05-04,76.72943115234375
2020-05-05,73.10871124267578
2020-05-06,72.41433715820312
2020-05-07,70.97596740722656
2020-05-08,68.99201965332031
2020-05-11,67.70244598388672
2020-05-12,68.99201965332031
2020-05-13,71.7199478149414
2020-05-14,70.57917022705078
2020-05-15,70.62877655029297
2020-05-18,69.24000549316406
2020-05-19,68.79361724853516
2020-05-20,69.14080810546875
2020-05-21,69.93438720703125
2020-05-22,70.8271713256836
2020-05-26,75.8862533569336
2020-05-27,72.95992279052734
2020-05-28,72.81112670898438
2020-05-29,73.20791625976562
2020-06-01,74.10069274902344
2020-06-02,74.79507446289062
2020-06-03,76.58063507080078
2020-06-04,74.99346923828125
2020-06-05,77.22541809082031
2020-06-08,88.3355712890625
2020-06-09,86.05401611328125
2020-06-10,88.28597259521484
2020-06-11,84.21886444091797
2020-06-12,87.19479370117188
2020-06-15,84.36766052246094
2020-06-16,82.97888946533203
2020-06-17,85.55802917480469
2020-06-18,84.91324615478516
2020-06-19,86.0044174194336
2020-06-22,86.69880676269531
2020-06-23,86.55001068115234
2020-06-24,85.55802917480469
2020-06-25,87.0459976196289
2020-06-26,87.19479370117188
2020-06-29,84.86365509033203
2020-06-30,85.45883178710938
2020-07-01,85.8060302734375
2020-07-02,87.244384765625
2020-07-03,89.67473602294922
2020-07-06,89.52593994140625
2020-07-07,87.59158325195312
2020-07-08,87.54198455810547
2020-07-09,88.88114929199219
2020-07-10,91.11309814453125
2020-07-13,89.129150390625
2020-07-14,85.55802917480469
2020-07-15,84.5164566040039
2020-07-16,85.3100357055664
2020-07-17,87.34358978271484
2020-07-20,86.1036148071289
2020-07-21,86.05401611328125
2020-07-22,86.4508056640625
2020-07-23,85.95481872558594
2020-07-24,84.91324615478516
2020-07-27,83.6236801147461
2020-07-28,83.87167358398438
2020-07-29,83.7228775024414
2020-07-30,95.13060760498047
2020-07-31,88.186767578125
2020-08-03,87.98837280273438
2020-08-04,89.87312316894531
2020-08-05,88.03797149658203
2020-08-06,87.83958435058594
2020-08-07,87.64118194580078
2020-08-10,87.98837280273438
2020-08-11,89.77393341064453
2020-08-12,87.74037170410156
2020-08-13,87.44279479980469
2020-08-14,86.74839782714844
2020-08-17,87.64118194580078
2020-08-18,92.25387573242188
2020-08-19,91.16270446777344
2020-08-20,91.26190185546875
2020-08-21,90.31952667236328
2020-08-24,90.61711120605469
2020-08-25,90.46831512451172
2020-08-26,90.071533203125
2020-08-27,89.97232818603516
2020-08-28,89.22834014892578
2020-08-31,89.52593994140625
2020-09-01,85.95481872558594
2020-09-02,85.8060302734375
2020-09-03,84.2684555053711
2020-09-04,84.56605529785156
2020-09-07,84.070068359375
2020-09-08,84.11966705322266
2020-09-09,82.48290252685547
2020-09-10,85.06204223632812
2020-09-11,86.99639892578125
2020-09-14,90.3691177368164
2020-09-15,88.9803466796875
2020-09-16,88.9803466796875
2020-09-17,89.02994537353516
2020-09-18,87.93878173828125
2020-09-21,85.2108383178711
2020-09-22,84.71485137939453
2020-09-23,84.070068359375
2020-09-24,82.03650665283203
2020-09-25,82.33409881591797
2020-09-28,84.36766052246094
2020-09-29,82.83009338378906
2020-09-30,83.27648162841797
2020-10-01,83.27648162841797
2020-10-05,83.9212646484375
2020-10-06,83.22689056396484
2020-10-07,82.97888946533203
2020-10-08,84.56605529785156
2020-10-09,83.22689056396484
2020-10-12,82.63169860839844
2020-10-13,82.92929077148438
2020-10-14,82.87969970703125
2020-10-15,81.49092102050781
2020-10-16,82.33409881591797
2020-10-19,81.29252624511719
2020-10-20,81.8381118774414
2020-10-21,82.87969970703125
2020-10-22,83.5740737915039
2020-10-23,84.96284484863281
2020-10-26,84.56605529785156
2020-10-27,83.22689056396484
2020-10-28,82.185302734375
2020-10-29,82.38371276855469
2020-10-30,82.185302734375
2020-11-02,82.08611297607422
2020-11-03,82.08611297607422
2020-11-04,81.8877182006836
2020-11-05,82.23490905761719
2020-11-06,85.75642395019531
2020-11-09,85.95481872558594
2020-11-10,84.71485137939453
2020-11-11,86.40120697021484
2020-11-12,83.52447509765625
2020-11-13,85.11164093017578
2020-11-14,85.85562896728516
2020-11-17,87.14519500732422
2020-11-18,86.4508056640625
2020-11-19,85.06204223632812
2020-11-20,84.96284484863281
2020-11-23,88.23636627197266
2020-11-24,90.71630859375
2020-11-25,88.186767578125
2020-11-26,89.22834014892578
2020-11-27,89.07955932617188
2020-12-01,89.67473602294922
2020-12-02,88.83155822753906
2020-12-03,90.12112426757812
2020-12-04,94.88261413574219
2020-12-07,97.1641616821289
2020-12-08,95.52740478515625
2020-12-09,96.02339172363281
2020-12-10,93.09705352783203
2020-12-11,92.99785614013672
2020-12-14,92.99785614013672
2020-12-15,92.60106658935547
2020-12-16,92.94825744628906
2020-12-17,90.81551361083984
2020-12-18,89.72432708740234
2020-12-21,85.70683288574219
2020-12-22,88.93075561523438
2020-12-23,90.17072296142578
2020-12-24,91.2123031616211
2020-12-28,89.87312316894531
2020-12-29,89.97232818603516
2020-12-30,100.9832763671875
2020-12-31,99.39611053466797
2021-01-01,102.07445526123047
2021-01-04,101.23127746582031
2021-01-05,105.94316864013672
2021-01-06,105.39757537841797
2021-01-07,105.39757537841797
2021-01-08,104.95118713378906
2021-01-11,104.45519256591797
2021-01-12,104.05840301513672
2021-01-13,102.62003326416016
2021-01-14,102.02484893798828
2021-01-15,101.3304672241211
2021-01-18,100.63607788085938
2021-01-19,100.93367767333984
2021-01-20,100.58648681640625
2021-01-21,99.39611053466797
2021-01-22,98.0073471069336
2021-01-25,93.98983764648438
2021-01-27,95.87459564208984
2021-01-28,94.28742980957031
2021-01-29,95.92418670654297
2021-02-01,97.95774841308594
2021-02-02,101.28086853027344
2021-02-03,101.72726440429688
2021-02-04,100.38809204101562
2021-02-05,100.93367767333984
2021-02-08,101.1816635131836
2021-02-09,95.67619323730469
2021-02-10,95.92418670654297
2021-02-11,95.82499694824219
2021-02-12,95.03141784667969
2021-02-15,97.1641616821289
2021-02-16,97.46176147460938
2021-02-17,95.97379302978516
2021-02-18,96.61858367919922
2021-02-19,96.3705825805664
2021-02-22,97.95774841308594
2021-02-23,98.60253143310547
2021-02-24,98.70172882080078
2021-02-25,97.1641616821289
2021-02-26,97.21376037597656
2021-03-01,97.90814208984375
2021-03-02,97.31295776367188
2021-03-03,98.50333404541016
2021-03-04,105.64556884765625
2021-03-05,102.47124481201172
2021-03-08,100.73528289794922
2021-03-09,99.79290008544922
2021-03-10,100.58648681640625
2021-03-12,99.34651184082031
2021-03-15,99.39611053466797
2021-03-16,98.60253143310547
2021-03-17,96.5689697265625
2021-03-18,95.08100891113281
2021-03-19,95.3290023803711
2021-03-22,95.27940368652344
2021-03-23,96.42017364501953
2021-03-24,95.37860870361328
2021-03-25,92.70026397705078
2021-03-26,95.4778060913086
2021-03-30,95.62660217285156
